Local time in Dongtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 20:00,7.7,770.1,770.5,1.1,79,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,11.2,,,2500 or more  or no clouds.,,,18.0,4.3,No precipitation,12,,,,
19.02.2020 17:00,10.6,769.0,769.4,,43,Wind blowing from the east,2,,7,100%., ,,,0.6,11.2,,,2500 or more  or no clouds.,,,26.0,-1.5,No precipitation,6,,,,
19.02.2020 14:00,10.8,769.2,769.6,-2.2,48,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,11.1,,,2500 or more  or no clouds.,,,19.0,0.2,No precipitation,12,,,,
19.02.2020 11:00,8.8,771.4,771.8,,51,Wind blowing from the south-southeast,4,,7,70 – 80%., ,,,0.6,10.4,,,2500 or more  or no clouds.,,,16.0,-1.0,No precipitation,6,,,,
19.02.2020 08:00,3.2,771.3,771.7,0.8,82,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,2500 or more  or no clouds.,,,9.0,0.3,No precipitation,12,,,,
19.02.2020 05:00,1.7,770.5,770.9,,88,Wind blowing from the south-east,2,,6,, ,,,-4.2,10.4,,,,,,9.0,-0.1,No precipitation,6,,,,
19.02.2020 02:00,2.3,771.1,771.5,-0.9,77,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.4,,,2500 or more  or no clouds.,,,16.0,-1.3,No precipitation,12,,,,
18.02.2020 23:00,3.5,772.0,772.5,,72,Wind blowing from the south-east,2,,,, ,,,-4.2,10.4,,,,,,18.0,-1.1,No precipitation,6,,,,
18.02.2020 20:00,3.9,772.2,772.6,0.2,54,Wind blowing from the east-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,10.4,,,,,,19.0,-4.6,No precipitation,12,,,,
18.02.2020 17:00,9.7,772.0,772.4,,29,Wind blowing from the south-west,2,,6,no clouds, ,,,-4.2,10.4,,,,,,30.0,-7.5,No precipitation,6,,,,
18.02.2020 14:00,9.5,772.2,772.6,-2.7,29,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,9.8,,,,,,30.0,-7.6,No precipitation,12,,,,
18.02.2020 11:00,6.6,774.9,775.3,,41,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-4.2,7.1,,,,,,30.0,-6.0,No precipitation,6,,,,
18.02.2020 08:00,-0.9,774.8,775.3,0.6,100,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,7.1,,,,,,7.0,-0.9,No precipitation,12,,,,
18.02.2020 05:00,-3.4,774.2,774.7,,100,Wind blowing from the south-southwest,1,,9,, ,,,-3.5,7.1,,,,,,10.0,-3.4,No precipitation,6,,,,
18.02.2020 02:00,-2.2,773.8,774.3,-0.4,86,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.1,,,2500 or more  or no clouds.,,,23.0,-4.2,No precipitation,12,,,,
17.02.2020 23:00,0.3,774.2,774.7,,67,Wind blowing from the west,2,,,, ,,,-2.4,7.1,,,,,,27.0,-5.1,No precipitation,6,,,,
17.02.2020 20:00,1.4,773.8,774.2,1.6,64,Wind blowing from the west,2,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.1,,,,,,20.0,-4.7,No precipitation,12,,,,
17.02.2020 17:00,6.3,772.2,772.6,,34,Wind blowing from the north-west,5,,,no clouds, ,,,-2.4,7.1,,,,,,30.0,-8.4,No precipitation,6,,,,
17.02.2020 14:00,6.6,772.0,772.4,-0.9,39,Wind blowing from the north-west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,6.6,,,,,,30.0,-6.4,No precipitation,12,,,,
17.02.2020 11:00,4.7,772.9,773.4,,42,Wind blowing from the west-northwest,5,,10,no clouds, ,,,-2.4,4.7,,,,,,30.0,-7.4,No precipitation,6,,,,
17.02.2020 08:00,0.3,772.7,773.2,1.1,70,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,3.6,,,,,,27.0,-4.5,No precipitation,12,,,,
17.02.2020 05:00,-1.9,771.6,772.0,,80,Wind blowing from the west,2,,8,, ,,,-2.2,3.6,,,,,,28.0,-4.9,No precipitation,6,,,,
17.02.2020 02:00,-1.8,772.0,772.5,-0.4,73,Wind blowing from the west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,3.6,,,2500 or more  or no clouds.,,,29.0,-6.0,No precipitation,12,,,,
16.02.2020 23:00,-1.6,772.4,772.9,,74,Wind blowing from the west-southwest,1,,,, ,,,-2.2,3.6,,,,,,29.0,-5.6,No precipitation,6,,,,
16.02.2020 20:00,0.6,771.9,772.3,1.4,62,Wind blowing from the north-northwest,2,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,3.6,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
16.02.2020 17:00,2.4,770.5,770.9,,48,Wind blowing from the north-west,4,,14,20–30%., ,,,-2.2,3.6,,,1000-1500,,,30.0,-7.5,No precipitation,6,,,,
16.02.2020 14:00,3.1,769.7,770.2,-1.4,44,Wind blowing from the west-northwest,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,3.2,,,,,,30.0,-8.0,No precipitation,12,,,,
16.02.2020 11:00,1.6,771.1,771.5,,55,Wind blowing from the west-northwest,6,,13,no clouds, ,,,-2.2,4.4,,,,,,27.0,-6.5,No precipitation,6,,,,
16.02.2020 08:00,-1.9,772.0,772.5,1.1,78,Wind blowing from the south-west,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,,,,2500 or more  or no clouds.,,,19.0,-5.2,4.0,12,,,,
16.02.2020 05:00,-1.7,770.9,771.4,,78,Wind blowing from the west-northwest,3,,,, ,,,-1.8,,,,,,,13.0,-5.0,0.1,6,,,,
16.02.2020 02:00,-1.0,770.7,771.1,-0.1,79,Wind blowing from the west-northwest,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,2500 or more  or no clouds.,,,14.0,-4.2,9.0,12,,,,
15.02.2020 23:00,-1.1,770.8,771.3,,100,Wind blowing from the north-northwest,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.1,12.2,,,,,,2.5,-1.1,8.0,6,,,,
15.02.2020 20:00,-0.4,769.6,770.0,1.2,100,Wind blowing from the north-northwest,4,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-0.4,12.3,,,600-1000,,,1.2,-0.4,6.0,12,,,,
15.02.2020 17:00,1.4,768.4,768.9,,100,Wind blowing from the north-northwest,4,,12,100%.,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.0,,,600-1000,,,4.0,1.4,2.0,6,,,,
15.02.2020 14:00,2.2,767.2,767.6,-0.3,100,Wind blowing from the north-northwest,5,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,13.4,,,600-1000,,,4.6,2.2,1.0,12,,,,
15.02.2020 11:00,4.4,767.5,768.0,,100,Wind blowing from the north-northwest,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,13.4,,,600-1000,,,8.0,4.4,0.5,6,,,,
15.02.2020 08:00,4.8,765.7,766.1,3.0,100,Wind blowing from the north,6,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,13.4,,,600-1000,,,9.0,4.8,1.0,12,,,,
15.02.2020 05:00,11.7,762.7,763.1,,100,Wind blowing from the north-northeast,1,,6,,Mist. ,,,9.8,13.4,,,,,,1.8,11.7,No precipitation,6,,,,
15.02.2020 02:00,11.9,763.0,763.4,-0.4,100,Wind blowing from the north-northeast,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,13.4,,,2500 or more  or no clouds.,,,2.2,11.9,1.0,12,,,,
14.02.2020 23:00,12.2,763.4,763.8,,100,Wind blowing from the east,2,,,,Mist. ,,,9.8,13.4,,,,,,3.9,12.2,1.0,6,,,,
14.02.2020 20:00,12.3,762.8,763.3,1.0,100,Wind blowing from the north,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,13.4,,,600-1000,,,3.0,12.3,0.3,12,,,,
14.02.2020 17:00,13.0,761.8,762.2,,100,Wind blowing from the east,3,,6,100%., ,,,9.8,13.4,,,600-1000,,,8.0,13.0,No precipitation,6,,,,
14.02.2020 14:00,13.1,760.7,761.1,-1.3,100,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,13.1,,,600-1000,,,7.0,13.1,No precipitation,12,,,,
14.02.2020 11:00,11.8,762.0,762.4,,100,Wind blowing from the east-southeast,3,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,12.2,,,600-1000,,,3.6,11.8,No precipitation,6,,,,
14.02.2020 08:00,10.0,762.1,762.5,,100,Wind blowing from the east,2,,6,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,12.2,,,600-1000,,,1.5,10.0,Trace of precipitation,12,,,,
14.02.2020 02:00,11.1,761.4,761.8,-0.1,100,Wind blowing from the east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,2500 or more  or no clouds.,,,1.8,11.1,No precipitation,12,,,,
13.02.2020 23:00,11.5,761.5,762.0,,100,Wind blowing from the east,3,,,,Mist. ,,,,12.2,,,,,,2.8,11.5,No precipitation,6,,,,
13.02.2020 20:00,11.2,761.5,761.9,0.6,100,Wind blowing from the east,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.2,,,600-1000,,,2.9,11.2,No precipitation,12,,,,
13.02.2020 17:00,12.1,760.9,761.3,,100,Wind blowing from the east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.4,,,600-1000,,,3.3,12.1,No precipitation,6,,,,
13.02.2020 14:00,11.3,761.0,761.5,-2.3,100,Wind blowing from the east-southeast,3,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,14.0,,,600-1000,,,4.0,11.3,No precipitation,12,,,,
13.02.2020 11:00,10.0,763.3,763.7,,97,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,14.0,,,,,,4.2,9.5,No precipitation,6,,,,
13.02.2020 08:00,6.0,763.3,763.8,0.4,100,Wind blowing from the east,2,,4,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,600-1000,,,1.7,6.0,No precipitation,12,,,,
13.02.2020 05:00,6.7,762.9,763.3,,100,Wind blowing from the east-southeast,2,,4,,Mist. ,,,4.7,14.0,,,,,,3.1,6.7,No precipitation,6,,,,
13.02.2020 02:00,7.2,763.6,764.0,0.0,100,Wind blowing from the east-southeast,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,14.0,,,2500 or more  or no clouds.,,,3.4,7.2,No precipitation,12,,,,
12.02.2020 23:00,4.7,763.6,764.0,,100,Wind blowing from the east-southeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,4.7,14.0,,,,,,0.9,4.7,No precipitation,6,,,,
12.02.2020 20:00,6.6,763.8,764.2,0.7,100,Wind blowing from the south-southwest,1,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.0,,,600-1000,,,2.1,6.6,No precipitation,12,,,,
12.02.2020 17:00,12.4,763.1,763.6,,71,Wind blowing from the west-southwest,3,,7,40%., ,,,5.1,14.0,,,600-1000,,,12.0,7.3,No precipitation,6,,,,
12.02.2020 14:00,13.4,762.9,763.3,-1.3,66,Wind blowing from the west-northwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,13.7,,,600-1000,,,15.0,7.2,No precipitation,12,,,,
12.02.2020 11:00,10.6,764.2,764.7,,81,Wind blowing from the west-northwest,3,,7,70 – 80%., ,,,5.1,10.7,,,600-1000,,,13.0,7.5,No precipitation,6,,,,
12.02.2020 08:00,7.0,763.8,764.2,1.2,100,Wind blowing from the north-west,2,,5,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,9.9,,,2500 or more  or no clouds.,,,1.8,7.0,No precipitation,12,,,,
12.02.2020 05:00,6.0,762.6,763.0,,100,Wind blowing from the west,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,5.1,9.9,,,,,,0.1,6.0,No precipitation,6,,,,
12.02.2020 02:00,5.9,763.1,763.6,-0.7,100,Wind blowing from the north,0,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,9.9,,,2500 or more  or no clouds.,,,0.1,5.9,No precipitation,12,,,,
11.02.2020 23:00,7.1,763.8,764.2,,100,Wind blowing from the south-southeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,6.9,9.9,,,,,,0.6,7.1,No precipitation,6,,,,
11.02.2020 20:00,9.5,764.3,764.8,0.1,100,Wind blowing from the south-west,0,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.9,,,600-1000,,,2.8,9.5,0.9,12,,,,
11.02.2020 17:00,9.9,764.2,764.6,,100,Wind blowing from the south-southwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,600-1000,,,4.6,9.9,0.9,6,,,,
11.02.2020 14:00,9.2,764.5,764.9,-2.0,100,Wind blowing from the south-southeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,600-1000,,,2.7,9.2,0.9,12,,,,
11.02.2020 11:00,8.8,766.5,766.9,,100,Wind blowing from the south-east,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,600-1000,,,3.0,8.8,No precipitation,6,,,,
11.02.2020 08:00,8.3,766.9,767.4,0.5,79,Wind blowing from the east-southeast,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,5.0,4.9,Trace of precipitation,12,,,,
11.02.2020 05:00,8.3,766.4,766.9,,71,Wind blowing from the east,2,,,,Haze. ,,,1.5,16.0,,,,,,6.0,3.2,No precipitation,6,,,,
11.02.2020 02:00,8.8,766.9,767.4,-0.9,65,Wind blowing from the east-southeast,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,16.0,,,2500 or more  or no clouds.,,,6.0,2.6,No precipitation,12,,,,
10.02.2020 23:00,8.9,767.8,768.2,,67,Wind blowing from the south-east,3,,,,Haze. ,,,0.4,16.0,,,,,,5.0,3.1,No precipitation,6,,,,
10.02.2020 20:00,9.5,767.1,767.5,0.3,53,Wind blowing from the east-southeast,1,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,16.0,,,2500 or more  or no clouds.,,,6.0,0.4,No precipitation,12,,,,
10.02.2020 17:00,14.5,766.8,767.2,,35,Wind blowing from the south-east,2,,6,no clouds, ,,,0.4,16.0,,,,,,15.0,-0.8,No precipitation,6,,,,
10.02.2020 14:00,15.8,766.9,767.3,-1.8,29,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.8,,,,,,15.0,-2.2,No precipitation,12,,,,
10.02.2020 11:00,12.4,768.7,769.1,,54,Wind blowing from the south-southwest,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,12.4,,,2500 or more  or no clouds.,,,6.0,3.4,No precipitation,6,,,,
10.02.2020 08:00,3.2,769.0,769.5,0.5,100,Wind blowing from the south-southeast,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,,,,2500 or more  or no clouds.,,,2.3,3.2,No precipitation,12,,,,
10.02.2020 05:00,2.0,768.5,769.0,,100,Wind blowing from the south,1,,4,,Mist. ,,,-1.5,11.4,,,,,,2.7,2.0,No precipitation,6,,,,
10.02.2020 02:00,0.9,769.1,769.6,-0.5,100,Wind blowing from the south,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.4,,,2500 or more  or no clouds.,,,1.9,0.9,No precipitation,12,,,,
09.02.2020 23:00,4.0,769.6,770.1,,89,Wind blowing from the south,1,,,,Mist. ,,,-1.8,11.4,,,,,,4.6,2.4,No precipitation,6,,,,
09.02.2020 20:00,4.0,769.4,769.9,-0.3,91,Wind blowing from the south-southwest,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.4,,,,,,2.8,2.7,No precipitation,12,,,,
09.02.2020 17:00,10.5,769.7,770.2,,57,Wind blowing from the west-southwest,3,,8,no clouds, ,,,-1.8,11.4,,,,,,9.0,2.3,No precipitation,6,,,,
09.02.2020 14:00,10.6,770.5,771.0,-2.8,56,Wind blowing from the west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,10.7,,,,,,10.0,2.2,No precipitation,12,,,,
09.02.2020 11:00,8.0,773.3,773.8,,68,Wind blowing from the west,4,,6,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.5,,,600-1000,,,6.0,2.3,No precipitation,6,,,,
09.02.2020 08:00,-0.3,773.6,774.1,0.2,100,Wind blowing from the south-southwest,0,,2,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,,,,,,,0.8,-0.3,No precipitation,12,,,,
09.02.2020 05:00,-1.2,773.4,773.8,,100,Wind blowing from the south-west,1,,5,,Fog or ice fog. ,,,-1.8,9.5,,,,,,1.1,-1.2,No precipitation,6,,,,
09.02.2020 02:00,-1.2,774.2,774.7,-0.2,100,Wind blowing from the south,1,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.5,,,2500 or more  or no clouds.,,,0.6,-1.2,No precipitation,12,,,,
08.02.2020 23:00,-0.3,774.4,774.9,,100,Wind blowing from the south,1,,,,Mist. ,,,-0.3,9.5,,,,,,1.2,-0.3,No precipitation,6,,,,
08.02.2020 20:00,2.1,774.4,774.9,0.6,90,Wind blowing from the north-northeast,1,,8,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,9.5,,,2500 or more  or no clouds.,,,4.1,0.6,No precipitation,12,,,,
08.02.2020 17:00,7.2,773.8,774.2,,61,Wind blowing from the north-west,3,,8,90  or more  but not 100%, ,,,1.3,9.5,,,,,,10.0,0.2,No precipitation,6,,,,
08.02.2020 14:00,7.8,773.4,773.8,-1.0,60,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,9.5,,,600-1000,,,9.0,0.5,No precipitation,12,,,,
08.02.2020 11:00,7.9,774.4,774.8,,64,Wind blowing from the north,3,,7,90  or more  but not 100%, ,,,1.3,8.0,,,,,,9.0,1.5,No precipitation,6,,,,
08.02.2020 08:00,4.4,773.8,774.3,0.4,100,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,8.0,,,2500 or more  or no clouds.,,,4.1,4.4,No precipitation,12,,,,
08.02.2020 05:00,3.8,773.4,773.8,,100,Calm  no wind,0,,,,Mist. ,,,1.3,8.0,,,,,,3.9,3.8,No precipitation,6,,,,
08.02.2020 02:00,3.5,773.7,774.1,0.6,100,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,8.0,,,2500 or more  or no clouds.,,,4.7,3.5,No precipitation,12,,,,
07.02.2020 23:00,2.2,773.1,773.5,,91,Calm  no wind,0,,,, ,,,2.2,8.0,,,,,,7.0,0.9,No precipitation,6,,,,
07.02.2020 20:00,6.0,773.0,773.5,1.0,77,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,8.0,,,600-1000,,,10.0,2.3,Trace of precipitation,12,,,,
07.02.2020 17:00,7.3,772.0,772.5,,69,Wind blowing from the north-northeast,2,,5,100%., ,,,2.7,8.0,,,600-1000,,,15.0,2.0,No precipitation,6,,,,
07.02.2020 14:00,7.5,771.8,772.3,-1.4,69,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,7.5,,,600-1000,,,16.0,2.2,Trace of precipitation,12,,,,
07.02.2020 11:00,7.0,773.2,773.7,,76,Wind blowing from the east-northeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,7.0,,,600-1000,,,14.0,3.1,No precipitation,6,,,,
07.02.2020 08:00,3.5,773.0,773.5,0.8,100,Wind blowing from the north-east,0,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,5.8,,,600-1000,,,8.0,3.5,0.1,12,,,,
07.02.2020 05:00,3.5,772.2,772.6,,97,Wind blowing from the north-east,2,,7,, ,,,3.0,5.8,,,,,,11.0,3.1,0.1,6,,,,
07.02.2020 02:00,3.5,772.8,773.2,-0.6,99,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,5.8,,,2500 or more  or no clouds.,,,11.0,3.4,0.1,12,,,,
06.02.2020 23:00,4.2,773.4,773.8,,88,Wind blowing from the east,2,,,,Rain (not freezing) not falling as shower(s). ,,,1.8,5.8,,,,,,13.0,2.4,No precipitation,6,,,,
06.02.2020 20:00,4.5,773.2,773.6,1.2,76,Wind blowing from the east-northeast,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,5.8,,,600-1000,,,21.0,0.5,No precipitation,12,,,,
06.02.2020 17:00,4.9,772.0,772.5,,69,Wind blowing from the east-northeast,4,,11,100%., ,,,1.8,5.8,,,600-1000,,,26.0,-0.3,No precipitation,6,,,,
06.02.2020 14:00,5.7,772.1,772.6,-2.0,64,Wind blowing from the east,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,5.9,,,2500 or more  or no clouds.,,,30.0,-0.6,No precipitation,12,,,,
06.02.2020 11:00,5.5,774.1,774.6,,58,Wind blowing from the east,5,,11,90  or more  but not 100%, ,,,1.8,6.5,,,,,,27.0,-2.1,No precipitation,6,,,,
06.02.2020 08:00,3.5,774.7,775.2,0.4,71,Wind blowing from the east-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.5,,,600-1000,,,27.0,-1.4,No precipitation,12,,,,
06.02.2020 05:00,3.0,774.3,774.7,,75,Wind blowing from the east-northeast,3,,9,, ,,,1.8,6.5,,,,,,27.0,-1.0,No precipitation,6,,,,
