Local time in Ruoqiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.02.2020 08:00,-4.3,687.9,767.7,0.2,49,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,11.9,,,2500 or more  or no clouds.,,,14.0,-13.4,No precipitation,12,,,,
23.02.2020 05:00,-5.9,687.7,767.2,,51,Wind blowing from the south-southwest,1,,5,, ,,,-9.4,11.9,,,,,,13.0,-14.4,No precipitation,6,,,,
23.02.2020 02:00,-5.1,687.9,767.5,0.2,48,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,11.9,,,2500 or more  or no clouds.,,,10.0,-14.4,No precipitation,12,,,,
22.02.2020 23:00,-3.1,687.7,768.1,,40,Wind blowing from the south,1,,6,, ,,,-9.4,11.9,,,,,,9.0,-14.8,No precipitation,6,,,,
22.02.2020 20:00,7.5,687.7,768.1,,20,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,11.9,,,,,,9.0,-14.0,No precipitation,12,,,,
22.02.2020 17:00,11.5,688.4,768.2,,15,Wind blowing from the north-east,2,,6,no clouds, ,,,-9.4,11.9,,,,,,11.0,-14.2,No precipitation,6,,,,
22.02.2020 14:00,9.7,690.0,770.1,-1.1,17,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,10.6,,,,,,12.0,-14.2,No precipitation,12,,,,
22.02.2020 11:00,1.9,691.1,772.2,,33,Wind blowing from the north,1,,2,no clouds, ,,,-9.4,,,,,,,11.0,-12.7,No precipitation,6,,,,
22.02.2020 08:00,-9.0,691.2,772.4,,66,Wind blowing from the west,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,10.6,,,,,,17.0,-14.2,No precipitation,12,,,,
22.02.2020 05:00,-7.8,691.3,771.7,,66,Wind blowing from the south,1,,3,, ,,,-9.1,10.6,,,,,,17.0,-13.2,No precipitation,6,,,,
22.02.2020 02:00,-6.7,692.1,772.7,-0.5,54,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,10.6,,,2500 or more  or no clouds.,,,17.0,-14.5,No precipitation,12,,,,
21.02.2020 23:00,-4.4,692.6,774.0,,44,Wind blowing from the south,1,,5,, ,,,-9.1,10.6,,,,,,13.0,-14.8,No precipitation,6,,,,
21.02.2020 20:00,5.5,692.2,773.5,-0.9,23,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,10.6,,,,,,10.0,-14.0,No precipitation,12,,,,
21.02.2020 17:00,10.3,693.1,773.5,,18,Wind blowing from the north,1,,5,no clouds, ,,,-9.1,10.3,,,,,,13.0,-13.0,No precipitation,6,,,,
21.02.2020 14:00,7.7,694.9,775.9,,22,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.4,,,,,,14.0,-12.7,No precipitation,12,,,,
21.02.2020 11:00,0.9,696.0,777.7,,35,Wind blowing from the west-northwest,1,,4,no clouds, ,,,-9.1,8.4,,,,,,12.0,-12.8,No precipitation,6,,,,
21.02.2020 08:00,-8.4,695.8,777.7,0.0,60,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,8.4,,,,,,17.0,-14.8,No precipitation,12,,,,
21.02.2020 05:00,-7.2,695.8,776.9,,57,Wind blowing from the west-southwest,1,,4,, ,,,-8.2,8.4,,,,,,18.0,-14.3,No precipitation,6,,,,
21.02.2020 02:00,-6.6,696.1,777.7,-0.3,56,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,8.4,,,2500 or more  or no clouds.,,,13.0,-14.1,No precipitation,12,,,,
20.02.2020 23:00,-4.1,696.4,778.6,,48,Wind blowing from the east-southeast,1,,4,, ,,,-8.2,8.4,,,,,,17.0,-13.5,No precipitation,6,,,,
20.02.2020 20:00,4.2,696.6,778.4,,30,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,8.4,,,,,,20.0,-11.8,No precipitation,12,,,,
20.02.2020 17:00,8.1,697.1,778.2,,19,Wind blowing from the east,2,,4,no clouds, ,,,-8.2,8.4,,,,,,13.0,-14.1,No precipitation,6,,,,
20.02.2020 14:00,4.8,698.8,780.3,-0.6,27,Wind blowing from the north,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,4.9,,,2500 or more  or no clouds.,,,12.0,-12.6,No precipitation,12,,,,
20.02.2020 11:00,-2.0,699.4,781.3,,40,Wind blowing from the east,0,,3,90  or more  but not 100%, ,,,-8.2,4.9,,,2500 or more  or no clouds.,,,10.0,-13.8,No precipitation,6,,,,
20.02.2020 08:00,-7.5,698.6,780.8,-0.1,61,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,4.9,,,,,,16.0,-13.9,No precipitation,12,,,,
20.02.2020 05:00,-6.1,698.7,780.4,,57,Wind blowing from the west-northwest,1,,7,, ,,,-6.1,4.9,,,,,,19.0,-13.4,No precipitation,6,,,,
20.02.2020 02:00,-4.2,699.0,780.9,,48,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.9,,,2500 or more  or no clouds.,,,15.0,-13.6,No precipitation,12,,,,
19.02.2020 23:00,0.3,699.1,781.0,,37,Wind blowing from the east-northeast,1,,7,, ,,,-5.9,4.9,,,,,,19.0,-12.7,No precipitation,6,,,,
19.02.2020 20:00,3.2,698.1,779.9,0.8,29,Wind blowing from the east-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.9,,,2500 or more  or no clouds.,,,17.0,-13.1,No precipitation,12,,,,
19.02.2020 17:00,4.6,697.3,778.6,,22,Wind blowing from the east,2,,4,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.9,,,,,,4.0,-15.3,No precipitation,6,,,,
19.02.2020 14:00,2.3,696.4,777.8,,27,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,8.1,,,2500 or more  or no clouds.,,,2.6,-14.8,No precipitation,12,,,,
19.02.2020 11:00,-2.2,694.3,775.6,,35,Wind blowing from the east,1,,3,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,8.1,,,2500 or more  or no clouds.,,,3.7,-15.6,No precipitation,6,,,,
19.02.2020 08:00,-5.6,691.8,772.8,2.6,46,Wind blowing from the south-east,1,,6,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,8.1,,,2500 or more  or no clouds.,,,7.0,-15.6,No precipitation,12,,,,
19.02.2020 05:00,-4.2,689.2,769.2,,39,Wind blowing from the south-west,2,,,,Haze. ,,,-9.3,8.1,,,,,,7.0,-16.1,No precipitation,6,,,,
19.02.2020 02:00,-3.6,687.1,766.9,,41,Wind blowing from the south-west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,8.1,,,2500 or more  or no clouds.,,,7.0,-15.2,No precipitation,12,,,,
18.02.2020 23:00,0.7,685.3,765.7,,29,Wind blowing from the north-northeast,1,,11,,Haze. ,,,-9.3,8.1,,,,,,6.0,-15.3,No precipitation,6,,,,
18.02.2020 20:00,4.1,685.0,765.6,-0.9,23,Wind blowing from the north-northeast,2,,11,70 – 80%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,8.1,,,2500 or more  or no clouds.,,,6.0,-15.2,No precipitation,12,,,,
18.02.2020 17:00,7.6,685.9,765.7,,19,Wind blowing from the east-northeast,5,,11,70 – 80%., ,,,-9.3,8.1,,,2500 or more  or no clouds.,,,7.0,-14.6,No precipitation,6,,,,
18.02.2020 14:00,5.7,689.5,770.0,,19,Wind blowing from the east-northeast,5,,9,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,6.9,,,,,,6.0,-16.1,No precipitation,12,,,,
18.02.2020 11:00,-3.3,691.3,773.1,,35,Calm  no wind,0,,,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,,,,,,,6.0,-16.6,No precipitation,6,,,,
18.02.2020 08:00,-8.4,691.9,773.8,-1.8,50,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,6.9,,,2500 or more  or no clouds.,,,6.0,-17.0,No precipitation,12,,,,
18.02.2020 05:00,-6.7,693.7,774.7,,48,Wind blowing from the south-southwest,1,,5,, ,,,-7.8,6.9,,,,,,7.0,-16.1,No precipitation,6,,,,
18.02.2020 02:00,-6.0,694.0,775.3,-0.8,41,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,6.9,,,2500 or more  or no clouds.,,,8.0,-17.1,No precipitation,12,,,,
17.02.2020 23:00,-3.8,694.8,777.0,,35,Wind blowing from the east-northeast,1,,5,, ,,,-7.8,6.9,,,,,,9.0,-17.0,No precipitation,6,,,,
17.02.2020 20:00,1.8,695.3,777.4,,22,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,6.9,,,2500 or more  or no clouds.,,,7.0,-17.7,No precipitation,12,,,,
17.02.2020 17:00,6.2,695.9,777.2,,16,Wind blowing from the north-northeast,2,,4,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,6.9,,,2500 or more  or no clouds.,,,3.7,-17.8,No precipitation,6,,,,
17.02.2020 14:00,3.9,697.3,778.7,-1.2,18,Wind blowing from the north,1,,2,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,3.9,,,2500 or more  or no clouds.,,,2.4,-18.3,No precipitation,12,,,,
17.02.2020 11:00,-3.0,698.5,781.2,,32,Wind blowing from the south-southwest,1,,3,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.4,,,2500 or more  or no clouds.,,,2.2,-17.4,No precipitation,6,,,,
17.02.2020 08:00,-7.5,697.7,780.4,-0.5,51,Wind blowing from the south-southeast,1,,3,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,1.4,,,2500 or more  or no clouds.,,,2.9,-16.1,No precipitation,12,,,,
17.02.2020 05:00,-6.9,698.2,780.6,,46,Wind blowing from the south-southwest,1,,3,,Haze. ,,,-7.2,1.4,,,,,,3.2,-16.6,No precipitation,6,,,,
17.02.2020 02:00,-3.9,697.9,780.1,-0.6,32,Wind blowing from the south,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,1.4,,,2500 or more  or no clouds.,,,3.2,-18.2,No precipitation,12,,,,
16.02.2020 23:00,-4.4,698.5,781.3,,36,Wind blowing from the south,1,,4,,Haze. ,,,-7.2,1.4,,,,,,3.9,-17.2,No precipitation,6,,,,
16.02.2020 20:00,-0.2,697.8,780.3,,22,Wind blowing from the west,1,,4,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,1.4,,,2500 or more  or no clouds.,,,3.7,-19.4,No precipitation,12,,,,
16.02.2020 17:00,1.0,696.3,778.4,,19,Wind blowing from the north-west,2,,4,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,1.2,,,2500 or more  or no clouds.,,,4.0,-20.1,No precipitation,6,,,,
16.02.2020 14:00,-0.3,695.6,777.7,0.6,24,Wind blowing from the north-northeast,1,,4,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,-0.2,,,2500 or more  or no clouds.,,,4.3,-18.4,No precipitation,12,,,,
16.02.2020 11:00,-3.6,695.0,777.4,,34,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,-0.2,,,2500 or more  or no clouds.,,,4.0,-17.2,No precipitation,6,,,,
16.02.2020 08:00,-6.3,694.9,777.4,0.3,37,Wind blowing from the south-west,2,,5,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,-0.2,,,2500 or more  or no clouds.,,,5.0,-18.6,No precipitation,12,,,,
16.02.2020 05:00,-6.5,694.6,776.8,,39,Wind blowing from the south-west,2,,5,, ,,,-6.9,-0.2,,,,,,10.0,-18.2,No precipitation,6,,,,
16.02.2020 02:00,-5.3,693.5,775.5,0.5,33,Wind blowing from the west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,-0.2,,,2500 or more  or no clouds.,,,6.0,-19.1,No precipitation,12,,,,
15.02.2020 23:00,-4.1,693.0,775.1,,29,Wind blowing from the north-northeast,1,,5,,Haze. ,,,-4.5,-0.2,,,,,,6.0,-19.5,No precipitation,6,,,,
15.02.2020 20:00,-2.5,693.4,775.3,,29,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,-0.1,,,2500 or more  or no clouds.,,,6.0,-18.1,No precipitation,12,,,,
15.02.2020 17:00,-0.3,694.5,775.8,,24,Wind blowing from the north-east,2,,5,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,1.0,,,,,,3.2,-18.4,No precipitation,6,,,,
15.02.2020 14:00,-1.1,696.5,778.2,-1.5,26,Wind blowing from the north-east,2,,4,70 – 80%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,1.0,,,2500 or more  or no clouds.,,,4.1,-18.2,No precipitation,12,,,,
15.02.2020 11:00,-3.7,698.0,780.1,,29,Wind blowing from the north-northeast,1,,4,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,1.0,,,,,,6.0,-19.2,No precipitation,6,,,,
15.02.2020 08:00,-3.5,697.0,778.9,0.6,32,Wind blowing from the north-northeast,0,,4,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,1.0,,,2500 or more  or no clouds.,,,3.8,-17.8,No precipitation,12,,,,
15.02.2020 05:00,-1.4,696.4,777.8,,31,Wind blowing from the west-northwest,2,,4,,Haze. ,,,,1.0,,,,,,2.1,-16.3,No precipitation,6,,,,
15.02.2020 02:00,-1.2,695.9,777.6,-0.6,26,Wind blowing from the east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.0,,,2500 or more  or no clouds.,,,3.5,-18.3,No precipitation,12,,,,
14.02.2020 23:00,-0.5,696.5,778.6,,23,Wind blowing from the east-northeast,1,,,,Haze. ,,,-5.5,2.9,,,,,,2.9,-19.1,No precipitation,6,,,,
14.02.2020 20:00,0.0,696.1,778.2,0.8,21,Wind blowing from the north-northeast,1,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,5.0,,,2500 or more  or no clouds.,,,1.9,-19.7,No precipitation,12,,,,
14.02.2020 17:00,0.7,695.3,777.1,,19,Wind blowing from the north-east,2,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,5.9,,,,,,1.6,-20.3,No precipitation,6,,,,
14.02.2020 14:00,-1.5,695.2,776.8,1.3,23,Wind blowing from the north-east,2,,9,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,5.9,,,2500 or more  or no clouds.,,,1.6,-20.0,No precipitation,12,,,,
14.02.2020 11:00,-5.0,693.9,775.2,,31,Wind blowing from the north-east,2,,14,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,5.9,,,,,,0.8,-19.5,No precipitation,6,,,,
14.02.2020 08:00,-5.2,691.5,772.3,1.7,34,Wind blowing from the north,1,,15,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.9,,,2500 or more  or no clouds.,,,0.7,-18.6,No precipitation,12,,,,
14.02.2020 05:00,-4.4,689.8,770.2,,32,Wind blowing from the north,2,,15,,Haze. ,,,-5.9,5.9,,,,,,0.5,-18.6,No precipitation,6,,,,
14.02.2020 02:00,-1.0,687.4,767.2,,21,Wind blowing from the north-east,4,,15,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.9,,,2500 or more  or no clouds.,,,0.6,-20.6,No precipitation,12,,,,
13.02.2020 23:00,2.9,685.1,764.8,,16,Wind blowing from the north-east,6,,16,,Haze. ,,,-6.5,5.9,,,,,,1.3,-20.5,No precipitation,6,,,,
13.02.2020 20:00,5.0,684.1,764.1,0.2,13,Wind blowing from the north-east,7,,16,,Severe duststorm or sandstorm  no appreciable change during the preceding hour. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.9,,,2500 or more  or no clouds.,,,0.3,-21.2,No precipitation,12,,,,
13.02.2020 17:00,5.8,683.9,763.7,,13,Wind blowing from the north-east,6,,16,,Severe duststorm or sandstorm  no appreciable change during the preceding hour. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,11.0,,,,,,0.2,-20.5,No precipitation,6,,,,
13.02.2020 14:00,3.7,685.4,765.0,-1.2,16,Wind blowing from the north-east,6,,16,,Severe duststorm or sandstorm  no appreciable change during the preceding hour. ,Storm,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,11.2,,,2500 or more  or no clouds.,,,0.2,-19.8,No precipitation,12,,,,
13.02.2020 11:00,-1.0,686.6,766.6,,38,Wind blowing from the north-east,5,,10,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,11.2,,,,,,1.5,-13.5,No precipitation,6,,,,
13.02.2020 08:00,-5.6,686.8,767.0,0.4,55,Wind blowing from the north-east,3,,8,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,11.2,,,,,,2.4,-13.4,No precipitation,12,,,,
13.02.2020 05:00,-5.7,686.4,765.7,,44,Wind blowing from the north-northwest,1,,7,, ,,,-8.5,11.2,,,,,,30.0,-16.0,No precipitation,6,,,,
13.02.2020 02:00,-0.7,685.9,764.7,,32,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,11.2,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
12.02.2020 23:00,1.8,684.8,764.2,,27,Wind blowing from the east,2,,7,, ,,,-8.5,11.2,,,,,,29.0,-15.2,No precipitation,6,,,,
12.02.2020 20:00,5.3,684.0,764.2,-0.1,22,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,11.2,,,2500 or more  or no clouds.,,,26.0,-14.7,No precipitation,12,,,,
12.02.2020 17:00,11.0,684.1,763.3,,12,Wind blowing from the north-east,3,,6,no clouds, ,,,-8.5,11.2,,,,,,30.0,-17.3,No precipitation,6,,,,
12.02.2020 14:00,8.7,685.3,765.1,,15,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,10.9,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
12.02.2020 11:00,1.5,685.9,766.3,,22,Wind blowing from the south-west,3,,4,90  or more  but not 100%, ,,,-8.5,,,,2500 or more  or no clouds.,,,25.0,-17.9,No precipitation,6,,,,
12.02.2020 08:00,-7.5,684.7,764.8,1.1,47,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,10.9,,,2500 or more  or no clouds.,,,22.0,-17.1,No precipitation,12,,,,
12.02.2020 05:00,-6.9,683.6,762.9,,42,Wind blowing from the west-northwest,1,,6,, ,,,-11.6,10.9,,,,,,27.0,-17.7,No precipitation,6,,,,
12.02.2020 02:00,-7.4,683.8,763.6,,44,Wind blowing from the south-southwest,1,,7,, ,,,-11.6,10.9,,,,,,17.0,-17.6,No precipitation,6,,,,
11.02.2020 23:00,-3.3,684.0,764.2,,32,Wind blowing from the south,1,,7,, ,,,,10.9,,,,,,13.0,-17.6,No precipitation,6,,,,
11.02.2020 20:00,5.8,682.4,762.9,-1.5,16,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,10.9,,,,,,21.0,-18.1,No precipitation,12,,,,
11.02.2020 17:00,10.5,683.9,763.5,,13,Wind blowing from the north-east,3,,7,10%  or less  but not 0, ,,,-11.6,10.5,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,6,,,,
11.02.2020 14:00,8.0,684.4,764.4,,15,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,,,,,,,30.0,-17.1,No precipitation,12,,,,
11.02.2020 11:00,0.7,684.8,765.7,,28,Wind blowing from the north-west,1,,3,no clouds, ,,,-11.6,,,,,,,30.0,-15.7,No precipitation,6,,,,
11.02.2020 08:00,-11.2,684.6,765.8,0.2,60,Wind blowing from the south-west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,,,,,,,30.0,-17.6,No precipitation,12,,,,
11.02.2020 05:00,-8.9,684.4,764.2,,52,Wind blowing from the west-northwest,1,,4,, ,,,-11.1,10.1,,,,,,30.0,-17.0,No precipitation,6,,,,
11.02.2020 02:00,-8.5,684.5,764.5,-0.5,50,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,10.1,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
