Local time in Shijiazhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 02:00,0.1,763.2,771.7,,42,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.3,,,2500 or more  or no clouds.,,,13.0,-11.3,No precipitation,12,,,,
17.02.2020 20:00,6.3,763.5,772.0,,22,Wind blowing from the south-east,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.3,,,,,,23.0,-13.9,No precipitation,12,,,,
17.02.2020 17:00,10.7,763.0,771.5,,14,Wind blowing from the south,4,,8,no clouds, ,,,-1.0,11.3,,,,,,30.0,-15.7,No precipitation,6,,,,
17.02.2020 14:00,11.2,763.5,772.0,-2.4,12,Wind blowing from the south-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,11.3,,,,,,30.0,-17.2,No precipitation,12,,,,
17.02.2020 11:00,7.2,765.9,774.4,,15,Wind blowing from the west-northwest,3,,8,no clouds, ,,,-1.0,7.7,,,,,,30.0,-17.7,No precipitation,6,,,,
17.02.2020 08:00,1.7,765.9,774.5,0.3,24,Wind blowing from the north-west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,7.7,,,,,,30.0,-16.7,No precipitation,12,,,,
17.02.2020 05:00,-0.5,765.6,774.2,,37,Wind blowing from the north,2,,8,, ,,,-2.4,7.7,,,,,,30.0,-13.4,No precipitation,6,,,,
17.02.2020 02:00,0.8,765.8,774.4,,30,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.7,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
16.02.2020 20:00,4.5,763.9,772.5,1.5,24,Wind blowing from the north-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.7,,,,,,30.0,-14.3,No precipitation,12,,,,
16.02.2020 17:00,7.4,762.4,770.9,,17,Wind blowing from the north,3,,12,no clouds, ,,,-2.4,7.7,,,,,,30.0,-16.1,No precipitation,6,,,,
16.02.2020 14:00,7.0,762.8,771.4,-2.0,16,Wind blowing from the north-northwest,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.2,,,,,,30.0,-17.1,No precipitation,12,,,,
16.02.2020 11:00,3.8,764.8,773.4,,16,Wind blowing from the north-west,5,,9,no clouds, ,,,-2.4,4.3,,,,,,30.0,-19.7,No precipitation,6,,,,
16.02.2020 08:00,-1.3,764.8,773.5,0.4,22,Wind blowing from the north-west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,4.3,,,,,,30.0,-20.3,No precipitation,12,,,,
16.02.2020 05:00,-1.6,764.4,773.1,,26,Wind blowing from the north-west,3,,12,, ,,,-2.6,4.3,,,,,,30.0,-18.6,No precipitation,6,,,,
16.02.2020 02:00,-1.5,764.8,773.5,,32,Wind blowing from the north-northwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,4.3,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
15.02.2020 20:00,2.2,764.7,773.4,0.8,19,Wind blowing from the west-northwest,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,4.3,,,,,,26.0,-19.1,No precipitation,12,,,,
15.02.2020 17:00,3.7,763.9,772.5,,15,Wind blowing from the west-northwest,8,,16,no clouds, ,,,-2.6,4.3,,,,,,27.0,-20.6,No precipitation,6,,,,
15.02.2020 14:00,3.3,764.9,773.5,-2.6,17,Wind blowing from the north-west,8,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,3.4,,,,,,30.0,-19.4,No precipitation,12,,,,
15.02.2020 11:00,0.8,767.5,776.2,,25,Wind blowing from the north-northwest,7,,13,no clouds, ,,,-2.6,3.7,,,,,,30.0,-17.0,No precipitation,6,,,,
15.02.2020 08:00,-2.6,767.7,776.4,1.4,43,Wind blowing from the north-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,6.4,,,2500 or more  or no clouds.,,,30.0,-13.5,Trace of precipitation,12,,,,
15.02.2020 05:00,-0.6,766.3,775.0,,70,Wind blowing from the north,2,,6,, ,,,-0.6,7.9,,,,,,21.0,-5.4,No precipitation,6,,,,
15.02.2020 02:00,1.1,766.4,775.1,,80,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,2500 or more  or no clouds.,,,15.0,-2.0,No precipitation,12,,,,
14.02.2020 20:00,2.6,764.2,772.7,2.7,83,Wind blowing from the east,2,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,8.0,,,2500 or more  or no clouds.,,,11.0,0.0,3.0,12,,,,
14.02.2020 17:00,3.1,761.5,769.9,,87,Wind blowing from the north-northeast,2,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.9,,,2500 or more  or no clouds.,,,18.0,1.1,2.0,6,,,,
14.02.2020 14:00,2.1,759.9,768.4,0.8,97,Wind blowing from the north-northwest,3,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.1,12.8,,,2500 or more  or no clouds.,,,16.0,1.7,3.0,12,,,,
14.02.2020 11:00,3.7,759.1,767.6,,93,Wind blowing from the north-northeast,4,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,3.7,12.8,,,2500 or more  or no clouds.,,,10.0,2.7,1.0,6,,,,
14.02.2020 08:00,6.4,755.1,763.5,2.0,99,Wind blowing from the north-east,6,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,,,,2500 or more  or no clouds.,,,0.9,6.3,0.2,12,,,,
14.02.2020 05:00,7.9,753.1,761.3,,91,Wind blowing from the west-northwest,4,,6,,Mist. ,,,1.7,12.8,,,,,,1.0,6.5,No precipitation,6,,,,
14.02.2020 02:00,7.3,752.8,761.1,,91,Wind blowing from the north-west,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.8,,,2500 or more  or no clouds.,,,1.3,5.9,No precipitation,12,,,,
13.02.2020 20:00,8.0,751.1,759.5,2.3,78,Wind blowing from the north-northeast,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.8,,,2500 or more  or no clouds.,,,1.3,4.4,No precipitation,12,,,,
13.02.2020 17:00,10.9,748.8,757.1,,60,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.8,,,2500 or more  or no clouds.,,,1.4,3.4,No precipitation,6,,,,
13.02.2020 14:00,12.2,748.8,757.0,,47,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,14.0,,,2500 or more  or no clouds.,,,1.5,1.2,No precipitation,12,,,,
13.02.2020 11:00,8.0,751.2,759.5,,47,Wind blowing from the north,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,14.0,,,,,,2.5,-2.6,No precipitation,6,,,,
13.02.2020 08:00,2.0,751.0,759.4,0.9,81,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,14.0,,,2500 or more  or no clouds.,,,1.2,-0.9,No precipitation,12,,,,
13.02.2020 05:00,2.7,750.1,758.4,,79,Wind blowing from the north-west,1,,5,,Mist. ,,,0.6,14.0,,,,,,1.3,-0.7,No precipitation,6,,,,
13.02.2020 02:00,5.6,750.7,759.0,,64,Wind blowing from the north,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.0,,,2500 or more  or no clouds.,,,1.7,-0.7,No precipitation,12,,,,
12.02.2020 20:00,8.5,751.3,759.7,0.9,65,Wind blowing from the north-northwest,2,,7,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.0,,,2500 or more  or no clouds.,,,1.6,2.3,No precipitation,12,,,,
12.02.2020 17:00,12.5,750.4,758.8,,46,Wind blowing from the east-southeast,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.0,,,,,,2.7,1.2,No precipitation,6,,,,
12.02.2020 14:00,13.5,751.3,759.6,-2.4,36,Wind blowing from the south-southeast,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.1,,,,,,2.8,-1.3,No precipitation,12,,,,
12.02.2020 11:00,9.9,753.7,762.1,,41,Wind blowing from the south,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.1,,,,,,3.9,-2.7,No precipitation,6,,,,
12.02.2020 08:00,0.6,754.0,762.4,0.6,78,Wind blowing from the north-west,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,14.1,,,,,,2.1,-2.8,No precipitation,12,,,,
12.02.2020 05:00,2.7,753.4,761.7,,60,Wind blowing from the north-northwest,2,,5,,Haze. ,,,2.7,14.1,,,,,,3.8,-4.3,No precipitation,6,,,,
12.02.2020 02:00,4.8,754.6,762.9,,57,Wind blowing from the north,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,14.1,,,,,,2.8,-3.0,No precipitation,6,,,,
11.02.2020 20:00,8.0,754.6,763.0,0.9,51,Wind blowing from the north-west,2,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,14.1,,,2500 or more  or no clouds.,,,3.3,-1.5,No precipitation,12,,,,
11.02.2020 17:00,12.9,753.7,762.0,,34,Wind blowing from the south-east,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,16.2,,,,,,4.6,-2.6,No precipitation,6,,,,
11.02.2020 14:00,13.1,754.0,762.3,-2.5,27,Wind blowing from the east-northeast,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,17.6,,,,,,5.0,-5.5,No precipitation,12,,,,
11.02.2020 11:00,9.0,756.5,764.9,,34,Wind blowing from the north,3,,6,no clouds, ,,,3.9,,,,,,,8.0,-6.0,No precipitation,6,,,,
11.02.2020 08:00,4.1,755.9,764.3,0.7,41,Wind blowing from the north,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,17.6,,,2500 or more  or no clouds.,,,12.0,-8.0,No precipitation,12,,,,
11.02.2020 05:00,5.5,755.2,763.5,,36,Calm  no wind,0,,,, ,,,1.6,17.6,,,,,,14.0,-8.7,No precipitation,6,,,,
11.02.2020 02:00,7.1,755.5,763.7,,35,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,17.6,,,2500 or more  or no clouds.,,,11.0,-7.3,No precipitation,12,,,,
10.02.2020 20:00,10.8,754.8,763.2,0.8,32,Wind blowing from the south-east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,17.6,,,,,,10.0,-5.2,No precipitation,12,,,,
10.02.2020 17:00,16.2,754.0,762.2,,20,Wind blowing from the south-east,4,,,no clouds, ,,,1.6,17.6,,,,,,17.0,-6.8,No precipitation,6,,,,
10.02.2020 14:00,17.0,754.4,762.7,-2.3,18,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,17.1,,,,,,16.0,-7.5,No precipitation,12,,,,
10.02.2020 11:00,12.5,756.7,764.9,,26,Wind blowing from the south-southeast,2,,6,no clouds, ,,,1.6,15.6,,,,,,8.0,-6.5,No precipitation,6,,,,
10.02.2020 08:00,2.4,756.5,764.9,0.6,56,Wind blowing from the east,1,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,15.6,,,,,,6.0,-5.5,No precipitation,12,,,,
10.02.2020 05:00,6.4,755.9,764.2,,33,Wind blowing from the north-northeast,2,,10,, ,,,-4.1,15.6,,,,,,8.0,-8.7,No precipitation,6,,,,
10.02.2020 02:00,7.2,756.7,764.9,,31,Wind blowing from the north-west,2,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.6,,,2500 or more  or no clouds.,,,5.0,-8.8,No precipitation,12,,,,
09.02.2020 20:00,8.8,757.2,765.7,0.3,39,Wind blowing from the south-southeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,15.6,,,,,,8.0,-4.4,No precipitation,12,,,,
09.02.2020 17:00,14.7,756.9,765.4,,24,Wind blowing from the south-east,3,,10,no clouds, ,,,-4.1,15.6,,,,,,11.0,-5.6,No precipitation,6,,,,
09.02.2020 14:00,14.1,757.9,766.3,-2.4,32,Wind blowing from the east-southeast,3,,10,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,14.8,,,,,,5.0,-2.3,No precipitation,12,,,,
09.02.2020 11:00,6.7,760.3,768.8,,60,Wind blowing from the east,2,,4,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.7,,,,,,2.4,-0.7,No precipitation,6,,,,
09.02.2020 08:00,-3.7,761.5,770.2,,100,Wind blowing from the south,3,,4,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.7,,,2500 or more  or no clouds.,,,less than 0.1,-3.7,No precipitation,12,,,,
09.02.2020 05:00,-3.9,762.4,771.0,,100,Wind blowing from the south,2,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-4.4,8.7,,,,,,less than 0.1,-3.9,No precipitation,6,,,,
09.02.2020 02:00,-3.7,764.1,772.7,,100,Wind blowing from the south,2,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.7,,,2500 or more  or no clouds.,,,less than 0.1,-3.7,No precipitation,12,,,,
08.02.2020 20:00,1.6,765.3,774.1,0.8,86,Wind blowing from the south,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.7,,,2500 or more  or no clouds.,,,1.1,-0.5,No precipitation,12,,,,
08.02.2020 17:00,5.9,764.5,773.2,,60,Wind blowing from the south-east,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.7,,,,,,1.9,-1.3,No precipitation,6,,,,
08.02.2020 14:00,8.7,764.6,773.2,-1.7,44,Wind blowing from the south,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.7,,,,,,2.2,-2.9,No precipitation,12,,,,
08.02.2020 11:00,4.4,766.3,775.0,,65,Wind blowing from the south,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.4,,,,,,1.5,-1.6,No precipitation,6,,,,
08.02.2020 08:00,-4.1,765.8,774.6,0.7,97,Wind blowing from the south-east,0,,2,20–30%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,3.5,,,2500 or more  or no clouds.,,,0.9,-4.5,No precipitation,12,,,,
08.02.2020 05:00,-3.7,765.1,773.8,,98,Wind blowing from the south-west,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-4.9,3.5,,,,,,0.8,-4.0,No precipitation,6,,,,
08.02.2020 02:00,-2.8,765.6,774.3,,95,Wind blowing from the north-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,3.5,,,2500 or more  or no clouds.,,,0.9,-3.5,No precipitation,12,,,,
07.02.2020 20:00,-0.2,764.8,773.5,,88,Wind blowing from the south,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,3.5,,,2500 or more  or no clouds.,,,1.2,-1.9,No precipitation,6,,,,
07.02.2020 17:00,2.4,763.0,771.7,,72,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,3.5,,,2500 or more  or no clouds.,,,1.7,-2.1,No precipitation,6,,,,
07.02.2020 14:00,2.9,763.0,771.7,-2.0,62,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,3.0,,,2500 or more  or no clouds.,,,2.4,-3.7,No precipitation,12,,,,
07.02.2020 11:00,0.3,765.0,773.7,,67,Wind blowing from the south,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,0.3,,,2500 or more  or no clouds.,,,3.0,-5.1,No precipitation,6,,,,
07.02.2020 08:00,-4.9,764.8,773.6,,88,Wind blowing from the west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,-0.7,,,2500 or more  or no clouds.,,,2.4,-6.6,No precipitation,6,,,,
07.02.2020 05:00,-3.9,764.4,773.2,,88,Wind blowing from the west,1,,4,,Mist. ,,,-3.9,-0.7,,,,,,3.0,-5.6,No precipitation,6,,,,
07.02.2020 02:00,-1.9,765.0,773.8,,77,Wind blowing from the south-southeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,-0.7,,,2500 or more  or no clouds.,,,3.7,-5.4,No precipitation,12,,,,
06.02.2020 20:00,-1.2,765.7,774.4,0.7,70,Wind blowing from the south-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,-0.6,,,2500 or more  or no clouds.,,,6.0,-6.0,No precipitation,12,,,,
06.02.2020 17:00,-1.0,765.0,773.8,,73,Wind blowing from the south-southeast,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,-0.4,,,2500 or more  or no clouds.,,,3.9,-5.2,No precipitation,6,,,,
06.02.2020 14:00,-0.8,765.7,774.4,-2.3,72,Wind blowing from the south-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,0.6,,,2500 or more  or no clouds.,,,3.9,-5.2,0.1,12,,,,
06.02.2020 11:00,-2.2,768.0,776.8,,86,Wind blowing from the south-southeast,3,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,0.9,,,2500 or more  or no clouds.,,,2.9,-4.2,No precipitation,6,,,,
06.02.2020 08:00,-2.7,768.1,776.8,0.3,85,Wind blowing from the south-southeast,3,,4,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,0.9,,,2500 or more  or no clouds.,,,7.0,-4.9,0.1,12,,,,
06.02.2020 05:00,-2.5,767.8,776.5,,78,Wind blowing from the south-southeast,1,,5,,Mist. ,,,-4.4,0.9,,,,,,6.0,-5.8,0.1,6,,,,
06.02.2020 02:00,-1.2,768.3,777.1,,55,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.9,,,2500 or more  or no clouds.,,,20.0,-9.1,No precipitation,12,,,,
05.02.2020 20:00,-0.6,767.8,776.6,0.7,45,Wind blowing from the south-southeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.9,,,2500 or more  or no clouds.,,,20.0,-11.1,No precipitation,12,,,,
05.02.2020 17:00,-0.4,767.1,775.9,,43,Wind blowing from the south-southeast,3,,6,100%., ,,,-4.4,3.3,,,2500 or more  or no clouds.,,,25.0,-11.7,No precipitation,6,,,,
05.02.2020 14:00,0.6,767.2,776.0,,37,Wind blowing from the south,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.0,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
05.02.2020 11:00,-1.0,769.0,777.7,,64,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%, ,,,-4.4,4.0,,,2500 or more  or no clouds.,,,9.0,-7.1,No precipitation,6,,,,
05.02.2020 08:00,-3.8,768.5,777.3,1.2,81,Wind blowing from the north-northwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.0,,,2500 or more  or no clouds.,,,9.0,-6.6,No precipitation,12,,,,
05.02.2020 05:00,-4.3,767.3,776.1,,85,Wind blowing from the south-southeast,1,,6,,Mist. ,,,-4.3,4.0,,,,,,6.0,-6.4,No precipitation,6,,,,
05.02.2020 02:00,-2.8,767.2,775.9,,77,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.0,,,2500 or more  or no clouds.,,,9.0,-6.3,No precipitation,12,,,,
04.02.2020 20:00,0.2,765.3,774.1,1.7,42,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,4.0,,,,,,14.0,-11.2,No precipitation,12,,,,
04.02.2020 17:00,3.3,763.6,772.3,,32,Wind blowing from the south-east,3,,9,no clouds, ,,,-3.0,5.8,,,,,,15.0,-11.8,No precipitation,6,,,,
04.02.2020 14:00,3.5,763.9,772.5,-1.4,32,Wind blowing from the north-northwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,6.4,,,,,,16.0,-11.6,No precipitation,12,,,,
04.02.2020 11:00,1.4,765.3,774.0,,45,Wind blowing from the north,3,,9,no clouds, ,,,-3.0,6.4,,,,,,14.0,-9.5,No precipitation,6,,,,
04.02.2020 08:00,-2.4,763.1,771.8,3.4,66,Wind blowing from the north-northwest,3,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.4,,,2500 or more  or no clouds.,,,3.9,-7.9,No precipitation,12,,,,
04.02.2020 05:00,-1.7,759.7,768.3,,76,Wind blowing from the north,2,,6,,Mist. ,,,-4.0,6.4,,,,,,2.4,-5.4,No precipitation,6,,,,
04.02.2020 02:00,-0.6,759.3,767.8,,72,Wind blowing from the north,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.4,,,2500 or more  or no clouds.,,,2.5,-5.0,No precipitation,12,,,,
03.02.2020 20:00,1.1,759.7,768.4,0.6,65,Wind blowing from the north-northwest,3,,10,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.4,,,2500 or more  or no clouds.,,,3.2,-4.9,No precipitation,12,,,,
03.02.2020 17:00,5.8,759.1,767.8,,42,Wind blowing from the east-southeast,3,,10,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.4,,,2500 or more  or no clouds.,,,7.0,-6.1,No precipitation,6,,,,
