Local time in Hulin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 20:00,-11.6,755.4,765.3,1.1,73,Wind blowing from the west-southwest,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-5.6,,,2500 or more  or no clouds.,,,19.0,-15.6,No precipitation,12,,,,
18.02.2020 17:00,-9.0,754.3,764.1,,63,Wind blowing from the south-southwest,1,,11,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-5.6,,,2500 or more  or no clouds.,,,5.0,-14.8,No precipitation,6,,,,
18.02.2020 14:00,-5.7,753.6,763.3,-0.6,55,Wind blowing from the south-west,4,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-5.7,,,2500 or more  or no clouds.,,,25.0,-13.3,No precipitation,12,,,,
18.02.2020 11:00,-7.8,754.2,763.9,,57,Wind blowing from the west-southwest,4,,13,10%  or less  but not 0, ,,,-12.9,-7.8,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,6,,,,
18.02.2020 08:00,-10.6,754.0,763.8,1.8,52,Wind blowing from the west-northwest,4,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-8.6,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
18.02.2020 05:00,-12.4,752.2,762.1,,59,Wind blowing from the north-northwest,8,,15,, ,,,-14.6,-8.6,,,,,,30.0,-18.8,No precipitation,6,,,,
18.02.2020 02:00,-12.3,751.1,760.9,,62,Wind blowing from the north-northwest,8,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-8.6,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
17.02.2020 20:00,-8.7,750.1,760.0,0.7,65,Wind blowing from the north-northwest,8,,19,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-8.6,,,2500 or more  or no clouds.,,,30.0,-14.1,0.9,12,,,,
17.02.2020 17:00,-9.2,749.4,759.2,,66,Wind blowing from the north-northwest,9,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-9.2,,,2500 or more  or no clouds.,,,17.0,-14.4,0.3,6,,,,
17.02.2020 14:00,-10.1,748.3,758.2,-0.8,67,Wind blowing from the north-northwest,12,,18,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.6,-10.1,,,2500 or more  or no clouds.,,,2.6,-15.1,1.0,12,,,,
17.02.2020 11:00,-12.8,749.1,758.9,,80,Wind blowing from the north-northwest,10,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.6,-11.4,,,2500 or more  or no clouds.,,,1.0,-15.5,0.9,6,,,,
17.02.2020 08:00,-14.1,750.0,759.9,-0.9,73,Wind blowing from the north-northwest,10,,17,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-11.4,,,2500 or more  or no clouds.,,,2.4,-18.0,0.3,12,,,,
17.02.2020 05:00,-14.4,750.9,760.8,,70,Wind blowing from the north-northwest,10,,15,, ,,,-18.0,-11.4,,,,,,30.0,-18.7,No precipitation,6,,,,
17.02.2020 02:00,-14.1,751.4,761.3,,70,Wind blowing from the north-northwest,9,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.4,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
16.02.2020 20:00,-11.8,754.8,764.8,-0.3,70,Wind blowing from the north,8,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-11.4,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
16.02.2020 17:00,-12.4,755.1,765.1,,71,Wind blowing from the north,8,,12,100%., ,,,-18.0,-9.9,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,6,,,,
16.02.2020 14:00,-12.1,755.5,765.5,-1.7,66,Wind blowing from the north,8,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-7.7,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
16.02.2020 11:00,-13.5,757.2,767.2,,65,Wind blowing from the north,8,,11,90  or more  but not 100%, ,,,-18.0,-7.7,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,6,,,,
16.02.2020 08:00,-17.2,757.9,768.1,-0.6,66,Wind blowing from the north,9,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
16.02.2020 05:00,-16.6,758.5,768.5,,62,Wind blowing from the north,7,,10,, ,,,-18.9,-7.7,,,,,,30.0,-22.2,No precipitation,6,,,,
16.02.2020 02:00,-15.0,759.2,769.1,,59,Wind blowing from the north-northwest,6,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-7.7,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
15.02.2020 20:00,-15.0,760.5,770.5,-0.2,71,Wind blowing from the south-west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-7.7,,,2500 or more  or no clouds.,,,11.0,-19.1,No precipitation,12,,,,
15.02.2020 17:00,-9.9,760.7,770.8,,49,Wind blowing from the west,1,,8,70 – 80%., ,,,-19.7,-7.7,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,6,,,,
15.02.2020 14:00,-7.9,761.0,771.0,-1.1,46,Wind blowing from the south,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-7.9,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
15.02.2020 11:00,-9.7,762.1,772.0,,50,Wind blowing from the south,3,,8,10%  or less  but not 0, ,,,-19.7,-9.5,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,6,,,,
15.02.2020 08:00,-13.0,762.4,772.6,-0.2,53,Wind blowing from the west,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-9.5,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
15.02.2020 05:00,-19.1,762.6,772.8,,75,Wind blowing from the west-southwest,4,,6,, ,,,-19.7,-9.5,,,,,,10.0,-22.4,No precipitation,6,,,,
15.02.2020 02:00,-15.3,762.7,772.8,,64,Wind blowing from the west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-8.5,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
14.02.2020 20:00,-15.9,762.9,772.9,1.2,58,Wind blowing from the west-southwest,3,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-4.9,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
14.02.2020 17:00,-13.6,761.7,771.7,,58,Wind blowing from the north,3,,11,90  or more  but not 100%, ,,,-13.6,-4.8,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,6,,,,
14.02.2020 14:00,-10.1,760.9,770.8,0.2,48,Wind blowing from the north,6,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,,,,2500 or more  or no clouds.,,,30.0,-19.0,0.4,12,,,,
14.02.2020 11:00,-10.0,760.7,770.5,,51,Wind blowing from the north-northwest,4,,14,20–30%., ,,,-12.6,-3.0,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,6,,,,
14.02.2020 08:00,-11.4,760.2,770.0,2.1,65,Wind blowing from the north-west,5,,14,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-3.0,,,2500 or more  or no clouds.,,,30.0,-16.7,1.0,12,,,,
14.02.2020 05:00,-11.6,758.1,767.9,,82,Wind blowing from the north,7,,14,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.6,-3.0,,,,,,27.0,-14.1,1.0,6,,,,
14.02.2020 02:00,-8.5,756.1,765.7,,88,Wind blowing from the north,7,,14,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,1.6,,,2500 or more  or no clouds.,,,4.4,-10.1,0.9,12,,,,
13.02.2020 20:00,-4.9,754.0,763.6,1.5,79,Wind blowing from the north,8,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,,,,2500 or more  or no clouds.,,,3.9,-8.0,Trace of precipitation,12,,,,
13.02.2020 17:00,-5.2,752.5,762.1,,77,Wind blowing from the north-northwest,8,,15,90  or more  but not 100%, ,,,-8.8,,,,2500 or more  or no clouds.,,,9.0,-8.6,No precipitation,6,,,,
13.02.2020 14:00,-3.1,752.2,761.6,-0.2,73,Wind blowing from the north,8,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,3.9,,,2500 or more  or no clouds.,,,11.0,-7.4,No precipitation,12,,,,
13.02.2020 11:00,-3.7,752.4,761.9,,75,Wind blowing from the north,9,,15,70 – 80%., ,,,-8.8,4.0,,,2500 or more  or no clouds.,,,8.0,-7.5,No precipitation,6,,,,
13.02.2020 08:00,-5.5,752.4,761.9,0.8,83,Wind blowing from the north-northwest,10,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.0,,,2500 or more  or no clouds.,,,7.0,-7.9,No precipitation,12,,,,
13.02.2020 05:00,-4.4,751.6,761.0,,98,Wind blowing from the north,3,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-8.8,4.0,,,,,,0.7,-4.7,No precipitation,6,,,,
13.02.2020 02:00,1.3,751.1,760.4,,81,Wind blowing from the west-northwest,5,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.0,,,2500 or more  or no clouds.,,,4.3,-1.6,No precipitation,12,,,,
12.02.2020 20:00,-0.8,751.0,760.4,0.8,91,Wind blowing from the west,1,,10,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.0,,,2500 or more  or no clouds.,,,6.0,-2.1,No precipitation,12,,,,
12.02.2020 17:00,0.6,750.2,759.7,,86,Wind blowing from the south-east,1,,10,90  or more  but not 100%, ,,,-9.5,4.0,,,2500 or more  or no clouds.,,,7.0,-1.5,No precipitation,6,,,,
12.02.2020 14:00,4.0,749.5,758.9,,71,Wind blowing from the south-east,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,4.0,,,2500 or more  or no clouds.,,,13.0,-0.8,No precipitation,12,,,,
12.02.2020 11:00,1.8,749.2,758.5,,75,Wind blowing from the south-west,5,,10,90  or more  but not 100%, ,,,-13.1,1.8,,,2500 or more  or no clouds.,,,12.0,-2.2,No precipitation,6,,,,
12.02.2020 08:00,-1.6,749.5,758.9,-0.2,93,Wind blowing from the south-west,7,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.1,,,2500 or more  or no clouds.,,,7.0,-2.6,No precipitation,12,,,,
12.02.2020 05:00,-4.1,749.7,759.3,,97,Wind blowing from the south-southeast,2,,12,,Mist. ,,,,-1.1,,,,,,3.6,-4.5,No precipitation,6,,,,
12.02.2020 02:00,-2.3,750.6,760.2,,96,Wind blowing from the south-southwest,4,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.1,,,2500 or more  or no clouds.,,,7.0,-2.9,No precipitation,12,,,,
11.02.2020 20:00,-2.7,753.0,762.8,-1.6,95,Wind blowing from the south-southwest,8,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-2.7,,,2500 or more  or no clouds.,,,7.0,-3.4,No precipitation,12,,,,
11.02.2020 17:00,-9.3,754.6,764.6,,70,Wind blowing from the south-southwest,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-8.0,,,2500 or more  or no clouds.,,,3.5,-13.9,No precipitation,6,,,,
11.02.2020 14:00,-8.7,756.1,766.1,-2.4,60,Wind blowing from the south-southeast,4,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-8.6,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
11.02.2020 11:00,-13.1,758.5,768.5,,64,Wind blowing from the south-east,3,,4,no clouds, ,,,-21.5,-10.6,,,,,,30.0,-18.5,No precipitation,6,,,,
11.02.2020 08:00,-18.7,759.7,769.9,-0.7,77,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-10.6,,,,,,17.0,-21.7,No precipitation,12,,,,
11.02.2020 05:00,-20.4,760.4,770.6,,83,Wind blowing from the east,1,,3,, ,,,-21.2,-10.6,,,,,,22.0,-22.5,No precipitation,6,,,,
11.02.2020 02:00,-20.1,760.8,770.9,,86,Wind blowing from the east-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-10.6,,,2500 or more  or no clouds.,,,12.0,-21.8,No precipitation,12,,,,
10.02.2020 20:00,-16.1,761.1,771.3,0.7,72,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-10.6,,,,,,21.0,-20.1,No precipitation,12,,,,
10.02.2020 17:00,-13.8,760.4,770.5,,62,Wind blowing from the west,1,,9,no clouds, ,,,-20.3,-10.6,,,,,,28.0,-19.5,No precipitation,6,,,,
10.02.2020 14:00,-11.2,759.7,769.7,0.3,58,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-10.7,,,,,,23.0,-18.0,No precipitation,12,,,,
10.02.2020 11:00,-13.6,759.4,769.4,,72,Wind blowing from the north,5,,9,no clouds, ,,,-20.3,-13.6,,,,,,17.0,-17.6,No precipitation,6,,,,
10.02.2020 08:00,-17.9,759.1,769.3,1.8,83,Wind blowing from the north,4,,6,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-14.9,,,,,,12.0,-20.1,Trace of precipitation,12,,,,
10.02.2020 05:00,-19.4,757.3,767.5,,83,Wind blowing from the north,5,,6,, ,,,-26.8,-14.9,,,,,,17.0,-21.6,No precipitation,6,,,,
10.02.2020 02:00,-19.0,756.7,766.8,,71,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-14.9,,,2500 or more  or no clouds.,,,22.0,-22.9,No precipitation,12,,,,
09.02.2020 20:00,-17.1,756.5,766.8,0.4,73,Wind blowing from the north-east,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-14.9,,,2500 or more  or no clouds.,,,6.0,-20.8,Trace of precipitation,12,,,,
09.02.2020 17:00,-15.6,756.1,766.4,,68,Wind blowing from the east-northeast,2,,,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-14.9,,,2500 or more  or no clouds.,,,9.0,-20.2,No precipitation,6,,,,
09.02.2020 14:00,-15.7,757.0,767.2,-1.5,65,Wind blowing from the east-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-14.3,,,2500 or more  or no clouds.,,,18.0,-20.8,No precipitation,12,,,,
09.02.2020 11:00,-18.5,758.5,768.8,,69,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%, ,,,-26.8,-14.3,,,2500 or more  or no clouds.,,,12.0,-22.8,No precipitation,6,,,,
09.02.2020 08:00,-24.3,759.8,770.2,0.1,78,Wind blowing from the east-southeast,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-14.3,,,2500 or more  or no clouds.,,,7.0,-27.0,No precipitation,12,,,,
09.02.2020 05:00,-26.1,759.7,770.1,,81,Wind blowing from the south-east,1,,3,, ,,,-26.2,-14.3,,,,,,8.0,-28.4,No precipitation,6,,,,
09.02.2020 02:00,-21.7,760.3,770.5,,77,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-14.3,,,2500 or more  or no clouds.,,,14.0,-24.6,No precipitation,12,,,,
08.02.2020 20:00,-19.8,761.8,772.0,0.0,70,Wind blowing from the north,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-14.3,,,,,,9.0,-23.9,No precipitation,12,,,,
08.02.2020 17:00,-18.0,761.8,772.0,,59,Calm  no wind,0,,,no clouds, ,,,-20.1,-14.3,,,,,,30.0,-24.1,No precipitation,6,,,,
08.02.2020 14:00,-14.4,761.1,771.3,-0.3,53,Wind blowing from the north,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-12.5,,,,,,30.0,-21.9,No precipitation,12,,,,
08.02.2020 11:00,-15.4,761.4,771.6,,47,Wind blowing from the north-west,5,,9,no clouds, ,,,-20.1,-12.1,,,,,,30.0,-24.2,No precipitation,6,,,,
08.02.2020 08:00,-19.2,761.5,771.7,1.3,53,Wind blowing from the south,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-12.1,,,,,,4.9,-26.4,No precipitation,12,,,,
08.02.2020 05:00,-18.7,760.2,770.4,,58,Wind blowing from the north-west,5,,7,, ,,,-20.1,-12.1,,,,,,30.0,-24.9,No precipitation,6,,,,
08.02.2020 02:00,-19.2,759.7,769.9,,73,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-12.1,,,2500 or more  or no clouds.,,,9.0,-22.8,No precipitation,12,,,,
07.02.2020 20:00,-16.3,759.1,769.2,0.5,60,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-12.1,,,,,,10.0,-22.3,No precipitation,12,,,,
07.02.2020 17:00,-16.7,758.6,768.8,,63,Wind blowing from the east,1,,9,20–30%., ,,,-20.0,-12.1,,,2500 or more  or no clouds.,,,16.0,-22.1,No precipitation,6,,,,
07.02.2020 14:00,-12.5,758.2,768.3,-0.4,49,Wind blowing from the north-northeast,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-12.1,,,2500 or more  or no clouds.,,,21.0,-21.0,No precipitation,12,,,,
07.02.2020 11:00,-13.1,758.6,768.7,,53,Wind blowing from the west,4,,9,no clouds, ,,,-20.0,-13.0,,,,,,17.0,-20.7,No precipitation,6,,,,
07.02.2020 08:00,-16.6,758.8,769.0,0.5,62,Wind blowing from the west,5,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-13.4,,,2500 or more  or no clouds.,,,5.0,-22.2,No precipitation,12,,,,
07.02.2020 05:00,-19.3,758.3,768.4,,72,Wind blowing from the west-southwest,3,,7,, ,,,-23.9,-13.4,,,,,,28.0,-23.1,No precipitation,6,,,,
07.02.2020 02:00,-19.3,758.9,769.0,,68,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-13.4,,,2500 or more  or no clouds.,,,27.0,-23.7,No precipitation,12,,,,
06.02.2020 20:00,-18.9,761.5,771.7,-0.6,65,Wind blowing from the south,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-13.4,,,2500 or more  or no clouds.,,,15.0,-23.8,No precipitation,12,,,,
06.02.2020 17:00,-15.2,762.1,772.3,,58,Wind blowing from the south-west,5,,9,70 – 80%., ,,,,-13.4,,,2500 or more  or no clouds.,,,8.0,-21.6,No precipitation,6,,,,
06.02.2020 14:00,-13.6,762.7,772.9,-1.3,56,Wind blowing from the south-west,6,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.6,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
06.02.2020 11:00,-15.6,764.0,774.3,,60,Wind blowing from the west-southwest,6,,10,no clouds, ,,,-23.9,-15.6,,,,,,22.0,-21.6,No precipitation,6,,,,
05.02.2020 20:00,-19.2,762.4,772.8,0.7,61,Wind blowing from the west,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-15.6,,,2500 or more  or no clouds.,,,26.0,-24.8,Trace of precipitation,12,,,,
05.02.2020 17:00,-17.5,761.7,772.0,,66,Wind blowing from the north-west,3,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-15.6,,,2500 or more  or no clouds.,,,23.0,-22.3,No precipitation,6,,,,
05.02.2020 14:00,-15.8,760.3,770.5,0.0,60,Wind blowing from the north,5,,9,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.5,,,2500 or more  or no clouds.,,,22.0,-21.8,Trace of precipitation,12,,,,
05.02.2020 11:00,-18.0,760.3,770.5,,59,Wind blowing from the west,3,,8,40%., ,,,-25.0,-13.5,,,2500 or more  or no clouds.,,,22.0,-24.1,No precipitation,6,,,,
05.02.2020 08:00,-21.7,759.9,770.2,0.6,67,Wind blowing from the west,5,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,,,,2500 or more  or no clouds.,,,16.0,-26.2,No precipitation,12,,,,
05.02.2020 05:00,-21.5,759.3,769.5,,68,Wind blowing from the west,6,,10,, ,,,-22.3,-13.5,,,,,,16.0,-25.8,No precipitation,6,,,,
05.02.2020 02:00,-20.9,758.9,769.0,,69,Wind blowing from the west-northwest,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-13.5,,,2500 or more  or no clouds.,,,14.0,-25.1,No precipitation,12,,,,
04.02.2020 20:00,-19.2,758.7,768.9,0.5,57,Wind blowing from the west,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-13.5,,,2500 or more  or no clouds.,,,21.0,-25.6,No precipitation,12,,,,
04.02.2020 17:00,-16.9,758.2,768.4,,56,Wind blowing from the west-southwest,1,,5,50%., ,,,-22.3,-13.5,,,2500 or more  or no clouds.,,,11.0,-23.6,No precipitation,6,,,,
04.02.2020 14:00,-13.8,757.3,767.5,-0.7,51,Wind blowing from the south-east,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-11.3,,,2500 or more  or no clouds.,,,21.0,-21.8,No precipitation,12,,,,
04.02.2020 11:00,-16.4,758.0,768.1,,61,Wind blowing from the south-southeast,2,,5,70 – 80%., ,,,-22.3,-11.3,,,2500 or more  or no clouds.,,,12.0,-22.2,No precipitation,6,,,,
