Local time in Luzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.03.2020 20:00,14.9,732.0,764.8,2.5,56,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,17.3,,,2000-2500,,,28.0,6.2,No precipitation,12,,,,
09.03.2020 17:00,15.8,729.5,762.1,,49,Wind blowing from the west-northwest,2,,,100%., ,,,,,,,2000-2500,,,30.0,5.1,,,,,,
09.03.2020 14:00,15.2,730.0,762.7,-0.9,54,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,2000-2500,,,30.0,6.0,0.5,12,,,,
09.03.2020 11:00,13.9,730.9,763.6,,58,Wind blowing from the north-northwest,2,,8,100%., ,,,12.4,,,,2000-2500,,,30.0,5.8,0.1,6,,,,
09.03.2020 08:00,12.9,729.0,761.6,2.3,75,Wind blowing from the north-west,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,20.6,,,2000-2500,,,30.0,8.6,0.5,12,,,,
09.03.2020 05:00,13.8,726.7,759.0,,92,Wind blowing from the west,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.8,20.6,,,,,,4.2,12.5,0.4,6,,,,
09.03.2020 02:00,15.6,726.1,758.3,,77,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,20.6,,,2500 or more  or no clouds.,,,12.0,11.6,No precipitation,12,,,,
08.03.2020 20:00,17.3,722.9,755.2,2.7,67,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,20.6,,,2000-2500,,,15.0,11.1,No precipitation,12,,,,
08.03.2020 17:00,18.8,720.2,752.2,,62,Wind blowing from the east-northeast,2,,7,100%., ,,,14.4,20.6,,,2000-2500,,,16.0,11.4,No precipitation,6,,,,
08.03.2020 14:00,19.7,720.1,751.9,-1.7,58,Wind blowing from the north,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,20.5,,,1000-1500,,,17.0,11.2,No precipitation,12,,,,
08.03.2020 11:00,17.2,721.8,753.8,,66,Wind blowing from the north-northwest,1,,5,100%., ,,,14.4,20.5,,,2500 or more  or no clouds.,,,16.0,10.8,No precipitation,6,,,,
08.03.2020 08:00,14.5,720.9,753.0,0.5,79,Wind blowing from the south-southwest,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,20.5,,,2500 or more  or no clouds.,,,12.0,10.9,No precipitation,12,,,,
08.03.2020 05:00,14.9,720.4,752.4,,70,Wind blowing from the east,1,,,, ,,,,,,,,,,16.0,9.5,,,,,,
08.03.2020 02:00,16.0,722.1,754.0,,64,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.5,,,2500 or more  or no clouds.,,,19.0,9.2,No precipitation,12,,,,
07.03.2020 20:00,18.5,723.1,755.5,0.3,56,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.5,,,2500 or more  or no clouds.,,,15.0,9.6,No precipitation,12,,,,
07.03.2020 17:00,20.4,722.8,755.0,,47,Wind blowing from the east-northeast,3,,,20–30%., ,,,,,,,1000-1500,,,25.0,8.7,,,,,,
07.03.2020 14:00,19.7,724.9,757.1,-3.1,51,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,19.7,,,1000-1500,,,17.0,9.3,No precipitation,12,,,,
07.03.2020 11:00,15.7,728.0,760.6,,72,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%, ,,,11.3,18.4,,,2500 or more  or no clouds.,,,9.0,10.7,No precipitation,6,,,,
07.03.2020 08:00,11.8,727.9,760.6,0.5,90,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,18.4,,,2500 or more  or no clouds.,,,8.0,10.2,Trace of precipitation,12,,,,
07.03.2020 05:00,11.8,727.4,760.0,,91,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,8.0,10.4,,,,,,
07.03.2020 02:00,12.7,728.4,760.9,,81,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.4,,,2500 or more  or no clouds.,,,11.0,9.5,No precipitation,12,,,,
06.03.2020 20:00,15.4,727.0,759.7,1.0,64,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.4,,,,,,16.0,8.6,No precipitation,12,,,,
06.03.2020 17:00,17.3,726.0,758.5,,58,Wind blowing from the south-east,2,,,60%., ,,,,,,,1000-1500,,,21.0,9.0,,,,,,
06.03.2020 14:00,17.9,727.0,759.4,-1.6,55,Wind blowing from the north-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.0,,,1000-1500,,,19.0,8.7,No precipitation,12,,,,
06.03.2020 11:00,15.1,728.6,761.3,,72,Wind blowing from the north,2,,6,100%., ,,,11.4,15.4,,,2000-2500,,,16.0,10.1,No precipitation,6,,,,
06.03.2020 08:00,11.4,727.6,760.5,0.8,84,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,15.4,,,2500 or more  or no clouds.,,,15.0,8.8,No precipitation,12,,,,
06.03.2020 05:00,12.0,726.8,759.5,,75,Wind blowing from the north-east,1,,,, ,,,,,,,,,,26.0,7.7,,,,,,
06.03.2020 02:00,12.4,727.3,760.0,,73,Wind blowing from the east,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,15.4,,,2500 or more  or no clouds.,,,30.0,7.7,No precipitation,12,,,,
05.03.2020 20:00,14.0,727.3,760.1,0.7,67,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,15.4,,,2000-2500,,,21.0,8.0,No precipitation,12,,,,
05.03.2020 17:00,15.2,726.6,759.4,,63,Wind blowing from the north-east,2,,,100%., ,,,,,,,2000-2500,,,28.0,8.2,,,,,,
05.03.2020 14:00,14.7,728.8,761.6,-2.8,61,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,17.0,,,2000-2500,,,30.0,7.3,No precipitation,12,,,,
05.03.2020 11:00,11.6,731.6,764.8,,86,Wind blowing from the east-northeast,2,,5,100%., ,,,10.2,,,,2000-2500,,,17.0,9.3,No precipitation,6,,,,
05.03.2020 08:00,10.2,731.2,764.2,0.0,89,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.0,,,1500-2000,,,21.0,8.5,No precipitation,12,,,,
05.03.2020 05:00,10.6,731.2,764.1,,86,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,28.0,8.4,,,,,,
05.03.2020 02:00,11.0,732.4,765.4,,83,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,17.0,,,2500 or more  or no clouds.,,,30.0,8.2,No precipitation,12,,,,
04.03.2020 20:00,13.6,732.8,766.0,0.4,60,Wind blowing from the east,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,17.0,,,2500 or more  or no clouds.,,,30.0,6.0,No precipitation,12,,,,
04.03.2020 17:00,15.9,732.4,765.4,,53,Wind blowing from the east-northeast,2,,,40%., ,,,,,,,1000-1500,,,30.0,6.3,,,,,,
04.03.2020 14:00,15.5,734.4,767.5,-1.9,61,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.5,,,2500 or more  or no clouds.,,,30.0,8.0,0.2,12,,,,
04.03.2020 11:00,12.6,736.3,769.6,,81,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%, ,,,9.4,12.6,,,2500 or more  or no clouds.,,,23.0,9.4,No precipitation,6,,,,
04.03.2020 08:00,9.6,735.6,769.0,0.7,94,Wind blowing from the south-east,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,12.0,,,2500 or more  or no clouds.,,,22.0,8.7,0.2,12,,,,
04.03.2020 05:00,9.4,734.9,768.3,,97,Wind blowing from the south-east,2,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.4,12.0,,,,,,10.0,8.9,0.2,6,,,,
04.03.2020 02:00,10.2,735.3,768.7,,89,Wind blowing from the south,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.0,,,2500 or more  or no clouds.,,,22.0,8.5,No precipitation,12,,,,
03.03.2020 20:00,10.9,734.5,767.8,1.5,89,Wind blowing from the south-southeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.0,,,2500 or more  or no clouds.,,,22.0,9.2,1.0,12,,,,
03.03.2020 17:00,11.9,733.0,766.3,,78,Wind blowing from the south-east,0,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,11.9,,,1000-1500,,,30.0,8.2,No precipitation,6,,,,
03.03.2020 14:00,11.3,733.7,767.0,-2.0,86,Wind blowing from the north-west,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.1,,,1000-1500,,,30.0,9.0,8.0,12,,,,
03.03.2020 11:00,9.6,735.7,769.1,,99,Wind blowing from the north-west,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.5,,,,1000-1500,,,5.0,9.5,5.0,6,,,,
03.03.2020 08:00,10.0,733.9,767.2,1.8,99,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,12.1,,,1500-2000,,,6.0,9.9,7.0,12,,,,
03.03.2020 05:00,10.2,732.1,765.3,,99,Wind blowing from the west,3,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,10.2,12.1,,,,,,3.1,10.0,4.0,6,,,,
03.03.2020 02:00,10.5,732.4,765.6,,99,Wind blowing from the west,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,13.6,,,2500 or more  or no clouds.,,,2.9,10.3,0.6,12,,,,
02.03.2020 20:00,11.0,731.5,764.8,1.5,97,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,1500-2000,,,21.0,10.5,0.4,12,,,,
02.03.2020 17:00,11.9,730.0,763.1,,90,Wind blowing from the west-northwest,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,1500-2000,,,28.0,10.3,No precipitation,6,,,,
02.03.2020 14:00,11.5,730.4,763.3,-0.8,95,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,1500-2000,,,9.0,10.7,2.0,12,,,,
02.03.2020 11:00,11.0,731.2,764.1,,98,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,1500-2000,,,8.0,10.7,0.7,6,,,,
02.03.2020 08:00,10.5,729.7,762.4,1.8,99,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,20.7,,,1500-2000,,,5.0,10.3,4.0,12,,,,
02.03.2020 05:00,11.3,727.9,760.4,,98,Wind blowing from the west-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.0,20.7,,,,,,5.0,11.0,3.0,6,,,,
02.03.2020 02:00,13.6,728.2,760.6,,98,Wind blowing from the west-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,20.7,,,2500 or more  or no clouds.,,,1.6,13.3,2.0,12,,,,
01.03.2020 20:00,18.0,728.1,760.7,0.4,69,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,20.7,,,2500 or more  or no clouds.,,,9.0,12.2,No precipitation,12,,,,
01.03.2020 17:00,20.3,727.7,760.2,,58,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,25.0,11.8,,,,,,
01.03.2020 14:00,19.6,729.4,762.0,-2.3,61,Wind blowing from the east,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,20.3,,,1000-1500,,,18.0,11.9,No precipitation,12,,,,
01.03.2020 11:00,14.5,731.7,764.5,,87,Wind blowing from the south,1,,5,90  or more  but not 100%, ,,,10.6,,,,2500 or more  or no clouds.,,,7.0,12.4,No precipitation,6,,,,
01.03.2020 08:00,11.6,730.4,763.2,1.0,95,Wind blowing from the west,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,20.3,,,2500 or more  or no clouds.,,,6.0,10.8,No precipitation,12,,,,
01.03.2020 05:00,11.1,729.4,761.9,,96,Wind blowing from the south,1,,6,,Mist. ,,,10.6,20.3,,,,,,5.0,10.5,No precipitation,6,,,,
01.03.2020 02:00,11.6,729.3,761.9,,92,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,20.3,,,2500 or more  or no clouds.,,,5.0,10.3,No precipitation,12,,,,
29.02.2020 20:00,16.3,726.8,759.4,1.1,71,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,20.3,,,2500 or more  or no clouds.,,,9.0,11.0,No precipitation,12,,,,
29.02.2020 17:00,20.0,725.7,758.1,,55,Wind blowing from the east-northeast,4,,,no clouds, ,,,,,,,,,,26.0,10.7,,,,,,
29.02.2020 14:00,18.7,727.3,759.7,-1.4,60,Wind blowing from the east-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.8,,,1000-1500,,,22.0,10.8,No precipitation,12,,,,
29.02.2020 11:00,13.9,728.7,761.5,,87,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%, ,,,11.4,,,,2500 or more  or no clouds.,,,11.0,11.8,No precipitation,6,,,,
29.02.2020 08:00,12.0,727.7,760.4,0.7,94,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.8,,,2500 or more  or no clouds.,,,17.0,11.1,No precipitation,12,,,,
29.02.2020 05:00,11.5,727.0,759.6,,96,Wind blowing from the south-east,3,,,, ,,,,,,,,,,13.0,10.9,,,,,,
29.02.2020 02:00,11.7,728.5,761.2,,95,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,18.8,,,2500 or more  or no clouds.,,,12.0,10.9,No precipitation,12,,,,
28.02.2020 20:00,15.7,728.1,760.7,0.2,76,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,18.8,,,2500 or more  or no clouds.,,,16.0,11.5,No precipitation,12,,,,
28.02.2020 17:00,18.4,727.9,760.3,,56,Wind blowing from the east-southeast,2,,,10%  or less  but not 0, ,,,,,,,1500-2000,,,30.0,9.5,,,,,,
28.02.2020 14:00,17.4,729.6,762.1,-1.9,58,Wind blowing from the west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,17.5,,,1000-1500,,,30.0,9.1,No precipitation,12,,,,
28.02.2020 11:00,13.6,731.5,764.4,,79,Wind blowing from the west-northwest,2,,4,100%., ,,,13.0,,,,2000-2500,,,30.0,10.0,No precipitation,6,,,,
28.02.2020 08:00,13.3,729.7,762.4,0.6,97,Wind blowing from the north,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,16.0,,,1500-2000,,,1.7,12.8,Trace of precipitation,12,,,,
28.02.2020 05:00,13.4,729.1,761.8,,96,Wind blowing from the north-west,1,,4,,Mist. ,,,13.2,16.0,,,,,,4.3,12.8,No precipitation,6,,,,
28.02.2020 02:00,13.5,729.0,761.7,,93,Wind blowing from the north-northeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,16.0,,,2500 or more  or no clouds.,,,5.0,12.4,No precipitation,12,,,,
27.02.2020 20:00,14.4,727.9,760.6,1.5,89,Wind blowing from the east,3,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,16.5,,,2000-2500,,,6.0,12.6,No precipitation,12,,,,
27.02.2020 17:00,15.6,726.4,759.0,,81,Wind blowing from the east,3,,,100%., ,,,,,,,2000-2500,,,8.0,12.4,,,,,,
27.02.2020 14:00,15.3,727.6,760.2,-2.1,84,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,2000-2500,,,7.0,12.6,No precipitation,12,,,,
27.02.2020 11:00,15.0,729.7,762.3,,84,Wind blowing from the north-west,0,,4,100%., ,,,13.3,,,,2000-2500,,,7.0,12.3,No precipitation,6,,,,
27.02.2020 08:00,13.5,729.4,762.0,0.5,89,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,19.9,,,2000-2500,,,7.0,11.7,No precipitation,12,,,,
27.02.2020 05:00,13.7,728.9,761.4,,87,Wind blowing from the east,2,,,,Mist. ,,,11.9,19.9,,,,,,6.0,11.6,No precipitation,6,,,,
27.02.2020 02:00,14.4,730.2,762.7,,82,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,19.9,,,2500 or more  or no clouds.,,,10.0,11.4,No precipitation,12,,,,
26.02.2020 20:00,16.5,729.4,762.1,0.9,72,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,19.9,,,2000-2500,,,9.0,11.4,No precipitation,12,,,,
26.02.2020 17:00,18.6,728.5,761.0,,59,Wind blowing from the north-east,3,,,100%., ,,,,,,,2000-2500,,,16.0,10.4,,,,,,
26.02.2020 14:00,19.0,730.3,762.8,-2.4,57,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,19.0,,,1000-1500,,,13.0,10.3,No precipitation,12,,,,
26.02.2020 11:00,14.2,732.7,765.7,,82,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,2000-2500,,,4.7,11.2,No precipitation,6,,,,
26.02.2020 08:00,11.9,731.5,764.4,0.8,93,Wind blowing from the east-southeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,19.0,,,2500 or more  or no clouds.,,,4.5,10.8,No precipitation,12,,,,
26.02.2020 05:00,12.5,730.7,763.3,,87,Wind blowing from the east-northeast,1,,7,,Mist. ,,,10.5,19.0,,,,,,7.0,10.4,No precipitation,6,,,,
26.02.2020 02:00,13.0,730.7,763.3,,84,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,19.0,,,2500 or more  or no clouds.,,,8.0,10.4,No precipitation,12,,,,
25.02.2020 20:00,15.4,729.7,762.5,1.4,67,Wind blowing from the east-northeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,19.0,,,,,,13.0,9.3,No precipitation,12,,,,
25.02.2020 17:00,18.1,728.3,760.9,,54,Wind blowing from the east-northeast,3,,,20–30%., ,,,,,,,1000-1500,,,21.0,8.7,,,,,,
25.02.2020 14:00,17.6,729.7,762.4,-1.8,57,Wind blowing from the north,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,17.6,,,1000-1500,,,18.0,9.0,No precipitation,12,,,,
25.02.2020 11:00,14.2,731.5,764.5,,77,Wind blowing from the east-northeast,1,,3,100%., ,,,10.5,15.7,,,2500 or more  or no clouds.,,,10.0,10.2,No precipitation,6,,,,
25.02.2020 08:00,11.1,730.8,763.8,0.8,90,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,15.7,,,2500 or more  or no clouds.,,,8.0,9.5,No precipitation,12,,,,
25.02.2020 05:00,10.6,730.0,763.0,,92,Wind blowing from the south-east,2,,,, ,,,,,,,,,,7.0,9.4,,,,,,
25.02.2020 02:00,10.9,730.9,763.9,,91,Wind blowing from the east-southeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.7,,,2500 or more  or no clouds.,,,7.0,9.5,No precipitation,12,,,,
24.02.2020 20:00,13.2,729.2,762.3,1.2,79,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.7,,,2500 or more  or no clouds.,,,9.0,9.6,No precipitation,12,,,,
24.02.2020 17:00,15.3,728.0,760.9,,67,Wind blowing from the east,1,,,60%., ,,,,,,,1000-1500,,,17.0,9.2,,,,,,
24.02.2020 14:00,14.3,729.1,762.0,-1.2,71,Wind blowing from the north,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,14.5,,,1000-1500,,,12.0,9.1,No precipitation,12,,,,
24.02.2020 11:00,12.6,730.3,763.4,,83,Wind blowing from the north-northeast,1,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,12.6,,,1000-1500,,,6.0,9.8,No precipitation,6,,,,
24.02.2020 08:00,9.6,729.1,762.4,0.6,98,Wind blowing from the east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,10.9,,,1500-2000,,,3.2,9.3,No precipitation,12,,,,
24.02.2020 05:00,9.6,728.5,761.7,,98,Wind blowing from the east-southeast,1,,3,,Mist. ,,,9.1,10.9,,,,,,1.9,9.3,No precipitation,6,,,,
24.02.2020 02:00,9.7,729.9,763.1,,97,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,10.9,,,2500 or more  or no clouds.,,,2.8,9.2,No precipitation,12,,,,
23.02.2020 20:00,10.2,730.6,763.9,0.4,95,Wind blowing from the south-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,11.0,,,1500-2000,,,4.3,9.4,0.6,12,,,,
23.02.2020 17:00,10.4,730.2,763.4,,93,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,11.8,,,1500-2000,,,4.9,9.3,0.1,6,,,,
