Local time in Erenhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,-9.2,683.5,774.1,,66,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%, ,,,-15.1,-1.8,,,2500 or more  or no clouds.,,,26.0,-14.4,No precipitation,6,,,,
18.02.2020 08:00,-15.0,683.5,774.7,-0.5,77,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-1.8,,,2500 or more  or no clouds.,,,27.0,-18.1,No precipitation,12,,,,
18.02.2020 05:00,-13.9,684.0,774.1,,80,Wind blowing from the south-west,4,,8,, ,,,-19.5,-1.8,,,,,,30.0,-16.7,No precipitation,6,,,,
18.02.2020 02:00,-13.7,685.3,775.3,-0.3,83,Wind blowing from the south-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.8,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
17.02.2020 23:00,-11.9,685.6,776.7,,83,Wind blowing from the west-southwest,2,,10,, ,,,-20.6,-1.8,,,,,,28.0,-14.3,No precipitation,6,,,,
17.02.2020 20:00,-9.1,685.8,777.8,,74,Wind blowing from the south-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.8,,,,,,30.0,-12.9,No precipitation,12,,,,
17.02.2020 17:00,-4.1,686.1,777.1,,67,Wind blowing from the south-west,5,,10,no clouds, ,,,-20.6,-1.8,,,,,,28.0,-9.3,No precipitation,6,,,,
17.02.2020 14:00,-2.9,686.8,778.0,-1.1,59,Wind blowing from the west,7,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-2.9,,,,,,27.0,-9.8,No precipitation,12,,,,
17.02.2020 11:00,-11.0,687.9,779.7,,69,Wind blowing from the west-southwest,4,,7,no clouds, ,,,-20.6,-5.9,,,,,,30.0,-15.6,No precipitation,6,,,,
17.02.2020 08:00,-18.5,688.2,781.5,,75,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-5.9,,,,,,30.0,-21.8,No precipitation,12,,,,
17.02.2020 05:00,-17.6,688.3,780.2,,74,Wind blowing from the west,4,,8,, ,,,-20.6,-5.9,,,,,,30.0,-21.1,No precipitation,6,,,,
17.02.2020 02:00,-18.8,689.2,781.5,-0.5,74,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.9,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
16.02.2020 23:00,-13.8,689.7,782.0,,74,Wind blowing from the west-northwest,4,,8,, ,,,-19.3,-5.9,,,,,,30.0,-17.4,No precipitation,6,,,,
16.02.2020 20:00,-13.8,690.0,783.6,0.5,73,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-5.9,,,2500 or more  or no clouds.,,,29.0,-17.6,No precipitation,12,,,,
16.02.2020 17:00,-7.5,689.5,781.3,,66,Wind blowing from the west,3,,6,no clouds, ,,,-19.3,-5.9,,,,,,30.0,-12.9,No precipitation,6,,,,
16.02.2020 14:00,-8.0,689.1,780.3,-0.6,60,Wind blowing from the west-northwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-8.0,,,,,,30.0,-14.4,No precipitation,12,,,,
16.02.2020 11:00,-12.6,689.7,781.6,,63,Wind blowing from the north-west,3,,6,no clouds, ,,,-19.3,-10.8,,,,,,30.0,-18.2,No precipitation,6,,,,
16.02.2020 08:00,-19.2,689.0,782.2,0.7,75,Wind blowing from the north-northwest,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-10.8,,,1500-2000,,,30.0,-22.5,No precipitation,12,,,,
16.02.2020 05:00,-16.1,688.3,780.7,,72,Wind blowing from the west-northwest,3,,,, ,,,-21.5,-10.8,,,,,,29.0,-20.0,No precipitation,6,,,,
16.02.2020 02:00,-12.7,688.3,780.3,-0.7,71,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.8,,,2500 or more  or no clouds.,,,28.0,-16.9,No precipitation,12,,,,
15.02.2020 23:00,-11.4,689.0,781.3,,65,Wind blowing from the west,2,,8,, ,,,,-10.8,,,,,,30.0,-16.7,No precipitation,6,,,,
15.02.2020 20:00,-12.2,689.2,782.7,0.1,61,Wind blowing from the west-northwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-11.0,,,1500-2000,,,26.0,-18.2,No precipitation,12,,,,
15.02.2020 17:00,-11.9,689.1,782.5,,70,Wind blowing from the west,5,,8,70 – 80%., ,,,-21.5,-11.7,,,2500 or more  or no clouds.,,,25.0,-16.3,No precipitation,6,,,,
15.02.2020 14:00,-12.9,689.5,782.5,-1.1,66,Wind blowing from the west-northwest,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-12.9,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
15.02.2020 11:00,-15.4,690.6,783.8,,68,Wind blowing from the west-northwest,4,,7,90  or more  but not 100%, ,,,-21.5,-12.7,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,6,,,,
15.02.2020 08:00,-20.2,690.1,784.2,0.0,77,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-12.7,,,1500-2000,,,30.0,-23.2,0.1,12,,,,
15.02.2020 05:00,-20.4,690.1,784.0,,76,Wind blowing from the west-northwest,2,,,, ,,,-20.4,-12.7,,,,,,30.0,-23.5,No precipitation,6,,,,
15.02.2020 02:00,-16.6,691.0,784.1,-0.2,67,Wind blowing from the north-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-12.7,,,2500 or more  or no clouds.,,,29.0,-21.3,0.3,12,,,,
14.02.2020 23:00,-14.8,691.2,784.2,,67,Wind blowing from the north-northwest,5,,12,, ,,,-15.8,-12.7,,,,,,23.0,-19.7,0.2,6,,,,
14.02.2020 20:00,-14.7,691.0,784.3,1.8,81,Wind blowing from the north-northwest,4,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-11.7,,,1500-2000,,,8.0,-17.2,1.0,12,,,,
14.02.2020 17:00,-13.8,689.2,781.9,,72,Wind blowing from the north,6,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,,,,,,,6.0,-17.8,0.3,6,,,,
14.02.2020 14:00,-13.3,688.4,780.7,0.4,77,Wind blowing from the north,7,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-15.8,,,,2500 or more  or no clouds.,,,4.5,-16.5,3.0,12,,,,
14.02.2020 11:00,-14.1,688.0,780.2,,76,Wind blowing from the north-northeast,8,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-15.8,,,,2500 or more  or no clouds.,,,4.2,-17.4,2.0,6,,,,
14.02.2020 08:00,-15.8,687.1,779.2,1.7,78,Wind blowing from the north-northeast,7,,12,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-5.9,,,2500 or more  or no clouds.,,,5.0,-18.8,6.0,12,,,,
14.02.2020 05:00,-14.7,685.4,776.5,,78,Wind blowing from the north-northeast,7,,,,Haze. ,,,-14.7,-5.9,,,,,,4.4,-17.7,3.0,6,,,,
14.02.2020 02:00,-14.0,685.3,775.9,,82,Wind blowing from the north-northeast,7,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.7,,,2500 or more  or no clouds.,,,2.4,-16.5,6.0,12,,,,
13.02.2020 23:00,-13.1,685.0,775.6,,82,Wind blowing from the north-east,8,,12,,Mist. ,,,-13.1,-3.0,,,,,,1.4,-15.5,3.0,6,,,,
13.02.2020 20:00,-11.7,683.3,774.1,2.2,81,Wind blowing from the north-northeast,6,,12,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.1,,,2500 or more  or no clouds.,,,1.7,-14.3,2.0,12,,,,
13.02.2020 17:00,-8.0,681.1,770.7,,85,Wind blowing from the north-northeast,6,,12,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,,,,1500-2000,,,1.4,-10.1,0.6,6,,,,
13.02.2020 14:00,-6.0,679.7,767.8,0.4,60,Wind blowing from the north-northeast,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,,,,1500-2000,,,17.0,-12.5,Trace of precipitation,12,,,,
13.02.2020 11:00,-7.1,679.3,767.5,,62,Wind blowing from the north-northeast,6,,12,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,,,,1500-2000,,,21.0,-13.3,Trace of precipitation,6,,,,
13.02.2020 08:00,-10.8,677.0,764.8,2.5,73,Wind blowing from the north-northeast,6,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,,,,2500 or more  or no clouds.,,,21.0,-14.7,No precipitation,12,,,,
13.02.2020 05:00,-9.3,674.5,760.6,,79,Wind blowing from the north-northwest,4,,11,, ,,,-9.3,10.3,,,,,,18.0,-12.3,No precipitation,6,,,,
13.02.2020 02:00,-3.7,672.1,756.5,,33,Wind blowing from the west-northwest,7,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,10.3,,,2500 or more  or no clouds.,,,19.0,-17.6,No precipitation,12,,,,
12.02.2020 23:00,-3.2,671.0,756.6,,52,Wind blowing from the south-west,2,,10,, ,,,-9.1,10.3,,,,,,19.0,-11.7,No precipitation,6,,,,
12.02.2020 20:00,0.5,670.7,757.3,-0.3,41,Wind blowing from the south-southwest,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,10.3,,,1500-2000,,,17.0,-11.5,No precipitation,12,,,,
12.02.2020 17:00,7.0,671.0,756.4,,22,Wind blowing from the south-southwest,4,,,90  or more  but not 100%, ,,,-9.1,10.3,,,2500 or more  or no clouds.,,,18.0,-13.3,No precipitation,6,,,,
12.02.2020 14:00,9.5,672.1,757.3,-2.1,15,Wind blowing from the west-southwest,7,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,11.2,,,2500 or more  or no clouds.,,,19.0,-15.9,No precipitation,12,,,,
12.02.2020 11:00,1.3,674.2,760.6,,33,Wind blowing from the south-west,6,,9,no clouds, ,,,-9.1,,,,,,,12.0,-13.2,No precipitation,6,,,,
12.02.2020 08:00,-8.9,674.6,761.9,-0.7,66,Wind blowing from the south,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,,,,,,,11.0,-14.1,No precipitation,12,,,,
12.02.2020 05:00,-8.0,675.3,760.8,,64,Wind blowing from the west-southwest,3,,8,, ,,,-9.1,11.2,,,,,,14.0,-13.6,No precipitation,6,,,,
12.02.2020 02:00,-7.5,676.0,761.5,,55,Wind blowing from the south-southwest,2,,14,, ,,,-7.5,11.2,,,,,,18.0,-15.0,No precipitation,6,,,,
11.02.2020 23:00,-4.9,675.3,761.5,,28,Wind blowing from the south-southwest,2,,14,, ,,,-6.5,11.2,,,,,,20.0,-20.6,No precipitation,6,,,,
11.02.2020 20:00,-0.4,674.8,761.5,1.0,20,Wind blowing from the west-northwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,11.2,,,,,,18.0,-20.6,No precipitation,12,,,,
11.02.2020 17:00,10.0,673.8,758.7,,10,Wind blowing from the west-northwest,6,,,60%., ,,,-6.5,11.2,,,2500 or more  or no clouds.,,,23.0,-20.2,No precipitation,6,,,,
11.02.2020 14:00,10.2,673.6,758.2,-0.8,10,Wind blowing from the west,9,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,10.2,,,2500 or more  or no clouds.,,,19.0,-20.1,No precipitation,12,,,,
11.02.2020 11:00,2.6,674.4,759.9,,29,Wind blowing from the south-west,10,,13,20–30%., ,,,-6.5,10.1,,,2500 or more  or no clouds.,,,16.0,-13.7,No precipitation,6,,,,
11.02.2020 08:00,-5.9,674.4,761.2,0.3,54,Wind blowing from the south-west,7,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,,,,2500 or more  or no clouds.,,,16.0,-13.9,No precipitation,12,,,,
11.02.2020 05:00,-5.3,674.1,759.1,,55,Wind blowing from the south-west,7,,13,, ,,,-9.5,10.1,,,,,,13.0,-13.1,No precipitation,6,,,,
11.02.2020 02:00,-3.3,674.6,759.6,-0.2,49,Wind blowing from the south-west,9,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,10.1,,,2500 or more  or no clouds.,,,17.0,-12.7,No precipitation,12,,,,
10.02.2020 23:00,-1.4,674.8,760.6,,47,Wind blowing from the south-west,9,,12,, ,,,-9.5,10.1,,,,,,21.0,-11.5,No precipitation,6,,,,
10.02.2020 20:00,-0.7,674.7,762.1,0.5,49,Wind blowing from the south-southwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,10.1,,,,,,25.0,-10.3,No precipitation,12,,,,
10.02.2020 17:00,9.7,674.2,759.4,,13,Wind blowing from the west-southwest,4,,,no clouds, ,,,-9.5,10.1,,,,,,25.0,-17.4,No precipitation,6,,,,
10.02.2020 14:00,7.9,674.9,760.5,-1.4,17,Wind blowing from the west-southwest,8,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,8.0,,,,,,25.0,-15.7,No precipitation,12,,,,
10.02.2020 11:00,0.8,676.3,763.0,,36,Wind blowing from the south-west,7,,,no clouds, ,,,-9.5,6.2,,,,,,20.0,-12.6,No precipitation,6,,,,
10.02.2020 08:00,-9.0,676.3,764.5,0.0,66,Wind blowing from the south-west,4,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,,,,2500 or more  or no clouds.,,,17.0,-14.2,No precipitation,12,,,,
10.02.2020 05:00,-6.7,676.3,762.4,,62,Wind blowing from the south-west,6,,,, ,,,-11.8,6.2,,,,,,16.0,-12.8,No precipitation,6,,,,
10.02.2020 02:00,-6.8,676.9,763.7,-0.4,65,Wind blowing from the south-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,6.2,,,2500 or more  or no clouds.,,,17.0,-12.3,No precipitation,12,,,,
09.02.2020 23:00,-5.4,677.3,764.8,,67,Wind blowing from the south-west,3,,10,, ,,,-11.8,6.2,,,,,,13.0,-10.7,No precipitation,6,,,,
09.02.2020 20:00,-4.6,677.6,766.6,-0.2,58,Wind blowing from the south-southwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,6.2,,,,,,20.0,-11.6,No precipitation,12,,,,
09.02.2020 17:00,5.7,677.8,764.5,,29,Wind blowing from the south-west,5,,10,10%  or less  but not 0, ,,,-11.8,6.2,,,2500 or more  or no clouds.,,,25.0,-11.0,No precipitation,6,,,,
09.02.2020 14:00,1.7,679.7,767.6,-2.3,45,Wind blowing from the south-west,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,2.2,,,2500 or more  or no clouds.,,,24.0,-9.2,No precipitation,12,,,,
09.02.2020 11:00,-2.6,682.0,770.2,,44,Wind blowing from the west-southwest,4,,8,no clouds, ,,,-11.8,1.8,,,,,,21.0,-13.2,No precipitation,6,,,,
09.02.2020 08:00,-11.8,682.6,772.6,,66,Wind blowing from the west-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,1.8,,,,,,23.0,-17.0,No precipitation,12,,,,
09.02.2020 05:00,-9.2,682.6,770.7,,54,Wind blowing from the west-northwest,3,,7,, ,,,-18.6,1.8,,,,,,20.0,-16.8,No precipitation,6,,,,
09.02.2020 02:00,-10.5,682.6,771.4,-0.5,62,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,1.8,,,2500 or more  or no clouds.,,,19.0,-16.4,No precipitation,12,,,,
08.02.2020 23:00,-6.3,683.1,772.3,,51,Wind blowing from the west-southwest,4,,9,, ,,,-18.6,1.8,,,,,,24.0,-14.8,No precipitation,6,,,,
08.02.2020 20:00,-7.1,683.8,775.0,,64,Wind blowing from the south-west,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,1.8,,,2500 or more  or no clouds.,,,22.0,-12.8,No precipitation,12,,,,
08.02.2020 17:00,1.5,684.0,773.8,,25,Wind blowing from the west,4,,9,no clouds, ,,,-18.6,1.8,,,,,,28.0,-16.4,No precipitation,6,,,,
08.02.2020 14:00,-0.9,685.0,775.0,-1.8,39,Wind blowing from the south-southwest,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-0.7,,,,,,27.0,-13.4,No precipitation,12,,,,
08.02.2020 11:00,-7.9,686.8,778.2,,53,Wind blowing from the south-west,4,,6,no clouds, ,,,-18.6,-1.6,,,,,,28.0,-16.0,No precipitation,6,,,,
08.02.2020 08:00,-17.7,687.0,779.8,,78,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,,,,,,,30.0,-20.6,No precipitation,12,,,,
08.02.2020 05:00,-18.2,686.9,777.8,,78,Wind blowing from the west-southwest,1,,6,, ,,,-22.5,-1.6,,,,,,28.0,-21.1,No precipitation,6,,,,
08.02.2020 02:00,-15.9,687.4,778.1,0.2,72,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-1.6,,,2500 or more  or no clouds.,,,29.0,-19.8,No precipitation,12,,,,
07.02.2020 23:00,-15.2,687.2,779.2,,69,Wind blowing from the west-southwest,2,,8,, ,,,-22.5,-1.6,,,,,,28.0,-19.6,No precipitation,6,,,,
07.02.2020 20:00,-12.9,686.9,780.4,,66,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-1.6,,,,,,28.0,-17.9,No precipitation,12,,,,
07.02.2020 17:00,-2.3,685.9,777.4,,33,Wind blowing from the west,4,,8,no clouds, ,,,-22.5,-1.6,,,,,,29.0,-16.4,No precipitation,6,,,,
07.02.2020 14:00,-3.5,685.7,776.8,-1.3,32,Wind blowing from the west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-3.5,,,,,,23.0,-17.8,No precipitation,12,,,,
07.02.2020 11:00,-11.0,687.0,778.8,,44,Wind blowing from the west,3,,4,no clouds, ,,,-22.5,-6.1,,,,,,23.0,-20.9,No precipitation,6,,,,
07.02.2020 08:00,-21.7,686.3,779.8,,74,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-6.1,,,,,,26.0,-25.1,No precipitation,12,,,,
07.02.2020 05:00,-22.3,685.6,777.9,,68,Wind blowing from the south-west,1,,4,, ,,,-24.9,-6.1,,,,,,14.0,-26.6,No precipitation,6,,,,
07.02.2020 02:00,-19.0,685.5,777.5,0.5,73,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-6.1,,,2500 or more  or no clouds.,,,21.0,-22.6,No precipitation,12,,,,
06.02.2020 23:00,-14.4,685.0,777.4,,66,Wind blowing from the east,3,,4,, ,,,-24.9,-6.1,,,,,,11.0,-19.5,No precipitation,6,,,,
06.02.2020 20:00,-12.9,684.6,778.4,1.2,59,Wind blowing from the south,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-6.1,,,2500 or more  or no clouds.,,,19.0,-19.4,No precipitation,12,,,,
06.02.2020 17:00,-6.6,683.4,775.6,,29,Wind blowing from the north,2,,3,no clouds, ,,,-24.9,-6.1,,,,,,29.0,-21.7,No precipitation,6,,,,
06.02.2020 14:00,-8.5,683.5,775.7,-0.8,33,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-8.5,,,,,,20.0,-21.9,No precipitation,12,,,,
06.02.2020 11:00,-15.4,684.3,777.7,,48,Wind blowing from the west-southwest,1,,5,no clouds, ,,,-24.9,-10.6,,,,,,28.0,-23.9,No precipitation,6,,,,
06.02.2020 08:00,-24.9,684.0,778.9,0.3,66,Wind blowing from the west-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-10.6,,,,,,30.0,-29.4,No precipitation,12,,,,
06.02.2020 05:00,-23.3,683.7,777.0,,64,Wind blowing from the east-northeast,2,,9,, ,,,-26.2,-10.6,,,,,,30.0,-28.2,No precipitation,6,,,,
06.02.2020 02:00,-22.0,684.1,777.1,-0.1,62,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-10.6,,,2500 or more  or no clouds.,,,27.0,-27.3,No precipitation,12,,,,
05.02.2020 23:00,-20.7,684.2,778.3,,60,Wind blowing from the east,3,,10,, ,,,-26.2,-10.6,,,,,,25.0,-26.4,No precipitation,6,,,,
05.02.2020 20:00,-18.6,684.1,779.3,0.9,60,Wind blowing from the east,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-10.6,,,,,,24.0,-24.4,No precipitation,12,,,,
05.02.2020 17:00,-12.5,683.2,776.6,,40,Wind blowing from the east,5,,10,no clouds, ,,,-26.2,-10.6,,,,,,26.0,-23.3,No precipitation,6,,,,
05.02.2020 14:00,-11.3,683.6,776.5,,32,Wind blowing from the east,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-11.3,,,,,,28.0,-24.7,No precipitation,12,,,,
05.02.2020 11:00,-18.9,685.1,779.3,,46,Wind blowing from the east,6,,9,no clouds, ,,,-26.2,-11.3,,,,,,22.0,-27.6,No precipitation,6,,,,
05.02.2020 08:00,-26.1,685.7,780.7,-0.2,67,Wind blowing from the east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.2,-11.3,,,,,,27.0,-30.4,No precipitation,12,,,,
05.02.2020 05:00,-24.0,685.9,779.7,,70,Wind blowing from the east,4,,7,, ,,,-25.8,-11.3,,,,,,24.0,-27.9,No precipitation,6,,,,
05.02.2020 02:00,-22.5,687.0,780.5,,65,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-11.3,,,2500 or more  or no clouds.,,,30.0,-27.3,No precipitation,12,,,,
