Local time in Enshi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 23:00,7.8,728.3,769.5,,79,Wind blowing from the south-west,1,,4,,Haze. ,,,6.6,16.4,,,,,,6.0,4.4,No precipitation,6,,,,
19.02.2020 20:00,11.1,726.7,767.7,1.5,62,Wind blowing from the west-southwest,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,16.4,,,600-1000,,,7.0,4.1,No precipitation,12,,,,
19.02.2020 17:00,15.8,725.2,765.9,,40,Wind blowing from the west,1,,,20–30%., ,,,,,,,600-1000,,,26.0,2.2,,,,,,
19.02.2020 14:00,15.0,726.5,767.2,,44,Wind blowing from the east-northeast,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,15.0,,,600-1000,,,22.0,2.9,No precipitation,12,,,,
19.02.2020 11:00,9.9,729.3,770.5,,65,Wind blowing from the south-east,1,,2,70 – 80%., ,,,6.6,11.5,,,2500 or more  or no clouds.,,,18.0,3.6,No precipitation,6,,,,
19.02.2020 08:00,6.9,728.8,770.1,0.5,87,Wind blowing from the east,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,11.5,,,2500 or more  or no clouds.,,,8.0,4.9,No precipitation,12,,,,
19.02.2020 05:00,6.9,728.3,769.4,,84,Wind blowing from the south-west,1,,,, ,,,,,,,,,,8.0,4.4,,,,,,
19.02.2020 02:00,7.5,728.6,769.9,,81,Wind blowing from the north,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.5,,,2500 or more  or no clouds.,,,7.0,4.5,No precipitation,12,,,,
18.02.2020 23:00,8.3,729.4,770.8,,74,Wind blowing from the east,1,,2,,Haze. ,,,6.3,11.5,,,,,,6.0,3.9,No precipitation,6,,,,
18.02.2020 20:00,9.1,728.7,770.0,0.5,69,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.5,,,2500 or more  or no clouds.,,,11.0,3.7,No precipitation,12,,,,
18.02.2020 17:00,11.3,728.2,769.3,,52,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,19.0,1.8,,,,,,
18.02.2020 14:00,9.7,729.7,770.9,-2.6,62,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,2500 or more  or no clouds.,,,13.0,2.8,No precipitation,12,,,,
18.02.2020 11:00,8.0,732.3,773.8,,71,Wind blowing from the west-southwest,1,,3,100%., ,,,6.3,,,,2500 or more  or no clouds.,,,18.0,3.1,No precipitation,6,,,,
18.02.2020 08:00,6.4,732.0,773.4,0.5,83,Wind blowing from the south,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,16.0,,,2500 or more  or no clouds.,,,18.0,3.7,No precipitation,12,,,,
18.02.2020 05:00,6.7,731.5,772.4,,79,Calm  no wind,0,,,, ,,,,,,,,,,18.0,3.3,,,,,,
18.02.2020 02:00,7.7,732.8,774.0,,69,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,16.0,,,2500 or more  or no clouds.,,,19.0,2.4,No precipitation,12,,,,
17.02.2020 23:00,8.9,732.9,774.3,,63,Calm  no wind,0,,,, ,,,2.9,16.0,,,,,,16.0,2.2,No precipitation,6,,,,
17.02.2020 20:00,11.0,731.4,773.0,,50,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,16.0,,,2500 or more  or no clouds.,,,12.0,1.0,No precipitation,12,,,,
17.02.2020 17:00,15.8,730.3,771.4,,27,Wind blowing from the west,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-3.1,,,,,,
17.02.2020 14:00,13.4,732.2,773.5,-3.2,32,Wind blowing from the north-west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,13.5,,,2500 or more  or no clouds.,,,30.0,-2.9,No precipitation,12,,,,
17.02.2020 11:00,8.6,735.4,777.1,,64,Wind blowing from the east-southeast,1,,4,10%  or less  but not 0, ,,,2.9,13.5,,,600-1000,,,30.0,2.0,No precipitation,6,,,,
17.02.2020 08:00,3.1,734.7,776.7,0.6,87,Wind blowing from the east-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,13.5,,,,,,23.0,1.1,No precipitation,12,,,,
17.02.2020 05:00,4.1,734.1,775.6,,88,Calm  no wind,0,,,, ,,,3.9,13.5,,,,,,19.0,2.3,No precipitation,6,,,,
17.02.2020 02:00,5.4,733.6,775.2,1.5,84,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,13.5,,,2500 or more  or no clouds.,,,19.0,2.9,No precipitation,12,,,,
16.02.2020 23:00,6.4,732.1,773.6,,78,Wind blowing from the west-southwest,1,,4,, ,,,3.9,13.5,,,,,,17.0,2.8,No precipitation,6,,,,
16.02.2020 20:00,8.6,730.6,772.3,1.6,64,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,13.5,,,,,,30.0,2.2,No precipitation,12,,,,
16.02.2020 17:00,12.7,729.0,770.2,,39,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,30.0,-0.9,,,,,,
16.02.2020 14:00,11.4,730.5,771.8,-2.8,43,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,11.6,,,600-1000,,,30.0,-1.0,No precipitation,12,,,,
16.02.2020 11:00,8.8,733.3,775.0,,62,Wind blowing from the east-southeast,2,,,40%., ,,,,,,,600-1000,,,30.0,1.9,,,,,,
16.02.2020 08:00,4.0,733.5,775.5,0.7,86,Wind blowing from the north-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.5,,,2500 or more  or no clouds.,,,30.0,1.9,No precipitation,12,,,,
16.02.2020 05:00,4.8,732.8,774.7,,88,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,3.0,,,,,,
16.02.2020 02:00,5.3,733.0,774.9,0.3,92,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,2500 or more  or no clouds.,,,27.0,4.1,1.0,12,,,,
15.02.2020 23:00,5.7,732.7,774.5,,86,Wind blowing from the north-east,1,,6,, ,,,5.7,,,,,,,30.0,3.5,0.3,6,,,,
15.02.2020 20:00,6.1,731.8,773.5,1.9,80,Wind blowing from the north-west,1,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,,,,300-600,,,30.0,2.9,7.0,12,,,,
15.02.2020 17:00,6.2,729.9,771.3,,80,Wind blowing from the north-northeast,1,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,,,,300-600,,,30.0,3.0,2.0,6,,,,
15.02.2020 14:00,6.8,729.2,770.3,-0.7,78,Wind blowing from the north,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,16.6,,,300-600,,,30.0,3.2,17.0,12,,,,
15.02.2020 11:00,6.1,729.9,770.8,,87,Wind blowing from the north,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.1,16.6,,,300-600,,,14.0,4.1,9.0,6,,,,
15.02.2020 08:00,7.5,726.7,767.5,,84,Wind blowing from the north-northeast,3,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,16.6,,,300-600,,,17.0,5.0,13.0,12,,,,
15.02.2020 05:00,9.7,723.9,764.2,,90,Calm  no wind,0,,,,Mist. ,,,9.7,16.6,,,,,,4.7,8.1,8.0,6,,,,
15.02.2020 02:00,12.1,722.5,762.6,0.4,80,Wind blowing from the north,4,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.6,,,2500 or more  or no clouds.,,,6.0,8.8,2.0,12,,,,
14.02.2020 23:00,15.3,722.1,762.0,,72,Wind blowing from the north,3,,6,, ,,,,16.6,,,,,,9.0,10.3,0.9,6,,,,
14.02.2020 20:00,14.5,719.8,759.9,,91,Wind blowing from the north,1,,3,100%.,Mist. ,Shower(s).,Rain.,10.4,16.6,,,1000-1500,,,3.2,13.0,0.9,12,,,,
14.02.2020 17:00,16.5,717.4,757.2,,74,Calm  no wind,0,,,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.5,,,1500-2000,,,5.0,11.9,No precipitation,6,,,,
14.02.2020 14:00,15.5,717.6,757.5,-1.3,79,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.8,,,2500 or more  or no clouds.,,,4.3,11.9,Trace of precipitation,12,,,,
14.02.2020 11:00,14.4,718.9,758.8,,79,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.8,,,2500 or more  or no clouds.,,,5.0,10.8,No precipitation,6,,,,
14.02.2020 08:00,11.4,718.3,758.2,0.9,92,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.8,,,2500 or more  or no clouds.,,,3.7,10.1,Trace of precipitation,12,,,,
14.02.2020 05:00,10.7,717.4,757.1,,92,Calm  no wind,0,,,,Mist. ,,,6.7,19.8,,,,,,3.5,9.5,No precipitation,6,,,,
14.02.2020 02:00,10.7,718.4,758.2,0.4,93,Wind blowing from the south,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.8,,,2500 or more  or no clouds.,,,3.0,9.6,No precipitation,12,,,,
13.02.2020 23:00,12.4,718.0,758.0,,89,Calm  no wind,0,,,,Mist. ,,,6.7,19.8,,,,,,2.8,10.6,No precipitation,6,,,,
13.02.2020 20:00,15.9,717.4,757.6,,72,Wind blowing from the west,0,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.8,,,2500 or more  or no clouds.,,,5.0,10.9,No precipitation,12,,,,
13.02.2020 17:00,19.5,716.2,756.0,,54,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,11.0,10.0,,,,,,
13.02.2020 14:00,17.9,717.8,757.7,-3.0,56,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,19.5,,,2500 or more  or no clouds.,,,12.0,9.0,No precipitation,12,,,,
13.02.2020 11:00,13.1,720.8,761.1,,69,Wind blowing from the south-southwest,1,,,10%  or less  but not 0, ,,,,,,,600-1000,,,9.0,7.5,,,,,,
13.02.2020 08:00,6.7,721.5,762.1,0.3,92,Wind blowing from the south,1,,2,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,19.5,,,2500 or more  or no clouds.,,,6.0,5.5,No precipitation,12,,,,
13.02.2020 05:00,8.0,721.2,761.3,,90,Wind blowing from the south-southwest,0,,2,,Mist. ,,,4.7,19.5,,,,,,6.0,6.5,No precipitation,6,,,,
13.02.2020 02:00,8.9,721.8,762.1,0.3,88,Wind blowing from the west,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,19.5,,,2500 or more  or no clouds.,,,5.0,7.0,No precipitation,12,,,,
12.02.2020 23:00,10.6,721.5,762.1,,78,Calm  no wind,0,,,,Haze. ,,,4.7,19.5,,,,,,6.0,6.9,No precipitation,6,,,,
12.02.2020 20:00,12.6,720.8,761.5,0.8,70,Wind blowing from the west,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,19.5,,,,,,7.0,7.3,No precipitation,12,,,,
12.02.2020 17:00,18.8,720.0,760.1,,39,Wind blowing from the north-east,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,21.0,4.6,,,,,,
12.02.2020 14:00,15.8,722.2,762.7,,49,Wind blowing from the south-west,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,18.5,,,2500 or more  or no clouds.,,,16.0,5.1,No precipitation,12,,,,
12.02.2020 11:00,9.1,725.7,766.6,,78,Wind blowing from the east,1,,3,90  or more  but not 100%, ,,,4.7,,,,2500 or more  or no clouds.,,,11.0,5.5,No precipitation,6,,,,
12.02.2020 08:00,4.9,725.5,766.3,1.1,91,Wind blowing from the south-southwest,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,18.5,,,2500 or more  or no clouds.,,,10.0,3.6,No precipitation,12,,,,
12.02.2020 05:00,6.3,724.4,764.9,,90,Wind blowing from the south-west,1,,,, ,,,,,,,,,,9.0,4.8,,,,,,
12.02.2020 02:00,7.6,724.9,765.4,,89,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,18.5,,,,,,6.0,5.9,No precipitation,6,,,,
11.02.2020 23:00,9.9,724.4,765.0,,81,Wind blowing from the south-southeast,1,,3,, ,,,8.0,18.5,,,,,,9.0,6.8,No precipitation,6,,,,
11.02.2020 20:00,14.0,722.8,763.3,1.3,64,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,18.5,,,2500 or more  or no clouds.,,,9.0,7.3,No precipitation,12,,,,
11.02.2020 17:00,17.3,721.5,761.6,,50,Wind blowing from the south-west,1,,,70 – 80%., ,,,,,,,600-1000,,,18.0,6.8,,,,,,
11.02.2020 14:00,16.2,722.7,763.0,-2.8,55,Wind blowing from the south-southeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,16.2,,,600-1000,,,17.0,7.2,No precipitation,12,,,,
11.02.2020 11:00,12.9,725.5,766.1,,64,Wind blowing from the north-northeast,1,,3,70 – 80%., ,,,8.0,13.2,,,2500 or more  or no clouds.,,,12.0,6.3,No precipitation,6,,,,
11.02.2020 08:00,8.1,724.6,765.5,0.6,89,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,13.1,,,2500 or more  or no clouds.,,,8.0,6.4,No precipitation,12,,,,
11.02.2020 05:00,8.8,724.0,764.6,,85,Wind blowing from the east-northeast,0,,,, ,,,,,,,,,,10.0,6.4,,,,,,
11.02.2020 02:00,9.3,724.6,765.3,-0.3,84,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,13.1,,,2500 or more  or no clouds.,,,8.0,6.7,No precipitation,12,,,,
10.02.2020 23:00,9.9,724.9,765.7,,76,Wind blowing from the east,1,,4,, ,,,8.5,13.1,,,,,,12.0,5.9,No precipitation,6,,,,
10.02.2020 20:00,11.1,724.5,765.3,0.5,69,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,13.1,,,2500 or more  or no clouds.,,,14.0,5.6,0.1,12,,,,
10.02.2020 17:00,12.4,724.0,764.6,,62,Wind blowing from the south,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,18.0,5.3,,,,,,
10.02.2020 14:00,12.6,724.7,765.4,-2.8,61,Wind blowing from the south-southwest,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,17.7,,,2500 or more  or no clouds.,,,20.0,5.3,0.1,12,,,,
10.02.2020 11:00,10.0,727.5,768.4,,84,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,2500 or more  or no clouds.,,,8.0,7.4,0.1,6,,,,
10.02.2020 08:00,8.5,727.0,767.9,0.0,87,Wind blowing from the north-west,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,,,,300-600,,,10.0,6.5,Trace of precipitation,12,,,,
10.02.2020 05:00,8.9,727.0,767.5,,80,Calm  no wind,0,,,, ,,,,,,,,,,13.0,5.6,,,,,,
10.02.2020 02:00,9.5,728.5,769.1,,71,Wind blowing from the north-west,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,17.7,,,2500 or more  or no clouds.,,,14.0,4.5,No precipitation,12,,,,
09.02.2020 23:00,10.5,728.8,769.8,,64,Wind blowing from the north-northwest,0,,3,,Rain (not freezing) not falling as shower(s). ,,,6.4,17.7,,,,,,14.0,3.8,No precipitation,6,,,,
09.02.2020 20:00,12.0,728.4,769.5,0.1,48,Wind blowing from the west-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,17.7,,,2500 or more  or no clouds.,,,8.0,1.3,No precipitation,12,,,,
09.02.2020 17:00,17.2,728.3,769.0,,21,Wind blowing from the west,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-5.3,,,,,,
09.02.2020 14:00,15.7,730.6,771.4,,42,Wind blowing from the south-east,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.7,,,600-1000,,,25.0,2.8,No precipitation,12,,,,
09.02.2020 11:00,10.2,734.2,775.6,,72,Wind blowing from the north,1,,3,20–30%., ,,,6.4,13.8,,,2500 or more  or no clouds.,,,14.0,5.4,No precipitation,6,,,,
09.02.2020 08:00,6.6,733.6,775.1,0.4,92,Wind blowing from the south,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,13.8,,,2500 or more  or no clouds.,,,9.0,5.4,No precipitation,12,,,,
09.02.2020 05:00,6.7,733.2,774.5,,92,Calm  no wind,0,,,, ,,,,,,,,,,8.0,5.5,,,,,,
09.02.2020 02:00,7.3,733.3,774.6,,91,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,13.8,,,2500 or more  or no clouds.,,,7.0,5.9,No precipitation,12,,,,
08.02.2020 23:00,9.1,733.2,774.7,,84,Wind blowing from the south-southwest,1,,3,, ,,,5.8,13.8,,,,,,9.0,6.5,No precipitation,6,,,,
08.02.2020 20:00,10.6,731.8,773.2,,75,Wind blowing from the south-west,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,13.8,,,2500 or more  or no clouds.,,,15.0,6.4,No precipitation,12,,,,
08.02.2020 17:00,12.9,730.5,771.7,,55,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,,,,,600-1000,,,30.0,4.1,,,,,,
08.02.2020 14:00,12.2,731.2,772.5,,60,Wind blowing from the north,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,12.2,,,600-1000,,,30.0,4.7,No precipitation,12,,,,
08.02.2020 11:00,8.3,733.6,775.2,,85,Wind blowing from the north-northwest,1,,2,100%., ,,,5.8,11.4,,,1500-2000,,,16.0,5.9,No precipitation,6,,,,
08.02.2020 08:00,6.5,732.1,773.7,0.8,93,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,11.4,,,1500-2000,,,15.0,5.5,No precipitation,12,,,,
08.02.2020 05:00,6.3,731.3,772.7,,93,Wind blowing from the west-northwest,0,,2,, ,,,5.8,11.4,,,,,,15.0,5.3,No precipitation,6,,,,
08.02.2020 02:00,6.2,731.3,772.7,0.1,93,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,11.4,,,2500 or more  or no clouds.,,,13.0,5.2,No precipitation,12,,,,
07.02.2020 23:00,7.2,731.2,772.6,,90,Wind blowing from the north,0,,4,, ,,,6.7,11.4,,,,,,16.0,5.7,No precipitation,6,,,,
07.02.2020 20:00,9.1,730.0,771.4,,82,Wind blowing from the west,0,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.4,,,2500 or more  or no clouds.,,,21.0,6.2,Trace of precipitation,12,,,,
07.02.2020 17:00,10.3,728.7,769.9,,66,Wind blowing from the west,1,,,100%., ,,,,,,,600-1000,,,30.0,4.2,,,,,,
07.02.2020 14:00,10.1,729.2,770.5,-1.6,70,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.4,,,600-1000,,,30.0,4.9,No precipitation,12,,,,
07.02.2020 11:00,9.6,730.8,772.2,,71,Wind blowing from the south,1,,2,90  or more  but not 100%, ,,,6.7,9.7,,,600-1000,,,30.0,4.6,No precipitation,6,,,,
07.02.2020 08:00,6.9,729.8,771.3,1.0,91,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,6.7,,,,2500 or more  or no clouds.,,,21.0,5.5,Trace of precipitation,12,,,,
07.02.2020 05:00,6.9,728.8,770.2,,90,Calm  no wind,0,,,, ,,,,,,,,,,29.0,5.4,,,,,,
07.02.2020 02:00,7.0,729.5,770.9,0.1,93,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,9.1,,,2500 or more  or no clouds.,,,10.0,5.9,No precipitation,12,,,,
06.02.2020 23:00,7.1,729.4,770.8,,93,Wind blowing from the south,0,,4,,Rain (not freezing) not falling as shower(s). ,,,6.7,9.1,,,,,,10.0,6.0,No precipitation,6,,,,
06.02.2020 20:00,7.6,728.3,769.7,,91,Wind blowing from the south-southwest,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.7,9.1,,,300-600,,,18.0,6.2,0.4,12,,,,
06.02.2020 17:00,8.1,726.6,767.8,,84,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.7,10.5,,,300-600,,,24.0,5.6,0.4,6,,,,
06.02.2020 14:00,8.7,726.4,767.6,-1.2,81,Wind blowing from the east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.7,11.5,,,300-600,,,19.0,5.6,0.9,12,,,,
06.02.2020 11:00,7.6,727.6,768.9,,84,Wind blowing from the east-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.7,,,,300-600,,,18.0,5.1,0.5,6,,,,
06.02.2020 08:00,6.7,726.0,767.2,0.8,91,Wind blowing from the north-west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,5.5,,,,300-600,,,8.0,5.3,3.0,12,,,,
06.02.2020 05:00,7.1,725.2,766.3,,87,Wind blowing from the north-west,1,,,, ,,,,,,,,,,9.0,5.1,,,,,,
06.02.2020 02:00,7.5,725.8,766.8,0.0,82,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,11.5,,,2500 or more  or no clouds.,,,11.0,4.6,6.0,12,,,,
05.02.2020 23:00,7.7,725.8,766.9,,89,Wind blowing from the north-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.2,11.5,,,,,,3.7,6.0,6.0,6,,,,
05.02.2020 20:00,8.6,725.2,766.5,1.9,92,Wind blowing from the north,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,11.5,,,300-600,,,2.1,7.4,3.0,12,,,,
05.02.2020 17:00,10.5,723.3,764.3,,76,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,11.5,,,300-600,,,8.0,6.5,No precipitation,6,,,,
