Local time in Rikaze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.02.2020 08:00,-2.2,480.6,761.1,,20,Wind blowing from the south-west,0,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,10.1,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
21.02.2020 05:00,2.0,479.4,755.7,,13,Wind blowing from the south,2,,11,, ,,,-4.3,10.1,,,,,,30.0,-23.6,No precipitation,6,,,,
21.02.2020 02:00,4.7,479.0,752.8,0.8,9,Wind blowing from the west-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.1,,,2500 or more  or no clouds.,,,30.0,-25.5,No precipitation,12,,,,
20.02.2020 23:00,6.1,478.2,753.7,,7,Wind blowing from the west-southwest,3,,,, ,,,,10.1,,,,,,30.0,-27.2,No precipitation,6,,,,
20.02.2020 20:00,7.2,477.0,756.0,0.3,8,Wind blowing from the west-southwest,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,10.1,,,1500-2000,,,30.0,-24.9,No precipitation,12,,,,
20.02.2020 17:00,9.0,476.7,750.5,,5,Wind blowing from the west,5,,12,90  or more  but not 100%, ,,,-4.3,11.3,,,,,,30.0,-28.7,No precipitation,6,,,,
20.02.2020 14:00,10.1,478.4,751.7,-1.2,4,Wind blowing from the west,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,11.6,,,1500-2000,,,30.0,-30.3,No precipitation,12,,,,
20.02.2020 11:00,5.0,479.6,755.0,,9,Wind blowing from the east-southeast,2,,10,10%  or less  but not 0, ,,,-4.3,11.6,,,2000-2500,,,30.0,-25.3,No precipitation,6,,,,
20.02.2020 08:00,-3.2,478.2,756.4,0.6,20,Wind blowing from the south-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.6,,,,,,30.0,-23.0,No precipitation,12,,,,
20.02.2020 05:00,3.6,477.6,750.4,,9,Wind blowing from the west-southwest,3,,14,, ,,,,11.6,,,,,,30.0,-26.4,No precipitation,6,,,,
20.02.2020 02:00,4.8,477.3,751.6,1.2,8,Wind blowing from the west-southwest,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.6,,,2500 or more  or no clouds.,,,30.0,-26.8,No precipitation,12,,,,
19.02.2020 23:00,7.6,476.1,752.4,,5,Wind blowing from the west-southwest,5,,14,, ,,,,11.6,,,,,,30.0,-29.7,No precipitation,6,,,,
19.02.2020 20:00,9.7,474.4,755.8,-0.2,0,Wind blowing from the west,4,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.6,,,1500-2000,,,30.0,-80.0,No precipitation,12,,,,
19.02.2020 17:00,11.3,474.6,754.8,,0,Wind blowing from the west,4,,11,100%., ,,,-13.0,11.6,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
19.02.2020 14:00,7.5,477.9,760.8,-1.4,3,Wind blowing from the north-east,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,8.4,,,2500 or more  or no clouds.,,,30.0,-35.1,No precipitation,12,,,,
19.02.2020 11:00,0.3,479.3,764.6,,9,Wind blowing from the east,1,,3,no clouds, ,,,-13.0,,,,,,,30.0,-28.9,No precipitation,6,,,,
19.02.2020 08:00,-12.0,477.9,764.8,0.4,44,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,8.4,,,,,,30.0,-21.8,No precipitation,12,,,,
19.02.2020 05:00,-11.5,477.5,761.8,,36,Calm  no wind,0,,,, ,,,-11.5,8.4,,,,,,30.0,-23.6,No precipitation,6,,,,
19.02.2020 02:00,-8.7,478.0,762.2,-0.4,22,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,8.4,,,2500 or more  or no clouds.,,,30.0,-26.6,No precipitation,12,,,,
18.02.2020 23:00,-4.1,478.4,761.3,,9,Calm  no wind,0,,,, ,,,-8.9,8.4,,,,,,12.0,-32.4,No precipitation,6,,,,
18.02.2020 20:00,4.4,477.9,761.2,-0.5,0,Wind blowing from the south-southwest,2,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,9.7,,,1500-2000,,,30.0,-80.0,No precipitation,12,,,,
18.02.2020 17:00,7.6,478.4,760.0,,0,Wind blowing from the west,5,,11,60%., ,,,-8.9,14.0,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
18.02.2020 14:00,5.4,480.3,761.1,-0.4,1,Wind blowing from the west,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,,,,1500-2000,,,30.0,-47.0,No precipitation,12,,,,
18.02.2020 11:00,3.2,480.7,757.9,,6,Wind blowing from the east-southeast,1,,9,10%  or less  but not 0, ,,,-8.9,14.0,,,2500 or more  or no clouds.,,,30.0,-31.0,No precipitation,6,,,,
18.02.2020 08:00,-6.3,478.8,760.3,1.5,23,Wind blowing from the east,2,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,14.0,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
18.02.2020 05:00,-6.4,477.3,754.6,,22,Wind blowing from the south-southwest,1,,12,, ,,,-6.4,14.0,,,,,,30.0,-24.6,No precipitation,6,,,,
18.02.2020 02:00,-1.1,476.6,752.1,1.5,14,Wind blowing from the east-southeast,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,14.0,,,2500 or more  or no clouds.,,,30.0,-25.2,No precipitation,12,,,,
17.02.2020 23:00,7.6,475.1,747.4,,2,Wind blowing from the west-southwest,4,,14,, ,,,0.0,14.0,,,,,,30.0,-39.0,No precipitation,6,,,,
17.02.2020 20:00,8.1,473.6,747.7,-1.3,1,Wind blowing from the west-northwest,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,14.0,,,1500-2000,,,30.0,-45.3,No precipitation,12,,,,
17.02.2020 17:00,13.4,474.9,744.3,,0,Wind blowing from the north-west,3,,14,10%  or less  but not 0, ,,,0.0,13.8,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
17.02.2020 14:00,10.6,477.9,749.7,-1.8,0,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,13.9,,,,,,30.0,-80.0,No precipitation,12,,,,
17.02.2020 11:00,5.8,479.7,754.5,,3,Wind blowing from the south,5,,8,no clouds, ,,,0.0,13.9,,,,,,30.0,-36.3,No precipitation,6,,,,
17.02.2020 08:00,0.9,478.7,754.6,0.8,6,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.9,,,,,,30.0,-32.8,No precipitation,12,,,,
17.02.2020 05:00,4.8,477.9,749.1,,3,Wind blowing from the west-southwest,3,,,, ,,,,13.9,,,,,,30.0,-37.0,No precipitation,6,,,,
17.02.2020 02:00,6.4,477.6,749.3,0.7,2,Wind blowing from the south-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.9,,,2500 or more  or no clouds.,,,30.0,-39.8,No precipitation,12,,,,
16.02.2020 23:00,8.0,476.9,752.2,,1,Wind blowing from the west-southwest,3,,,, ,,,,13.9,,,,,,30.0,-45.3,No precipitation,6,,,,
16.02.2020 20:00,10.0,475.6,755.7,-1.1,0,Wind blowing from the west,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.9,,,,,,30.0,-80.0,No precipitation,12,,,,
16.02.2020 17:00,13.3,476.7,749.8,,0,Wind blowing from the west,3,,11,no clouds, ,,,-10.4,13.9,,,,,,30.0,-80.0,No precipitation,6,,,,
16.02.2020 14:00,10.6,479.7,756.3,-1.2,0,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,13.0,,,,,,30.0,-80.0,No precipitation,12,,,,
16.02.2020 11:00,2.1,480.9,765.9,,8,Wind blowing from the north,2,,9,no clouds, ,,,-10.4,,,,,,,12.0,-28.8,No precipitation,6,,,,
16.02.2020 08:00,-8.9,479.0,763.2,1.3,26,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,13.0,,,,,,30.0,-24.9,No precipitation,12,,,,
16.02.2020 05:00,0.6,477.7,752.0,,10,Wind blowing from the north-northwest,2,,10,, ,,,-6.3,13.0,,,,,,30.0,-27.6,No precipitation,6,,,,
16.02.2020 02:00,0.0,477.4,753.1,1.0,6,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,13.0,,,2500 or more  or no clouds.,,,28.0,-33.4,No precipitation,12,,,,
15.02.2020 23:00,-4.0,476.4,756.1,,12,Wind blowing from the east-southeast,0,,11,, ,,,-6.3,13.0,,,,,,14.0,-29.3,No precipitation,6,,,,
15.02.2020 20:00,6.5,475.3,754.2,-0.5,0,Wind blowing from the south-west,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,13.0,,,,,,30.0,-80.0,No precipitation,12,,,,
15.02.2020 17:00,12.1,475.8,746.8,,0,Wind blowing from the west-northwest,4,,11,no clouds, ,,,-6.3,15.3,,,,,,30.0,-80.0,No precipitation,6,,,,
15.02.2020 14:00,9.9,478.0,749.8,-0.6,0,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,15.3,,,,,,30.0,-80.0,No precipitation,12,,,,
15.02.2020 11:00,6.4,478.6,751.6,,1,Wind blowing from the west-southwest,4,,10,no clouds, ,,,-6.3,15.3,,,,,,30.0,-46.3,No precipitation,6,,,,
15.02.2020 08:00,-3.8,476.7,752.9,1.3,9,Wind blowing from the east,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,15.3,,,,,,30.0,-32.1,No precipitation,12,,,,
15.02.2020 05:00,4.4,475.4,744.6,,0,Wind blowing from the west-southwest,4,,,, ,,,,15.3,,,,,,30.0,-80.0,No precipitation,6,,,,
15.02.2020 02:00,7.4,474.7,742.9,1.1,0,Wind blowing from the west-southwest,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.3,,,2500 or more  or no clouds.,,,30.0,-80.0,No precipitation,12,,,,
14.02.2020 23:00,9.4,473.6,743.5,,0,Wind blowing from the west-southwest,5,,14,, ,,,,15.3,,,,,,30.0,-80.0,No precipitation,6,,,,
14.02.2020 20:00,12.2,471.7,745.5,-0.7,0,Wind blowing from the west-southwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,15.3,,,,,,30.0,-80.0,No precipitation,12,,,,
14.02.2020 17:00,14.8,472.4,739.0,,0,Wind blowing from the west-southwest,6,,14,no clouds, ,,,-6.4,14.9,,,,,,30.0,-80.0,No precipitation,6,,,,
14.02.2020 14:00,12.8,474.7,743.5,-1.6,0,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,14.9,,,,,,30.0,-80.0,No precipitation,12,,,,
14.02.2020 11:00,6.7,476.3,754.0,,6,Wind blowing from the north-east,1,,9,no clouds, ,,,-6.4,14.9,,,,,,30.0,-28.4,No precipitation,6,,,,
14.02.2020 08:00,-4.5,475.8,752.1,-0.3,13,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,14.9,,,,,,30.0,-28.8,No precipitation,12,,,,
14.02.2020 05:00,5.9,476.1,745.3,,2,Wind blowing from the west-southwest,3,,10,, ,,,,14.9,,,,,,30.0,-40.2,No precipitation,6,,,,
14.02.2020 02:00,6.4,476.7,747.0,0.7,3,Wind blowing from the west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.9,,,2500 or more  or no clouds.,,,30.0,-35.9,No precipitation,12,,,,
13.02.2020 23:00,-1.2,476.0,754.4,,15,Wind blowing from the north-west,1,,12,, ,,,,14.9,,,,,,7.0,-24.6,No precipitation,6,,,,
13.02.2020 20:00,12.0,475.6,751.8,-1.7,1,Wind blowing from the west-southwest,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.9,,,1500-2000,,,30.0,-42.8,No precipitation,12,,,,
13.02.2020 17:00,13.9,477.3,753.4,,0,Wind blowing from the south-west,6,,12,70 – 80%., ,,,-8.3,14.2,,,2500 or more  or no clouds.,,,30.0,-80.0,No precipitation,6,,,,
13.02.2020 14:00,12.1,480.0,759.5,-1.2,1,Wind blowing from the west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,13.0,,,2500 or more  or no clouds.,,,30.0,-42.8,No precipitation,12,,,,
13.02.2020 11:00,5.3,481.2,763.5,,4,Wind blowing from the west-southwest,1,,4,50%., ,,,-8.3,,,,2500 or more  or no clouds.,,,30.0,-33.7,No precipitation,6,,,,
13.02.2020 08:00,-4.5,479.7,761.4,0.7,17,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,,,,,,,30.0,-25.9,No precipitation,12,,,,
13.02.2020 05:00,-4.8,479.0,757.0,,16,Wind blowing from the north,1,,7,, ,,,-13.6,13.0,,,,,,30.0,-26.8,No precipitation,6,,,,
13.02.2020 02:00,-5.8,479.2,760.9,0.6,22,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.0,,,2500 or more  or no clouds.,,,25.0,-24.1,No precipitation,12,,,,
12.02.2020 23:00,-2.6,478.6,763.3,,15,Wind blowing from the west,1,,9,, ,,,,13.0,,,,,,9.0,-25.7,No precipitation,6,,,,
12.02.2020 20:00,6.7,477.6,763.7,-0.7,3,Wind blowing from the south-west,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.0,,,1500-2000,,,30.0,-35.6,No precipitation,12,,,,
12.02.2020 17:00,12.5,478.3,759.1,,0,Wind blowing from the west-southwest,3,,9,70 – 80%., ,,,-13.6,13.0,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
12.02.2020 14:00,7.6,481.0,763.7,-1.1,2,Wind blowing from the east-southeast,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,10.2,,,2500 or more  or no clouds.,,,30.0,-39.0,No precipitation,12,,,,
12.02.2020 11:00,-0.9,482.1,768.1,,10,Wind blowing from the south-east,1,,2,40%., ,,,-13.6,,,,2500 or more  or no clouds.,,,30.0,-28.8,No precipitation,6,,,,
12.02.2020 08:00,-13.4,480.8,769.1,0.9,43,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,,,,,,,19.0,-23.3,No precipitation,12,,,,
12.02.2020 05:00,-10.1,479.9,763.3,,29,Calm  no wind,0,,,, ,,,,10.2,,,,,,30.0,-24.8,No precipitation,6,,,,
12.02.2020 02:00,-5.6,479.7,763.1,0.7,18,Wind blowing from the north-northeast,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.2,,,2500 or more  or no clouds.,,,25.0,-26.2,No precipitation,12,,,,
11.02.2020 23:00,-1.4,479.0,765.4,,11,Wind blowing from the north-northwest,0,,7,, ,,,,10.2,,,,,,14.0,-28.1,No precipitation,6,,,,
11.02.2020 20:00,6.3,477.6,765.7,-0.6,0,Wind blowing from the north-northeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.2,,,1500-2000,,,30.0,-80.0,No precipitation,12,,,,
11.02.2020 17:00,9.9,478.2,763.2,,0,Wind blowing from the west,4,,7,70 – 80%., ,,,-16.6,10.2,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
11.02.2020 14:00,5.1,480.9,767.8,-0.9,4,Wind blowing from the east-northeast,2,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,6.5,,,1500-2000,,,30.0,-33.9,No precipitation,12,,,,
11.02.2020 11:00,-4.4,481.8,773.1,,17,Wind blowing from the east,1,,2,no clouds, ,,,-16.6,,,,,,,26.0,-25.8,No precipitation,6,,,,
11.02.2020 08:00,-15.9,479.7,772.4,1.2,47,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,,,,,,,30.0,-24.6,No precipitation,12,,,,
11.02.2020 05:00,-14.1,478.5,767.0,,37,Calm  no wind,0,,,, ,,,-17.5,6.5,,,,,,30.0,-25.6,No precipitation,6,,,,
11.02.2020 02:00,-9.9,478.2,766.4,1.1,29,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.5,,,2500 or more  or no clouds.,,,29.0,-24.6,No precipitation,12,,,,
10.02.2020 23:00,-6.4,477.1,766.3,,13,Wind blowing from the south-southeast,1,,5,, ,,,,6.5,,,,,,13.0,-30.3,No precipitation,6,,,,
10.02.2020 20:00,1.2,476.1,767.1,-1.0,3,Wind blowing from the east-southeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,6.5,,,1500-2000,,,30.0,-39.5,No precipitation,12,,,,
10.02.2020 17:00,4.7,477.1,765.3,,2,Wind blowing from the south,2,,5,no clouds, ,,,-17.5,4.7,,,,,,30.0,-41.0,No precipitation,6,,,,
10.02.2020 14:00,0.5,479.8,770.9,-1.4,6,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,1.7,,,,,,30.0,-33.0,No precipitation,12,,,,
10.02.2020 11:00,-5.5,481.2,775.1,,17,Wind blowing from the east-northeast,1,,2,no clouds, ,,,-17.5,1.7,,,,,,30.0,-26.7,No precipitation,6,,,,
10.02.2020 08:00,-16.8,480.0,775.5,0.6,59,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.7,,,,,,30.0,-22.9,No precipitation,12,,,,
10.02.2020 05:00,-15.0,479.4,771.7,,46,Calm  no wind,0,,,, ,,,-15.6,1.7,,,,,,30.0,-24.0,No precipitation,6,,,,
10.02.2020 02:00,-12.8,479.7,771.2,0.3,38,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,1.7,,,2500 or more  or no clouds.,,,22.0,-24.2,No precipitation,12,,,,
09.02.2020 23:00,-9.6,479.4,770.8,,19,Calm  no wind,0,,,, ,,,-11.1,1.7,,,,,,7.0,-29.0,No precipitation,6,,,,
09.02.2020 20:00,-1.9,478.5,768.4,-0.2,5,Wind blowing from the west-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.7,,,,,,28.0,-36.7,No precipitation,12,,,,
09.02.2020 17:00,0.7,478.7,766.6,,6,Wind blowing from the west,3,,8,20–30%., ,,,-11.1,4.8,,,1500-2000,,,30.0,-32.9,No precipitation,6,,,,
09.02.2020 14:00,-0.1,480.0,768.0,-0.1,9,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,4.8,,,1500-2000,,,30.0,-29.3,No precipitation,12,,,,
09.02.2020 11:00,-3.3,480.1,766.6,,16,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,-11.1,4.8,,,1500-2000,,,30.0,-25.6,No precipitation,6,,,,
09.02.2020 08:00,-9.6,477.9,767.1,0.9,26,Calm  no wind,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.8,,,2500 or more  or no clouds.,,,30.0,-25.5,No precipitation,12,,,,
09.02.2020 05:00,-9.1,477.0,762.1,,21,Wind blowing from the south-east,1,,,, ,,,-14.0,4.8,,,,,,30.0,-27.5,No precipitation,6,,,,
09.02.2020 02:00,-7.1,476.7,762.1,0.6,14,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.8,,,2500 or more  or no clouds.,,,30.0,-30.1,No precipitation,12,,,,
08.02.2020 23:00,-1.7,476.1,760.1,,5,Wind blowing from the south-southwest,2,,8,, ,,,-14.0,4.8,,,,,,30.0,-36.5,No precipitation,6,,,,
08.02.2020 20:00,-1.4,474.3,763.3,-0.1,4,Wind blowing from the east-southeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,4.8,,,,,,30.0,-38.5,No precipitation,12,,,,
08.02.2020 17:00,3.4,474.4,759.0,,3,Wind blowing from the north,3,,8,no clouds, ,,,-14.0,5.9,,,,,,30.0,-37.9,No precipitation,6,,,,
08.02.2020 14:00,0.7,476.7,760.2,-0.9,7,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,6.1,,,,,,30.0,-31.3,No precipitation,12,,,,
08.02.2020 11:00,-3.2,477.6,761.7,,18,Wind blowing from the east-northeast,1,,7,no clouds, ,,,-14.0,6.1,,,,,,30.0,-24.2,No precipitation,6,,,,
08.02.2020 08:00,-12.8,476.3,763.6,0.5,30,Wind blowing from the south-southeast,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,6.1,,,,,,30.0,-26.8,No precipitation,12,,,,
08.02.2020 05:00,-10.6,475.8,759.7,,19,Wind blowing from the south-southeast,1,,13,, ,,,-13.5,6.1,,,,,,30.0,-29.8,No precipitation,6,,,,
08.02.2020 02:00,-4.0,476.0,758.0,0.4,6,Wind blowing from the south-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,6.1,,,2500 or more  or no clouds.,,,30.0,-36.4,No precipitation,12,,,,
07.02.2020 23:00,-0.4,475.6,758.2,,3,Wind blowing from the west-southwest,4,,13,, ,,,,6.1,,,,,,30.0,-40.6,No precipitation,6,,,,
07.02.2020 20:00,3.0,473.9,759.8,0.1,0,Wind blowing from the south-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,6.1,,,,,,30.0,-80.0,No precipitation,12,,,,
07.02.2020 17:00,5.7,473.8,755.8,,0,Wind blowing from the west-southwest,6,,11,60%., ,,,-13.5,6.3,,,1500-2000,,,30.0,-80.0,No precipitation,6,,,,
07.02.2020 14:00,2.3,475.9,756.2,-1.3,4,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,6.3,,,,,,30.0,-35.9,No precipitation,12,,,,
07.02.2020 11:00,-2.5,477.2,759.8,,10,Wind blowing from the east-southeast,1,,11,no clouds, ,,,-13.5,6.3,,,,,,30.0,-30.0,No precipitation,6,,,,
