Local time in Huai'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 11:00,11.9,772.9,774.2,,54,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.9,,,,,,10.0,2.9,No precipitation,6,,,,
20.02.2020 08:00,-0.5,772.5,773.8,1.5,99,Wind blowing from the north-northeast,1,,3,no clouds,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.1,,,,,,0.1,-0.6,No precipitation,12,,,,
20.02.2020 05:00,-0.3,771.0,772.3,,98,Wind blowing from the east-northeast,1,,,no clouds,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-0.3,11.1,,,,,,less than 0.1,-0.6,No precipitation,6,,,,
20.02.2020 02:00,0.4,770.5,771.8,0.5,90,Wind blowing from the east-northeast,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,11.1,,,,,,4.5,-1.0,No precipitation,12,,,,
19.02.2020 23:00,1.6,770.0,771.3,,85,Wind blowing from the east-northeast,1,,6,no clouds,Mist. ,,,1.2,11.1,,,,,,7.0,-0.6,No precipitation,6,,,,
19.02.2020 20:00,6.2,769.2,770.5,1.2,64,Wind blowing from the east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,11.1,,,2500 or more  or no clouds.,,,12.0,-0.1,No precipitation,12,,,,
19.02.2020 17:00,10.2,768.0,769.3,,47,Wind blowing from the south-east,1,,6,100%., ,,,1.3,11.1,,,2500 or more  or no clouds.,,,18.0,-0.6,No precipitation,6,,,,
19.02.2020 14:00,10.1,768.0,769.3,-1.8,47,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,10.5,,,2500 or more  or no clouds.,,,12.0,-0.7,No precipitation,12,,,,
19.02.2020 11:00,8.7,769.8,771.1,,54,Wind blowing from the south-east,3,,6,90  or more  but not 100%, ,,,1.3,9.8,,,2500 or more  or no clouds.,,,13.0,-0.1,No precipitation,6,,,,
19.02.2020 08:00,2.4,769.6,770.9,0.5,74,Wind blowing from the east-southeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,2500 or more  or no clouds.,,,10.0,-1.8,No precipitation,12,,,,
19.02.2020 05:00,3.1,769.1,770.4,,63,Wind blowing from the south-east,1,,5,50%., ,,,-4.6,9.8,,,2500 or more  or no clouds.,,,15.0,-3.3,No precipitation,6,,,,
19.02.2020 02:00,3.7,769.7,771.0,-0.7,55,Wind blowing from the south-southeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.8,,,2500 or more  or no clouds.,,,23.0,-4.5,No precipitation,12,,,,
18.02.2020 23:00,1.8,770.4,771.7,,61,Wind blowing from the south-east,1,,8,10%  or less  but not 0, ,,,-4.7,9.8,,,,,,23.0,-5.1,No precipitation,6,,,,
18.02.2020 20:00,4.4,770.6,772.0,0.2,54,Wind blowing from the north,0,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.8,,,2500 or more  or no clouds.,,,17.0,-4.1,No precipitation,12,,,,
18.02.2020 17:00,8.7,770.4,771.7,,37,Wind blowing from the south,3,,8,60%., ,,,-4.7,9.8,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,6,,,,
18.02.2020 14:00,9.0,771.4,772.6,-2.1,27,Wind blowing from the south-southwest,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,9.6,,,,,,30.0,-9.0,No precipitation,12,,,,
18.02.2020 11:00,7.4,773.5,774.8,,40,Wind blowing from the south-west,3,,7,no clouds, ,,,-4.7,7.4,,,,,,23.0,-5.3,No precipitation,6,,,,
18.02.2020 08:00,-1.2,773.7,775.0,0.5,89,Wind blowing from the south,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,7.3,,,,,,6.0,-2.8,No precipitation,12,,,,
18.02.2020 05:00,-4.7,773.2,774.6,,85,Wind blowing from the south-southeast,1,,,no clouds, ,,,-4.7,7.3,,,,,,14.0,-6.8,No precipitation,6,,,,
18.02.2020 02:00,-2.3,773.0,774.4,-0.6,75,Wind blowing from the north,0,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.3,,,,,,23.0,-6.1,No precipitation,12,,,,
17.02.2020 23:00,0.7,773.6,775.0,,59,Wind blowing from the west,1,,12,no clouds, ,,,-2.8,7.3,,,,,,29.0,-6.6,No precipitation,6,,,,
17.02.2020 20:00,2.9,773.1,774.4,,39,Wind blowing from the west-northwest,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.3,,,,,,30.0,-9.7,No precipitation,12,,,,
17.02.2020 17:00,6.3,771.8,773.2,,29,Wind blowing from the west-northwest,5,,12,no clouds, ,,,-2.8,7.3,,,,,,30.0,-10.4,No precipitation,6,,,,
17.02.2020 14:00,6.5,771.8,773.1,-1.1,34,Wind blowing from the west-northwest,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.6,,,,,,30.0,-8.2,No precipitation,12,,,,
17.02.2020 11:00,4.4,772.9,774.3,,44,Wind blowing from the north-west,5,,11,no clouds, ,,,-2.8,4.4,,,,,,30.0,-6.8,No precipitation,6,,,,
17.02.2020 08:00,-1.1,772.5,773.8,,68,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,,,,,,,18.0,-6.4,No precipitation,12,,,,
17.02.2020 05:00,-1.8,771.4,772.8,,62,Wind blowing from the west,2,,8,no clouds, ,,,-4.0,3.4,,,,,,27.0,-8.3,No precipitation,6,,,,
17.02.2020 02:00,-1.2,771.5,772.9,0.0,66,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,3.4,,,,,,30.0,-6.9,No precipitation,12,,,,
16.02.2020 23:00,-0.6,771.5,772.9,,56,Wind blowing from the west,2,,,no clouds, ,,,-4.0,3.4,,,,,,30.0,-8.3,No precipitation,6,,,,
16.02.2020 20:00,0.2,771.4,772.7,1.2,52,Wind blowing from the north-west,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,3.4,,,,,,30.0,-8.5,No precipitation,12,,,,
16.02.2020 17:00,2.8,770.2,771.5,,45,Wind blowing from the north-west,5,,13,no clouds, ,,,-4.0,3.4,,,,,,30.0,-8.0,No precipitation,6,,,,
16.02.2020 14:00,2.4,769.6,770.9,-1.5,47,Wind blowing from the north-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,2.6,,,,,,30.0,-8.0,No precipitation,12,,,,
16.02.2020 11:00,0.6,771.1,772.4,,58,Wind blowing from the west,4,,,10%  or less  but not 0, ,,,-4.0,0.6,,,2500 or more  or no clouds.,,,20.0,-6.9,No precipitation,6,,,,
16.02.2020 08:00,-2.5,771.3,772.6,0.9,67,Wind blowing from the west,4,,8,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,,,,2500 or more  or no clouds.,,,19.0,-7.8,1.0,12,,,,
16.02.2020 05:00,-3.7,770.4,771.7,,74,Wind blowing from the west,2,,,,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.3,,,,,,22.0,-7.7,No precipitation,6,,,,
16.02.2020 02:00,-2.8,771.0,772.3,0.3,69,Wind blowing from the west-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,,,,,,,17.0,-7.7,10.0,12,,,,
15.02.2020 23:00,-1.5,770.7,772.0,,85,Wind blowing from the west-northwest,3,,,90  or more  but not 100%, ,,,-2.1,,,,,,,11.0,-3.8,5.0,6,,,,
15.02.2020 20:00,-2.0,770.5,771.8,1.5,95,Wind blowing from the north-west,4,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.0,,,,2500 or more  or no clouds.,,,1.1,-2.7,11.0,12,,,,
15.02.2020 17:00,-0.5,769.0,770.4,,96,Wind blowing from the north-west,4,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.6,,,,300-600,,,1.8,-1.1,7.0,6,,,,
15.02.2020 14:00,-0.6,769.0,770.3,-0.6,90,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-0.6,13.3,,,300-600,,,4.6,-2.0,3.0,12,,,,
15.02.2020 11:00,0.3,769.6,770.8,,88,Wind blowing from the north-northwest,6,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,0.3,13.3,,,300-600,,,9.0,-1.5,0.9,6,,,,
15.02.2020 08:00,2.4,767.8,769.0,2.4,94,Wind blowing from the north-northwest,6,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.3,,,200-300,,,8.0,1.5,2.0,12,,,,
15.02.2020 05:00,3.3,765.4,766.6,,92,Wind blowing from the north,9,,15,100%.,Rain (not freezing) not falling as shower(s). ,,,3.3,13.3,,,200-300,,,11.0,2.1,2.0,6,,,,
15.02.2020 02:00,11.0,763.1,764.4,0.1,99,Wind blowing from the north,5,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.0,13.3,,,100-200,,,1.0,10.8,1.0,12,,,,
14.02.2020 23:00,12.3,763.0,764.3,,98,Wind blowing from the north,2,,7,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,11.9,13.3,,,50-100,,,0.2,12.0,No precipitation,6,,,,
14.02.2020 20:00,12.3,762.5,763.8,1.6,98,Wind blowing from the east-southeast,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,13.3,,,1000-1500,,,2.0,12.0,Trace of precipitation,12,,,,
14.02.2020 17:00,13.0,760.9,762.2,,94,Wind blowing from the east-southeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,1000-1500,,,6.0,12.1,No precipitation,6,,,,
14.02.2020 14:00,12.9,759.8,761.1,-1.4,92,Wind blowing from the south-east,3,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,1000-1500,,,8.0,11.6,Trace of precipitation,12,,,,
14.02.2020 11:00,12.3,761.2,762.4,,96,Wind blowing from the east-southeast,3,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,1000-1500,,,4.0,11.7,No precipitation,6,,,,
14.02.2020 08:00,12.2,760.8,762.1,1.7,98,Wind blowing from the south-east,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,,,,100-200,,,2.2,11.9,Trace of precipitation,12,,,,
14.02.2020 05:00,12.5,759.1,760.4,,99,Wind blowing from the south-southeast,3,,10,100%.,Fog or ice fog. ,,,,17.7,,,100-200,,,1.0,12.3,No precipitation,6,,,,
14.02.2020 02:00,12.6,759.8,761.0,-0.3,94,Wind blowing from the south-southeast,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,17.7,,,100-200,,,2.3,11.7,No precipitation,12,,,,
13.02.2020 23:00,12.7,760.1,761.4,,91,Wind blowing from the south-east,3,,10,100%.,Mist. ,,,,17.7,,,200-300,,,2.9,11.3,No precipitation,6,,,,
13.02.2020 20:00,13.1,759.9,761.2,0.9,88,Wind blowing from the south-southeast,6,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,17.7,,,600-1000,,,3.7,11.2,No precipitation,12,,,,
13.02.2020 17:00,14.8,759.0,760.3,,78,Wind blowing from the south-east,6,,8,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,17.7,,,2500 or more  or no clouds.,,,7.0,11.0,No precipitation,6,,,,
13.02.2020 14:00,17.2,758.9,760.2,-2.6,66,Wind blowing from the south-east,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,17.7,,,2500 or more  or no clouds.,,,10.0,10.8,No precipitation,12,,,,
13.02.2020 11:00,14.4,761.5,762.7,,77,Wind blowing from the south-southeast,4,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,14.5,,,2500 or more  or no clouds.,,,6.0,10.4,No precipitation,6,,,,
13.02.2020 08:00,5.4,761.6,762.9,0.4,99,Wind blowing from the south-east,2,,,no clouds,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,,,,,,,0.5,5.3,No precipitation,12,,,,
13.02.2020 05:00,6.4,761.2,762.4,,95,Wind blowing from the south-east,2,,,no clouds,Mist. ,,,4.9,14.3,,,,,,1.2,5.7,No precipitation,6,,,,
13.02.2020 02:00,8.3,761.9,763.2,-0.4,89,Wind blowing from the south-southeast,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,14.3,,,,,,4.8,6.6,No precipitation,12,,,,
12.02.2020 23:00,5.3,762.3,763.6,,98,Wind blowing from the south-east,1,,6,no clouds,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,4.9,14.3,,,,,,0.5,5.0,No precipitation,6,,,,
12.02.2020 20:00,6.8,762.2,763.5,0.3,96,Wind blowing from the south-southeast,1,,6,no clouds,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,14.3,,,,,,0.2,6.2,No precipitation,12,,,,
12.02.2020 17:00,10.6,761.9,763.2,,85,Wind blowing from the south-southwest,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,14.3,,,,,,6.0,8.2,No precipitation,6,,,,
12.02.2020 14:00,13.6,761.8,763.1,-1.5,69,Wind blowing from the west-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.9,,,600-1000,,,8.0,8.0,No precipitation,12,,,,
12.02.2020 11:00,10.7,763.3,764.6,,80,Wind blowing from the west,3,,5,70 – 80%., ,,,7.0,10.7,,,300-600,,,9.0,7.4,No precipitation,6,,,,
12.02.2020 08:00,7.2,763.2,764.5,1.0,97,Wind blowing from the west,2,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,8.8,,,2500 or more  or no clouds.,,,3.4,6.8,No precipitation,12,,,,
12.02.2020 05:00,7.7,762.2,763.5,,96,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,,,6.6,8.8,,,100-200,,,3.4,7.1,No precipitation,6,,,,
12.02.2020 02:00,8.0,762.7,763.9,,98,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.8,,,100-200,,,1.2,7.7,No precipitation,6,,,,
11.02.2020 23:00,8.3,763.0,764.3,,97,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,,,,,,,300-600,,,3.8,7.9,No precipitation,6,,,,
11.02.2020 20:00,8.5,763.3,764.5,0.3,98,Wind blowing from the north,0,,7,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,,,,,2500 or more  or no clouds.,,,0.4,8.2,3.0,12,,,,
11.02.2020 17:00,8.6,763.0,764.2,,97,Wind blowing from the south,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.6,,,,200-300,,,1.6,8.2,0.5,6,,,,
11.02.2020 14:00,8.4,763.4,764.7,-2.0,95,Wind blowing from the south-east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.6,,,,200-300,,,3.9,7.6,3.0,12,,,,
11.02.2020 11:00,8.1,765.4,766.6,,94,Wind blowing from the east,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.6,,,,200-300,,,2.3,7.2,3.0,6,,,,
11.02.2020 08:00,8.3,765.7,766.9,0.9,74,Wind blowing from the south-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,5.0,3.9,0.1,12,,,,
11.02.2020 05:00,7.4,764.8,766.1,,64,Wind blowing from the east-southeast,1,,5,100%., ,,,2.5,16.4,,,2500 or more  or no clouds.,,,10.0,1.0,No precipitation,6,,,,
11.02.2020 02:00,7.5,765.5,766.8,-0.6,62,Wind blowing from the south-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,16.4,,,2500 or more  or no clouds.,,,10.0,0.7,No precipitation,12,,,,
10.02.2020 23:00,9.5,766.1,767.4,,55,Wind blowing from the south-southeast,3,,7,90  or more  but not 100%, ,,,2.5,16.4,,,2500 or more  or no clouds.,,,10.0,0.9,No precipitation,6,,,,
10.02.2020 20:00,9.2,765.5,766.8,0.4,54,Wind blowing from the south-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,16.4,,,,,,10.0,0.4,No precipitation,12,,,,
10.02.2020 17:00,13.9,765.1,766.4,,41,Wind blowing from the south,2,,7,no clouds, ,,,2.5,16.4,,,,,,15.0,0.9,No precipitation,6,,,,
10.02.2020 14:00,16.0,765.5,766.8,-1.7,32,Wind blowing from the south-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,16.0,,,,,,17.0,-0.7,No precipitation,12,,,,
10.02.2020 11:00,12.2,767.2,768.4,,56,Wind blowing from the south-west,3,,5,20–30%., ,,,2.5,12.3,,,2500 or more  or no clouds.,,,10.0,3.7,No precipitation,6,,,,
10.02.2020 08:00,3.2,767.5,768.7,0.6,91,Wind blowing from the south,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,2500 or more  or no clouds.,,,4.9,1.9,No precipitation,12,,,,
10.02.2020 05:00,2.9,766.9,768.1,,91,Wind blowing from the south-southwest,2,,5,no clouds,Mist. ,,,-2.4,10.8,,,,,,5.0,1.6,No precipitation,6,,,,
10.02.2020 02:00,3.9,767.7,769.0,-0.6,88,Wind blowing from the south,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.8,,,,,,4.9,2.1,No precipitation,12,,,,
09.02.2020 23:00,4.9,768.3,769.6,,87,Wind blowing from the south-southwest,2,,8,no clouds,Mist. ,,,-2.4,10.8,,,,,,3.9,2.9,No precipitation,6,,,,
09.02.2020 20:00,4.8,768.0,769.3,-0.3,86,Wind blowing from the south-southwest,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.8,,,,,,2.4,2.7,No precipitation,12,,,,
09.02.2020 17:00,9.4,768.3,769.6,,67,Wind blowing from the south-southwest,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.8,,,,,,6.0,3.6,No precipitation,6,,,,
09.02.2020 14:00,10.5,769.5,770.8,-2.7,64,Wind blowing from the west-southwest,4,,8,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.5,,,,,,5.0,3.8,No precipitation,12,,,,
09.02.2020 11:00,7.4,772.2,773.5,,70,Wind blowing from the west-southwest,5,,7,20–30%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,8.6,,,600-1000,,,6.0,2.3,No precipitation,6,,,,
09.02.2020 08:00,-0.3,772.3,773.7,,98,Wind blowing from the south-west,1,,3,no clouds,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,8.6,,,,,,0.2,-0.6,No precipitation,12,,,,
09.02.2020 05:00,-0.9,772.8,774.1,,98,Wind blowing from the west,1,,3,no clouds,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-1.9,8.6,,,,,,0.2,-1.2,No precipitation,6,,,,
09.02.2020 02:00,-0.3,773.4,774.7,-0.2,96,Wind blowing from the west-southwest,1,,4,no clouds,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,8.6,,,,,,0.2,-0.9,No precipitation,12,,,,
08.02.2020 23:00,1.1,773.6,774.9,,94,Wind blowing from the south-west,1,,7,no clouds,Mist. ,,,1.0,8.6,,,,,,1.8,0.2,No precipitation,6,,,,
08.02.2020 20:00,3.7,773.5,774.8,,79,Wind blowing from the south-west,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,8.6,,,,,,4.6,0.4,No precipitation,12,,,,
08.02.2020 17:00,7.5,772.9,774.2,,59,Wind blowing from the west,2,,7,10%  or less  but not 0, ,,,3.8,8.6,,,2500 or more  or no clouds.,,,8.0,0.0,No precipitation,6,,,,
08.02.2020 14:00,8.0,772.8,774.1,-1.6,58,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,8.0,,,2500 or more  or no clouds.,,,9.0,0.2,No precipitation,12,,,,
08.02.2020 11:00,5.7,774.4,775.6,,68,Wind blowing from the north-northwest,2,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,8.3,,,2500 or more  or no clouds.,,,6.0,0.1,No precipitation,6,,,,
08.02.2020 08:00,3.9,773.6,774.9,0.7,81,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,8.3,,,1000-1500,,,5.0,0.9,No precipitation,12,,,,
08.02.2020 05:00,4.4,772.9,774.2,,79,Wind blowing from the north-northwest,1,,3,100%.,Haze. ,,,,8.3,,,1000-1500,,,6.0,1.1,No precipitation,6,,,,
08.02.2020 02:00,5.0,772.9,774.1,0.3,83,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,8.3,,,1000-1500,,,8.0,2.4,No precipitation,12,,,,
07.02.2020 23:00,5.3,772.6,773.8,,80,Wind blowing from the north-west,1,,4,100%.,Mist. ,,,,8.3,,,1000-1500,,,6.0,2.1,No precipitation,6,,,,
07.02.2020 20:00,5.7,772.3,773.5,,79,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,8.3,,,1000-1500,,,6.0,2.3,No precipitation,12,,,,
07.02.2020 17:00,6.7,771.4,772.7,,73,Wind blowing from the west,2,,4,100%., ,,,0.3,8.3,,,1000-1500,,,11.0,2.2,No precipitation,6,,,,
07.02.2020 14:00,7.6,771.2,772.5,-1.7,62,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,8.3,,,1000-1500,,,16.0,0.8,No precipitation,12,,,,
07.02.2020 11:00,7.2,772.9,774.1,,70,Wind blowing from the east,2,,4,70 – 80%., ,,,0.3,7.2,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,13.0,2.1,No precipitation,6,,,,
07.02.2020 08:00,1.2,772.7,774.1,0.8,95,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,5.3,,,2000-2500,,,7.0,0.5,No precipitation,12,,,,
07.02.2020 05:00,0.9,771.9,773.2,,95,Wind blowing from the north-east,2,,8,100%., ,,,0.3,5.3,,,2000-2500,,,8.0,0.2,No precipitation,6,,,,
