Local time in Tonghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 17:00,-7.5,754.8,765.7,,72,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%, ,,,-20.0,-6.2,,,1500-2000,,,13.0,-11.8,No precipitation,6,,,,
18.02.2020 14:00,-7.2,753.9,764.8,-1.6,58,Wind blowing from the north-west,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-6.7,,,1500-2000,,,15.0,-14.1,No precipitation,12,,,,
18.02.2020 11:00,-10.0,755.5,766.6,,61,Wind blowing from the south-west,5,,6,100%., ,,,-20.0,-9.6,,,2500 or more  or no clouds.,,,16.0,-16.1,No precipitation,6,,,,
18.02.2020 08:00,-19.5,756.8,768.0,0.6,73,Wind blowing from the north,1,,11,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-9.6,,,1500-2000,,,5.0,-23.1,No precipitation,12,,,,
18.02.2020 05:00,-18.7,756.2,767.3,,77,Wind blowing from the south-southwest,3,,11,, ,,,-20.0,-9.6,,,,,,18.0,-21.7,No precipitation,6,,,,
18.02.2020 02:00,-17.7,755.8,766.8,0.6,74,Wind blowing from the south-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-9.6,,,2500 or more  or no clouds.,,,19.0,-21.2,No precipitation,12,,,,
17.02.2020 23:00,-17.0,755.2,766.3,,74,Wind blowing from the west-southwest,4,,,, ,,,-19.3,-9.6,,,,,,25.0,-20.5,No precipitation,6,,,,
17.02.2020 20:00,-14.2,754.9,766.0,,66,Wind blowing from the west,8,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-9.6,,,,,,29.0,-19.2,No precipitation,12,,,,
17.02.2020 17:00,-12.3,753.6,764.6,,63,Wind blowing from the west,8,,,no clouds, ,,,-19.3,-9.6,,,,,,25.0,-17.9,No precipitation,6,,,,
17.02.2020 14:00,-10.6,753.0,763.9,-1.0,59,Wind blowing from the west,9,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.5,,,,,,25.0,-17.1,No precipitation,12,,,,
17.02.2020 11:00,-13.6,754.0,765.1,,62,Wind blowing from the west,7,,9,no clouds, ,,,-19.3,-10.5,,,,,,21.0,-19.3,No precipitation,6,,,,
17.02.2020 08:00,-18.3,755.1,766.2,,67,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.5,,,,,,21.0,-22.9,No precipitation,12,,,,
17.02.2020 05:00,-17.4,755.2,766.2,,70,Wind blowing from the west-southwest,1,,8,, ,,,-17.4,-10.5,,,,,,30.0,-21.6,No precipitation,6,,,,
17.02.2020 02:00,-16.8,755.3,766.3,-0.7,75,Wind blowing from the west-southwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-10.5,,,2500 or more  or no clouds.,,,29.0,-20.3,No precipitation,12,,,,
16.02.2020 23:00,-15.3,756.0,767.0,,63,Wind blowing from the south-east,1,,,, ,,,-19.8,-10.5,,,,,,17.0,-20.8,No precipitation,6,,,,
16.02.2020 20:00,-13.3,757.3,768.4,0.4,56,Wind blowing from the east-northeast,3,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-10.5,,,2500 or more  or no clouds.,,,15.0,-20.2,No precipitation,12,,,,
16.02.2020 17:00,-11.2,756.9,767.9,,45,Wind blowing from the east-northeast,4,,10,60%., ,,,-19.8,-10.5,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,6,,,,
16.02.2020 14:00,-10.7,756.2,767.2,-1.1,46,Wind blowing from the east,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-8.2,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
16.02.2020 11:00,-12.3,757.3,768.4,,50,Wind blowing from the east,6,,10,no clouds, ,,,-19.8,-8.1,,,,,,30.0,-20.6,No precipitation,6,,,,
16.02.2020 08:00,-15.3,758.5,769.6,0.6,56,Wind blowing from the east,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-8.1,,,2500 or more  or no clouds.,,,12.0,-22.1,No precipitation,12,,,,
16.02.2020 05:00,-15.5,757.9,769.0,,59,Wind blowing from the east-northeast,3,,7,, ,,,-24.9,-8.1,,,,,,30.0,-21.7,No precipitation,6,,,,
16.02.2020 02:00,-13.3,758.8,769.8,-0.7,55,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-8.1,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
15.02.2020 23:00,-19.1,759.5,770.7,,78,Wind blowing from the north-northeast,1,,,,Haze. ,,,-24.9,-8.1,,,,,,6.0,-22.0,No precipitation,6,,,,
15.02.2020 20:00,-14.8,759.7,770.9,0.5,74,Wind blowing from the north-northeast,1,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-8.1,,,2500 or more  or no clouds.,,,6.0,-18.4,No precipitation,12,,,,
15.02.2020 17:00,-11.9,759.2,770.5,,70,Wind blowing from the west-southwest,2,,8,40%., ,,,-24.9,-8.1,,,2500 or more  or no clouds.,,,22.0,-16.4,No precipitation,6,,,,
15.02.2020 14:00,-8.2,760.7,771.8,-2.0,52,Wind blowing from the west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-8.1,,,,,,30.0,-16.5,No precipitation,12,,,,
15.02.2020 11:00,-13.1,762.7,773.9,,64,Wind blowing from the south-west,3,,5,no clouds, ,,,-24.9,-10.9,,,,,,17.0,-18.5,No precipitation,6,,,,
15.02.2020 08:00,-22.0,764.0,775.3,-0.6,78,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-10.9,,,,,,14.0,-24.8,No precipitation,12,,,,
15.02.2020 05:00,-23.5,764.6,775.9,,75,Wind blowing from the north,2,,11,, ,,,-23.5,-10.9,,,,,,18.0,-26.7,No precipitation,6,,,,
15.02.2020 02:00,-19.6,764.9,776.2,0.0,76,Wind blowing from the south-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-7.5,,,2500 or more  or no clouds.,,,17.0,-22.8,No precipitation,12,,,,
14.02.2020 23:00,-17.2,764.9,776.1,,69,Wind blowing from the south-west,2,,13,, ,,,-17.4,-6.6,,,,,,21.0,-21.5,No precipitation,6,,,,
14.02.2020 20:00,-15.3,765.1,776.3,1.8,63,Wind blowing from the west,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-5.3,,,,,,30.0,-20.9,Trace of precipitation,12,,,,
14.02.2020 17:00,-12.8,763.3,774.4,,58,Wind blowing from the west,7,,,no clouds, ,,,-14.6,,,,,,,30.0,-19.5,No precipitation,6,,,,
14.02.2020 14:00,-11.1,762.7,773.6,0.0,62,Wind blowing from the west,8,,12,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.3,,,2500 or more  or no clouds.,,,30.0,-17.1,Trace of precipitation,12,,,,
14.02.2020 11:00,-12.9,762.7,773.6,,62,Wind blowing from the west,6,,,60%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.6,-3.7,,,1500-2000,,,30.0,-18.7,Trace of precipitation,6,,,,
14.02.2020 08:00,-14.2,762.4,773.3,2.1,73,Wind blowing from the west,7,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-2.7,,,2500 or more  or no clouds.,,,7.0,-18.1,Trace of precipitation,12,,,,
14.02.2020 05:00,-11.8,760.3,771.1,,74,Wind blowing from the west,6,,,,Snow not falling as shower(s). ,,,-11.8,-0.4,,,,,,30.0,-15.5,No precipitation,6,,,,
14.02.2020 02:00,-7.5,758.5,769.2,,83,Wind blowing from the west,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,,,,2500 or more  or no clouds.,,,28.0,-10.0,0.2,12,,,,
13.02.2020 23:00,-6.6,756.1,766.7,,75,Wind blowing from the east,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-6.6,,,,,,,19.0,-10.3,0.1,6,,,,
13.02.2020 20:00,-5.6,754.0,764.5,2.1,75,Wind blowing from the east-northeast,4,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.0,0.3,,,2500 or more  or no clouds.,,,24.0,-9.3,1.0,12,,,,
13.02.2020 17:00,-5.8,751.9,762.4,,73,Wind blowing from the east,7,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.0,0.5,,,2500 or more  or no clouds.,,,14.0,-9.9,1.0,6,,,,
13.02.2020 14:00,-5.6,751.3,761.8,0.0,78,Wind blowing from the east-northeast,7,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,3.1,,,2500 or more  or no clouds.,,,5.0,-8.8,0.9,12,,,,
13.02.2020 11:00,-3.7,751.3,761.8,,60,Wind blowing from the east-northeast,7,,13,100%., ,,,-3.7,3.8,,,2500 or more  or no clouds.,,,16.0,-10.5,No precipitation,6,,,,
13.02.2020 08:00,-2.7,751.3,761.8,1.2,73,Wind blowing from the east-northeast,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,3.8,,,2500 or more  or no clouds.,,,7.0,-7.0,No precipitation,12,,,,
13.02.2020 05:00,-0.4,750.1,760.4,,80,Wind blowing from the east,7,,10,,Haze. ,,,,3.8,,,,,,6.0,-3.4,No precipitation,6,,,,
13.02.2020 02:00,-0.3,750.4,760.7,,94,Wind blowing from the east-northeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.8,,,2500 or more  or no clouds.,,,2.6,-1.1,No precipitation,12,,,,
12.02.2020 23:00,-2.3,750.5,760.9,,95,Wind blowing from the north,1,,,,Mist. ,,,-10.5,3.8,,,,,,1.6,-3.0,No precipitation,6,,,,
12.02.2020 20:00,-0.3,750.5,760.9,0.1,92,Wind blowing from the west-southwest,2,,11,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.8,,,2500 or more  or no clouds.,,,2.7,-1.4,No precipitation,12,,,,
12.02.2020 17:00,0.5,750.4,760.9,,90,Wind blowing from the west-southwest,4,,11,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,3.8,,,2500 or more  or no clouds.,,,3.5,-0.9,No precipitation,6,,,,
12.02.2020 14:00,3.1,749.8,760.3,0.3,78,Wind blowing from the west,6,,11,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,3.8,,,2500 or more  or no clouds.,,,5.0,-0.4,No precipitation,12,,,,
12.02.2020 11:00,3.6,749.5,760.0,,75,Wind blowing from the west,7,,9,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,3.8,,,2500 or more  or no clouds.,,,6.0,-0.4,No precipitation,6,,,,
12.02.2020 08:00,0.0,748.9,759.4,1.3,81,Wind blowing from the west-southwest,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,1.3,,,,,,3.8,-2.9,No precipitation,12,,,,
12.02.2020 05:00,-6.8,747.6,758.2,,89,Wind blowing from the south-west,2,,4,,Mist. ,,,,-4.2,,,,,,5.0,-8.3,No precipitation,6,,,,
12.02.2020 02:00,-8.9,747.6,758.2,,84,Wind blowing from the east-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.9,,,,,,5.0,-11.1,No precipitation,6,,,,
11.02.2020 23:00,-10.5,747.9,758.7,,82,Wind blowing from the north-northwest,1,,,,Mist. ,,,,-5.9,,,,,,4.5,-13.0,No precipitation,6,,,,
11.02.2020 20:00,-9.5,748.6,759.5,-1.0,75,Wind blowing from the north-northeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-5.9,,,,,,3.6,-13.1,No precipitation,12,,,,
11.02.2020 17:00,-7.5,749.6,760.6,,72,Wind blowing from the north-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-5.9,,,,,,5.0,-11.7,No precipitation,6,,,,
11.02.2020 14:00,-7.0,751.3,762.2,-2.5,63,Wind blowing from the east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-7.0,,,2500 or more  or no clouds.,,,12.0,-13.0,No precipitation,12,,,,
11.02.2020 11:00,-11.9,753.8,764.8,,76,Wind blowing from the west-southwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-9.8,,,2500 or more  or no clouds.,,,3.6,-15.3,No precipitation,6,,,,
11.02.2020 08:00,-20.9,755.2,766.5,-0.6,83,Wind blowing from the west-northwest,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-9.8,,,,,,2.5,-23.0,No precipitation,12,,,,
11.02.2020 05:00,-23.5,755.8,766.9,,79,Wind blowing from the north,1,,3,, ,,,-23.5,-9.8,,,,,,9.0,-26.1,No precipitation,6,,,,
11.02.2020 02:00,-20.6,757.0,768.1,-1.1,81,Wind blowing from the north-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-9.8,,,2500 or more  or no clouds.,,,4.8,-23.1,No precipitation,12,,,,
10.02.2020 23:00,-17.2,758.1,769.2,,83,Wind blowing from the east-northeast,1,,,, ,,,-17.7,-9.8,,,,,,9.0,-19.4,No precipitation,6,,,,
10.02.2020 20:00,-16.5,758.7,769.9,0.5,83,Wind blowing from the north-east,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-9.8,,,,,,2.0,-18.7,No precipitation,12,,,,
10.02.2020 17:00,-12.7,758.2,769.3,,71,Wind blowing from the south,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-9.8,,,,,,5.0,-16.9,No precipitation,6,,,,
10.02.2020 14:00,-10.1,758.5,769.4,-0.6,64,Wind blowing from the south-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-8.3,,,,,,14.0,-15.6,No precipitation,12,,,,
10.02.2020 11:00,-12.6,759.1,770.0,,68,Wind blowing from the east,3,,10,no clouds, ,,,-15.1,-8.3,,,,,,10.0,-17.3,No precipitation,6,,,,
10.02.2020 08:00,-14.9,758.3,769.3,1.6,77,Wind blowing from the east,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-8.3,,,,,,10.0,-18.0,Trace of precipitation,12,,,,
10.02.2020 05:00,-14.3,756.7,767.6,,78,Wind blowing from the east,4,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,-17.4,-8.3,,,,,,13.0,-17.4,No precipitation,6,,,,
10.02.2020 02:00,-12.3,755.4,766.3,1.2,74,Wind blowing from the east,5,,11,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.3,,,2500 or more  or no clouds.,,,18.0,-16.0,0.1,12,,,,
09.02.2020 23:00,-11.0,754.2,765.1,,78,Wind blowing from the east-northeast,5,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-8.3,,,,,,14.0,-14.2,0.1,6,,,,
09.02.2020 20:00,-10.5,752.8,763.7,0.5,79,Wind blowing from the east-northeast,6,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.3,,,2500 or more  or no clouds.,,,12.0,-13.4,0.1,12,,,,
09.02.2020 17:00,-10.2,752.3,763.3,,80,Wind blowing from the east-northeast,5,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.3,,,,,,6.0,-13.0,No precipitation,6,,,,
09.02.2020 14:00,-8.5,751.8,762.7,-2.7,50,Wind blowing from the east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-8.5,,,2500 or more  or no clouds.,,,20.0,-17.1,No precipitation,12,,,,
09.02.2020 11:00,-10.8,754.5,765.5,,50,Wind blowing from the east,3,,,no clouds, ,,,-19.1,-10.8,,,,,,17.0,-19.4,No precipitation,6,,,,
09.02.2020 08:00,-15.4,756.4,767.5,,56,Wind blowing from the south-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.5,,,2500 or more  or no clouds.,,,9.0,-22.2,No precipitation,12,,,,
09.02.2020 05:00,-17.5,757.7,768.9,,71,Wind blowing from the east-northeast,1,,7,,Haze. ,,,,-13.5,,,,,,7.0,-21.5,No precipitation,6,,,,
09.02.2020 02:00,-18.5,759.6,770.8,-1.9,67,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-13.5,,,2500 or more  or no clouds.,,,9.0,-23.1,No precipitation,12,,,,
08.02.2020 23:00,-18.7,761.5,772.8,,68,Wind blowing from the south,3,,,,Haze. ,,,,-13.5,,,,,,6.0,-23.1,No precipitation,6,,,,
08.02.2020 20:00,-16.9,762.5,774.0,,63,Wind blowing from the south-west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-13.5,,,,,,7.0,-22.3,No precipitation,12,,,,
08.02.2020 17:00,-16.7,762.7,774.2,,63,Wind blowing from the west-southwest,5,,11,no clouds, ,,,-26.8,-13.5,,,,,,8.0,-22.1,No precipitation,6,,,,
08.02.2020 14:00,-13.7,762.7,774.0,-1.2,56,Wind blowing from the west,7,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-12.1,,,,,,13.0,-20.6,No precipitation,12,,,,
08.02.2020 11:00,-17.2,763.9,775.3,,74,Wind blowing from the west-southwest,5,,8,no clouds, ,,,-26.8,-12.1,,,,,,4.9,-20.7,No precipitation,6,,,,
08.02.2020 08:00,-25.9,763.9,775.3,,78,Wind blowing from the north-northwest,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-12.1,,,,,,3.4,-28.6,No precipitation,12,,,,
08.02.2020 05:00,-25.0,762.4,773.8,,80,Wind blowing from the south-southwest,2,,,,Mist. ,,,-26.9,-12.1,,,,,,3.6,-27.4,No precipitation,6,,,,
08.02.2020 02:00,-21.4,761.3,772.6,0.5,81,Wind blowing from the west,5,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-12.1,,,2500 or more  or no clouds.,,,3.6,-23.8,No precipitation,12,,,,
07.02.2020 23:00,-20.3,760.8,772.1,,78,Wind blowing from the west,5,,,,Haze. ,,,-27.8,-12.1,,,,,,4.3,-23.1,No precipitation,6,,,,
07.02.2020 20:00,-17.9,759.8,771.3,,72,Wind blowing from the west,6,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-12.1,,,,,,5.0,-21.7,No precipitation,12,,,,
07.02.2020 17:00,-14.7,758.8,770.2,,63,Wind blowing from the west,8,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-12.1,,,,,,6.0,-20.2,No precipitation,6,,,,
07.02.2020 14:00,-12.3,758.6,769.9,-1.0,58,Wind blowing from the west-southwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-12.2,,,,,,10.0,-18.9,No precipitation,12,,,,
07.02.2020 11:00,-17.0,759.6,771.0,,65,Wind blowing from the west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-15.1,,,,,,6.0,-22.0,No precipitation,6,,,,
07.02.2020 08:00,-26.5,760.0,771.6,,74,Wind blowing from the north-west,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-15.1,,,,,,6.0,-29.7,No precipitation,12,,,,
07.02.2020 05:00,-26.2,759.4,770.8,,76,Wind blowing from the south-southwest,2,,4,, ,,,-27.8,-15.1,,,,,,10.0,-29.2,No precipitation,6,,,,
07.02.2020 02:00,-26.7,759.5,770.9,-0.3,79,Wind blowing from the south-west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-15.1,,,2500 or more  or no clouds.,,,11.0,-29.2,No precipitation,12,,,,
06.02.2020 23:00,-25.0,759.8,771.3,,76,Wind blowing from the north-northwest,1,,,, ,,,-27.0,-15.1,,,,,,7.0,-28.0,No precipitation,6,,,,
06.02.2020 20:00,-21.5,760.9,772.4,-0.9,72,Wind blowing from the north-northwest,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-15.1,,,,,,4.8,-25.2,No precipitation,12,,,,
06.02.2020 17:00,-16.9,761.8,773.3,,59,Wind blowing from the north,1,,7,no clouds, ,,,-27.0,-15.1,,,,,,17.0,-23.0,No precipitation,6,,,,
06.02.2020 14:00,-15.9,763.6,775.1,-2.4,54,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-15.9,,,,,,13.0,-23.1,No precipitation,12,,,,
06.02.2020 11:00,-18.8,766.0,777.6,,62,Wind blowing from the south-west,3,,5,no clouds, ,,,-27.0,-18.7,,,,,,10.0,-24.3,No precipitation,6,,,,
06.02.2020 08:00,-25.4,767.6,779.3,0.1,74,Wind blowing from the south-southwest,2,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-18.7,,,,,,5.0,-28.7,No precipitation,12,,,,
06.02.2020 05:00,-25.9,767.5,779.2,,77,Wind blowing from the south,2,,10,, ,,,-30.3,-18.7,,,,,,10.0,-28.7,No precipitation,6,,,,
06.02.2020 02:00,-26.0,768.1,779.7,0.3,79,Wind blowing from the south,2,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-18.7,,,2500 or more  or no clouds.,,,7.0,-28.6,No precipitation,12,,,,
05.02.2020 23:00,-24.6,767.8,779.4,,74,Wind blowing from the west,3,,,, ,,,-30.3,-18.7,,,,,,8.0,-27.9,No precipitation,6,,,,
05.02.2020 20:00,-23.1,767.2,778.9,1.6,72,Wind blowing from the west,7,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-18.7,,,,,,12.0,-26.7,No precipitation,12,,,,
05.02.2020 17:00,-20.3,765.6,777.2,,68,Wind blowing from the west-southwest,7,,13,no clouds, ,,,-30.3,-18.7,,,,,,7.0,-24.7,No precipitation,6,,,,
05.02.2020 14:00,-19.3,764.5,776.1,,65,Wind blowing from the west,10,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-16.8,,,,,,14.0,-24.2,No precipitation,12,,,,
05.02.2020 11:00,-22.4,764.8,776.5,,67,Wind blowing from the west,7,,12,no clouds, ,,,-30.3,-16.4,,,,,,13.0,-26.9,No precipitation,6,,,,
