Local time in Dunhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,10.3,768.0,774.7,,43,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,22.0,-2.0,,,,,,
18.02.2020 08:00,4.3,768.4,775.3,0.8,76,Wind blowing from the north,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.8,,,2500 or more  or no clouds.,,,29.0,0.4,No precipitation,12,,,,
18.02.2020 05:00,3.6,767.6,774.4,,78,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,30.0,0.0,,,,,,
18.02.2020 02:00,4.0,768.0,774.7,-0.4,77,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.8,,,2500 or more  or no clouds.,,,30.0,0.3,No precipitation,12,,,,
17.02.2020 23:00,6.1,768.4,775.3,,63,Wind blowing from the west-southwest,2,,8,, ,,,3.7,12.8,,,,,,30.0,-0.4,No precipitation,6,,,,
17.02.2020 20:00,9.3,767.5,774.4,,39,Wind blowing from the east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.8,,,,,,30.0,-3.9,No precipitation,12,,,,
17.02.2020 17:00,12.0,767.4,774.1,,25,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,24.0,-7.4,,,,,,
17.02.2020 14:00,11.9,767.8,774.5,-2.1,25,Wind blowing from the east-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.1,,,,,,23.0,-7.5,No precipitation,12,,,,
17.02.2020 11:00,9.6,769.9,776.8,,38,Wind blowing from the north-east,3,,5,no clouds, ,,,3.7,9.6,,,,,,25.0,-4.0,No precipitation,6,,,,
17.02.2020 08:00,3.9,769.6,776.5,,86,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,9.0,,,2500 or more  or no clouds.,,,28.0,1.8,No precipitation,12,,,,
17.02.2020 05:00,4.0,768.4,775.3,,89,Wind blowing from the north-west,1,,6,, ,,,3.5,9.0,,,,,,28.0,2.4,No precipitation,6,,,,
17.02.2020 02:00,3.8,767.9,774.7,0.7,88,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,9.0,,,2500 or more  or no clouds.,,,28.0,2.0,No precipitation,12,,,,
16.02.2020 23:00,3.9,767.2,774.1,,88,Wind blowing from the north,1,,8,, ,,,3.5,9.0,,,,,,28.0,2.1,No precipitation,6,,,,
16.02.2020 20:00,6.1,766.8,773.6,1.3,71,Wind blowing from the north-west,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,9.0,,,2500 or more  or no clouds.,,,29.0,1.2,No precipitation,12,,,,
16.02.2020 17:00,8.2,765.5,772.3,,48,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,,,600-1000,,,28.0,-2.4,,,,,,
16.02.2020 14:00,7.2,765.9,772.7,-2.8,51,Wind blowing from the north-northwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,9.6,,,2500 or more  or no clouds.,,,25.0,-2.3,0.5,12,,,,
16.02.2020 11:00,4.9,768.7,775.6,,66,Wind blowing from the north-northeast,3,,9,100%., ,,,3.5,,,,1000-1500,,,30.0,-0.9,0.1,6,,,,
16.02.2020 08:00,3.7,768.2,775.0,2.0,82,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,,,,300-600,,,30.0,0.9,3.0,12,,,,
16.02.2020 05:00,3.9,766.2,773.0,,81,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,,,,30.0,0.9,0.5,6,,,,
16.02.2020 02:00,4.7,765.6,772.3,0.7,89,Wind blowing from the north-northeast,3,,12,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.7,16.5,,,2500 or more  or no clouds.,,,30.0,3.0,15.0,12,,,,
15.02.2020 23:00,5.6,764.9,771.6,,88,Wind blowing from the north-northeast,5,,12,, ,,,5.5,18.2,,,,,,22.0,3.8,7.0,6,,,,
15.02.2020 20:00,6.8,763.8,770.5,3.5,96,Wind blowing from the north-northwest,2,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,6.7,19.4,,,300-600,,,5.0,6.2,49.0,12,,,,
15.02.2020 17:00,8.3,760.3,766.9,,94,Wind blowing from the north,3,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.3,20.7,,,300-600,,,10.0,7.4,25.0,6,,,,
15.02.2020 14:00,9.6,756.4,763.0,1.3,98,Wind blowing from the north,3,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,9.6,23.8,,,300-600,,,9.0,9.3,49.0,12,,,,
15.02.2020 11:00,14.7,755.1,761.5,,93,Wind blowing from the north-northeast,7,,11,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Rain.,14.7,,,,300-600,,,4.0,13.6,32.0,6,,,,
15.02.2020 08:00,16.1,754.6,761.0,1.1,97,Wind blowing from the north-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,23.8,,,2500 or more  or no clouds.,,,5.0,15.6,13.0,12,,,,
15.02.2020 05:00,16.1,753.5,760.0,,94,Wind blowing from the north-west,1,,,, ,,,,,,,,,,20.0,15.1,,,,,,
15.02.2020 02:00,15.9,754.8,761.2,-0.4,95,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,23.8,,,2500 or more  or no clouds.,,,18.0,15.1,No precipitation,12,,,,
14.02.2020 23:00,18.2,755.2,761.7,,85,Wind blowing from the south-southeast,1,,7,, ,,,14.8,23.8,,,,,,21.0,15.6,No precipitation,6,,,,
14.02.2020 20:00,19.3,754.5,760.9,1.9,79,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,23.8,,,1500-2000,,,22.0,15.6,No precipitation,12,,,,
14.02.2020 17:00,20.8,752.6,759.1,,73,Wind blowing from the south,2,,7,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,23.8,,,,,,21.0,15.8,No precipitation,6,,,,
14.02.2020 14:00,23.1,751.7,758.1,-1.7,64,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,23.1,,,2500 or more  or no clouds.,,,18.0,15.9,No precipitation,12,,,,
14.02.2020 11:00,18.3,753.4,759.8,,85,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,14.8,21.8,,,1500-2000,,,18.0,15.7,No precipitation,6,,,,
14.02.2020 08:00,15.8,752.6,759.1,0.7,94,Wind blowing from the east-southeast,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,21.8,,,2500 or more  or no clouds.,,,14.0,14.8,No precipitation,12,,,,
14.02.2020 05:00,15.4,751.9,758.3,,95,Wind blowing from the east-southeast,0,,,, ,,,,,,,,,,16.0,14.6,,,,,,
14.02.2020 02:00,16.1,753.1,759.5,-0.6,93,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,21.8,,,2500 or more  or no clouds.,,,18.0,15.0,No precipitation,12,,,,
13.02.2020 23:00,17.6,753.7,760.1,,85,Wind blowing from the south-east,2,,6,, ,,,15.0,21.8,,,,,,19.0,15.1,No precipitation,6,,,,
13.02.2020 20:00,19.1,752.9,759.4,0.7,78,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,21.8,,,,,,21.0,15.2,0.1,12,,,,
13.02.2020 17:00,21.4,752.2,758.6,,68,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,21.0,15.3,,,,,,
13.02.2020 14:00,19.9,753.5,760.0,,73,Wind blowing from the south,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,21.2,,,600-1000,,,21.0,14.9,11.0,12,,,,
13.02.2020 11:00,17.0,755.4,761.8,,89,Wind blowing from the south-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,1000-1500,,,21.0,15.2,3.0,6,,,,
13.02.2020 08:00,15.2,755.4,761.8,0.8,98,Wind blowing from the south,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,21.2,,,300-600,,,2.8,14.9,11.0,12,,,,
13.02.2020 05:00,15.0,754.6,761.0,,98,Wind blowing from the east-southeast,3,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.9,21.2,,,,,,4.4,14.7,8.0,6,,,,
13.02.2020 02:00,15.6,755.4,761.8,-0.9,95,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,21.2,,,2500 or more  or no clouds.,,,11.0,14.8,No precipitation,12,,,,
12.02.2020 23:00,16.2,756.3,762.8,,95,Wind blowing from the west-northwest,1,,4,, ,,,10.9,21.2,,,,,,10.0,15.4,No precipitation,6,,,,
12.02.2020 20:00,17.7,755.8,762.4,0.6,83,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,21.2,,,2500 or more  or no clouds.,,,16.0,14.8,No precipitation,12,,,,
12.02.2020 17:00,21.1,755.2,761.6,,67,Wind blowing from the north,1,,,50%., ,,,,,,,2500 or more  or no clouds.,,,17.0,14.7,,,,,,
12.02.2020 14:00,19.4,756.7,763.2,-1.9,72,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,19.4,,,2500 or more  or no clouds.,,,11.0,14.2,0.5,12,,,,
12.02.2020 11:00,14.6,758.6,765.2,,84,Wind blowing from the east-southeast,1,,3,100%., ,,,10.9,14.6,,,1500-2000,,,10.0,11.9,0.1,6,,,,
12.02.2020 08:00,11.1,758.6,765.2,0.9,97,Wind blowing from the east-southeast,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,1000-1500,,,5.0,10.6,2.0,12,,,,
12.02.2020 05:00,11.1,757.7,764.3,,97,Wind blowing from the west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.7,13.1,,,,,,4.8,10.6,0.9,6,,,,
12.02.2020 02:00,11.1,758.4,765.0,,97,Wind blowing from the north,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,13.1,,,,,,5.0,10.6,1.0,6,,,,
11.02.2020 23:00,11.5,758.5,765.1,,97,Wind blowing from the north-west,1,,3,,Mist. ,,,10.7,13.1,,,,,,3.7,11.0,2.0,6,,,,
11.02.2020 20:00,11.6,758.1,764.7,1.1,95,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,13.1,,,300-600,,,5.0,10.8,1.0,12,,,,
11.02.2020 17:00,12.9,757.0,763.6,,86,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,13.8,,,1500-2000,,,9.0,10.6,Trace of precipitation,6,,,,
11.02.2020 14:00,12.8,757.6,764.2,-2.2,79,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,14.1,,,1500-2000,,,13.0,9.3,0.1,12,,,,
11.02.2020 11:00,12.0,759.8,766.4,,81,Wind blowing from the north,1,,4,100%., ,,,10.7,14.1,,,1500-2000,,,12.0,8.8,0.1,6,,,,
11.02.2020 08:00,10.8,759.8,766.4,0.4,88,Wind blowing from the west-southwest,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.1,,,1500-2000,,,12.0,8.9,0.1,12,,,,
11.02.2020 05:00,11.0,759.4,766.0,,84,Wind blowing from the north,2,,4,, ,,,,14.1,,,,,,14.0,8.4,No precipitation,6,,,,
11.02.2020 02:00,11.5,759.2,765.8,-0.9,83,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.1,,,2500 or more  or no clouds.,,,14.0,8.7,No precipitation,12,,,,
10.02.2020 23:00,12.1,760.1,766.7,,77,Wind blowing from the west-southwest,1,,4,, ,,,,14.1,,,,,,15.0,8.2,No precipitation,6,,,,
10.02.2020 20:00,12.7,760.0,766.7,0.3,70,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,14.1,,,2500 or more  or no clouds.,,,16.0,7.4,No precipitation,12,,,,
10.02.2020 17:00,13.8,759.7,766.4,,64,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,17.0,7.1,,,,,,
10.02.2020 14:00,13.6,760.5,767.2,-2.4,60,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,14.2,,,2500 or more  or no clouds.,,,18.0,6.0,No precipitation,12,,,,
10.02.2020 11:00,11.3,762.9,769.6,,69,Wind blowing from the west-southwest,1,,,90  or more  but not 100%, ,,,,,,,,,,13.0,5.8,,,,,,
10.02.2020 08:00,6.7,763.3,770.1,1.0,94,Wind blowing from the west-northwest,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,14.2,,,2500 or more  or no clouds.,,,12.0,5.8,No precipitation,12,,,,
10.02.2020 05:00,6.5,762.3,769.0,,95,Wind blowing from the east,1,,,, ,,,,,,,,,,12.0,5.8,,,,,,
10.02.2020 02:00,6.7,763.2,769.9,-1.1,93,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,14.2,,,2500 or more  or no clouds.,,,16.0,5.6,No precipitation,12,,,,
09.02.2020 23:00,7.7,764.3,771.1,,88,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,16.0,5.8,,,,,,
09.02.2020 20:00,9.9,764.4,771.1,-0.3,72,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,14.2,,,,,,22.0,5.1,No precipitation,12,,,,
09.02.2020 17:00,13.0,764.7,771.4,,54,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,,,,,600-1000,,,21.0,3.7,,,,,,
09.02.2020 14:00,12.7,765.4,772.0,-2.7,54,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.0,,,2500 or more  or no clouds.,,,20.0,3.6,0.1,12,,,,
09.02.2020 11:00,10.7,768.1,774.9,,64,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%, ,,,7.4,11.0,,,,,,17.0,4.2,No precipitation,6,,,,
09.02.2020 08:00,7.5,767.6,774.4,,81,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,10.6,,,1000-1500,,,20.0,4.5,0.1,12,,,,
09.02.2020 05:00,7.7,767.2,774.0,,82,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.4,10.6,,,,,,17.0,4.7,0.1,6,,,,
09.02.2020 02:00,8.4,767.3,774.1,-0.2,77,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,10.6,,,2500 or more  or no clouds.,,,22.0,4.6,0.1,12,,,,
08.02.2020 23:00,9.0,767.5,774.3,,77,Wind blowing from the north-northeast,1,,6,, ,,,7.4,10.6,,,,,,20.0,5.2,No precipitation,6,,,,
08.02.2020 20:00,9.6,767.0,773.8,,74,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,10.6,,,1000-1500,,,15.0,5.2,0.4,12,,,,
08.02.2020 17:00,10.1,765.9,772.6,,68,Wind blowing from the north-northeast,2,,6,, ,,,7.4,10.8,,,,,,20.0,4.5,0.1,6,,,,
08.02.2020 14:00,9.6,765.9,772.6,-1.4,73,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,11.1,,,1000-1500,,,18.0,5.0,0.5,12,,,,
08.02.2020 11:00,7.8,767.3,774.1,,85,Wind blowing from the north,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,11.1,,,1000-1500,,,12.0,5.4,0.3,6,,,,
08.02.2020 08:00,7.4,766.4,773.2,1.0,87,Wind blowing from the north-northwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,11.1,,,1000-1500,,,19.0,5.4,0.6,12,,,,
08.02.2020 05:00,7.7,765.4,772.2,,90,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.7,11.1,,,,,,18.0,6.2,0.6,6,,,,
08.02.2020 02:00,8.4,765.7,772.5,0.0,90,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,11.1,,,2500 or more  or no clouds.,,,17.0,6.9,0.4,12,,,,
07.02.2020 23:00,9.3,765.7,772.5,,83,Wind blowing from the north-northeast,1,,5,, ,,,7.9,11.1,,,,,,24.0,6.6,No precipitation,6,,,,
07.02.2020 20:00,10.0,764.9,771.7,,80,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,11.1,,,1000-1500,,,23.0,6.7,No precipitation,12,,,,
07.02.2020 17:00,10.8,763.8,770.5,,74,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,26.0,6.4,,,,,,
07.02.2020 14:00,10.9,764.2,770.9,-1.6,73,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,11.0,,,1000-1500,,,23.0,6.3,No precipitation,12,,,,
07.02.2020 11:00,9.0,765.8,772.6,,83,Wind blowing from the north-northeast,3,,6,100%., ,,,7.9,,,,1000-1500,,,19.0,6.3,No precipitation,6,,,,
07.02.2020 08:00,8.0,764.4,771.1,1.1,92,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,1500-2000,,,13.0,6.8,No precipitation,12,,,,
07.02.2020 05:00,8.1,763.3,770.0,,90,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,21.0,6.6,,,,,,
07.02.2020 02:00,8.3,763.6,770.3,0.7,93,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,2500 or more  or no clouds.,,,17.0,7.2,5.0,12,,,,
06.02.2020 23:00,8.5,762.9,769.6,,92,Wind blowing from the north-northeast,2,,7,, ,,,8.3,13.6,,,,,,27.0,7.3,2.0,6,,,,
06.02.2020 20:00,8.4,761.2,767.9,1.6,92,Wind blowing from the north,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,15.2,,,300-600,,,29.0,7.2,30.0,12,,,,
06.02.2020 17:00,8.8,759.6,766.3,,95,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,300-600,,,6.0,8.0,13.0,6,,,,
06.02.2020 14:00,9.4,758.3,765.0,-1.2,96,Wind blowing from the north-northwest,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.3,,,,300-600,,,4.2,8.8,40.0,12,,,,
06.02.2020 11:00,10.9,759.5,766.1,,97,Wind blowing from the north-northeast,3,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,10.8,17.4,,,300-600,,,4.3,10.4,25.0,6,,,,
06.02.2020 08:00,11.2,758.2,764.8,0.6,98,Wind blowing from the south,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,17.4,,,300-600,,,2.5,10.9,20.0,12,,,,
06.02.2020 05:00,10.9,757.6,764.2,,97,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.3,17.4,,,,,,3.5,10.4,11.0,6,,,,
06.02.2020 02:00,11.0,759.4,766.0,-0.9,92,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.4,,,2500 or more  or no clouds.,,,7.0,9.8,5.0,12,,,,
05.02.2020 23:00,13.7,760.3,766.9,,74,Wind blowing from the north-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,,17.4,,,,,,13.0,9.2,No precipitation,6,,,,
05.02.2020 20:00,15.2,759.8,766.4,0.5,69,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.4,,,2500 or more  or no clouds.,,,17.0,9.6,No precipitation,12,,,,
05.02.2020 17:00,16.4,759.3,765.9,,57,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,19.0,7.9,,,,,,
05.02.2020 14:00,16.4,760.2,766.8,,55,Wind blowing from the east-southeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.0,,,600-1000,,,18.0,7.3,No precipitation,12,,,,
05.02.2020 11:00,14.4,763.0,769.6,,64,Wind blowing from the east,1,,4,50%., ,,,8.3,14.4,,,2500 or more  or no clouds.,,,17.0,7.7,No precipitation,6,,,,
05.02.2020 08:00,8.4,762.7,769.3,0.9,95,Wind blowing from the west,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.0,,,2500 or more  or no clouds.,,,8.0,7.6,No precipitation,12,,,,
05.02.2020 05:00,9.5,761.8,768.4,,96,Wind blowing from the north-west,0,,,, ,,,,,,,,,,7.0,8.9,,,,,,
05.02.2020 02:00,10.6,762.0,768.7,-0.4,92,Wind blowing from the west-southwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,14.0,,,2500 or more  or no clouds.,,,7.0,9.4,No precipitation,12,,,,
04.02.2020 23:00,11.0,762.4,769.0,,88,Calm  no wind,0,,,, ,,,8.4,14.0,,,,,,8.0,9.1,No precipitation,6,,,,
04.02.2020 20:00,11.7,761.8,768.4,1.0,87,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,14.0,,,1500-2000,,,9.0,9.6,No precipitation,12,,,,
04.02.2020 17:00,13.1,760.8,767.5,,67,Wind blowing from the west,0,,3,100%., ,,,8.4,14.0,,,1500-2000,,,14.0,7.1,No precipitation,6,,,,
04.02.2020 14:00,12.9,760.8,767.5,-2.1,65,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.1,,,1500-2000,,,15.0,6.5,No precipitation,12,,,,
04.02.2020 11:00,11.8,762.9,769.6,,79,Wind blowing from the west,1,,3,90  or more  but not 100%, ,,,8.4,11.8,,,,,,12.0,8.3,No precipitation,6,,,,
