Local time in Rizhao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 20:00,5.2,768.2,774.4,0.9,96,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,9.6,,,2500 or more  or no clouds.,,,4.7,4.6,No precipitation,12,,,,
20.02.2020 17:00,6.0,767.3,773.5,,90,Wind blowing from the south-east,2,,5,90  or more  but not 100%, ,,,1.8,9.6,,,2500 or more  or no clouds.,,,8.0,4.5,No precipitation,6,,,,
20.02.2020 14:00,8.5,767.8,774.0,-1.0,70,Wind blowing from the south-southeast,3,,5,50%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,9.6,,,2500 or more  or no clouds.,,,13.0,3.3,No precipitation,12,,,,
20.02.2020 11:00,4.5,768.8,775.0,,98,Wind blowing from the south-southeast,2,,4,50%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,1.8,,,,600-1000,,,3.9,4.2,No precipitation,6,,,,
20.02.2020 08:00,1.8,767.9,774.1,1.3,98,Wind blowing from the west-northwest,0,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,2500 or more  or no clouds.,,,less than 0.1,1.5,No precipitation,12,,,,
20.02.2020 05:00,3.3,766.6,772.9,,97,Wind blowing from the north,1,,4,,Mist. ,,,3.0,,,,,,,1.0,2.9,No precipitation,6,,,,
20.02.2020 02:00,3.4,766.2,772.3,0.2,95,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,9.9,,,2500 or more  or no clouds.,,,15.0,2.7,No precipitation,12,,,,
19.02.2020 23:00,3.8,766.0,772.1,,92,Wind blowing from the east-northeast,1,,6,, ,,,3.0,9.9,,,,,,20.0,2.6,No precipitation,6,,,,
19.02.2020 20:00,4.1,764.8,771.1,1.2,84,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,9.9,,,2500 or more  or no clouds.,,,11.0,1.6,No precipitation,12,,,,
19.02.2020 17:00,5.8,763.6,769.8,,77,Wind blowing from the south,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,8.0,2.1,,,,,,
19.02.2020 14:00,8.2,763.6,769.8,-1.7,60,Wind blowing from the south-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,10.5,,,,,,11.0,0.7,No precipitation,12,,,,
19.02.2020 11:00,8.4,765.3,771.4,,56,Wind blowing from the south-southeast,3,,6,no clouds, ,,,3.0,10.7,,,,,,16.0,0.1,No precipitation,6,,,,
19.02.2020 08:00,4.4,765.1,771.3,1.0,43,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,,,,20.0,-7.1,No precipitation,12,,,,
19.02.2020 05:00,3.3,764.1,770.2,,45,Wind blowing from the west,2,,6,, ,,,-0.5,10.7,,,,,,29.0,-7.5,No precipitation,6,,,,
19.02.2020 02:00,3.7,764.5,770.6,-0.5,48,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.7,,,2500 or more  or no clouds.,,,29.0,-6.3,No precipitation,12,,,,
18.02.2020 23:00,6.1,765.0,771.1,,40,Wind blowing from the west,3,,,, ,,,,,,,,,,28.0,-6.5,,,,,,
18.02.2020 20:00,4.5,765.0,771.2,0.8,60,Wind blowing from the north,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.7,,,,,,21.0,-2.6,No precipitation,12,,,,
18.02.2020 17:00,8.5,764.2,770.5,,35,Wind blowing from the south-west,4,,8,no clouds, ,,,-1.4,10.7,,,,,,27.0,-6.1,No precipitation,6,,,,
18.02.2020 14:00,10.4,764.9,771.1,-2.3,25,Wind blowing from the south-west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,10.7,,,,,,28.0,-8.8,No precipitation,12,,,,
18.02.2020 11:00,7.1,767.2,773.4,,31,Wind blowing from the west-southwest,5,,8,no clouds, ,,,-1.4,7.1,,,,,,24.0,-8.9,No precipitation,6,,,,
18.02.2020 08:00,1.1,767.7,774.0,0.8,43,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,4.7,,,,,,19.0,-10.1,No precipitation,12,,,,
18.02.2020 05:00,0.1,766.9,773.2,,43,Wind blowing from the west-northwest,4,,8,, ,,,-3.9,4.7,,,,,,30.0,-11.0,No precipitation,6,,,,
18.02.2020 02:00,-0.7,767.7,774.0,-0.1,51,Wind blowing from the west-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.7,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
17.02.2020 23:00,0.2,767.8,774.1,,46,Wind blowing from the west-northwest,2,,12,, ,,,-4.3,4.7,,,,,,30.0,-10.1,No precipitation,6,,,,
17.02.2020 20:00,1.5,767.3,773.6,1.6,42,Wind blowing from the north,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.7,,,,,,30.0,-10.3,No precipitation,12,,,,
17.02.2020 17:00,3.6,765.7,772.0,,33,Wind blowing from the north,5,,12,no clouds, ,,,-4.3,4.7,,,,,,30.0,-11.2,No precipitation,6,,,,
17.02.2020 14:00,3.2,765.6,771.9,-1.0,31,Wind blowing from the north-northwest,6,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,3.4,,,600-1000,,,30.0,-12.3,No precipitation,12,,,,
17.02.2020 11:00,0.6,766.6,772.9,,41,Wind blowing from the north-northwest,7,,12,20–30%., ,,,-4.3,0.9,,,600-1000,,,30.0,-11.4,No precipitation,6,,,,
17.02.2020 08:00,-1.8,765.8,772.2,0.8,46,Wind blowing from the north-northwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,0.9,,,,,,30.0,-11.9,No precipitation,12,,,,
17.02.2020 05:00,-3.9,765.0,771.4,,61,Wind blowing from the west,3,,11,, ,,,-5.8,0.9,,,,,,30.0,-10.3,No precipitation,6,,,,
17.02.2020 02:00,-4.1,765.6,772.0,0.0,62,Wind blowing from the west-northwest,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,0.9,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
16.02.2020 23:00,-2.6,765.6,772.0,,53,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,30.0,-10.9,,,,,,
16.02.2020 20:00,-1.7,765.6,772.0,1.1,49,Wind blowing from the north,4,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,0.9,,,,,,30.0,-11.0,No precipitation,12,,,,
16.02.2020 17:00,-0.1,764.5,770.8,,40,Wind blowing from the north,6,,15,no clouds, ,,,-5.8,0.9,,,,,,30.0,-12.1,No precipitation,6,,,,
16.02.2020 14:00,0.1,763.3,769.6,-1.5,42,Wind blowing from the north-northwest,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,0.4,,,,,,30.0,-11.3,0.1,12,,,,
16.02.2020 11:00,-1.0,764.8,771.1,,46,Wind blowing from the north-northwest,4,,10,no clouds, ,,,-5.8,-1.0,,,,,,30.0,-11.2,No precipitation,6,,,,
16.02.2020 08:00,-3.6,764.0,770.4,0.2,47,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.5,,,,,,30.0,-13.3,No precipitation,12,,,,
16.02.2020 05:00,-4.1,763.8,770.2,,52,Wind blowing from the west-northwest,3,,10,, ,,,-4.2,,,,,,,30.0,-12.7,No precipitation,6,,,,
16.02.2020 02:00,-3.0,764.0,770.4,-0.3,46,Wind blowing from the north-northwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,0.6,,,2500 or more  or no clouds.,,,30.0,-13.0,0.8,12,,,,
15.02.2020 23:00,-3.2,764.3,770.7,,54,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,30.0,-11.2,,,,,,
15.02.2020 20:00,-3.4,764.3,770.7,0.4,62,Wind blowing from the north-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,,,,600-1000,,,19.0,-9.8,2.0,12,,,,
15.02.2020 17:00,-3.3,763.9,770.2,,83,Wind blowing from the north,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,,,,,,,0.9,-5.8,0.8,6,,,,
15.02.2020 14:00,-1.7,762.2,768.5,-1.1,80,variable wind direction,5,,21,100%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,,,,600-1000,,,6.0,-4.7,6.0,12,,,,
15.02.2020 11:00,-1.5,763.3,769.6,,87,,5,,24,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.4,,,,600-1000,,,4.3,-3.4,4.0,6,,,,
15.02.2020 08:00,-1.9,763.0,769.2,2.2,87,Wind blowing from the north,5,,24,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-1.9,9.0,,,600-1000,,,3.1,-3.8,7.0,12,,,,
15.02.2020 05:00,0.0,760.8,766.9,,89,Wind blowing from the north,8,,24,,Mist. ,,,0.0,9.0,,,,,,4.0,-1.6,2.0,6,,,,
15.02.2020 02:00,0.4,760.1,766.3,0.7,89,Wind blowing from the north,15,,24,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,9.0,,,2500 or more  or no clouds.,,,4.0,-1.2,5.0,12,,,,
14.02.2020 23:00,1.9,759.4,765.6,,98,Wind blowing from the north-northeast,13,,19,,Mist. ,,,1.9,9.0,,,,,,4.0,1.6,4.0,6,,,,
14.02.2020 20:00,8.6,759.1,765.2,2.2,99,Wind blowing from the east-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.4,8.7,,,600-1000,,,1.4,8.5,2.0,12,,,,
14.02.2020 17:00,7.9,756.9,763.0,,99,Wind blowing from the east,5,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.1,8.7,,,,,,0.1,7.8,1.0,6,,,,
14.02.2020 14:00,8.5,756.4,762.5,-0.9,99,Wind blowing from the east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.1,,,,2500 or more  or no clouds.,,,0.1,8.4,5.0,12,,,,
14.02.2020 11:00,7.9,757.3,763.4,,99,Wind blowing from the south-east,2,,,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,6.1,,,,,,,0.1,7.8,0.3,6,,,,
14.02.2020 08:00,7.7,757.1,763.2,0.9,99,Wind blowing from the east-southeast,3,,7,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,6.1,,,,600-1000,,,0.1,7.6,5.0,12,,,,
14.02.2020 05:00,7.5,756.2,762.3,,99,Wind blowing from the east,3,,9,,Fog or ice fog. ,,,6.1,,,,,,,1.4,7.4,4.0,6,,,,
14.02.2020 02:00,7.4,756.7,762.7,0.2,99,Wind blowing from the east,1,,9,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.5,,,2500 or more  or no clouds.,,,less than 0.1,7.3,No precipitation,12,,,,
13.02.2020 23:00,7.1,756.5,762.5,,99,Wind blowing from the east-southeast,1,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,5.1,11.5,,,,,,less than 0.1,7.0,No precipitation,6,,,,
13.02.2020 20:00,6.3,756.7,762.8,1.5,98,Wind blowing from the south-east,3,,9,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.5,,,2500 or more  or no clouds.,,,0.1,6.0,No precipitation,12,,,,
13.02.2020 17:00,7.6,755.2,761.2,,91,Wind blowing from the south-east,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.5,,,2500 or more  or no clouds.,,,2.9,6.2,No precipitation,6,,,,
13.02.2020 14:00,11.1,755.5,761.5,-1.5,76,Wind blowing from the south-southeast,3,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,11.5,,,,,,4.4,7.0,No precipitation,12,,,,
13.02.2020 11:00,11.1,757.0,763.1,,75,Wind blowing from the south-southeast,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,12.7,,,,,,5.0,6.8,No precipitation,6,,,,
13.02.2020 08:00,6.6,757.1,763.2,0.7,92,Wind blowing from the north,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,,,,,,,1.6,5.4,No precipitation,12,,,,
13.02.2020 05:00,6.4,756.4,762.5,,90,Wind blowing from the west,3,,4,,Mist. ,,,5.1,12.7,,,,,,2.7,4.9,No precipitation,6,,,,
13.02.2020 02:00,5.7,756.8,762.8,-0.3,94,Wind blowing from the south-southwest,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,12.7,,,2500 or more  or no clouds.,,,2.1,4.8,No precipitation,12,,,,
12.02.2020 23:00,5.6,757.1,763.1,,92,Wind blowing from the east-northeast,2,,5,,Mist. ,,,5.6,12.7,,,,,,2.4,4.4,No precipitation,6,,,,
12.02.2020 20:00,6.4,757.1,763.2,1.1,89,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,12.7,,,,,,3.0,4.7,No precipitation,12,,,,
12.02.2020 17:00,9.2,756.0,762.0,,75,Wind blowing from the south-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,12.7,,,,,,5.0,5.0,No precipitation,6,,,,
12.02.2020 14:00,11.4,756.1,762.1,,69,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,12.7,,,,,,12.0,5.9,No precipitation,12,,,,
12.02.2020 11:00,11.8,757.3,763.3,,71,Wind blowing from the south,2,,6,no clouds, ,,,6.6,12.0,,,,,,16.0,6.7,No precipitation,6,,,,
12.02.2020 08:00,7.1,757.3,763.4,0.7,96,Wind blowing from the south-west,1,,6,20–30%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,,,,2500 or more  or no clouds.,,,4.1,6.5,0.5,12,,,,
12.02.2020 05:00,7.1,756.6,762.7,,98,Wind blowing from the north-west,2,,6,,Mist. ,,,,,,,,,,5.0,6.8,No precipitation,6,,,,
12.02.2020 02:00,7.1,757.1,763.2,-0.8,98,Wind blowing from the north-northeast,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,9.2,,,2500 or more  or no clouds.,,,0.3,6.8,0.7,12,,,,
11.02.2020 23:00,7.0,757.9,764.0,,98,Wind blowing from the north-east,4,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,4.9,9.2,,,,,,0.1,6.7,0.5,6,,,,
11.02.2020 20:00,6.9,759.1,765.1,-0.1,97,Wind blowing from the east,3,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,9.2,,,600-1000,,,0.5,6.5,0.2,12,,,,
11.02.2020 17:00,7.3,759.2,765.3,,92,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,11.3,,,600-1000,,,2.7,6.1,0.2,6,,,,
11.02.2020 14:00,8.9,759.6,765.7,-1.7,75,Wind blowing from the south,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,14.5,,,600-1000,,,5.0,4.7,No precipitation,12,,,,
11.02.2020 11:00,7.9,761.3,767.4,,82,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,600-1000,,,4.8,5.0,No precipitation,6,,,,
11.02.2020 08:00,6.0,761.0,767.1,0.4,83,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,600-1000,,,2.8,3.3,No precipitation,12,,,,
11.02.2020 05:00,5.3,760.6,766.7,,84,Wind blowing from the east-southeast,1,,4,,Mist. ,,,4.5,16.2,,,,,,4.0,2.8,No precipitation,6,,,,
11.02.2020 02:00,7.1,761.2,767.2,0.2,70,Wind blowing from the south,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.2,,,2500 or more  or no clouds.,,,5.0,2.0,No precipitation,12,,,,
10.02.2020 23:00,7.2,761.0,767.1,,74,Wind blowing from the north-northwest,1,,6,,Haze. ,,,4.5,16.2,,,,,,6.0,2.9,No precipitation,6,,,,
10.02.2020 20:00,7.4,760.6,766.7,1.1,69,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.2,,,,,,7.0,2.1,No precipitation,12,,,,
10.02.2020 17:00,11.3,759.5,765.6,,55,Wind blowing from the south-southeast,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.2,,,,,,6.0,2.6,No precipitation,6,,,,
10.02.2020 14:00,14.6,759.5,765.5,-2.0,48,Wind blowing from the south-southeast,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.2,,,,,,5.0,3.7,No precipitation,12,,,,
10.02.2020 11:00,11.6,761.5,767.5,,52,Wind blowing from the west,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.5,,,,,,5.0,2.1,No precipitation,6,,,,
10.02.2020 08:00,5.0,761.3,767.4,0.6,76,Wind blowing from the west,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,12.5,,,,,,3.3,1.1,No precipitation,12,,,,
10.02.2020 05:00,6.0,760.7,766.8,,70,Wind blowing from the west-northwest,3,,7,,Haze. ,,,0.4,12.5,,,,,,4.6,0.8,No precipitation,6,,,,
10.02.2020 02:00,6.5,761.6,767.7,-0.3,67,Wind blowing from the west-northwest,3,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.5,,,2500 or more  or no clouds.,,,5.0,0.8,No precipitation,12,,,,
09.02.2020 23:00,7.0,761.9,768.1,,65,Wind blowing from the north-west,3,,12,,Haze. ,,,0.3,12.5,,,,,,5.0,0.9,No precipitation,6,,,,
09.02.2020 20:00,8.5,761.7,767.8,0.4,64,Wind blowing from the west,3,,12,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.5,,,,,,4.2,1.9,No precipitation,12,,,,
09.02.2020 17:00,11.3,761.3,767.5,,51,Wind blowing from the west,4,,12,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,12.5,,,,,,5.0,1.3,No precipitation,6,,,,
09.02.2020 14:00,11.8,761.9,768.1,-3.4,46,Wind blowing from the west,7,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.8,,,,,,4.8,0.6,No precipitation,12,,,,
09.02.2020 11:00,6.5,765.3,771.5,,63,Wind blowing from the west-southwest,5,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,6.7,,,,,,3.4,-0.2,No precipitation,6,,,,
09.02.2020 08:00,1.8,766.0,772.2,-0.6,73,Wind blowing from the west-northwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,,,,2.5,-2.5,No precipitation,12,,,,
09.02.2020 05:00,0.7,766.6,772.8,,63,Wind blowing from the west-northwest,3,,4,,Haze. ,,,-1.3,6.5,,,,,,4.5,-5.7,No precipitation,6,,,,
09.02.2020 02:00,1.3,767.5,773.8,-0.4,56,Wind blowing from the north,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.5,,,2500 or more  or no clouds.,,,5.0,-6.7,No precipitation,12,,,,
08.02.2020 23:00,2.1,767.9,774.1,,83,Wind blowing from the south,0,,6,,Mist. ,,,-1.3,6.5,,,,,,2.2,-0.6,No precipitation,6,,,,
08.02.2020 20:00,2.8,768.0,774.3,0.7,77,Wind blowing from the east,1,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.5,,,2500 or more  or no clouds.,,,2.3,-0.8,No precipitation,12,,,,
08.02.2020 17:00,5.0,767.3,773.6,,68,Wind blowing from the south,1,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.5,,,2500 or more  or no clouds.,,,2.8,-0.4,No precipitation,6,,,,
08.02.2020 14:00,5.9,767.2,773.5,-1.7,63,Wind blowing from the south-southeast,3,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.5,,,600-1000,,,2.8,-0.6,No precipitation,12,,,,
08.02.2020 11:00,5.6,768.9,775.1,,62,Wind blowing from the north-west,2,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.4,,,600-1000,,,3.4,-1.3,No precipitation,6,,,,
08.02.2020 08:00,0.8,768.4,774.7,0.9,83,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.4,,,600-1000,,,1.8,-1.8,No precipitation,12,,,,
08.02.2020 05:00,-0.9,767.5,773.8,,90,Wind blowing from the north-west,1,,7,,Mist. ,,,-1.0,6.4,,,,,,1.5,-2.3,No precipitation,6,,,,
08.02.2020 02:00,0.8,767.7,773.9,0.6,84,Wind blowing from the north-northeast,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.4,,,2500 or more  or no clouds.,,,2.6,-1.6,No precipitation,12,,,,
07.02.2020 23:00,2.2,767.1,773.3,,83,Wind blowing from the west,1,,6,,Mist. ,,,-0.5,6.4,,,,,,3.1,-0.5,No precipitation,6,,,,
07.02.2020 20:00,4.1,766.5,772.7,,77,Wind blowing from the west,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.4,,,2500 or more  or no clouds.,,,5.0,0.3,No precipitation,12,,,,
07.02.2020 17:00,4.5,765.8,772.0,,78,Wind blowing from the south,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,10.0,1.0,,,,,,
07.02.2020 14:00,6.1,765.8,772.0,-2.2,67,Wind blowing from the south,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.4,,,2500 or more  or no clouds.,,,12.0,0.4,No precipitation,12,,,,
07.02.2020 11:00,4.7,768.0,774.3,,69,Wind blowing from the west,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,11.0,-0.5,,,,,,
