Local time in Chifeng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.02.2020 14:00,2.0,706.4,767.9,-1.4,31,Wind blowing from the west-northwest,8,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,2.0,,,1500-2000,,,30.0,-13.4,No precipitation,12,,,,
21.02.2020 11:00,0.5,707.8,769.5,,37,Wind blowing from the west-southwest,3,,9,90  or more  but not 100%, ,,,-6.2,0.6,,,1500-2000,,,18.0,-12.5,No precipitation,6,,,,
21.02.2020 08:00,-4.5,708.9,771.1,0.0,58,Wind blowing from the west-southwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.0,,,1500-2000,,,13.0,-11.5,No precipitation,12,,,,
21.02.2020 05:00,-3.7,708.9,771.0,,62,Wind blowing from the south-west,2,,6,, ,,,,0.0,,,,,,13.0,-10.1,No precipitation,6,,,,
21.02.2020 02:00,-3.5,709.9,772.2,-0.4,76,Wind blowing from the south-west,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.0,,,2500 or more  or no clouds.,,,5.0,-7.1,No precipitation,12,,,,
20.02.2020 23:00,-1.8,710.3,772.9,,71,Wind blowing from the south-west,1,,6,,Haze. ,,,-12.6,0.0,,,,,,5.0,-6.5,No precipitation,6,,,,
20.02.2020 20:00,-1.2,710.2,773.4,,66,Wind blowing from the west,3,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.0,,,1500-2000,,,5.0,-6.9,No precipitation,12,,,,
20.02.2020 17:00,-0.7,709.6,772.7,,66,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.0,,,1500-2000,,,4.9,-6.3,No precipitation,6,,,,
20.02.2020 14:00,-2.3,710.2,773.4,-1.7,61,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-0.2,,,1500-2000,,,9.0,-8.8,No precipitation,12,,,,
20.02.2020 11:00,-5.7,711.9,775.2,,68,Wind blowing from the north-east,1,,2,90  or more  but not 100%, ,,,-12.6,-0.2,,,1500-2000,,,9.0,-10.8,No precipitation,6,,,,
20.02.2020 08:00,-11.6,712.4,776.2,0.1,87,Calm  no wind,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-0.2,,,1000-1500,,,4.6,-13.3,No precipitation,12,,,,
20.02.2020 05:00,-11.6,712.3,775.6,,85,Wind blowing from the north-east,1,,4,, ,,,-11.6,-0.2,,,,,,8.0,-13.6,No precipitation,6,,,,
20.02.2020 02:00,-9.8,712.6,775.7,0.5,84,Wind blowing from the west-northwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-0.2,,,2500 or more  or no clouds.,,,10.0,-12.0,No precipitation,12,,,,
19.02.2020 23:00,-6.7,712.1,775.0,,67,Wind blowing from the west-southwest,2,,5,, ,,,-10.7,-0.2,,,,,,18.0,-11.8,No precipitation,6,,,,
19.02.2020 20:00,-4.7,711.6,775.1,1.2,61,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-0.2,,,,,,20.0,-11.1,No precipitation,12,,,,
19.02.2020 17:00,-1.1,710.4,773.4,,52,Wind blowing from the east,2,,,no clouds, ,,,-10.7,0.2,,,,,,18.0,-9.9,No precipitation,6,,,,
19.02.2020 14:00,-0.8,710.2,773.0,-1.2,49,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,1.9,,,,,,27.0,-10.2,No precipitation,12,,,,
19.02.2020 11:00,-1.7,711.4,774.1,,50,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-10.7,2.1,,,,,,14.0,-10.8,No precipitation,6,,,,
19.02.2020 08:00,-9.8,711.1,774.4,0.9,84,Wind blowing from the east-southeast,0,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,2.1,,,2500 or more  or no clouds.,,,3.7,-12.0,No precipitation,12,,,,
19.02.2020 05:00,-10.1,710.2,773.1,,85,Wind blowing from the south-southwest,0,,4,, ,,,-11.9,2.1,,,,,,7.0,-12.1,No precipitation,6,,,,
19.02.2020 02:00,-8.3,710.2,772.6,0.2,82,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,2.1,,,2500 or more  or no clouds.,,,14.0,-10.8,No precipitation,12,,,,
18.02.2020 23:00,-6.3,710.0,772.8,,74,Wind blowing from the west-northwest,0,,5,, ,,,-11.9,2.1,,,,,,16.0,-10.2,No precipitation,6,,,,
18.02.2020 20:00,-2.9,709.3,772.3,0.7,62,Wind blowing from the north-east,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,2.1,,,1500-2000,,,12.0,-9.2,No precipitation,12,,,,
18.02.2020 17:00,0.2,708.6,771.4,,44,Wind blowing from the north-northeast,2,,5,70 – 80%., ,,,-11.9,2.1,,,1500-2000,,,30.0,-10.6,No precipitation,6,,,,
18.02.2020 14:00,1.6,708.7,771.1,-1.2,38,Wind blowing from the north-northeast,3,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,2.1,,,1500-2000,,,30.0,-11.2,No precipitation,12,,,,
18.02.2020 11:00,-2.8,709.9,772.5,,48,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,,,,1500-2000,,,13.0,-12.5,,,,,,
18.02.2020 08:00,-8.2,709.9,773.1,0.5,63,Wind blowing from the south-west,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.3,,,1500-2000,,,30.0,-14.0,No precipitation,12,,,,
18.02.2020 05:00,-11.1,709.4,772.5,,70,Wind blowing from the north-northwest,1,,7,, ,,,-11.2,-0.3,,,,,,30.0,-15.5,No precipitation,6,,,,
18.02.2020 02:00,-8.8,709.7,772.6,-0.2,61,Wind blowing from the south-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-0.3,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
17.02.2020 23:00,-5.6,709.9,772.8,,50,Wind blowing from the west-northwest,4,,11,, ,,,-10.9,-0.3,,,,,,30.0,-14.4,No precipitation,6,,,,
17.02.2020 20:00,-5.1,709.9,773.4,0.6,49,Wind blowing from the north,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-0.3,,,,,,25.0,-14.2,No precipitation,12,,,,
17.02.2020 17:00,-0.9,709.3,772.3,,36,Wind blowing from the north-northwest,3,,11,no clouds, ,,,-11.1,-0.3,,,,,,30.0,-14.4,No precipitation,6,,,,
17.02.2020 14:00,-1.6,709.1,772.1,-1.1,35,Wind blowing from the north,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.6,,,,,,30.0,-15.1,No precipitation,12,,,,
17.02.2020 11:00,-5.0,710.2,773.7,,41,Wind blowing from the north-northwest,5,,10,no clouds, ,,,-11.1,-5.0,,,,,,30.0,-16.2,No precipitation,6,,,,
17.02.2020 08:00,-9.7,710.4,774.6,0.4,46,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,,,,,,,30.0,-19.2,No precipitation,12,,,,
17.02.2020 05:00,-10.9,710.0,774.0,,48,Wind blowing from the north-west,4,,,, ,,,,,,,,,,30.0,-19.8,,,,,,
17.02.2020 02:00,-10.2,710.0,773.7,-0.3,48,Wind blowing from the north-northwest,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.5,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
16.02.2020 23:00,-10.4,710.3,774.3,,48,Wind blowing from the north-northwest,6,,14,, ,,,-11.1,-6.5,,,,,,30.0,-19.5,No precipitation,6,,,,
16.02.2020 20:00,-10.8,710.5,774.9,0.6,50,Wind blowing from the north-northwest,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.5,,,,,,30.0,-19.2,No precipitation,12,,,,
16.02.2020 17:00,-8.4,709.9,773.8,,50,Wind blowing from the north,6,,14,, ,,,-11.1,-6.5,,,,,,30.0,-17.0,No precipitation,6,,,,
16.02.2020 14:00,-6.6,709.6,773.2,-1.2,51,Wind blowing from the north,7,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.6,,,1500-2000,,,30.0,-15.1,No precipitation,12,,,,
16.02.2020 11:00,-8.5,710.8,774.9,,52,Calm  no wind,0,,,40%., ,,,-11.1,-7.8,,,1000-1500,,,30.0,-16.8,No precipitation,6,,,,
16.02.2020 08:00,-10.8,710.5,774.8,1.4,61,Wind blowing from the north-northwest,5,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,,,,2500 or more  or no clouds.,,,30.0,-16.9,Trace of precipitation,12,,,,
16.02.2020 05:00,-10.4,709.1,773.0,,59,Wind blowing from the north,6,,,, ,,,-11.1,-7.8,,,,,,30.0,-16.9,No precipitation,6,,,,
16.02.2020 02:00,-10.2,709.3,773.2,-0.8,56,Wind blowing from the north,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-7.8,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
15.02.2020 23:00,-10.5,710.1,774.1,,54,Wind blowing from the north,2,,12,, ,,,-12.5,-7.8,,,,,,30.0,-18.0,No precipitation,6,,,,
15.02.2020 20:00,-10.1,710.3,774.4,-0.2,67,Wind blowing from the north,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-7.8,,,1500-2000,,,30.0,-15.2,2.0,12,,,,
15.02.2020 17:00,-9.0,710.5,774.6,,83,Wind blowing from the north,4,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-7.8,,,1500-2000,,,5.0,-11.4,0.6,6,,,,
15.02.2020 14:00,-8.0,710.9,775.0,-1.5,70,Wind blowing from the north,6,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.2,-7.9,,,1500-2000,,,9.0,-12.5,2.0,12,,,,
15.02.2020 11:00,-8.7,712.4,776.8,,83,Wind blowing from the north-west,4,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.2,-8.3,,,1500-2000,,,1.1,-11.1,2.0,6,,,,
15.02.2020 08:00,-10.1,712.6,777.3,-0.4,88,Wind blowing from the north-west,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-10.0,,,1500-2000,,,2.2,-11.8,0.6,12,,,,
15.02.2020 05:00,-10.2,713.0,777.7,,75,Wind blowing from the north-west,2,,,, ,,,-13.2,-9.9,,,,,,30.0,-13.8,No precipitation,6,,,,
15.02.2020 02:00,-11.0,714.1,778.9,-0.8,78,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,,,,2500 or more  or no clouds.,,,30.0,-14.1,2.0,12,,,,
14.02.2020 23:00,-12.5,714.9,780.0,,82,Wind blowing from the west-northwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-13.2,,,,,,,18.0,-14.9,0.2,6,,,,
14.02.2020 20:00,-12.9,715.6,780.7,1.1,83,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,,,,1500-2000,,,17.0,-15.2,8.0,12,,,,
14.02.2020 17:00,-12.9,714.5,779.4,,83,Wind blowing from the north,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.9,,,,1500-2000,,,3.5,-15.2,4.0,6,,,,
14.02.2020 14:00,-11.9,713.9,778.3,-0.5,81,Wind blowing from the north,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.0,,,,1500-2000,,,1.5,-14.5,9.0,12,,,,
14.02.2020 11:00,-11.7,714.4,778.6,,83,Wind blowing from the north-east,3,,8,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.9,,,,1500-2000,,,0.8,-14.0,6.0,6,,,,
14.02.2020 08:00,-11.7,713.7,777.4,2.9,84,Wind blowing from the north,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,,,,1500-2000,,,2.5,-13.9,3.0,12,,,,
14.02.2020 05:00,-9.9,710.8,773.8,,82,Wind blowing from the north-northeast,4,,,,Mist. ,,,-9.9,,,,,,,1.9,-12.4,No precipitation,6,,,,
14.02.2020 02:00,-7.7,710.6,772.6,0.5,74,Wind blowing from the east-northeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,11.5,,,2500 or more  or no clouds.,,,12.0,-11.5,No precipitation,12,,,,
13.02.2020 23:00,-5.8,710.1,771.4,,77,Wind blowing from the north-east,5,,,,Haze. ,,,-5.8,11.5,,,,,,6.0,-9.2,No precipitation,6,,,,
13.02.2020 20:00,-3.2,707.9,769.4,3.4,81,Wind blowing from the east,3,,10,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,11.5,,,1500-2000,,,4.0,-6.0,No precipitation,12,,,,
13.02.2020 17:00,-1.0,704.5,765.6,,76,Wind blowing from the east,4,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.5,,,1500-2000,,,5.0,-4.7,No precipitation,6,,,,
13.02.2020 14:00,5.4,701.0,761.1,0.9,41,Wind blowing from the east,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,14.2,,,1500-2000,,,8.0,-6.8,No precipitation,12,,,,
13.02.2020 11:00,9.3,700.1,759.7,,36,Wind blowing from the south-southwest,3,,7,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,14.2,,,2500 or more  or no clouds.,,,4.4,-5.0,No precipitation,6,,,,
13.02.2020 08:00,3.0,699.3,759.1,1.0,54,Wind blowing from the west-southwest,3,,7,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,1500-2000,,,4.5,-5.4,No precipitation,12,,,,
13.02.2020 05:00,1.3,698.3,757.6,,54,Wind blowing from the south-west,3,,6,,Haze. ,,,-1.7,14.2,,,,,,5.0,-7.0,No precipitation,6,,,,
13.02.2020 02:00,1.7,698.7,757.7,-0.3,57,Wind blowing from the south-west,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,14.2,,,2500 or more  or no clouds.,,,6.0,-6.1,No precipitation,12,,,,
12.02.2020 23:00,1.6,699.0,758.5,,49,Wind blowing from the south-southwest,1,,6,,Haze. ,,,-1.2,14.2,,,,,,7.0,-8.0,No precipitation,6,,,,
12.02.2020 20:00,4.8,699.0,759.1,0.4,33,Wind blowing from the east,1,,6,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,14.2,,,1500-2000,,,6.0,-10.1,No precipitation,12,,,,
12.02.2020 17:00,10.9,698.6,758.2,,29,Wind blowing from the east,1,,6,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,14.2,,,2500 or more  or no clouds.,,,5.0,-6.4,No precipitation,6,,,,
12.02.2020 14:00,13.0,698.9,758.1,-2.3,20,Wind blowing from the south-east,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,13.8,,,2500 or more  or no clouds.,,,11.0,-9.4,No precipitation,12,,,,
12.02.2020 11:00,9.1,701.2,760.7,,30,Wind blowing from the south-west,3,,7,40%., ,,,-1.2,13.8,,,1500-2000,,,9.0,-7.6,No precipitation,6,,,,
12.02.2020 08:00,0.0,701.8,762.1,0.6,65,Wind blowing from the south-west,1,,7,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,1500-2000,,,5.0,-5.8,No precipitation,12,,,,
12.02.2020 05:00,-0.7,701.2,760.9,,65,Wind blowing from the south,3,,,,Haze. ,,,-4.3,13.8,,,,,,7.0,-6.5,No precipitation,6,,,,
12.02.2020 02:00,0.5,702.0,761.4,0.2,49,Wind blowing from the south-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,13.8,,,2500 or more  or no clouds.,,,9.0,-9.0,No precipitation,12,,,,
11.02.2020 23:00,3.1,701.8,761.2,,40,Wind blowing from the south-southwest,2,,,, ,,,-5.1,13.8,,,,,,10.0,-9.2,No precipitation,6,,,,
11.02.2020 20:00,4.7,701.6,762.0,1.0,35,Wind blowing from the south-west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,13.8,,,,,,9.0,-9.5,No precipitation,12,,,,
11.02.2020 17:00,11.2,700.6,760.4,,20,Wind blowing from the south-southwest,4,,11,no clouds, ,,,-5.1,13.8,,,,,,11.0,-10.9,No precipitation,6,,,,
11.02.2020 14:00,13.3,700.8,760.5,-1.6,17,Wind blowing from the south-west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,13.5,,,,,,10.0,-11.2,No precipitation,12,,,,
11.02.2020 11:00,10.3,702.4,762.4,,22,Wind blowing from the south-west,5,,,no clouds, ,,,-5.1,10.9,,,,,,9.0,-10.5,No precipitation,6,,,,
11.02.2020 08:00,0.2,702.9,763.8,0.1,39,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,,,,,,,13.0,-12.1,No precipitation,12,,,,
11.02.2020 05:00,-2.3,702.8,763.1,,42,Wind blowing from the south-west,1,,4,, ,,,-8.9,10.9,,,,,,20.0,-13.5,No precipitation,6,,,,
11.02.2020 02:00,-3.0,703.6,764.1,-0.3,46,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,10.9,,,2500 or more  or no clouds.,,,14.0,-13.0,No precipitation,12,,,,
10.02.2020 23:00,-1.8,703.9,765.1,,45,Wind blowing from the south-southeast,1,,6,, ,,,-8.9,10.9,,,,,,12.0,-12.2,No precipitation,6,,,,
10.02.2020 20:00,0.9,703.6,765.4,0.8,38,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,10.9,,,,,,7.0,-11.8,No precipitation,12,,,,
10.02.2020 17:00,8.5,702.8,763.7,,23,Wind blowing from the east-southeast,2,,,no clouds, ,,,-8.9,10.9,,,,,,13.0,-11.4,No precipitation,6,,,,
10.02.2020 14:00,7.7,703.0,763.9,-1.5,26,Wind blowing from the east-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,7.7,,,1500-2000,,,11.0,-10.6,No precipitation,12,,,,
10.02.2020 11:00,1.2,704.5,766.0,,40,Wind blowing from the north-northeast,2,,4,50%., ,,,-8.9,7.4,,,1500-2000,,,26.0,-10.9,No precipitation,6,,,,
10.02.2020 08:00,-7.2,704.6,766.7,0.6,63,Wind blowing from the north-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,7.4,,,,,,5.0,-13.2,No precipitation,12,,,,
10.02.2020 05:00,-7.3,704.0,765.4,,62,Wind blowing from the north-northwest,1,,4,, ,,,-7.3,7.4,,,,,,30.0,-13.5,No precipitation,6,,,,
10.02.2020 02:00,-5.6,705.0,766.1,-0.7,55,Wind blowing from the north-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,7.4,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
09.02.2020 23:00,-3.7,705.7,767.2,,47,Wind blowing from the west-southwest,0,,,, ,,,-9.5,7.4,,,,,,15.0,-13.4,No precipitation,6,,,,
09.02.2020 20:00,-0.6,705.6,767.5,0.7,38,Wind blowing from the west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,7.4,,,,,,21.0,-13.2,No precipitation,12,,,,
09.02.2020 17:00,5.0,704.9,765.9,,24,Wind blowing from the north-west,2,,12,no clouds, ,,,-9.9,7.4,,,,,,30.0,-13.9,No precipitation,6,,,,
09.02.2020 14:00,6.6,704.6,766.0,-1.7,21,Wind blowing from the north,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,6.8,,,,,,30.0,-14.2,No precipitation,12,,,,
09.02.2020 11:00,2.8,706.3,768.4,,27,Wind blowing from the west-northwest,4,,9,no clouds, ,,,-9.9,2.8,,,,,,30.0,-14.4,No precipitation,6,,,,
09.02.2020 08:00,-4.9,706.3,769.0,0.5,49,Wind blowing from the south-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,0.6,,,,,,16.0,-14.2,No precipitation,12,,,,
09.02.2020 05:00,-3.2,705.8,767.6,,41,Wind blowing from the west-southwest,3,,5,, ,,,-13.9,0.6,,,,,,30.0,-14.6,No precipitation,6,,,,
09.02.2020 02:00,-8.2,707.9,770.4,-2.0,52,Wind blowing from the south-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,0.6,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
08.02.2020 23:00,-9.5,709.9,773.2,,55,Wind blowing from the south-west,1,,5,, ,,,-13.9,0.6,,,,,,6.0,-16.9,No precipitation,6,,,,
08.02.2020 20:00,-6.3,710.8,774.7,-0.2,47,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,0.6,,,,,,9.0,-15.8,No precipitation,12,,,,
08.02.2020 17:00,-1.3,711.0,774.4,,35,Wind blowing from the east,2,,,no clouds, ,,,-13.9,0.6,,,,,,12.0,-15.1,No precipitation,6,,,,
08.02.2020 14:00,-0.5,711.9,775.0,-1.4,30,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,2.5,,,,,,30.0,-16.0,No precipitation,12,,,,
08.02.2020 11:00,-4.0,713.3,776.5,,40,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,30.0,-15.6,,,,,,
08.02.2020 08:00,-11.5,713.3,777.2,1.0,61,Wind blowing from the south-southwest,0,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,2.5,,,,,,5.0,-17.5,No precipitation,12,,,,
08.02.2020 05:00,-12.1,712.3,775.6,,66,Wind blowing from the south-southwest,1,,8,, ,,,-15.5,2.5,,,,,,26.0,-17.3,No precipitation,6,,,,
