Local time in Longzi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 08:00,-9.8,477.3,764.3,0.9,86,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,10.4,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
20.02.2020 05:00,-6.5,476.4,757.6,,80,Wind blowing from the north-northeast,1,,10,, ,,,,10.4,,,,,,30.0,-9.4,No precipitation,6,,,,
20.02.2020 02:00,-2.3,476.1,757.3,,65,Wind blowing from the east-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.4,,,2500 or more  or no clouds.,,,30.0,-8.0,No precipitation,12,,,,
19.02.2020 20:00,4.9,473.7,760.8,0.9,23,Wind blowing from the west,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,10.4,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
19.02.2020 17:00,9.8,472.8,755.1,,10,Wind blowing from the west-southwest,5,,10,90  or more  but not 100%, ,,,-13.9,10.4,,,,,,30.0,-20.4,No precipitation,6,,,,
19.02.2020 14:00,5.5,475.6,760.5,-2.4,18,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,8.2,,,,,,30.0,-17.0,No precipitation,12,,,,
19.02.2020 11:00,-3.8,478.0,766.7,,27,Wind blowing from the south-west,1,,3,, ,,,-13.9,,,,,,,30.0,-20.1,No precipitation,6,,,,
19.02.2020 08:00,-13.3,476.7,766.4,-0.2,47,Wind blowing from the north,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,,,,,,,30.0,-22.2,No precipitation,12,,,,
19.02.2020 05:00,-11.5,476.9,763.4,,40,Wind blowing from the north,1,,12,, ,,,-11.7,8.2,,,,,,30.0,-22.4,No precipitation,6,,,,
19.02.2020 02:00,-8.7,477.5,763.2,,29,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,8.2,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
18.02.2020 20:00,3.5,475.4,761.0,0.9,7,Wind blowing from the north,7,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,8.2,,,1000-1500,,,30.0,-29.2,No precipitation,12,,,,
18.02.2020 17:00,6.9,474.5,755.3,,8,Wind blowing from the west-northwest,5,,,90  or more  but not 100%, ,,,-8.4,14.1,,,,,,30.0,-25.2,No precipitation,6,,,,
18.02.2020 14:00,5.9,475.5,755.5,-1.6,22,Wind blowing from the south-southwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Drizzle.,-8.4,,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
18.02.2020 11:00,-1.8,477.1,761.7,,63,Wind blowing from the north-northeast,2,,,,Rain or drizzle and snow  slight. ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,,,,,,,26.0,-7.9,No precipitation,6,,,,
18.02.2020 08:00,-8.1,475.6,759.1,0.7,76,Wind blowing from the west-southwest,1,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,,,,600-1000,,,30.0,-11.6,No precipitation,12,,,,
18.02.2020 05:00,-4.8,474.9,751.5,,72,Wind blowing from the north,1,,,, ,,,-9.9,15.2,,,,,,30.0,-9.1,No precipitation,6,,,,
18.02.2020 02:00,-1.3,475.0,753.2,,59,Wind blowing from the east,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.2,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
17.02.2020 20:00,7.1,472.8,755.3,0.6,10,Wind blowing from the south-west,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,15.2,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
17.02.2020 17:00,14.2,472.2,748.5,,5,Wind blowing from the west-southwest,8,,14,40%., ,,,-9.9,15.2,,,1000-1500,,,30.0,-25.0,No precipitation,6,,,,
17.02.2020 14:00,8.2,475.5,754.5,-2.9,21,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
17.02.2020 11:00,-0.9,478.4,762.6,,49,Wind blowing from the south,1,,,, ,,,-9.9,,,,,,,30.0,-10.5,No precipitation,6,,,,
17.02.2020 08:00,-9.3,477.1,761.3,0.4,79,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
17.02.2020 05:00,-6.9,476.7,755.8,,76,Wind blowing from the north-northwest,1,,13,, ,,,-7.8,14.4,,,,,,30.0,-10.4,No precipitation,6,,,,
17.02.2020 02:00,-2.2,476.7,756.9,,69,Wind blowing from the south,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,14.4,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,12,,,,
16.02.2020 20:00,8.6,474.0,754.5,0.3,10,Wind blowing from the west-northwest,2,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,14.4,,,,,,30.0,-21.3,No precipitation,12,,,,
16.02.2020 17:00,14.0,473.7,751.6,,2,Wind blowing from the west-northwest,7,,,, ,,,-7.9,14.4,,,,,,30.0,-34.8,No precipitation,6,,,,
16.02.2020 14:00,7.4,476.4,757.1,-2.1,19,Wind blowing from the south-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
16.02.2020 11:00,-0.5,478.5,763.2,,45,Wind blowing from the west-southwest,1,,10,no clouds, ,,,-7.9,,,,,,,30.0,-11.0,No precipitation,6,,,,
16.02.2020 08:00,-6.4,477.0,759.3,0.5,61,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
16.02.2020 05:00,-7.8,476.5,756.4,,79,Wind blowing from the north-west,1,,,, ,,,-8.1,13.4,,,,,,30.0,-10.8,No precipitation,6,,,,
16.02.2020 02:00,-3.3,476.1,756.7,,68,Wind blowing from the north,1,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,13.4,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
15.02.2020 20:00,8.5,472.6,752.8,0.7,4,Wind blowing from the north-northwest,5,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,13.4,,,,,,30.0,-31.4,No precipitation,12,,,,
15.02.2020 17:00,13.3,471.9,745.9,,3,Wind blowing from the north-west,7,,,, ,,,-8.1,15.3,,,,,,30.0,-31.1,No precipitation,6,,,,
15.02.2020 14:00,7.5,474.1,752.3,-2.3,18,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,,,,,,,30.0,-15.3,No precipitation,12,,,,
15.02.2020 11:00,-0.1,476.4,759.7,,50,Wind blowing from the west-southwest,1,,,no clouds, ,,,-8.1,,,,,,,30.0,-9.5,No precipitation,6,,,,
15.02.2020 08:00,-7.0,474.8,757.8,0.8,75,Wind blowing from the north,0,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
15.02.2020 05:00,-2.4,474.0,748.0,,56,Wind blowing from the north-west,1,,,, ,,,,16.0,,,,,,30.0,-10.0,No precipitation,6,,,,
15.02.2020 02:00,-1.4,474.0,750.8,,57,Wind blowing from the east-northeast,2,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.0,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,12,,,,
14.02.2020 20:00,5.9,469.6,752.5,0.9,25,Wind blowing from the east,6,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.0,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
14.02.2020 17:00,15.3,468.7,743.5,,2,Wind blowing from the north-west,9,,19,no clouds, ,,,-12.1,,,,,,,28.0,-34.0,No precipitation,6,,,,
14.02.2020 14:00,9.6,470.9,748.5,-3.4,13,Wind blowing from the south-southeast,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
14.02.2020 11:00,-2.2,474.3,757.3,,55,Wind blowing from the south,1,,5,no clouds, ,,,-12.1,,,,,,,30.0,-10.2,No precipitation,6,,,,
14.02.2020 08:00,-11.8,474.1,758.2,0.4,77,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,,,,,,,30.0,-15.0,No precipitation,12,,,,
14.02.2020 05:00,-8.8,473.7,752.3,,74,Wind blowing from the west-northwest,1,,,, ,,,-12.8,14.1,,,,,,30.0,-12.6,No precipitation,6,,,,
14.02.2020 02:00,-5.6,474.1,753.1,,66,Wind blowing from the west-northwest,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.1,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
13.02.2020 20:00,8.4,473.2,757.0,-0.5,6,Wind blowing from the north-west,3,,16,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.1,,,1000-1500,,,30.0,-27.2,No precipitation,12,,,,
13.02.2020 17:00,13.9,473.7,753.0,,4,Wind blowing from the west-northwest,5,,16,10%  or less  but not 0, ,,,-12.8,14.1,,,1000-1500,,,30.0,-27.6,No precipitation,6,,,,
13.02.2020 14:00,10.5,475.7,756.4,-2.5,11,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
13.02.2020 11:00,-2.0,478.2,763.6,,51,Wind blowing from the east-southeast,1,,5,, ,,,-12.8,,,,,,,30.0,-10.8,No precipitation,6,,,,
13.02.2020 08:00,-12.3,477.0,763.9,0.9,74,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
13.02.2020 05:00,-9.9,476.1,758.2,,77,Wind blowing from the west-northwest,1,,,, ,,,-11.4,11.7,,,,,,30.0,-13.2,No precipitation,6,,,,
13.02.2020 02:00,-6.9,476.3,759.5,,61,Wind blowing from the north-west,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.7,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
12.02.2020 20:00,7.1,474.3,758.5,-0.2,6,Wind blowing from the west-northwest,4,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,11.7,,,,,,30.0,-28.1,No precipitation,12,,,,
12.02.2020 17:00,11.4,474.5,755.2,,4,Wind blowing from the west,7,,,no clouds, ,,,-11.4,11.4,,,,,,30.0,-29.4,No precipitation,6,,,,
12.02.2020 14:00,6.9,477.1,760.0,-2.3,8,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,8.9,,,,,,30.0,-25.2,No precipitation,12,,,,
12.02.2020 11:00,-2.3,479.4,766.8,,34,Wind blowing from the south-east,1,,5,no clouds, ,,,-11.4,,,,,,,30.0,-16.0,No precipitation,6,,,,
12.02.2020 08:00,-10.5,478.1,766.1,0.5,66,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,8.9,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,12,,,,
12.02.2020 05:00,-9.1,477.6,761.8,,70,Wind blowing from the north-northeast,2,,,, ,,,-13.7,8.9,,,,,,30.0,-13.7,No precipitation,6,,,,
12.02.2020 02:00,-5.5,477.3,762.4,,48,Wind blowing from the north-northeast,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.9,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
11.02.2020 20:00,4.7,475.3,763.6,0.4,4,Wind blowing from the north,6,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,8.9,,,,,,30.0,-34.1,No precipitation,12,,,,
11.02.2020 17:00,8.6,474.9,758.5,,4,Wind blowing from the west,8,,,10%  or less  but not 0, ,,,-13.7,8.8,,,1000-1500,,,28.0,-31.4,No precipitation,6,,,,
11.02.2020 14:00,3.5,476.5,761.6,-2.2,21,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,7.0,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
11.02.2020 11:00,-4.9,478.7,768.1,,49,Wind blowing from the north-northeast,1,,7,, ,,,-13.7,,,,,,,30.0,-14.0,No precipitation,6,,,,
11.02.2020 08:00,-13.6,477.2,768.7,0.7,76,Wind blowing from the north-northwest,0,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,7.0,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
11.02.2020 05:00,-10.6,476.5,762.7,,78,Wind blowing from the north-northwest,1,,,, ,,,,7.0,,,,,,30.0,-13.7,No precipitation,6,,,,
11.02.2020 02:00,-6.2,476.4,762.5,,69,Wind blowing from the east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.0,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
10.02.2020 20:00,1.6,473.8,765.6,0.4,14,Wind blowing from the north-northwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,7.0,,,1000-1500,,,30.0,-23.1,No precipitation,12,,,,
10.02.2020 17:00,6.1,473.4,760.2,,5,Wind blowing from the south,3,,7,no clouds, ,,,-17.3,6.3,,,,,,30.0,-30.8,No precipitation,6,,,,
10.02.2020 14:00,1.7,476.2,765.7,-2.0,7,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,3.0,,,,,,30.0,-30.5,No precipitation,12,,,,
10.02.2020 11:00,-7.1,478.2,771.3,,24,Wind blowing from the south-west,1,,3,no clouds, ,,,-17.3,,,,,,,30.0,-24.3,No precipitation,6,,,,
10.02.2020 08:00,-17.1,477.4,773.8,0.4,55,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,3.0,,,,,,30.0,-24.0,No precipitation,12,,,,
10.02.2020 05:00,-14.5,477.0,768.4,,51,Wind blowing from the north-northwest,1,,8,, ,,,-15.8,3.0,,,,,,30.0,-22.4,No precipitation,6,,,,
10.02.2020 02:00,-11.6,477.0,766.6,,39,Wind blowing from the north,0,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,3.0,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
09.02.2020 20:00,-1.9,474.5,768.1,0.4,14,Wind blowing from the west,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,3.0,,,,,,30.0,-25.9,No precipitation,12,,,,
09.02.2020 17:00,2.5,474.1,761.7,,11,Wind blowing from the west,4,,14,, ,,,-15.8,3.9,,,,,,30.0,-25.0,No precipitation,6,,,,
09.02.2020 14:00,2.2,475.0,760.1,-1.8,5,Wind blowing from the south-west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,4.9,,,2500 or more  or no clouds.,,,30.0,-33.7,No precipitation,12,,,,
09.02.2020 11:00,-6.2,476.8,766.2,,45,Wind blowing from the south,1,,6,, ,,,-15.8,4.9,,,,,,30.0,-16.2,No precipitation,6,,,,
09.02.2020 08:00,-15.7,476.0,769.3,-0.1,66,Wind blowing from the north-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,4.9,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
09.02.2020 05:00,-11.4,476.1,764.0,,54,Wind blowing from the north-northeast,1,,11,, ,,,-14.4,4.9,,,,,,30.0,-18.9,No precipitation,6,,,,
09.02.2020 02:00,-6.4,476.5,761.9,,29,Wind blowing from the east,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,4.9,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
08.02.2020 20:00,-0.2,474.8,766.0,0.8,17,Wind blowing from the south-southwest,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,4.9,,,,,,30.0,-22.3,No precipitation,12,,,,
08.02.2020 17:00,3.8,474.0,759.8,,9,Wind blowing from the south-west,5,,14,, ,,,-14.4,6.0,,,,,,30.0,-26.2,No precipitation,6,,,,
08.02.2020 14:00,3.2,474.9,759.1,-1.2,6,Wind blowing from the south-southwest,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,6.6,,,2500 or more  or no clouds.,,,30.0,-31.0,No precipitation,12,,,,
08.02.2020 11:00,-4.5,476.1,764.8,,41,Wind blowing from the south-southwest,1,,8,, ,,,-14.4,,,,,,,30.0,-15.8,No precipitation,6,,,,
08.02.2020 08:00,-13.5,475.1,766.2,0.5,70,Wind blowing from the west,1,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,6.6,,,,,,30.0,-17.8,No precipitation,12,,,,
08.02.2020 05:00,-9.9,474.6,759.4,,62,Wind blowing from the west-northwest,1,,,, ,,,-14.6,6.6,,,,,,30.0,-15.8,No precipitation,6,,,,
08.02.2020 02:00,-6.2,475.1,760.8,,57,Wind blowing from the east-northeast,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,6.6,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
07.02.2020 20:00,0.2,472.4,761.8,0.9,20,Wind blowing from the south-east,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,6.6,,,,,,30.0,-20.1,No precipitation,12,,,,
07.02.2020 17:00,5.9,471.5,754.8,,11,Wind blowing from the south-southwest,7,,,, ,,,-14.6,6.6,,,,,,30.0,-22.4,No precipitation,6,,,,
07.02.2020 14:00,1.2,473.7,758.4,-2.0,23,Wind blowing from the west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,7.3,,,,,,30.0,-17.7,No precipitation,12,,,,
07.02.2020 11:00,-5.4,475.7,764.0,,56,Wind blowing from the south-west,1,,10,no clouds, ,,,-14.6,,,,,,,30.0,-13.0,No precipitation,6,,,,
07.02.2020 08:00,-13.5,474.6,765.2,1.0,77,Wind blowing from the north-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,7.3,,,,,,30.0,-16.7,No precipitation,12,,,,
07.02.2020 05:00,-10.6,473.6,758.1,,73,Wind blowing from the north,1,,16,, ,,,-15.7,7.3,,,,,,30.0,-14.5,No precipitation,6,,,,
07.02.2020 02:00,-5.9,473.4,757.9,,52,Wind blowing from the east,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.3,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
06.02.2020 20:00,0.6,470.7,760.2,0.7,19,Wind blowing from the south-southwest,2,,16,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,7.3,,,1000-1500,,,30.0,-20.4,No precipitation,12,,,,
06.02.2020 17:00,6.1,470.0,753.6,,9,Wind blowing from the south-west,6,,13,, ,,,-15.7,7.3,,,,,,30.0,-24.5,No precipitation,6,,,,
06.02.2020 14:00,1.2,472.9,759.1,-2.8,25,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,5.7,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
06.02.2020 11:00,-7.6,475.7,766.6,,48,Wind blowing from the north,1,,7,, ,,,-15.7,,,,,,,30.0,-16.7,No precipitation,6,,,,
06.02.2020 08:00,-15.6,475.0,767.7,0.1,79,Wind blowing from the north-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
06.02.2020 05:00,-12.6,474.9,762.4,,77,Wind blowing from the north-west,0,,12,, ,,,-14.0,5.7,,,,,,30.0,-15.9,No precipitation,6,,,,
06.02.2020 02:00,-9.0,474.1,761.5,,64,Wind blowing from the north,0,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,5.7,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
05.02.2020 20:00,-0.2,469.8,757.8,1.6,28,Wind blowing from the north-east,3,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,5.7,,,1000-1500,,,20.0,-16.5,No precipitation,12,,,,
05.02.2020 17:00,4.4,468.2,750.1,,10,Wind blowing from the west-southwest,6,,16,90  or more  but not 100%, ,,,-14.0,8.1,,,1000-1500,,,30.0,-24.6,No precipitation,6,,,,
05.02.2020 14:00,0.5,470.9,754.3,-2.2,29,Wind blowing from the east-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,8.1,,,,,,30.0,-15.5,No precipitation,12,,,,
05.02.2020 11:00,-5.5,473.1,760.4,,56,Wind blowing from the south-east,1,,11,10%  or less  but not 0, ,,,-14.0,,,,1000-1500,,,30.0,-12.9,No precipitation,6,,,,
05.02.2020 08:00,-13.2,472.4,761.8,-0.1,76,Wind blowing from the south,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,,,,,,,30.0,-16.5,No precipitation,12,,,,
05.02.2020 05:00,-10.1,472.5,755.1,,71,Wind blowing from the west-northwest,1,,,, ,,,-15.0,8.1,,,,,,30.0,-14.4,No precipitation,6,,,,
