Local time in Yuanping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 02:00,-2.3,694.3,769.0,,29,Wind blowing from the north-northwest,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,9.1,,,2500 or more  or no clouds.,,,21.0,-17.9,No precipitation,12,,,,
18.02.2020 20:00,1.2,694.2,770.2,0.5,20,Wind blowing from the north-west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,9.1,,,2500 or more  or no clouds.,,,16.0,-19.3,No precipitation,12,,,,
18.02.2020 17:00,8.5,693.7,768.6,,10,Wind blowing from the north-west,1,,5,20–30%., ,,,-7.6,9.1,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,6,,,,
18.02.2020 14:00,6.7,694.6,769.6,-2.9,12,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,6.9,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
18.02.2020 11:00,2.6,697.5,773.2,,18,Wind blowing from the south-southeast,1,,4,50%., ,,,-7.6,6.8,,,2500 or more  or no clouds.,,,28.0,-19.4,No precipitation,6,,,,
18.02.2020 08:00,-6.0,698.5,774.9,0.3,38,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,6.8,,,1000-1500,,,10.0,-18.0,No precipitation,12,,,,
18.02.2020 05:00,-5.8,698.2,773.8,,36,Wind blowing from the south,1,,7,, ,,,-7.6,6.8,,,,,,15.0,-18.5,No precipitation,6,,,,
18.02.2020 02:00,-4.1,699.2,775.1,,24,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,6.8,,,2500 or more  or no clouds.,,,11.0,-21.7,No precipitation,12,,,,
17.02.2020 20:00,1.7,698.8,775.3,,12,Wind blowing from the north-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,6.8,,,,,,30.0,-24.7,No precipitation,12,,,,
17.02.2020 17:00,6.7,698.6,774.4,,8,Wind blowing from the north-northwest,4,,9,no clouds, ,,,-7.6,6.8,,,,,,30.0,-25.3,No precipitation,6,,,,
17.02.2020 14:00,4.0,699.6,775.6,-2.2,13,Wind blowing from the north-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,4.0,,,,,,30.0,-22.0,No precipitation,12,,,,
17.02.2020 11:00,-0.7,701.8,778.5,,22,Wind blowing from the north,2,,10,no clouds, ,,,-7.6,2.7,,,,,,30.0,-19.8,No precipitation,6,,,,
17.02.2020 08:00,-6.4,701.5,778.7,0.6,38,Wind blowing from the south-west,1,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,2.7,,,1000-1500,,,30.0,-18.4,No precipitation,12,,,,
17.02.2020 05:00,-6.6,700.9,777.6,,36,Wind blowing from the north-northwest,2,,13,, ,,,-9.6,2.7,,,,,,30.0,-19.2,No precipitation,6,,,,
17.02.2020 02:00,-4.8,700.6,777.2,,33,Wind blowing from the north,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,2.7,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
16.02.2020 20:00,-0.8,699.1,776.2,1.4,24,Wind blowing from the north-west,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,2.7,,,,,,30.0,-18.9,No precipitation,12,,,,
16.02.2020 17:00,1.8,697.7,774.5,,19,Wind blowing from the north-west,6,,13,no clouds, ,,,-9.6,2.7,,,,,,30.0,-19.4,No precipitation,6,,,,
16.02.2020 14:00,1.0,697.6,774.2,-1.8,18,Wind blowing from the north,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.0,,,1000-1500,,,30.0,-20.7,No precipitation,12,,,,
16.02.2020 11:00,-2.4,699.4,776.6,,21,Wind blowing from the north,3,,11,20–30%., ,,,-9.6,-2.4,,,1000-1500,,,30.0,-21.8,No precipitation,6,,,,
16.02.2020 08:00,-7.7,699.4,777.2,0.0,25,Wind blowing from the north-east,3,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-3.0,,,1000-1500,,,30.0,-24.3,No precipitation,12,,,,
16.02.2020 05:00,-9.3,699.4,777.2,,24,Wind blowing from the west,1,,15,, ,,,-10.4,-3.0,,,,,,30.0,-26.2,No precipitation,6,,,,
16.02.2020 02:00,-7.1,699.4,776.9,,24,Wind blowing from the north-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-3.0,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
15.02.2020 20:00,-5.6,700.0,778.3,0.6,27,Wind blowing from the north-west,5,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-2.6,,,,,,30.0,-21.6,No precipitation,12,,,,
15.02.2020 17:00,-3.9,699.4,777.4,,22,Wind blowing from the north-west,8,,16,no clouds, ,,,-10.4,1.0,,,,,,30.0,-22.5,No precipitation,6,,,,
15.02.2020 14:00,-4.0,699.7,777.4,-2.4,20,Wind blowing from the north-northwest,9,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,3.4,,,,,,30.0,-23.7,No precipitation,12,,,,
15.02.2020 11:00,-7.0,702.1,780.2,,26,Wind blowing from the north-northwest,6,,14,no clouds, ,,,-10.4,,,,,,,30.0,-23.3,No precipitation,6,,,,
15.02.2020 08:00,-10.2,702.5,780.7,0.9,32,Wind blowing from the north-west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,3.4,,,,,,30.0,-23.8,No precipitation,12,,,,
15.02.2020 05:00,-10.2,701.6,779.1,,42,Wind blowing from the north-west,5,,14,, ,,,-10.2,3.4,,,,,,30.0,-20.7,No precipitation,6,,,,
15.02.2020 02:00,-7.5,701.6,778.4,,44,Wind blowing from the north-west,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.8,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
14.02.2020 20:00,-2.6,698.3,774.5,2.6,31,Wind blowing from the north-northwest,6,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,8.2,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
14.02.2020 17:00,1.1,695.7,770.7,,21,Wind blowing from the north,5,,13,50%., ,,,-0.7,,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,6,,,,
14.02.2020 14:00,2.8,694.0,768.1,-0.3,20,Wind blowing from the north-northeast,5,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,14.3,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,12,,,,
14.02.2020 11:00,0.5,694.3,768.7,,24,Wind blowing from the north,4,,13,50%., ,,,-0.7,14.3,,,1000-1500,,,30.0,-17.7,No precipitation,6,,,,
14.02.2020 08:00,-0.4,692.1,766.1,2.3,27,Wind blowing from the north-northwest,5,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,14.3,,,1000-1500,,,30.0,-17.1,No precipitation,12,,,,
14.02.2020 05:00,2.4,689.8,762.4,,37,Wind blowing from the north,5,,11,, ,,,-3.6,14.3,,,,,,30.0,-10.8,No precipitation,6,,,,
14.02.2020 02:00,5.9,688.2,760.3,,29,Wind blowing from the north-northwest,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,14.3,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
13.02.2020 20:00,8.2,684.6,758.2,1.6,33,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,14.3,,,2500 or more  or no clouds.,,,6.0,-7.1,No precipitation,12,,,,
13.02.2020 17:00,13.4,683.0,755.5,,22,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,-3.6,14.3,,,,,,13.0,-7.9,No precipitation,6,,,,
13.02.2020 14:00,12.5,684.3,757.0,,21,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,12.6,,,,,,12.0,-9.2,No precipitation,12,,,,
13.02.2020 11:00,4.4,687.1,760.9,,35,Wind blowing from the north,2,,4,no clouds, ,,,-3.6,12.5,,,,,,9.0,-9.7,No precipitation,6,,,,
13.02.2020 08:00,-3.5,687.5,762.0,0.8,59,Wind blowing from the west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,12.5,,,,,,7.0,-10.4,No precipitation,12,,,,
13.02.2020 05:00,-1.5,686.7,759.8,,50,Wind blowing from the north-northwest,2,,4,, ,,,-4.4,12.5,,,,,,9.0,-10.6,No precipitation,6,,,,
13.02.2020 02:00,-1.9,687.3,760.6,,53,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.5,,,2500 or more  or no clouds.,,,8.0,-10.2,No precipitation,12,,,,
12.02.2020 20:00,4.2,687.1,761.6,0.6,34,Wind blowing from the north-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.5,,,2500 or more  or no clouds.,,,8.0,-10.3,No precipitation,12,,,,
12.02.2020 17:00,11.3,686.5,759.8,,18,Wind blowing from the east,1,,4,20–30%., ,,,-4.4,12.5,,,2500 or more  or no clouds.,,,18.0,-12.2,No precipitation,6,,,,
12.02.2020 14:00,10.5,687.6,760.9,-2.5,17,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.3,,,2500 or more  or no clouds.,,,20.0,-13.5,No precipitation,12,,,,
12.02.2020 11:00,3.3,690.1,764.4,,32,Wind blowing from the south,1,,3,60%., ,,,-4.4,12.3,,,2500 or more  or no clouds.,,,8.0,-11.8,No precipitation,6,,,,
12.02.2020 08:00,-4.0,690.3,765.3,0.5,50,Wind blowing from the north-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.3,,,2500 or more  or no clouds.,,,12.0,-13.1,No precipitation,12,,,,
12.02.2020 05:00,-2.8,689.8,763.5,,46,Wind blowing from the south-southwest,1,,3,, ,,,-6.1,12.3,,,,,,14.0,-12.8,No precipitation,6,,,,
12.02.2020 02:00,-1.7,690.2,763.9,,45,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,12.3,,,2500 or more  or no clouds.,,,11.0,-12.3,No precipitation,12,,,,
11.02.2020 20:00,3.4,689.8,764.9,0.9,28,Wind blowing from the west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,12.3,,,,,,9.0,-13.4,No precipitation,12,,,,
11.02.2020 17:00,11.2,688.9,762.7,,8,Wind blowing from the south,2,,3,no clouds, ,,,-6.1,12.3,,,,,,30.0,-21.9,No precipitation,6,,,,
11.02.2020 14:00,9.9,689.8,763.5,-2.4,10,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,,,,,,,27.0,-20.3,No precipitation,12,,,,
11.02.2020 11:00,3.7,692.2,766.9,,24,Wind blowing from the south-east,1,,4,no clouds, ,,,-6.1,,,,,,,8.0,-15.0,No precipitation,6,,,,
11.02.2020 08:00,-5.7,692.2,767.6,0.8,52,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,,,,,,,7.0,-14.0,No precipitation,12,,,,
11.02.2020 05:00,-3.6,691.4,765.3,,36,Wind blowing from the north,1,,4,, ,,,-6.4,,,,,,,20.0,-16.5,No precipitation,6,,,,
11.02.2020 02:00,-2.0,691.9,765.7,,33,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,18.6,,,2500 or more  or no clouds.,,,19.0,-16.1,No precipitation,12,,,,
10.02.2020 20:00,3.4,691.1,766.5,0.7,18,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,18.6,,,,,,9.0,-18.7,No precipitation,12,,,,
10.02.2020 17:00,11.6,690.4,764.3,,1,Wind blowing from the south,2,,4,no clouds, ,,,-6.4,,,,,,,30.0,-43.1,No precipitation,6,,,,
10.02.2020 14:00,10.4,691.2,765.2,-2.5,4,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,14.9,,,,,,30.0,-30.1,No precipitation,12,,,,
10.02.2020 11:00,4.2,693.7,768.7,,22,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-6.4,11.2,,,,,,14.0,-15.6,No precipitation,6,,,,
10.02.2020 08:00,-5.8,693.7,769.3,0.6,55,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,11.2,,,,,,10.0,-13.4,No precipitation,12,,,,
10.02.2020 05:00,-5.0,693.1,767.5,,49,Wind blowing from the east-northeast,0,,,, ,,,-7.1,11.2,,,,,,30.0,-14.1,No precipitation,6,,,,
10.02.2020 02:00,-3.2,693.7,768.1,,40,Wind blowing from the north-northeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,11.2,,,2500 or more  or no clouds.,,,23.0,-14.9,No precipitation,12,,,,
09.02.2020 20:00,2.8,694.1,769.9,0.4,23,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,11.2,,,,,,15.0,-16.3,No precipitation,12,,,,
09.02.2020 17:00,10.6,693.7,768.3,,4,Wind blowing from the north-west,1,,5,no clouds, ,,,-7.1,11.2,,,,,,30.0,-30.0,No precipitation,6,,,,
09.02.2020 14:00,10.0,694.6,769.2,-2.6,2,Wind blowing from the south-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,10.0,,,,,,30.0,-37.5,No precipitation,12,,,,
09.02.2020 11:00,3.5,697.2,772.7,,23,Wind blowing from the south-southeast,1,,4,no clouds, ,,,-7.1,6.8,,,,,,13.0,-15.7,No precipitation,6,,,,
09.02.2020 08:00,-6.2,697.5,774.1,,60,Wind blowing from the south-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,6.8,,,,,,8.0,-12.7,No precipitation,12,,,,
09.02.2020 05:00,-6.0,697.7,773.5,,58,Wind blowing from the east,1,,4,, ,,,-7.6,6.8,,,,,,14.0,-13.1,No precipitation,6,,,,
09.02.2020 02:00,-4.7,698.6,774.4,,52,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,6.8,,,2500 or more  or no clouds.,,,9.0,-13.1,No precipitation,12,,,,
08.02.2020 20:00,-0.4,698.8,775.8,0.5,37,Wind blowing from the west-northwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,6.8,,,2500 or more  or no clouds.,,,8.0,-13.6,No precipitation,12,,,,
08.02.2020 17:00,6.0,698.3,774.1,,13,Wind blowing from the south,2,,3,20–30%., ,,,-7.6,6.8,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,6,,,,
08.02.2020 14:00,5.2,698.8,774.4,-1.9,17,Wind blowing from the south,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.2,,,2500 or more  or no clouds.,,,19.0,-17.9,No precipitation,12,,,,
08.02.2020 11:00,0.4,700.7,776.8,,35,Wind blowing from the south,1,,4,50%., ,,,-7.6,4.5,,,2500 or more  or no clouds.,,,10.0,-13.3,No precipitation,6,,,,
08.02.2020 08:00,-7.5,700.3,777.5,0.8,69,Wind blowing from the east-southeast,1,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,4.5,,,2500 or more  or no clouds.,,,7.0,-12.2,No precipitation,12,,,,
08.02.2020 05:00,-6.2,699.5,775.8,,55,Wind blowing from the north-northwest,1,,6,, ,,,-9.1,4.5,,,,,,22.0,-13.8,No precipitation,6,,,,
08.02.2020 02:00,-3.2,699.7,775.7,,59,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,4.5,,,2500 or more  or no clouds.,,,9.0,-10.1,No precipitation,12,,,,
07.02.2020 20:00,-0.5,698.0,775.2,,53,Wind blowing from the south-east,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,4.5,,,2500 or more  or no clouds.,,,5.0,-9.1,No precipitation,6,,,,
07.02.2020 17:00,3.9,696.6,772.7,,32,Wind blowing from the west,1,,3,50%., ,,,-9.1,4.5,,,2500 or more  or no clouds.,,,12.0,-11.3,No precipitation,6,,,,
07.02.2020 14:00,2.8,696.6,772.8,-1.9,34,Wind blowing from the north,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,2.8,,,2500 or more  or no clouds.,,,9.0,-11.5,No precipitation,12,,,,
07.02.2020 11:00,-2.7,698.5,775.6,,55,Wind blowing from the east,1,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,0.3,,,1000-1500,,,6.0,-10.7,No precipitation,6,,,,
07.02.2020 08:00,-9.0,697.9,775.3,,71,Wind blowing from the west,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,0.3,,,1000-1500,,,5.0,-13.3,No precipitation,6,,,,
07.02.2020 05:00,-7.8,697.3,774.2,,67,Wind blowing from the north-west,1,,3,, ,,,-7.8,0.3,,,,,,8.0,-12.9,No precipitation,6,,,,
07.02.2020 02:00,-6.9,697.3,774.1,,66,Wind blowing from the west-northwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,0.3,,,2500 or more  or no clouds.,,,7.0,-12.2,No precipitation,12,,,,
06.02.2020 20:00,-2.6,696.6,773.5,1.1,50,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,0.3,,,1000-1500,,,9.0,-11.8,No precipitation,12,,,,
06.02.2020 17:00,-0.3,695.5,771.9,,39,Wind blowing from the south,1,,4,20–30%., ,,,-6.7,0.3,,,1000-1500,,,14.0,-12.6,No precipitation,6,,,,
06.02.2020 14:00,-0.7,696.1,772.7,-2.4,40,Wind blowing from the south,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-0.6,,,1000-1500,,,15.0,-12.9,No precipitation,12,,,,
06.02.2020 11:00,-3.9,698.5,775.6,,48,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,-6.7,-0.9,,,1000-1500,,,22.0,-13.3,No precipitation,6,,,,
06.02.2020 08:00,-6.6,698.4,775.7,0.4,57,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-0.9,,,2500 or more  or no clouds.,,,21.0,-13.7,No precipitation,12,,,,
06.02.2020 05:00,-6.4,698.0,774.9,,57,Wind blowing from the north-northwest,2,,6,, ,,,-8.1,-0.9,,,,,,23.0,-13.7,No precipitation,6,,,,
06.02.2020 02:00,-6.2,698.4,775.3,,55,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-0.9,,,2500 or more  or no clouds.,,,20.0,-13.8,No precipitation,12,,,,
05.02.2020 20:00,-3.7,697.4,774.8,0.9,53,Wind blowing from the south,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,0.0,,,2500 or more  or no clouds.,,,15.0,-12.1,No precipitation,12,,,,
05.02.2020 17:00,-1.4,696.5,773.4,,42,Wind blowing from the south,2,,6,70 – 80%., ,,,-8.1,4.5,,,2500 or more  or no clouds.,,,17.0,-12.9,No precipitation,6,,,,
05.02.2020 14:00,-1.4,696.8,773.5,,40,Wind blowing from the south-southeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,5.6,,,2500 or more  or no clouds.,,,19.0,-13.3,No precipitation,12,,,,
05.02.2020 11:00,-4.7,698.6,775.5,,41,Wind blowing from the north-northwest,1,,6,70 – 80%., ,,,-8.1,,,,2500 or more  or no clouds.,,,26.0,-16.2,No precipitation,6,,,,
05.02.2020 08:00,-8.1,698.2,775.1,0.9,46,Wind blowing from the north,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,5.6,,,2500 or more  or no clouds.,,,26.0,-17.9,No precipitation,12,,,,
05.02.2020 05:00,-7.4,697.3,773.4,,42,Wind blowing from the north-northeast,1,,6,, ,,,-9.6,5.6,,,,,,28.0,-18.1,No precipitation,6,,,,
05.02.2020 02:00,-5.8,697.2,773.0,,33,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,5.6,,,2500 or more  or no clouds.,,,27.0,-19.5,No precipitation,12,,,,
04.02.2020 20:00,0.1,695.7,772.6,1.3,23,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,5.6,,,,,,24.0,-18.6,No precipitation,12,,,,
04.02.2020 17:00,4.5,694.4,770.3,,7,Wind blowing from the north,2,,4,no clouds, ,,,-9.6,5.6,,,,,,30.0,-28.4,No precipitation,6,,,,
04.02.2020 14:00,4.8,694.9,770.6,-1.5,13,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,4.8,,,,,,30.0,-21.3,No precipitation,12,,,,
04.02.2020 11:00,-1.4,696.4,772.9,,30,Wind blowing from the south-southeast,1,,4,no clouds, ,,,-9.6,2.9,,,,,,16.0,-16.7,No precipitation,6,,,,
04.02.2020 08:00,-9.6,695.3,772.6,1.4,55,Wind blowing from the west,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,2.9,,,2500 or more  or no clouds.,,,16.0,-17.0,No precipitation,12,,,,
04.02.2020 05:00,-8.3,693.9,770.0,,56,Wind blowing from the east-southeast,1,,4,, ,,,-11.7,2.9,,,,,,11.0,-15.5,No precipitation,6,,,,
