Local time in Huadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,-5.1,746.6,772.8,,57,Wind blowing from the west-southwest,3,,5,no clouds, ,,,-21.4,-3.2,,,,,,10.0,-12.3,No precipitation,6,,,,
19.02.2020 08:00,-16.2,746.7,773.2,1.0,91,Wind blowing from the north,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-3.2,,,,,,6.0,-17.3,No precipitation,12,,,,
19.02.2020 05:00,-20.6,745.7,772.0,,90,Calm  no wind,0,,,, ,,,-25.6,-3.2,,,,,,12.0,-21.8,No precipitation,6,,,,
19.02.2020 02:00,-19.1,745.6,771.7,,92,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.2,,,2500 or more  or no clouds.,,,7.0,-20.1,No precipitation,12,,,,
18.02.2020 20:00,-12.0,744.7,771.3,1.3,89,Wind blowing from the west-southwest,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.2,,,,,,4.4,-13.5,No precipitation,12,,,,
18.02.2020 17:00,-5.0,743.4,769.9,,53,Wind blowing from the west-southwest,1,,8,no clouds, ,,,-25.6,-3.2,,,,,,10.0,-13.1,No precipitation,6,,,,
18.02.2020 14:00,-3.9,742.9,769.1,-2.0,44,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-3.6,,,,,,29.0,-14.4,No precipitation,12,,,,
18.02.2020 11:00,-10.6,744.9,771.2,,50,Wind blowing from the north,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-8.1,,,,,,6.0,-19.0,No precipitation,6,,,,
18.02.2020 08:00,-20.4,746.0,772.8,1.1,84,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-8.1,,,,,,9.0,-22.4,No precipitation,12,,,,
18.02.2020 05:00,-24.8,744.9,771.7,,82,Wind blowing from the north-northeast,1,,4,, ,,,-24.9,-8.1,,,,,,17.0,-27.0,No precipitation,6,,,,
18.02.2020 02:00,-21.9,744.4,771.0,,86,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-8.1,,,2500 or more  or no clouds.,,,25.0,-23.6,No precipitation,12,,,,
17.02.2020 20:00,-13.4,743.2,769.7,1.3,59,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-8.1,,,,,,28.0,-19.7,No precipitation,12,,,,
17.02.2020 17:00,-9.8,741.9,768.1,,41,Wind blowing from the west-northwest,2,,8,no clouds, ,,,-17.5,-8.1,,,,,,30.0,-20.6,No precipitation,6,,,,
17.02.2020 14:00,-10.1,740.8,766.9,-0.4,51,Wind blowing from the south-west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.6,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
17.02.2020 11:00,-13.2,741.2,767.4,,61,Wind blowing from the south-west,3,,7,90  or more  but not 100%, ,,,-17.5,,,,,,,30.0,-19.2,No precipitation,6,,,,
17.02.2020 08:00,-16.6,741.4,767.6,0.8,78,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.1,,,,,,29.0,-19.6,No precipitation,12,,,,
17.02.2020 05:00,-16.8,740.6,766.8,,85,Wind blowing from the west-southwest,3,,5,, ,,,-16.8,-6.1,,,,,,29.0,-18.7,No precipitation,6,,,,
17.02.2020 02:00,-14.7,740.5,766.4,,78,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-6.1,,,2500 or more  or no clouds.,,,30.0,-17.7,0.1,12,,,,
16.02.2020 20:00,-11.0,740.1,765.9,1.3,74,Wind blowing from the north-west,2,,9,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-6.1,,,1000-1500,,,30.0,-14.7,0.3,12,,,,
16.02.2020 17:00,-9.1,738.8,764.5,,80,Wind blowing from the north-northwest,2,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.1,-6.1,,,1000-1500,,,5.0,-11.9,0.2,6,,,,
16.02.2020 14:00,-6.8,737.1,762.6,-0.3,72,Wind blowing from the north-northeast,3,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.8,-6.1,,,1000-1500,,,5.0,-11.0,2.0,12,,,,
16.02.2020 11:00,-7.5,737.4,762.9,,75,Wind blowing from the north-northeast,4,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.8,-6.8,,,,,,8.0,-11.2,0.8,6,,,,
16.02.2020 08:00,-8.6,737.5,763.0,0.3,85,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-6.8,,,2500 or more  or no clouds.,,,7.0,-10.7,5.0,12,,,,
16.02.2020 05:00,-8.6,737.2,762.7,,90,Wind blowing from the north-northeast,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.6,-6.8,,,,,,4.7,-10.0,2.0,6,,,,
16.02.2020 02:00,-8.1,738.5,764.1,,89,Wind blowing from the north-northeast,4,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-6.8,,,2500 or more  or no clouds.,,,4.8,-9.6,7.0,12,,,,
15.02.2020 20:00,-7.1,741.3,766.9,-0.7,93,Wind blowing from the north-northeast,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.3,-6.2,,,1000-1500,,,3.1,-8.0,4.0,12,,,,
15.02.2020 17:00,-7.3,742.0,767.7,,92,Wind blowing from the north-east,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.3,,,,1000-1500,,,2.9,-8.4,2.0,6,,,,
15.02.2020 14:00,-7.3,743.4,769.1,-2.5,90,Wind blowing from the north-northeast,3,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,,,,2500 or more  or no clouds.,,,2.2,-8.7,Trace of precipitation,12,,,,
15.02.2020 11:00,-6.9,745.9,771.7,,57,Wind blowing from the east-northeast,3,,7,100%., ,,,-8.3,,,,1000-1500,,,30.0,-14.0,No precipitation,6,,,,
15.02.2020 08:00,-7.9,746.6,772.4,-0.5,55,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,,,,1000-1500,,,30.0,-15.4,No precipitation,12,,,,
15.02.2020 05:00,-8.2,747.1,772.8,,65,Wind blowing from the east-northeast,2,,6,, ,,,-8.2,-2.6,,,,,,30.0,-13.6,No precipitation,6,,,,
15.02.2020 02:00,-7.6,748.7,774.4,,67,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,-1.2,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
14.02.2020 20:00,-6.2,748.7,774.4,,68,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,,,,1000-1500,,,20.0,-11.3,No precipitation,12,,,,
14.02.2020 17:00,-4.5,747.4,772.9,,63,Wind blowing from the north-northeast,2,,6,100%., ,,,-4.8,,,,1000-1500,,,6.0,-10.5,No precipitation,6,,,,
14.02.2020 14:00,-3.6,746.8,772.2,0.3,74,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,,,,2500 or more  or no clouds.,,,9.0,-7.7,No precipitation,12,,,,
14.02.2020 11:00,-3.6,746.5,771.7,,75,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%, ,,,-4.8,,,,,,,9.0,-7.4,No precipitation,6,,,,
14.02.2020 08:00,-4.6,746.5,771.6,1.2,85,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,4.8,,,1000-1500,,,10.0,-6.7,No precipitation,12,,,,
14.02.2020 05:00,-3.2,745.3,770.5,,87,Wind blowing from the north-northwest,1,,7,, ,,,-8.8,4.8,,,,,,10.0,-5.1,No precipitation,6,,,,
14.02.2020 02:00,-1.2,743.6,768.5,,91,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.8,,,2500 or more  or no clouds.,,,7.0,-2.5,No precipitation,12,,,,
13.02.2020 20:00,4.0,739.6,764.5,3.0,91,Wind blowing from the west,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.8,,,1000-1500,,,3.5,2.7,No precipitation,12,,,,
13.02.2020 17:00,2.3,736.6,761.6,,84,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.7,,,1000-1500,,,1.6,-0.1,No precipitation,6,,,,
13.02.2020 14:00,2.7,736.4,761.4,-0.8,77,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,9.0,,,2500 or more  or no clouds.,,,4.5,-0.9,No precipitation,12,,,,
13.02.2020 11:00,-1.0,737.2,762.2,,100,Wind blowing from the west-northwest,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,9.0,,,,,,2.7,-1.0,No precipitation,6,,,,
13.02.2020 08:00,-6.5,737.0,762.2,0.9,100,Wind blowing from the east,0,,2,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,,,,2500 or more  or no clouds.,,,4.0,-6.5,No precipitation,12,,,,
13.02.2020 05:00,-7.1,736.1,760.9,,100,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-7.4,9.0,,,,,,0.2,-7.1,No precipitation,6,,,,
13.02.2020 02:00,-6.9,736.9,761.5,,100,Calm  no wind,0,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.0,,,2500 or more  or no clouds.,,,0.2,-6.9,No precipitation,12,,,,
12.02.2020 20:00,-2.4,736.8,761.9,0.2,96,Wind blowing from the north,0,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.0,,,,,,1.8,-3.0,No precipitation,12,,,,
12.02.2020 17:00,4.8,736.6,761.4,,69,Calm  no wind,0,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.0,,,1000-1500,,,6.0,-0.4,No precipitation,6,,,,
12.02.2020 14:00,8.5,736.7,760.9,,53,Wind blowing from the west-southwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.0,,,,,,15.0,-0.5,No precipitation,12,,,,
12.02.2020 11:00,6.5,738.8,763.3,,60,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.0,,,,,,4.3,-0.9,No precipitation,6,,,,
12.02.2020 08:00,-5.0,739.6,764.5,0.7,95,Wind blowing from the west-northwest,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,9.0,,,,,,3.1,-5.7,No precipitation,12,,,,
12.02.2020 05:00,-5.6,738.9,763.6,,93,Wind blowing from the north-west,0,,8,,Mist. ,,,,9.0,,,,,,7.0,-6.6,No precipitation,6,,,,
12.02.2020 02:00,3.1,739.3,763.6,,62,Wind blowing from the west-southwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.0,,,2500 or more  or no clouds.,,,9.0,-3.5,No precipitation,12,,,,
11.02.2020 20:00,5.4,739.3,764.5,0.3,58,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.0,,,,,,8.0,-2.2,No precipitation,12,,,,
11.02.2020 17:00,6.9,739.0,764.3,,45,Wind blowing from the west-southwest,4,,10,no clouds, ,,,-16.9,9.0,,,,,,10.0,-4.2,No precipitation,6,,,,
11.02.2020 14:00,8.6,739.7,764.8,-1.8,35,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,,,,,,,9.0,-6.0,No precipitation,12,,,,
11.02.2020 11:00,1.1,741.5,767.0,,44,Wind blowing from the east-southeast,0,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.3,,,,,,4.6,-9.8,No precipitation,6,,,,
11.02.2020 08:00,-14.2,742.5,768.7,-0.3,90,Wind blowing from the east-northeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,,,,,,,8.0,-15.5,No precipitation,12,,,,
11.02.2020 05:00,-16.2,742.8,768.7,,92,Wind blowing from the east,1,,2,, ,,,-19.7,0.6,,,,,,14.0,-17.2,No precipitation,6,,,,
11.02.2020 02:00,-14.7,743.2,769.0,,91,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,0.6,,,2500 or more  or no clouds.,,,13.0,-15.9,No precipitation,12,,,,
10.02.2020 20:00,-11.1,743.2,769.6,0.3,87,Wind blowing from the north-east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,0.6,,,,,,6.0,-12.8,No precipitation,12,,,,
10.02.2020 17:00,-3.1,742.9,768.9,,65,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,0.6,,,,,,1.8,-8.8,No precipitation,6,,,,
10.02.2020 14:00,-0.2,742.9,768.4,-0.8,44,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,0.6,,,2500 or more  or no clouds.,,,10.0,-11.0,No precipitation,12,,,,
10.02.2020 11:00,-5.4,743.7,769.3,,54,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-1.1,,,,,,5.0,-13.3,No precipitation,6,,,,
10.02.2020 08:00,-16.5,743.4,769.4,1.4,92,Wind blowing from the north,0,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-1.1,,,2500 or more  or no clouds.,,,6.0,-17.5,No precipitation,12,,,,
10.02.2020 05:00,-17.7,742.0,767.9,,90,Wind blowing from the east,1,,9,, ,,,,-1.1,,,,,,30.0,-19.0,No precipitation,6,,,,
10.02.2020 02:00,-11.7,741.4,767.1,,84,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.1,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
09.02.2020 20:00,-5.7,739.5,765.7,1.6,71,Wind blowing from the south-east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.1,,,1000-1500,,,16.0,-10.1,No precipitation,12,,,,
09.02.2020 17:00,-1.5,737.9,764.0,,57,Wind blowing from the west,4,,7,100%., ,,,-26.5,-1.1,,,1000-1500,,,13.0,-9.1,No precipitation,6,,,,
09.02.2020 14:00,-4.6,737.7,763.9,-2.8,46,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-4.5,,,2500 or more  or no clouds.,,,13.0,-14.7,No precipitation,12,,,,
09.02.2020 11:00,-10.3,740.5,767.1,,49,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-8.2,,,,,,7.0,-19.0,No precipitation,6,,,,
09.02.2020 08:00,-22.9,742.9,770.0,-1.8,83,Wind blowing from the east-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-8.2,,,2500 or more  or no clouds.,,,6.0,-25.0,No precipitation,12,,,,
09.02.2020 05:00,-25.6,744.7,771.5,,79,Wind blowing from the east,1,,3,, ,,,-25.9,-8.2,,,,,,9.0,-28.2,No precipitation,6,,,,
09.02.2020 02:00,-24.5,747.0,773.8,,82,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-8.2,,,2500 or more  or no clouds.,,,7.0,-26.7,No precipitation,12,,,,
08.02.2020 20:00,-18.8,748.8,775.9,0.0,80,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-8.2,,,,,,5.0,-21.4,No precipitation,12,,,,
08.02.2020 17:00,-10.6,748.8,775.6,,46,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-24.0,-7.3,,,,,,12.0,-20.0,No precipitation,6,,,,
08.02.2020 14:00,-8.8,748.9,775.3,-0.8,39,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-4.9,,,,,,18.0,-20.3,No precipitation,12,,,,
08.02.2020 11:00,-12.5,749.7,776.2,,51,Wind blowing from the north,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-4.9,,,,,,7.0,-20.6,No precipitation,6,,,,
08.02.2020 08:00,-21.1,749.5,776.3,1.2,86,Wind blowing from the east,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-4.9,,,,,,6.0,-22.8,No precipitation,12,,,,
08.02.2020 05:00,-21.8,748.3,774.8,,85,Wind blowing from the north-northeast,1,,4,, ,,,-21.9,-4.9,,,,,,18.0,-23.7,No precipitation,6,,,,
08.02.2020 02:00,-16.3,747.4,773.5,,71,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-4.9,,,2500 or more  or no clouds.,,,27.0,-20.4,No precipitation,12,,,,
07.02.2020 20:00,-12.8,745.7,772.3,,57,Wind blowing from the south,0,,10,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-4.9,,,1000-1500,,,30.0,-19.6,Trace of precipitation,12,,,,
07.02.2020 17:00,-7.2,744.7,771.0,,55,Wind blowing from the west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-4.9,,,,,,20.0,-14.7,No precipitation,6,,,,
07.02.2020 14:00,-5.7,744.6,770.9,-1.0,70,Wind blowing from the west,3,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-5.0,,,2500 or more  or no clouds.,,,6.0,-10.3,Trace of precipitation,12,,,,
07.02.2020 11:00,-7.4,745.6,772.2,,53,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%, ,,,-24.9,-7.4,,,,,,9.0,-15.4,No precipitation,6,,,,
07.02.2020 08:00,-17.3,746.5,773.5,-0.1,73,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-12.2,,,2500 or more  or no clouds.,,,5.0,-21.0,No precipitation,12,,,,
07.02.2020 05:00,-19.1,746.6,773.5,,74,Wind blowing from the north-west,1,,2,, ,,,-33.1,-12.2,,,,,,8.0,-22.6,No precipitation,6,,,,
07.02.2020 02:00,-21.5,747.2,774.1,,75,Wind blowing from the north,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.1,-12.2,,,2500 or more  or no clouds.,,,7.0,-24.8,No precipitation,12,,,,
06.02.2020 20:00,-22.8,747.9,775.7,,75,Wind blowing from the east-southeast,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.1,-12.2,,,,,,6.0,-26.0,No precipitation,12,,,,
06.02.2020 17:00,-16.0,747.9,775.5,,45,Calm  no wind,0,,,no clouds, ,,,-33.1,-12.2,,,,,,10.0,-25.2,No precipitation,6,,,,
06.02.2020 14:00,-13.9,749.8,777.4,-3.0,35,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.1,-12.2,,,,,,22.0,-26.1,No precipitation,12,,,,
06.02.2020 11:00,-19.5,752.8,780.6,,51,Wind blowing from the north-east,1,,2,no clouds, ,,,-33.1,-14.6,,,,,,23.0,-27.1,No precipitation,6,,,,
06.02.2020 08:00,-29.3,754.7,782.8,,72,Wind blowing from the east-southeast,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.1,-14.6,,,,,,6.0,-32.8,No precipitation,12,,,,
06.02.2020 05:00,-32.0,754.9,782.8,,69,Wind blowing from the north,0,,4,,Haze. ,,,-32.8,-14.6,,,,,,14.0,-35.7,No precipitation,6,,,,
06.02.2020 02:00,-31.2,755.1,782.9,,70,Wind blowing from the north-east,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-14.6,,,2500 or more  or no clouds.,,,12.0,-34.8,No precipitation,12,,,,
05.02.2020 20:00,-23.3,753.9,781.9,1.4,68,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-14.6,,,,,,7.0,-27.6,No precipitation,12,,,,
05.02.2020 17:00,-16.9,752.5,780.2,,44,Wind blowing from the west,2,,8,no clouds, ,,,-32.8,-14.6,,,,,,29.0,-26.3,No precipitation,6,,,,
05.02.2020 14:00,-15.6,751.5,778.9,-0.7,45,Wind blowing from the west-southwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-13.8,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
05.02.2020 11:00,-19.6,752.2,779.6,,60,Wind blowing from the west-southwest,4,,5,no clouds, ,,,-32.8,-13.8,,,,,,30.0,-25.4,No precipitation,6,,,,
05.02.2020 08:00,-28.1,751.9,779.6,,74,Wind blowing from the north-east,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.8,-13.8,,,,,,6.0,-31.3,No precipitation,12,,,,
05.02.2020 05:00,-31.5,750.4,778.1,,71,Wind blowing from the east-northeast,0,,8,, ,,,-31.5,-13.8,,,,,,29.0,-35.0,No precipitation,6,,,,
