Local time in Zhangjiakou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 11:00,-1.4,702.8,773.8,,73,Wind blowing from the south-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,8.1,,,2500 or more  or no clouds.,,,3.2,-5.6,No precipitation,6,,,,
20.02.2020 08:00,-4.9,702.5,773.9,1.1,56,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,8.1,,,1500-2000,,,20.0,-12.5,No precipitation,12,,,,
20.02.2020 05:00,-6.0,701.4,772.0,,61,Wind blowing from the north-northwest,0,,5,, ,,,-7.1,8.1,,,,,,20.0,-12.3,No precipitation,6,,,,
20.02.2020 02:00,-4.5,701.5,772.0,0.9,55,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,8.1,,,2500 or more  or no clouds.,,,17.0,-12.2,No precipitation,12,,,,
19.02.2020 23:00,1.6,700.6,770.8,,36,Wind blowing from the east-southeast,2,,5,, ,,,-7.1,8.1,,,,,,18.0,-11.9,No precipitation,6,,,,
19.02.2020 20:00,1.1,699.5,770.8,1.3,28,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,8.1,,,,,,29.0,-15.4,No precipitation,12,,,,
19.02.2020 17:00,7.8,698.2,768.3,,16,Wind blowing from the west,1,,5,90  or more  but not 100%, ,,,-7.1,8.1,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,6,,,,
19.02.2020 14:00,6.8,698.4,768.4,-1.8,21,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,7.7,,,,,,30.0,-14.0,No precipitation,12,,,,
19.02.2020 11:00,2.4,700.2,770.8,,30,Wind blowing from the south-west,2,,5,no clouds, ,,,-7.1,7.7,,,,,,30.0,-13.4,No precipitation,6,,,,
19.02.2020 08:00,-5.7,699.7,771.0,0.9,53,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,7.7,,,,,,30.0,-13.8,No precipitation,12,,,,
19.02.2020 05:00,-4.8,698.8,769.0,,53,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,-13.1,,,,,,
19.02.2020 02:00,-2.9,698.8,769.0,0.1,46,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.7,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,12,,,,
18.02.2020 23:00,-1.9,698.7,769.3,,42,Wind blowing from the north-west,2,,5,, ,,,-7.9,7.7,,,,,,14.0,-13.1,No precipitation,6,,,,
18.02.2020 20:00,0.6,698.2,769.6,0.4,32,Wind blowing from the north-east,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.7,,,,,,30.0,-14.2,No precipitation,12,,,,
18.02.2020 17:00,7.2,697.8,768.1,,20,Wind blowing from the south-southwest,1,,7,90  or more  but not 100%, ,,,-7.9,7.7,,,1500-2000,,,30.0,-14.3,No precipitation,6,,,,
18.02.2020 14:00,5.8,698.9,769.3,-2.5,23,Wind blowing from the north,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,6.2,,,1500-2000,,,30.0,-13.7,No precipitation,12,,,,
18.02.2020 11:00,1.5,701.4,772.1,,32,Wind blowing from the north-west,2,,7,40%., ,,,-7.9,6.2,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,6,,,,
18.02.2020 08:00,-6.7,702.4,773.9,0.0,56,Wind blowing from the north-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,6.2,,,1500-2000,,,30.0,-14.2,No precipitation,12,,,,
18.02.2020 05:00,-6.2,702.4,773.4,,54,Wind blowing from the north-west,3,,9,, ,,,-10.6,6.2,,,,,,30.0,-14.0,No precipitation,6,,,,
18.02.2020 02:00,-4.5,703.3,774.3,0.3,51,Wind blowing from the north-northwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,6.2,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
17.02.2020 23:00,-1.0,703.0,774.4,,41,Wind blowing from the west,1,,12,, ,,,-10.6,6.2,,,,,,30.0,-12.6,No precipitation,6,,,,
17.02.2020 20:00,1.7,702.7,774.5,0.7,34,Wind blowing from the north-west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,6.2,,,,,,30.0,-12.5,No precipitation,12,,,,
17.02.2020 17:00,5.7,702.0,773.3,,24,Wind blowing from the north-northwest,5,,,no clouds, ,,,,,,,,,,30.0,-13.3,,,,,,
17.02.2020 14:00,5.1,702.0,773.2,-2.2,23,Wind blowing from the north-west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,5.5,,,,,,30.0,-14.3,No precipitation,12,,,,
17.02.2020 11:00,-2.2,704.2,776.8,,35,Wind blowing from the north-northwest,3,,9,no clouds, ,,,-10.6,-2.0,,,,,,30.0,-15.6,No precipitation,6,,,,
17.02.2020 08:00,-8.6,705.3,778.7,0.3,52,Wind blowing from the west-northwest,2,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,,,,1500-2000,,,30.0,-16.7,No precipitation,12,,,,
17.02.2020 05:00,-9.0,705.0,778.0,,55,Wind blowing from the west-northwest,2,,15,, ,,,-9.0,-2.0,,,,,,30.0,-16.4,No precipitation,6,,,,
17.02.2020 02:00,-7.8,705.4,778.0,-0.3,51,Wind blowing from the west,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-2.0,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
16.02.2020 23:00,-8.6,705.7,778.9,,50,Wind blowing from the west-northwest,4,,15,, ,,,-11.6,-2.0,,,,,,30.0,-17.2,No precipitation,6,,,,
16.02.2020 20:00,-7.5,705.0,778.3,2.0,44,Wind blowing from the north-northwest,5,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-2.0,,,1500-2000,,,30.0,-17.7,No precipitation,12,,,,
16.02.2020 17:00,-4.0,703.0,775.7,,35,Wind blowing from the north,6,,15,60%., ,,,-11.6,-2.0,,,1500-2000,,,30.0,-17.2,No precipitation,6,,,,
16.02.2020 14:00,-2.4,701.8,774.4,-1.2,32,Wind blowing from the north-northwest,7,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-2.4,,,1500-2000,,,30.0,-16.9,No precipitation,12,,,,
16.02.2020 11:00,-5.1,703.0,776.2,,40,Wind blowing from the north-west,7,,14,20–30%., ,,,-11.6,-5.1,,,1500-2000,,,30.0,-16.6,No precipitation,6,,,,
16.02.2020 08:00,-8.3,702.9,776.5,0.4,47,Wind blowing from the north-west,4,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-6.5,,,1500-2000,,,30.0,-17.6,No precipitation,12,,,,
16.02.2020 05:00,-8.4,702.5,775.9,,41,Wind blowing from the north-west,6,,13,, ,,,-13.3,-6.5,,,,,,30.0,-19.3,No precipitation,6,,,,
16.02.2020 02:00,-10.3,703.3,776.8,-1.4,46,Wind blowing from the west-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-6.5,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
15.02.2020 23:00,-11.1,704.7,778.6,,40,Wind blowing from the north-west,4,,14,, ,,,-13.3,-6.5,,,,,,30.0,-22.0,No precipitation,6,,,,
15.02.2020 20:00,-10.7,704.5,778.9,0.8,40,Wind blowing from the north-west,4,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-6.5,,,1500-2000,,,30.0,-21.7,No precipitation,12,,,,
15.02.2020 17:00,-8.9,703.7,777.8,,40,Wind blowing from the north-northwest,6,,14,70 – 80%., ,,,-13.3,-3.9,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,6,,,,
15.02.2020 14:00,-7.3,703.6,777.2,-1.9,32,Wind blowing from the north-west,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-2.4,,,1500-2000,,,30.0,-21.2,No precipitation,12,,,,
15.02.2020 11:00,-9.1,705.5,779.5,,35,Wind blowing from the north-west,7,,12,50%., ,,,-13.3,,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,6,,,,
15.02.2020 08:00,-12.5,706.0,780.3,-0.3,47,Wind blowing from the west,3,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-2.4,,,1500-2000,,,30.0,-21.5,No precipitation,12,,,,
15.02.2020 05:00,-12.6,706.3,779.8,,46,Wind blowing from the west-northwest,4,,12,, ,,,-12.6,-1.3,,,,,,30.0,-21.8,No precipitation,6,,,,
15.02.2020 02:00,-11.5,707.4,780.7,0.5,44,Wind blowing from the north-west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.4,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
14.02.2020 23:00,-10.7,706.9,780.2,,43,Wind blowing from the north-northwest,3,,12,, ,,,-10.7,3.3,,,,,,30.0,-20.9,No precipitation,6,,,,
14.02.2020 20:00,-8.5,705.3,778.2,3.5,39,Wind blowing from the north-northwest,8,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,5.7,,,,,,30.0,-20.0,No precipitation,12,,,,
14.02.2020 17:00,-3.9,701.8,773.4,,33,Wind blowing from the north-northwest,6,,10,90  or more  but not 100%, ,,,-5.0,,,,1500-2000,,,30.0,-17.8,No precipitation,6,,,,
14.02.2020 14:00,-2.4,700.5,771.4,0.4,40,Wind blowing from the north,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,,,,2500 or more  or no clouds.,,,30.0,-14.2,0.3,12,,,,
14.02.2020 11:00,-3.8,700.1,770.8,,50,Wind blowing from the north,5,,10,, ,,,-5.0,12.0,,,,,,30.0,-12.9,No precipitation,6,,,,
14.02.2020 08:00,-3.7,697.8,768.0,3.1,57,Wind blowing from the north-northwest,6,,10,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,12.0,,,1500-2000,,,30.0,-11.0,0.3,12,,,,
14.02.2020 05:00,-1.4,694.7,763.6,,73,Wind blowing from the north-west,4,,7,, ,,,-4.8,12.0,,,,,,15.0,-5.6,0.3,6,,,,
14.02.2020 02:00,1.4,693.1,761.5,1.0,54,Wind blowing from the west-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,12.0,,,2500 or more  or no clouds.,,,19.0,-6.9,No precipitation,12,,,,
13.02.2020 23:00,3.4,692.1,761.0,,61,Wind blowing from the west,1,,5,, ,,,-4.8,12.0,,,,,,21.0,-3.6,No precipitation,6,,,,
13.02.2020 20:00,5.7,690.8,760.3,1.9,41,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,12.0,,,2500 or more  or no clouds.,,,15.0,-6.8,No precipitation,12,,,,
13.02.2020 17:00,10.6,688.9,757.6,,28,Wind blowing from the south-southeast,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,12.0,,,2500 or more  or no clouds.,,,4.9,-7.1,No precipitation,6,,,,
13.02.2020 14:00,10.9,689.5,757.9,-2.1,28,Wind blowing from the south,1,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,11.5,,,2500 or more  or no clouds.,,,4.4,-6.9,No precipitation,12,,,,
13.02.2020 11:00,3.9,691.6,761.0,,39,Wind blowing from the south-west,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,11.5,,,2500 or more  or no clouds.,,,5.0,-8.8,No precipitation,6,,,,
13.02.2020 08:00,-4.2,691.6,761.7,0.9,70,Wind blowing from the north-west,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,11.5,,,2500 or more  or no clouds.,,,3.9,-9.0,No precipitation,12,,,,
13.02.2020 05:00,-3.7,690.7,759.7,,68,Wind blowing from the north,1,,3,,Mist. ,,,-6.0,11.5,,,,,,3.3,-8.9,No precipitation,6,,,,
13.02.2020 02:00,-2.5,690.8,759.5,0.1,61,Wind blowing from the north-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,11.5,,,2500 or more  or no clouds.,,,4.1,-9.0,No precipitation,12,,,,
12.02.2020 23:00,-0.8,690.7,760.2,,55,Wind blowing from the north,1,,4,,Haze. ,,,-6.0,11.5,,,,,,2.7,-8.9,No precipitation,6,,,,
12.02.2020 20:00,2.4,690.7,760.8,0.8,44,Wind blowing from the north-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,11.5,,,,,,4.4,-8.6,No precipitation,12,,,,
12.02.2020 17:00,10.0,689.9,758.9,,28,Wind blowing from the south-southeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,11.5,,,,,,3.8,-7.7,No precipitation,6,,,,
12.02.2020 14:00,10.4,690.9,759.7,-2.8,25,Wind blowing from the south,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,11.0,,,2500 or more  or no clouds.,,,6.0,-8.8,No precipitation,12,,,,
12.02.2020 11:00,2.5,693.7,763.6,,41,Wind blowing from the south-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,11.0,,,,,,5.0,-9.4,No precipitation,6,,,,
12.02.2020 08:00,-5.7,694.1,764.8,0.2,73,Wind blowing from the north,1,,3,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,11.0,,,2500 or more  or no clouds.,,,2.3,-9.8,No precipitation,12,,,,
12.02.2020 05:00,-5.1,693.9,763.3,,66,Wind blowing from the north-northwest,1,,3,,Haze. ,,,-6.4,11.0,,,,,,5.0,-10.6,No precipitation,6,,,,
12.02.2020 02:00,-3.5,694.3,763.6,0.2,63,Wind blowing from the east-northeast,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,11.0,,,2500 or more  or no clouds.,,,5.0,-9.7,No precipitation,12,,,,
11.02.2020 23:00,-1.2,694.1,763.9,,47,Wind blowing from the north,1,,4,,Haze. ,,,-6.4,11.0,,,,,,4.5,-11.3,No precipitation,6,,,,
11.02.2020 20:00,1.4,693.6,764.2,0.8,37,Wind blowing from the north,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,11.0,,,,,,7.0,-11.7,No precipitation,12,,,,
11.02.2020 17:00,9.8,692.8,762.2,,21,Wind blowing from the south,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,11.3,,,,,,6.0,-11.5,No precipitation,6,,,,
11.02.2020 14:00,9.6,693.5,762.7,-2.4,22,Wind blowing from the south-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,12.1,,,,,,7.0,-11.1,No precipitation,12,,,,
11.02.2020 11:00,3.2,695.9,765.8,,30,Wind blowing from the south-southeast,1,,,no clouds, ,,,,,,,,,,12.0,-12.7,,,,,,
11.02.2020 08:00,-5.9,695.9,766.4,0.4,54,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,12.1,,,,,,8.0,-13.7,No precipitation,12,,,,
11.02.2020 05:00,-5.3,695.5,764.8,,52,Wind blowing from the north,1,,5,, ,,,-6.4,12.1,,,,,,13.0,-13.8,No precipitation,6,,,,
11.02.2020 02:00,-3.5,695.6,764.9,0.3,47,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,12.1,,,2500 or more  or no clouds.,,,15.0,-13.2,No precipitation,12,,,,
10.02.2020 23:00,-0.5,695.3,764.9,,39,Wind blowing from the north-northwest,1,,5,, ,,,-6.4,12.1,,,,,,12.0,-12.8,No precipitation,6,,,,
10.02.2020 20:00,3.8,694.6,765.0,0.6,27,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,12.1,,,,,,12.0,-13.5,No precipitation,12,,,,
10.02.2020 17:00,11.3,694.0,763.3,,15,Wind blowing from the south-east,1,,3,no clouds, ,,,-6.4,12.1,,,,,,20.0,-14.4,No precipitation,6,,,,
10.02.2020 14:00,10.4,694.9,764.0,-2.1,17,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,10.5,,,,,,29.0,-13.6,No precipitation,12,,,,
10.02.2020 11:00,4.8,697.0,766.6,,29,Calm  no wind,0,,,no clouds, ,,,-6.4,10.4,,,,,,20.0,-11.7,No precipitation,6,,,,
10.02.2020 08:00,-5.9,696.6,766.9,0.2,60,Wind blowing from the north-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,10.4,,,,,,20.0,-12.4,No precipitation,12,,,,
10.02.2020 05:00,-5.2,696.4,766.1,,58,Wind blowing from the north-northwest,1,,7,, ,,,-6.5,10.4,,,,,,28.0,-12.2,No precipitation,6,,,,
10.02.2020 02:00,-2.8,696.9,766.4,-0.1,50,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,10.4,,,2500 or more  or no clouds.,,,27.0,-12.0,No precipitation,12,,,,
09.02.2020 23:00,1.4,697.0,766.6,,37,Wind blowing from the north-northwest,3,,10,, ,,,-7.3,10.4,,,,,,16.0,-11.7,No precipitation,6,,,,
09.02.2020 20:00,5.5,696.7,767.1,0.3,30,Wind blowing from the west-northwest,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,10.4,,,2500 or more  or no clouds.,,,18.0,-10.7,No precipitation,12,,,,
09.02.2020 17:00,9.3,696.4,766.3,,21,Wind blowing from the west,2,,10,20–30%., ,,,-7.3,10.4,,,2500 or more  or no clouds.,,,25.0,-11.9,No precipitation,6,,,,
09.02.2020 14:00,9.1,697.5,767.5,-2.7,20,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,9.4,,,,,,30.0,-12.7,No precipitation,12,,,,
09.02.2020 11:00,4.4,700.2,771.1,,28,Wind blowing from the north-west,3,,8,no clouds, ,,,-7.3,4.4,,,,,,21.0,-12.5,No precipitation,6,,,,
09.02.2020 08:00,-5.4,700.5,772.4,-0.1,50,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,,,,,,,15.0,-14.2,No precipitation,12,,,,
09.02.2020 05:00,-5.5,700.6,771.7,,50,Wind blowing from the north-west,2,,5,, ,,,-10.1,3.8,,,,,,20.0,-14.5,No precipitation,6,,,,
09.02.2020 02:00,-6.2,701.6,773.1,-0.8,53,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.8,,,2500 or more  or no clouds.,,,23.0,-14.4,No precipitation,12,,,,
08.02.2020 23:00,-5.9,702.4,774.4,,49,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,19.0,-15.1,,,,,,
08.02.2020 20:00,-3.2,702.4,775.1,-0.2,38,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.8,,,,,,19.0,-15.5,No precipitation,12,,,,
08.02.2020 17:00,3.1,702.6,774.2,,23,Wind blowing from the south-southeast,1,,7,20–30%., ,,,-10.1,3.8,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,6,,,,
08.02.2020 14:00,1.5,703.5,775.3,-1.6,27,Wind blowing from the west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.4,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
08.02.2020 11:00,-2.3,705.1,777.1,,35,Wind blowing from the west-northwest,3,,7,no clouds, ,,,-10.1,3.4,,,,,,28.0,-15.7,No precipitation,6,,,,
08.02.2020 08:00,-9.8,704.9,777.7,0.1,54,Wind blowing from the north-west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,3.4,,,,,,30.0,-17.4,No precipitation,12,,,,
08.02.2020 05:00,-8.5,704.8,777.0,,52,Wind blowing from the west-northwest,4,,10,, ,,,-13.7,3.4,,,,,,30.0,-16.6,No precipitation,6,,,,
08.02.2020 02:00,-7.3,704.7,776.5,0.6,51,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,3.4,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
07.02.2020 23:00,-4.5,704.1,776.2,,42,Wind blowing from the north-northwest,3,,10,, ,,,-13.7,3.4,,,,,,30.0,-15.5,No precipitation,6,,,,
07.02.2020 20:00,-2.3,703.0,776.1,1.8,38,Wind blowing from the west-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,3.4,,,,,,30.0,-14.7,No precipitation,12,,,,
07.02.2020 17:00,1.4,701.2,773.6,,27,Calm  no wind,0,,,no clouds, ,,,-13.7,3.4,,,,,,30.0,-15.6,No precipitation,6,,,,
07.02.2020 14:00,2.6,701.3,773.5,-1.6,28,Wind blowing from the west-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,2.6,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
07.02.2020 11:00,-3.0,702.9,775.7,,42,Wind blowing from the west-southwest,3,,5,20–30%., ,,,-13.7,-3.0,,,1500-2000,,,13.0,-14.1,No precipitation,6,,,,
07.02.2020 08:00,-13.4,702.7,776.7,1.0,79,Wind blowing from the north,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-3.6,,,,,,3.9,-16.3,No precipitation,12,,,,
07.02.2020 05:00,-13.1,701.7,775.0,,79,Wind blowing from the north-west,1,,4,,Mist. ,,,-13.3,-3.6,,,,,,5.0,-16.0,No precipitation,6,,,,
07.02.2020 02:00,-12.3,701.9,775.2,0.2,79,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-3.6,,,2500 or more  or no clouds.,,,4.8,-15.2,No precipitation,12,,,,
