Local time in Danzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 23:00,20.3,751.2,766.2,,83,Wind blowing from the south-east,2,,8,, ,,,16.2,25.8,,,,,,14.0,17.3,No precipitation,6,,,,
19.02.2020 20:00,21.0,750.3,765.4,1.1,77,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,25.8,,,600-1000,,,19.0,16.8,No precipitation,12,,,,
19.02.2020 17:00,25.2,749.2,764.2,,58,Wind blowing from the east-southeast,2,,8,60%., ,,,16.2,25.8,,,600-1000,,,24.0,16.4,No precipitation,6,,,,
19.02.2020 14:00,24.2,750.8,765.8,,59,Wind blowing from the south-east,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,24.6,,,600-1000,,,24.0,15.7,No precipitation,12,,,,
19.02.2020 11:00,21.3,753.3,768.4,,72,Wind blowing from the south-east,3,,6,90  or more  but not 100%, ,,,16.2,21.6,,,600-1000,,,22.0,16.1,No precipitation,6,,,,
19.02.2020 08:00,17.3,752.5,767.8,1.2,88,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,600-1000,,,12.0,15.3,No precipitation,12,,,,
19.02.2020 05:00,16.9,751.3,766.5,,87,Wind blowing from the east,1,,6,, ,,,14.5,19.4,,,,,,10.0,14.7,No precipitation,6,,,,
19.02.2020 02:00,16.7,751.9,767.1,,85,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,19.4,,,2500 or more  or no clouds.,,,9.0,14.2,No precipitation,12,,,,
18.02.2020 23:00,16.2,752.7,767.9,,82,Wind blowing from the south-east,2,,,, ,,,14.1,19.4,,,,,,14.0,13.1,No precipitation,6,,,,
18.02.2020 20:00,16.5,751.8,767.1,0.5,78,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.4,,,600-1000,,,18.0,12.7,No precipitation,12,,,,
18.02.2020 17:00,17.6,751.3,766.6,,71,Wind blowing from the east,2,,7,100%., ,,,14.1,19.4,,,600-1000,,,20.0,12.3,No precipitation,6,,,,
18.02.2020 14:00,19.0,752.2,767.4,,61,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,19.1,,,600-1000,,,28.0,11.3,No precipitation,12,,,,
18.02.2020 11:00,17.4,754.6,769.9,,62,Wind blowing from the east-southeast,3,,,100%., ,,,13.7,17.4,,,600-1000,,,26.0,10.1,No precipitation,6,,,,
18.02.2020 08:00,14.7,754.3,769.6,0.9,67,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,30.0,8.6,No precipitation,12,,,,
18.02.2020 05:00,14.7,753.4,768.7,,65,Wind blowing from the east,2,,,, ,,,12.4,16.3,,,,,,30.0,8.2,No precipitation,6,,,,
18.02.2020 02:00,14.8,754.0,769.3,,67,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.3,,,2500 or more  or no clouds.,,,30.0,8.7,No precipitation,12,,,,
17.02.2020 23:00,14.2,755.2,770.6,,73,Wind blowing from the east-southeast,1,,,, ,,,11.9,16.3,,,,,,30.0,9.4,No precipitation,6,,,,
17.02.2020 20:00,14.4,754.0,769.4,,69,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.3,,,600-1000,,,29.0,8.8,No precipitation,12,,,,
17.02.2020 17:00,15.9,752.6,768.0,,62,Wind blowing from the east-northeast,2,,6,100%., ,,,11.9,16.3,,,600-1000,,,30.0,8.6,No precipitation,6,,,,
17.02.2020 14:00,15.9,753.4,768.7,-2.2,66,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,16.1,,,600-1000,,,30.0,9.6,No precipitation,12,,,,
17.02.2020 11:00,13.7,755.6,771.1,,73,Wind blowing from the north-east,2,,5,100%., ,,,11.9,14.3,,,600-1000,,,28.0,9.0,No precipitation,6,,,,
17.02.2020 08:00,13.2,754.3,769.7,1.8,85,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,15.1,,,600-1000,,,27.0,10.7,No precipitation,12,,,,
17.02.2020 05:00,12.7,752.5,768.0,,87,Wind blowing from the east,1,,,, ,,,11.9,,,,,,,17.0,10.6,No precipitation,6,,,,
17.02.2020 02:00,12.0,752.7,768.1,,93,Wind blowing from the north-east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,,,,2500 or more  or no clouds.,,,3.4,10.9,No precipitation,12,,,,
16.02.2020 23:00,12.7,752.9,768.4,,86,Wind blowing from the east-northeast,2,,7,, ,,,12.7,,,,,,,14.0,10.4,No precipitation,6,,,,
16.02.2020 20:00,13.1,751.4,766.8,,86,Wind blowing from the east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,600-1000,,,16.0,10.8,0.2,12,,,,
16.02.2020 17:00,13.0,750.2,765.4,,84,Wind blowing from the north-east,2,,7,100%., ,,,12.8,,,,600-1000,,,21.0,10.4,No precipitation,6,,,,
16.02.2020 14:00,13.3,751.0,766.1,-1.0,84,Wind blowing from the north-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,600-1000,,,26.0,10.7,2.0,12,,,,
16.02.2020 11:00,14.1,752.0,767.1,,88,Wind blowing from the north-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,14.0,,,,600-1000,,,6.0,12.1,1.0,6,,,,
16.02.2020 08:00,15.1,750.2,765.2,2.9,94,Wind blowing from the north-northeast,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,34.6,,,600-1000,,,2.7,14.1,2.0,12,,,,
16.02.2020 05:00,18.0,747.3,762.0,,94,Wind blowing from the north,2,,6,,Mist. ,,,18.0,34.6,,,,,,2.3,17.0,0.3,6,,,,
16.02.2020 02:00,22.1,745.7,760.3,0.7,91,Wind blowing from the north,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,34.6,,,2500 or more  or no clouds.,,,5.0,20.6,No precipitation,12,,,,
15.02.2020 23:00,23.7,745.0,759.6,,81,Calm  no wind,0,,,, ,,,23.6,34.6,,,,,,18.0,20.2,No precipitation,6,,,,
15.02.2020 20:00,26.5,743.3,757.9,,62,Wind blowing from the east-northeast,1,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,34.6,,,600-1000,,,30.0,18.6,No precipitation,12,,,,
15.02.2020 17:00,32.6,741.1,755.5,,47,Wind blowing from the north-northeast,2,,8,20–30%., ,,,23.6,34.6,,,600-1000,,,30.0,19.8,No precipitation,6,,,,
15.02.2020 14:00,32.2,741.7,756.1,-2.0,45,Wind blowing from the south-west,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.6,32.5,,,600-1000,,,29.0,18.8,No precipitation,12,,,,
15.02.2020 11:00,29.3,743.7,758.2,,53,Wind blowing from the south-southwest,4,,9,10%  or less  but not 0, ,,,22.1,29.3,,,600-1000,,,30.0,18.7,No precipitation,6,,,,
15.02.2020 08:00,24.1,743.1,757.7,1.3,66,Wind blowing from the south-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,,,,,,,30.0,17.4,No precipitation,12,,,,
15.02.2020 05:00,23.8,741.8,756.4,,69,Wind blowing from the south-southwest,3,,9,, ,,,21.8,28.5,,,,,,30.0,17.8,No precipitation,6,,,,
15.02.2020 02:00,24.5,742.9,757.4,-0.3,70,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.5,,,2500 or more  or no clouds.,,,30.0,18.7,No precipitation,12,,,,
14.02.2020 23:00,23.9,743.2,757.9,,75,Wind blowing from the south,2,,8,, ,,,21.8,28.5,,,,,,30.0,19.2,No precipitation,6,,,,
14.02.2020 20:00,24.9,741.9,756.6,0.9,75,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,28.5,,,,,,29.0,20.2,0.2,12,,,,
14.02.2020 17:00,27.9,741.0,755.5,,63,Wind blowing from the south,3,,8,no clouds, ,,,21.8,28.5,,,,,,30.0,20.2,No precipitation,6,,,,
14.02.2020 14:00,27.8,742.3,756.8,-1.5,63,Wind blowing from the south-west,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,27.9,,,2500 or more  or no clouds.,,,30.0,20.1,0.2,12,,,,
14.02.2020 11:00,22.1,743.8,758.5,,89,Wind blowing from the south-southeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,20.9,26.6,,,600-1000,,,25.0,20.2,0.2,6,,,,
14.02.2020 08:00,22.2,743.6,758.3,2.4,83,Wind blowing from the north-northwest,2,,7,100%.,Rain shower(s)  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.6,,,2500 or more  or no clouds.,,,30.0,19.2,0.4,12,,,,
14.02.2020 05:00,22.9,741.2,755.8,,77,Wind blowing from the south,1,,6,, ,,,19.1,26.6,,,,,,30.0,18.7,0.4,6,,,,
14.02.2020 02:00,23.6,742.3,757.0,,77,Wind blowing from the south,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.6,,,2500 or more  or no clouds.,,,30.0,19.3,0.4,12,,,,
13.02.2020 23:00,24.1,743.5,758.3,,74,Wind blowing from the south-southeast,2,,,, ,,,19.1,26.6,,,,,,30.0,19.2,No precipitation,6,,,,
13.02.2020 20:00,24.9,742.6,757.3,0.2,74,Wind blowing from the south,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,26.6,,,2500 or more  or no clouds.,,,30.0,19.9,16.0,12,,,,
13.02.2020 17:00,26.3,742.4,757.1,,74,Wind blowing from the south-east,3,,8,20–30%., ,,,19.1,28.2,,,2500 or more  or no clouds.,,,30.0,21.3,10.0,6,,,,
13.02.2020 14:00,24.1,744.7,759.5,-2.4,80,Wind blowing from the south-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,31.0,,,600-1000,,,30.0,20.4,18.0,12,,,,
13.02.2020 11:00,21.1,747.1,761.9,,95,Wind blowing from the south-east,2,,5,100%.,Rain shower(s)  slight. ,Shower(s).,Shower(s).,19.1,,,,600-1000,,,7.0,20.3,9.0,6,,,,
13.02.2020 08:00,19.1,746.3,761.2,1.9,97,Wind blowing from the south-southeast,2,,3,100%.,Rain shower(s)  slight. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,300-600,,,3.7,18.6,2.0,12,,,,
13.02.2020 05:00,19.7,744.4,759.1,,92,Wind blowing from the south,1,,6,, ,,,19.0,31.0,,,,,,16.0,18.4,No precipitation,6,,,,
13.02.2020 02:00,20.7,745.3,760.0,,90,Wind blowing from the east-northeast,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,31.0,,,2500 or more  or no clouds.,,,9.0,19.0,No precipitation,12,,,,
12.02.2020 23:00,21.6,746.4,761.2,,86,Wind blowing from the west-southwest,1,,8,, ,,,19.0,31.0,,,,,,12.0,19.2,No precipitation,6,,,,
12.02.2020 20:00,23.4,745.9,760.7,0.8,76,Wind blowing from the north-west,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,31.0,,,600-1000,,,17.0,18.9,No precipitation,12,,,,
12.02.2020 17:00,28.3,745.1,759.8,,60,Wind blowing from the north-northwest,3,,8,60%., ,,,19.0,31.0,,,600-1000,,,24.0,19.8,No precipitation,6,,,,
12.02.2020 14:00,29.7,746.1,760.8,,46,Wind blowing from the south-southeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,30.1,,,600-1000,,,29.0,16.9,No precipitation,12,,,,
12.02.2020 11:00,25.0,748.8,763.6,,64,Wind blowing from the south-southeast,2,,5,no clouds, ,,,19.0,28.8,,,,,,28.0,17.7,No precipitation,6,,,,
12.02.2020 08:00,19.5,749.0,763.9,1.0,92,Wind blowing from the south,0,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,1500-2000,,,12.0,18.2,No precipitation,12,,,,
12.02.2020 05:00,19.4,748.0,762.7,,93,Wind blowing from the south-southwest,1,,6,, ,,,18.0,28.8,,,,,,13.0,18.2,No precipitation,6,,,,
12.02.2020 02:00,20.1,748.3,763.0,,91,Wind blowing from the south-east,1,,6,, ,,,17.4,28.8,,,,,,14.0,18.6,No precipitation,6,,,,
11.02.2020 23:00,20.3,748.6,763.4,,84,Wind blowing from the south-west,1,,6,, ,,,17.1,28.8,,,,,,17.0,17.5,No precipitation,6,,,,
11.02.2020 20:00,22.6,747.9,762.8,1.0,76,Wind blowing from the north,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,28.8,,,600-1000,,,18.0,18.2,No precipitation,12,,,,
11.02.2020 17:00,27.6,746.9,761.7,,56,Wind blowing from the north-northwest,2,,6,60%., ,,,17.0,28.8,,,600-1000,,,30.0,18.0,No precipitation,6,,,,
11.02.2020 14:00,27.1,748.0,762.8,,52,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,27.2,,,600-1000,,,30.0,16.4,No precipitation,12,,,,
11.02.2020 11:00,24.3,750.1,765.1,,68,Wind blowing from the south-east,3,,,70 – 80%., ,,,17.0,24.3,,,600-1000,,,30.0,18.0,No precipitation,6,,,,
11.02.2020 08:00,18.4,749.8,765.0,0.8,92,Wind blowing from the east-southeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,20.2,,,600-1000,,,15.0,17.1,No precipitation,12,,,,
11.02.2020 05:00,18.0,749.0,764.1,,91,Wind blowing from the east-southeast,1,,8,, ,,,17.0,20.2,,,,,,17.0,16.5,No precipitation,6,,,,
11.02.2020 02:00,17.5,750.1,765.2,-0.4,91,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,20.2,,,2500 or more  or no clouds.,,,11.0,16.0,No precipitation,12,,,,
10.02.2020 23:00,17.1,750.5,765.7,,91,Wind blowing from the south-east,3,,8,, ,,,17.0,20.2,,,,,,9.0,15.6,No precipitation,6,,,,
10.02.2020 20:00,17.2,750.4,765.6,0.9,90,Wind blowing from the east-southeast,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,20.2,,,600-1000,,,6.0,15.5,No precipitation,12,,,,
10.02.2020 17:00,19.2,749.5,764.6,,81,Wind blowing from the east,2,,6,100%., ,,,17.0,20.5,,,600-1000,,,14.0,15.9,No precipitation,6,,,,
10.02.2020 14:00,19.7,750.4,765.5,-2.1,77,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.0,,,2500 or more  or no clouds.,,,18.0,15.6,No precipitation,12,,,,
10.02.2020 11:00,18.1,752.5,767.6,,83,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,17.0,,,,,,,21.0,15.2,No precipitation,6,,,,
10.02.2020 08:00,17.1,751.7,766.9,1.1,85,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,2500 or more  or no clouds.,,,22.0,14.6,No precipitation,12,,,,
10.02.2020 05:00,17.0,750.6,765.7,,87,Wind blowing from the east-southeast,2,,,, ,,,17.0,22.2,,,,,,16.0,14.8,No precipitation,6,,,,
10.02.2020 02:00,17.3,751.8,766.9,,87,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,22.2,,,2500 or more  or no clouds.,,,14.0,15.1,No precipitation,12,,,,
09.02.2020 23:00,17.7,753.0,768.1,,84,Wind blowing from the east,2,,7,, ,,,17.7,22.2,,,,,,17.0,15.0,No precipitation,6,,,,
09.02.2020 20:00,18.3,752.4,767.5,1.1,80,Wind blowing from the east,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,22.2,,,600-1000,,,21.0,14.8,No precipitation,12,,,,
09.02.2020 17:00,20.4,751.3,766.3,,69,Wind blowing from the east,2,,7,100%., ,,,18.4,24.1,,,600-1000,,,22.0,14.5,No precipitation,6,,,,
09.02.2020 14:00,22.0,752.0,767.0,-2.0,61,Wind blowing from the east-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,25.1,,,600-1000,,,30.0,14.1,No precipitation,12,,,,
09.02.2020 11:00,21.9,754.0,769.1,,64,Wind blowing from the east-southeast,3,,7,100%., ,,,18.4,25.1,,,600-1000,,,30.0,14.8,No precipitation,6,,,,
09.02.2020 08:00,18.6,753.1,768.2,,82,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,600-1000,,,21.0,15.5,No precipitation,12,,,,
09.02.2020 05:00,18.6,752.2,767.2,,87,Wind blowing from the east,2,,7,, ,,,18.4,25.1,,,,,,20.0,16.4,No precipitation,6,,,,
09.02.2020 02:00,19.0,752.7,767.7,,84,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.1,,,2500 or more  or no clouds.,,,24.0,16.2,No precipitation,12,,,,
08.02.2020 23:00,19.5,753.1,768.1,,83,Wind blowing from the east-southeast,1,,7,, ,,,19.5,25.1,,,,,,18.0,16.5,No precipitation,6,,,,
08.02.2020 20:00,20.7,751.8,766.8,,80,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,25.1,,,600-1000,,,17.0,17.1,No precipitation,12,,,,
08.02.2020 17:00,24.1,750.2,765.1,,60,Wind blowing from the south-east,2,,,100%., ,,,19.8,26.7,,,600-1000,,,28.0,15.9,No precipitation,6,,,,
08.02.2020 14:00,23.4,750.7,765.7,-1.7,66,Wind blowing from the east-southeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,27.4,,,2500 or more  or no clouds.,,,22.0,16.7,No precipitation,12,,,,
08.02.2020 11:00,21.2,752.4,767.4,,78,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%, ,,,19.8,,,,,,,14.0,17.2,No precipitation,6,,,,
08.02.2020 08:00,19.8,751.0,766.0,,85,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,27.4,,,2500 or more  or no clouds.,,,16.0,17.2,No precipitation,12,,,,
08.02.2020 05:00,20.0,749.6,764.5,,86,Wind blowing from the east-southeast,1,,7,, ,,,18.9,27.4,,,,,,17.0,17.6,No precipitation,6,,,,
08.02.2020 02:00,20.7,750.1,765.0,-0.3,86,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.4,,,2500 or more  or no clouds.,,,14.0,18.3,No precipitation,12,,,,
07.02.2020 23:00,21.3,750.4,765.2,,85,Wind blowing from the east-southeast,2,,7,, ,,,18.9,27.4,,,,,,15.0,18.7,No precipitation,6,,,,
07.02.2020 20:00,22.8,749.2,764.2,,79,Wind blowing from the east-southeast,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,27.4,,,600-1000,,,16.0,19.0,No precipitation,12,,,,
07.02.2020 17:00,26.5,747.5,762.4,,61,Wind blowing from the east-southeast,2,,7,60%., ,,,18.9,27.4,,,1500-2000,,,23.0,18.4,No precipitation,6,,,,
07.02.2020 14:00,26.8,748.2,763.0,-2.3,56,Wind blowing from the south-east,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,28.0,,,600-1000,,,27.0,17.3,No precipitation,12,,,,
07.02.2020 11:00,24.5,750.5,765.4,,67,Wind blowing from the east-southeast,3,,7,40%., ,,,18.9,28.0,,,600-1000,,,30.0,18.0,No precipitation,6,,,,
07.02.2020 08:00,19.2,749.5,764.4,2.1,89,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,28.0,,,,,,20.0,17.3,No precipitation,12,,,,
07.02.2020 05:00,19.1,747.4,762.2,,90,Wind blowing from the east-southeast,2,,5,, ,,,18.8,28.0,,,,,,19.0,17.4,No precipitation,6,,,,
07.02.2020 02:00,19.4,747.9,762.7,-0.3,87,Wind blowing from the east-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,28.0,,,2500 or more  or no clouds.,,,20.0,17.2,No precipitation,12,,,,
06.02.2020 23:00,20.6,748.2,763.0,,82,Wind blowing from the south-southeast,2,,7,, ,,,18.8,28.0,,,,,,21.0,17.4,No precipitation,6,,,,
06.02.2020 20:00,23.0,746.9,761.8,,73,Wind blowing from the south-east,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,28.0,,,600-1000,,,24.0,17.9,No precipitation,12,,,,
06.02.2020 17:00,26.8,745.5,760.3,,57,Wind blowing from the south-east,2,,8,10%  or less  but not 0, ,,,18.8,28.0,,,600-1000,,,30.0,17.6,No precipitation,6,,,,
06.02.2020 14:00,26.8,746.2,761.0,-2.3,54,Wind blowing from the east,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,27.7,,,600-1000,,,28.0,16.7,No precipitation,12,,,,
06.02.2020 11:00,24.4,748.5,763.3,,67,Wind blowing from the south,3,,8,40%., ,,,18.8,24.4,,,600-1000,,,27.0,17.9,No precipitation,6,,,,
06.02.2020 08:00,19.0,748.3,763.3,,90,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,,,,18.0,17.3,No precipitation,12,,,,
06.02.2020 05:00,19.3,747.0,761.9,,90,Wind blowing from the east-southeast,2,,9,, ,,,19.2,24.4,,,,,,19.0,17.6,No precipitation,6,,,,
06.02.2020 02:00,19.3,748.0,762.9,-0.3,91,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.4,,,2500 or more  or no clouds.,,,17.0,17.8,No precipitation,12,,,,
05.02.2020 23:00,20.2,748.3,763.2,,82,Wind blowing from the south-east,2,,9,, ,,,19.3,24.4,,,,,,28.0,17.0,No precipitation,6,,,,
05.02.2020 20:00,20.8,747.6,762.5,1.4,80,Wind blowing from the south-east,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,24.4,,,600-1000,,,29.0,17.2,No precipitation,12,,,,
05.02.2020 17:00,22.9,746.2,761.0,,73,Wind blowing from the south-southeast,3,,9,20–30%., ,,,19.3,24.4,,,600-1000,,,30.0,17.8,No precipitation,6,,,,
