Local time in Jarud,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 17:00,-0.1,745.9,771.7,,30,Wind blowing from the south-east,2,,5,90  or more  but not 100%, ,,,-13.7,0.6,,,2500 or more  or no clouds.,,,11.0,-15.6,No precipitation,6,,,,
20.02.2020 14:00,0.3,747.2,772.9,-1.7,24,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,1.9,,,2500 or more  or no clouds.,,,29.0,-17.9,No precipitation,12,,,,
20.02.2020 11:00,-1.6,748.9,774.6,,27,Wind blowing from the south-southeast,2,,4,20–30%., ,,,-13.7,1.9,,,2500 or more  or no clouds.,,,23.0,-18.2,No precipitation,6,,,,
20.02.2020 08:00,-10.1,749.2,775.1,0.5,51,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,1.9,,,,,,8.0,-18.5,No precipitation,12,,,,
20.02.2020 05:00,-11.5,748.7,774.5,,51,Wind blowing from the south-west,1,,5,, ,,,-11.7,1.9,,,,,,22.0,-19.6,No precipitation,6,,,,
20.02.2020 02:00,-9.8,748.9,774.6,,53,Wind blowing from the north-west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.9,,,2500 or more  or no clouds.,,,7.0,-17.6,No precipitation,12,,,,
19.02.2020 23:00,-6.8,748.4,774.1,,41,Wind blowing from the west-northwest,1,,,, ,,,-9.7,1.9,,,,,,30.0,-18.1,No precipitation,6,,,,
19.02.2020 20:00,-3.5,747.6,773.4,1.2,29,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,1.9,,,,,,30.0,-19.0,No precipitation,12,,,,
19.02.2020 17:00,0.6,746.4,772.0,,24,Wind blowing from the south-southeast,2,,6,no clouds, ,,,-9.7,1.9,,,,,,27.0,-17.7,No precipitation,6,,,,
19.02.2020 14:00,1.2,746.5,772.0,,22,Wind blowing from the north-west,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,4.1,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
19.02.2020 11:00,-1.1,747.5,773.0,,30,Wind blowing from the west-northwest,3,,6,no clouds, ,,,-9.7,4.1,,,,,,30.0,-16.5,No precipitation,6,,,,
19.02.2020 08:00,-8.1,747.3,773.0,1.4,54,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,4.1,,,,,,11.0,-15.8,No precipitation,12,,,,
19.02.2020 05:00,-8.2,745.9,771.4,,54,Wind blowing from the west,2,,9,, ,,,-9.1,4.1,,,,,,30.0,-15.9,No precipitation,6,,,,
19.02.2020 02:00,-7.2,745.8,771.1,,53,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.1,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
18.02.2020 23:00,-5.1,744.8,770.1,,47,Wind blowing from the west-northwest,2,,,, ,,,-6.1,4.1,,,,,,30.0,-14.7,No precipitation,6,,,,
18.02.2020 20:00,-2.2,744.0,769.4,1.0,36,Wind blowing from the north-west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,4.1,,,,,,30.0,-15.3,No precipitation,12,,,,
18.02.2020 17:00,1.2,743.0,768.3,,26,Wind blowing from the north-west,3,,11,40%., ,,,-6.4,4.1,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,6,,,,
18.02.2020 14:00,3.8,742.4,767.5,,21,Wind blowing from the north-west,5,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,3.8,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
18.02.2020 11:00,1.7,743.8,769.0,,28,Wind blowing from the north-west,4,,9,20–30%., ,,,-6.4,2.0,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,6,,,,
18.02.2020 08:00,-4.8,744.0,769.6,1.1,49,Wind blowing from the west-northwest,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,23.0,-14.1,No precipitation,12,,,,
18.02.2020 05:00,-5.4,742.9,768.3,,46,Wind blowing from the west-northwest,3,,9,, ,,,-15.3,2.0,,,,,,30.0,-15.2,No precipitation,6,,,,
18.02.2020 02:00,-3.9,742.6,767.9,-0.6,43,Wind blowing from the west-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,2.0,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
17.02.2020 23:00,-5.0,743.2,768.7,,47,Wind blowing from the west-northwest,3,,,, ,,,-15.4,2.0,,,,,,30.0,-14.8,No precipitation,6,,,,
17.02.2020 20:00,-4.7,743.6,769.4,,43,Wind blowing from the west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,2.0,,,,,,26.0,-15.4,No precipitation,12,,,,
17.02.2020 17:00,-0.1,743.3,769.0,,24,Wind blowing from the north-west,3,,8,no clouds, ,,,-15.4,2.0,,,,,,30.0,-18.3,No precipitation,6,,,,
17.02.2020 14:00,0.1,743.2,769.0,-1.8,22,Wind blowing from the west-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,0.2,,,,,,30.0,-19.1,No precipitation,12,,,,
17.02.2020 11:00,-3.8,745.0,770.8,,31,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-15.4,-3.6,,,,,,30.0,-18.5,No precipitation,6,,,,
17.02.2020 08:00,-10.2,745.3,771.4,0.4,49,Wind blowing from the north-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-3.6,,,,,,10.0,-18.9,No precipitation,12,,,,
17.02.2020 05:00,-13.5,744.9,770.9,,54,Wind blowing from the north-east,1,,7,, ,,,-15.4,-3.6,,,,,,30.0,-20.8,No precipitation,6,,,,
17.02.2020 02:00,-14.7,745.5,771.6,-0.6,58,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-3.6,,,2500 or more  or no clouds.,,,7.0,-21.3,No precipitation,12,,,,
16.02.2020 23:00,-11.0,746.1,772.0,,44,Wind blowing from the west-northwest,1,,,, ,,,-11.0,-3.6,,,,,,30.0,-20.9,No precipitation,6,,,,
16.02.2020 20:00,-8.3,746.0,772.1,,38,Wind blowing from the north-northwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-3.6,,,1000-1500,,,30.0,-20.1,No precipitation,12,,,,
16.02.2020 17:00,-4.7,744.7,770.5,,31,Wind blowing from the west-northwest,3,,9,10%  or less  but not 0, ,,,-11.0,-3.6,,,1000-1500,,,30.0,-19.3,No precipitation,6,,,,
16.02.2020 14:00,-4.1,744.7,770.5,-1.9,30,Wind blowing from the north-northwest,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-2.7,,,1000-1500,,,30.0,-19.1,No precipitation,12,,,,
16.02.2020 11:00,-5.5,746.6,772.5,,31,Wind blowing from the north,4,,9,20–30%., ,,,-11.0,-2.7,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,6,,,,
16.02.2020 08:00,-10.6,747.2,773.3,1.0,44,Wind blowing from the north-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,,,,,,,18.0,-20.5,No precipitation,12,,,,
16.02.2020 05:00,-10.0,746.2,772.0,,45,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,-19.9,,,,,,
16.02.2020 02:00,-10.0,746.2,772.0,-0.4,43,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-2.7,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
15.02.2020 23:00,-8.9,746.6,772.5,,43,Wind blowing from the north-northwest,2,,,, ,,,-13.6,-2.7,,,,,,30.0,-19.2,No precipitation,6,,,,
15.02.2020 20:00,-8.1,747.2,773.2,,39,Wind blowing from the north-northwest,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-2.7,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
15.02.2020 17:00,-4.7,746.2,772.1,,27,Wind blowing from the north-northwest,3,,7,90  or more  but not 100%, ,,,-13.6,-2.7,,,2500 or more  or no clouds.,,,27.0,-20.9,No precipitation,6,,,,
15.02.2020 14:00,-3.7,747.0,773.0,-2.2,24,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.5,,,1000-1500,,,30.0,-21.3,No precipitation,12,,,,
15.02.2020 11:00,-4.8,749.2,775.3,,32,Wind blowing from the north-west,2,,5,90  or more  but not 100%, ,,,-13.6,-4.7,,,2500 or more  or no clouds.,,,28.0,-19.0,No precipitation,6,,,,
15.02.2020 08:00,-8.7,749.6,775.9,0.2,44,Wind blowing from the north-northwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-7.6,,,2500 or more  or no clouds.,,,26.0,-18.8,No precipitation,12,,,,
15.02.2020 05:00,-11.1,749.4,775.6,,60,Wind blowing from the north-northwest,3,,,, ,,,-13.6,-7.6,,,,,,30.0,-17.5,No precipitation,6,,,,
15.02.2020 02:00,-12.8,751.0,777.4,-0.9,68,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-7.6,,,2500 or more  or no clouds.,,,19.0,-17.6,No precipitation,12,,,,
14.02.2020 23:00,-12.0,751.9,778.3,,59,Wind blowing from the north-northwest,1,,,, ,,,-13.4,-7.2,,,,,,25.0,-18.4,No precipitation,6,,,,
14.02.2020 20:00,-10.7,752.1,778.6,0.5,48,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-6.5,,,2500 or more  or no clouds.,,,22.0,-19.6,0.9,12,,,,
14.02.2020 17:00,-8.1,751.6,777.9,,39,Wind blowing from the west-southwest,1,,9,90  or more  but not 100%, ,,,-12.0,-4.2,,,2500 or more  or no clouds.,,,13.0,-19.6,No precipitation,6,,,,
14.02.2020 14:00,-8.5,751.4,777.6,-0.9,35,Wind blowing from the north-northeast,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-2.3,,,2500 or more  or no clouds.,,,30.0,-21.2,0.9,12,,,,
14.02.2020 11:00,-10.3,752.3,778.6,,38,Wind blowing from the north-east,4,,12,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.0,-2.3,,,2500 or more  or no clouds.,,,29.0,-21.9,0.9,6,,,,
14.02.2020 08:00,-11.2,752.4,778.6,3.2,53,Wind blowing from the north,2,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-2.3,,,2500 or more  or no clouds.,,,10.0,-18.9,Trace of precipitation,12,,,,
14.02.2020 05:00,-9.7,749.2,775.2,,41,Wind blowing from the east-northeast,6,,12,, ,,,-9.7,-1.9,,,,,,25.0,-20.5,No precipitation,6,,,,
14.02.2020 02:00,-7.5,749.5,775.3,,47,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,-1.9,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
13.02.2020 23:00,-7.6,748.3,774.1,,59,Wind blowing from the north,2,,,, ,,,-7.7,-1.4,,,,,,30.0,-14.4,No precipitation,6,,,,
13.02.2020 20:00,-6.5,746.1,771.7,3.7,60,Wind blowing from the north,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,0.0,,,2500 or more  or no clouds.,,,30.0,-13.0,Trace of precipitation,12,,,,
13.02.2020 17:00,-4.2,742.4,767.8,,63,Wind blowing from the east-northeast,2,,8,60%., ,,,-5.6,,,,2500 or more  or no clouds.,,,12.0,-10.2,No precipitation,6,,,,
13.02.2020 14:00,-3.2,739.4,764.8,1.1,60,Wind blowing from the north-east,2,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,,,,2500 or more  or no clouds.,,,8.0,-9.9,Trace of precipitation,12,,,,
13.02.2020 11:00,-3.5,738.3,763.5,,69,Wind blowing from the north,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,,,,2500 or more  or no clouds.,,,4.8,-8.5,No precipitation,6,,,,
13.02.2020 08:00,-2.6,735.3,760.3,2.0,91,Wind blowing from the east-northeast,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,,,,2500 or more  or no clouds.,,,1.5,-3.9,No precipitation,12,,,,
13.02.2020 05:00,-3.4,733.3,757.9,,90,Wind blowing from the east-northeast,3,,7,,Mist. ,,,-5.6,12.0,,,,,,2.1,-4.8,No precipitation,6,,,,
13.02.2020 02:00,-4.7,733.0,757.5,,66,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,12.0,,,2500 or more  or no clouds.,,,9.0,-10.1,No precipitation,12,,,,
12.02.2020 23:00,-2.4,733.2,757.6,,53,Wind blowing from the north-northwest,1,,,, ,,,-3.2,12.0,,,,,,10.0,-10.9,No precipitation,6,,,,
12.02.2020 20:00,0.0,733.6,758.2,0.3,42,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,12.0,,,,,,10.0,-11.4,No precipitation,12,,,,
12.02.2020 17:00,9.1,733.3,757.5,,22,Wind blowing from the east-southeast,2,,,no clouds, ,,,-1.8,12.0,,,,,,11.0,-11.5,No precipitation,6,,,,
12.02.2020 14:00,11.4,733.5,757.6,,20,Wind blowing from the south-east,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,14.4,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
12.02.2020 11:00,9.1,735.1,759.5,,22,Wind blowing from the east-southeast,1,,,10%  or less  but not 0, ,,,-1.8,14.4,,,2500 or more  or no clouds.,,,29.0,-11.5,No precipitation,6,,,,
12.02.2020 08:00,1.3,734.6,759.2,0.7,37,Wind blowing from the north-west,2,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,7.0,-11.8,No precipitation,12,,,,
12.02.2020 05:00,3.7,733.9,758.0,,33,Wind blowing from the west-northwest,2,,6,, ,,,,14.4,,,,,,30.0,-11.1,No precipitation,6,,,,
12.02.2020 02:00,3.6,733.4,757.4,,28,Wind blowing from the north,1,,11,, ,,,,14.4,,,,,,30.0,-13.2,No precipitation,6,,,,
11.02.2020 23:00,-0.8,732.4,757.2,,31,Wind blowing from the east-northeast,1,,,, ,,,,14.4,,,,,,8.0,-15.8,No precipitation,6,,,,
11.02.2020 20:00,3.5,731.6,756.7,0.6,31,Wind blowing from the south,1,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.4,,,,,,3.1,-12.0,No precipitation,12,,,,
11.02.2020 17:00,12.0,731.0,755.7,,16,Wind blowing from the south-southwest,2,,11,no clouds, ,,,-12.4,14.4,,,,,,8.0,-13.0,No precipitation,6,,,,
11.02.2020 14:00,12.9,731.8,756.4,,15,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,,,,,,,17.0,-13.1,No precipitation,12,,,,
11.02.2020 11:00,-1.6,734.3,759.6,,41,Wind blowing from the north-northeast,1,,,no clouds, ,,,-12.4,-1.6,,,,,,9.0,-13.4,No precipitation,6,,,,
11.02.2020 08:00,-11.0,735.4,761.2,-0.6,64,Wind blowing from the west-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-1.7,,,,,,7.0,-16.5,No precipitation,12,,,,
11.02.2020 05:00,-11.8,736.0,761.5,,70,Wind blowing from the west-northwest,1,,2,, ,,,-12.2,-1.7,,,,,,12.0,-16.3,No precipitation,6,,,,
11.02.2020 02:00,-10.5,737.5,763.0,-1.2,64,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.7,,,2500 or more  or no clouds.,,,13.0,-16.0,No precipitation,12,,,,
10.02.2020 23:00,-8.7,738.7,764.4,,60,Wind blowing from the north-west,1,,,, ,,,-11.4,-1.7,,,,,,10.0,-15.1,No precipitation,6,,,,
10.02.2020 20:00,-7.0,739.8,765.6,0.1,55,Wind blowing from the north-northwest,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.7,,,,,,4.6,-14.7,No precipitation,12,,,,
10.02.2020 17:00,-2.7,739.7,765.3,,43,Wind blowing from the south,1,,4,no clouds, ,,,-11.4,1.5,,,,,,9.0,-13.8,No precipitation,6,,,,
10.02.2020 14:00,-2.4,740.5,766.0,-2.0,38,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.8,,,,,,21.0,-14.8,No precipitation,12,,,,
10.02.2020 11:00,-6.8,742.5,768.1,,50,Wind blowing from the east,1,,6,no clouds, ,,,-11.4,4.8,,,,,,13.0,-15.5,No precipitation,6,,,,
10.02.2020 08:00,-10.4,742.3,767.9,0.8,65,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.8,,,,,,8.0,-15.7,No precipitation,12,,,,
10.02.2020 05:00,-10.2,741.5,766.9,,67,Wind blowing from the east,2,,6,, ,,,-10.9,4.8,,,,,,23.0,-15.3,No precipitation,6,,,,
10.02.2020 02:00,-8.6,741.3,766.5,0.5,67,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,4.8,,,2500 or more  or no clouds.,,,23.0,-13.6,No precipitation,12,,,,
09.02.2020 23:00,-4.5,740.8,765.9,,54,Wind blowing from the north-northeast,1,,,, ,,,-12.0,4.8,,,,,,20.0,-12.6,No precipitation,6,,,,
09.02.2020 20:00,-2.3,740.0,765.4,1.0,47,Wind blowing from the east,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,4.8,,,2500 or more  or no clouds.,,,15.0,-12.1,No precipitation,12,,,,
09.02.2020 17:00,1.5,739.0,764.4,,34,Wind blowing from the north-west,2,,11,20–30%., ,,,-12.0,4.8,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,6,,,,
09.02.2020 14:00,4.4,738.0,763.3,0.1,29,Wind blowing from the north-west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,4.5,,,,,,30.0,-12.1,No precipitation,12,,,,
09.02.2020 11:00,2.5,737.9,763.1,,32,Wind blowing from the west-northwest,4,,11,no clouds, ,,,-12.0,2.5,,,,,,30.0,-12.5,No precipitation,6,,,,
09.02.2020 08:00,-5.3,738.3,763.9,,50,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-2.2,,,,,,30.0,-14.3,No precipitation,12,,,,
09.02.2020 05:00,-10.2,738.9,764.5,,58,Wind blowing from the north-west,1,,5,, ,,,-12.9,-2.2,,,,,,30.0,-16.9,No precipitation,6,,,,
09.02.2020 02:00,-11.4,741.1,766.7,-2.7,64,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.2,,,2500 or more  or no clouds.,,,9.0,-17.0,No precipitation,12,,,,
08.02.2020 23:00,-9.3,743.8,769.6,,56,Wind blowing from the south,1,,,, ,,,-12.9,-2.2,,,,,,21.0,-16.5,No precipitation,6,,,,
08.02.2020 20:00,-7.9,745.7,771.8,,48,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.2,,,,,,7.0,-17.2,No precipitation,12,,,,
08.02.2020 17:00,-3.6,746.8,772.7,,33,Wind blowing from the south-southeast,2,,5,no clouds, ,,,-12.9,-2.2,,,,,,9.0,-17.5,No precipitation,6,,,,
08.02.2020 14:00,-2.4,747.9,773.7,-1.9,30,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-1.8,,,,,,30.0,-17.6,No precipitation,12,,,,
08.02.2020 11:00,-5.8,749.8,775.7,,39,Wind blowing from the west-northwest,2,,8,no clouds, ,,,-12.9,-1.8,,,,,,30.0,-17.8,No precipitation,6,,,,
08.02.2020 08:00,-11.0,749.8,776.0,,59,Wind blowing from the north-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-1.8,,,,,,10.0,-17.6,No precipitation,12,,,,
08.02.2020 05:00,-10.7,748.7,774.7,,56,Wind blowing from the west-northwest,2,,8,, ,,,-13.8,-1.8,,,,,,30.0,-17.8,No precipitation,6,,,,
08.02.2020 02:00,-9.6,747.7,773.5,1.1,55,Wind blowing from the west-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-1.8,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
07.02.2020 23:00,-8.1,746.6,772.5,,53,Wind blowing from the north-west,2,,,, ,,,-13.8,-1.8,,,,,,30.0,-16.0,No precipitation,6,,,,
07.02.2020 20:00,-6.4,746.1,772.2,,43,Wind blowing from the north-northwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-1.8,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
07.02.2020 17:00,-3.7,744.7,770.5,,31,Wind blowing from the south,1,,7,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-1.8,,,2500 or more  or no clouds.,,,4.0,-18.4,No precipitation,6,,,,
07.02.2020 14:00,-3.2,745.1,771.0,-1.4,28,Wind blowing from the north,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-3.0,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
07.02.2020 11:00,-5.7,746.5,772.6,,30,Wind blowing from the north,4,,7,70 – 80%., ,,,-13.8,-5.3,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,6,,,,
07.02.2020 08:00,-13.0,746.6,773.0,0.8,48,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,8.0,-21.7,No precipitation,12,,,,
07.02.2020 05:00,-12.0,745.8,772.0,,44,Wind blowing from the west-northwest,3,,6,, ,,,,-6.8,,,,,,30.0,-21.8,No precipitation,6,,,,
