Local time in Ruili,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 02:00,14.9,697.3,762.0,,86,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,27.4,,,2500 or more  or no clouds.,,,6.0,12.6,No precipitation,12,,,,
18.02.2020 20:00,21.0,694.5,759.7,0.8,63,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,27.4,,,,,,9.0,13.7,No precipitation,12,,,,
18.02.2020 17:00,26.9,693.7,758.1,,37,Wind blowing from the south-southeast,2,,4,no clouds, ,,,10.4,27.5,,,,,,10.0,11.0,No precipitation,6,,,,
18.02.2020 14:00,23.1,695.9,760.7,-2.6,47,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,27.5,,,,,,9.0,11.2,No precipitation,12,,,,
18.02.2020 11:00,14.9,698.5,764.2,,78,Wind blowing from the south-southwest,1,,2,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,,,,5.0,11.1,No precipitation,6,,,,
18.02.2020 08:00,10.8,697.5,763.0,0.8,93,Wind blowing from the west-northwest,0,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,27.5,,,600-1000,,,3.9,9.7,No precipitation,12,,,,
18.02.2020 05:00,11.4,696.7,761.2,,91,Wind blowing from the north-west,1,,3,,Mist. ,,,9.6,27.5,,,,,,3.6,10.0,No precipitation,6,,,,
18.02.2020 02:00,13.3,697.3,762.2,,89,Wind blowing from the west,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,27.5,,,2500 or more  or no clouds.,,,5.0,11.5,No precipitation,12,,,,
17.02.2020 20:00,20.9,695.5,760.9,0.5,59,Wind blowing from the south-west,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,27.5,,,1000-1500,,,9.0,12.6,No precipitation,12,,,,
17.02.2020 17:00,27.3,695.0,759.4,,30,Wind blowing from the west-southwest,1,,4,20–30%., ,,,9.6,27.3,,,1000-1500,,,14.0,8.2,No precipitation,6,,,,
17.02.2020 14:00,23.5,697.3,762.2,-2.4,43,Wind blowing from the south,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,25.5,,,1000-1500,,,10.0,10.2,No precipitation,12,,,,
17.02.2020 11:00,14.6,699.7,765.6,,74,Wind blowing from the south,1,,3,70 – 80%., ,,,9.6,,,,600-1000,,,5.0,10.0,No precipitation,6,,,,
17.02.2020 08:00,9.9,698.3,764.2,0.8,94,Wind blowing from the west,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,25.5,,,600-1000,,,2.7,9.0,No precipitation,12,,,,
17.02.2020 05:00,11.5,697.5,762.4,,88,Wind blowing from the south,1,,5,,Mist. ,,,10.2,25.5,,,,,,1.3,9.6,No precipitation,6,,,,
17.02.2020 02:00,12.5,697.9,763.0,,86,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,25.5,,,2500 or more  or no clouds.,,,7.0,10.2,No precipitation,12,,,,
16.02.2020 20:00,19.7,696.2,761.8,0.8,55,Wind blowing from the west-southwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,25.5,,,1000-1500,,,12.0,10.4,No precipitation,12,,,,
16.02.2020 17:00,25.1,695.4,760.2,,36,Wind blowing from the west,2,,5,20–30%., ,,,10.2,25.5,,,1000-1500,,,14.0,9.0,No precipitation,6,,,,
16.02.2020 14:00,22.2,697.0,762.1,-1.8,48,Wind blowing from the south,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,24.1,,,1000-1500,,,9.0,10.7,No precipitation,12,,,,
16.02.2020 11:00,13.2,698.8,764.9,,82,Wind blowing from the south,2,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,,,,600-1000,,,3.0,10.2,No precipitation,6,,,,
16.02.2020 08:00,10.4,697.5,763.3,0.9,93,Wind blowing from the north,0,,2,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,24.1,,,600-1000,,,4.1,9.3,No precipitation,12,,,,
16.02.2020 05:00,11.0,696.6,761.7,,91,Wind blowing from the west-southwest,1,,3,,Mist. ,,,9.1,24.1,,,,,,4.5,9.6,No precipitation,6,,,,
16.02.2020 02:00,12.5,696.7,762.1,,89,Wind blowing from the west,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,24.1,,,2500 or more  or no clouds.,,,5.0,10.7,No precipitation,12,,,,
15.02.2020 20:00,18.7,694.6,760.2,1.4,67,Wind blowing from the north-west,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,24.1,,,1000-1500,,,12.0,12.5,No precipitation,12,,,,
15.02.2020 17:00,23.4,693.2,758.1,,43,Wind blowing from the south,1,,4,70 – 80%., ,,,9.1,24.1,,,1000-1500,,,17.0,10.1,No precipitation,6,,,,
15.02.2020 14:00,19.9,694.7,760.0,-1.7,51,Wind blowing from the north-east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,23.9,,,1000-1500,,,14.0,9.5,No precipitation,12,,,,
15.02.2020 11:00,13.9,696.4,762.2,,73,Wind blowing from the south-southwest,2,,3,70 – 80%., ,,,9.1,,,,1000-1500,,,10.0,9.1,No precipitation,6,,,,
15.02.2020 08:00,9.6,695.0,760.6,1.2,88,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,23.9,,,600-1000,,,9.0,7.7,No precipitation,12,,,,
15.02.2020 05:00,10.3,693.8,758.8,,88,Wind blowing from the south-southwest,1,,5,, ,,,9.0,23.9,,,,,,8.0,8.4,No precipitation,6,,,,
15.02.2020 02:00,11.9,694.4,759.5,,86,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,23.9,,,2500 or more  or no clouds.,,,16.0,9.6,No precipitation,12,,,,
14.02.2020 20:00,18.7,692.2,757.6,1.0,50,Wind blowing from the south-west,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,23.9,,,1000-1500,,,27.0,8.1,No precipitation,12,,,,
14.02.2020 17:00,22.5,691.2,755.9,,34,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%, ,,,9.0,25.2,,,1000-1500,,,25.0,5.9,No precipitation,6,,,,
14.02.2020 14:00,20.6,692.5,757.4,-2.0,49,Wind blowing from the west-southwest,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,25.4,,,1000-1500,,,12.0,9.5,No precipitation,12,,,,
14.02.2020 11:00,15.1,694.5,759.8,,63,Wind blowing from the south,1,,3,20–30%., ,,,9.0,25.4,,,1000-1500,,,11.0,8.1,No precipitation,6,,,,
14.02.2020 08:00,9.0,693.4,758.8,0.6,92,Wind blowing from the west-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,25.4,,,1000-1500,,,8.0,7.8,No precipitation,12,,,,
14.02.2020 05:00,10.4,692.8,757.3,,87,Wind blowing from the south-southwest,1,,6,, ,,,8.6,25.4,,,,,,7.0,8.3,No precipitation,6,,,,
14.02.2020 02:00,12.3,694.1,759.0,,80,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,25.4,,,2500 or more  or no clouds.,,,17.0,9.0,No precipitation,12,,,,
13.02.2020 20:00,19.3,693.3,758.8,0.4,45,Wind blowing from the south,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,25.4,,,1000-1500,,,23.0,7.1,No precipitation,12,,,,
13.02.2020 17:00,25.1,692.9,757.6,,30,Wind blowing from the west,2,,7,20–30%., ,,,8.6,25.4,,,1000-1500,,,30.0,6.3,No precipitation,6,,,,
13.02.2020 14:00,21.8,695.2,760.3,-2.3,41,Wind blowing from the south-southeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,25.3,,,1000-1500,,,16.0,8.0,No precipitation,12,,,,
13.02.2020 11:00,13.5,697.5,763.4,,71,Wind blowing from the west,1,,3,no clouds, ,,,8.6,,,,,,,10.0,8.4,No precipitation,6,,,,
13.02.2020 08:00,8.8,696.7,762.5,0.3,92,Wind blowing from the south-southwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,25.3,,,1000-1500,,,3.5,7.6,No precipitation,12,,,,
13.02.2020 05:00,10.4,696.4,761.4,,86,Wind blowing from the south-west,1,,5,, ,,,8.8,25.3,,,,,,11.0,8.2,No precipitation,6,,,,
13.02.2020 02:00,11.4,697.0,762.3,,84,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,25.3,,,2500 or more  or no clouds.,,,12.0,8.8,No precipitation,12,,,,
12.02.2020 20:00,19.7,695.2,760.9,0.4,43,Wind blowing from the west-southwest,1,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,25.3,,,1000-1500,,,30.0,6.8,No precipitation,12,,,,
12.02.2020 17:00,24.5,694.8,759.7,,34,Wind blowing from the west-southwest,2,,7,20–30%., ,,,8.8,25.3,,,1000-1500,,,30.0,7.6,No precipitation,6,,,,
12.02.2020 14:00,21.9,697.2,762.4,-2.1,38,Wind blowing from the east-northeast,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,25.5,,,1000-1500,,,20.0,7.0,No precipitation,12,,,,
12.02.2020 11:00,12.7,699.3,765.3,,76,Wind blowing from the south-southwest,1,,3,10%  or less  but not 0, ,,,8.8,,,,1000-1500,,,9.0,8.6,No precipitation,6,,,,
12.02.2020 08:00,8.9,698.2,764.2,0.5,92,Wind blowing from the west-northwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,25.5,,,1000-1500,,,9.0,7.7,No precipitation,12,,,,
12.02.2020 05:00,10.2,697.7,762.8,,89,Calm  no wind,0,,,, ,,,9.5,25.5,,,,,,12.0,8.5,No precipitation,6,,,,
12.02.2020 02:00,12.1,698.2,763.4,,83,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,25.5,,,2500 or more  or no clouds.,,,18.0,9.3,No precipitation,12,,,,
11.02.2020 20:00,19.9,696.4,761.9,0.6,50,Wind blowing from the west,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,25.5,,,1000-1500,,,19.0,9.2,No precipitation,12,,,,
11.02.2020 17:00,25.2,695.8,760.5,,33,Wind blowing from the west,3,,6,20–30%., ,,,9.5,25.5,,,1000-1500,,,26.0,7.8,No precipitation,6,,,,
11.02.2020 14:00,22.4,697.6,762.6,-1.8,43,Wind blowing from the west,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,25.7,,,1000-1500,,,17.0,9.2,No precipitation,12,,,,
11.02.2020 11:00,13.8,699.4,765.4,,82,Wind blowing from the south-southeast,1,,3,10%  or less  but not 0,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,600-1000,,,7.0,10.8,No precipitation,6,,,,
11.02.2020 08:00,10.5,698.1,763.9,0.5,92,Wind blowing from the west,0,,3,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,25.7,,,1000-1500,,,6.0,9.3,No precipitation,12,,,,
11.02.2020 05:00,11.9,697.6,762.4,,92,Wind blowing from the west,0,,8,,Mist. ,,,11.7,25.7,,,,,,7.0,10.6,No precipitation,6,,,,
11.02.2020 02:00,14.0,697.9,762.8,,86,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,25.7,,,2500 or more  or no clouds.,,,10.0,11.7,No precipitation,12,,,,
10.02.2020 20:00,19.6,696.1,761.2,0.8,62,Wind blowing from the north,0,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,25.7,,,1000-1500,,,19.0,12.1,Trace of precipitation,12,,,,
10.02.2020 17:00,25.0,695.3,759.7,,37,Wind blowing from the west,3,,9,40%., ,,,14.4,25.8,,,1000-1500,,,29.0,9.3,No precipitation,6,,,,
10.02.2020 14:00,23.5,696.9,761.4,-1.8,48,Wind blowing from the south-southwest,2,,4,50%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,26.4,,,1000-1500,,,10.0,11.9,0.1,12,,,,
10.02.2020 11:00,16.9,698.7,764.1,,77,Wind blowing from the south-west,1,,3,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,1000-1500,,,8.0,12.8,0.1,6,,,,
10.02.2020 08:00,14.5,697.7,762.9,0.9,88,Wind blowing from the west,0,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.4,,,1000-1500,,,8.0,12.5,0.1,12,,,,
10.02.2020 05:00,15.1,696.8,761.2,,83,Wind blowing from the south-southwest,1,,7,, ,,,14.3,26.4,,,,,,13.0,12.2,No precipitation,6,,,,
10.02.2020 02:00,16.0,697.7,762.4,,77,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.4,,,2500 or more  or no clouds.,,,13.0,12.0,No precipitation,12,,,,
09.02.2020 20:00,20.0,696.7,761.8,1.2,54,Wind blowing from the west-southwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.4,,,1000-1500,,,18.0,10.4,No precipitation,12,,,,
09.02.2020 17:00,25.8,695.5,759.8,,40,Wind blowing from the west,3,,6,50%., ,,,14.3,26.4,,,1000-1500,,,16.0,11.2,No precipitation,6,,,,
09.02.2020 14:00,23.1,697.9,762.4,-2.3,50,Wind blowing from the south,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,24.8,,,1000-1500,,,8.0,12.1,No precipitation,12,,,,
09.02.2020 11:00,17.2,700.2,765.6,,74,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,1500-2000,,,5.0,12.5,No precipitation,6,,,,
09.02.2020 08:00,14.3,698.6,763.9,0.4,87,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,24.8,,,600-1000,,,7.0,12.2,Trace of precipitation,12,,,,
09.02.2020 05:00,14.7,698.2,763.0,,88,Calm  no wind,0,,,,Mist. ,,,11.5,24.8,,,,,,6.0,12.7,No precipitation,6,,,,
09.02.2020 02:00,16.5,698.9,763.7,,79,Wind blowing from the west-southwest,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,24.8,,,2500 or more  or no clouds.,,,8.0,12.8,No precipitation,12,,,,
08.02.2020 20:00,20.4,697.5,763.0,0.7,60,Wind blowing from the west-northwest,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,24.8,,,1000-1500,,,8.0,12.4,No precipitation,12,,,,
08.02.2020 17:00,23.8,696.8,761.8,,42,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,11.5,24.8,,,1000-1500,,,11.0,10.1,No precipitation,6,,,,
08.02.2020 14:00,22.4,698.3,763.5,-2.0,43,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,24.8,,,1000-1500,,,11.0,9.2,No precipitation,12,,,,
08.02.2020 11:00,14.4,700.3,766.5,,74,Wind blowing from the south-east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,,,,,,,7.0,9.8,No precipitation,6,,,,
08.02.2020 08:00,11.7,698.4,764.2,0.8,87,Wind blowing from the north,0,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,24.8,,,1000-1500,,,7.0,9.6,No precipitation,12,,,,
08.02.2020 05:00,12.2,697.6,762.6,,86,Calm  no wind,0,,,, ,,,7.9,24.8,,,,,,8.0,9.9,No precipitation,6,,,,
08.02.2020 02:00,12.7,698.3,763.6,,84,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,24.8,,,2500 or more  or no clouds.,,,9.0,10.1,No precipitation,12,,,,
07.02.2020 20:00,18.6,696.4,762.4,0.7,59,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,24.8,,,,,,14.0,10.4,No precipitation,12,,,,
07.02.2020 17:00,24.4,695.7,760.7,,33,Wind blowing from the south-west,2,,4,no clouds, ,,,7.9,24.8,,,,,,20.0,7.1,No precipitation,6,,,,
07.02.2020 14:00,21.5,697.4,762.8,-2.0,41,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,24.2,,,,,,14.0,7.7,No precipitation,12,,,,
07.02.2020 11:00,14.4,699.4,765.6,,66,Wind blowing from the east-southeast,1,,2,90  or more  but not 100%, ,,,7.9,24.2,,,1500-2000,,,9.0,8.1,No precipitation,6,,,,
07.02.2020 08:00,8.1,698.2,764.5,1.2,92,Wind blowing from the south-southwest,1,,2,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,24.2,,,1000-1500,,,7.0,6.9,No precipitation,12,,,,
07.02.2020 05:00,9.7,697.0,762.3,,90,Wind blowing from the west-northwest,0,,3,,Mist. ,,,7.1,24.2,,,,,,6.0,8.1,No precipitation,6,,,,
07.02.2020 02:00,11.0,697.3,762.7,,87,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,24.2,,,2500 or more  or no clouds.,,,8.0,8.9,No precipitation,12,,,,
06.02.2020 20:00,17.7,694.9,760.9,0.4,58,Wind blowing from the south,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,24.2,,,1000-1500,,,8.0,9.3,No precipitation,12,,,,
06.02.2020 17:00,23.9,694.5,759.6,,29,Wind blowing from the east,1,,4,10%  or less  but not 0, ,,,7.1,24.0,,,1000-1500,,,21.0,4.8,No precipitation,6,,,,
06.02.2020 14:00,20.9,696.5,762.0,-2.0,39,Wind blowing from the south-southwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,24.0,,,1000-1500,,,12.0,6.4,No precipitation,12,,,,
06.02.2020 11:00,13.7,698.5,764.7,,62,Wind blowing from the south-east,0,,3,no clouds, ,,,7.1,,,,,,,7.0,6.6,No precipitation,6,,,,
06.02.2020 08:00,7.6,697.3,763.7,0.9,90,Wind blowing from the south-west,1,,3,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.0,,,1000-1500,,,5.0,6.1,No precipitation,12,,,,
06.02.2020 05:00,8.6,696.4,761.8,,85,Calm  no wind,0,,,, ,,,7.5,24.0,,,,,,8.0,6.2,No precipitation,6,,,,
06.02.2020 02:00,10.0,697.0,762.7,,86,Wind blowing from the west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.0,,,2500 or more  or no clouds.,,,9.0,7.8,No precipitation,12,,,,
05.02.2020 20:00,16.8,694.0,760.0,0.9,50,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.0,,,,,,24.0,6.3,No precipitation,12,,,,
05.02.2020 17:00,23.7,693.1,758.2,,26,Wind blowing from the south-west,2,,7,10%  or less  but not 0, ,,,7.5,23.8,,,1000-1500,,,24.0,3.1,No precipitation,6,,,,
05.02.2020 14:00,19.2,695.5,761.2,-1.8,46,Wind blowing from the south-southwest,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,23.8,,,1000-1500,,,12.0,7.3,No precipitation,12,,,,
05.02.2020 11:00,12.5,697.3,763.6,,73,Wind blowing from the south-southwest,1,,3,70 – 80%., ,,,7.5,,,,2500 or more  or no clouds.,,,7.0,7.8,No precipitation,6,,,,
05.02.2020 08:00,7.8,696.3,762.5,0.4,89,Wind blowing from the west-southwest,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.8,,,1000-1500,,,6.0,6.1,No precipitation,12,,,,
05.02.2020 05:00,8.4,695.9,761.2,,90,Wind blowing from the west,1,,3,,Mist. ,,,6.4,23.8,,,,,,4.4,6.9,No precipitation,6,,,,
05.02.2020 02:00,9.9,696.6,762.2,,88,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.8,,,2500 or more  or no clouds.,,,8.0,8.0,No precipitation,12,,,,
04.02.2020 20:00,16.8,694.9,761.2,0.6,59,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.8,,,,,,18.0,8.8,No precipitation,12,,,,
04.02.2020 17:00,23.3,694.3,759.4,,27,Wind blowing from the south-southwest,2,,4,no clouds, ,,,6.4,23.9,,,,,,24.0,3.3,No precipitation,6,,,,
04.02.2020 14:00,20.0,696.6,762.1,-2.0,38,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.9,,,,,,16.0,5.3,No precipitation,12,,,,
04.02.2020 11:00,11.8,698.6,765.1,,78,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,,,,8.0,8.1,No precipitation,6,,,,
04.02.2020 08:00,6.7,697.4,763.7,0.9,92,Wind blowing from the west,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,23.9,,,600-1000,,,2.3,5.5,No precipitation,12,,,,
04.02.2020 05:00,8.4,696.5,761.8,,88,Wind blowing from the west-southwest,1,,7,, ,,,8.4,23.9,,,,,,6.0,6.5,No precipitation,6,,,,
04.02.2020 02:00,10.5,697.1,762.5,,87,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,23.9,,,2500 or more  or no clouds.,,,8.0,8.4,No precipitation,12,,,,
