Local time in Aletai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 17:00,-5.5,705.0,775.3,,52,Wind blowing from the west-northwest,0,,,90  or more  but not 100%, ,,,-16.2,-4.3,,,2500 or more  or no clouds.,,,17.0,-14.0,No precipitation,6,,,,
18.02.2020 14:00,-6.2,706.2,776.5,-0.4,49,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.0,,,2500 or more  or no clouds.,,,19.0,-15.2,No precipitation,12,,,,
18.02.2020 11:00,-11.2,706.6,777.8,,62,Wind blowing from the north-northwest,1,,,90  or more  but not 100%, ,,,-16.2,-6.0,,,2500 or more  or no clouds.,,,15.0,-17.2,No precipitation,6,,,,
18.02.2020 08:00,-15.7,706.6,778.0,-0.7,69,Wind blowing from the north,1,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-6.0,,,2500 or more  or no clouds.,,,17.0,-20.1,No precipitation,12,,,,
18.02.2020 05:00,-14.8,707.3,778.0,,71,Wind blowing from the north,1,,,, ,,,-18.9,-6.0,,,,,,17.0,-18.9,No precipitation,6,,,,
18.02.2020 02:00,-13.6,707.8,778.8,-0.7,75,Wind blowing from the north-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-6.0,,,2500 or more  or no clouds.,,,17.0,-17.1,No precipitation,12,,,,
17.02.2020 23:00,-14.7,708.5,780.2,,78,Wind blowing from the north-northwest,1,,,, ,,,-18.9,-6.0,,,,,,17.0,-17.7,No precipitation,6,,,,
17.02.2020 20:00,-11.4,709.0,780.9,-0.2,74,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-6.0,,,2500 or more  or no clouds.,,,17.0,-15.1,No precipitation,12,,,,
17.02.2020 17:00,-6.2,709.2,780.2,,49,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,-18.9,-1.6,,,2500 or more  or no clouds.,,,21.0,-15.2,No precipitation,6,,,,
17.02.2020 14:00,-9.3,710.8,782.3,-0.3,59,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,0.4,,,2500 or more  or no clouds.,,,17.0,-16.0,No precipitation,12,,,,
17.02.2020 11:00,-13.0,711.1,783.1,,69,Wind blowing from the west,1,,,100%., ,,,-18.9,,,,2500 or more  or no clouds.,,,21.0,-17.5,No precipitation,6,,,,
17.02.2020 08:00,-16.8,711.4,783.3,-0.3,76,Wind blowing from the north,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,,,,2500 or more  or no clouds.,,,21.0,-20.0,No precipitation,12,,,,
17.02.2020 05:00,-16.3,711.7,782.4,,74,Wind blowing from the north-east,1,,,, ,,,-17.8,1.1,,,,,,22.0,-19.9,No precipitation,6,,,,
17.02.2020 02:00,-15.6,712.5,782.9,0.1,69,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,1.1,,,2500 or more  or no clouds.,,,21.0,-20.0,No precipitation,12,,,,
16.02.2020 23:00,-14.4,712.4,783.4,,63,Wind blowing from the north-east,1,,,, ,,,-14.5,1.1,,,,,,20.0,-19.9,No precipitation,6,,,,
16.02.2020 20:00,-10.1,711.5,782.5,0.7,62,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.1,,,2500 or more  or no clouds.,,,20.0,-16.0,No precipitation,12,,,,
16.02.2020 17:00,-1.6,710.8,780.2,,38,Wind blowing from the west-southwest,2,,,70 – 80%., ,,,-12.1,1.1,,,2500 or more  or no clouds.,,,27.0,-14.1,No precipitation,6,,,,
16.02.2020 14:00,-0.4,710.3,779.4,0.6,33,Wind blowing from the west-southwest,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,1.1,,,2500 or more  or no clouds.,,,23.0,-14.7,No precipitation,12,,,,
16.02.2020 11:00,-5.1,709.7,779.7,,35,Wind blowing from the west-northwest,1,,,10%  or less  but not 0, ,,,-12.1,-0.2,,,2500 or more  or no clouds.,,,23.0,-18.2,No precipitation,6,,,,
16.02.2020 08:00,-10.2,708.5,778.6,1.0,42,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-0.2,,,2500 or more  or no clouds.,,,22.0,-20.7,No precipitation,12,,,,
16.02.2020 05:00,-7.5,707.5,776.5,,36,Wind blowing from the north-east,2,,,, ,,,-14.1,-0.2,,,,,,21.0,-20.0,No precipitation,6,,,,
16.02.2020 02:00,-7.1,707.9,777.1,-0.1,38,Wind blowing from the north-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-0.2,,,2500 or more  or no clouds.,,,22.0,-19.0,No precipitation,12,,,,
15.02.2020 23:00,-9.5,708.0,778.3,,65,Wind blowing from the east-northeast,1,,,, ,,,-14.1,-0.2,,,,,,19.0,-15.0,No precipitation,6,,,,
15.02.2020 20:00,-6.0,708.0,778.0,-1.1,59,Wind blowing from the south,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-0.2,,,2500 or more  or no clouds.,,,22.0,-12.9,No precipitation,12,,,,
15.02.2020 17:00,-2.1,709.1,778.9,,32,Wind blowing from the east,1,,,70 – 80%., ,,,-14.1,-0.2,,,2500 or more  or no clouds.,,,26.0,-16.6,No precipitation,6,,,,
15.02.2020 14:00,-3.3,710.8,781.1,-1.3,38,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.3,,,2500 or more  or no clouds.,,,20.0,-15.6,No precipitation,12,,,,
15.02.2020 11:00,-9.2,712.1,783.4,,46,Wind blowing from the south-west,1,,,10%  or less  but not 0, ,,,-14.1,,,,2500 or more  or no clouds.,,,20.0,-18.7,No precipitation,6,,,,
15.02.2020 08:00,-10.4,712.5,783.6,-0.5,51,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,,,,,,,23.0,-18.6,No precipitation,12,,,,
15.02.2020 05:00,-11.8,713.0,783.3,,56,Wind blowing from the north,2,,,, ,,,-16.1,-1.7,,,,,,21.0,-18.8,No precipitation,6,,,,
15.02.2020 02:00,-13.1,713.5,784.3,-0.6,65,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.7,,,2500 or more  or no clouds.,,,23.0,-18.3,No precipitation,12,,,,
14.02.2020 23:00,-13.4,714.1,785.8,,70,Wind blowing from the north-west,2,,,, ,,,-16.1,-1.7,,,,,,20.0,-17.7,No precipitation,6,,,,
14.02.2020 20:00,-10.5,714.0,785.7,0.2,60,Wind blowing from the south-southeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-1.7,,,2500 or more  or no clouds.,,,20.0,-16.8,No precipitation,12,,,,
14.02.2020 17:00,-2.8,713.8,784.1,,40,Wind blowing from the east,1,,,no clouds, ,,,-16.1,-2.4,,,,,,25.0,-14.5,No precipitation,6,,,,
14.02.2020 14:00,-4.8,714.1,785.0,1.1,44,Wind blowing from the south-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-2.4,,,,,,25.0,-15.2,No precipitation,12,,,,
14.02.2020 11:00,-9.7,713.0,784.7,,53,Wind blowing from the north-northeast,1,,,no clouds, ,,,-16.1,-6.2,,,,,,21.0,-17.5,No precipitation,6,,,,
14.02.2020 08:00,-13.2,711.2,782.7,1.0,63,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.8,-6.2,,,,,,21.0,-18.8,No precipitation,12,,,,
14.02.2020 05:00,-11.2,710.2,780.7,,52,Wind blowing from the north,2,,,, ,,,-21.3,-6.2,,,,,,23.0,-19.1,No precipitation,6,,,,
14.02.2020 02:00,-13.6,708.8,779.6,0.7,55,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-6.2,,,2500 or more  or no clouds.,,,21.0,-20.7,No precipitation,12,,,,
13.02.2020 23:00,-14.6,708.1,779.8,,67,Calm  no wind,0,,,, ,,,-23.5,-6.2,,,,,,19.0,-19.5,No precipitation,6,,,,
13.02.2020 20:00,-11.2,707.2,778.9,0.3,60,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-6.2,,,,,,20.0,-17.6,No precipitation,12,,,,
13.02.2020 17:00,-6.7,706.9,778.3,,42,Calm  no wind,0,,,no clouds, ,,,-23.5,-6.2,,,,,,22.0,-17.5,No precipitation,6,,,,
13.02.2020 14:00,-7.4,707.3,779.2,-0.1,38,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.5,-6.2,,,,,,23.0,-19.3,No precipitation,12,,,,
13.02.2020 11:00,-13.2,707.4,779.8,,65,Wind blowing from the north,2,,,no clouds, ,,,-23.5,-13.2,,,,,,19.0,-18.4,No precipitation,6,,,,
13.02.2020 08:00,-17.6,706.7,779.8,-0.5,74,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-15.3,,,,,,19.0,-21.1,No precipitation,12,,,,
13.02.2020 05:00,-20.3,707.2,780.1,,77,Calm  no wind,0,,,, ,,,-24.4,-15.3,,,,,,19.0,-23.3,No precipitation,6,,,,
13.02.2020 02:00,-22.5,707.7,780.9,0.4,77,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-15.3,,,2500 or more  or no clouds.,,,18.0,-25.4,No precipitation,12,,,,
12.02.2020 23:00,-19.9,707.3,780.4,,80,Calm  no wind,0,,,, ,,,-24.4,-13.4,,,,,,18.0,-22.5,No precipitation,6,,,,
12.02.2020 20:00,-21.0,706.0,779.9,1.0,75,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-5.9,,,,,,17.0,-24.3,No precipitation,12,,,,
12.02.2020 17:00,-15.8,705.0,777.6,,70,Wind blowing from the south-east,1,,,no clouds, ,,,-24.4,,,,,,,18.0,-20.0,No precipitation,6,,,,
12.02.2020 14:00,-15.8,704.7,776.9,-0.3,66,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,,,,2500 or more  or no clouds.,,,15.0,-20.7,No precipitation,12,,,,
12.02.2020 11:00,-18.2,705.0,777.0,,82,Calm  no wind,0,,,20–30%., ,,,-24.4,,,,2500 or more  or no clouds.,,,7.0,-20.5,No precipitation,6,,,,
12.02.2020 08:00,-23.2,704.1,775.6,1.3,79,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,,,,,,,19.0,-25.8,No precipitation,12,,,,
12.02.2020 05:00,-20.6,702.8,773.5,,81,Wind blowing from the east-northeast,1,,,, ,,,-20.6,0.2,,,,,,18.0,-23.0,No precipitation,6,,,,
12.02.2020 02:00,-18.2,702.6,772.6,1.3,80,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,0.2,,,2500 or more  or no clouds.,,,17.0,-20.8,3.0,12,,,,
11.02.2020 23:00,-14.2,701.3,770.5,,75,Wind blowing from the west,5,,,, ,,,-14.3,0.2,,,,,,16.0,-17.7,1.0,6,,,,
11.02.2020 20:00,-5.8,699.2,767.2,1.2,70,Wind blowing from the west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,1.1,,,2500 or more  or no clouds.,,,15.0,-10.4,3.0,12,,,,
11.02.2020 17:00,-3.7,698.0,765.9,,90,Wind blowing from the west-southwest,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.4,1.1,,,2500 or more  or no clouds.,,,1.6,-5.1,2.0,6,,,,
11.02.2020 14:00,-2.3,696.5,764.3,1.1,82,Wind blowing from the east-northeast,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,2.0,,,2500 or more  or no clouds.,,,2.7,-5.0,Trace of precipitation,12,,,,
11.02.2020 11:00,-0.2,695.4,762.6,,63,Wind blowing from the west,1,,,100%., ,,,-6.4,2.0,,,2500 or more  or no clouds.,,,19.0,-6.4,No precipitation,6,,,,
11.02.2020 08:00,-1.5,694.6,761.3,-0.7,70,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,2.0,,,2500 or more  or no clouds.,,,16.0,-6.3,No precipitation,12,,,,
11.02.2020 05:00,-4.0,695.3,762.4,,75,Wind blowing from the north-northwest,1,,,, ,,,-9.4,2.0,,,,,,16.0,-7.8,No precipitation,6,,,,
11.02.2020 02:00,-5.7,696.4,763.8,-0.8,83,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.0,,,2500 or more  or no clouds.,,,17.0,-8.1,No precipitation,12,,,,
10.02.2020 23:00,-3.9,697.2,765.1,,78,Wind blowing from the east-northeast,0,,,, ,,,-9.4,2.0,,,,,,18.0,-7.2,No precipitation,6,,,,
10.02.2020 20:00,0.8,696.8,764.3,-0.1,66,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.0,,,2500 or more  or no clouds.,,,19.0,-5.0,No precipitation,12,,,,
10.02.2020 17:00,1.1,696.9,764.5,,56,Wind blowing from the south-west,2,,,100%., ,,,-9.4,2.0,,,2500 or more  or no clouds.,,,21.0,-6.9,No precipitation,6,,,,
10.02.2020 14:00,1.0,696.4,763.6,-0.6,56,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.5,,,2500 or more  or no clouds.,,,22.0,-6.8,No precipitation,12,,,,
10.02.2020 11:00,-4.3,697.0,764.8,,60,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,-9.4,,,,2500 or more  or no clouds.,,,19.0,-10.9,No precipitation,6,,,,
10.02.2020 08:00,-6.5,695.1,762.9,0.5,65,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.5,,,2500 or more  or no clouds.,,,18.0,-12.0,No precipitation,12,,,,
10.02.2020 05:00,-7.2,694.6,762.1,,69,Wind blowing from the south-southeast,1,,,, ,,,-7.5,3.5,,,,,,22.0,-11.9,No precipitation,6,,,,
10.02.2020 02:00,-4.9,695.6,762.7,0.1,65,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,3.5,,,2500 or more  or no clouds.,,,20.0,-10.5,No precipitation,12,,,,
09.02.2020 23:00,-3.9,695.5,763.0,,66,Wind blowing from the north-east,2,,,, ,,,-7.1,3.5,,,,,,19.0,-9.3,No precipitation,6,,,,
09.02.2020 20:00,-2.8,695.9,763.8,0.0,69,Wind blowing from the west,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,3.5,,,2500 or more  or no clouds.,,,21.0,-7.7,No precipitation,12,,,,
09.02.2020 17:00,0.8,695.9,762.5,,55,Wind blowing from the east-southeast,1,,,40%., ,,,-7.1,3.5,,,2500 or more  or no clouds.,,,24.0,-7.2,No precipitation,6,,,,
09.02.2020 14:00,2.3,696.7,763.5,-1.2,44,Wind blowing from the west-northwest,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.6,,,2500 or more  or no clouds.,,,24.0,-8.7,No precipitation,12,,,,
09.02.2020 11:00,-2.1,697.9,765.6,,54,Wind blowing from the north-northwest,1,,,, ,,,-7.1,2.6,,,,,,20.0,-10.2,No precipitation,6,,,,
09.02.2020 08:00,-6.2,698.5,766.9,,69,Wind blowing from the east-northeast,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,2.6,,,2500 or more  or no clouds.,,,20.0,-11.1,No precipitation,12,,,,
09.02.2020 02:00,-2.1,701.8,769.4,-1.0,61,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,2.6,,,2500 or more  or no clouds.,,,21.0,-8.6,No precipitation,12,,,,
08.02.2020 23:00,-3.7,702.8,771.2,,76,Wind blowing from the south,1,,,, ,,,-10.5,2.6,,,,,,20.0,-7.3,No precipitation,6,,,,
08.02.2020 20:00,-4.2,703.6,772.9,-0.8,75,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,2.6,,,2500 or more  or no clouds.,,,20.0,-8.0,No precipitation,12,,,,
08.02.2020 17:00,2.0,704.4,772.9,,51,Wind blowing from the south-southeast,1,,,, ,,,-10.5,2.6,,,,,,22.0,-7.3,No precipitation,6,,,,
08.02.2020 14:00,-0.9,706.0,774.8,-0.5,58,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,2.2,,,2500 or more  or no clouds.,,,22.0,-8.3,No precipitation,12,,,,
08.02.2020 11:00,-4.3,706.5,775.8,,61,Wind blowing from the south-southeast,1,,,, ,,,-10.5,-1.0,,,,,,19.0,-10.7,No precipitation,6,,,,
08.02.2020 08:00,-9.1,706.4,776.3,-0.7,81,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,,,,2500 or more  or no clouds.,,,21.0,-11.8,No precipitation,12,,,,
08.02.2020 05:00,-9.4,707.1,776.3,,82,Wind blowing from the north-northeast,1,,,, ,,,-10.5,-1.0,,,,,,21.0,-11.9,No precipitation,6,,,,
08.02.2020 02:00,-7.3,707.9,777.1,-0.1,78,Wind blowing from the north-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.0,,,2500 or more  or no clouds.,,,18.0,-10.5,No precipitation,12,,,,
07.02.2020 23:00,-7.6,708.0,777.7,,81,Wind blowing from the south-southwest,1,,,, ,,,-13.3,-1.0,,,,,,16.0,-10.3,No precipitation,6,,,,
07.02.2020 20:00,-7.5,708.1,778.1,0.2,76,Wind blowing from the north,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.0,,,2500 or more  or no clouds.,,,15.0,-11.0,No precipitation,12,,,,
07.02.2020 17:00,-1.5,707.9,777.3,,57,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,-13.3,-1.1,,,2500 or more  or no clouds.,,,17.0,-9.1,No precipitation,6,,,,
07.02.2020 14:00,-2.9,708.3,778.1,0.0,65,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-2.9,,,2500 or more  or no clouds.,,,15.0,-8.6,No precipitation,12,,,,
07.02.2020 11:00,-6.7,708.3,778.7,,74,Calm  no wind,0,,,90  or more  but not 100%, ,,,-13.3,-3.2,,,2500 or more  or no clouds.,,,12.0,-10.6,No precipitation,6,,,,
07.02.2020 08:00,-8.1,707.9,778.3,0.8,79,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.2,,,2500 or more  or no clouds.,,,14.0,-11.1,No precipitation,12,,,,
07.02.2020 05:00,-9.7,707.1,776.6,,80,Wind blowing from the west,1,,,, ,,,-14.3,-3.2,,,,,,15.0,-12.5,No precipitation,6,,,,
07.02.2020 02:00,-11.6,706.8,776.9,0.5,81,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.2,,,2500 or more  or no clouds.,,,16.0,-14.2,No precipitation,12,,,,
06.02.2020 23:00,-12.1,706.3,777.3,,77,Wind blowing from the east,1,,,, ,,,-14.3,-3.2,,,,,,17.0,-15.3,No precipitation,6,,,,
06.02.2020 20:00,-10.7,704.8,775.6,0.9,72,Wind blowing from the west-southwest,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-3.2,,,2500 or more  or no clouds.,,,20.0,-14.9,No precipitation,12,,,,
06.02.2020 17:00,-3.7,703.9,773.2,,48,Wind blowing from the south,1,,,10%  or less  but not 0, ,,,-14.3,-3.2,,,2500 or more  or no clouds.,,,21.0,-13.1,No precipitation,6,,,,
06.02.2020 14:00,-6.4,703.3,772.6,0.9,55,Wind blowing from the south-southwest,0,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-4.3,,,2500 or more  or no clouds.,,,21.0,-14.0,No precipitation,12,,,,
06.02.2020 11:00,-11.9,702.4,772.9,,74,Wind blowing from the north-west,1,,,40%., ,,,-14.3,-5.1,,,2500 or more  or no clouds.,,,18.0,-15.6,No precipitation,6,,,,
06.02.2020 08:00,-12.5,701.2,771.4,0.7,80,Wind blowing from the north-east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-5.1,,,2500 or more  or no clouds.,,,18.0,-15.2,No precipitation,12,,,,
06.02.2020 05:00,-10.1,700.5,769.7,,75,Wind blowing from the north,2,,,, ,,,-16.1,-5.1,,,,,,20.0,-13.8,No precipitation,6,,,,
06.02.2020 02:00,-8.2,700.9,770.0,-0.3,64,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-5.1,,,2500 or more  or no clouds.,,,18.0,-13.8,No precipitation,12,,,,
05.02.2020 23:00,-11.0,701.2,771.4,,70,Calm  no wind,0,,,, ,,,-16.1,-5.1,,,,,,19.0,-15.4,No precipitation,6,,,,
05.02.2020 20:00,-9.9,701.5,772.0,0.2,64,Wind blowing from the north,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-5.1,,,2500 or more  or no clouds.,,,20.0,-15.4,No precipitation,12,,,,
05.02.2020 17:00,-5.4,701.3,770.9,,48,Wind blowing from the east-southeast,1,,,20–30%., ,,,-16.1,-5.1,,,2500 or more  or no clouds.,,,22.0,-14.7,No precipitation,6,,,,
05.02.2020 14:00,-6.2,702.1,772.1,-0.4,47,Wind blowing from the south-east,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-3.4,,,2500 or more  or no clouds.,,,18.0,-15.7,No precipitation,12,,,,
05.02.2020 11:00,-11.1,702.5,773.2,,62,Calm  no wind,0,,,, ,,,-16.1,,,,,,,19.0,-17.1,No precipitation,6,,,,
