Local time in Mangnai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.02.2020 23:00,-5.3,538.2,777.2,,29,Wind blowing from the north-east,1,,6,, ,,,-14.3,4.4,,,,,,16.0,-20.6,No precipitation,6,,,,
21.02.2020 20:00,0.5,537.2,775.5,0.0,21,Wind blowing from the east-northeast,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,4.4,,,2500 or more  or no clouds.,,,16.0,-19.3,No precipitation,12,,,,
21.02.2020 17:00,2.8,537.2,773.1,,16,Wind blowing from the west-southwest,3,,5,no clouds, ,,,-14.3,2.9,,,,,,24.0,-20.6,No precipitation,6,,,,
21.02.2020 14:00,-0.8,538.7,775.5,-1.4,21,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,1.5,,,,,,20.0,-20.4,No precipitation,12,,,,
21.02.2020 11:00,-7.6,540.1,779.8,,32,Wind blowing from the east,0,,4,10%  or less  but not 0, ,,,-14.3,1.5,,,2500 or more  or no clouds.,,,16.0,-21.5,No precipitation,6,,,,
21.02.2020 08:00,-13.1,539.4,779.6,0.6,46,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.5,,,2500 or more  or no clouds.,,,13.0,-22.3,No precipitation,12,,,,
21.02.2020 05:00,-10.7,538.8,776.2,,40,Wind blowing from the north-east,2,,6,, ,,,-13.6,1.5,,,,,,11.0,-21.7,No precipitation,6,,,,
21.02.2020 02:00,-7.6,539.0,776.8,0.2,33,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,1.5,,,2500 or more  or no clouds.,,,13.0,-21.1,No precipitation,12,,,,
20.02.2020 23:00,-5.2,538.8,778.7,,29,Wind blowing from the south-west,1,,7,, ,,,-13.6,1.5,,,,,,15.0,-20.5,No precipitation,6,,,,
20.02.2020 20:00,-1.1,538.1,777.6,,23,Wind blowing from the east-southeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,1.5,,,2500 or more  or no clouds.,,,19.0,-19.6,No precipitation,12,,,,
20.02.2020 17:00,1.3,537.8,775.6,,21,Wind blowing from the south-east,2,,,70 – 80%., ,,,-13.6,1.8,,,2500 or more  or no clouds.,,,19.0,-18.6,No precipitation,6,,,,
20.02.2020 14:00,-2.5,539.1,778.3,-0.6,30,Wind blowing from the south-west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,2.6,,,2500 or more  or no clouds.,,,13.0,-17.7,No precipitation,12,,,,
20.02.2020 11:00,-8.9,539.7,781.0,,48,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%, ,,,-13.6,2.6,,,,,,9.0,-17.9,No precipitation,6,,,,
20.02.2020 08:00,-12.9,538.8,780.5,0.7,63,Wind blowing from the east-southeast,2,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,2.6,,,2500 or more  or no clouds.,,,9.0,-18.5,No precipitation,12,,,,
20.02.2020 05:00,-12.3,538.1,775.7,,53,Wind blowing from the south-east,2,,15,, ,,,-12.3,2.6,,,,,,11.0,-20.1,No precipitation,6,,,,
20.02.2020 02:00,-10.1,538.2,775.6,,39,Wind blowing from the south,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,2.6,,,2500 or more  or no clouds.,,,13.0,-21.4,No precipitation,12,,,,
19.02.2020 23:00,-7.1,537.6,777.3,,28,Wind blowing from the west-northwest,3,,15,, ,,,-12.1,2.6,,,,,,14.0,-22.5,No precipitation,6,,,,
19.02.2020 20:00,-4.7,535.5,775.0,3.5,26,Wind blowing from the north-west,8,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,2.6,,,2500 or more  or no clouds.,,,4.8,-21.3,No precipitation,12,,,,
19.02.2020 17:00,1.8,532.0,764.8,,11,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,-12.1,4.4,,,,,,24.0,-25.6,No precipitation,6,,,,
19.02.2020 14:00,0.2,531.9,763.5,-0.1,12,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,4.5,,,2500 or more  or no clouds.,,,22.0,-25.9,No precipitation,12,,,,
19.02.2020 11:00,-7.7,532.0,767.4,,23,Wind blowing from the south,1,,7,90  or more  but not 100%, ,,,-12.1,4.5,,,,,,19.0,-25.3,No precipitation,6,,,,
19.02.2020 08:00,-11.8,530.5,765.8,0.3,39,Wind blowing from the south-west,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,4.5,,,2500 or more  or no clouds.,,,27.0,-23.0,No precipitation,12,,,,
19.02.2020 05:00,-8.0,530.2,760.9,,19,Wind blowing from the east,2,,7,, ,,,-14.5,4.5,,,,,,24.0,-27.6,No precipitation,6,,,,
19.02.2020 02:00,-4.0,530.4,761.8,-1.2,13,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,4.5,,,2500 or more  or no clouds.,,,24.0,-28.4,No precipitation,12,,,,
18.02.2020 23:00,-3.6,531.6,767.8,,13,Wind blowing from the north-northeast,3,,6,, ,,,-14.5,4.5,,,,,,20.0,-28.1,No precipitation,6,,,,
18.02.2020 20:00,-0.6,531.9,769.0,-0.5,11,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,4.5,,,2500 or more  or no clouds.,,,17.0,-27.5,No precipitation,12,,,,
18.02.2020 17:00,4.4,532.4,765.1,,8,Wind blowing from the west-northwest,2,,5,70 – 80%., ,,,-14.5,4.5,,,2000-2500,,,30.0,-27.1,No precipitation,6,,,,
18.02.2020 14:00,-0.8,534.7,770.2,-1.5,10,Wind blowing from the south-southwest,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,1.1,,,2500 or more  or no clouds.,,,30.0,-28.7,No precipitation,12,,,,
18.02.2020 11:00,-9.9,536.2,774.8,,19,Wind blowing from the north-west,1,,6,20–30%., ,,,-14.5,1.1,,,2500 or more  or no clouds.,,,30.0,-29.2,No precipitation,6,,,,
18.02.2020 08:00,-14.0,536.1,775.3,0.2,22,Wind blowing from the east,1,,15,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,1.1,,,2500 or more  or no clouds.,,,30.0,-31.1,No precipitation,12,,,,
18.02.2020 05:00,-10.2,535.9,772.5,,14,Wind blowing from the east,2,,16,, ,,,-14.3,1.1,,,,,,30.0,-32.7,No precipitation,6,,,,
18.02.2020 02:00,-8.5,536.4,773.5,-0.3,17,Wind blowing from the south-east,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,1.1,,,2500 or more  or no clouds.,,,30.0,-29.2,No precipitation,12,,,,
17.02.2020 23:00,-4.1,536.7,775.4,,13,Wind blowing from the south,2,,16,, ,,,-14.3,1.1,,,,,,30.0,-28.5,No precipitation,6,,,,
17.02.2020 20:00,-1.2,535.8,774.3,,6,Wind blowing from the north-west,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,1.1,,,2500 or more  or no clouds.,,,4.3,-34.3,No precipitation,12,,,,
17.02.2020 17:00,-0.1,535.8,773.6,,12,Wind blowing from the east-southeast,1,,7,70 – 80%., ,,,-14.3,1.1,,,2500 or more  or no clouds.,,,11.0,-26.1,No precipitation,6,,,,
17.02.2020 14:00,-2.5,536.7,773.9,-1.2,17,Wind blowing from the south,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,1.1,,,2500 or more  or no clouds.,,,8.0,-24.2,No precipitation,12,,,,
17.02.2020 11:00,-9.5,537.9,778.0,,37,Wind blowing from the south,2,,5,20–30%., ,,,-14.3,1.1,,,2500 or more  or no clouds.,,,7.0,-21.5,No precipitation,6,,,,
17.02.2020 08:00,-12.8,537.0,776.5,,46,Wind blowing from the south-east,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,1.1,,,2500 or more  or no clouds.,,,7.0,-22.0,No precipitation,12,,,,
17.02.2020 05:00,-12.8,537.0,775.5,,58,Wind blowing from the east-southeast,2,,7,,Haze. ,,,-16.3,1.1,,,,,,4.2,-19.5,No precipitation,6,,,,
17.02.2020 02:00,-8.4,536.5,774.4,0.4,29,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,1.1,,,2500 or more  or no clouds.,,,27.0,-23.3,No precipitation,12,,,,
16.02.2020 23:00,-5.7,536.1,776.1,,25,Wind blowing from the south,1,,7,, ,,,-16.3,1.1,,,,,,22.0,-22.6,No precipitation,6,,,,
16.02.2020 20:00,-2.0,534.7,774.5,0.8,21,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,1.1,,,2500 or more  or no clouds.,,,21.0,-21.4,No precipitation,12,,,,
16.02.2020 17:00,-0.4,533.9,770.5,,18,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,-16.3,0.4,,,,,,21.0,-21.8,No precipitation,6,,,,
16.02.2020 14:00,-3.8,534.6,772.6,-0.9,25,Wind blowing from the south,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,0.8,,,2500 or more  or no clouds.,,,18.0,-21.0,No precipitation,12,,,,
16.02.2020 11:00,-10.9,535.5,775.0,,43,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%, ,,,-16.3,0.8,,,,,,15.0,-21.0,No precipitation,6,,,,
16.02.2020 08:00,-15.5,534.5,774.3,0.6,60,Wind blowing from the north-northwest,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.8,,,2500 or more  or no clouds.,,,20.0,-21.5,No precipitation,12,,,,
16.02.2020 05:00,-11.6,533.9,770.0,,41,Wind blowing from the east-southeast,1,,,, ,,,-11.9,0.8,,,,,,13.0,-22.2,No precipitation,6,,,,
16.02.2020 02:00,-10.5,533.9,771.0,-0.7,43,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.8,,,2500 or more  or no clouds.,,,11.0,-20.9,No precipitation,12,,,,
15.02.2020 23:00,-5.5,534.6,772.6,,34,Wind blowing from the east-southeast,2,,,, ,,,-11.2,0.8,,,,,,13.0,-18.9,No precipitation,6,,,,
15.02.2020 20:00,-2.2,534.5,771.3,-0.1,30,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.8,,,2500 or more  or no clouds.,,,17.0,-17.4,No precipitation,12,,,,
15.02.2020 17:00,0.4,534.6,770.3,,24,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,-11.2,4.2,,,,,,17.0,-17.8,No precipitation,6,,,,
15.02.2020 14:00,-2.5,536.1,773.3,-1.0,37,Wind blowing from the south-southwest,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.3,,,2500 or more  or no clouds.,,,10.0,-15.2,No precipitation,12,,,,
15.02.2020 11:00,-8.6,537.1,777.2,,42,Wind blowing from the west-southwest,1,,8,60%., ,,,-11.2,,,,2500 or more  or no clouds.,,,8.0,-19.2,No precipitation,6,,,,
15.02.2020 08:00,-9.8,537.0,775.0,0.4,44,Wind blowing from the north,1,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,4.3,,,2000-2500,,,9.0,-19.8,No precipitation,12,,,,
15.02.2020 05:00,-10.2,536.6,771.4,,39,Wind blowing from the east-southeast,1,,10,, ,,,-10.8,4.3,,,,,,9.0,-21.5,No precipitation,6,,,,
15.02.2020 02:00,-8.9,536.7,772.7,0.2,32,Wind blowing from the west-southwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,4.3,,,2500 or more  or no clouds.,,,9.0,-22.6,No precipitation,12,,,,
14.02.2020 23:00,-7.4,536.5,773.9,,36,Wind blowing from the south-east,3,,10,,Haze. ,,,-10.6,4.3,,,,,,6.0,-19.9,No precipitation,6,,,,
14.02.2020 20:00,-2.3,534.2,770.5,0.9,17,Wind blowing from the north-east,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,4.3,,,2500 or more  or no clouds.,,,9.0,-24.1,No precipitation,12,,,,
14.02.2020 17:00,4.0,533.3,763.8,,3,Wind blowing from the east-northeast,2,,6,10%  or less  but not 0, ,,,-10.6,9.6,,,2500 or more  or no clouds.,,,30.0,-37.5,No precipitation,6,,,,
14.02.2020 14:00,0.3,533.7,765.2,0.3,14,Wind blowing from the south-southwest,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,9.8,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
14.02.2020 11:00,-3.9,533.4,766.0,,12,Calm  no wind,0,,,20–30%., ,,,-10.6,9.8,,,2500 or more  or no clouds.,,,25.0,-29.2,No precipitation,6,,,,
14.02.2020 08:00,-8.9,532.3,764.8,1.1,19,Wind blowing from the east,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,9.8,,,2500 or more  or no clouds.,,,30.0,-28.4,No precipitation,12,,,,
14.02.2020 05:00,-4.5,531.2,758.2,,16,Wind blowing from the north-east,1,,15,, ,,,-9.0,9.8,,,,,,30.0,-26.6,No precipitation,6,,,,
14.02.2020 02:00,-2.5,531.2,759.1,,17,Wind blowing from the east-southeast,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.8,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
13.02.2020 23:00,-0.7,531.6,762.3,,15,Wind blowing from the north-east,1,,17,, ,,,-9.0,9.8,,,,,,30.0,-24.2,No precipitation,6,,,,
13.02.2020 20:00,3.7,531.1,761.9,0.7,11,Wind blowing from the north,4,,17,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.8,,,2000-2500,,,30.0,-24.1,No precipitation,12,,,,
13.02.2020 17:00,9.4,530.4,757.8,,7,Wind blowing from the west-northwest,6,,17,20–30%., ,,,-9.0,9.8,,,2000-2500,,,30.0,-24.8,No precipitation,6,,,,
13.02.2020 14:00,5.5,531.9,761.3,-1.2,11,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,5.5,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
13.02.2020 11:00,-1.5,533.1,765.7,,20,Wind blowing from the east,1,,,20–30%., ,,,-9.9,0.9,,,2500 or more  or no clouds.,,,28.0,-21.6,No precipitation,6,,,,
13.02.2020 08:00,-6.7,532.5,766.7,0.1,23,Wind blowing from the east,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.9,,,2500 or more  or no clouds.,,,28.0,-24.4,No precipitation,12,,,,
13.02.2020 05:00,-6.1,532.4,765.7,,17,Wind blowing from the east,3,,,, ,,,,0.9,,,,,,24.0,-27.2,No precipitation,6,,,,
13.02.2020 02:00,-5.1,532.4,765.7,,17,Wind blowing from the east-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.9,,,2500 or more  or no clouds.,,,30.0,-26.4,No precipitation,12,,,,
12.02.2020 23:00,-3.5,532.8,769.6,,19,Wind blowing from the south-east,2,,4,, ,,,-16.2,0.9,,,,,,23.0,-23.8,No precipitation,6,,,,
12.02.2020 20:00,-2.0,531.7,769.9,0.5,18,Wind blowing from the north-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,0.9,,,1500-2000,,,20.0,-23.2,No precipitation,12,,,,
12.02.2020 17:00,-0.7,531.2,766.9,,15,Wind blowing from the south,1,,4,70 – 80%., ,,,-16.2,3.0,,,1500-2000,,,30.0,-24.2,No precipitation,6,,,,
12.02.2020 14:00,-1.8,532.5,767.9,-1.5,18,Wind blowing from the south-southwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,3.0,,,1500-2000,,,30.0,-23.0,No precipitation,12,,,,
12.02.2020 11:00,-10.0,534.0,772.5,,25,Wind blowing from the west-southwest,2,,3,20–30%., ,,,-16.2,3.0,,,2500 or more  or no clouds.,,,16.0,-26.3,No precipitation,6,,,,
12.02.2020 08:00,-15.1,533.3,772.3,0.3,35,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,3.0,,,,,,30.0,-27.1,No precipitation,12,,,,
12.02.2020 05:00,-11.9,533.0,768.1,,29,Wind blowing from the east-northeast,1,,,, ,,,-16.9,3.0,,,,,,30.0,-26.4,No precipitation,6,,,,
12.02.2020 02:00,-9.3,533.3,769.9,,25,Wind blowing from the east-northeast,1,,,, ,,,-16.9,3.0,,,,,,25.0,-25.7,No precipitation,6,,,,
11.02.2020 23:00,-5.5,533.4,772.5,,18,Wind blowing from the north-east,1,,4,, ,,,-16.9,3.0,,,,,,22.0,-26.1,No precipitation,6,,,,
11.02.2020 14:00,-3.2,534.2,772.9,-0.4,16,Wind blowing from the west-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,0.1,,,,,,30.0,-25.5,No precipitation,12,,,,
11.02.2020 11:00,-11.9,534.6,775.3,,33,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-16.9,0.1,,,,,,30.0,-24.9,No precipitation,6,,,,
11.02.2020 08:00,-16.6,533.4,774.4,0.3,39,Wind blowing from the south-east,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,0.1,,,2500 or more  or no clouds.,,,25.0,-27.3,No precipitation,12,,,,
11.02.2020 05:00,-14.3,533.1,770.6,,33,Wind blowing from the east,1,,4,, ,,,-18.5,0.1,,,,,,30.0,-27.1,No precipitation,6,,,,
11.02.2020 02:00,-12.7,533.3,772.7,0.2,29,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,0.1,,,2500 or more  or no clouds.,,,17.0,-27.1,No precipitation,12,,,,
10.02.2020 23:00,-7.2,533.1,774.1,,20,Wind blowing from the east-northeast,1,,,, ,,,-18.5,0.1,,,,,,29.0,-26.4,No precipitation,6,,,,
10.02.2020 17:00,-0.3,532.3,769.3,,15,Wind blowing from the south-southwest,2,,4,60%., ,,,-18.5,1.5,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,6,,,,
10.02.2020 14:00,-5.3,533.5,772.1,-0.9,19,Wind blowing from the west,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,1.5,,,2500 or more  or no clouds.,,,30.0,-25.3,No precipitation,12,,,,
10.02.2020 11:00,-13.9,534.4,775.5,,32,Wind blowing from the west,1,,4,20–30%., ,,,-18.5,1.5,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,6,,,,
10.02.2020 08:00,-17.2,533.4,774.0,0.3,49,Wind blowing from the south-east,0,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,1.5,,,2500 or more  or no clouds.,,,29.0,-25.4,No precipitation,12,,,,
10.02.2020 05:00,-13.8,533.1,769.9,,32,Wind blowing from the east,1,,,, ,,,-17.9,1.5,,,,,,30.0,-27.0,No precipitation,6,,,,
10.02.2020 02:00,-10.9,533.4,771.1,-0.3,28,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,1.5,,,2500 or more  or no clouds.,,,22.0,-25.9,No precipitation,12,,,,
09.02.2020 23:00,-6.2,533.7,772.3,,22,Wind blowing from the north,2,,5,, ,,,-17.9,1.5,,,,,,30.0,-24.5,No precipitation,6,,,,
09.02.2020 20:00,-3.0,533.8,773.8,-0.5,17,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,1.5,,,,,,30.0,-24.7,No precipitation,12,,,,
09.02.2020 17:00,0.7,534.3,772.6,,12,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-17.9,0.8,,,,,,30.0,-25.5,No precipitation,6,,,,
09.02.2020 14:00,-3.9,536.4,776.2,-1.7,20,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,0.6,,,,,,30.0,-23.6,No precipitation,12,,,,
09.02.2020 11:00,-9.9,538.1,780.8,,29,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-17.9,0.6,,,,,,20.0,-24.6,No precipitation,6,,,,
09.02.2020 08:00,-15.6,537.7,779.8,,38,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,0.6,,,,,,30.0,-26.7,No precipitation,12,,,,
09.02.2020 05:00,-15.5,538.3,778.9,,37,Wind blowing from the north-northeast,1,,4,, ,,,-15.7,0.6,,,,,,30.0,-26.9,No precipitation,6,,,,
09.02.2020 02:00,-12.3,539.0,780.2,-0.4,30,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.6,,,2500 or more  or no clouds.,,,29.0,-26.3,No precipitation,12,,,,
08.02.2020 23:00,-10.2,539.4,783.4,,23,Wind blowing from the north,2,,4,, ,,,-15.7,0.6,,,,,,27.0,-27.4,No precipitation,6,,,,
08.02.2020 20:00,-3.6,538.8,780.7,,19,Wind blowing from the south-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,0.6,,,2000-2500,,,30.0,-23.9,No precipitation,12,,,,
08.02.2020 17:00,-0.3,538.4,778.8,,15,Wind blowing from the north,1,,4,20–30%., ,,,-15.7,-0.1,,,1500-2000,,,30.0,-23.8,No precipitation,6,,,,
08.02.2020 14:00,-4.3,539.5,781.2,-0.5,23,Wind blowing from the south-southeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.1,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
08.02.2020 11:00,-11.3,540.0,783.4,,34,Wind blowing from the south-southwest,1,,5,no clouds, ,,,-15.7,-0.1,,,,,,30.0,-24.1,No precipitation,6,,,,
08.02.2020 08:00,-14.3,538.8,780.7,,37,Wind blowing from the east-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.1,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
08.02.2020 05:00,-15.2,538.1,778.3,,34,Wind blowing from the west-northwest,2,,5,, ,,,-17.3,-0.1,,,,,,30.0,-27.6,No precipitation,6,,,,
