Local time in Da Qaidam,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,-11.3,515.4,764.5,,52,Wind blowing from the east,1,,6,, ,,,-18.0,0.4,,,,,,30.0,-19.4,No precipitation,6,,,,
19.02.2020 02:00,-9.8,516.9,766.7,-1.5,40,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,0.4,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
18.02.2020 23:00,-4.9,518.4,770.0,,20,Wind blowing from the east,2,,8,, ,,,-18.0,0.4,,,,,,30.0,-24.4,No precipitation,6,,,,
18.02.2020 20:00,-4.6,519.0,774.7,0.0,27,Wind blowing from the north-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,0.4,,,,,,30.0,-20.8,No precipitation,12,,,,
18.02.2020 17:00,-0.6,519.0,772.0,,16,Wind blowing from the west-southwest,3,,8,60%., ,,,-18.0,0.4,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,6,,,,
18.02.2020 14:00,-2.1,520.2,772.4,-0.9,16,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,0.0,,,2500 or more  or no clouds.,,,21.0,-24.6,No precipitation,12,,,,
18.02.2020 11:00,-9.0,521.1,775.9,,38,Wind blowing from the south-southwest,1,,,90  or more  but not 100%, ,,,,,,,,,,13.0,-20.7,,,,,,
18.02.2020 08:00,-15.7,520.7,777.7,-0.1,55,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,0.0,,,2500 or more  or no clouds.,,,17.0,-22.7,No precipitation,12,,,,
18.02.2020 05:00,-14.9,520.8,774.4,,59,Wind blowing from the north,0,,9,, ,,,-15.6,0.0,,,,,,17.0,-21.1,No precipitation,6,,,,
18.02.2020 02:00,-11.3,521.1,774.1,-0.4,45,Wind blowing from the north-west,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,0.0,,,2500 or more  or no clouds.,,,19.0,-20.9,No precipitation,12,,,,
17.02.2020 23:00,-8.0,521.5,775.9,,32,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,22.0,-21.8,,,,,,
17.02.2020 20:00,-5.7,520.9,777.9,,24,Wind blowing from the north,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,0.0,,,1000-1500,,,27.0,-23.1,No precipitation,12,,,,
17.02.2020 17:00,-0.5,520.5,774.1,,13,Wind blowing from the north-west,6,,9,70 – 80%., ,,,-16.2,0.0,,,2500 or more  or no clouds.,,,28.0,-25.6,No precipitation,6,,,,
17.02.2020 14:00,-2.4,521.2,775.0,-0.9,20,Wind blowing from the west-northwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-0.3,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
17.02.2020 11:00,-8.0,522.1,778.0,,37,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,23.0,-20.1,,,,,,
17.02.2020 08:00,-15.3,521.4,778.0,,55,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-0.3,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
17.02.2020 05:00,-14.8,520.8,774.5,,62,Wind blowing from the east-northeast,2,,,, ,,,-16.9,-0.3,,,,,,30.0,-20.6,No precipitation,6,,,,
17.02.2020 02:00,-12.9,520.8,775.0,0.3,60,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-0.3,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
16.02.2020 23:00,-10.0,520.5,775.9,,51,Wind blowing from the north-east,2,,,, ,,,,,,,,,,30.0,-18.2,,,,,,
16.02.2020 20:00,-4.7,519.9,776.5,0.6,37,Wind blowing from the south,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-0.3,,,,,,19.0,-17.2,No precipitation,12,,,,
16.02.2020 17:00,-0.7,519.3,772.2,,19,Wind blowing from the west,1,,5,no clouds, ,,,-16.9,-0.7,,,,,,30.0,-21.5,No precipitation,6,,,,
16.02.2020 14:00,-3.4,519.6,772.6,-0.3,23,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-2.6,,,,,,30.0,-21.6,No precipitation,12,,,,
16.02.2020 11:00,-8.5,519.9,776.3,,32,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,30.0,-22.3,,,,,,
16.02.2020 08:00,-16.5,519.0,775.8,0.5,54,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.6,,,,,,30.0,-23.6,No precipitation,12,,,,
16.02.2020 05:00,-14.7,518.5,772.4,,52,Wind blowing from the north-northeast,1,,4,, ,,,-20.1,-2.6,,,,,,30.0,-22.4,No precipitation,6,,,,
16.02.2020 02:00,-11.8,519.3,772.6,-0.8,44,Wind blowing from the south-east,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-2.6,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
15.02.2020 23:00,-12.3,520.1,778.0,,57,Wind blowing from the north-northwest,1,,4,, ,,,-20.1,-2.6,,,,,,30.0,-19.1,No precipitation,6,,,,
15.02.2020 20:00,-5.7,520.2,779.1,0.3,30,Wind blowing from the north-northeast,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-2.6,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
15.02.2020 17:00,-3.0,519.9,776.2,,12,Wind blowing from the south-west,1,,4,100%., ,,,-20.1,0.5,,,2500 or more  or no clouds.,,,30.0,-28.5,No precipitation,6,,,,
15.02.2020 14:00,-4.4,520.8,775.2,-0.6,20,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,0.8,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
15.02.2020 11:00,-11.1,521.4,778.6,,27,Wind blowing from the north-east,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-26.4,,,,,,
15.02.2020 08:00,-19.2,520.5,780.2,0.8,53,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,0.8,,,,,,30.0,-26.4,No precipitation,12,,,,
15.02.2020 05:00,-17.7,519.7,773.9,,56,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-24.4,,,,,,
15.02.2020 02:00,-12.3,519.3,771.6,0.0,29,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,0.8,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
14.02.2020 23:00,-9.9,519.3,773.1,,29,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,30.0,-24.6,,,,,,
14.02.2020 20:00,-6.8,518.2,774.9,1.0,21,Wind blowing from the north-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,0.8,,,,,,30.0,-25.5,No precipitation,12,,,,
14.02.2020 17:00,0.5,517.2,768.4,,15,Wind blowing from the west,5,,9,no clouds, ,,,-17.7,1.1,,,,,,30.0,-23.2,No precipitation,6,,,,
14.02.2020 14:00,-1.8,517.2,766.6,0.3,10,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,1.1,,,,,,30.0,-29.5,No precipitation,12,,,,
14.02.2020 11:00,-6.8,516.9,768.5,,41,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,30.0,-17.9,,,,,,
14.02.2020 08:00,-16.0,515.5,769.3,0.6,37,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,1.1,,,2500 or more  or no clouds.,,,30.0,-27.4,No precipitation,12,,,,
14.02.2020 05:00,-14.5,514.9,765.0,,41,Wind blowing from the east,1,,10,, ,,,-15.6,1.1,,,,,,30.0,-24.9,No precipitation,6,,,,
14.02.2020 02:00,-8.9,515.0,762.3,,35,Wind blowing from the south-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.1,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
13.02.2020 23:00,-8.2,515.2,766.8,,39,Wind blowing from the west,1,,,, ,,,,,,,,,,18.0,-19.7,,,,,,
13.02.2020 20:00,-4.1,515.0,767.3,-0.4,37,Wind blowing from the west,1,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.1,,,2500 or more  or no clouds.,,,18.0,-16.6,No precipitation,12,,,,
13.02.2020 17:00,0.5,515.4,763.6,,29,Wind blowing from the west,4,,10,20–30%., ,,,-15.1,2.9,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,6,,,,
13.02.2020 14:00,0.0,516.3,765.7,-0.6,30,Wind blowing from the west,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,2.9,,,2500 or more  or no clouds.,,,16.0,-15.5,No precipitation,12,,,,
13.02.2020 11:00,-8.2,516.9,770.2,,64,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,30.0,-13.8,,,,,,
13.02.2020 08:00,-13.9,516.6,769.6,-0.2,66,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,2.9,,,,,,30.0,-18.9,No precipitation,12,,,,
13.02.2020 05:00,-10.6,516.8,764.9,,46,Wind blowing from the east-northeast,1,,,, ,,,-19.7,2.9,,,,,,30.0,-20.0,No precipitation,6,,,,
13.02.2020 02:00,-11.6,517.6,769.0,,53,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.9,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
12.02.2020 23:00,-9.8,517.0,772.0,,57,Wind blowing from the east-southeast,0,,,, ,,,,,,,,,,30.0,-16.7,,,,,,
12.02.2020 20:00,-3.7,516.6,772.0,-0.2,43,Wind blowing from the north-northeast,2,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,2.9,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
12.02.2020 17:00,1.8,516.8,769.5,,15,Wind blowing from the north-northeast,2,,3,no clouds, ,,,-19.7,2.0,,,,,,30.0,-22.1,No precipitation,6,,,,
12.02.2020 14:00,-2.4,518.0,771.9,-0.8,29,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,0.3,,,,,,30.0,-18.0,No precipitation,12,,,,
12.02.2020 11:00,-11.2,518.8,777.4,,45,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,30.0,-21.0,,,,,,
12.02.2020 08:00,-18.3,518.2,776.3,-0.2,72,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,,,,,,,30.0,-22.1,No precipitation,12,,,,
12.02.2020 05:00,-18.9,518.4,773.0,,70,Wind blowing from the south,1,,3,, ,,,-21.5,0.3,,,,,,30.0,-23.0,No precipitation,6,,,,
12.02.2020 02:00,-15.8,519.1,775.2,,62,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-21.4,,,,,,
11.02.2020 23:00,-14.4,519.0,779.1,,68,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,-19.0,,,,,,
11.02.2020 20:00,-7.0,518.8,778.4,0.2,49,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,0.3,,,,,,30.0,-15.9,No precipitation,12,,,,
11.02.2020 17:00,-0.1,518.6,773.7,,11,Wind blowing from the north,1,,4,20–30%., ,,,-21.5,-0.1,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,6,,,,
11.02.2020 14:00,-5.2,519.2,775.9,-0.5,30,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-1.0,,,,,,30.0,-20.1,No precipitation,12,,,,
11.02.2020 11:00,-13.5,519.7,779.8,,54,Wind blowing from the west-southwest,1,,,no clouds, ,,,,,,,,,,30.0,-20.8,,,,,,
11.02.2020 08:00,-20.3,518.7,778.6,0.1,61,Wind blowing from the south-west,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-1.0,,,,,,30.0,-25.9,No precipitation,12,,,,
11.02.2020 05:00,-19.7,518.6,774.5,,60,Wind blowing from the east,0,,4,, ,,,-22.5,-1.0,,,,,,30.0,-25.5,No precipitation,6,,,,
11.02.2020 02:00,-16.9,518.6,775.4,0.0,54,Wind blowing from the south-southwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-1.0,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
10.02.2020 23:00,-13.9,518.6,778.9,,46,Wind blowing from the north-east,2,,,, ,,,,,,,,,,30.0,-23.0,,,,,,
10.02.2020 20:00,-7.7,518.1,778.7,0.3,30,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-1.0,,,,,,30.0,-22.3,No precipitation,12,,,,
10.02.2020 17:00,-1.5,517.8,772.7,,16,Wind blowing from the south-east,1,,4,no clouds, ,,,-22.5,-1.0,,,,,,30.0,-24.1,No precipitation,6,,,,
10.02.2020 14:00,-5.9,518.5,775.4,-0.7,28,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-3.0,,,,,,30.0,-21.5,No precipitation,12,,,,
10.02.2020 11:00,-14.8,519.2,779.8,,61,Wind blowing from the south-west,1,,,no clouds, ,,,,,,,,,,30.0,-20.8,,,,,,
10.02.2020 08:00,-21.8,518.4,779.5,0.0,73,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-3.0,,,,,,30.0,-25.3,No precipitation,12,,,,
10.02.2020 05:00,-18.7,518.4,775.0,,60,Wind blowing from the east-northeast,1,,,, ,,,-21.5,-3.0,,,,,,30.0,-24.5,No precipitation,6,,,,
10.02.2020 02:00,-17.1,519.3,776.0,-0.5,57,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-3.0,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
09.02.2020 23:00,-14.0,519.8,779.0,,59,Wind blowing from the west-northwest,0,,4,, ,,,-21.5,-3.0,,,,,,30.0,-20.3,No precipitation,6,,,,
09.02.2020 20:00,-8.2,520.1,781.6,-0.2,32,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-3.0,,,,,,30.0,-22.0,No precipitation,12,,,,
09.02.2020 17:00,-3.9,520.3,778.6,,19,Wind blowing from the north-east,2,,4,no clouds, ,,,-21.5,-2.0,,,,,,30.0,-24.2,No precipitation,6,,,,
09.02.2020 14:00,-5.0,521.7,780.1,-1.2,32,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-2.0,,,,,,30.0,-19.2,No precipitation,12,,,,
09.02.2020 11:00,-11.8,522.9,782.9,,39,Calm  no wind,0,,,no clouds, ,,,,,,,,,,30.0,-23.0,,,,,,
09.02.2020 08:00,-21.2,522.6,785.5,,72,Wind blowing from the north-northeast,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-2.0,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
09.02.2020 05:00,-20.0,523.2,781.9,,73,Wind blowing from the north-northeast,1,,3,, ,,,-21.3,-2.0,,,,,,30.0,-23.7,No precipitation,6,,,,
09.02.2020 02:00,-17.8,523.8,783.7,-0.1,69,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-2.0,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
08.02.2020 23:00,-12.9,523.9,784.7,,52,Calm  no wind,0,,,, ,,,,,,,,,,21.0,-20.7,,,,,,
08.02.2020 20:00,-8.4,523.5,785.9,,39,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-2.0,,,,,,30.0,-19.9,No precipitation,12,,,,
08.02.2020 17:00,-2.2,522.6,779.6,,16,Wind blowing from the west,1,,3,20–30%., ,,,-21.3,-1.3,,,2500 or more  or no clouds.,,,30.0,-24.7,No precipitation,6,,,,
08.02.2020 14:00,-5.8,523.0,780.7,-0.2,27,Wind blowing from the north-northwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-1.2,,,,,,30.0,-21.8,No precipitation,12,,,,
08.02.2020 11:00,-12.2,523.2,785.2,,37,Wind blowing from the north-northeast,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-23.9,,,,,,
08.02.2020 08:00,-19.8,522.0,784.7,,62,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-1.2,,,2500 or more  or no clouds.,,,30.0,-25.2,No precipitation,12,,,,
08.02.2020 05:00,-17.5,521.3,777.1,,55,Wind blowing from the east,1,,4,, ,,,-21.3,-1.2,,,,,,30.0,-24.4,No precipitation,6,,,,
08.02.2020 02:00,-14.8,521.6,778.0,0.3,47,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-1.2,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
07.02.2020 23:00,-15.4,521.3,782.8,,61,Wind blowing from the north-west,1,,,, ,,,,,,,,,,20.0,-21.2,,,,,,
07.02.2020 20:00,-10.0,520.5,783.1,,43,Wind blowing from the north-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-1.2,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
07.02.2020 17:00,-1.3,519.4,774.7,,26,Wind blowing from the north-west,1,,4,, ,,,-21.3,-1.2,,,,,,30.0,-18.3,No precipitation,6,,,,
07.02.2020 14:00,-4.8,519.7,776.1,-0.4,34,Wind blowing from the west-northwest,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-1.6,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
07.02.2020 11:00,-13.1,520.1,779.5,,45,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,30.0,-22.5,,,,,,
07.02.2020 08:00,-21.1,518.9,780.3,,67,Wind blowing from the north-east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-1.6,,,1000-1500,,,30.0,-25.6,No precipitation,12,,,,
07.02.2020 05:00,-18.2,518.3,774.0,,60,Wind blowing from the east-northeast,1,,,, ,,,-21.6,-1.6,,,,,,30.0,-24.1,No precipitation,6,,,,
07.02.2020 02:00,-16.2,518.3,773.5,0.5,52,Wind blowing from the north-east,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-1.6,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
06.02.2020 23:00,-12.8,517.8,775.8,,41,Wind blowing from the north-east,2,,,, ,,,,,,,,,,30.0,-23.3,,,,,,
06.02.2020 20:00,-9.2,516.9,777.1,0.5,37,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-1.6,,,,,,30.0,-21.2,No precipitation,12,,,,
06.02.2020 17:00,-2.9,516.4,770.8,,21,Wind blowing from the north-northeast,1,,4,no clouds, ,,,-21.6,-1.6,,,,,,30.0,-22.2,No precipitation,6,,,,
06.02.2020 14:00,-4.1,517.1,772.5,-0.4,21,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-1.6,,,,,,30.0,-23.2,No precipitation,12,,,,
06.02.2020 11:00,-12.7,517.5,777.7,,48,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,30.0,-21.4,,,,,,
06.02.2020 08:00,-20.6,516.7,777.4,0.4,67,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.6,,,2500 or more  or no clouds.,,,30.0,-25.1,No precipitation,12,,,,
06.02.2020 05:00,-17.4,516.3,770.2,,57,Calm  no wind,0,,,, ,,,-19.8,-1.6,,,,,,30.0,-23.9,No precipitation,6,,,,
06.02.2020 02:00,-17.5,516.9,772.7,-0.1,68,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-1.6,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
05.02.2020 23:00,-16.7,517.0,776.9,,62,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,30.0,-22.3,,,,,,
05.02.2020 20:00,-10.4,516.3,776.2,0.9,42,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-1.6,,,2500 or more  or no clouds.,,,20.0,-20.9,No precipitation,12,,,,
05.02.2020 17:00,-2.2,515.4,769.0,,26,Wind blowing from the north-northwest,2,,3,no clouds, ,,,-19.8,-1.8,,,,,,30.0,-19.1,No precipitation,6,,,,
05.02.2020 14:00,-5.1,515.9,769.3,,30,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-2.9,,,,,,30.0,-20.0,No precipitation,12,,,,
05.02.2020 11:00,-12.6,516.4,773.8,,61,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,30.0,-18.6,,,,,,
05.02.2020 08:00,-19.5,515.7,775.0,0.5,58,Wind blowing from the north-northwest,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-2.9,,,2500 or more  or no clouds.,,,28.0,-25.7,No precipitation,12,,,,
05.02.2020 05:00,-17.8,515.2,769.8,,63,Wind blowing from the north-east,1,,,, ,,,-23.5,-2.9,,,,,,30.0,-23.1,No precipitation,6,,,,
