Local time in Kuche,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 23:00,-0.9,682.2,780.7,,45,Wind blowing from the north,1,,6,,Haze. ,,,-5.7,6.4,,,,,,2.6,-11.6,No precipitation,6,,,,
19.02.2020 20:00,4.2,681.1,779.1,0.9,32,Wind blowing from the south-southwest,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,6.4,,,2500 or more  or no clouds.,,,7.0,-11.0,No precipitation,12,,,,
19.02.2020 17:00,5.8,680.2,777.4,,30,Wind blowing from the south-west,3,,6,, ,,,-5.7,6.3,,,,,,7.0,-10.4,No precipitation,6,,,,
19.02.2020 14:00,4.4,680.2,777.7,2.1,37,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,4.5,,,2500 or more  or no clouds.,,,7.0,-9.0,No precipitation,12,,,,
19.02.2020 11:00,-1.9,678.1,776.2,,62,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.4,,,,,,3.8,-8.2,No precipitation,6,,,,
19.02.2020 08:00,-5.7,674.5,772.2,1.5,70,Wind blowing from the west-northwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.4,,,2500 or more  or no clouds.,,,4.7,-10.3,No precipitation,12,,,,
19.02.2020 05:00,-3.5,673.0,769.7,,65,Wind blowing from the south-west,1,,4,,Haze. ,,,-7.2,3.4,,,,,,5.0,-9.3,No precipitation,6,,,,
19.02.2020 02:00,-3.3,671.9,768.5,1.0,62,Wind blowing from the north,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.4,,,2500 or more  or no clouds.,,,4.2,-9.7,No precipitation,12,,,,
18.02.2020 23:00,-1.5,670.9,768.4,,54,Calm  no wind,0,,,,Haze. ,,,-7.2,3.4,,,,,,4.7,-9.8,No precipitation,6,,,,
18.02.2020 20:00,1.6,670.3,767.5,-1.1,39,Wind blowing from the south-southwest,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.4,,,2500 or more  or no clouds.,,,6.0,-10.9,No precipitation,12,,,,
18.02.2020 17:00,3.1,671.4,768.3,,34,Wind blowing from the south-southwest,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.1,,,,,,5.0,-11.2,No precipitation,6,,,,
18.02.2020 14:00,2.4,674.1,771.2,-1.2,34,Wind blowing from the west,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.1,,,2500 or more  or no clouds.,,,5.0,-11.9,No precipitation,12,,,,
18.02.2020 11:00,-4.2,675.3,773.2,,78,Wind blowing from the north,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.1,,,,,,4.0,-7.5,No precipitation,6,,,,
18.02.2020 08:00,-6.6,675.3,773.2,-1.0,80,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,4.1,,,2500 or more  or no clouds.,,,4.8,-9.5,No precipitation,12,,,,
18.02.2020 05:00,-6.0,676.3,773.8,,80,Wind blowing from the north,1,,7,, ,,,-6.0,4.1,,,,,,8.0,-9.0,No precipitation,6,,,,
18.02.2020 02:00,-4.4,677.5,775.0,-0.7,71,Wind blowing from the north-northwest,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.1,,,2500 or more  or no clouds.,,,5.0,-9.0,No precipitation,12,,,,
17.02.2020 23:00,-0.7,678.2,776.4,,56,Wind blowing from the west-southwest,2,,7,,Haze. ,,,-5.9,4.1,,,,,,7.0,-8.6,No precipitation,6,,,,
17.02.2020 20:00,1.8,678.2,776.2,,44,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.1,,,2500 or more  or no clouds.,,,8.0,-9.2,No precipitation,12,,,,
17.02.2020 17:00,3.7,678.9,776.4,,42,Wind blowing from the west-southwest,4,,6,, ,,,-5.9,4.1,,,,,,8.0,-8.3,No precipitation,6,,,,
17.02.2020 14:00,3.1,680.4,777.8,-1.2,44,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.8,,,2500 or more  or no clouds.,,,9.0,-8.0,No precipitation,12,,,,
17.02.2020 11:00,-3.6,681.6,779.8,,78,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.8,,,,,,5.0,-6.9,No precipitation,6,,,,
17.02.2020 08:00,-5.3,680.8,779.1,,80,Wind blowing from the west-northwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,3.8,,,2500 or more  or no clouds.,,,3.5,-8.2,No precipitation,12,,,,
17.02.2020 05:00,-3.8,680.6,778.5,,70,Wind blowing from the west,1,,6,,Haze. ,,,-3.8,3.8,,,,,,6.0,-8.6,No precipitation,6,,,,
17.02.2020 02:00,-1.7,681.2,779.1,0.1,67,Wind blowing from the west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,3.8,,,2500 or more  or no clouds.,,,6.0,-7.0,No precipitation,12,,,,
16.02.2020 23:00,1.4,681.1,778.9,,28,Wind blowing from the west,2,,6,,Haze. ,,,-3.1,3.8,,,,,,5.0,-15.1,No precipitation,6,,,,
16.02.2020 20:00,2.0,679.8,777.4,1.0,28,Wind blowing from the south-southwest,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,3.8,,,2500 or more  or no clouds.,,,6.0,-14.6,No precipitation,12,,,,
16.02.2020 17:00,3.0,678.8,775.9,,26,Wind blowing from the west,3,,6,, ,,,-3.1,3.8,,,,,,8.0,-14.6,No precipitation,6,,,,
16.02.2020 14:00,1.3,678.7,776.1,0.5,25,Wind blowing from the south-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,3.5,,,2500 or more  or no clouds.,,,8.0,-16.6,No precipitation,12,,,,
16.02.2020 11:00,-1.7,678.2,775.9,,30,Wind blowing from the north-east,2,,4,, ,,,-3.1,3.5,,,,,,7.0,-17.0,No precipitation,6,,,,
16.02.2020 08:00,-2.3,677.1,774.6,0.4,33,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.5,,,2500 or more  or no clouds.,,,8.0,-16.4,No precipitation,12,,,,
16.02.2020 05:00,-1.2,676.7,773.5,,43,Wind blowing from the east,1,,6,, ,,,-2.3,3.5,,,,,,8.0,-12.2,No precipitation,6,,,,
16.02.2020 02:00,-0.7,677.4,774.5,0.0,60,Wind blowing from the east-northeast,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.5,,,2500 or more  or no clouds.,,,8.0,-7.5,No precipitation,12,,,,
15.02.2020 23:00,0.0,677.4,774.9,,57,Wind blowing from the north,1,,6,, ,,,-2.3,3.5,,,,,,12.0,-7.7,No precipitation,6,,,,
15.02.2020 20:00,0.8,676.9,774.4,-0.8,51,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.5,,,2500 or more  or no clouds.,,,11.0,-8.2,No precipitation,12,,,,
15.02.2020 17:00,3.0,677.7,774.7,,40,Wind blowing from the east,1,,4,, ,,,-2.3,3.2,,,,,,9.0,-9.3,No precipitation,6,,,,
15.02.2020 14:00,1.4,680.2,777.9,-1.2,35,Wind blowing from the east-southeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,2.5,,,2500 or more  or no clouds.,,,8.0,-12.4,No precipitation,12,,,,
15.02.2020 11:00,-1.2,681.4,779.8,,68,Wind blowing from the north,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,,,,6.0,-6.5,No precipitation,6,,,,
15.02.2020 08:00,-2.0,680.6,778.9,-0.3,76,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,2500 or more  or no clouds.,,,8.0,-5.8,0.1,12,,,,
15.02.2020 05:00,-1.8,680.9,779.0,,72,Wind blowing from the east-northeast,1,,5,, ,,,-1.9,2.5,,,,,,9.0,-6.2,0.1,6,,,,
15.02.2020 02:00,-1.2,681.7,779.5,-0.1,70,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,2.5,,,2500 or more  or no clouds.,,,13.0,-6.0,0.1,12,,,,
14.02.2020 23:00,-1.7,681.8,780.0,,85,Wind blowing from the north-west,2,,5,, ,,,-2.1,2.5,,,,,,11.0,-3.9,0.1,6,,,,
14.02.2020 20:00,-1.3,681.1,779.2,0.9,80,Wind blowing from the north-northeast,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,3.6,,,2500 or more  or no clouds.,,,3.2,-4.3,Trace of precipitation,12,,,,
14.02.2020 17:00,0.1,680.2,778.1,,69,Wind blowing from the north,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,5.3,,,,,,7.0,-4.9,No precipitation,6,,,,
14.02.2020 14:00,1.8,680.2,777.8,1.7,25,Wind blowing from the north-northeast,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,5.5,,,2500 or more  or no clouds.,,,4.4,-16.1,No precipitation,12,,,,
14.02.2020 11:00,0.0,678.5,775.8,,43,Wind blowing from the north,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,,,,,,,5.0,-11.1,No precipitation,6,,,,
14.02.2020 08:00,-0.6,676.1,772.6,1.6,46,Wind blowing from the east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.5,,,2500 or more  or no clouds.,,,5.0,-10.8,No precipitation,12,,,,
14.02.2020 05:00,-1.2,674.5,770.6,,52,Wind blowing from the east,1,,3,, ,,,-5.9,5.5,,,,,,10.0,-9.8,No precipitation,6,,,,
14.02.2020 02:00,-2.0,673.9,770.2,,54,Wind blowing from the north,1,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.5,,,2500 or more  or no clouds.,,,7.0,-10.1,No precipitation,12,,,,
13.02.2020 23:00,0.9,673.2,769.1,,42,Wind blowing from the north,1,,11,,Haze. ,,,,5.5,,,,,,4.5,-10.6,No precipitation,6,,,,
13.02.2020 20:00,3.7,671.5,768.1,0.2,32,Wind blowing from the east-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.5,,,2500 or more  or no clouds.,,,11.0,-11.5,No precipitation,12,,,,
13.02.2020 17:00,5.3,671.3,767.8,,27,Wind blowing from the east,2,,11,, ,,,-5.9,9.2,,,,,,15.0,-12.2,No precipitation,6,,,,
13.02.2020 14:00,4.8,673.1,769.6,0.7,26,Wind blowing from the east,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,9.3,,,2500 or more  or no clouds.,,,14.0,-13.1,No precipitation,12,,,,
13.02.2020 11:00,3.0,672.4,768.7,,35,Wind blowing from the east,4,,7,, ,,,-5.9,9.3,,,,,,17.0,-11.0,No precipitation,6,,,,
13.02.2020 08:00,-4.8,671.2,767.4,0.7,65,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,9.3,,,2500 or more  or no clouds.,,,12.0,-10.4,No precipitation,12,,,,
13.02.2020 05:00,-5.8,670.5,766.2,,68,Wind blowing from the north-east,1,,,, ,,,-5.8,9.3,,,,,,11.0,-10.8,No precipitation,6,,,,
13.02.2020 02:00,-3.9,670.3,766.0,,61,Wind blowing from the north-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,9.3,,,2500 or more  or no clouds.,,,5.0,-10.3,No precipitation,12,,,,
12.02.2020 23:00,-1.5,669.1,765.7,,52,Wind blowing from the north-northeast,1,,4,,Haze. ,,,-5.1,9.3,,,,,,2.9,-10.3,No precipitation,6,,,,
12.02.2020 20:00,5.6,668.2,763.5,0.0,30,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,9.3,,,2500 or more  or no clouds.,,,14.0,-10.6,No precipitation,12,,,,
12.02.2020 17:00,8.7,668.2,763.3,,25,Wind blowing from the south-southwest,2,,4,, ,,,-5.1,9.3,,,,,,21.0,-10.2,No precipitation,6,,,,
12.02.2020 14:00,6.9,669.0,764.5,-0.5,30,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,9.0,,,2500 or more  or no clouds.,,,17.0,-9.5,No precipitation,12,,,,
12.02.2020 11:00,-1.3,669.5,766.3,,57,Wind blowing from the north,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,,,,,,,3.4,-8.9,No precipitation,6,,,,
12.02.2020 08:00,-2.1,667.6,762.9,0.1,53,Wind blowing from the north-northeast,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,9.0,,,2500 or more  or no clouds.,,,19.0,-10.6,No precipitation,12,,,,
12.02.2020 05:00,-4.2,667.5,762.5,,55,Wind blowing from the north-northeast,2,,6,, ,,,-5.9,9.0,,,,,,14.0,-11.9,No precipitation,6,,,,
12.02.2020 02:00,-3.9,667.9,763.4,,55,Wind blowing from the north,1,,6,, ,,,-6.1,9.0,,,,,,13.0,-11.8,No precipitation,6,,,,
11.02.2020 23:00,-2.4,667.6,764.2,,49,Wind blowing from the north-northeast,1,,6,,Haze. ,,,-6.1,9.0,,,,,,7.0,-11.7,No precipitation,6,,,,
11.02.2020 20:00,4.8,666.7,762.2,-1.1,30,Wind blowing from the north-west,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,9.0,,,2500 or more  or no clouds.,,,5.0,-11.3,No precipitation,12,,,,
11.02.2020 17:00,8.7,667.8,763.0,,21,Wind blowing from the west,3,,6,, ,,,-6.1,8.7,,,,,,25.0,-12.4,No precipitation,6,,,,
11.02.2020 14:00,6.3,669.4,765.3,0.0,25,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.5,,,2500 or more  or no clouds.,,,19.0,-12.3,No precipitation,12,,,,
11.02.2020 11:00,-1.2,669.4,766.2,,45,Wind blowing from the north-northeast,1,,4,, ,,,-6.1,,,,,,,11.0,-11.6,No precipitation,6,,,,
11.02.2020 08:00,-4.0,667.7,763.4,-0.9,53,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.5,,,2500 or more  or no clouds.,,,20.0,-12.2,No precipitation,12,,,,
11.02.2020 05:00,-5.2,668.6,764.0,,56,Wind blowing from the north,1,,6,, ,,,-6.1,8.5,,,,,,25.0,-12.8,No precipitation,6,,,,
11.02.2020 02:00,-4.9,668.6,764.3,-0.2,57,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.5,,,2500 or more  or no clouds.,,,15.0,-12.3,No precipitation,12,,,,
10.02.2020 23:00,-2.6,668.8,766.1,,47,Wind blowing from the north-northeast,1,,6,,Haze. ,,,-6.1,8.5,,,,,,4.7,-12.6,No precipitation,6,,,,
10.02.2020 20:00,4.8,668.3,764.4,-0.2,24,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.5,,,2500 or more  or no clouds.,,,21.0,-14.1,No precipitation,12,,,,
10.02.2020 17:00,8.3,668.5,763.3,,18,Wind blowing from the west,3,,5,, ,,,-6.1,8.4,,,,,,26.0,-14.6,No precipitation,6,,,,
10.02.2020 14:00,6.4,669.9,765.4,-0.4,24,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.0,,,2500 or more  or no clouds.,,,16.0,-12.7,No precipitation,12,,,,
10.02.2020 11:00,-3.9,670.3,767.5,,60,Wind blowing from the north-northwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,,,,,,,2.0,-10.7,No precipitation,6,,,,
10.02.2020 08:00,-5.6,669.2,765.7,0.0,61,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,8.0,,,2500 or more  or no clouds.,,,8.0,-12.1,No precipitation,12,,,,
10.02.2020 05:00,-2.0,669.2,764.2,,49,Wind blowing from the north-west,2,,6,, ,,,-8.1,8.0,,,,,,15.0,-11.5,No precipitation,6,,,,
10.02.2020 02:00,-2.9,670.0,765.7,-0.6,48,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,8.0,,,2500 or more  or no clouds.,,,15.0,-12.6,No precipitation,12,,,,
09.02.2020 23:00,-1.8,670.6,767.7,,45,Wind blowing from the north-west,1,,8,, ,,,-8.1,8.0,,,,,,9.0,-12.2,No precipitation,6,,,,
09.02.2020 20:00,3.0,670.7,767.6,-0.7,30,Wind blowing from the north-northwest,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,8.0,,,2500 or more  or no clouds.,,,4.6,-12.9,No precipitation,12,,,,
09.02.2020 17:00,7.7,671.4,767.6,,23,Wind blowing from the west,4,,8,, ,,,-8.1,8.1,,,,,,21.0,-12.1,No precipitation,6,,,,
09.02.2020 14:00,5.0,674.0,770.8,-1.1,29,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,8.1,,,2500 or more  or no clouds.,,,17.0,-11.6,No precipitation,12,,,,
09.02.2020 11:00,-2.5,675.1,773.2,,50,Wind blowing from the north-northeast,2,,3,, ,,,-8.1,,,,,,,10.0,-11.7,No precipitation,6,,,,
09.02.2020 08:00,-6.4,675.4,772.8,,60,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,8.1,,,2500 or more  or no clouds.,,,12.0,-12.9,No precipitation,12,,,,
09.02.2020 05:00,-7.0,676.6,773.6,,65,Wind blowing from the north,1,,5,, ,,,-7.1,8.1,,,,,,18.0,-12.5,No precipitation,6,,,,
09.02.2020 02:00,-5.5,678.2,775.6,-0.5,62,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.1,,,2500 or more  or no clouds.,,,11.0,-11.8,No precipitation,12,,,,
08.02.2020 23:00,-3.8,678.7,777.3,,56,Wind blowing from the north,1,,5,,Haze. ,,,-7.0,8.1,,,,,,6.0,-11.5,No precipitation,6,,,,
08.02.2020 20:00,4.3,678.8,776.5,,30,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.1,,,2500 or more  or no clouds.,,,17.0,-11.7,No precipitation,12,,,,
08.02.2020 17:00,8.0,679.2,776.4,,24,Wind blowing from the west-southwest,2,,4,, ,,,-7.0,8.0,,,,,,18.0,-11.3,No precipitation,6,,,,
08.02.2020 14:00,5.5,680.8,778.6,0.0,30,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,7.8,,,2500 or more  or no clouds.,,,13.0,-10.7,No precipitation,12,,,,
08.02.2020 11:00,-2.1,680.8,779.6,,51,Calm  no wind,0,,,, ,,,-7.0,,,,,,,13.0,-10.9,No precipitation,6,,,,
08.02.2020 08:00,-5.9,679.6,777.8,,63,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,7.8,,,2500 or more  or no clouds.,,,13.0,-11.8,No precipitation,12,,,,
08.02.2020 05:00,-6.5,679.6,777.1,,65,Wind blowing from the north,1,,3,, ,,,-8.8,7.8,,,,,,13.0,-12.0,No precipitation,6,,,,
08.02.2020 02:00,-5.7,680.0,777.7,0.4,68,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,7.8,,,2500 or more  or no clouds.,,,7.0,-10.8,No precipitation,12,,,,
07.02.2020 23:00,-3.3,679.6,778.5,,57,Wind blowing from the north-northeast,1,,4,,Haze. ,,,-8.8,7.8,,,,,,8.0,-10.6,No precipitation,6,,,,
07.02.2020 20:00,2.9,678.7,777.2,,35,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,7.8,,,2500 or more  or no clouds.,,,16.0,-11.1,No precipitation,12,,,,
07.02.2020 17:00,7.1,678.3,775.7,,27,Wind blowing from the south-southeast,2,,4,, ,,,-8.8,7.5,,,,,,16.0,-10.6,No precipitation,6,,,,
07.02.2020 14:00,5.1,679.0,776.6,0.6,30,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,6.6,,,2500 or more  or no clouds.,,,17.0,-11.0,No precipitation,12,,,,
07.02.2020 11:00,-3.7,678.4,777.3,,58,Wind blowing from the north,2,,3,, ,,,-8.8,,,,,,,10.0,-10.8,No precipitation,6,,,,
07.02.2020 08:00,-8.7,677.0,775.5,,74,Wind blowing from the north-northeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.6,,,2500 or more  or no clouds.,,,4.2,-12.5,No precipitation,12,,,,
07.02.2020 05:00,-7.3,676.5,773.8,,71,Wind blowing from the north,2,,3,, ,,,-9.2,6.6,,,,,,12.0,-11.7,No precipitation,6,,,,
07.02.2020 02:00,-6.1,676.1,773.5,1.0,65,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.6,,,2500 or more  or no clouds.,,,7.0,-11.6,No precipitation,12,,,,
06.02.2020 23:00,-3.7,675.1,773.5,,56,Wind blowing from the north-northeast,1,,5,,Haze. ,,,-9.2,6.6,,,,,,3.8,-11.4,No precipitation,6,,,,
06.02.2020 20:00,2.0,673.3,771.4,1.1,35,Wind blowing from the west-southwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.6,,,2500 or more  or no clouds.,,,14.0,-11.9,No precipitation,12,,,,
06.02.2020 17:00,6.4,672.2,769.0,,26,Wind blowing from the west,2,,5,, ,,,-9.2,6.4,,,,,,15.0,-11.7,No precipitation,6,,,,
06.02.2020 14:00,4.0,672.7,769.9,0.1,33,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,6.1,,,2500 or more  or no clouds.,,,16.0,-10.8,No precipitation,12,,,,
06.02.2020 11:00,-4.2,672.6,770.9,,60,Wind blowing from the north-northeast,1,,3,, ,,,-9.2,,,,,,,10.0,-11.0,No precipitation,6,,,,
