Local time in Chenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 23:00,9.7,736.0,769.5,,72,Wind blowing from the north,1,,4,, ,,,6.2,13.7,,,,,,30.0,4.9,No precipitation,6,,,,
19.02.2020 20:00,10.7,735.3,768.9,0.6,67,Wind blowing from the north-northeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,13.7,,,2500 or more  or no clouds.,,,30.0,4.8,No precipitation,12,,,,
19.02.2020 17:00,12.6,734.7,768.1,,53,Wind blowing from the north-east,1,,,, ,,,,,,,,,,30.0,3.3,,,,,,
19.02.2020 14:00,12.7,735.3,768.7,,48,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,15.2,,,2500 or more  or no clouds.,,,30.0,2.0,No precipitation,12,,,,
19.02.2020 11:00,10.4,736.5,770.0,,62,Wind blowing from the north,2,,4,100%., ,,,6.2,,,,2500 or more  or no clouds.,,,30.0,3.4,No precipitation,6,,,,
19.02.2020 08:00,7.7,736.3,769.8,0.7,65,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,15.2,,,2500 or more  or no clouds.,,,30.0,1.5,No precipitation,12,,,,
19.02.2020 05:00,8.3,735.6,769.0,,52,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-1.2,,,,,,
19.02.2020 02:00,8.4,736.0,769.4,,52,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,15.2,,,2500 or more  or no clouds.,,,30.0,-0.9,No precipitation,12,,,,
18.02.2020 23:00,9.9,736.9,770.4,,47,Wind blowing from the north-northeast,2,,7,, ,,,4.1,15.2,,,,,,30.0,-0.9,No precipitation,6,,,,
18.02.2020 20:00,12.0,735.4,769.1,-0.2,37,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,15.2,,,2500 or more  or no clouds.,,,30.0,-2.2,No precipitation,12,,,,
18.02.2020 17:00,13.7,735.6,769.2,,35,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-1.5,,,,,,
18.02.2020 14:00,14.0,736.8,770.3,-2.8,34,Wind blowing from the north,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.5,,,2500 or more  or no clouds.,,,30.0,-1.6,No precipitation,12,,,,
18.02.2020 11:00,10.1,739.6,773.5,,47,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,-0.7,,,,,,
18.02.2020 08:00,5.2,739.9,774.1,0.0,61,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,11.9,,,,,,30.0,-1.9,No precipitation,12,,,,
18.02.2020 05:00,4.5,739.9,773.8,,57,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,30.0,-3.3,,,,,,
18.02.2020 02:00,6.0,740.5,774.4,,47,Wind blowing from the west-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,11.9,,,2500 or more  or no clouds.,,,30.0,-4.5,No precipitation,12,,,,
17.02.2020 23:00,6.6,740.5,774.7,,47,Wind blowing from the north-west,3,,11,, ,,,2.1,11.9,,,,,,30.0,-3.9,No precipitation,6,,,,
17.02.2020 20:00,7.6,740.0,774.3,,47,Wind blowing from the north-northwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,11.9,,,,,,30.0,-3.0,No precipitation,12,,,,
17.02.2020 17:00,11.1,739.2,773.2,,34,Wind blowing from the north,6,,,, ,,,,,,,,,,30.0,-4.2,,,,,,
17.02.2020 14:00,10.6,740.5,774.7,,36,Wind blowing from the north,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.7,,,2500 or more  or no clouds.,,,30.0,-3.8,No precipitation,12,,,,
17.02.2020 11:00,6.5,742.1,776.6,,53,Wind blowing from the north,4,,8,, ,,,0.7,6.6,,,,,,30.0,-2.4,No precipitation,6,,,,
17.02.2020 08:00,2.6,742.0,776.7,1.1,87,Wind blowing from the north-west,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,30.0,0.7,No precipitation,12,,,,
17.02.2020 05:00,2.2,740.9,775.5,,90,Wind blowing from the north-northwest,2,,5,, ,,,-0.7,4.8,,,,,,30.0,0.7,No precipitation,6,,,,
17.02.2020 02:00,2.3,740.3,775.0,0.1,86,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,4.8,,,2500 or more  or no clouds.,,,30.0,0.2,No precipitation,12,,,,
16.02.2020 23:00,2.3,740.2,775.0,,82,Wind blowing from the north-northwest,3,,7,, ,,,-0.7,4.8,,,,,,30.0,-0.5,No precipitation,6,,,,
16.02.2020 20:00,2.9,739.8,774.6,1.1,77,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,4.8,,,2500 or more  or no clouds.,,,30.0,-0.7,0.1,12,,,,
16.02.2020 17:00,4.0,738.7,773.3,,72,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,30.0,-0.6,,,,,,
16.02.2020 14:00,3.3,739.0,773.6,-2.3,75,Wind blowing from the north-northeast,4,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,4.4,,,1000-1500,,,30.0,-0.7,1.0,12,,,,
16.02.2020 11:00,0.8,741.3,776.2,,87,Wind blowing from the north-northwest,4,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,600-1000,,,30.0,-1.1,0.2,6,,,,
16.02.2020 08:00,-0.4,741.4,776.3,1.8,93,Wind blowing from the north-northwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,2500 or more  or no clouds.,,,30.0,-1.4,0.9,12,,,,
16.02.2020 05:00,-0.3,739.6,774.3,,98,Wind blowing from the north-northwest,7,,14,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.3,,,,,,,30.0,-0.6,0.8,6,,,,
16.02.2020 02:00,0.5,739.1,773.7,-0.2,94,Wind blowing from the north,6,,16,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,2500 or more  or no clouds.,,,30.0,-0.4,0.4,12,,,,
15.02.2020 23:00,0.8,739.3,773.8,,96,Wind blowing from the north-northwest,9,,,,Snow not falling as shower(s). ,,,0.8,,,,,,,30.0,0.2,0.2,6,,,,
15.02.2020 20:00,1.6,738.1,772.3,2.4,95,Wind blowing from the north-northwest,9,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.6,,,,300-600,,,10.0,0.9,18.0,12,,,,
15.02.2020 17:00,3.2,735.7,769.3,,97,Wind blowing from the north,7,,16,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,3.1,21.3,,,300-600,,,4.5,2.8,5.0,6,,,,
15.02.2020 14:00,4.4,733.6,766.7,0.5,99,Wind blowing from the north,9,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,4.4,22.8,,,300-600,,,2.0,4.3,44.0,12,,,,
15.02.2020 11:00,5.4,733.1,766.2,,99,Wind blowing from the north,7,,13,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,5.4,22.8,,,300-600,,,1.8,5.3,32.0,6,,,,
15.02.2020 08:00,8.5,729.9,762.7,,99,Wind blowing from the north-northwest,7,,14,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.8,,,300-600,,,1.5,8.4,26.0,12,,,,
15.02.2020 05:00,15.7,727.6,759.7,,99,Wind blowing from the north-northeast,3,,14,,Rain  not freezing  intermittent  moderate at time of observation. ,,,14.8,22.8,,,,,,1.7,15.5,7.0,6,,,,
15.02.2020 02:00,19.5,727.6,759.7,-0.2,81,Wind blowing from the south,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.8,,,2500 or more  or no clouds.,,,30.0,16.2,No precipitation,12,,,,
14.02.2020 23:00,19.7,727.8,759.9,,77,Wind blowing from the south-southeast,9,,16,, ,,,14.8,22.8,,,,,,30.0,15.6,No precipitation,6,,,,
14.02.2020 20:00,19.7,727.0,759.3,,75,Wind blowing from the south-southeast,9,,19,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,22.8,,,1000-1500,,,30.0,15.1,2.0,12,,,,
14.02.2020 17:00,21.4,725.6,757.6,,72,Wind blowing from the south-southeast,8,,19,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,23.8,,,1000-1500,,,30.0,16.1,No precipitation,6,,,,
14.02.2020 14:00,19.0,726.4,758.4,-0.5,78,Wind blowing from the south-southwest,4,,19,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,25.0,,,2500 or more  or no clouds.,,,30.0,15.1,3.0,12,,,,
14.02.2020 11:00,18.7,726.9,758.9,,76,Wind blowing from the south,9,,22,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,25.0,,,,,,30.0,14.4,2.0,6,,,,
14.02.2020 08:00,15.8,727.4,759.6,0.7,90,Wind blowing from the south,5,,22,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,25.0,,,2500 or more  or no clouds.,,,30.0,14.2,2.0,12,,,,
14.02.2020 05:00,16.6,726.7,758.6,,93,Wind blowing from the east-southeast,3,,22,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.0,25.0,,,,,,30.0,15.5,2.0,6,,,,
14.02.2020 02:00,19.2,726.4,758.1,-0.5,72,Wind blowing from the south-southeast,13,,22,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,25.0,,,2500 or more  or no clouds.,,,30.0,14.0,No precipitation,12,,,,
13.02.2020 23:00,19.5,726.9,758.9,,74,Wind blowing from the south-southeast,10,,15,, ,,,14.0,25.0,,,,,,30.0,14.7,No precipitation,6,,,,
13.02.2020 20:00,20.3,726.1,758.4,,71,Wind blowing from the south,8,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,25.0,,,2500 or more  or no clouds.,,,30.0,14.9,No precipitation,12,,,,
13.02.2020 17:00,23.8,725.1,757.1,,53,Wind blowing from the south-southeast,10,,,20–30%., ,,,,,,,1500-2000,,,30.0,13.7,,,,,,
13.02.2020 14:00,24.3,726.5,758.5,-2.6,54,Wind blowing from the south-southeast,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,24.8,,,2500 or more  or no clouds.,,,30.0,14.4,5.0,12,,,,
13.02.2020 11:00,18.9,729.1,761.4,,80,Wind blowing from the south-southeast,6,,14,, ,,,14.0,24.8,,,,,,30.0,15.4,5.0,6,,,,
13.02.2020 08:00,14.3,729.0,761.4,0.8,99,Wind blowing from the south-southeast,3,,12,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,24.8,,,300-600,,,4.4,14.1,7.0,12,,,,
13.02.2020 05:00,14.2,728.2,760.5,,99,Wind blowing from the west-southwest,4,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.4,24.8,,,,,,2.4,14.0,2.0,6,,,,
13.02.2020 02:00,15.4,730.0,762.1,,99,Wind blowing from the north-northwest,3,,12,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,24.8,,,2500 or more  or no clouds.,,,23.0,15.2,2.0,12,,,,
12.02.2020 23:00,18.1,729.1,761.5,,82,Wind blowing from the south-southeast,6,,,, ,,,,,,,,,,30.0,15.0,,,,,,
12.02.2020 20:00,19.2,729.6,762.2,0.8,76,Wind blowing from the south-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,24.8,,,2500 or more  or no clouds.,,,30.0,14.9,No precipitation,12,,,,
12.02.2020 17:00,21.2,728.8,761.3,,61,Wind blowing from the west-southwest,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,24.8,,,,,,30.0,13.4,No precipitation,6,,,,
12.02.2020 14:00,23.2,729.2,761.6,,63,Wind blowing from the north-west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,24.1,,,1000-1500,,,30.0,15.8,No precipitation,12,,,,
12.02.2020 11:00,17.0,731.6,764.2,,99,Wind blowing from the north-west,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.7,,,2500 or more  or no clouds.,,,30.0,16.8,No precipitation,6,,,,
12.02.2020 08:00,11.0,731.9,765.0,0.4,99,Wind blowing from the south-southeast,1,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.7,,,2500 or more  or no clouds.,,,0.6,10.8,No precipitation,12,,,,
12.02.2020 05:00,10.7,731.5,764.3,,99,Wind blowing from the south-east,2,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,10.6,19.7,,,,,,0.4,10.5,No precipitation,6,,,,
12.02.2020 02:00,11.3,731.7,764.4,,99,Wind blowing from the north,2,,10,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,19.7,,,,,,0.4,11.1,No precipitation,6,,,,
11.02.2020 23:00,14.4,731.9,764.6,,99,Wind blowing from the south-southwest,3,,16,, ,,,12.1,19.7,,,,,,12.0,14.2,0.5,6,,,,
11.02.2020 20:00,13.6,731.5,764.5,1.2,99,Wind blowing from the south-west,1,,16,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.7,,,1000-1500,,,30.0,13.4,0.5,12,,,,
11.02.2020 17:00,17.3,730.3,762.9,,73,Wind blowing from the south-west,2,,16,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.7,,,1500-2000,,,30.0,12.4,No precipitation,6,,,,
11.02.2020 14:00,19.2,730.6,763.2,-1.6,62,Wind blowing from the south,5,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,19.2,,,2500 or more  or no clouds.,,,30.0,11.8,No precipitation,12,,,,
11.02.2020 11:00,15.9,732.2,765.1,,68,Wind blowing from the south-southeast,11,,,90  or more  but not 100%, ,,,,,,,,,,30.0,10.0,,,,,,
11.02.2020 08:00,13.5,732.5,765.4,1.0,76,Wind blowing from the south,6,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,9.4,No precipitation,12,,,,
11.02.2020 05:00,13.2,731.5,764.3,,76,Wind blowing from the south-southeast,7,,,, ,,,,,,,,,,30.0,9.1,,,,,,
11.02.2020 02:00,12.5,733.0,765.9,0.4,77,Wind blowing from the south,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.5,,,2500 or more  or no clouds.,,,30.0,8.6,No precipitation,12,,,,
10.02.2020 23:00,12.6,732.6,765.8,,76,Wind blowing from the south-southeast,11,,,, ,,,,,,,,,,30.0,8.5,,,,,,
10.02.2020 20:00,13.4,733.0,766.4,0.3,74,Wind blowing from the south-southeast,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,17.5,,,2500 or more  or no clouds.,,,30.0,8.9,No precipitation,12,,,,
10.02.2020 17:00,16.5,732.7,766.0,,63,Wind blowing from the north-west,2,,,70 – 80%., ,,,,,,,1500-2000,,,30.0,9.4,,,,,,
10.02.2020 14:00,14.9,733.3,766.7,-2.5,63,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,15.2,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,12,,,,
10.02.2020 11:00,10.3,735.8,769.6,,81,Wind blowing from the south-southeast,7,,,, ,,,,,,,,,,30.0,7.2,,,,,,
10.02.2020 08:00,5.1,736.0,770.2,1.3,99,Wind blowing from the west-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.7,,,1500-2000,,,30.0,5.0,No precipitation,12,,,,
10.02.2020 05:00,5.3,734.7,768.7,,99,Wind blowing from the south-east,2,,,, ,,,,,,,,,,25.0,5.2,,,,,,
10.02.2020 02:00,5.0,736.4,770.6,,99,Wind blowing from the north-west,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,5.7,,,2500 or more  or no clouds.,,,30.0,4.9,No precipitation,12,,,,
09.02.2020 23:00,5.5,738.0,772.2,,99,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,30.0,5.4,,,,,,
09.02.2020 20:00,5.5,738.4,772.7,0.0,99,Wind blowing from the south,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,5.7,,,1000-1500,,,6.0,5.4,0.1,12,,,,
09.02.2020 17:00,5.6,738.4,772.6,,99,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,5.6,,,,,,5.0,5.5,No precipitation,6,,,,
09.02.2020 14:00,4.9,739.1,773.5,,99,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,5.2,,,2500 or more  or no clouds.,,,0.9,4.8,5.0,12,,,,
09.02.2020 11:00,4.6,741.3,775.7,,99,Wind blowing from the north,4,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,5.2,,,,,,0.8,4.5,3.0,6,,,,
09.02.2020 08:00,3.9,740.7,775.2,0.6,99,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.6,,,,200-300,,,0.6,3.8,8.0,12,,,,
09.02.2020 05:00,3.9,740.1,774.5,,99,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.6,,,,,,,0.5,3.8,5.0,6,,,,
09.02.2020 02:00,4.1,740.6,775.0,,99,Wind blowing from the north-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.6,5.2,,,2500 or more  or no clouds.,,,0.3,4.0,3.0,12,,,,
08.02.2020 23:00,4.2,740.7,775.1,,99,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.6,5.2,,,,,,0.6,4.1,0.6,6,,,,
08.02.2020 20:00,4.1,739.9,774.4,,99,Wind blowing from the north-northwest,4,,7,100%.,Drizzle  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,3.6,5.2,,,300-600,,,0.5,4.0,6.0,12,,,,
08.02.2020 17:00,4.3,738.9,773.2,,99,Wind blowing from the north-northwest,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.6,5.2,,,300-600,,,0.4,4.2,0.6,6,,,,
08.02.2020 14:00,4.8,738.7,773.0,,99,Wind blowing from the north,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,4.9,,,300-600,,,2.3,4.7,7.0,12,,,,
08.02.2020 11:00,4.1,740.3,774.7,,99,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,3.6,4.3,,,300-600,,,0.7,4.0,6.0,6,,,,
08.02.2020 08:00,3.7,739.1,773.5,1.1,99,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.7,4.3,,,300-600,,,1.1,3.6,1.0,12,,,,
08.02.2020 05:00,3.9,738.0,772.3,,99,Wind blowing from the north-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.9,4.3,,,,,,0.5,3.8,0.6,6,,,,
08.02.2020 02:00,4.0,738.8,773.2,-0.1,99,Wind blowing from the north-northwest,4,,7,,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,Rain.,Fog or ice fog or thick haze.,3.9,4.5,,,2500 or more  or no clouds.,,,0.4,3.9,0.1,12,,,,
07.02.2020 23:00,4.0,738.9,773.3,,99,Wind blowing from the north-northwest,5,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.9,,,,,,,0.4,3.9,No precipitation,6,,,,
07.02.2020 20:00,4.1,737.7,772.0,,99,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.9,,,,200-300,,,0.4,4.0,0.3,12,,,,
07.02.2020 17:00,4.3,736.8,771.1,,99,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.9,,,,200-300,,,0.6,4.2,No precipitation,6,,,,
07.02.2020 14:00,4.2,737.5,771.7,-1.5,99,Wind blowing from the north-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.9,,,,200-300,,,0.4,4.1,0.3,12,,,,
07.02.2020 11:00,4.1,739.0,773.3,,99,Wind blowing from the north,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,4.0,,,,,,,0.4,4.0,0.3,6,,,,
07.02.2020 08:00,4.0,737.7,771.9,1.6,99,Wind blowing from the north,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,200-300,,,0.4,3.9,2.0,12,,,,
07.02.2020 05:00,4.2,736.1,770.2,,99,Wind blowing from the north,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.1,12.9,,,,,,0.4,4.1,0.2,6,,,,
07.02.2020 02:00,4.5,736.4,770.3,0.0,99,Wind blowing from the north-northwest,4,,11,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,13.2,,,2500 or more  or no clouds.,,,0.4,4.4,7.0,12,,,,
06.02.2020 23:00,5.4,736.4,770.2,,99,Wind blowing from the north,4,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.4,13.2,,,,,,0.9,5.3,3.0,6,,,,
06.02.2020 20:00,6.8,734.3,767.8,,99,Wind blowing from the north,5,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,6.8,13.2,,,300-600,,,0.5,6.7,19.0,12,,,,
06.02.2020 17:00,7.7,732.7,766.1,,99,Wind blowing from the north,6,,16,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.2,,,,,,1.7,7.6,7.0,6,,,,
06.02.2020 14:00,10.1,731.6,764.8,-0.8,99,Wind blowing from the north,3,,17,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,9.8,13.2,,,300-600,,,0.9,9.9,21.0,12,,,,
06.02.2020 11:00,11.6,732.4,765.6,,99,Wind blowing from the north-east,2,,17,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,13.2,,,,,,0.8,11.4,17.0,6,,,,
06.02.2020 08:00,12.4,730.6,763.8,1.2,99,Wind blowing from the south,9,,17,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,13.2,,,2500 or more  or no clouds.,,,30.0,12.2,10.0,12,,,,
