Local time in Yangjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.02.2020 23:00,11.9,762.9,771.2,,52,Wind blowing from the east-northeast,2,,10,, ,,,8.8,16.6,,,,,,30.0,2.3,No precipitation,6,,,,
17.02.2020 20:00,13.2,762.1,770.5,,45,Wind blowing from the east-northeast,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,16.6,,,,,,30.0,1.5,No precipitation,12,,,,
17.02.2020 17:00,15.5,760.5,768.8,,37,Wind blowing from the east-northeast,5,,12,no clouds, ,,,8.8,16.6,,,,,,30.0,0.8,No precipitation,6,,,,
17.02.2020 14:00,15.8,760.9,769.2,-2.3,39,Wind blowing from the east-northeast,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,16.0,,,,,,30.0,1.8,No precipitation,12,,,,
17.02.2020 11:00,13.4,763.2,771.6,,39,Wind blowing from the north-east,4,,12,, ,,,8.8,13.4,,,,,,30.0,-0.2,No precipitation,6,,,,
17.02.2020 08:00,8.9,762.7,771.2,,58,Wind blowing from the north,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,12.2,,,,,,30.0,1.0,No precipitation,12,,,,
17.02.2020 05:00,9.2,760.7,769.1,,68,Wind blowing from the north-east,5,,11,, ,,,8.8,,,,,,,30.0,3.6,No precipitation,6,,,,
17.02.2020 02:00,9.9,760.9,769.3,0.1,77,Wind blowing from the north-east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,2500 or more  or no clouds.,,,30.0,6.0,0.1,12,,,,
16.02.2020 23:00,10.1,760.8,769.2,,78,Wind blowing from the north-northeast,3,,13,, ,,,8.8,,,,,,,30.0,6.4,No precipitation,6,,,,
16.02.2020 20:00,9.6,759.4,767.8,1.6,84,Wind blowing from the north-northeast,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,2500 or more  or no clouds.,,,30.0,7.0,3.0,12,,,,
16.02.2020 17:00,9.4,757.8,766.1,,90,Wind blowing from the north-northeast,4,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,300-600,,,25.0,7.8,3.0,6,,,,
16.02.2020 14:00,9.2,758.5,766.8,-0.5,96,Wind blowing from the north,5,,13,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,22.4,,,300-600,,,30.0,8.6,4.0,12,,,,
16.02.2020 11:00,12.2,759.0,767.2,,78,Wind blowing from the north,5,,13,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,22.7,,,1000-1500,,,30.0,8.4,No precipitation,6,,,,
16.02.2020 08:00,12.2,757.7,765.9,2.2,78,Wind blowing from the north-northeast,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,22.7,,,2500 or more  or no clouds.,,,30.0,8.4,3.0,12,,,,
16.02.2020 05:00,13.1,755.5,763.6,,95,Wind blowing from the north-northeast,6,,13,, ,,,13.0,22.7,,,,,,30.0,12.3,3.0,6,,,,
16.02.2020 02:00,15.3,754.6,762.7,1.8,97,Wind blowing from the north-northeast,6,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.7,,,2500 or more  or no clouds.,,,18.0,14.9,2.0,12,,,,
15.02.2020 23:00,22.0,752.8,760.8,,98,Wind blowing from the south-east,3,,6,,Mist. ,,,,,,,,,,5.0,21.6,No precipitation,6,,,,
15.02.2020 20:00,22.1,751.4,759.4,1.2,98,Wind blowing from the south-east,4,,11,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,22.7,,,300-600,,,4.8,21.7,6.0,12,,,,
15.02.2020 17:00,22.1,750.2,758.2,,98,Wind blowing from the south-southeast,3,,13,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.2,22.7,,,300-600,,,7.0,21.7,4.0,6,,,,
15.02.2020 14:00,22.2,750.6,758.5,-2.2,98,Wind blowing from the south,3,,14,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,22.7,,,300-600,,,4.4,21.8,6.0,12,,,,
15.02.2020 11:00,22.1,752.8,760.7,,98,Wind blowing from the south-east,3,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,22.4,,,300-600,,,5.0,21.7,3.0,6,,,,
15.02.2020 08:00,21.5,751.3,759.3,0.9,98,Wind blowing from the south-southeast,7,,14,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.4,,,300-600,,,6.0,21.1,2.0,12,,,,
15.02.2020 05:00,21.6,750.4,758.3,,98,Wind blowing from the south-east,7,,14,,Mist. ,,,,22.4,,,,,,6.0,21.2,2.0,6,,,,
15.02.2020 02:00,21.9,751.5,759.4,-0.7,98,Wind blowing from the south-southeast,7,,14,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.4,,,2500 or more  or no clouds.,,,3.2,21.5,3.0,12,,,,
14.02.2020 23:00,22.2,752.2,760.1,,97,Wind blowing from the south-east,6,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.9,22.3,,,,,,14.0,21.7,0.2,6,,,,
14.02.2020 20:00,21.6,751.4,759.4,1.1,98,Wind blowing from the south-east,4,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,21.6,,,300-600,,,7.0,21.2,6.0,12,,,,
14.02.2020 17:00,21.3,750.3,758.3,,98,Wind blowing from the south-east,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,21.5,,,300-600,,,5.0,20.9,4.0,6,,,,
14.02.2020 14:00,21.0,750.7,758.8,-1.9,98,Wind blowing from the south-east,4,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,21.2,,,300-600,,,5.0,20.6,23.0,12,,,,
14.02.2020 11:00,21.0,752.6,760.6,,97,Wind blowing from the south,5,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,21.2,,,300-600,,,11.0,20.5,19.0,6,,,,
14.02.2020 08:00,20.7,751.7,759.7,0.7,99,Wind blowing from the south-east,5,,9,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,20.9,,,300-600,,,1.8,20.5,21.0,12,,,,
14.02.2020 05:00,19.6,751.0,759.0,,98,Wind blowing from the east-southeast,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,6.0,19.2,4.0,6,,,,
14.02.2020 02:00,19.3,751.6,759.7,,97,Wind blowing from the south-east,3,,5,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,20.9,,,2500 or more  or no clouds.,,,3.3,18.8,3.0,12,,,,
13.02.2020 23:00,19.5,752.6,760.6,,95,Wind blowing from the east,2,,8,, ,,,18.0,20.9,,,,,,30.0,18.6,No precipitation,6,,,,
13.02.2020 20:00,19.3,752.2,760.3,0.6,95,Wind blowing from the south-east,2,,10,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,20.9,,,300-600,,,30.0,18.4,7.0,12,,,,
13.02.2020 17:00,19.7,751.6,759.6,,92,Wind blowing from the south-east,3,,12,100%., ,,,18.0,21.4,,,300-600,,,30.0,18.3,1.0,6,,,,
13.02.2020 14:00,20.6,752.4,760.4,,90,Wind blowing from the south,2,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,23.3,,,300-600,,,30.0,18.9,30.0,12,,,,
13.02.2020 11:00,18.9,754.3,762.4,,98,Wind blowing from the east-southeast,3,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,300-600,,,23.0,18.5,28.0,6,,,,
13.02.2020 08:00,18.2,754.9,763.0,2.0,99,Wind blowing from the north-northwest,4,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,,,,300-600,,,4.4,18.0,23.0,12,,,,
13.02.2020 05:00,18.2,752.9,760.9,,98,Wind blowing from the east-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.8,23.3,,,,,,0.3,17.8,0.2,6,,,,
13.02.2020 02:00,18.0,753.4,761.4,-1.9,98,Wind blowing from the east-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,23.3,,,2500 or more  or no clouds.,,,1.8,17.6,No precipitation,12,,,,
12.02.2020 23:00,18.5,755.3,763.4,,98,Wind blowing from the south-east,2,,6,,Mist. ,,,16.8,23.3,,,,,,1.8,18.1,No precipitation,6,,,,
12.02.2020 20:00,18.6,754.4,762.5,0.6,97,Wind blowing from the south-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,23.3,,,300-600,,,6.0,18.1,No precipitation,12,,,,
12.02.2020 17:00,21.4,753.8,761.9,,84,Wind blowing from the south,3,,6,20–30%., ,,,16.8,23.3,,,2500 or more  or no clouds.,,,28.0,18.5,No precipitation,6,,,,
12.02.2020 14:00,21.0,754.9,763.0,-1.8,89,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,21.0,,,300-600,,,21.0,19.1,0.1,12,,,,
12.02.2020 11:00,20.3,756.7,764.8,,92,Wind blowing from the south,1,,5,100%., ,,,16.8,20.4,,,300-600,,,9.0,18.9,No precipitation,6,,,,
12.02.2020 08:00,17.1,756.4,764.6,0.8,98,Wind blowing from the east,2,,,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,,,,300-600,,,2.2,16.7,0.1,12,,,,
12.02.2020 05:00,16.9,755.6,763.7,,98,Wind blowing from the east,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,15.2,19.3,,,,,,0.2,16.5,0.1,6,,,,
12.02.2020 02:00,17.4,756.6,764.7,,97,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.3,,,,,,2.8,16.9,No precipitation,6,,,,
11.02.2020 23:00,17.0,756.7,764.9,,94,Wind blowing from the north-east,2,,5,,Mist. ,,,15.2,19.3,,,,,,3.4,16.1,No precipitation,6,,,,
11.02.2020 20:00,17.5,756.3,764.5,0.3,91,Wind blowing from the east-northeast,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.3,,,1000-1500,,,5.0,16.0,0.3,12,,,,
11.02.2020 17:00,18.8,756.0,764.2,,84,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.3,,,1000-1500,,,10.0,16.0,0.3,6,,,,
11.02.2020 14:00,18.0,756.7,764.9,-1.8,85,Wind blowing from the east-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,18.5,,,1000-1500,,,8.0,15.4,0.3,12,,,,
11.02.2020 11:00,17.0,758.5,766.7,,77,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,17.3,,,300-600,,,12.0,12.9,No precipitation,6,,,,
11.02.2020 08:00,15.4,758.0,766.2,1.0,79,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,12.0,11.7,Trace of precipitation,12,,,,
11.02.2020 05:00,15.5,757.0,765.2,,75,Wind blowing from the north-east,3,,8,, ,,,,17.3,,,,,,13.0,11.0,No precipitation,6,,,,
11.02.2020 02:00,15.4,757.7,765.9,-1.2,76,Wind blowing from the east-northeast,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.3,,,2500 or more  or no clouds.,,,12.0,11.2,No precipitation,12,,,,
10.02.2020 23:00,15.6,758.9,767.2,,76,Wind blowing from the east,2,,7,, ,,,12.0,17.3,,,,,,16.0,11.3,No precipitation,6,,,,
10.02.2020 20:00,15.9,758.2,766.5,0.0,73,Wind blowing from the east-northeast,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.3,,,1000-1500,,,19.0,11.0,No precipitation,12,,,,
10.02.2020 17:00,17.1,758.2,766.4,,71,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%, ,,,12.0,17.6,,,1000-1500,,,30.0,11.8,No precipitation,6,,,,
10.02.2020 14:00,17.2,759.1,767.3,-1.8,68,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.3,,,1000-1500,,,27.0,11.2,No precipitation,12,,,,
10.02.2020 11:00,15.3,760.9,769.1,,69,Wind blowing from the north-northeast,2,,9,100%., ,,,12.0,19.3,,,1000-1500,,,22.0,9.6,No precipitation,6,,,,
10.02.2020 08:00,12.9,760.0,768.3,1.1,77,Wind blowing from the north-northeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,19.3,,,1000-1500,,,30.0,8.9,No precipitation,12,,,,
10.02.2020 05:00,12.4,758.9,767.2,,80,Wind blowing from the north-east,2,,9,, ,,,12.4,19.3,,,,,,30.0,9.0,No precipitation,6,,,,
10.02.2020 02:00,13.1,760.0,768.2,-1.4,77,Wind blowing from the north-east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,19.3,,,2500 or more  or no clouds.,,,27.0,9.1,No precipitation,12,,,,
09.02.2020 23:00,14.3,761.4,769.6,,72,Wind blowing from the east-northeast,4,,10,, ,,,14.0,19.3,,,,,,26.0,9.3,No precipitation,6,,,,
09.02.2020 20:00,15.3,760.4,768.7,0.8,68,Wind blowing from the east-northeast,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,19.3,,,300-600,,,30.0,9.4,No precipitation,12,,,,
09.02.2020 17:00,17.6,759.6,767.8,,62,Wind blowing from the east-northeast,3,,13,100%., ,,,14.0,19.3,,,300-600,,,30.0,10.2,No precipitation,6,,,,
09.02.2020 14:00,16.9,760.6,768.9,-2.7,61,Wind blowing from the north-east,5,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,20.0,,,300-600,,,30.0,9.3,No precipitation,12,,,,
09.02.2020 11:00,14.3,763.3,771.5,,70,Wind blowing from the north-east,5,,13,100%., ,,,14.0,20.0,,,1000-1500,,,30.0,8.9,No precipitation,6,,,,
09.02.2020 08:00,14.1,762.1,770.3,,71,Wind blowing from the east-northeast,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,20.0,,,1000-1500,,,30.0,8.9,No precipitation,12,,,,
09.02.2020 05:00,14.8,761.1,769.3,,72,Wind blowing from the north-east,3,,10,, ,,,14.8,20.0,,,,,,30.0,9.8,No precipitation,6,,,,
09.02.2020 02:00,15.7,761.6,769.8,-0.1,74,Wind blowing from the north-northeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,20.0,,,2500 or more  or no clouds.,,,30.0,11.0,No precipitation,12,,,,
08.02.2020 23:00,16.6,761.7,769.9,,71,Wind blowing from the east-northeast,4,,11,, ,,,15.0,20.0,,,,,,26.0,11.3,No precipitation,6,,,,
08.02.2020 20:00,17.3,760.5,768.7,,69,Wind blowing from the east-northeast,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,20.0,,,1000-1500,,,30.0,11.5,No precipitation,12,,,,
08.02.2020 17:00,18.4,759.2,767.4,,67,Wind blowing from the east-northeast,3,,11,100%., ,,,15.0,20.0,,,1000-1500,,,30.0,12.1,No precipitation,6,,,,
08.02.2020 14:00,19.2,759.2,767.4,-1.4,66,Wind blowing from the north-east,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,22.4,,,1000-1500,,,30.0,12.7,No precipitation,12,,,,
08.02.2020 11:00,17.9,760.6,768.8,,69,Wind blowing from the east-northeast,6,,10,90  or more  but not 100%, ,,,15.0,,,,1000-1500,,,30.0,12.1,No precipitation,6,,,,
08.02.2020 08:00,15.3,759.7,767.8,1.5,81,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,,,,1500-2000,,,30.0,12.0,No precipitation,12,,,,
08.02.2020 05:00,15.4,758.2,766.4,,85,Wind blowing from the north-east,4,,9,, ,,,15.3,22.4,,,,,,30.0,12.8,No precipitation,6,,,,
08.02.2020 02:00,16.3,759.1,767.2,-0.1,84,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,22.4,,,2500 or more  or no clouds.,,,30.0,13.5,No precipitation,12,,,,
07.02.2020 23:00,16.8,759.2,767.4,,87,Wind blowing from the east-northeast,3,,9,, ,,,16.8,22.4,,,,,,19.0,14.6,No precipitation,6,,,,
07.02.2020 20:00,17.5,758.2,766.3,,89,Wind blowing from the east-northeast,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,22.4,,,300-600,,,13.0,15.6,No precipitation,12,,,,
07.02.2020 17:00,19.6,756.8,764.9,,78,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%, ,,,17.1,22.4,,,300-600,,,12.0,15.6,No precipitation,6,,,,
07.02.2020 14:00,21.2,757.0,765.1,-1.9,73,Wind blowing from the north-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,21.4,,,300-600,,,9.0,16.1,No precipitation,12,,,,
07.02.2020 11:00,18.9,758.9,767.1,,86,Wind blowing from the north-east,5,,8,100%., ,,,17.1,20.0,,,300-600,,,9.0,16.5,No precipitation,6,,,,
07.02.2020 08:00,17.3,757.6,765.8,1.2,93,Wind blowing from the east-northeast,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,,,,300-600,,,9.0,16.1,No precipitation,12,,,,
07.02.2020 05:00,17.3,756.4,764.5,,93,Wind blowing from the north-east,3,,6,, ,,,15.4,20.0,,,,,,9.0,16.1,No precipitation,6,,,,
07.02.2020 02:00,17.4,756.6,764.7,0.1,93,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,20.0,,,2500 or more  or no clouds.,,,8.0,16.2,No precipitation,12,,,,
06.02.2020 23:00,17.5,756.5,764.6,,94,Wind blowing from the east-northeast,3,,6,, ,,,15.1,20.0,,,,,,8.0,16.5,No precipitation,6,,,,
06.02.2020 20:00,18.2,756.0,764.2,1.4,91,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,20.0,,,300-600,,,12.0,16.7,No precipitation,12,,,,
06.02.2020 17:00,19.4,754.6,762.7,,85,Wind blowing from the east,2,,6,100%., ,,,14.9,20.0,,,300-600,,,13.0,16.8,No precipitation,6,,,,
06.02.2020 14:00,19.4,755.5,763.6,-1.6,86,Wind blowing from the east,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,20.0,,,300-600,,,16.0,17.0,No precipitation,12,,,,
06.02.2020 11:00,18.6,757.1,765.3,,85,Wind blowing from the north-east,3,,8,100%., ,,,14.9,18.7,,,300-600,,,17.0,16.0,No precipitation,6,,,,
06.02.2020 08:00,16.1,756.9,765.1,1.4,92,Wind blowing from the north-east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,300-600,,,14.0,14.8,No precipitation,12,,,,
06.02.2020 05:00,15.5,755.5,763.6,,91,Wind blowing from the east-northeast,3,,10,, ,,,14.2,17.7,,,,,,15.0,14.0,No precipitation,6,,,,
06.02.2020 02:00,15.2,756.4,764.6,-0.7,93,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.7,,,2500 or more  or no clouds.,,,8.0,14.0,No precipitation,12,,,,
05.02.2020 23:00,15.4,757.1,765.3,,93,Wind blowing from the north-east,4,,10,,Mist. ,,,14.1,17.7,,,,,,6.0,14.2,No precipitation,6,,,,
05.02.2020 20:00,15.4,756.1,764.3,0.4,94,Wind blowing from the east,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.7,,,1000-1500,,,6.0,14.4,No precipitation,12,,,,
05.02.2020 17:00,16.4,755.7,763.9,,88,Wind blowing from the north-east,4,,10,100%., ,,,14.1,17.7,,,1000-1500,,,9.0,14.4,No precipitation,6,,,,
05.02.2020 14:00,17.5,756.3,764.5,,80,Wind blowing from the north-east,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,17.7,,,1000-1500,,,15.0,14.0,No precipitation,12,,,,
05.02.2020 11:00,15.6,758.3,766.6,,88,Wind blowing from the north-east,4,,10,, ,,,14.1,17.4,,,,,,17.0,13.6,No precipitation,6,,,,
05.02.2020 08:00,14.4,757.5,765.7,1.0,94,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,300-600,,,17.0,13.4,No precipitation,12,,,,
05.02.2020 05:00,14.4,756.5,764.7,,92,Wind blowing from the north-northeast,4,,9,, ,,,13.5,17.4,,,,,,16.0,13.1,No precipitation,6,,,,
05.02.2020 02:00,14.2,757.3,765.5,-0.8,93,Wind blowing from the north-east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,17.4,,,2500 or more  or no clouds.,,,14.0,13.0,No precipitation,12,,,,
04.02.2020 23:00,14.7,758.1,766.3,,90,Wind blowing from the north-northeast,3,,8,, ,,,13.5,17.4,,,,,,19.0,13.0,No precipitation,6,,,,
04.02.2020 20:00,15.3,757.1,765.4,1.1,85,Wind blowing from the north-northeast,3,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,17.4,,,300-600,,,27.0,12.8,Trace of precipitation,12,,,,
04.02.2020 17:00,15.8,756.0,764.2,,81,Wind blowing from the east-northeast,4,,12,100%., ,,,13.5,18.7,,,300-600,,,30.0,12.5,No precipitation,6,,,,
04.02.2020 14:00,16.7,756.3,764.5,-1.8,79,Wind blowing from the north-east,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,20.3,,,300-600,,,30.0,13.0,0.4,12,,,,
04.02.2020 11:00,15.3,758.1,766.3,,87,Wind blowing from the north-east,4,,12,100%., ,,,13.5,,,,300-600,,,30.0,13.1,No precipitation,6,,,,
04.02.2020 08:00,13.9,757.3,765.5,0.9,93,Wind blowing from the north-east,4,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,,,,300-600,,,30.0,12.7,0.7,12,,,,
04.02.2020 05:00,13.5,756.4,764.6,,97,Wind blowing from the north-east,4,,11,,Rain (not freezing) not falling as shower(s). ,,,13.5,20.3,,,,,,30.0,13.0,0.5,6,,,,
04.02.2020 02:00,14.0,757.2,765.4,,96,Wind blowing from the north-east,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,20.3,,,2500 or more  or no clouds.,,,18.0,13.3,3.0,12,,,,
03.02.2020 23:00,14.4,757.4,765.6,,97,Wind blowing from the north,3,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.4,20.3,,,,,,9.0,13.9,3.0,6,,,,
