Local time in Jixi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.02.2020 11:00,-11.0,735.1,761.8,,46,Wind blowing from the north-west,6,,13,90  or more  but not 100%, ,,,-13.7,-9.7,,,1000-1500,,,30.0,-20.4,No precipitation,6,,,,
17.02.2020 08:00,-13.3,736.0,762.8,,53,Wind blowing from the west-northwest,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,,,,1000-1500,,,25.0,-20.9,No precipitation,12,,,,
17.02.2020 05:00,-13.4,736.3,763.0,,52,Wind blowing from the west-northwest,6,,11,, ,,,-15.6,-9.7,,,,,,30.0,-21.2,No precipitation,6,,,,
17.02.2020 02:00,-13.3,737.2,763.9,-0.7,59,Wind blowing from the west-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-9.7,,,2500 or more  or no clouds.,,,30.0,-19.6,Trace of precipitation,12,,,,
16.02.2020 23:00,-12.9,737.9,764.7,,53,Wind blowing from the north-northwest,3,,9,, ,,,-15.6,-9.7,,,,,,30.0,-20.5,No precipitation,6,,,,
16.02.2020 20:00,-12.4,739.6,766.5,0.1,53,Wind blowing from the north,5,,9,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-9.7,,,2500 or more  or no clouds.,,,30.0,-20.2,Trace of precipitation,12,,,,
16.02.2020 17:00,-11.8,739.5,766.4,,61,Wind blowing from the north-northwest,5,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-9.0,,,2500 or more  or no clouds.,,,20.0,-17.8,Trace of precipitation,6,,,,
16.02.2020 14:00,-10.0,738.9,765.7,-1.4,41,Wind blowing from the north,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-5.7,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
16.02.2020 11:00,-10.7,740.3,767.2,,41,Wind blowing from the east-northeast,3,,6,60%., ,,,-15.6,-5.5,,,2500 or more  or no clouds.,,,27.0,-21.4,No precipitation,6,,,,
16.02.2020 08:00,-13.8,741.1,768.1,-0.6,53,Wind blowing from the west,2,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,,,,1000-1500,,,12.0,-21.3,No precipitation,12,,,,
16.02.2020 05:00,-14.5,741.7,768.6,,58,Wind blowing from the west-northwest,2,,5,, ,,,-16.9,-5.5,,,,,,28.0,-21.1,No precipitation,6,,,,
16.02.2020 02:00,-14.3,742.5,769.3,-0.7,60,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.5,,,2500 or more  or no clouds.,,,25.0,-20.4,No precipitation,12,,,,
15.02.2020 23:00,-12.7,743.2,770.1,,54,Wind blowing from the west-northwest,2,,,, ,,,-16.9,-5.5,,,,,,27.0,-20.1,No precipitation,6,,,,
15.02.2020 20:00,-11.0,743.8,770.9,0.4,44,Wind blowing from the north,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.5,,,2500 or more  or no clouds.,,,25.0,-20.9,No precipitation,12,,,,
15.02.2020 17:00,-9.0,743.4,770.4,,38,Wind blowing from the north-west,2,,6,40%., ,,,-16.9,-5.5,,,1000-1500,,,30.0,-20.7,No precipitation,6,,,,
15.02.2020 14:00,-6.1,743.9,770.7,-1.8,35,Wind blowing from the west-southwest,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.5,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
15.02.2020 11:00,-8.2,745.7,772.6,,39,Wind blowing from the west-southwest,3,,6,60%., ,,,-16.9,-6.0,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,6,,,,
15.02.2020 08:00,-14.4,746.5,773.7,-0.1,70,Wind blowing from the west,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-6.0,,,2500 or more  or no clouds.,,,18.0,-18.8,No precipitation,12,,,,
15.02.2020 05:00,-15.5,746.6,773.8,,68,Wind blowing from the west,2,,6,, ,,,-16.0,-6.0,,,,,,28.0,-20.1,No precipitation,6,,,,
15.02.2020 02:00,-14.2,747.2,774.1,0.1,71,Wind blowing from the south-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-6.0,,,2500 or more  or no clouds.,,,27.0,-18.3,No precipitation,12,,,,
14.02.2020 23:00,-12.8,747.1,774.0,,77,Wind blowing from the south-west,1,,8,, ,,,-12.9,-4.9,,,,,,20.0,-16.1,No precipitation,6,,,,
14.02.2020 20:00,-11.2,747.0,774.0,1.6,69,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-1.8,,,,,,21.0,-15.9,No precipitation,12,,,,
14.02.2020 17:00,-8.8,745.4,772.2,,58,Wind blowing from the north-west,4,,10,40%., ,,,-10.7,-0.9,,,600-1000,,,30.0,-15.6,No precipitation,6,,,,
14.02.2020 14:00,-6.4,744.7,771.1,0.0,58,Wind blowing from the west-northwest,4,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,0.2,,,600-1000,,,30.0,-13.5,Trace of precipitation,12,,,,
14.02.2020 11:00,-7.8,744.7,771.2,,61,Wind blowing from the west-northwest,4,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,0.2,,,600-1000,,,27.0,-14.0,Trace of precipitation,6,,,,
14.02.2020 08:00,-10.5,744.8,771.2,1.9,68,Wind blowing from the north-west,7,,11,40%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,0.2,,,1000-1500,,,29.0,-15.3,Trace of precipitation,12,,,,
14.02.2020 05:00,-9.7,742.9,769.2,,72,Wind blowing from the west-northwest,5,,11,, ,,,-9.7,0.2,,,,,,30.0,-13.8,No precipitation,6,,,,
14.02.2020 02:00,-7.2,740.8,766.8,,86,Wind blowing from the west-northwest,4,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,0.2,,,2500 or more  or no clouds.,,,15.0,-9.1,No precipitation,12,,,,
13.02.2020 23:00,-4.8,738.1,763.9,,86,Wind blowing from the north-northwest,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-4.8,0.2,,,,,,6.0,-6.8,No precipitation,6,,,,
13.02.2020 20:00,-1.8,737.5,763.3,1.2,81,Wind blowing from the east,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.3,,,1000-1500,,,9.0,-4.6,Trace of precipitation,12,,,,
13.02.2020 17:00,-0.9,736.3,762.1,,79,Wind blowing from the east-northeast,3,,5,90  or more  but not 100%, ,,,-3.7,4.9,,,1000-1500,,,7.0,-4.2,No precipitation,6,,,,
13.02.2020 14:00,0.2,736.0,761.5,-0.5,81,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,,,,1000-1500,,,5.0,-2.7,No precipitation,12,,,,
13.02.2020 11:00,-0.6,736.5,762.1,,85,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,,,,1000-1500,,,4.7,-2.8,No precipitation,6,,,,
13.02.2020 08:00,-3.3,736.5,762.1,0.8,89,Wind blowing from the north-west,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,7.2,,,1000-1500,,,2.7,-4.9,No precipitation,12,,,,
13.02.2020 05:00,-2.7,735.7,761.2,,92,Wind blowing from the west,1,,7,,Mist. ,,,-3.6,7.2,,,,,,4.4,-3.8,No precipitation,6,,,,
13.02.2020 02:00,-1.9,735.5,760.8,,85,Wind blowing from the south-southwest,2,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,7.2,,,2500 or more  or no clouds.,,,6.0,-4.1,No precipitation,12,,,,
12.02.2020 23:00,0.0,735.4,760.6,,79,Wind blowing from the south-southeast,2,,,, ,,,-10.4,7.2,,,,,,8.0,-3.2,No precipitation,6,,,,
12.02.2020 20:00,2.4,735.5,760.8,0.8,68,Wind blowing from the south-west,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.2,,,,,,10.0,-2.9,No precipitation,12,,,,
12.02.2020 17:00,4.9,734.7,760.0,,60,Wind blowing from the west-southwest,6,,14,, ,,,-10.5,7.2,,,,,,12.0,-2.4,No precipitation,6,,,,
12.02.2020 14:00,6.9,733.8,759.4,-0.1,52,Wind blowing from the west-southwest,6,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,7.2,,,1000-1500,,,13.0,-2.5,No precipitation,12,,,,
12.02.2020 11:00,5.6,733.9,759.5,,54,Wind blowing from the south-west,7,,14,90  or more  but not 100%, ,,,-10.5,5.6,,,1000-1500,,,13.0,-3.2,No precipitation,6,,,,
12.02.2020 08:00,2.0,733.9,759.7,0.3,58,Wind blowing from the south,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,2.1,,,2500 or more  or no clouds.,,,12.0,-5.6,No precipitation,12,,,,
12.02.2020 05:00,-1.2,733.6,759.6,,66,Wind blowing from the south-west,3,,4,, ,,,-19.3,-1.2,,,,,,15.0,-6.9,No precipitation,6,,,,
12.02.2020 02:00,-9.5,734.5,760.7,,74,Wind blowing from the north-northwest,1,,6,, ,,,-19.3,-4.8,,,,,,8.0,-13.4,No precipitation,6,,,,
11.02.2020 23:00,-10.4,735.4,761.8,,75,Wind blowing from the west,1,,,,Haze. ,,,-19.3,-4.8,,,,,,7.0,-14.1,No precipitation,6,,,,
11.02.2020 20:00,-9.8,736.1,763.0,-1.3,68,Wind blowing from the east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-4.8,,,2500 or more  or no clouds.,,,13.0,-14.6,No precipitation,12,,,,
11.02.2020 17:00,-9.4,737.4,764.3,,65,Wind blowing from the east,3,,6,70 – 80%., ,,,-19.3,-4.8,,,2500 or more  or no clouds.,,,9.0,-14.8,No precipitation,6,,,,
11.02.2020 14:00,-5.4,738.4,765.2,-2.3,57,Wind blowing from the east-northeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-4.8,,,2500 or more  or no clouds.,,,11.0,-12.6,No precipitation,12,,,,
11.02.2020 11:00,-9.1,740.7,767.6,,60,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-19.3,-7.2,,,,,,8.0,-15.6,No precipitation,6,,,,
11.02.2020 08:00,-16.7,742.0,769.3,-0.3,84,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-7.2,,,2500 or more  or no clouds.,,,5.0,-18.8,No precipitation,12,,,,
11.02.2020 05:00,-18.4,742.3,769.6,,83,Wind blowing from the north-west,1,,5,,Mist. ,,,-18.4,-7.2,,,,,,7.0,-20.6,No precipitation,6,,,,
11.02.2020 02:00,-17.4,743.0,770.0,-0.6,85,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-7.2,,,2500 or more  or no clouds.,,,7.0,-19.3,No precipitation,12,,,,
10.02.2020 23:00,-15.4,743.6,770.8,,83,Wind blowing from the west-northwest,1,,5,, ,,,-18.0,-7.2,,,,,,8.0,-17.6,No precipitation,6,,,,
10.02.2020 20:00,-13.7,743.8,771.1,0.9,77,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-7.2,,,2500 or more  or no clouds.,,,10.0,-16.9,No precipitation,12,,,,
10.02.2020 17:00,-11.4,742.9,770.2,,73,Wind blowing from the east-northeast,3,,,10%  or less  but not 0, ,,,-18.0,-7.2,,,2500 or more  or no clouds.,,,13.0,-15.3,No precipitation,6,,,,
10.02.2020 14:00,-7.7,742.5,769.4,-0.1,54,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-7.6,,,,,,22.0,-15.6,Trace of precipitation,12,,,,
10.02.2020 11:00,-11.1,742.6,769.7,,65,Wind blowing from the west-northwest,1,,6,no clouds, ,,,-18.0,-9.9,,,,,,16.0,-16.4,Trace of precipitation,6,,,,
10.02.2020 08:00,-16.8,742.3,769.6,1.7,79,Wind blowing from the west,0,,7,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-9.9,,,1000-1500,,,9.0,-19.6,0.1,12,,,,
10.02.2020 05:00,-17.8,740.6,767.8,,82,Wind blowing from the south,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.2,-9.9,,,,,,10.0,-20.1,No precipitation,6,,,,
10.02.2020 02:00,-15.8,739.5,766.4,0.6,81,Wind blowing from the east,2,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-9.9,,,2500 or more  or no clouds.,,,15.0,-18.3,0.1,12,,,,
09.02.2020 23:00,-15.5,738.9,765.9,,82,Wind blowing from the east,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-18.8,-9.9,,,,,,11.0,-17.9,0.1,6,,,,
09.02.2020 20:00,-13.6,738.4,765.5,0.3,75,Wind blowing from the east-northeast,5,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-9.9,,,2500 or more  or no clouds.,,,4.1,-17.2,Trace of precipitation,12,,,,
09.02.2020 17:00,-12.5,738.1,765.2,,60,Wind blowing from the east,6,,8,90  or more  but not 100%, ,,,-18.8,-9.9,,,2500 or more  or no clouds.,,,22.0,-18.7,No precipitation,6,,,,
09.02.2020 14:00,-10.4,738.3,765.4,-2.2,38,Wind blowing from the east,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-9.9,,,2500 or more  or no clouds.,,,17.0,-22.0,No precipitation,12,,,,
09.02.2020 11:00,-11.8,740.5,767.6,,43,Wind blowing from the west-northwest,1,,8,90  or more  but not 100%, ,,,-18.8,-11.3,,,1000-1500,,,15.0,-21.9,No precipitation,6,,,,
09.02.2020 08:00,-16.5,741.8,769.1,,54,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-11.3,,,1000-1500,,,16.0,-23.6,No precipitation,12,,,,
09.02.2020 05:00,-18.2,742.6,769.9,,57,Wind blowing from the west,3,,9,, ,,,-20.7,-11.3,,,,,,20.0,-24.6,No precipitation,6,,,,
09.02.2020 02:00,-18.7,743.7,771.0,-0.7,57,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-11.3,,,2500 or more  or no clouds.,,,20.0,-25.1,No precipitation,12,,,,
08.02.2020 23:00,-15.6,744.4,771.7,,46,Wind blowing from the south-west,6,,,, ,,,-20.9,-11.3,,,,,,23.0,-24.6,No precipitation,6,,,,
08.02.2020 20:00,-14.9,745.0,772.6,,43,Wind blowing from the west-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-11.3,,,,,,21.0,-24.7,No precipitation,12,,,,
08.02.2020 17:00,-13.0,745.0,772.6,,39,Wind blowing from the west,4,,12,no clouds, ,,,-20.9,-11.3,,,,,,22.0,-24.1,No precipitation,6,,,,
08.02.2020 14:00,-11.8,744.6,771.9,-0.7,37,Wind blowing from the west-northwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-9.3,,,,,,21.0,-23.6,No precipitation,12,,,,
08.02.2020 11:00,-13.7,745.3,772.6,,44,Wind blowing from the west-northwest,6,,10,no clouds, ,,,-20.9,-9.2,,,,,,21.0,-23.3,No precipitation,6,,,,
08.02.2020 08:00,-20.0,745.4,773.1,,68,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-9.2,,,,,,8.0,-24.4,No precipitation,12,,,,
08.02.2020 05:00,-19.5,744.4,771.9,,65,Wind blowing from the west-southwest,4,,6,, ,,,-20.9,-9.2,,,,,,15.0,-24.4,No precipitation,6,,,,
08.02.2020 02:00,-17.6,743.7,770.8,0.8,60,Wind blowing from the west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-9.2,,,2500 or more  or no clouds.,,,17.0,-23.5,No precipitation,12,,,,
07.02.2020 23:00,-16.8,742.9,770.2,,64,Wind blowing from the south-west,2,,,, ,,,-18.1,-9.2,,,,,,13.0,-22.0,No precipitation,6,,,,
07.02.2020 20:00,-15.2,742.3,769.6,,58,Wind blowing from the west,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-9.2,,,2500 or more  or no clouds.,,,14.0,-21.6,No precipitation,12,,,,
07.02.2020 17:00,-12.0,741.6,768.7,,45,Wind blowing from the north-northwest,2,,13,20–30%., ,,,-18.1,-9.2,,,2500 or more  or no clouds.,,,13.0,-21.5,No precipitation,6,,,,
07.02.2020 14:00,-9.5,741.1,768.0,-1.2,39,Wind blowing from the west-northwest,7,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-9.2,,,2500 or more  or no clouds.,,,18.0,-20.9,No precipitation,12,,,,
07.02.2020 11:00,-12.0,742.3,769.3,,46,Wind blowing from the west-southwest,5,,9,no clouds, ,,,-18.1,-11.9,,,,,,16.0,-21.3,No precipitation,6,,,,
07.02.2020 08:00,-16.0,742.8,770.1,,50,Wind blowing from the south-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.0,,,,,,14.0,-24.0,No precipitation,12,,,,
07.02.2020 05:00,-16.4,742.0,769.2,,47,Wind blowing from the west,4,,9,, ,,,,-12.0,,,,,,22.0,-25.1,No precipitation,6,,,,
07.02.2020 02:00,-14.4,742.1,769.2,-1.0,48,Wind blowing from the south-west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.0,,,2500 or more  or no clouds.,,,24.0,-23.0,No precipitation,12,,,,
06.02.2020 23:00,-14.6,743.1,770.4,,51,Wind blowing from the south-west,2,,,, ,,,,-12.0,,,,,,20.0,-22.5,No precipitation,6,,,,
06.02.2020 20:00,-14.2,744.4,772.0,-1.1,49,Wind blowing from the west,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-12.0,,,1000-1500,,,19.0,-22.6,No precipitation,12,,,,
06.02.2020 17:00,-13.8,745.5,773.2,,46,Wind blowing from the west-southwest,2,,,90  or more  but not 100%, ,,,-21.8,-12.0,,,1000-1500,,,15.0,-22.9,No precipitation,6,,,,
06.02.2020 14:00,-12.3,746.5,774.0,-1.5,41,Wind blowing from the west-southwest,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-12.3,,,2500 or more  or no clouds.,,,23.0,-22.9,No precipitation,12,,,,
06.02.2020 11:00,-16.2,748.0,775.7,,50,Wind blowing from the south-west,8,,12,no clouds, ,,,-21.8,-15.4,,,,,,22.0,-24.2,No precipitation,6,,,,
06.02.2020 08:00,-20.6,749.0,777.1,0.5,60,Wind blowing from the west-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,,,,,,,16.0,-26.3,No precipitation,12,,,,
06.02.2020 05:00,-21.5,748.5,776.5,,61,Wind blowing from the south-west,9,,12,, ,,,-23.6,-15.4,,,,,,20.0,-27.0,No precipitation,6,,,,
06.02.2020 02:00,-20.2,748.2,776.0,0.5,59,Wind blowing from the south-west,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-15.4,,,2500 or more  or no clouds.,,,23.0,-26.1,No precipitation,12,,,,
05.02.2020 23:00,-19.6,747.7,775.6,,56,Wind blowing from the south-west,8,,14,, ,,,-23.6,-15.4,,,,,,24.0,-26.2,No precipitation,6,,,,
05.02.2020 20:00,-19.3,747.2,775.3,1.0,54,Wind blowing from the west-southwest,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-15.4,,,,,,24.0,-26.3,Trace of precipitation,12,,,,
05.02.2020 17:00,-17.5,746.2,774.2,,46,Wind blowing from the west,6,,14,20–30%., ,,,-23.6,-14.7,,,1000-1500,,,28.0,-26.4,No precipitation,6,,,,
05.02.2020 14:00,-15.6,744.7,772.5,,43,Wind blowing from the west,7,,,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-12.3,,,1000-1500,,,23.0,-25.3,Trace of precipitation,12,,,,
05.02.2020 11:00,-18.1,744.7,772.5,,54,Wind blowing from the west-southwest,9,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-12.3,,,2500 or more  or no clouds.,,,21.0,-25.1,Trace of precipitation,6,,,,
05.02.2020 08:00,-22.5,744.6,772.5,0.7,62,Wind blowing from the west-southwest,7,,,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-12.3,,,,,,12.0,-27.8,Trace of precipitation,12,,,,
05.02.2020 05:00,-23.2,743.9,771.7,,61,Wind blowing from the south-west,6,,10,, ,,,-23.4,-12.3,,,,,,22.0,-28.6,No precipitation,6,,,,
05.02.2020 02:00,-21.7,743.8,771.3,,63,Wind blowing from the west-southwest,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-12.3,,,2500 or more  or no clouds.,,,21.0,-26.9,0.2,12,,,,
04.02.2020 23:00,-20.1,743.5,771.1,,57,Wind blowing from the west-southwest,6,,,, ,,,-23.4,-12.3,,,,,,20.0,-26.4,No precipitation,6,,,,
04.02.2020 20:00,-17.8,742.7,770.5,1.3,51,Wind blowing from the west-southwest,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-12.3,,,600-1000,,,18.0,-25.5,0.2,12,,,,
04.02.2020 17:00,-14.7,741.4,769.0,,76,Wind blowing from the west,4,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-12.3,,,600-1000,,,3.2,-18.0,0.2,6,,,,
04.02.2020 14:00,-12.6,740.1,767.4,,45,Wind blowing from the west-southwest,6,,9,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-9.2,,,600-1000,,,22.0,-22.1,Trace of precipitation,12,,,,
04.02.2020 11:00,-15.6,740.5,767.8,,62,Wind blowing from the west-northwest,1,,6,20–30%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-9.2,,,2500 or more  or no clouds.,,,13.0,-21.2,Trace of precipitation,6,,,,
