Local time in Yichun (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.03.2020 02:00,11.7,753.1,765.1,,90,Wind blowing from the west,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,15.4,,,2500 or more  or no clouds.,,,4.0,10.1,1.0,12,,,,
09.03.2020 20:00,12.8,749.7,761.6,3.1,92,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,15.4,,,2500 or more  or no clouds.,,,8.0,11.5,6.0,12,,,,
09.03.2020 17:00,13.5,746.6,758.5,,95,Wind blowing from the west,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,15.5,,,300-600,,,2.4,12.7,1.0,6,,,,
09.03.2020 14:00,15.0,745.4,757.2,-0.8,92,Wind blowing from the west,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,15.7,,,300-600,,,10.0,13.7,7.0,12,,,,
09.03.2020 11:00,15.3,746.2,757.9,,95,Wind blowing from the west,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,15.7,,,,,,8.0,14.5,6.0,6,,,,
09.03.2020 08:00,14.8,745.0,756.7,2.0,97,Wind blowing from the west,3,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.9,14.3,12.0,12,,,,
09.03.2020 05:00,14.8,743.0,754.7,,97,Wind blowing from the west,3,,7,,Mist. ,,,,15.7,,,,,,3.6,14.3,5.0,6,,,,
09.03.2020 02:00,14.7,743.5,755.2,,97,Wind blowing from the west-southwest,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.7,,,2500 or more  or no clouds.,,,1.9,14.2,11.0,12,,,,
08.03.2020 20:00,14.7,742.5,754.3,0.7,97,Wind blowing from the north-east,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,15.7,,,1500-2000,,,1.5,14.2,0.7,12,,,,
08.03.2020 17:00,15.5,741.8,753.6,,92,Wind blowing from the east-northeast,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,15.7,,,1500-2000,,,3.4,14.2,No precipitation,6,,,,
08.03.2020 14:00,15.2,743.1,754.9,-3.3,91,Wind blowing from the east-northeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,15.3,,,1500-2000,,,5.0,13.7,1.0,12,,,,
08.03.2020 11:00,13.9,746.4,758.2,,96,Wind blowing from the east-northeast,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,13.9,,,2000-2500,,,1.9,13.3,No precipitation,6,,,,
08.03.2020 08:00,13.0,746.5,758.4,,98,Wind blowing from the east,3,,,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,13.3,,,200-300,,,0.8,12.7,2.0,12,,,,
08.03.2020 05:00,12.8,746.4,758.2,,97,Wind blowing from the north-east,2,,5,,Rain (not freezing) not falling as shower(s). ,,,,13.3,,,,,,3.9,12.3,2.0,6,,,,
08.03.2020 02:00,12.8,747.6,759.5,,97,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.3,,,2500 or more  or no clouds.,,,1.2,12.3,8.0,12,,,,
07.03.2020 20:00,13.1,748.4,760.3,,96,Wind blowing from the east,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,13.3,,,300-600,,,5.0,12.5,10.0,12,,,,
07.03.2020 17:00,13.2,747.7,759.6,,96,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.0,13.3,,,300-600,,,6.0,12.6,7.0,6,,,,
07.03.2020 14:00,13.0,748.3,760.2,-2.1,95,Wind blowing from the east-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,13.0,,,300-600,,,4.4,12.2,3.0,12,,,,
07.03.2020 11:00,12.4,750.4,762.4,,97,Wind blowing from the east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,12.4,,,300-600,,,1.8,11.9,0.4,6,,,,
07.03.2020 08:00,11.6,750.0,762.0,0.8,98,Wind blowing from the east,1,,3,100%.,Mist. ,Rain.,Drizzle.,,11.6,,,1000-1500,,,2.8,11.3,3.0,12,,,,
07.03.2020 05:00,11.4,749.2,761.2,,98,Calm  no wind,0,,,,Mist. ,,,,11.4,,,,,,3.9,11.1,2.0,6,,,,
07.03.2020 02:00,11.3,749.6,761.6,,98,Wind blowing from the west,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.3,,,2500 or more  or no clouds.,,,2.4,11.0,7.0,12,,,,
06.03.2020 20:00,11.1,749.6,761.6,0.7,97,Wind blowing from the east-southeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,11.4,,,300-600,,,2.0,10.6,12.0,12,,,,
06.03.2020 17:00,11.1,748.9,760.9,,96,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.8,12.3,,,300-600,,,2.2,10.5,6.0,6,,,,
06.03.2020 14:00,10.9,749.1,761.1,-2.5,95,Wind blowing from the north-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,12.6,,,300-600,,,3.5,10.1,13.0,12,,,,
06.03.2020 11:00,10.5,751.6,763.7,,95,Wind blowing from the east-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,,,,300-600,,,3.5,9.7,6.0,6,,,,
06.03.2020 08:00,10.1,750.7,762.8,,95,Wind blowing from the north-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,12.8,,,300-600,,,1.5,9.3,10.0,12,,,,
06.03.2020 05:00,9.8,750.9,762.9,,95,Wind blowing from the north-east,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.9,12.8,,,,,,2.4,9.0,7.0,6,,,,
06.03.2020 02:00,9.9,752.5,764.5,,95,Wind blowing from the east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.8,,,2500 or more  or no clouds.,,,2.1,9.1,5.0,12,,,,
05.03.2020 20:00,11.4,753.5,765.7,,77,Wind blowing from the east-southeast,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.8,,,1500-2000,,,5.0,7.5,Trace of precipitation,12,,,,
05.03.2020 17:00,12.3,753.8,765.9,,71,Wind blowing from the east-northeast,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.8,,,1500-2000,,,6.0,7.2,No precipitation,6,,,,
05.03.2020 14:00,12.7,754.8,766.9,-2.5,67,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.8,,,1000-1500,,,7.0,6.7,No precipitation,12,,,,
05.03.2020 11:00,11.2,757.3,769.5,,72,Wind blowing from the east,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,11.3,,,1500-2000,,,5.0,6.3,No precipitation,6,,,,
05.03.2020 08:00,8.4,757.4,769.6,,93,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.0,,,1500-2000,,,2.3,7.3,Trace of precipitation,12,,,,
05.03.2020 05:00,8.2,756.4,768.7,,94,Wind blowing from the east,1,,,,Mist. ,,,8.2,10.0,,,,,,2.2,7.3,No precipitation,6,,,,
05.03.2020 02:00,9.2,757.0,769.3,,89,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.0,,,2500 or more  or no clouds.,,,3.4,7.5,2.0,12,,,,
04.03.2020 20:00,8.9,757.6,769.9,0.8,93,Wind blowing from the south-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.0,,,300-600,,,2.2,7.8,2.0,12,,,,
04.03.2020 17:00,9.7,756.8,769.0,,84,Wind blowing from the south-southwest,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.0,,,300-600,,,4.6,7.1,No precipitation,6,,,,
04.03.2020 14:00,10.0,756.6,768.8,,79,Wind blowing from the east,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.0,,,300-600,,,5.0,6.5,0.5,12,,,,
04.03.2020 11:00,9.7,757.7,769.9,,82,Wind blowing from the north-east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,10.0,,,300-600,,,6.0,6.8,0.1,6,,,,
04.03.2020 08:00,8.8,757.6,769.8,1.5,92,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,1500-2000,,,4.5,7.6,0.6,12,,,,
04.03.2020 05:00,8.4,756.1,768.4,,94,Wind blowing from the east-southeast,1,,5,,Rain (not freezing) not falling as shower(s). ,,,8.4,10.0,,,,,,5.0,7.5,0.4,6,,,,
04.03.2020 02:00,8.6,756.4,768.6,,90,Wind blowing from the south-east,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,10.0,,,2500 or more  or no clouds.,,,6.0,7.1,5.0,12,,,,
03.03.2020 20:00,8.9,756.3,768.5,,93,Wind blowing from the east-southeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,11.4,,,300-600,,,5.0,7.8,15.0,12,,,,
03.03.2020 17:00,9.3,755.1,767.2,,95,Wind blowing from the south-east,2,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,,,,5.0,8.5,5.0,6,,,,
03.03.2020 14:00,10.0,754.7,766.9,-1.1,90,Wind blowing from the east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,300-600,,,20.0,8.4,13.0,12,,,,
03.03.2020 11:00,9.3,755.8,768.0,,95,Wind blowing from the east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,,,,4.0,8.5,10.0,6,,,,
03.03.2020 08:00,9.1,755.2,767.4,,92,Wind blowing from the east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,14.6,,,2500 or more  or no clouds.,,,2.9,7.9,10.0,12,,,,
03.03.2020 05:00,9.3,753.7,765.8,,92,Wind blowing from the east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.3,14.6,,,,,,8.0,8.1,4.0,6,,,,
03.03.2020 02:00,9.7,754.8,766.9,,94,Wind blowing from the north-east,2,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,14.6,,,2500 or more  or no clouds.,,,1.4,8.8,7.0,12,,,,
02.03.2020 20:00,11.4,754.8,766.9,1.4,83,Wind blowing from the east-northeast,2,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.6,,,2500 or more  or no clouds.,,,6.0,8.6,0.3,12,,,,
02.03.2020 17:00,12.0,753.4,765.5,,72,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,15.1,,,1500-2000,,,10.0,7.1,0.2,6,,,,
02.03.2020 14:00,14.3,752.8,764.8,,61,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,15.3,,,1500-2000,,,14.0,6.9,No precipitation,12,,,,
02.03.2020 11:00,13.4,755.4,767.4,,60,Wind blowing from the east,4,,,no clouds, ,,,,,,,,,,12.0,5.8,,,,,,
02.03.2020 08:00,10.0,755.7,767.8,0.2,76,Wind blowing from the east-southeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,15.3,,,2500 or more  or no clouds.,,,10.0,6.0,No precipitation,12,,,,
02.03.2020 05:00,10.6,755.5,767.5,,74,Wind blowing from the east,2,,,, ,,,,,,,,,,11.0,6.2,,,,,,
02.03.2020 02:00,11.8,755.6,767.7,,71,Wind blowing from the east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.3,,,2500 or more  or no clouds.,,,11.0,6.7,No precipitation,12,,,,
01.03.2020 20:00,13.6,754.5,766.5,1.5,82,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.3,,,1500-2000,,,10.0,10.6,Trace of precipitation,12,,,,
01.03.2020 17:00,15.1,753.0,765.0,,75,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,,,,,600-1000,,,18.0,10.7,,,,,,
01.03.2020 14:00,12.6,753.7,765.7,-0.6,94,Wind blowing from the west,2,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,12.6,,,300-600,,,2.6,11.7,0.2,12,,,,
01.03.2020 11:00,11.7,754.3,766.3,,93,Wind blowing from the west,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,11.7,,,300-600,,,3.7,10.6,No precipitation,6,,,,
01.03.2020 08:00,11.1,753.1,765.1,1.7,95,Wind blowing from the west,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,11.7,,,300-600,,,4.2,10.3,5.0,12,,,,
01.03.2020 05:00,11.0,751.4,763.4,,95,Wind blowing from the west,2,,6,,Rain (not freezing) not falling as shower(s). ,,,10.4,11.7,,,,,,3.4,10.2,0.9,6,,,,
01.03.2020 02:00,11.3,750.9,762.9,,96,Wind blowing from the west-southwest,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.7,,,2500 or more  or no clouds.,,,7.0,10.7,22.0,12,,,,
29.02.2020 20:00,11.4,750.4,762.4,1.2,97,Wind blowing from the west,2,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,1.6,10.9,18.0,12,,,,
29.02.2020 17:00,11.5,749.2,761.2,,95,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,4.2,10.7,5.0,6,,,,
29.02.2020 14:00,11.3,750.0,762.0,,92,Wind blowing from the west,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,3.3,10.0,0.4,12,,,,
29.02.2020 11:00,10.8,751.3,763.3,,91,Wind blowing from the west,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,2.8,9.4,0.2,6,,,,
29.02.2020 08:00,10.5,751.0,763.0,0.9,89,Wind blowing from the west,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,19.3,,,1500-2000,,,4.6,8.8,Trace of precipitation,12,,,,
29.02.2020 05:00,10.6,750.1,762.0,,88,Wind blowing from the west,2,,8,,Mist. ,,,10.5,19.3,,,,,,4.9,8.7,No precipitation,6,,,,
29.02.2020 02:00,11.0,750.8,762.7,,91,Wind blowing from the west,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.3,,,2500 or more  or no clouds.,,,3.0,9.6,No precipitation,12,,,,
28.02.2020 20:00,13.8,751.0,762.9,,83,Wind blowing from the west,4,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,19.3,,,1500-2000,,,4.8,11.0,No precipitation,12,,,,
28.02.2020 17:00,17.9,750.3,762.1,,72,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,7.0,12.8,,,,,,
28.02.2020 14:00,18.3,750.7,762.5,-2.1,70,Wind blowing from the west,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,18.5,,,2500 or more  or no clouds.,,,4.8,12.7,No precipitation,12,,,,
28.02.2020 11:00,15.6,752.8,764.8,,76,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,17.0,,,1500-2000,,,4.8,11.4,No precipitation,6,,,,
28.02.2020 08:00,13.8,752.4,764.3,,85,Wind blowing from the west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,2500 or more  or no clouds.,,,3.1,11.3,No precipitation,12,,,,
28.02.2020 05:00,13.5,751.2,763.0,,84,Wind blowing from the north-east,1,,6,,Mist. ,,,12.7,17.0,,,,,,3.5,10.9,No precipitation,6,,,,
28.02.2020 02:00,13.8,751.6,763.5,,83,Wind blowing from the east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,17.0,,,2500 or more  or no clouds.,,,3.7,11.0,No precipitation,12,,,,
27.02.2020 20:00,14.7,753.3,765.2,0.3,78,Wind blowing from the east,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,19.1,,,1500-2000,,,5.0,10.9,No precipitation,12,,,,
27.02.2020 17:00,15.8,753.0,764.9,,73,Wind blowing from the east,4,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,1500-2000,,,7.0,11.0,No precipitation,6,,,,
27.02.2020 14:00,16.1,753.6,765.5,-2.6,71,Wind blowing from the east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,1500-2000,,,8.0,10.8,No precipitation,12,,,,
27.02.2020 11:00,13.5,756.2,768.2,,81,Wind blowing from the east,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,1500-2000,,,4.9,10.3,No precipitation,6,,,,
27.02.2020 08:00,12.7,755.7,767.6,0.9,85,Wind blowing from the east,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,26.7,,,1500-2000,,,5.0,10.2,No precipitation,12,,,,
27.02.2020 05:00,13.7,754.8,766.5,,79,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,8.0,10.1,,,,,,
27.02.2020 02:00,14.2,755.4,767.1,,75,Wind blowing from the east-southeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,26.7,,,2500 or more  or no clouds.,,,10.0,9.8,No precipitation,12,,,,
26.02.2020 20:00,19.1,753.8,765.7,2.2,68,Wind blowing from the east,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,26.7,,,2500 or more  or no clouds.,,,8.0,13.1,No precipitation,12,,,,
26.02.2020 17:00,25.4,751.6,763.3,,53,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,13.0,15.1,,,,,,
26.02.2020 14:00,25.6,752.1,763.7,-1.9,53,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,26.1,,,,,,8.0,15.3,No precipitation,12,,,,
26.02.2020 11:00,21.6,754.0,765.7,,67,Wind blowing from the west,1,,3,20–30%., ,,,14.1,26.8,,,1500-2000,,,8.0,15.2,No precipitation,6,,,,
26.02.2020 08:00,15.0,753.3,765.1,,89,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,26.8,,,1500-2000,,,11.0,13.2,No precipitation,12,,,,
26.02.2020 05:00,14.7,751.6,763.3,,90,Wind blowing from the south-southwest,2,,3,, ,,,14.7,26.8,,,,,,11.0,13.1,No precipitation,6,,,,
26.02.2020 02:00,15.6,751.4,763.0,,88,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,26.8,,,2500 or more  or no clouds.,,,12.0,13.6,No precipitation,12,,,,
25.02.2020 20:00,19.9,750.9,762.7,1.1,77,Wind blowing from the south-southwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,26.8,,,1500-2000,,,11.0,15.8,No precipitation,12,,,,
25.02.2020 17:00,23.5,749.8,761.5,,58,Calm  no wind,0,,,, ,,,,,,,,,,17.0,14.8,,,,,,
25.02.2020 14:00,25.6,750.0,761.6,,46,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,28.7,,,600-1000,,,22.0,13.1,No precipitation,12,,,,
25.02.2020 11:00,22.8,751.6,763.3,,52,Wind blowing from the north,2,,2,no clouds, ,,,14.8,28.7,,,,,,16.0,12.4,No precipitation,6,,,,
25.02.2020 08:00,16.0,751.3,763.0,1.5,79,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,28.7,,,2500 or more  or no clouds.,,,19.0,12.4,No precipitation,12,,,,
25.02.2020 05:00,15.3,749.8,761.5,,81,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,19.0,12.1,,,,,,
25.02.2020 02:00,15.6,750.0,761.6,,77,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,28.7,,,2500 or more  or no clouds.,,,23.0,11.6,No precipitation,12,,,,
24.02.2020 20:00,20.8,749.3,761.1,1.1,56,Wind blowing from the south-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,28.7,,,,,,20.0,11.7,No precipitation,12,,,,
24.02.2020 17:00,26.7,748.2,759.8,,38,Wind blowing from the south,3,,,, ,,,,,,,,,,26.0,11.2,,,,,,
24.02.2020 14:00,26.7,749.5,761.1,-2.7,37,Wind blowing from the east-northeast,2,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,26.7,,,600-1000,,,17.0,10.8,No precipitation,12,,,,
24.02.2020 11:00,19.9,752.2,764.0,,58,Wind blowing from the north,2,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,22.9,,,,,,8.0,11.4,No precipitation,6,,,,
24.02.2020 08:00,12.4,752.9,764.8,,88,Wind blowing from the south,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,22.9,,,2500 or more  or no clouds.,,,6.0,10.5,No precipitation,12,,,,
