Local time in Shangzhi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,-14.9,751.0,769.9,,87,Wind blowing from the south-southeast,1,,5,,Mist. ,,,-17.5,-4.0,,,,,,6.0,-16.6,No precipitation,6,,,,
19.02.2020 02:00,-12.6,750.7,769.5,,86,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-4.0,,,2500 or more  or no clouds.,,,10.0,-14.5,No precipitation,12,,,,
18.02.2020 20:00,-5.7,749.3,768.1,1.3,75,Wind blowing from the west-southwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-4.0,,,,,,10.0,-9.4,No precipitation,12,,,,
18.02.2020 17:00,-5.3,748.0,766.8,,67,Wind blowing from the west,3,,11,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-4.0,,,,,,7.0,-10.6,No precipitation,6,,,,
18.02.2020 14:00,-4.8,747.1,765.9,-1.2,57,Wind blowing from the west-southwest,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-4.4,,,1000-1500,,,8.0,-12.0,No precipitation,12,,,,
18.02.2020 11:00,-7.7,748.3,767.2,,59,Wind blowing from the west-southwest,3,,7,100%., ,,,-17.5,-6.6,,,1000-1500,,,11.0,-14.5,No precipitation,6,,,,
18.02.2020 08:00,-15.1,749.9,769.0,0.4,74,Wind blowing from the south-west,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-6.6,,,1000-1500,,,3.0,-18.7,No precipitation,12,,,,
18.02.2020 05:00,-17.2,749.5,768.5,,79,Wind blowing from the south-west,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-17.5,-6.6,,,,,,6.0,-20.0,No precipitation,6,,,,
18.02.2020 02:00,-16.9,749.5,768.4,,79,Wind blowing from the west-southwest,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-6.6,,,2500 or more  or no clouds.,,,6.0,-19.7,No precipitation,12,,,,
17.02.2020 20:00,-12.6,748.6,767.7,,63,Wind blowing from the west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.6,,,,,,10.0,-18.2,No precipitation,12,,,,
17.02.2020 17:00,-8.4,747.1,765.8,,43,Wind blowing from the west,3,,6,no clouds, ,,,-15.9,-6.6,,,,,,12.0,-18.8,No precipitation,6,,,,
17.02.2020 14:00,-6.9,746.2,764.9,-0.6,50,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-6.7,,,,,,15.0,-15.8,No precipitation,12,,,,
17.02.2020 11:00,-7.9,746.8,765.6,,46,Wind blowing from the south,2,,7,60%., ,,,-15.9,-7.9,,,1000-1500,,,28.0,-17.5,No precipitation,6,,,,
17.02.2020 08:00,-14.4,747.5,766.5,0.0,68,Wind blowing from the south-southwest,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-10.2,,,2500 or more  or no clouds.,,,2.2,-19.0,No precipitation,12,,,,
17.02.2020 05:00,-12.2,747.5,766.4,,50,Wind blowing from the north-northwest,1,,8,, ,,,-14.1,-10.2,,,,,,30.0,-20.7,No precipitation,6,,,,
17.02.2020 02:00,-12.5,747.6,766.4,,56,Wind blowing from the north-east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-10.2,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
16.02.2020 20:00,-12.8,748.7,767.7,0.4,51,Wind blowing from the north-east,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-10.2,,,1000-1500,,,30.0,-20.8,No precipitation,12,,,,
16.02.2020 17:00,-11.7,748.3,767.2,,51,Wind blowing from the north-east,4,,12,60%., ,,,-14.1,-8.4,,,1000-1500,,,30.0,-20.0,No precipitation,6,,,,
16.02.2020 14:00,-10.6,747.4,766.3,-1.1,50,Wind blowing from the east-northeast,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-6.1,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
16.02.2020 11:00,-11.8,748.5,767.4,,50,Wind blowing from the north-east,6,,12,, ,,,-14.1,,,,,,,30.0,-20.1,No precipitation,6,,,,
16.02.2020 08:00,-13.7,749.5,768.4,0.4,53,Wind blowing from the north-east,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-6.1,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
16.02.2020 05:00,-13.4,749.1,767.9,,58,Wind blowing from the north-east,4,,10,, ,,,-20.5,-6.1,,,,,,30.0,-19.9,No precipitation,6,,,,
16.02.2020 02:00,-12.5,750.2,769.0,,60,Wind blowing from the north-east,2,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.1,,,2500 or more  or no clouds.,,,23.0,-18.7,No precipitation,12,,,,
15.02.2020 20:00,-10.2,751.9,771.0,0.3,56,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.1,,,2500 or more  or no clouds.,,,18.0,-17.3,No precipitation,12,,,,
15.02.2020 17:00,-8.4,751.6,770.8,,47,Wind blowing from the east,1,,4,, ,,,-20.5,-6.1,,,,,,12.0,-17.7,No precipitation,6,,,,
15.02.2020 14:00,-6.5,753.0,772.0,-2.1,40,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.4,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
15.02.2020 11:00,-9.9,755.1,774.2,,53,Wind blowing from the east,1,,3,, ,,,-20.5,-7.2,,,,,,28.0,-17.7,No precipitation,6,,,,
15.02.2020 08:00,-17.2,756.4,775.7,-0.6,76,Wind blowing from the north-northwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-7.2,,,2500 or more  or no clouds.,,,4.1,-20.4,No precipitation,12,,,,
15.02.2020 05:00,-19.5,757.0,776.2,,81,Wind blowing from the west-southwest,1,,5,, ,,,-19.9,-7.2,,,,,,12.0,-21.9,No precipitation,6,,,,
15.02.2020 02:00,-18.7,758.2,777.4,,80,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-6.1,,,2500 or more  or no clouds.,,,9.0,-21.3,No precipitation,12,,,,
14.02.2020 20:00,-12.9,757.6,776.8,1.6,57,Wind blowing from the north-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-5.7,,,,,,30.0,-19.8,No precipitation,12,,,,
14.02.2020 17:00,-9.4,756.0,774.9,,70,Wind blowing from the south-west,1,,7,20–30%., ,,,-11.8,-5.3,,,1000-1500,,,8.0,-14.0,No precipitation,6,,,,
14.02.2020 14:00,-7.9,755.3,774.1,-0.2,67,Wind blowing from the south-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.3,,,2500 or more  or no clouds.,,,29.0,-13.1,No precipitation,12,,,,
14.02.2020 11:00,-9.6,755.5,774.2,,72,Wind blowing from the south-southwest,2,,7,40%., ,,,-11.8,-1.6,,,1000-1500,,,23.0,-13.7,No precipitation,6,,,,
14.02.2020 08:00,-11.2,754.9,773.8,2.3,82,Wind blowing from the south-west,3,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.9,,,2500 or more  or no clouds.,,,9.0,-13.7,0.2,12,,,,
14.02.2020 05:00,-8.1,752.6,771.2,,83,Wind blowing from the south-west,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.1,,,,,,,25.0,-10.5,0.1,6,,,,
14.02.2020 02:00,-6.2,751.1,769.6,,86,Wind blowing from the south-southwest,1,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,1.2,,,2500 or more  or no clouds.,,,20.0,-8.2,0.2,12,,,,
13.02.2020 20:00,-6.0,746.2,764.4,2.4,92,Wind blowing from the north-east,3,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,1.2,,,2500 or more  or no clouds.,,,5.0,-7.1,No precipitation,12,,,,
13.02.2020 17:00,-5.3,743.8,761.9,,90,Wind blowing from the north-east,3,,7,100%., ,,,-5.3,3.0,,,1000-1500,,,4.4,-6.7,No precipitation,6,,,,
13.02.2020 14:00,-3.3,743.0,761.0,,79,Wind blowing from the north-east,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.4,,,2500 or more  or no clouds.,,,7.0,-6.4,No precipitation,12,,,,
13.02.2020 11:00,-1.6,743.5,761.5,,81,Wind blowing from the north-east,3,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,4.9,,,,,,6.0,-4.4,No precipitation,6,,,,
13.02.2020 08:00,0.9,743.1,760.9,1.1,87,Wind blowing from the north-east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,3.6,-1.0,No precipitation,12,,,,
13.02.2020 05:00,0.5,742.0,759.8,,92,Wind blowing from the north,2,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.4,4.9,,,,,,2.4,-0.6,No precipitation,6,,,,
13.02.2020 02:00,0.6,742.7,760.5,,93,Wind blowing from the north,0,,7,,Snow not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,5.0,,,2500 or more  or no clouds.,,,3.4,-0.4,No precipitation,12,,,,
12.02.2020 20:00,0.9,743.5,761.4,0.2,90,Wind blowing from the south-east,1,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,6.2,,,2500 or more  or no clouds.,,,2.4,-0.6,No precipitation,12,,,,
12.02.2020 17:00,3.0,743.3,761.0,,79,Wind blowing from the south-southwest,1,,11,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.2,,,1000-1500,,,3.8,-0.3,No precipitation,6,,,,
12.02.2020 14:00,4.3,743.1,760.7,-0.1,72,Wind blowing from the west-southwest,3,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,6.0,-0.3,No precipitation,12,,,,
12.02.2020 11:00,4.7,743.2,760.9,,68,Wind blowing from the west-southwest,5,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,,,,7.0,-0.7,No precipitation,6,,,,
12.02.2020 08:00,3.3,742.6,760.3,1.1,71,Wind blowing from the west-southwest,5,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,6.0,-1.6,No precipitation,12,,,,
12.02.2020 05:00,4.2,741.5,759.3,,66,Wind blowing from the west-southwest,6,,,, ,,,,6.9,,,,,,9.0,-1.6,No precipitation,6,,,,
12.02.2020 02:00,5.0,741.7,759.4,,63,Wind blowing from the west-southwest,6,,,, ,,,,6.9,,,,,,10.0,-1.5,No precipitation,6,,,,
11.02.2020 20:00,3.1,741.7,760.1,-0.6,54,Wind blowing from the west-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,8.0,-5.3,No precipitation,12,,,,
11.02.2020 17:00,0.2,742.3,760.9,,68,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,,,,,,,1.4,-5.0,No precipitation,6,,,,
11.02.2020 14:00,1.8,743.5,762.1,-2.3,51,Wind blowing from the east,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,,,,1000-1500,,,4.9,-7.3,No precipitation,12,,,,
11.02.2020 11:00,-7.7,745.8,764.7,,65,Wind blowing from the north,1,,3,70 – 80%., ,,,-21.3,-6.0,,,1000-1500,,,5.0,-13.3,No precipitation,6,,,,
11.02.2020 08:00,-19.2,747.4,766.6,-0.6,80,Wind blowing from the south-west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,,,,2500 or more  or no clouds.,,,1.4,-21.8,No precipitation,12,,,,
11.02.2020 05:00,-21.2,748.0,767.2,,79,Calm  no wind,0,,,,Haze. ,,,-21.2,-6.0,,,,,,4.1,-23.9,No precipitation,6,,,,
11.02.2020 02:00,-20.5,749.4,768.4,,81,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.0,,,2500 or more  or no clouds.,,,3.1,-22.9,No precipitation,12,,,,
10.02.2020 20:00,-15.7,750.8,770.0,0.4,82,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-6.0,,,2500 or more  or no clouds.,,,1.2,-18.1,No precipitation,12,,,,
10.02.2020 17:00,-10.3,750.4,769.3,,68,Wind blowing from the east-southeast,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-6.0,,,,,,1.3,-15.2,No precipitation,6,,,,
10.02.2020 14:00,-6.9,750.5,769.3,-0.8,55,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-6.9,,,2500 or more  or no clouds.,,,9.0,-14.6,0.2,12,,,,
10.02.2020 11:00,-11.1,751.3,770.2,,70,Wind blowing from the south-west,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-7.9,,,,,,4.6,-15.5,0.1,6,,,,
10.02.2020 08:00,-13.9,750.6,769.6,1.5,82,Wind blowing from the south-west,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,-7.9,,,1000-1500,,,2.6,-16.3,0.3,12,,,,
10.02.2020 05:00,-12.8,749.1,767.9,,84,Wind blowing from the south-west,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-7.9,,,,,,3.8,-14.9,0.2,6,,,,
10.02.2020 02:00,-11.6,747.7,766.4,,85,Wind blowing from the west-southwest,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.9,,,2500 or more  or no clouds.,,,3.4,-13.6,2.0,12,,,,
09.02.2020 20:00,-10.0,744.8,763.9,0.7,88,Wind blowing from the north-northwest,3,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-7.9,,,1000-1500,,,4.9,-11.6,2.0,12,,,,
09.02.2020 17:00,-8.4,744.1,763.2,,85,Wind blowing from the east,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-7.9,,,1000-1500,,,0.9,-10.5,0.2,6,,,,
09.02.2020 14:00,-8.4,743.6,762.7,-2.6,56,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-8.4,,,1000-1500,,,11.0,-15.8,No precipitation,12,,,,
09.02.2020 11:00,-11.8,746.2,765.5,,50,Wind blowing from the north,1,,3,90  or more  but not 100%, ,,,-24.5,-11.8,,,,,,8.0,-20.1,No precipitation,6,,,,
09.02.2020 08:00,-19.7,748.7,768.2,,78,Wind blowing from the north-northwest,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-12.2,,,2500 or more  or no clouds.,,,2.1,-22.6,No precipitation,12,,,,
09.02.2020 05:00,-23.4,750.1,769.6,,76,Wind blowing from the west,1,,5,,Haze. ,,,-24.3,-12.2,,,,,,5.0,-26.4,No precipitation,6,,,,
09.02.2020 02:00,-22.9,752.5,772.0,,76,Wind blowing from the south-west,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-12.2,,,2500 or more  or no clouds.,,,5.0,-26.0,No precipitation,12,,,,
08.02.2020 20:00,-18.9,755.3,775.1,-0.5,67,Wind blowing from the south-west,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-12.2,,,2500 or more  or no clouds.,,,1.9,-23.5,No precipitation,12,,,,
08.02.2020 17:00,-15.8,755.8,775.5,,66,Wind blowing from the west-southwest,4,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-12.2,,,,,,4.1,-20.7,No precipitation,6,,,,
08.02.2020 14:00,-12.7,755.8,775.2,-0.9,58,Wind blowing from the south-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-10.4,,,,,,6.0,-19.4,No precipitation,12,,,,
08.02.2020 11:00,-15.5,756.7,776.2,,72,Wind blowing from the south-west,4,,7,no clouds, ,,,-24.3,-9.9,,,,,,4.2,-19.4,No precipitation,6,,,,
08.02.2020 08:00,-23.2,756.4,776.1,1.3,80,Wind blowing from the south-southwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-9.9,,,,,,1.2,-25.7,No precipitation,12,,,,
08.02.2020 05:00,-23.1,755.1,774.7,,80,Wind blowing from the south-west,1,,4,,Mist. ,,,-25.7,-9.9,,,,,,0.7,-25.6,No precipitation,6,,,,
08.02.2020 02:00,-20.9,754.4,773.8,,81,Wind blowing from the south-southwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-9.9,,,2500 or more  or no clouds.,,,1.6,-23.3,No precipitation,12,,,,
07.02.2020 20:00,-17.6,752.8,772.5,,74,Wind blowing from the south-southwest,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-9.9,,,,,,3.0,-21.1,No precipitation,6,,,,
07.02.2020 17:00,-14.7,751.6,771.2,,67,Wind blowing from the west-southwest,2,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-9.9,,,,,,2.6,-19.5,No precipitation,6,,,,
07.02.2020 14:00,-10.3,751.0,770.2,-0.9,63,Wind blowing from the west-southwest,4,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-9.9,,,2500 or more  or no clouds.,,,6.0,-16.0,No precipitation,12,,,,
07.02.2020 11:00,-13.4,751.9,771.2,,64,Wind blowing from the south-southwest,3,,4,90  or more  but not 100%, ,,,-25.7,-13.4,,,,,,5.0,-18.9,No precipitation,6,,,,
07.02.2020 08:00,-22.2,752.2,771.9,,77,Wind blowing from the south-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-13.9,,,,,,1.3,-25.1,No precipitation,6,,,,
07.02.2020 05:00,-24.5,752.1,771.7,,74,Wind blowing from the south,1,,4,,Haze. ,,,-27.7,-13.9,,,,,,6.0,-27.8,No precipitation,6,,,,
07.02.2020 02:00,-21.9,752.6,772.1,,67,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-13.9,,,2500 or more  or no clouds.,,,7.0,-26.4,No precipitation,12,,,,
06.02.2020 20:00,-18.4,753.5,773.2,-0.8,60,Wind blowing from the south-southwest,0,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-13.9,,,2500 or more  or no clouds.,,,4.2,-24.3,No precipitation,12,,,,
06.02.2020 17:00,-15.6,754.3,774.0,,50,Wind blowing from the west,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-13.9,,,,,,3.6,-23.7,No precipitation,6,,,,
06.02.2020 14:00,-14.1,756.2,776.0,-2.6,48,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-14.1,,,2500 or more  or no clouds.,,,13.0,-22.7,No precipitation,12,,,,
06.02.2020 11:00,-18.3,758.8,778.8,,60,Wind blowing from the south-west,3,,5,no clouds, ,,,-27.7,-17.5,,,,,,9.0,-24.3,No precipitation,6,,,,
06.02.2020 08:00,-24.2,760.6,780.8,0.0,77,Wind blowing from the south,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-17.5,,,2500 or more  or no clouds.,,,5.0,-27.1,No precipitation,12,,,,
06.02.2020 05:00,-26.8,760.6,780.7,,76,Wind blowing from the south,1,,7,,Haze. ,,,-27.6,-17.5,,,,,,4.9,-29.8,No precipitation,6,,,,
06.02.2020 02:00,-27.3,761.1,781.1,,76,Wind blowing from the south,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-17.5,,,2500 or more  or no clouds.,,,1.6,-30.2,No precipitation,12,,,,
05.02.2020 20:00,-23.4,760.6,780.8,1.6,72,Wind blowing from the west-southwest,3,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-17.5,,,2500 or more  or no clouds.,,,5.0,-27.0,No precipitation,12,,,,
05.02.2020 17:00,-20.5,759.0,779.1,,63,Wind blowing from the west,4,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-17.5,,,,,,3.7,-25.7,No precipitation,6,,,,
05.02.2020 14:00,-17.6,757.8,777.7,,56,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-17.1,,,,,,8.0,-24.3,No precipitation,12,,,,
05.02.2020 11:00,-21.6,757.9,778.0,,68,Wind blowing from the south-west,4,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-17.1,,,,,,3.7,-25.9,No precipitation,6,,,,
05.02.2020 08:00,-26.4,757.4,777.5,1.3,76,Wind blowing from the south-west,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-17.1,,,2500 or more  or no clouds.,,,2.7,-29.4,No precipitation,12,,,,
05.02.2020 05:00,-26.6,756.1,776.1,,76,Wind blowing from the west-southwest,3,,6,, ,,,-27.0,-17.1,,,,,,8.0,-29.6,No precipitation,6,,,,
05.02.2020 02:00,-26.5,755.6,775.5,,76,Wind blowing from the south-southwest,2,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-17.1,,,2500 or more  or no clouds.,,,3.5,-29.5,No precipitation,12,,,,
