Local time in Weichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 20:00,-2.5,688.5,771.2,0.6,50,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,4.1,,,,,,30.0,-11.7,No precipitation,12,,,,
18.02.2020 17:00,1.3,687.9,769.8,,35,Wind blowing from the west-northwest,3,,7,100%., ,,,-9.7,4.1,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,6,,,,
18.02.2020 14:00,3.5,687.7,768.9,-1.7,30,Wind blowing from the west-northwest,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,3.8,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
18.02.2020 11:00,-0.2,689.4,771.4,,38,Wind blowing from the west,2,,6,70 – 80%., ,,,-9.7,-0.2,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,6,,,,
18.02.2020 08:00,-9.6,690.7,774.2,0.7,65,Wind blowing from the north-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-0.6,,,,,,30.0,-15.1,No precipitation,12,,,,
18.02.2020 05:00,-9.1,690.0,772.7,,65,Wind blowing from the north-northwest,1,,8,, ,,,-13.3,-0.6,,,,,,30.0,-14.5,No precipitation,6,,,,
18.02.2020 02:00,-7.0,690.5,772.9,,59,Wind blowing from the north,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-0.6,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
17.02.2020 20:00,-6.2,690.4,774.4,0.7,51,Wind blowing from the west-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.6,,,,,,30.0,-14.9,No precipitation,12,,,,
17.02.2020 17:00,-2.3,689.7,773.0,,34,Wind blowing from the west,4,,11,no clouds, ,,,-15.2,-0.6,,,,,,30.0,-16.0,No precipitation,6,,,,
17.02.2020 14:00,-1.5,688.9,772.0,-0.9,33,Wind blowing from the west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.5,,,,,,30.0,-15.7,No precipitation,12,,,,
17.02.2020 11:00,-5.9,689.8,773.7,,38,Wind blowing from the west,3,,10,no clouds, ,,,-15.2,-5.2,,,,,,30.0,-17.9,No precipitation,6,,,,
17.02.2020 08:00,-12.5,690.3,775.3,0.2,51,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-20.6,No precipitation,12,,,,
17.02.2020 05:00,-12.6,690.1,774.4,,52,Wind blowing from the north,3,,,, ,,,,,,,,,,30.0,-20.6,,,,,,
17.02.2020 02:00,-12.7,690.1,774.0,,50,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-5.2,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
16.02.2020 20:00,-12.5,690.4,775.5,1.4,45,Wind blowing from the north-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-5.2,,,,,,30.0,-22.0,No precipitation,12,,,,
16.02.2020 17:00,-7.8,689.0,773.2,,40,Wind blowing from the west,4,,10,20–30%., ,,,-14.1,-5.2,,,600-1000,,,30.0,-19.1,No precipitation,6,,,,
16.02.2020 14:00,-5.3,688.0,771.7,-1.4,37,Wind blowing from the west,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-5.2,,,600-1000,,,30.0,-17.7,No precipitation,12,,,,
16.02.2020 11:00,-8.1,689.4,773.8,,39,Wind blowing from the west,2,,7,20–30%., ,,,-14.1,-7.8,,,600-1000,,,30.0,-19.6,No precipitation,6,,,,
16.02.2020 08:00,-12.6,689.5,774.7,1.2,49,Wind blowing from the north,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,,,,600-1000,,,30.0,-21.1,No precipitation,12,,,,
16.02.2020 05:00,-12.7,688.3,772.8,,50,Wind blowing from the west-northwest,2,,,, ,,,-14.2,-7.8,,,,,,30.0,-21.0,No precipitation,6,,,,
16.02.2020 02:00,-13.3,688.8,773.2,,51,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.8,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
15.02.2020 20:00,-13.8,690.0,775.6,0.3,51,Wind blowing from the north,2,,8,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.8,,,2500 or more  or no clouds.,,,30.0,-21.8,0.1,12,,,,
15.02.2020 17:00,-10.7,689.7,774.4,,60,Wind blowing from the west-northwest,3,,8,no clouds,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.8,,,,,,4.5,-17.0,No precipitation,6,,,,
15.02.2020 14:00,-8.6,689.6,774.1,-2.0,50,Wind blowing from the west-northwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-8.6,,,2500 or more  or no clouds.,,,10.0,-17.2,0.1,12,,,,
15.02.2020 11:00,-12.5,691.6,776.9,,59,Wind blowing from the north-west,3,,8,90  or more  but not 100%, ,,,-14.2,-9.7,,,2500 or more  or no clouds.,,,14.0,-18.9,0.1,6,,,,
15.02.2020 08:00,-14.2,692.1,777.5,0.1,58,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-9.7,,,2500 or more  or no clouds.,,,21.0,-20.7,No precipitation,12,,,,
15.02.2020 05:00,-13.0,692.0,777.1,,58,Wind blowing from the north-northwest,3,,,, ,,,-13.6,-8.7,,,,,,30.0,-19.7,No precipitation,6,,,,
15.02.2020 02:00,-13.5,692.9,778.1,,72,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-5.6,,,2500 or more  or no clouds.,,,30.0,-17.5,0.4,12,,,,
14.02.2020 20:00,-11.7,693.8,778.9,1.6,60,Wind blowing from the north,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,,,,2500 or more  or no clouds.,,,30.0,-17.9,4.0,12,,,,
14.02.2020 17:00,-11.1,692.2,776.7,,62,Wind blowing from the north-northeast,2,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.6,,,,2500 or more  or no clouds.,,,30.0,-17.1,0.8,6,,,,
14.02.2020 14:00,-10.2,691.1,774.7,-0.5,61,Wind blowing from the north-northeast,3,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.6,,,,2500 or more  or no clouds.,,,6.0,-16.3,12.0,12,,,,
14.02.2020 11:00,-11.3,691.6,775.0,,66,Wind blowing from the north-northeast,4,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.6,,,,2500 or more  or no clouds.,,,2.0,-16.4,8.0,6,,,,
14.02.2020 08:00,-10.7,690.7,773.5,3.2,73,Wind blowing from the north-northeast,4,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,,,,2500 or more  or no clouds.,,,0.9,-14.6,9.0,12,,,,
14.02.2020 05:00,-8.7,687.5,768.4,,77,Wind blowing from the east-northeast,3,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-9.7,8.7,,,,,,0.5,-12.0,4.0,6,,,,
14.02.2020 02:00,-5.6,687.4,767.8,,83,Wind blowing from the east,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,8.7,,,2500 or more  or no clouds.,,,3.5,-8.0,0.3,12,,,,
13.02.2020 20:00,-1.0,685.2,767.2,3.7,58,Wind blowing from the east-northeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,8.7,,,2500 or more  or no clouds.,,,10.0,-8.4,No precipitation,12,,,,
13.02.2020 17:00,7.0,681.5,761.7,,28,Wind blowing from the north-northeast,1,,5,70 – 80%., ,,,-9.7,8.7,,,2500 or more  or no clouds.,,,18.0,-10.3,No precipitation,6,,,,
13.02.2020 14:00,7.3,680.5,760.3,-0.9,39,Wind blowing from the north,0,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,10.5,,,2500 or more  or no clouds.,,,4.0,-5.7,No precipitation,12,,,,
13.02.2020 11:00,0.7,681.4,761.9,,59,Wind blowing from the west-northwest,0,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,,,,2500 or more  or no clouds.,,,3.9,-6.4,No precipitation,6,,,,
13.02.2020 08:00,-9.1,681.4,762.9,1.1,89,Wind blowing from the north-northeast,1,,5,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,,,,2500 or more  or no clouds.,,,2.5,-10.6,No precipitation,12,,,,
13.02.2020 05:00,-8.5,680.3,760.2,,88,Wind blowing from the north-northeast,2,,4,,Mist. ,,,-10.1,10.5,,,,,,2.7,-10.1,No precipitation,6,,,,
13.02.2020 02:00,-6.6,680.5,760.0,,82,Wind blowing from the north-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,10.5,,,2500 or more  or no clouds.,,,3.7,-9.2,No precipitation,12,,,,
12.02.2020 20:00,-1.0,680.5,762.0,0.6,65,Wind blowing from the north-east,1,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,10.5,,,2500 or more  or no clouds.,,,5.0,-6.9,No precipitation,12,,,,
12.02.2020 17:00,8.3,679.9,759.6,,36,Wind blowing from the south-southwest,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,10.5,,,2500 or more  or no clouds.,,,6.0,-5.9,No precipitation,6,,,,
12.02.2020 14:00,8.8,680.3,759.8,,33,Wind blowing from the south-southwest,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,10.7,,,2500 or more  or no clouds.,,,7.0,-6.6,No precipitation,12,,,,
12.02.2020 11:00,-0.9,682.9,763.9,,62,Wind blowing from the north-west,1,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,,,,2500 or more  or no clouds.,,,5.0,-7.3,No precipitation,6,,,,
12.02.2020 08:00,-9.7,684.0,765.9,0.6,86,Wind blowing from the north,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,,,,,,,3.4,-11.6,No precipitation,12,,,,
12.02.2020 05:00,-7.9,683.4,763.6,,83,Wind blowing from the north-northeast,2,,5,,Mist. ,,,-12.9,10.7,,,,,,4.1,-10.3,No precipitation,6,,,,
12.02.2020 02:00,-6.8,683.9,763.6,,79,Wind blowing from the north-east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.7,,,2500 or more  or no clouds.,,,5.0,-9.8,No precipitation,12,,,,
11.02.2020 20:00,-0.6,683.2,765.4,1.1,56,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,10.7,,,,,,9.0,-8.5,No precipitation,12,,,,
11.02.2020 17:00,7.7,682.1,762.5,,32,Wind blowing from the south,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,10.7,,,,,,7.0,-7.9,No precipitation,6,,,,
11.02.2020 14:00,10.5,682.2,761.9,-2.5,24,Wind blowing from the south,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,10.6,,,,,,7.0,-9.2,No precipitation,12,,,,
11.02.2020 11:00,0.1,684.7,765.8,,41,Wind blowing from the south-west,1,,5,no clouds, ,,,-12.9,,,,,,,12.0,-11.6,No precipitation,6,,,,
11.02.2020 08:00,-12.4,685.2,768.0,0.6,82,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,,,,,,,10.0,-14.8,No precipitation,12,,,,
11.02.2020 05:00,-10.0,684.6,765.4,,71,Wind blowing from the north-northeast,2,,5,, ,,,-12.3,8.6,,,,,,23.0,-14.3,No precipitation,6,,,,
11.02.2020 02:00,-8.4,685.2,765.8,,65,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,8.6,,,2500 or more  or no clouds.,,,22.0,-13.8,No precipitation,12,,,,
10.02.2020 20:00,-2.8,684.4,766.9,0.9,48,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,8.6,,,,,,26.0,-12.5,No precipitation,12,,,,
10.02.2020 17:00,7.2,683.5,764.4,,25,Wind blowing from the south,1,,6,20–30%., ,,,-12.4,8.6,,,2500 or more  or no clouds.,,,19.0,-11.5,No precipitation,6,,,,
10.02.2020 14:00,6.9,683.9,764.6,-1.5,23,Wind blowing from the south-west,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,6.9,,,2500 or more  or no clouds.,,,20.0,-12.8,No precipitation,12,,,,
10.02.2020 11:00,-3.5,685.4,767.5,,51,Wind blowing from the south-west,1,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,3.7,,,2500 or more  or no clouds.,,,6.0,-12.2,No precipitation,6,,,,
10.02.2020 08:00,-11.7,685.5,768.4,0.1,78,Wind blowing from the north,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,3.7,,,2500 or more  or no clouds.,,,21.0,-14.8,No precipitation,12,,,,
10.02.2020 05:00,-11.5,685.4,767.2,,81,Wind blowing from the north,3,,6,, ,,,-17.2,3.7,,,,,,26.0,-14.1,No precipitation,6,,,,
10.02.2020 02:00,-10.0,685.9,767.5,,75,Wind blowing from the north,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,3.7,,,2500 or more  or no clouds.,,,21.0,-13.6,No precipitation,12,,,,
09.02.2020 20:00,-4.4,686.1,770.0,0.4,54,Wind blowing from the east,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,3.7,,,,,,30.0,-12.3,No precipitation,12,,,,
09.02.2020 17:00,2.4,685.7,768.4,,34,Wind blowing from the west,2,,11,no clouds, ,,,-17.2,3.7,,,,,,30.0,-11.9,No precipitation,6,,,,
09.02.2020 14:00,2.8,686.2,768.5,-1.4,31,Wind blowing from the west-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,3.0,,,,,,30.0,-12.7,No precipitation,12,,,,
09.02.2020 11:00,-3.3,687.6,770.8,,41,Wind blowing from the south,1,,5,20–30%., ,,,-17.2,1.3,,,2500 or more  or no clouds.,,,9.0,-14.7,No precipitation,6,,,,
09.02.2020 08:00,-16.7,687.7,772.3,-0.2,81,Wind blowing from the west-southwest,0,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,,,,2500 or more  or no clouds.,,,22.0,-19.2,No precipitation,12,,,,
09.02.2020 05:00,-16.3,687.9,771.4,,81,Wind blowing from the north-northeast,1,,7,, ,,,-16.5,1.3,,,,,,21.0,-18.8,No precipitation,6,,,,
09.02.2020 02:00,-14.7,689.3,772.3,,77,Wind blowing from the north-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,1.3,,,2500 or more  or no clouds.,,,15.0,-17.8,No precipitation,12,,,,
08.02.2020 20:00,-7.4,691.2,775.1,0.0,49,Wind blowing from the north-northeast,2,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,1.3,,,2500 or more  or no clouds.,,,15.0,-16.3,No precipitation,12,,,,
08.02.2020 17:00,-1.0,691.2,773.8,,31,Wind blowing from the west,3,,8,no clouds, ,,,-10.9,1.3,,,,,,30.0,-16.0,No precipitation,6,,,,
08.02.2020 14:00,1.0,691.3,773.8,-1.2,30,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,1.2,,,,,,30.0,-14.6,No precipitation,12,,,,
08.02.2020 11:00,-2.9,692.5,775.7,,40,Wind blowing from the north-northeast,1,,8,20–30%., ,,,-10.9,-1.9,,,2500 or more  or no clouds.,,,14.0,-14.6,No precipitation,6,,,,
08.02.2020 08:00,-10.2,692.4,776.6,0.5,59,Wind blowing from the north-east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-16.7,No precipitation,12,,,,
08.02.2020 05:00,-8.9,691.9,775.1,,51,Wind blowing from the north-west,3,,6,, ,,,,-1.9,,,,,,30.0,-17.2,No precipitation,6,,,,
08.02.2020 02:00,-9.8,691.8,774.9,,54,Wind blowing from the north-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.9,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
07.02.2020 20:00,-8.2,691.4,777.1,,50,Wind blowing from the north-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-1.9,,,,,,30.0,-16.8,No precipitation,12,,,,
07.02.2020 17:00,-4.1,690.2,775.2,,36,Wind blowing from the west-northwest,4,,10,no clouds, ,,,-21.2,-1.9,,,,,,30.0,-17.0,No precipitation,6,,,,
07.02.2020 14:00,-2.5,689.7,773.8,-1.1,29,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-2.0,,,,,,30.0,-18.1,No precipitation,12,,,,
07.02.2020 11:00,-6.1,690.8,775.6,,35,Wind blowing from the north-west,3,,7,no clouds, ,,,-21.2,-6.0,,,,,,30.0,-19.1,No precipitation,6,,,,
07.02.2020 08:00,-19.2,691.0,777.7,0.6,79,Wind blowing from the north-northwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-6.0,,,2500 or more  or no clouds.,,,9.0,-21.9,No precipitation,12,,,,
07.02.2020 05:00,-20.3,690.4,775.9,,77,Wind blowing from the north-northeast,0,,4,, ,,,-22.0,-6.0,,,,,,8.0,-23.3,No precipitation,6,,,,
07.02.2020 02:00,-17.7,690.6,775.6,,79,Wind blowing from the north-east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-6.0,,,2500 or more  or no clouds.,,,7.0,-20.5,No precipitation,12,,,,
06.02.2020 20:00,-14.6,690.1,777.1,1.0,84,Wind blowing from the east-southeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-6.0,,,2500 or more  or no clouds.,,,8.0,-16.7,No precipitation,12,,,,
06.02.2020 17:00,-7.5,689.1,774.7,,62,Wind blowing from the south,2,,6,20–30%., ,,,-22.0,-6.0,,,2500 or more  or no clouds.,,,13.0,-13.7,No precipitation,6,,,,
06.02.2020 14:00,-6.8,689.6,774.9,-2.4,54,Wind blowing from the south-southwest,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-6.7,,,2500 or more  or no clouds.,,,17.0,-14.6,No precipitation,12,,,,
06.02.2020 11:00,-11.6,692.0,778.2,,60,Wind blowing from the west,1,,4,70 – 80%., ,,,-22.0,-6.9,,,2500 or more  or no clouds.,,,12.0,-17.8,No precipitation,6,,,,
06.02.2020 08:00,-21.6,692.7,780.2,-0.1,76,Wind blowing from the north-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-6.9,,,2500 or more  or no clouds.,,,19.0,-24.7,No precipitation,12,,,,
06.02.2020 05:00,-21.6,692.8,779.1,,72,Wind blowing from the east-northeast,1,,,, ,,,-24.7,-6.9,,,,,,25.0,-25.3,No precipitation,6,,,,
06.02.2020 02:00,-20.0,693.4,779.5,,59,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-6.9,,,2500 or more  or no clouds.,,,22.0,-26.0,No precipitation,12,,,,
05.02.2020 20:00,-15.7,692.7,780.7,1.1,43,Wind blowing from the east,0,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-6.9,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
05.02.2020 17:00,-8.4,691.6,778.1,,21,Wind blowing from the south,2,,6,no clouds, ,,,-24.7,-6.9,,,,,,29.0,-26.9,No precipitation,6,,,,
05.02.2020 14:00,-8.9,691.8,778.0,-2.2,20,Wind blowing from the west-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-8.9,,,2500 or more  or no clouds.,,,30.0,-27.8,No precipitation,12,,,,
05.02.2020 11:00,-15.8,694.0,781.3,,34,Wind blowing from the south-west,2,,6,60%., ,,,-24.7,-10.1,,,2500 or more  or no clouds.,,,14.0,-28.1,No precipitation,6,,,,
05.02.2020 08:00,-24.5,694.3,782.7,0.3,57,Wind blowing from the north,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.7,-10.1,,,,,,30.0,-30.6,No precipitation,12,,,,
05.02.2020 05:00,-24.3,694.0,781.6,,55,Wind blowing from the north-northeast,3,,10,, ,,,-24.4,-10.1,,,,,,30.0,-30.8,No precipitation,6,,,,
05.02.2020 02:00,-21.8,694.1,781.0,,50,Wind blowing from the north-east,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-10.1,,,2500 or more  or no clouds.,,,30.0,-29.4,No precipitation,12,,,,
04.02.2020 20:00,-16.2,692.8,780.9,1.8,42,Wind blowing from the north-west,2,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-9.8,,,,,,30.0,-26.2,No precipitation,12,,,,
04.02.2020 17:00,-12.7,691.0,777.9,,31,Wind blowing from the north-west,3,,16,no clouds, ,,,-24.3,-4.7,,,,,,30.0,-26.3,No precipitation,6,,,,
04.02.2020 14:00,-10.5,690.1,775.3,-0.7,28,Wind blowing from the west,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-2.7,,,,,,30.0,-25.5,No precipitation,12,,,,
04.02.2020 11:00,-13.4,690.8,776.5,,32,Wind blowing from the west-northwest,3,,,no clouds, ,,,,,,,,,,30.0,-26.6,,,,,,
