Local time in Fuding,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 08:00,3.7,769.3,772.8,0.2,80,Wind blowing from the north-northeast,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.5,,,2500 or more  or no clouds.,,,30.0,0.6,No precipitation,12,,,,
19.02.2020 05:00,1.9,769.1,772.6,,87,Wind blowing from the north,1,,6,, ,,,0.9,13.5,,,,,,30.0,0.0,No precipitation,6,,,,
19.02.2020 02:00,2.9,769.6,773.0,-0.9,83,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,13.5,,,2500 or more  or no clouds.,,,30.0,0.3,No precipitation,12,,,,
18.02.2020 23:00,4.2,770.5,773.9,,77,Calm  no wind,0,,,, ,,,0.9,13.5,,,,,,30.0,0.5,No precipitation,6,,,,
18.02.2020 20:00,6.8,770.2,773.7,1.5,60,Wind blowing from the north-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,13.5,,,,,,30.0,-0.6,No precipitation,12,,,,
18.02.2020 17:00,10.3,768.7,772.3,,43,Wind blowing from the south-southeast,4,,,no clouds, ,,,0.9,13.5,,,,,,30.0,-2.0,No precipitation,6,,,,
18.02.2020 14:00,13.3,768.7,772.2,-2.5,25,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,15.1,,,,,,30.0,-6.3,No precipitation,12,,,,
18.02.2020 11:00,10.6,771.2,774.7,,32,Wind blowing from the south-southwest,1,,4,no clouds, ,,,0.9,15.1,,,,,,30.0,-5.4,No precipitation,6,,,,
18.02.2020 08:00,3.6,772.3,775.8,1.2,76,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,,,,30.0,-0.2,No precipitation,12,,,,
18.02.2020 05:00,1.4,771.1,774.6,,88,Wind blowing from the north,2,,6,, ,,,1.4,15.1,,,,,,30.0,-0.4,No precipitation,6,,,,
18.02.2020 02:00,2.7,770.8,774.2,-0.3,86,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,15.1,,,2500 or more  or no clouds.,,,30.0,0.6,No precipitation,12,,,,
17.02.2020 23:00,3.9,771.1,774.5,,81,Wind blowing from the north-west,1,,,, ,,,1.9,15.1,,,,,,30.0,0.9,No precipitation,6,,,,
17.02.2020 20:00,6.6,770.6,774.1,2.3,62,Wind blowing from the north,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,15.1,,,,,,30.0,-0.2,No precipitation,12,,,,
17.02.2020 17:00,10.4,768.3,771.7,,44,Wind blowing from the south-southeast,4,,,no clouds, ,,,1.9,15.1,,,,,,30.0,-1.3,No precipitation,6,,,,
17.02.2020 14:00,14.2,767.7,771.1,-2.3,20,Wind blowing from the south-east,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,14.5,,,1000-1500,,,30.0,-8.4,No precipitation,12,,,,
17.02.2020 11:00,10.8,770.0,773.5,,28,Wind blowing from the north-east,3,,6,10%  or less  but not 0, ,,,1.9,11.0,,,1000-1500,,,30.0,-7.0,No precipitation,6,,,,
17.02.2020 08:00,4.1,770.2,773.7,1.8,78,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,10.2,,,1000-1500,,,30.0,0.6,No precipitation,12,,,,
17.02.2020 05:00,2.1,768.4,772.0,,89,Wind blowing from the north,2,,6,, ,,,2.1,10.2,,,,,,30.0,0.5,No precipitation,6,,,,
17.02.2020 02:00,3.0,768.2,771.7,-0.2,86,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.2,,,2500 or more  or no clouds.,,,30.0,0.9,No precipitation,12,,,,
16.02.2020 23:00,4.9,768.4,771.9,,69,Wind blowing from the north,1,,,, ,,,4.9,14.1,,,,,,30.0,-0.3,No precipitation,6,,,,
16.02.2020 20:00,6.9,767.6,771.1,2.2,54,Wind blowing from the north-northwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,,,,30.0,-1.8,Trace of precipitation,12,,,,
16.02.2020 17:00,9.4,765.4,768.9,,52,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%, ,,,8.4,,,,2500 or more  or no clouds.,,,30.0,0.0,No precipitation,6,,,,
16.02.2020 14:00,9.7,764.8,768.2,-0.9,57,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,600-1000,,,30.0,1.4,0.1,12,,,,
16.02.2020 11:00,8.9,765.7,769.0,,65,Wind blowing from the north-northeast,5,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,18.7,,,600-1000,,,30.0,2.5,No precipitation,6,,,,
16.02.2020 08:00,9.5,763.9,767.3,2.0,66,Wind blowing from the north-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,18.7,,,600-1000,,,30.0,3.3,13.0,12,,,,
16.02.2020 05:00,10.1,761.9,765.3,,73,Wind blowing from the north-northeast,3,,7,,Rain (not freezing) not falling as shower(s). ,,,10.1,18.7,,,,,,30.0,5.5,9.0,6,,,,
16.02.2020 02:00,12.2,760.6,763.9,1.3,96,Wind blowing from the north-northeast,3,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,18.7,,,2500 or more  or no clouds.,,,3.1,11.6,17.0,12,,,,
15.02.2020 23:00,14.1,759.3,762.7,,97,Wind blowing from the north,3,,,,Rain  not freezing  intermittent  moderate at time of observation. ,,,13.9,18.7,,,,,,5.0,13.6,8.0,6,,,,
15.02.2020 20:00,16.7,758.5,761.8,0.7,99,Wind blowing from the north-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,18.7,,,600-1000,,,14.0,16.5,6.0,12,,,,
15.02.2020 17:00,17.5,757.8,761.1,,97,Wind blowing from the south-west,2,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,18.7,,,600-1000,,,21.0,17.0,2.0,6,,,,
15.02.2020 14:00,17.7,758.1,761.4,-2.2,95,Wind blowing from the west-northwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,17.7,,,600-1000,,,29.0,16.9,2.0,12,,,,
15.02.2020 11:00,16.0,760.3,763.6,,97,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,16.9,,,600-1000,,,24.0,15.5,0.3,6,,,,
15.02.2020 08:00,14.0,761.2,764.6,1.6,99,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,16.9,,,600-1000,,,10.0,13.8,1.0,12,,,,
15.02.2020 05:00,14.2,759.6,763.0,,99,Wind blowing from the north-northeast,1,,3,,Mist. ,,,14.1,16.9,,,,,,0.9,14.0,No precipitation,6,,,,
15.02.2020 02:00,14.6,760.0,763.3,-0.6,99,Wind blowing from the east-northeast,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,16.9,,,2500 or more  or no clouds.,,,1.3,14.4,14.0,12,,,,
14.02.2020 23:00,15.2,760.6,763.9,,99,Wind blowing from the south-southwest,1,,,, ,,,14.3,16.9,,,,,,12.0,15.0,5.0,6,,,,
14.02.2020 20:00,15.5,760.1,763.5,0.8,99,Wind blowing from the west-southwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,16.9,,,300-600,,,6.0,15.3,13.0,12,,,,
14.02.2020 17:00,15.8,759.3,762.6,,99,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,14.3,16.9,,,300-600,,,4.8,15.6,9.0,6,,,,
14.02.2020 14:00,16.6,758.5,761.8,-0.9,89,Wind blowing from the south-southwest,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,18.3,,,600-1000,,,26.0,14.8,Trace of precipitation,12,,,,
14.02.2020 11:00,16.3,759.4,762.7,,88,Wind blowing from the west-southwest,1,,3,100%., ,,,14.3,18.3,,,600-1000,,,30.0,14.3,No precipitation,6,,,,
14.02.2020 08:00,14.6,759.6,762.9,1.1,97,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,18.3,,,600-1000,,,24.0,14.1,No precipitation,12,,,,
14.02.2020 05:00,14.8,758.5,761.8,,97,Wind blowing from the north-northwest,2,,4,, ,,,14.8,18.3,,,,,,24.0,14.3,No precipitation,6,,,,
14.02.2020 02:00,15.5,758.7,762.0,-0.6,99,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,18.3,,,2500 or more  or no clouds.,,,8.0,15.3,8.0,12,,,,
13.02.2020 23:00,15.7,759.3,762.6,,99,Wind blowing from the south-southeast,2,,,,Mist. ,,,15.5,18.3,,,,,,6.0,15.5,0.5,6,,,,
13.02.2020 20:00,16.2,759.0,762.3,0.1,99,Wind blowing from the north-east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,18.3,,,600-1000,,,5.0,16.0,9.0,12,,,,
13.02.2020 17:00,16.7,758.9,762.2,,99,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,18.3,,,600-1000,,,2.7,16.5,8.0,6,,,,
13.02.2020 14:00,17.9,758.3,761.6,-2.0,88,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,19.6,,,2500 or more  or no clouds.,,,29.0,15.9,0.1,12,,,,
13.02.2020 11:00,16.1,760.3,763.6,,97,Wind blowing from the west-southwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,,,,600-1000,,,9.0,15.6,0.1,6,,,,
13.02.2020 08:00,15.6,760.9,764.2,0.9,99,Wind blowing from the north,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,8.0,15.4,Trace of precipitation,12,,,,
13.02.2020 05:00,15.5,760.0,763.3,,99,Wind blowing from the north,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.8,19.6,,,,,,2.0,15.3,No precipitation,6,,,,
13.02.2020 02:00,15.9,760.6,763.9,-0.5,99,Wind blowing from the south-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,19.6,,,2500 or more  or no clouds.,,,4.2,15.7,0.2,12,,,,
12.02.2020 23:00,16.2,761.1,764.5,,99,Wind blowing from the north-northwest,0,,,,Rain (not freezing) not falling as shower(s). ,,,12.8,19.6,,,,,,5.0,16.0,No precipitation,6,,,,
12.02.2020 20:00,16.6,760.6,763.9,1.0,99,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,19.6,,,600-1000,,,4.3,16.4,4.0,12,,,,
12.02.2020 17:00,18.2,759.6,762.9,,93,Wind blowing from the south,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,19.6,,,600-1000,,,8.0,17.0,0.3,6,,,,
12.02.2020 14:00,18.7,759.5,762.8,-2.0,86,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,19.3,,,600-1000,,,23.0,16.3,17.0,12,,,,
12.02.2020 11:00,14.8,761.5,764.9,,98,Wind blowing from the south-east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,300-600,,,4.3,14.5,4.0,6,,,,
12.02.2020 08:00,13.1,761.6,765.0,0.5,99,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,600-1000,,,4.3,12.9,14.0,12,,,,
12.02.2020 05:00,12.9,761.1,764.5,,99,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,11.0,19.2,,,,,,2.6,12.7,13.0,6,,,,
12.02.2020 02:00,13.6,761.5,764.9,-0.4,91,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.2,,,2500 or more  or no clouds.,,,7.0,12.2,No precipitation,12,,,,
11.02.2020 23:00,13.8,761.9,765.3,,87,Wind blowing from the north-northeast,1,,,, ,,,11.0,19.2,,,,,,9.0,11.7,No precipitation,6,,,,
11.02.2020 20:00,15.0,762.2,765.6,0.2,79,Wind blowing from the south-southwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.2,,,600-1000,,,11.0,11.4,No precipitation,12,,,,
11.02.2020 17:00,17.6,762.0,765.4,,68,Wind blowing from the south-east,2,,4,70 – 80%., ,,,11.0,19.2,,,600-1000,,,13.0,11.6,No precipitation,6,,,,
11.02.2020 14:00,18.1,762.2,765.6,-2.9,65,Wind blowing from the south-east,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.5,,,600-1000,,,15.0,11.4,No precipitation,12,,,,
11.02.2020 11:00,14.1,765.1,768.5,,66,Wind blowing from the east,1,,2,100%., ,,,11.0,15.9,,,600-1000,,,10.0,7.9,No precipitation,6,,,,
11.02.2020 08:00,11.4,765.7,769.1,0.9,78,Wind blowing from the north-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,14.0,7.7,No precipitation,12,,,,
11.02.2020 05:00,11.0,764.8,768.1,,78,Wind blowing from the west,1,,5,, ,,,,15.9,,,,,,12.0,7.3,No precipitation,6,,,,
11.02.2020 02:00,11.1,765.1,768.5,-1.1,72,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.9,,,2500 or more  or no clouds.,,,14.0,6.2,No precipitation,12,,,,
10.02.2020 23:00,11.3,766.2,769.6,,70,Wind blowing from the north,1,,,, ,,,,15.9,,,,,,13.0,6.0,No precipitation,6,,,,
10.02.2020 20:00,11.5,766.3,769.7,0.6,68,Wind blowing from the north,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.9,,,600-1000,,,12.0,5.8,No precipitation,12,,,,
10.02.2020 17:00,13.6,765.7,769.1,,55,Wind blowing from the south-east,2,,,100%., ,,,3.1,15.9,,,600-1000,,,17.0,4.7,No precipitation,6,,,,
10.02.2020 14:00,15.7,765.7,769.2,-2.5,42,Wind blowing from the south-east,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.8,,,600-1000,,,20.0,2.8,No precipitation,12,,,,
10.02.2020 11:00,12.7,768.2,771.7,,57,Wind blowing from the south-southwest,2,,3,no clouds, ,,,3.1,15.2,,,,,,13.0,4.2,No precipitation,6,,,,
10.02.2020 08:00,4.5,768.3,771.7,0.6,90,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,,,,,,,9.0,3.0,No precipitation,12,,,,
10.02.2020 05:00,3.7,767.7,771.1,,93,Wind blowing from the north-northwest,1,,6,, ,,,3.6,15.2,,,,,,7.0,2.7,No precipitation,6,,,,
10.02.2020 02:00,4.8,768.1,771.6,-0.8,91,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,15.2,,,2500 or more  or no clouds.,,,7.0,3.5,No precipitation,12,,,,
09.02.2020 23:00,5.8,768.9,772.3,,87,Wind blowing from the north-west,1,,,, ,,,5.8,15.2,,,,,,8.0,3.8,No precipitation,6,,,,
09.02.2020 20:00,8.4,768.7,772.1,1.2,72,Wind blowing from the north,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,15.2,,,,,,10.0,3.5,No precipitation,12,,,,
09.02.2020 17:00,11.5,767.5,771.0,,55,Wind blowing from the south-east,3,,,no clouds, ,,,6.5,15.2,,,,,,18.0,2.8,No precipitation,6,,,,
09.02.2020 14:00,14.7,767.3,770.7,-2.9,43,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,14.7,,,,,,30.0,2.3,No precipitation,12,,,,
09.02.2020 11:00,12.3,770.2,773.6,,49,Wind blowing from the west-northwest,2,,6,40%., ,,,6.5,13.8,,,600-1000,,,30.0,1.9,No precipitation,6,,,,
09.02.2020 08:00,7.8,770.8,774.3,0.9,79,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,14.3,,,,,,22.0,4.4,No precipitation,12,,,,
09.02.2020 05:00,7.8,769.9,773.4,,80,Wind blowing from the north-northwest,2,,4,, ,,,7.8,14.3,,,,,,30.0,4.6,No precipitation,6,,,,
09.02.2020 02:00,9.3,769.9,773.4,-0.3,75,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,14.3,,,2500 or more  or no clouds.,,,30.0,5.1,No precipitation,12,,,,
08.02.2020 23:00,9.9,770.2,773.7,,74,Wind blowing from the north-west,1,,,, ,,,9.7,14.3,,,,,,30.0,5.5,No precipitation,6,,,,
08.02.2020 20:00,10.4,769.9,773.4,1.3,69,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,14.3,,,600-1000,,,30.0,4.8,No precipitation,12,,,,
08.02.2020 17:00,11.1,768.6,772.0,,63,Wind blowing from the north-northeast,3,,7,100%., ,,,9.7,14.3,,,600-1000,,,30.0,4.3,No precipitation,6,,,,
08.02.2020 14:00,13.4,767.5,770.9,-1.5,54,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,14.3,,,600-1000,,,30.0,4.3,No precipitation,12,,,,
08.02.2020 11:00,13.4,769.0,772.4,,51,Wind blowing from the north,3,,7,90  or more  but not 100%, ,,,9.7,14.3,,,600-1000,,,30.0,3.5,No precipitation,6,,,,
08.02.2020 08:00,11.1,768.8,772.3,1.0,71,Wind blowing from the north-northeast,3,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,600-1000,,,29.0,6.0,No precipitation,12,,,,
08.02.2020 05:00,9.9,767.8,771.3,,88,Wind blowing from the north-east,1,,4,, ,,,8.3,14.3,,,,,,20.0,8.0,No precipitation,6,,,,
08.02.2020 02:00,10.3,767.6,771.0,0.1,84,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.3,,,2500 or more  or no clouds.,,,30.0,7.7,No precipitation,12,,,,
07.02.2020 23:00,10.9,767.5,770.9,,80,Wind blowing from the north-northwest,1,,,, ,,,7.8,14.3,,,,,,30.0,7.6,No precipitation,6,,,,
07.02.2020 20:00,11.5,767.2,770.6,1.9,78,Wind blowing from the north-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,14.3,,,600-1000,,,30.0,7.8,No precipitation,12,,,,
07.02.2020 17:00,12.7,765.3,768.7,,74,Wind blowing from the north-northwest,2,,5,100%., ,,,7.8,14.3,,,600-1000,,,30.0,8.2,No precipitation,6,,,,
07.02.2020 14:00,13.7,765.1,768.6,-1.8,69,Wind blowing from the south-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,14.3,,,600-1000,,,30.0,8.1,0.1,12,,,,
07.02.2020 11:00,12.0,766.9,770.3,,74,Wind blowing from the north-northeast,3,,5,100%., ,,,7.8,12.0,,,600-1000,,,30.0,7.5,No precipitation,6,,,,
07.02.2020 08:00,9.0,766.4,769.9,1.3,99,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.0,,,600-1000,,,30.0,8.9,5.0,12,,,,
07.02.2020 05:00,8.3,765.1,768.5,,99,Wind blowing from the west-southwest,1,,4,, ,,,7.6,9.0,,,,,,30.0,8.2,0.6,6,,,,
07.02.2020 02:00,8.1,765.4,768.9,-0.6,98,Wind blowing from the east-southeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,9.0,,,2500 or more  or no clouds.,,,29.0,7.8,18.0,12,,,,
06.02.2020 23:00,7.8,766.0,769.4,,98,Wind blowing from the north-east,1,,,,Rain  not freezing  intermittent  moderate at time of observation. ,,,6.8,9.0,,,,,,4.0,7.5,10.0,6,,,,
06.02.2020 20:00,7.9,765.9,769.3,0.7,95,Wind blowing from the north,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.8,9.4,,,600-1000,,,10.0,7.1,15.0,12,,,,
06.02.2020 17:00,8.2,765.2,768.7,,94,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.8,,,,600-1000,,,7.0,7.3,10.0,6,,,,
06.02.2020 14:00,8.4,765.4,768.9,-2.0,91,Wind blowing from the north,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,600-1000,,,7.0,7.0,2.0,12,,,,
06.02.2020 11:00,9.0,767.4,770.8,,87,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,600-1000,,,11.0,7.0,0.1,6,,,,
06.02.2020 08:00,8.7,767.9,771.4,0.2,86,Wind blowing from the north,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,600-1000,,,8.0,6.5,Trace of precipitation,12,,,,
06.02.2020 05:00,7.6,767.7,771.1,,82,Wind blowing from the north,1,,6,, ,,,6.8,13.3,,,,,,12.0,4.7,No precipitation,6,,,,
06.02.2020 02:00,7.0,768.9,772.3,-0.6,80,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.3,,,2500 or more  or no clouds.,,,13.0,3.8,No precipitation,12,,,,
05.02.2020 23:00,8.1,769.5,772.9,,81,Wind blowing from the west-southwest,1,,,, ,,,8.0,13.3,,,,,,12.0,5.0,No precipitation,6,,,,
05.02.2020 20:00,9.4,768.9,772.3,2.0,67,Wind blowing from the north-northeast,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,13.3,,,2500 or more  or no clouds.,,,16.0,3.6,No precipitation,12,,,,
05.02.2020 17:00,12.1,766.9,770.4,,50,Wind blowing from the north-east,3,,8,100%., ,,,9.9,13.3,,,600-1000,,,28.0,2.0,No precipitation,6,,,,
