Local time in Yichun,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,-7.2,743.0,769.0,,57,Wind blowing from the west,4,,7,no clouds, ,,,-15.2,-4.4,,,,,,30.0,-14.3,No precipitation,6,,,,
19.02.2020 08:00,-14.2,742.9,769.1,0.9,82,Wind blowing from the west-northwest,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-4.4,,,2500 or more  or no clouds.,,,8.0,-16.6,0.5,12,,,,
19.02.2020 05:00,-13.9,742.0,768.0,,83,Wind blowing from the west,2,,7,,Mist. ,,,-22.9,-4.4,,,,,,7.0,-16.2,No precipitation,6,,,,
19.02.2020 02:00,-12.2,741.1,766.9,0.4,81,Wind blowing from the west-northwest,3,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-4.4,,,2500 or more  or no clouds.,,,7.0,-14.9,0.5,12,,,,
18.02.2020 23:00,-11.1,740.7,766.6,,81,Wind blowing from the west-southwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-4.4,,,,,,6.0,-13.7,0.5,6,,,,
18.02.2020 20:00,-10.2,740.0,766.4,1.5,70,Wind blowing from the west-southwest,4,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-4.4,,,1000-1500,,,6.0,-14.6,Trace of precipitation,12,,,,
18.02.2020 17:00,-7.4,738.5,764.9,,54,Wind blowing from the west-southwest,4,,10,100%., ,,,-23.2,-4.4,,,1000-1500,,,18.0,-15.1,No precipitation,6,,,,
18.02.2020 14:00,-5.0,736.9,763.1,-1.4,47,Wind blowing from the west-northwest,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.2,-4.6,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
18.02.2020 11:00,-8.1,738.3,764.5,,46,Wind blowing from the north-northeast,1,,3,70 – 80%., ,,,-23.2,-6.0,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,6,,,,
18.02.2020 08:00,-18.8,739.3,765.8,0.1,75,Wind blowing from the east-southeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-6.0,,,2500 or more  or no clouds.,,,7.0,-22.1,No precipitation,12,,,,
18.02.2020 05:00,-22.8,739.2,765.6,,80,Wind blowing from the west,0,,4,, ,,,-27.3,-6.0,,,,,,28.0,-25.3,No precipitation,6,,,,
18.02.2020 02:00,-21.7,739.2,765.5,0.3,81,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-6.0,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
17.02.2020 23:00,-19.6,738.9,765.5,,76,Wind blowing from the east-northeast,0,,,, ,,,,-6.0,,,,,,24.0,-22.8,No precipitation,6,,,,
17.02.2020 20:00,-11.8,739.4,766.2,1.1,48,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-6.0,,,,,,30.0,-20.6,No precipitation,12,,,,
17.02.2020 17:00,-7.6,738.3,764.9,,33,Wind blowing from the north-west,1,,5,no clouds, ,,,-27.3,-6.0,,,,,,30.0,-21.1,No precipitation,6,,,,
17.02.2020 14:00,-7.1,738.3,764.7,-1.9,30,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-7.1,,,,,,30.0,-21.8,No precipitation,12,,,,
17.02.2020 11:00,-14.8,740.2,766.9,,48,Wind blowing from the west,2,,3,no clouds, ,,,-27.3,-9.4,,,,,,30.0,-23.4,No precipitation,6,,,,
17.02.2020 08:00,-25.5,741.7,768.8,-0.3,73,Wind blowing from the west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.3,-9.4,,,2500 or more  or no clouds.,,,27.0,-28.9,No precipitation,12,,,,
17.02.2020 05:00,-26.7,742.0,768.9,,76,Wind blowing from the west-northwest,1,,4,, ,,,-27.9,-9.4,,,,,,30.0,-29.7,No precipitation,6,,,,
17.02.2020 02:00,-23.6,742.2,768.9,-0.7,72,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-9.4,,,2500 or more  or no clouds.,,,30.0,-27.2,No precipitation,12,,,,
16.02.2020 23:00,-20.2,742.9,769.7,,63,Wind blowing from the west,1,,,, ,,,-27.9,-9.4,,,,,,30.0,-25.4,No precipitation,6,,,,
16.02.2020 20:00,-14.9,743.5,770.6,0.8,45,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-9.4,,,,,,30.0,-24.2,No precipitation,12,,,,
16.02.2020 17:00,-11.1,742.7,769.6,,33,Wind blowing from the north,2,,6,no clouds, ,,,-27.9,-8.6,,,,,,30.0,-24.2,No precipitation,6,,,,
16.02.2020 14:00,-9.9,742.3,769.0,-1.8,33,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-5.9,,,,,,30.0,-23.1,No precipitation,12,,,,
16.02.2020 11:00,-14.9,744.1,770.9,,50,Wind blowing from the west,1,,2,no clouds, ,,,-27.9,,,,,,,30.0,-23.0,No precipitation,6,,,,
16.02.2020 08:00,-25.7,745.3,772.3,0.0,74,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-5.9,,,,,,17.0,-29.0,No precipitation,12,,,,
16.02.2020 05:00,-25.4,745.3,772.2,,80,Wind blowing from the south-east,1,,,, ,,,-25.8,-5.9,,,,,,30.0,-27.8,No precipitation,6,,,,
16.02.2020 02:00,-21.8,745.4,772.0,-0.9,80,Wind blowing from the north-northeast,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-5.9,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
15.02.2020 23:00,-18.0,746.3,772.9,,62,Wind blowing from the north-northeast,1,,,, ,,,-23.7,-5.9,,,,,,30.0,-23.5,No precipitation,6,,,,
15.02.2020 20:00,-12.5,746.4,773.2,1.1,41,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-5.9,,,,,,30.0,-23.0,No precipitation,12,,,,
15.02.2020 17:00,-8.5,745.3,772.0,,33,Wind blowing from the north-northwest,2,,6,no clouds, ,,,-23.7,-5.9,,,,,,30.0,-21.9,No precipitation,6,,,,
15.02.2020 14:00,-6.6,744.9,771.4,-2.2,32,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-6.6,,,,,,30.0,-20.6,No precipitation,12,,,,
15.02.2020 11:00,-10.5,747.1,773.6,,41,Wind blowing from the west,3,,5,no clouds, ,,,-23.7,-8.0,,,,,,27.0,-21.2,No precipitation,6,,,,
15.02.2020 08:00,-21.3,748.3,775.3,0.2,69,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.7,-8.0,,,,,,28.0,-25.5,No precipitation,12,,,,
15.02.2020 05:00,-22.5,748.1,775.0,,79,Wind blowing from the east-northeast,1,,8,, ,,,-25.4,-8.0,,,,,,30.0,-25.1,No precipitation,6,,,,
15.02.2020 02:00,-20.2,748.3,775.0,0.1,70,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-8.0,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
14.02.2020 23:00,-16.9,748.2,775.0,,58,Wind blowing from the north,1,,,, ,,,-25.4,-8.0,,,,,,30.0,-23.2,No precipitation,6,,,,
14.02.2020 20:00,-14.3,748.5,775.6,1.3,50,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-8.0,,,,,,30.0,-22.5,No precipitation,12,,,,
14.02.2020 17:00,-9.7,747.2,774.0,,33,Wind blowing from the west,3,,7,no clouds, ,,,-25.4,-8.0,,,,,,30.0,-23.0,No precipitation,6,,,,
14.02.2020 14:00,-9.3,747.1,773.6,-1.2,30,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-5.8,,,,,,30.0,-23.7,No precipitation,12,,,,
14.02.2020 11:00,-14.2,748.3,775.0,,43,Wind blowing from the west,3,,5,no clouds, ,,,-25.4,-4.8,,,,,,30.0,-24.1,No precipitation,6,,,,
14.02.2020 08:00,-23.5,748.3,775.4,1.5,73,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-4.8,,,,,,27.0,-27.0,0.4,12,,,,
14.02.2020 05:00,-22.0,746.8,773.6,,73,Wind blowing from the south,1,,,, ,,,-22.0,-4.8,,,,,,30.0,-25.5,No precipitation,6,,,,
14.02.2020 02:00,-16.5,745.7,772.0,1.4,57,Wind blowing from the west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-4.4,,,2500 or more  or no clouds.,,,30.0,-23.0,2.0,12,,,,
13.02.2020 23:00,-14.7,744.3,770.5,,70,Wind blowing from the west-northwest,2,,,,Snow not falling as shower(s). ,,,-14.7,-4.4,,,,,,10.0,-19.0,2.0,6,,,,
13.02.2020 20:00,-12.8,742.8,768.9,2.3,74,Wind blowing from the north,3,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-3.1,,,1000-1500,,,1.7,-16.5,1.0,12,,,,
13.02.2020 17:00,-10.3,740.5,766.3,,81,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-0.1,,,1000-1500,,,1.6,-12.9,0.2,6,,,,
13.02.2020 14:00,-5.8,739.0,764.4,-0.6,42,Wind blowing from the north,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
13.02.2020 11:00,-6.9,739.6,765.1,,53,Wind blowing from the west,1,,8,100%., ,,,-9.1,,,,2500 or more  or no clouds.,,,21.0,-14.9,No precipitation,6,,,,
13.02.2020 08:00,-8.2,740.2,765.7,1.2,57,Wind blowing from the east-northeast,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,2.8,,,2500 or more  or no clouds.,,,15.0,-15.4,No precipitation,12,,,,
13.02.2020 05:00,-7.6,739.0,764.3,,61,Wind blowing from the north,3,,8,, ,,,-7.6,2.8,,,,,,15.0,-14.0,No precipitation,6,,,,
13.02.2020 02:00,-4.5,737.8,762.7,0.7,77,Wind blowing from the north,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.5,,,2500 or more  or no clouds.,,,3.9,-7.9,No precipitation,12,,,,
12.02.2020 23:00,-4.8,737.1,762.1,,90,Wind blowing from the south-southeast,1,,,,Mist. ,,,-5.1,3.9,,,,,,2.6,-6.2,No precipitation,6,,,,
12.02.2020 20:00,-3.1,736.0,760.9,1.0,79,Wind blowing from the west-southwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,3.9,,,,,,3.6,-6.2,No precipitation,12,,,,
12.02.2020 17:00,-0.2,735.0,759.7,,63,Wind blowing from the west-southwest,1,,13,no clouds, ,,,-0.2,3.9,,,,,,6.0,-6.4,No precipitation,6,,,,
12.02.2020 14:00,2.5,733.6,758.1,0.5,59,Wind blowing from the west,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,4.2,,,,,,5.0,-4.9,No precipitation,12,,,,
12.02.2020 11:00,1.7,733.1,757.6,,69,Wind blowing from the west,6,,14,90  or more  but not 100%, ,,,,4.2,,,,,,4.5,-3.4,No precipitation,6,,,,
12.02.2020 08:00,1.8,731.8,756.3,1.2,73,Wind blowing from the west-southwest,4,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.2,,,1000-1500,,,3.7,-2.5,No precipitation,12,,,,
12.02.2020 05:00,2.6,730.6,755.0,,74,Wind blowing from the west-southwest,5,,14,,Haze. ,,,,4.2,,,,,,3.3,-1.6,No precipitation,6,,,,
12.02.2020 02:00,3.5,730.5,754.9,-0.6,71,Wind blowing from the west-southwest,5,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.2,,,2500 or more  or no clouds.,,,3.2,-1.4,No precipitation,12,,,,
11.02.2020 23:00,3.8,731.1,755.9,,67,Wind blowing from the west-southwest,6,,,,Haze. ,,,,4.2,,,,,,3.2,-1.8,No precipitation,6,,,,
11.02.2020 20:00,2.8,732.0,757.6,-0.8,66,Wind blowing from the west-southwest,4,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.2,,,1000-1500,,,3.8,-2.9,No precipitation,12,,,,
11.02.2020 17:00,2.4,732.8,758.4,,58,Wind blowing from the south-west,3,,9,90  or more  but not 100%, ,,,-21.6,4.2,,,,,,5.0,-5.2,No precipitation,6,,,,
11.02.2020 14:00,2.1,733.8,759.3,-2.8,53,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,2.1,,,2500 or more  or no clouds.,,,6.0,-6.5,No precipitation,12,,,,
11.02.2020 11:00,-7.9,736.6,762.7,,64,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%, ,,,-21.6,-6.5,,,,,,7.0,-13.5,No precipitation,6,,,,
11.02.2020 08:00,-21.0,738.3,764.9,-0.9,79,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-6.5,,,1000-1500,,,6.0,-23.7,No precipitation,12,,,,
11.02.2020 05:00,-20.2,739.2,765.7,,78,Wind blowing from the south-east,1,,3,,Mist. ,,,-25.7,-6.5,,,,,,7.0,-23.0,No precipitation,6,,,,
11.02.2020 02:00,-17.1,740.8,767.0,-0.8,83,Wind blowing from the east-southeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-6.5,,,2500 or more  or no clouds.,,,6.0,-19.3,No precipitation,12,,,,
10.02.2020 23:00,-15.8,741.6,768.1,,85,Wind blowing from the east-southeast,2,,,,Mist. ,,,-25.7,-6.5,,,,,,6.0,-17.7,No precipitation,6,,,,
10.02.2020 20:00,-13.2,742.3,769.2,-0.1,86,Wind blowing from the south,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-6.5,,,2500 or more  or no clouds.,,,11.0,-15.0,No precipitation,12,,,,
10.02.2020 17:00,-10.4,742.4,769.1,,70,Wind blowing from the south-southwest,1,,7,50%., ,,,-25.7,-6.5,,,2500 or more  or no clouds.,,,16.0,-14.8,No precipitation,6,,,,
10.02.2020 14:00,-7.0,742.1,768.4,-0.8,53,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-7.0,,,1000-1500,,,15.0,-15.0,No precipitation,12,,,,
10.02.2020 11:00,-13.9,742.9,769.5,,63,Wind blowing from the east-northeast,1,,,no clouds, ,,,-25.7,-10.0,,,,,,12.0,-19.4,No precipitation,6,,,,
10.02.2020 08:00,-24.2,742.9,769.8,1.2,77,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-10.0,,,,,,9.0,-27.1,Trace of precipitation,12,,,,
10.02.2020 05:00,-22.7,741.7,768.4,,81,Wind blowing from the south-southeast,1,,6,, ,,,-23.0,-10.0,,,,,,8.0,-25.1,No precipitation,6,,,,
10.02.2020 02:00,-18.5,740.8,767.3,0.8,84,Wind blowing from the south-east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-10.0,,,2500 or more  or no clouds.,,,7.0,-20.5,1.0,12,,,,
09.02.2020 23:00,-16.3,740.0,766.3,,83,Wind blowing from the east-southeast,2,,,, ,,,-16.8,-10.0,,,,,,7.0,-18.5,0.1,6,,,,
09.02.2020 20:00,-12.8,738.7,765.1,1.0,74,Wind blowing from the south-east,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-17.4,-10.0,,,1000-1500,,,14.0,-16.5,2.0,12,,,,
09.02.2020 17:00,-10.8,737.7,763.9,,82,Wind blowing from the east-southeast,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-17.4,-10.0,,,1000-1500,,,1.9,-13.3,2.0,6,,,,
09.02.2020 14:00,-11.1,736.9,763.0,-1.5,81,Wind blowing from the east,3,,8,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-10.0,,,1000-1500,,,0.9,-13.7,0.8,12,,,,
09.02.2020 11:00,-11.4,738.4,764.7,,76,Wind blowing from the east,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-17.5,-11.0,,,1000-1500,,,1.4,-14.8,0.4,6,,,,
09.02.2020 08:00,-15.7,739.7,766.3,-1.1,77,Wind blowing from the east,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.4,-18.8,0.1,12,,,,
09.02.2020 05:00,-16.8,740.8,767.3,,68,Wind blowing from the east-southeast,2,,8,,Snow not falling as shower(s). ,,,,-11.0,,,,,,12.0,-21.3,No precipitation,6,,,,
09.02.2020 02:00,-16.5,742.6,769.0,-1.7,66,Wind blowing from the east-southeast,2,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.0,,,2500 or more  or no clouds.,,,8.0,-21.4,No precipitation,12,,,,
08.02.2020 23:00,-16.2,744.3,771.1,,62,Wind blowing from the west,2,,,, ,,,,-11.0,,,,,,10.0,-21.8,No precipitation,6,,,,
08.02.2020 20:00,-16.8,745.2,772.6,0.0,55,Wind blowing from the west-southwest,4,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-11.0,,,2500 or more  or no clouds.,,,13.0,-23.7,No precipitation,12,,,,
08.02.2020 17:00,-13.4,745.2,772.6,,39,Wind blowing from the west-southwest,4,,9,no clouds, ,,,-31.5,-11.0,,,,,,27.0,-24.4,No precipitation,6,,,,
08.02.2020 14:00,-11.3,745.3,772.4,-1.8,32,Wind blowing from the west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-11.1,,,,,,30.0,-24.7,No precipitation,12,,,,
08.02.2020 11:00,-17.5,747.1,774.4,,53,Wind blowing from the west-northwest,1,,2,no clouds, ,,,-31.5,-11.9,,,,,,20.0,-24.8,No precipitation,6,,,,
08.02.2020 08:00,-28.9,747.4,775.0,0.8,73,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-11.9,,,,,,18.0,-32.2,No precipitation,12,,,,
08.02.2020 05:00,-30.1,746.6,774.1,,75,Wind blowing from the south,1,,6,, ,,,-30.3,-11.9,,,,,,18.0,-33.1,No precipitation,6,,,,
08.02.2020 02:00,-27.9,746.2,773.4,0.8,77,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-11.9,,,2500 or more  or no clouds.,,,16.0,-30.7,No precipitation,12,,,,
07.02.2020 23:00,-24.9,745.4,772.6,,76,Wind blowing from the east-northeast,1,,,, ,,,-26.1,-11.9,,,,,,16.0,-27.9,No precipitation,6,,,,
07.02.2020 20:00,-17.2,744.5,771.7,1.6,53,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-11.9,,,,,,20.0,-24.5,No precipitation,12,,,,
07.02.2020 17:00,-14.0,742.9,769.8,,42,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-26.1,-11.9,,,,,,29.0,-24.1,No precipitation,6,,,,
07.02.2020 14:00,-12.1,742.3,768.9,-1.2,36,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-12.1,,,,,,30.0,-24.1,No precipitation,12,,,,
07.02.2020 11:00,-16.0,743.5,770.2,,52,Wind blowing from the west,2,,6,no clouds, ,,,-26.1,-13.4,,,,,,13.0,-23.6,No precipitation,6,,,,
07.02.2020 08:00,-24.3,743.5,770.7,0.6,78,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-13.4,,,,,,8.0,-27.0,No precipitation,12,,,,
07.02.2020 05:00,-23.3,742.9,770.0,,80,Wind blowing from the west,1,,10,,Mist. ,,,-26.3,-13.4,,,,,,7.0,-25.8,No precipitation,6,,,,
07.02.2020 02:00,-19.4,742.6,769.3,-0.2,68,Wind blowing from the west-southwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-13.4,,,2500 or more  or no clouds.,,,9.0,-23.8,No precipitation,12,,,,
06.02.2020 23:00,-18.1,742.8,769.5,,66,Wind blowing from the west,3,,,,Snow not falling as shower(s). ,,,,-13.4,,,,,,8.0,-22.9,No precipitation,6,,,,
06.02.2020 20:00,-16.4,743.5,770.6,-0.3,51,Wind blowing from the west-southwest,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-13.4,,,2500 or more  or no clouds.,,,15.0,-24.2,No precipitation,12,,,,
06.02.2020 17:00,-16.1,743.8,770.9,,42,Wind blowing from the west-southwest,4,,13,60%., ,,,-26.3,-13.4,,,2500 or more  or no clouds.,,,22.0,-26.1,No precipitation,6,,,,
06.02.2020 14:00,-13.7,744.7,771.7,-1.9,36,Wind blowing from the west-southwest,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-13.4,,,2500 or more  or no clouds.,,,29.0,-25.6,No precipitation,12,,,,
06.02.2020 11:00,-15.7,746.6,773.7,,51,Wind blowing from the west-northwest,2,,8,70 – 80%., ,,,-26.3,-15.4,,,2500 or more  or no clouds.,,,20.0,-23.5,No precipitation,6,,,,
06.02.2020 08:00,-24.2,748.2,775.7,-0.6,71,Wind blowing from the west-northwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-15.4,,,,,,13.0,-28.0,No precipitation,12,,,,
06.02.2020 05:00,-25.3,748.8,776.2,,71,Wind blowing from the west,2,,9,, ,,,-29.4,-15.4,,,,,,12.0,-29.0,No precipitation,6,,,,
06.02.2020 02:00,-24.2,749.7,777.0,0.2,70,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-15.4,,,2500 or more  or no clouds.,,,13.0,-28.1,No precipitation,12,,,,
05.02.2020 23:00,-22.0,749.5,777.0,,65,Wind blowing from the west-southwest,4,,,, ,,,-29.4,-15.4,,,,,,14.0,-26.8,No precipitation,6,,,,
