Local time in Lhasa,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 23:00,0.6,490.5,760.0,,8,Wind blowing from the east,2,,10,, ,,,0.2,8.1,,,,,,30.0,-30.0,No precipitation,6,,,,
18.02.2020 20:00,3.8,489.6,757.4,0.0,4,Wind blowing from the east-northeast,2,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,1000-1500,,,30.0,-34.8,No precipitation,12,,,,
18.02.2020 17:00,5.9,489.6,755.7,,3,Wind blowing from the north-west,2,,10,60%., ,,,1.3,,,,1000-1500,,,30.0,-36.2,No precipitation,6,,,,
18.02.2020 14:00,6.0,491.1,757.1,0.1,4,Wind blowing from the north,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,1000-1500,,,30.0,-33.2,No precipitation,12,,,,
18.02.2020 11:00,4.6,491.0,756.5,,8,Wind blowing from the north-east,2,,11,70 – 80%., ,,,1.3,,,,1000-1500,,,30.0,-26.9,No precipitation,6,,,,
18.02.2020 08:00,3.4,489.0,751.9,1.4,9,Wind blowing from the north,2,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,15.2,,,2500 or more  or no clouds.,,,30.0,-26.5,No precipitation,12,,,,
18.02.2020 05:00,4.6,487.6,747.4,,10,Wind blowing from the east-northeast,2,,13,, ,,,-3.0,15.2,,,,,,30.0,-24.4,No precipitation,6,,,,
18.02.2020 02:00,6.0,487.3,748.0,,9,Wind blowing from the north-northeast,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,15.2,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,12,,,,
17.02.2020 23:00,8.1,486.0,749.2,,7,Wind blowing from the north-northeast,4,,13,, ,,,-3.0,15.2,,,,,,30.0,-25.7,No precipitation,6,,,,
17.02.2020 20:00,12.1,483.8,747.1,,3,Wind blowing from the south-west,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,15.2,,,2500 or more  or no clouds.,,,30.0,-31.9,No precipitation,12,,,,
17.02.2020 17:00,15.1,485.1,746.8,,3,Wind blowing from the west,3,,7,40%., ,,,-3.0,15.1,,,1000-1500,,,30.0,-29.9,No precipitation,6,,,,
17.02.2020 14:00,11.8,488.4,753.5,-2.2,5,Wind blowing from the east-northeast,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,15.1,,,1000-1500,,,30.0,-26.7,No precipitation,12,,,,
17.02.2020 11:00,4.1,490.6,760.0,,14,Wind blowing from the east-northeast,3,,6,no clouds, ,,,-3.0,,,,,,,30.0,-21.0,No precipitation,6,,,,
17.02.2020 08:00,-2.4,488.4,754.6,1.1,27,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,15.1,,,,,,30.0,-18.9,No precipitation,12,,,,
17.02.2020 05:00,-1.4,487.3,751.1,,27,Wind blowing from the east,1,,7,, ,,,-4.6,15.1,,,,,,30.0,-18.0,No precipitation,6,,,,
17.02.2020 02:00,-1.0,487.3,753.8,0.3,19,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,15.1,,,2500 or more  or no clouds.,,,20.0,-21.7,No precipitation,12,,,,
16.02.2020 23:00,1.6,487.0,756.6,,13,Wind blowing from the east,1,,7,, ,,,-4.6,15.1,,,,,,9.0,-23.9,No precipitation,6,,,,
16.02.2020 20:00,11.5,486.3,752.3,-0.8,3,Wind blowing from the south-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,15.1,,,2500 or more  or no clouds.,,,30.0,-32.3,No precipitation,12,,,,
16.02.2020 17:00,13.6,487.1,751.0,,3,Wind blowing from the west,2,,5,20–30%., ,,,-4.6,14.0,,,1000-1500,,,30.0,-30.9,No precipitation,6,,,,
16.02.2020 14:00,8.4,490.2,756.8,-1.7,7,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,13.8,,,,,,30.0,-25.5,No precipitation,12,,,,
16.02.2020 11:00,0.3,491.9,762.1,,16,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-4.6,13.8,,,,,,30.0,-22.6,No precipitation,6,,,,
16.02.2020 08:00,-4.1,490.0,759.7,1.2,21,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,13.8,,,,,,30.0,-23.2,No precipitation,12,,,,
16.02.2020 05:00,-1.8,488.8,753.6,,17,Wind blowing from the east-northeast,2,,7,, ,,,-3.3,13.8,,,,,,30.0,-23.7,No precipitation,6,,,,
16.02.2020 02:00,1.5,488.7,753.6,0.3,12,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,13.8,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
15.02.2020 23:00,5.0,488.4,755.4,,7,Wind blowing from the east-northeast,2,,7,, ,,,-3.3,13.8,,,,,,30.0,-28.1,No precipitation,6,,,,
15.02.2020 20:00,8.5,486.8,754.0,0.6,5,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,13.8,,,,,,30.0,-29.1,No precipitation,12,,,,
15.02.2020 17:00,13.7,486.2,748.6,,3,Wind blowing from the east-southeast,2,,,no clouds, ,,,-3.3,17.2,,,,,,30.0,-30.8,No precipitation,6,,,,
15.02.2020 14:00,10.0,488.3,752.6,-1.3,6,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,17.2,,,,,,30.0,-26.0,No precipitation,12,,,,
15.02.2020 11:00,2.6,489.6,756.2,,16,Wind blowing from the east,2,,6,no clouds, ,,,-3.3,,,,,,,26.0,-20.7,No precipitation,6,,,,
15.02.2020 08:00,-2.7,487.4,753.1,,22,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,17.2,,,,,,30.0,-21.5,No precipitation,12,,,,
15.02.2020 05:00,-0.1,485.4,745.9,,18,Wind blowing from the east-northeast,3,,5,, ,,,-3.1,17.2,,,,,,30.0,-21.6,No precipitation,6,,,,
15.02.2020 02:00,2.2,484.4,746.0,0.8,14,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,17.2,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
14.02.2020 23:00,6.8,483.6,747.1,,8,Wind blowing from the east,2,,,, ,,,-3.1,17.2,,,,,,30.0,-25.2,No precipitation,6,,,,
14.02.2020 20:00,11.5,482.1,745.1,0.0,4,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,17.2,,,,,,22.0,-29.3,No precipitation,12,,,,
14.02.2020 17:00,16.3,482.1,741.0,,2,Wind blowing from the west,2,,5,20–30%., ,,,-3.1,16.7,,,1000-1500,,,30.0,-33.3,No precipitation,6,,,,
14.02.2020 14:00,11.1,484.6,746.3,-2.3,6,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,16.7,,,2500 or more  or no clouds.,,,30.0,-25.2,No precipitation,12,,,,
14.02.2020 11:00,2.3,486.9,753.5,,17,Wind blowing from the east-northeast,3,,5,no clouds, ,,,-3.1,,,,,,,30.0,-20.3,No precipitation,6,,,,
14.02.2020 08:00,-3.0,486.4,753.6,0.2,25,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,16.7,,,,,,30.0,-20.3,No precipitation,12,,,,
14.02.2020 05:00,-0.4,486.2,748.0,,20,Wind blowing from the east-northeast,2,,8,, ,,,-3.2,16.7,,,,,,30.0,-20.6,No precipitation,6,,,,
14.02.2020 02:00,2.2,486.3,748.3,-0.5,17,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,16.7,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
13.02.2020 23:00,4.7,486.8,752.8,,12,Wind blowing from the east-northeast,2,,8,, ,,,-3.2,16.7,,,,,,25.0,-22.3,No precipitation,6,,,,
13.02.2020 20:00,8.4,486.3,753.4,,8,Wind blowing from the south-southwest,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,16.7,,,,,,16.0,-24.0,No precipitation,12,,,,
13.02.2020 17:00,15.2,487.0,749.8,,4,Wind blowing from the west-southwest,2,,6,20–30%., ,,,-3.2,15.9,,,1000-1500,,,30.0,-26.7,No precipitation,6,,,,
13.02.2020 14:00,12.4,490.0,754.9,-1.7,5,Wind blowing from the south-southeast,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,13.1,,,1000-1500,,,30.0,-26.3,No precipitation,12,,,,
13.02.2020 11:00,3.0,491.7,761.5,,16,Wind blowing from the east-northeast,2,,6,no clouds, ,,,-3.2,12.8,,,,,,28.0,-20.4,No precipitation,6,,,,
13.02.2020 08:00,-3.0,490.1,760.0,0.8,21,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,12.8,,,,,,30.0,-22.3,No precipitation,12,,,,
13.02.2020 05:00,-1.5,489.3,754.9,,18,Wind blowing from the east-northeast,2,,6,, ,,,-4.1,12.8,,,,,,30.0,-22.8,No precipitation,6,,,,
13.02.2020 02:00,0.5,489.0,755.5,,18,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,12.8,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
12.02.2020 23:00,2.7,488.6,757.4,,13,Wind blowing from the east-northeast,1,,6,, ,,,-4.1,12.8,,,,,,17.0,-23.0,No precipitation,6,,,,
12.02.2020 20:00,7.3,487.8,756.5,-0.3,7,Wind blowing from the east-northeast,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,12.8,,,1000-1500,,,21.0,-26.3,No precipitation,12,,,,
12.02.2020 17:00,12.3,488.1,752.8,,4,Wind blowing from the west-southwest,3,,7,70 – 80%., ,,,-4.1,12.5,,,1000-1500,,,30.0,-28.8,No precipitation,6,,,,
12.02.2020 14:00,8.6,491.0,757.7,,7,Wind blowing from the south-southwest,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,8.8,,,1000-1500,,,30.0,-25.4,No precipitation,12,,,,
12.02.2020 11:00,1.9,492.6,763.0,,12,Wind blowing from the north-east,1,,7,20–30%., ,,,-4.1,8.8,,,1000-1500,,,17.0,-24.5,No precipitation,6,,,,
12.02.2020 08:00,-3.3,491.6,763.9,1.1,17,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,8.8,,,1000-1500,,,30.0,-24.9,No precipitation,12,,,,
12.02.2020 05:00,-0.7,490.5,758.9,,14,Wind blowing from the east,4,,7,, ,,,-7.4,8.8,,,,,,30.0,-25.0,No precipitation,6,,,,
12.02.2020 02:00,1.9,490.7,759.4,0.5,10,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.8,,,2500 or more  or no clouds.,,,30.0,-26.6,No precipitation,12,,,,
11.02.2020 23:00,4.0,490.2,761.7,,6,Wind blowing from the east-northeast,2,,,, ,,,-7.4,8.8,,,,,,30.0,-30.4,No precipitation,6,,,,
11.02.2020 20:00,4.8,489.3,762.6,0.3,7,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,8.8,,,2500 or more  or no clouds.,,,19.0,-28.2,No precipitation,12,,,,
11.02.2020 17:00,8.0,489.0,759.3,,5,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%, ,,,-7.4,8.8,,,1000-1500,,,30.0,-29.4,No precipitation,6,,,,
11.02.2020 14:00,5.0,491.5,763.6,-1.1,8,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,7.6,,,,,,30.0,-26.6,No precipitation,12,,,,
11.02.2020 11:00,-2.2,492.6,768.1,,17,Wind blowing from the north-east,2,,4,no clouds, ,,,-7.4,7.6,,,,,,30.0,-24.0,No precipitation,6,,,,
11.02.2020 08:00,-7.1,490.6,765.8,1.0,26,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,7.6,,,,,,30.0,-23.4,No precipitation,12,,,,
11.02.2020 05:00,-5.3,489.6,761.1,,22,Wind blowing from the east-northeast,2,,,, ,,,-8.9,7.6,,,,,,30.0,-23.7,No precipitation,6,,,,
11.02.2020 02:00,-3.1,489.4,762.4,0.7,18,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,7.6,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
10.02.2020 23:00,-0.8,488.7,763.7,,15,Wind blowing from the east-southeast,1,,4,, ,,,-8.9,7.6,,,,,,26.0,-24.2,No precipitation,6,,,,
10.02.2020 20:00,3.0,487.7,762.1,-0.4,9,Wind blowing from the north-northeast,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,7.6,,,1000-1500,,,20.0,-26.9,No precipitation,12,,,,
10.02.2020 17:00,6.3,488.1,759.7,,7,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-8.9,6.3,,,,,,30.0,-27.1,No precipitation,6,,,,
10.02.2020 14:00,1.5,490.9,765.7,-1.7,14,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.4,,,,,,30.0,-23.1,No precipitation,12,,,,
10.02.2020 11:00,-4.9,492.6,771.1,,26,Wind blowing from the east,2,,6,no clouds, ,,,-8.9,3.4,,,,,,30.0,-21.5,No precipitation,6,,,,
10.02.2020 08:00,-8.6,491.7,770.0,0.6,35,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,3.4,,,,,,30.0,-21.3,No precipitation,12,,,,
10.02.2020 05:00,-6.8,491.1,767.5,,32,Wind blowing from the east,3,,8,, ,,,-7.2,3.4,,,,,,30.0,-20.7,No precipitation,6,,,,
10.02.2020 02:00,-4.6,491.3,765.4,0.4,21,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.4,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
09.02.2020 23:00,-2.8,490.9,766.2,,17,Wind blowing from the south-east,1,,9,, ,,,-7.2,3.4,,,,,,30.0,-24.5,No precipitation,6,,,,
09.02.2020 20:00,0.5,489.8,764.6,0.5,12,Wind blowing from the north-northeast,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.5,,,1000-1500,,,30.0,-25.7,No precipitation,12,,,,
09.02.2020 17:00,1.2,489.3,762.1,,21,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%, ,,,-7.2,7.0,,,,,,30.0,-18.7,No precipitation,6,,,,
09.02.2020 14:00,2.9,489.6,760.9,,10,Wind blowing from the west,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,7.2,,,1000-1500,,,30.0,-25.8,No precipitation,12,,,,
09.02.2020 11:00,-1.2,490.0,762.7,,19,Wind blowing from the west-southwest,4,,7,10%  or less  but not 0, ,,,-7.2,7.2,,,1000-1500,,,25.0,-21.9,No precipitation,6,,,,
09.02.2020 08:00,-4.8,488.4,760.1,0.8,27,Wind blowing from the west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,7.2,,,,,,30.0,-20.9,No precipitation,12,,,,
09.02.2020 05:00,-2.6,487.6,756.1,,20,Wind blowing from the west,2,,8,, ,,,-6.7,7.2,,,,,,30.0,-22.5,No precipitation,6,,,,
09.02.2020 02:00,-1.5,487.5,756.8,,16,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,7.2,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
08.02.2020 23:00,0.7,486.8,756.4,,11,Wind blowing from the west,1,,10,, ,,,-6.7,7.2,,,,,,30.0,-26.5,No precipitation,6,,,,
08.02.2020 20:00,4.5,485.4,756.3,,6,Wind blowing from the south,2,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,7.2,,,1000-1500,,,18.0,-30.1,No precipitation,12,,,,
08.02.2020 17:00,6.9,485.5,752.3,,6,Wind blowing from the west,2,,10,20–30%., ,,,-6.7,9.2,,,1000-1500,,,30.0,-28.3,No precipitation,6,,,,
08.02.2020 14:00,4.2,487.7,756.1,,8,Wind blowing from the west-southwest,4,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,9.2,,,1000-1500,,,30.0,-27.2,No precipitation,12,,,,
08.02.2020 11:00,1.0,488.8,757.8,,23,Wind blowing from the south-southwest,1,,9,20–30%., ,,,-6.7,9.2,,,1000-1500,,,30.0,-17.8,No precipitation,6,,,,
08.02.2020 08:00,-6.2,487.4,759.9,1.1,36,Wind blowing from the north,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,9.2,,,,,,30.0,-18.8,No precipitation,12,,,,
08.02.2020 05:00,-1.7,486.3,753.1,,25,Wind blowing from the west,2,,10,, ,,,-7.6,9.2,,,,,,30.0,-19.2,No precipitation,6,,,,
08.02.2020 02:00,0.4,486.0,752.3,0.8,20,Wind blowing from the west,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,9.2,,,2500 or more  or no clouds.,,,30.0,-20.0,No precipitation,12,,,,
07.02.2020 23:00,3.6,485.2,751.9,,11,Wind blowing from the west-southwest,3,,,, ,,,-7.6,9.2,,,,,,30.0,-24.2,No precipitation,6,,,,
07.02.2020 20:00,3.5,483.8,754.0,,5,Wind blowing from the west-northwest,1,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,9.2,,,1000-1500,,,30.0,-32.7,No precipitation,12,,,,
07.02.2020 17:00,7.8,484.1,751.7,,3,Wind blowing from the south-southwest,4,,12,no clouds, ,,,-7.6,8.6,,,,,,30.0,-34.9,No precipitation,6,,,,
07.02.2020 14:00,6.3,486.0,753.8,-1.7,4,Wind blowing from the west-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,7.5,,,,,,30.0,-33.0,No precipitation,12,,,,
07.02.2020 11:00,1.5,487.7,758.8,,19,Wind blowing from the east,1,,4,no clouds, ,,,-7.6,7.5,,,,,,16.0,-19.6,No precipitation,6,,,,
07.02.2020 08:00,-5.6,486.0,757.9,1.1,28,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.5,,,,,,29.0,-21.2,No precipitation,12,,,,
07.02.2020 05:00,-5.4,484.9,753.6,,30,Wind blowing from the west-northwest,1,,4,, ,,,-7.7,7.5,,,,,,30.0,-20.3,No precipitation,6,,,,
07.02.2020 02:00,-2.3,484.4,753.8,1.1,26,Wind blowing from the south-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.5,,,2500 or more  or no clouds.,,,29.0,-19.2,No precipitation,12,,,,
06.02.2020 23:00,-1.5,483.3,754.8,,13,Wind blowing from the north-east,1,,4,, ,,,-7.7,7.5,,,,,,17.0,-26.4,No precipitation,6,,,,
06.02.2020 20:00,2.7,481.8,752.2,,10,Wind blowing from the south,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.5,,,1000-1500,,,12.0,-25.9,No precipitation,12,,,,
06.02.2020 17:00,6.9,482.9,750.3,,7,Wind blowing from the north,2,,5,no clouds, ,,,-7.7,6.9,,,,,,30.0,-26.6,No precipitation,6,,,,
06.02.2020 14:00,2.0,486.9,757.6,-2.2,11,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.6,,,,,,30.0,-25.4,No precipitation,12,,,,
06.02.2020 11:00,-3.2,489.1,762.9,,22,Wind blowing from the east,2,,7,no clouds, ,,,-7.7,7.6,,,,,,30.0,-21.9,No precipitation,6,,,,
06.02.2020 08:00,-7.0,488.4,762.8,0.3,29,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.6,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
06.02.2020 05:00,-5.2,488.1,758.8,,23,Wind blowing from the east-northeast,1,,12,, ,,,-7.9,7.6,,,,,,30.0,-23.1,No precipitation,6,,,,
06.02.2020 02:00,-2.3,488.2,758.0,1.3,17,Wind blowing from the east-northeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.6,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
05.02.2020 23:00,0.0,486.9,758.7,,12,Wind blowing from the north-northeast,4,,12,, ,,,-7.9,7.6,,,,,,30.0,-26.1,No precipitation,6,,,,
05.02.2020 20:00,2.2,483.8,755.8,2.2,9,Wind blowing from the north-northeast,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.6,,,2500 or more  or no clouds.,,,30.0,-27.5,No precipitation,12,,,,
05.02.2020 17:00,6.4,481.6,748.9,,3,Wind blowing from the south,2,,7,70 – 80%., ,,,-7.9,7.9,,,1000-1500,,,30.0,-35.9,No precipitation,6,,,,
05.02.2020 14:00,5.0,483.3,751.3,-1.7,6,Wind blowing from the west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,7.9,,,1000-1500,,,30.0,-29.7,No precipitation,12,,,,
05.02.2020 11:00,-2.0,485.0,757.8,,21,Wind blowing from the east,2,,,no clouds, ,,,-7.9,,,,,,,22.0,-21.4,No precipitation,6,,,,
05.02.2020 08:00,-7.3,483.9,757.2,,31,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,7.9,,,,,,30.0,-21.6,No precipitation,12,,,,
05.02.2020 05:00,-5.8,483.5,751.7,,26,Wind blowing from the east,1,,3,, ,,,-8.8,7.9,,,,,,30.0,-22.2,No precipitation,6,,,,
