Local time in Qionghai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 23:00,20.4,764.0,766.2,,90,Wind blowing from the east-northeast,2,,9,, ,,,16.8,23.1,,,,,,12.0,18.7,No precipitation,6,,,,
19.02.2020 20:00,20.7,763.4,765.6,0.5,88,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,23.1,,,300-600,,,11.0,18.6,Trace of precipitation,12,,,,
19.02.2020 17:00,21.9,762.9,765.1,,78,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%, ,,,16.8,23.1,,,600-1000,,,15.0,17.9,No precipitation,6,,,,
19.02.2020 14:00,22.5,764.2,766.4,-1.8,73,Wind blowing from the east,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,23.1,,,600-1000,,,17.0,17.4,0.1,12,,,,
19.02.2020 11:00,21.9,766.0,768.2,,75,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%, ,,,16.8,22.1,,,600-1000,,,17.0,17.3,No precipitation,6,,,,
19.02.2020 08:00,17.9,765.4,767.5,1.5,88,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,600-1000,,,15.0,15.9,0.1,12,,,,
19.02.2020 05:00,17.1,763.9,766.0,,90,Wind blowing from the north,2,,6,, ,,,15.7,19.8,,,,,,12.0,15.4,0.1,6,,,,
19.02.2020 02:00,16.8,764.8,766.9,-0.6,88,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,19.8,,,2500 or more  or no clouds.,,,14.0,14.8,No precipitation,12,,,,
18.02.2020 23:00,17.2,765.4,767.6,,82,Wind blowing from the west,2,,7,, ,,,15.3,19.8,,,,,,15.0,14.1,No precipitation,6,,,,
18.02.2020 20:00,17.6,764.8,767.0,0.7,78,Wind blowing from the north,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.8,,,600-1000,,,17.0,13.7,No precipitation,12,,,,
18.02.2020 17:00,19.2,764.1,766.3,,71,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%, ,,,15.2,19.8,,,600-1000,,,21.0,13.8,No precipitation,6,,,,
18.02.2020 14:00,19.3,765.1,767.3,-2.1,68,Wind blowing from the north-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,19.8,,,600-1000,,,24.0,13.3,No precipitation,12,,,,
18.02.2020 11:00,18.0,767.2,769.4,,66,Wind blowing from the north,3,,6,90  or more  but not 100%, ,,,15.2,18.0,,,600-1000,,,22.0,11.6,No precipitation,6,,,,
18.02.2020 08:00,15.9,767.1,769.3,1.1,68,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,16.7,,,600-1000,,,27.0,10.0,No precipitation,12,,,,
18.02.2020 05:00,15.8,766.0,768.1,,67,Wind blowing from the north,2,,6,, ,,,14.8,16.7,,,,,,26.0,9.7,No precipitation,6,,,,
18.02.2020 02:00,15.6,766.8,769.0,-1.0,71,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,16.7,,,2500 or more  or no clouds.,,,27.0,10.4,No precipitation,12,,,,
17.02.2020 23:00,15.4,767.8,770.0,,73,Wind blowing from the north-northwest,3,,8,, ,,,13.8,16.7,,,,,,26.0,10.6,No precipitation,6,,,,
17.02.2020 20:00,15.3,766.7,769.0,1.0,74,Wind blowing from the north,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,16.7,,,600-1000,,,22.0,10.7,No precipitation,12,,,,
17.02.2020 17:00,16.6,765.7,767.9,,67,Wind blowing from the north-northeast,3,,9,100%., ,,,13.7,16.7,,,600-1000,,,26.0,10.5,No precipitation,6,,,,
17.02.2020 14:00,16.2,766.3,768.5,-1.8,68,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,16.3,,,600-1000,,,24.0,10.3,No precipitation,12,,,,
17.02.2020 11:00,15.4,768.1,770.3,,74,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,13.7,16.4,,,600-1000,,,23.0,10.8,No precipitation,6,,,,
17.02.2020 08:00,15.2,766.7,769.0,1.6,78,Wind blowing from the north,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,600-1000,,,25.0,11.4,No precipitation,12,,,,
17.02.2020 05:00,14.8,765.1,767.3,,81,Wind blowing from the north,2,,9,, ,,,13.7,,,,,,,29.0,11.6,No precipitation,6,,,,
17.02.2020 02:00,14.3,765.1,767.3,-0.3,87,Wind blowing from the north,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,2500 or more  or no clouds.,,,10.0,12.2,No precipitation,12,,,,
16.02.2020 23:00,14.7,765.4,767.7,,83,Calm  no wind,0,,,, ,,,13.7,,,,,,,25.0,11.8,No precipitation,6,,,,
16.02.2020 20:00,13.9,764.5,766.6,1.6,87,Wind blowing from the north,3,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,24.8,,,300-600,,,18.0,11.8,Trace of precipitation,12,,,,
16.02.2020 17:00,14.6,762.9,765.1,,81,Wind blowing from the north,3,,13,90  or more  but not 100%, ,,,14.6,28.1,,,600-1000,,,28.0,11.4,No precipitation,6,,,,
16.02.2020 14:00,15.2,763.1,765.3,-0.9,80,Wind blowing from the north-northwest,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,29.5,,,600-1000,,,21.0,11.8,No precipitation,12,,,,
16.02.2020 11:00,16.4,764.0,766.2,,83,Wind blowing from the north-northwest,4,,11,90  or more  but not 100%, ,,,16.2,29.6,,,600-1000,,,30.0,13.5,No precipitation,6,,,,
16.02.2020 08:00,18.6,761.6,763.8,3.2,90,Wind blowing from the north,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,29.6,,,300-600,,,15.0,16.9,No precipitation,12,,,,
16.02.2020 05:00,22.3,758.4,760.5,,95,Wind blowing from the west,2,,11,, ,,,22.1,29.6,,,,,,12.0,21.5,No precipitation,6,,,,
16.02.2020 02:00,22.7,757.6,759.7,0.0,94,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,29.6,,,2500 or more  or no clouds.,,,13.0,21.7,No precipitation,12,,,,
15.02.2020 23:00,23.7,757.6,759.7,,90,Wind blowing from the south-southwest,3,,11,, ,,,23.2,29.6,,,,,,20.0,22.0,No precipitation,6,,,,
15.02.2020 20:00,24.8,756.2,758.3,1.8,84,Wind blowing from the south,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,29.6,,,600-1000,,,21.0,21.9,No precipitation,12,,,,
15.02.2020 17:00,28.1,754.4,756.5,,69,Wind blowing from the south,5,,11,50%., ,,,23.2,29.6,,,600-1000,,,26.0,21.9,No precipitation,6,,,,
15.02.2020 14:00,29.1,755.1,757.2,-2.4,65,Wind blowing from the south,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,29.6,,,600-1000,,,27.0,21.8,No precipitation,12,,,,
15.02.2020 11:00,27.6,757.5,759.6,,71,Wind blowing from the south,5,,10,60%., ,,,23.2,27.8,,,600-1000,,,24.0,21.9,No precipitation,6,,,,
15.02.2020 08:00,23.8,757.1,759.2,0.8,89,Wind blowing from the south,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,,,,600-1000,,,18.0,21.9,No precipitation,12,,,,
15.02.2020 05:00,23.7,756.3,758.4,,90,Wind blowing from the south-southwest,3,,9,, ,,,23.2,27.8,,,,,,17.0,22.0,No precipitation,6,,,,
15.02.2020 02:00,23.5,757.1,759.2,-0.2,92,Wind blowing from the south,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.9,27.8,,,2500 or more  or no clouds.,,,13.0,22.1,No precipitation,12,,,,
14.02.2020 23:00,23.9,757.3,759.4,,93,Wind blowing from the south,3,,12,, ,,,22.9,27.8,,,,,,12.0,22.7,No precipitation,6,,,,
14.02.2020 20:00,23.5,756.0,758.1,1.1,90,Wind blowing from the south,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,27.8,,,600-1000,,,14.0,21.8,Trace of precipitation,12,,,,
14.02.2020 17:00,26.3,754.9,757.0,,74,Wind blowing from the south,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,27.8,,,600-1000,,,26.0,21.3,No precipitation,6,,,,
14.02.2020 14:00,27.7,755.5,757.6,-2.1,66,Wind blowing from the south,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,27.8,,,600-1000,,,27.0,20.8,No precipitation,12,,,,
14.02.2020 11:00,25.6,757.6,759.7,,81,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,22.8,25.6,,,300-600,,,19.0,22.1,No precipitation,6,,,,
14.02.2020 08:00,23.5,756.3,758.4,1.1,89,Wind blowing from the south,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.8,,,,600-1000,,,17.0,21.6,No precipitation,12,,,,
14.02.2020 05:00,23.2,755.2,757.3,,89,Wind blowing from the south,3,,8,, ,,,22.7,,,,,,,18.0,21.3,No precipitation,6,,,,
14.02.2020 02:00,23.1,756.7,758.8,-0.9,93,Wind blowing from the south,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,25.2,,,2500 or more  or no clouds.,,,12.0,21.9,15.0,12,,,,
13.02.2020 23:00,23.0,757.6,759.7,,95,Wind blowing from the south,3,,,, ,,,22.5,25.2,,,,,,10.0,22.2,No precipitation,6,,,,
13.02.2020 20:00,23.1,757.0,759.1,0.8,93,Wind blowing from the south,3,,,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,25.2,,,600-1000,,,12.0,21.9,15.0,12,,,,
13.02.2020 17:00,23.5,756.2,758.3,,94,Wind blowing from the south-southeast,4,,9,70 – 80%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,25.2,,,600-1000,,,7.0,22.5,15.0,6,,,,
13.02.2020 14:00,24.9,757.9,760.0,-2.2,84,Wind blowing from the east,3,,9,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,26.6,,,600-1000,,,18.0,22.0,0.2,12,,,,
13.02.2020 11:00,24.4,760.1,762.3,,86,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,22.5,26.8,,,600-1000,,,13.0,21.9,No precipitation,6,,,,
13.02.2020 08:00,23.4,759.0,761.2,1.8,88,Wind blowing from the south-west,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,15.0,21.3,No precipitation,12,,,,
13.02.2020 05:00,22.7,757.2,759.3,,91,Wind blowing from the south,4,,,, ,,,19.0,26.8,,,,,,13.0,21.2,No precipitation,6,,,,
13.02.2020 02:00,22.6,758.6,760.7,-1.1,91,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.8,,,2500 or more  or no clouds.,,,11.0,21.1,No precipitation,12,,,,
12.02.2020 23:00,22.6,759.7,761.8,,92,Wind blowing from the south,2,,7,, ,,,19.0,26.8,,,,,,10.0,21.2,No precipitation,6,,,,
12.02.2020 20:00,22.8,759.1,761.3,0.5,89,Wind blowing from the south-east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.8,,,600-1000,,,12.0,20.9,No precipitation,12,,,,
12.02.2020 17:00,24.7,758.6,760.8,,77,Wind blowing from the south-east,4,,,40%., ,,,19.0,26.8,,,600-1000,,,19.0,20.4,No precipitation,6,,,,
12.02.2020 14:00,26.3,759.7,761.8,-2.4,68,Wind blowing from the east-southeast,3,,,50%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,26.8,,,600-1000,,,19.0,19.9,No precipitation,12,,,,
12.02.2020 11:00,24.3,762.1,764.3,,78,Wind blowing from the east-southeast,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.8,,,600-1000,,,16.0,20.2,No precipitation,6,,,,
12.02.2020 08:00,19.6,761.9,764.1,1.1,98,Wind blowing from the west-southwest,1,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,300-600,,,0.1,19.3,No precipitation,12,,,,
12.02.2020 05:00,19.2,760.8,763.0,,97,Wind blowing from the north-east,0,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,18.4,25.8,,,,,,0.1,18.7,No precipitation,6,,,,
12.02.2020 02:00,19.9,761.0,763.2,-0.7,97,Wind blowing from the west-southwest,0,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,25.8,,,2500 or more  or no clouds.,,,1.3,19.4,No precipitation,12,,,,
11.02.2020 23:00,20.7,761.7,763.9,,97,Wind blowing from the west,0,,7,,Mist. ,,,17.8,25.8,,,,,,3.5,20.2,No precipitation,6,,,,
11.02.2020 20:00,21.4,760.9,763.1,0.5,94,Wind blowing from the east-southeast,1,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.8,,,600-1000,,,6.0,20.4,Trace of precipitation,12,,,,
11.02.2020 17:00,24.2,760.4,762.6,,78,Wind blowing from the east-southeast,3,,7,40%., ,,,17.8,25.8,,,600-1000,,,19.0,20.1,No precipitation,6,,,,
11.02.2020 14:00,25.1,761.4,763.6,-1.9,72,Wind blowing from the east-southeast,4,,,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.8,,,600-1000,,,19.0,19.7,3.0,12,,,,
11.02.2020 11:00,21.8,763.3,765.5,,85,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,21.9,,,600-1000,,,16.0,19.2,2.0,6,,,,
11.02.2020 08:00,18.9,762.7,764.9,1.0,96,Wind blowing from the west-northwest,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,,,,300-600,,,8.0,18.2,4.0,12,,,,
11.02.2020 05:00,18.4,761.7,763.9,,96,Wind blowing from the west-northwest,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.2,21.5,,,,,,1.7,17.8,2.0,6,,,,
11.02.2020 02:00,18.1,762.8,765.0,-1.1,95,Wind blowing from the north-northwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,21.5,,,2500 or more  or no clouds.,,,4.0,17.3,0.9,12,,,,
10.02.2020 23:00,18.2,763.9,766.0,,92,Wind blowing from the north-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,17.2,21.5,,,,,,4.2,16.9,No precipitation,6,,,,
10.02.2020 20:00,18.9,763.2,765.4,0.5,86,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,21.5,,,600-1000,,,13.0,16.5,Trace of precipitation,12,,,,
10.02.2020 17:00,21.0,762.7,764.9,,78,Wind blowing from the north,2,,5,90  or more  but not 100%, ,,,17.2,21.5,,,600-1000,,,18.0,17.0,No precipitation,6,,,,
10.02.2020 14:00,21.2,763.3,765.5,-1.8,74,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,21.2,,,600-1000,,,20.0,16.4,0.1,12,,,,
10.02.2020 11:00,19.2,765.1,767.3,,84,Wind blowing from the north-east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,21.6,,,300-600,,,12.0,16.4,No precipitation,6,,,,
10.02.2020 08:00,17.3,764.4,766.6,0.9,91,Wind blowing from the north-northeast,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,21.6,,,600-1000,,,11.0,15.8,0.1,12,,,,
10.02.2020 05:00,17.5,763.5,765.7,,89,Wind blowing from the north-northeast,2,,7,, ,,,17.5,21.6,,,,,,14.0,15.7,0.1,6,,,,
10.02.2020 02:00,17.6,764.5,766.7,-1.2,93,Wind blowing from the north,2,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,21.6,,,2500 or more  or no clouds.,,,8.0,16.5,No precipitation,12,,,,
09.02.2020 23:00,18.5,765.7,767.9,,87,Wind blowing from the north,2,,10,, ,,,18.5,21.6,,,,,,15.0,16.3,No precipitation,6,,,,
09.02.2020 20:00,19.4,765.2,767.4,1.3,79,Wind blowing from the north-northeast,2,,10,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,21.6,,,300-600,,,15.0,15.7,Trace of precipitation,12,,,,
09.02.2020 17:00,20.5,763.9,766.1,,74,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%, ,,,18.9,22.2,,,600-1000,,,21.0,15.7,No precipitation,6,,,,
09.02.2020 14:00,21.0,765.1,767.2,-2.1,70,Wind blowing from the north-east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.1,,,600-1000,,,23.0,15.3,No precipitation,12,,,,
09.02.2020 11:00,20.7,767.2,769.3,,74,Wind blowing from the north-east,4,,8,100%., ,,,18.9,,,,600-1000,,,22.0,15.9,No precipitation,6,,,,
09.02.2020 08:00,19.1,766.0,768.1,1.1,82,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,600-1000,,,22.0,16.0,0.3,12,,,,
09.02.2020 05:00,19.1,764.9,767.1,,88,Wind blowing from the north-northeast,2,,10,, ,,,18.9,24.1,,,,,,17.0,17.1,0.3,6,,,,
09.02.2020 02:00,18.9,765.4,767.6,-0.7,94,Wind blowing from the north,2,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.1,,,2500 or more  or no clouds.,,,7.0,17.9,0.3,12,,,,
08.02.2020 23:00,19.5,766.1,768.3,,92,Wind blowing from the east-northeast,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.5,24.1,,,,,,4.4,18.2,No precipitation,6,,,,
08.02.2020 20:00,20.9,764.8,767.0,1.4,81,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,24.1,,,600-1000,,,16.0,17.5,No precipitation,12,,,,
08.02.2020 17:00,22.2,763.4,765.6,,74,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%, ,,,20.5,24.1,,,600-1000,,,20.0,17.3,No precipitation,6,,,,
08.02.2020 14:00,23.7,763.3,765.5,-1.6,69,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,25.1,,,600-1000,,,21.0,17.7,No precipitation,12,,,,
08.02.2020 11:00,22.2,764.9,767.1,,76,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%, ,,,20.5,,,,600-1000,,,14.0,17.8,No precipitation,6,,,,
08.02.2020 08:00,20.7,763.7,765.9,1.3,86,Wind blowing from the north-east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,,,,300-600,,,9.0,18.3,No precipitation,12,,,,
08.02.2020 05:00,20.9,762.4,764.5,,86,Wind blowing from the east-northeast,4,,8,, ,,,19.3,26.2,,,,,,14.0,18.5,No precipitation,6,,,,
08.02.2020 02:00,21.4,763.1,765.3,-0.3,85,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,26.2,,,2500 or more  or no clouds.,,,16.0,18.8,No precipitation,12,,,,
07.02.2020 23:00,21.8,763.4,765.6,,86,Wind blowing from the east-northeast,4,,9,, ,,,18.9,26.2,,,,,,13.0,19.4,No precipitation,6,,,,
07.02.2020 20:00,21.9,762.5,764.7,1.5,89,Wind blowing from the east-northeast,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,26.2,,,600-1000,,,10.0,20.0,No precipitation,12,,,,
07.02.2020 17:00,23.7,761.0,763.2,,82,Wind blowing from the east,5,,9,70 – 80%., ,,,18.9,26.2,,,600-1000,,,13.0,20.4,No precipitation,6,,,,
07.02.2020 14:00,24.6,761.4,763.6,-1.9,77,Wind blowing from the east,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,26.2,,,600-1000,,,15.0,20.3,No precipitation,12,,,,
07.02.2020 11:00,22.9,763.3,765.4,,87,Wind blowing from the north-west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.9,,,600-1000,,,14.0,20.6,No precipitation,6,,,,
07.02.2020 08:00,20.0,762.1,764.2,1.6,98,Wind blowing from the north,0,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,,,,300-600,,,0.1,19.7,No precipitation,12,,,,
07.02.2020 05:00,19.3,760.5,762.7,,97,Calm  no wind,0,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,18.9,24.9,,,,,,0.2,18.8,No precipitation,6,,,,
07.02.2020 02:00,19.1,761.1,763.3,-0.3,97,Wind blowing from the north-west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.9,,,2500 or more  or no clouds.,,,5.0,18.6,No precipitation,12,,,,
06.02.2020 23:00,19.6,761.4,763.6,,95,Calm  no wind,0,,,,Mist. ,,,19.6,24.9,,,,,,5.0,18.8,No precipitation,6,,,,
06.02.2020 20:00,20.9,760.0,762.2,0.8,92,Wind blowing from the east-southeast,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,24.9,,,600-1000,,,12.0,19.6,No precipitation,12,,,,
06.02.2020 17:00,23.6,759.2,761.4,,75,Wind blowing from the south-east,3,,8,40%., ,,,20.0,24.9,,,600-1000,,,22.0,18.9,No precipitation,6,,,,
06.02.2020 14:00,24.6,759.9,762.1,-2.0,70,Wind blowing from the south-east,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,24.9,,,600-1000,,,24.0,18.8,0.1,12,,,,
06.02.2020 11:00,24.0,761.9,764.1,,76,Wind blowing from the south-east,3,,8,90  or more  but not 100%, ,,,20.0,24.2,,,600-1000,,,19.0,19.5,0.1,6,,,,
06.02.2020 08:00,20.1,761.2,763.4,1.3,97,Wind blowing from the south,0,,3,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,600-1000,,,4.3,19.6,0.2,12,,,,
