Local time in Haikou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 08:00,18.2,761.9,767.8,1.2,87,Wind blowing from the east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,18.4,,,Less than  50,,,19.0,16.0,No precipitation,12,,,,
19.02.2020 05:00,18.1,760.7,766.5,,88,Wind blowing from the east-northeast,3,,8,, ,,,16.2,18.4,,,,,,18.0,16.1,No precipitation,6,,,,
19.02.2020 02:00,18.4,761.4,767.2,-0.6,84,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,18.4,,,2500 or more  or no clouds.,,,18.0,15.6,No precipitation,12,,,,
18.02.2020 23:00,17.9,762.0,767.8,,82,Wind blowing from the east,2,,11,, ,,,16.1,18.1,,,,,,20.0,14.8,No precipitation,6,,,,
18.02.2020 20:00,17.0,761.3,767.2,0.1,77,Wind blowing from the east,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,18.1,,,300-600,,,26.0,12.9,No precipitation,12,,,,
18.02.2020 17:00,16.8,761.2,767.0,,71,Wind blowing from the east-northeast,4,,11,90  or more  but not 100%, ,,,15.0,18.1,,,300-600,,,30.0,11.5,No precipitation,6,,,,
18.02.2020 14:00,17.8,761.9,767.8,-2.3,67,Wind blowing from the east-northeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,17.9,,,300-600,,,30.0,11.6,No precipitation,12,,,,
18.02.2020 11:00,17.8,764.2,770.0,,62,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%, ,,,15.0,17.8,,,300-600,,,30.0,10.4,No precipitation,6,,,,
18.02.2020 08:00,16.6,763.6,769.5,1.0,58,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,16.8,,,300-600,,,30.0,8.3,No precipitation,12,,,,
18.02.2020 05:00,16.2,762.6,768.4,,57,Wind blowing from the east,3,,9,, ,,,14.4,16.8,,,,,,30.0,7.7,No precipitation,6,,,,
18.02.2020 02:00,16.3,763.6,769.4,-0.7,50,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,16.8,,,2500 or more  or no clouds.,,,30.0,5.9,No precipitation,12,,,,
17.02.2020 23:00,16.5,764.3,770.2,,56,Wind blowing from the east-northeast,4,,9,, ,,,13.6,16.5,,,,,,30.0,7.7,No precipitation,6,,,,
17.02.2020 20:00,15.7,763.4,769.3,1.0,61,Wind blowing from the east,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,16.1,,,300-600,,,30.0,8.2,No precipitation,12,,,,
17.02.2020 17:00,15.0,762.4,768.3,,63,Wind blowing from the east-northeast,5,,11,90  or more  but not 100%, ,,,12.9,16.1,,,300-600,,,30.0,8.0,No precipitation,6,,,,
17.02.2020 14:00,15.8,763.2,769.0,-1.9,59,Wind blowing from the east-northeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.0,,,300-600,,,30.0,7.8,No precipitation,12,,,,
17.02.2020 11:00,15.4,765.1,771.0,,60,Wind blowing from the north-east,5,,11,100%., ,,,12.3,15.4,,,300-600,,,30.0,7.7,No precipitation,6,,,,
17.02.2020 08:00,14.5,763.7,769.6,1.9,72,Wind blowing from the north-northeast,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,15.0,,,300-600,,,30.0,9.5,No precipitation,12,,,,
17.02.2020 05:00,14.9,761.8,767.8,,71,Wind blowing from the east-northeast,4,,10,, ,,,12.3,18.1,,,,,,30.0,9.7,No precipitation,6,,,,
17.02.2020 02:00,14.8,761.9,767.8,-0.2,77,Wind blowing from the east-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,2500 or more  or no clouds.,,,30.0,10.8,No precipitation,12,,,,
16.02.2020 23:00,13.6,762.1,768.1,,84,Wind blowing from the north-northeast,3,,8,, ,,,12.3,,,,,,,30.0,11.0,No precipitation,6,,,,
16.02.2020 20:00,13.3,761.2,767.0,1.5,82,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,300-600,,,30.0,10.3,No precipitation,12,,,,
16.02.2020 17:00,12.9,759.7,765.6,,81,Wind blowing from the north-east,3,,9,100%., ,,,12.3,,,,300-600,,,30.0,9.7,No precipitation,6,,,,
16.02.2020 14:00,12.8,760.2,766.0,-1.3,85,Wind blowing from the north,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,300-600,,,15.0,10.3,Trace of precipitation,12,,,,
16.02.2020 11:00,14.4,761.5,767.2,,75,Wind blowing from the north,4,,11,90  or more  but not 100%, ,,,14.4,32.8,,,300-600,,,30.0,10.0,Trace of precipitation,6,,,,
16.02.2020 08:00,14.8,759.2,764.9,3.1,86,Wind blowing from the north-northwest,4,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,32.8,,,300-600,,,24.0,12.5,Trace of precipitation,12,,,,
16.02.2020 05:00,18.1,756.1,761.7,,93,Wind blowing from the north,4,,11,,Mist. ,,,18.1,32.8,,,,,,4.2,17.0,No precipitation,6,,,,
16.02.2020 02:00,23.0,754.3,759.9,0.6,92,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,32.8,,,2500 or more  or no clouds.,,,19.0,21.6,No precipitation,12,,,,
15.02.2020 23:00,24.8,753.7,759.2,,85,Wind blowing from the south-east,2,,9,, ,,,23.0,32.8,,,,,,23.0,22.1,No precipitation,6,,,,
15.02.2020 20:00,26.7,752.2,757.8,1.8,80,Wind blowing from the east-southeast,3,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,32.8,,,300-600,,,25.0,23.0,No precipitation,12,,,,
15.02.2020 17:00,29.1,750.4,755.9,,62,Wind blowing from the north-northeast,1,,12,40%., ,,,23.0,32.8,,,300-600,,,30.0,21.1,No precipitation,6,,,,
15.02.2020 14:00,32.1,750.7,756.2,-2.1,53,Wind blowing from the south,4,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,32.1,,,300-600,,,30.0,21.3,No precipitation,12,,,,
15.02.2020 11:00,28.2,752.8,758.3,,64,Wind blowing from the south-southeast,5,,12,50%., ,,,23.0,28.2,,,300-600,,,30.0,20.7,No precipitation,6,,,,
15.02.2020 08:00,23.6,752.0,757.6,1.0,83,Wind blowing from the south-southeast,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,,,,300-600,,,30.0,20.5,No precipitation,12,,,,
15.02.2020 05:00,23.1,751.0,756.5,,88,Wind blowing from the south-southeast,5,,11,, ,,,22.4,28.0,,,,,,28.0,21.0,No precipitation,6,,,,
15.02.2020 02:00,23.6,752.2,757.9,-0.6,87,Wind blowing from the south-east,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,28.0,,,2500 or more  or no clouds.,,,26.0,21.3,No precipitation,12,,,,
14.02.2020 23:00,23.7,752.8,758.4,,87,Wind blowing from the south-east,4,,10,, ,,,22.4,28.0,,,,,,26.0,21.4,No precipitation,6,,,,
14.02.2020 20:00,24.7,751.2,756.8,0.8,79,Wind blowing from the south-east,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,28.0,,,300-600,,,30.0,20.8,0.4,12,,,,
14.02.2020 17:00,27.0,750.4,756.0,,68,Wind blowing from the south-southeast,6,,11,90  or more  but not 100%, ,,,22.4,28.0,,,300-600,,,30.0,20.6,No precipitation,6,,,,
14.02.2020 14:00,26.6,751.3,757.0,-2.1,74,Wind blowing from the south-southeast,4,,11,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,26.7,,,300-600,,,29.0,21.6,0.4,12,,,,
14.02.2020 11:00,24.8,753.4,759.1,,81,Wind blowing from the south-east,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.4,26.7,,,300-600,,,28.0,21.3,0.4,6,,,,
14.02.2020 08:00,23.0,752.5,758.1,,87,Wind blowing from the west-northwest,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,,,,300-600,,,26.0,20.7,4.0,12,,,,
14.02.2020 02:00,22.6,751.7,757.3,-1.3,92,Wind blowing from the south-east,6,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,26.7,,,2500 or more  or no clouds.,,,7.0,21.2,4.0,12,,,,
13.02.2020 23:00,23.2,753.0,758.6,,89,Wind blowing from the south-southeast,5,,11,, ,,,21.8,26.7,,,,,,25.0,21.3,No precipitation,6,,,,
13.02.2020 20:00,23.7,752.0,757.6,0.1,87,Wind blowing from the south-east,5,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,26.7,,,300-600,,,26.0,21.4,1.0,12,,,,
13.02.2020 17:00,26.4,751.9,757.6,,72,Wind blowing from the south-southeast,5,,10,10%  or less  but not 0, ,,,21.8,26.7,,,300-600,,,30.0,20.9,0.5,6,,,,
13.02.2020 14:00,23.8,753.9,759.5,-2.9,84,Wind blowing from the south-southeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,,,,300-600,,,27.0,20.9,1.0,12,,,,
13.02.2020 11:00,22.8,756.8,762.5,,91,Wind blowing from the south-southwest,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.8,,,,300-600,,,13.0,21.3,0.9,6,,,,
13.02.2020 08:00,22.5,755.5,761.1,2.0,89,Wind blowing from the south,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,,,,300-600,,,11.0,20.6,Trace of precipitation,12,,,,
13.02.2020 05:00,22.6,753.5,759.1,,87,Wind blowing from the south-southeast,3,,10,, ,,,20.1,,,,,,,22.0,20.3,No precipitation,6,,,,
13.02.2020 02:00,22.4,754.6,760.2,-0.9,90,Wind blowing from the south-east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,28.4,,,2500 or more  or no clouds.,,,16.0,20.7,No precipitation,12,,,,
12.02.2020 23:00,22.2,755.5,761.2,,91,Wind blowing from the east-southeast,4,,8,, ,,,20.1,28.4,,,,,,13.0,20.7,No precipitation,6,,,,
12.02.2020 20:00,23.5,755.2,760.9,0.6,78,Wind blowing from the south-east,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,28.4,,,300-600,,,21.0,19.4,No precipitation,12,,,,
12.02.2020 17:00,24.2,754.6,760.3,,80,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%, ,,,20.1,28.4,,,300-600,,,13.0,20.5,No precipitation,6,,,,
12.02.2020 14:00,28.3,755.7,761.3,-2.5,58,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,28.3,,,300-600,,,28.0,19.2,No precipitation,12,,,,
12.02.2020 11:00,23.2,758.2,763.9,,83,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,20.0,24.7,,,300-600,,,17.0,20.2,No precipitation,6,,,,
12.02.2020 08:00,20.4,758.2,763.9,0.9,98,Wind blowing from the east,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,300-600,,,1.8,20.1,No precipitation,12,,,,
12.02.2020 05:00,20.4,757.3,763.0,,97,Wind blowing from the east,2,,7,,Mist. ,,,18.8,24.7,,,,,,3.7,19.9,No precipitation,6,,,,
12.02.2020 02:00,20.7,757.6,763.3,-0.5,95,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,24.7,,,2500 or more  or no clouds.,,,8.0,19.9,No precipitation,12,,,,
11.02.2020 23:00,21.1,758.1,763.8,,93,Wind blowing from the east-southeast,3,,7,, ,,,18.1,24.7,,,,,,11.0,19.9,No precipitation,6,,,,
11.02.2020 20:00,21.3,757.3,763.0,0.6,93,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,24.7,,,300-600,,,9.0,20.1,1.0,12,,,,
11.02.2020 17:00,22.9,756.7,762.4,,83,Wind blowing from the east-northeast,4,,7,70 – 80%., ,,,17.2,24.7,,,300-600,,,17.0,19.9,0.7,6,,,,
11.02.2020 14:00,23.4,757.9,763.6,-2.0,81,Wind blowing from the east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,23.5,,,300-600,,,22.0,20.0,2.0,12,,,,
11.02.2020 11:00,19.9,759.9,765.7,,95,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,17.2,19.9,,,300-600,,,3.6,19.1,0.6,6,,,,
11.02.2020 08:00,19.1,759.2,765.0,0.8,96,Wind blowing from the east,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,19.1,,,300-600,,,4.0,18.4,0.3,12,,,,
11.02.2020 05:00,18.7,758.4,764.2,,95,Wind blowing from the north-northeast,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.4,18.8,,,,,,3.8,17.9,0.2,6,,,,
11.02.2020 02:00,18.6,759.4,765.1,-0.6,90,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.6,,,2500 or more  or no clouds.,,,9.0,16.9,No precipitation,12,,,,
10.02.2020 23:00,18.2,760.0,765.7,,88,Wind blowing from the east,3,,9,, ,,,16.4,18.4,,,,,,11.0,16.2,No precipitation,6,,,,
10.02.2020 20:00,17.4,759.9,765.7,0.2,89,Wind blowing from the east-northeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,18.4,,,300-600,,,9.0,15.6,No precipitation,12,,,,
10.02.2020 17:00,17.4,759.7,765.5,,85,Wind blowing from the east-northeast,3,,9,100%., ,,,16.4,18.4,,,300-600,,,10.0,14.9,No precipitation,6,,,,
10.02.2020 14:00,17.7,760.4,766.2,-1.5,82,Wind blowing from the east-northeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,19.5,,,300-600,,,13.0,14.6,0.1,12,,,,
10.02.2020 11:00,18.2,761.9,767.7,,82,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%, ,,,16.4,20.1,,,300-600,,,16.0,15.1,0.1,6,,,,
10.02.2020 08:00,17.0,761.1,766.9,0.9,89,Wind blowing from the east,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,20.2,,,300-600,,,14.0,15.2,0.1,12,,,,
10.02.2020 05:00,16.9,760.2,766.0,,91,Wind blowing from the east,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.9,20.2,,,,,,7.0,15.4,No precipitation,6,,,,
10.02.2020 02:00,18.4,761.2,766.9,-1.3,77,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,20.2,,,2500 or more  or no clouds.,,,30.0,14.3,No precipitation,12,,,,
09.02.2020 23:00,18.2,762.5,768.3,,84,Wind blowing from the east-northeast,4,,10,,Rain (not freezing) not falling as shower(s). ,,,17.7,20.2,,,,,,20.0,15.5,No precipitation,6,,,,
09.02.2020 20:00,18.0,762.1,767.9,1.1,82,Wind blowing from the east-northeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,20.2,,,300-600,,,23.0,14.9,No precipitation,12,,,,
09.02.2020 17:00,18.3,761.0,766.8,,80,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%, ,,,18.3,20.3,,,300-600,,,23.0,14.8,No precipitation,6,,,,
09.02.2020 14:00,19.1,762.1,767.9,-1.8,76,Wind blowing from the north-east,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,300-600,,,24.0,14.8,No precipitation,12,,,,
09.02.2020 11:00,20.1,763.9,769.7,,74,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%, ,,,18.8,,,,300-600,,,30.0,15.3,No precipitation,6,,,,
09.02.2020 08:00,18.8,762.9,768.7,1.1,80,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,300-600,,,26.0,15.3,No precipitation,12,,,,
09.02.2020 05:00,19.1,761.8,767.6,,81,Wind blowing from the east-northeast,4,,9,, ,,,19.0,,,,,,,21.0,15.8,No precipitation,6,,,,
09.02.2020 02:00,19.5,762.4,768.1,-0.3,83,Wind blowing from the east-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,23.2,,,2500 or more  or no clouds.,,,27.0,16.5,No precipitation,12,,,,
08.02.2020 23:00,19.4,762.7,768.4,,83,Wind blowing from the east,4,,9,, ,,,19.0,23.2,,,,,,27.0,16.4,No precipitation,6,,,,
08.02.2020 20:00,19.0,761.8,767.6,1.5,88,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,23.2,,,300-600,,,9.0,17.0,No precipitation,12,,,,
08.02.2020 17:00,20.3,760.3,766.1,,81,Wind blowing from the east-northeast,5,,9,100%., ,,,19.6,23.2,,,300-600,,,26.0,16.9,No precipitation,6,,,,
08.02.2020 14:00,22.7,760.2,765.9,-1.7,72,Wind blowing from the east-northeast,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,23.0,,,300-600,,,23.0,17.4,No precipitation,12,,,,
08.02.2020 11:00,20.8,761.9,767.7,,80,Wind blowing from the east-northeast,5,,9,100%., ,,,19.6,,,,300-600,,,18.0,17.2,No precipitation,6,,,,
08.02.2020 08:00,19.9,760.6,766.3,1.4,86,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,2500 or more  or no clouds.,,,14.0,17.5,No precipitation,12,,,,
08.02.2020 05:00,19.8,759.2,764.9,,88,Wind blowing from the east,3,,9,, ,,,19.6,24.0,,,,,,12.0,17.8,No precipitation,6,,,,
08.02.2020 02:00,20.1,760.0,765.7,0.0,87,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,24.0,,,2500 or more  or no clouds.,,,16.0,17.9,No precipitation,12,,,,
07.02.2020 23:00,20.7,760.0,765.7,,88,Wind blowing from the east,4,,10,, ,,,20.5,24.0,,,,,,14.0,18.6,No precipitation,6,,,,
07.02.2020 20:00,20.5,759.1,764.8,1.5,91,Wind blowing from the east,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,24.0,,,300-600,,,8.0,19.0,No precipitation,12,,,,
07.02.2020 17:00,21.5,757.6,763.3,,87,Wind blowing from the east-northeast,5,,10,90  or more  but not 100%, ,,,20.9,25.4,,,300-600,,,9.0,19.2,No precipitation,6,,,,
07.02.2020 14:00,22.4,758.0,763.7,-1.8,84,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.9,,,,300-600,,,8.0,19.6,No precipitation,12,,,,
07.02.2020 11:00,22.9,759.8,765.5,,85,Wind blowing from the east-northeast,3,,6,70 – 80%., ,,,20.9,,,,300-600,,,9.0,20.2,No precipitation,6,,,,
07.02.2020 08:00,21.3,758.8,764.5,1.8,92,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,,,,300-600,,,9.0,19.9,No precipitation,12,,,,
07.02.2020 05:00,21.0,757.0,762.7,,93,Wind blowing from the east,3,,8,, ,,,19.8,26.8,,,,,,11.0,19.8,No precipitation,6,,,,
07.02.2020 02:00,21.2,757.5,763.1,-0.2,92,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,26.8,,,2500 or more  or no clouds.,,,14.0,19.8,No precipitation,12,,,,
06.02.2020 23:00,21.0,757.7,763.4,,92,Wind blowing from the east,3,,10,, ,,,19.8,26.8,,,,,,13.0,19.7,No precipitation,6,,,,
06.02.2020 20:00,22.6,756.4,762.1,1.2,75,Wind blowing from the east-southeast,3,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,26.8,,,300-600,,,27.0,17.9,No precipitation,12,,,,
06.02.2020 17:00,25.4,755.2,760.9,,60,Wind blowing from the south-east,5,,10,20–30%., ,,,19.8,26.8,,,300-600,,,27.0,17.1,No precipitation,6,,,,
06.02.2020 14:00,26.1,755.8,761.5,-2.0,59,Wind blowing from the south-east,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,26.4,,,300-600,,,30.0,17.5,No precipitation,12,,,,
06.02.2020 11:00,23.9,757.8,763.5,,75,Wind blowing from the south-east,4,,10,90  or more  but not 100%, ,,,18.6,23.9,,,300-600,,,23.0,19.2,No precipitation,6,,,,
06.02.2020 08:00,20.1,757.9,763.6,1.2,95,Wind blowing from the east,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.5,,,300-600,,,10.0,19.3,No precipitation,12,,,,
06.02.2020 05:00,19.9,756.7,762.4,,94,Wind blowing from the east,2,,7,, ,,,,20.5,,,,,,11.0,18.9,No precipitation,6,,,,
06.02.2020 02:00,20.3,757.5,763.3,-0.2,92,Wind blowing from the east,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,20.5,,,2500 or more  or no clouds.,,,13.0,19.0,0.4,12,,,,
05.02.2020 23:00,20.3,757.7,763.4,,92,Wind blowing from the east,3,,7,, ,,,18.5,20.5,,,,,,14.0,19.0,No precipitation,6,,,,
05.02.2020 20:00,20.2,757.2,762.9,0.9,94,Wind blowing from the east,3,,7,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,20.5,,,300-600,,,11.0,19.2,0.7,12,,,,
05.02.2020 17:00,19.9,756.3,762.1,,95,Wind blowing from the east-northeast,2,,8,60%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,20.4,,,300-600,,,8.0,19.1,0.7,6,,,,
05.02.2020 14:00,18.6,757.3,763.0,-1.8,95,Wind blowing from the east-northeast,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,20.4,,,300-600,,,4.0,17.8,0.3,12,,,,
05.02.2020 11:00,20.2,759.1,764.8,,90,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%, ,,,18.5,21.0,,,300-600,,,9.0,18.5,No precipitation,6,,,,
