Local time in Guiping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.03.2020 17:00,28.6,741.7,752.9,,61,Wind blowing from the south-west,3,,8,40%., ,,,22.5,29.6,,,1500-2000,,,17.0,20.3,No precipitation,6,,,,
09.03.2020 14:00,27.6,742.3,753.6,-2.1,67,Wind blowing from the south-southwest,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,28.3,,,1000-1500,,,11.0,20.9,No precipitation,12,,,,
09.03.2020 11:00,24.7,744.4,755.7,,80,Wind blowing from the north-northeast,1,,6,100%., ,,,22.5,28.2,,,600-1000,,,15.0,21.0,No precipitation,6,,,,
09.03.2020 08:00,23.0,743.2,754.5,1.6,87,Wind blowing from the north-northwest,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,28.2,,,600-1000,,,10.0,20.7,No precipitation,12,,,,
09.03.2020 05:00,22.5,741.6,752.8,,89,Wind blowing from the north,3,,9,, ,,,22.5,28.2,,,,,,14.0,20.6,No precipitation,6,,,,
09.03.2020 02:00,24.2,742.6,753.9,,81,Wind blowing from the west-southwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.7,28.2,,,2500 or more  or no clouds.,,,16.0,20.7,No precipitation,12,,,,
08.03.2020 20:00,25.5,741.2,752.5,1.0,77,Wind blowing from the south-west,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.1,28.2,,,600-1000,,,19.0,21.2,No precipitation,12,,,,
08.03.2020 17:00,26.8,740.2,751.4,,71,Wind blowing from the south,4,,11,70 – 80%., ,,,22.1,28.2,,,600-1000,,,20.0,21.1,No precipitation,6,,,,
08.03.2020 14:00,26.3,742.1,753.4,-3.1,72,Wind blowing from the south-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,26.3,,,600-1000,,,30.0,20.8,No precipitation,12,,,,
08.03.2020 11:00,24.4,745.2,756.5,,81,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%, ,,,21.7,24.4,,,1000-1500,,,17.0,20.9,No precipitation,6,,,,
08.03.2020 08:00,22.9,745.0,756.4,,84,Wind blowing from the west-southwest,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,24.3,,,600-1000,,,18.0,20.1,No precipitation,12,,,,
08.03.2020 05:00,23.1,744.1,755.5,,84,Wind blowing from the west,4,,8,, ,,,,24.3,,,,,,19.0,20.2,No precipitation,6,,,,
08.03.2020 02:00,23.1,745.4,756.8,,83,Wind blowing from the west-southwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,24.3,,,2500 or more  or no clouds.,,,19.0,20.1,No precipitation,12,,,,
07.03.2020 20:00,23.5,745.3,756.7,0.7,82,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,24.3,,,600-1000,,,18.0,20.2,No precipitation,12,,,,
07.03.2020 17:00,23.5,744.6,756.0,,85,Wind blowing from the north,2,,6,90  or more  but not 100%, ,,,16.5,23.7,,,1000-1500,,,8.0,20.8,No precipitation,6,,,,
07.03.2020 14:00,21.8,746.2,757.7,-2.6,86,Wind blowing from the south-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,23.7,,,600-1000,,,9.0,19.4,No precipitation,12,,,,
07.03.2020 11:00,22.5,748.8,760.3,,84,Wind blowing from the south,1,,6,90  or more  but not 100%, ,,,15.7,22.5,,,1000-1500,,,13.0,19.7,No precipitation,6,,,,
07.03.2020 08:00,19.7,748.6,760.2,1.2,94,Wind blowing from the north-east,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.5,,,600-1000,,,5.0,18.7,0.1,12,,,,
07.03.2020 05:00,19.5,747.4,759.0,,94,Wind blowing from the north,2,,7,,Mist. ,,,14.2,20.3,,,,,,6.0,18.5,0.1,6,,,,
07.03.2020 02:00,19.6,748.1,759.7,,95,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,19.6,,,2500 or more  or no clouds.,,,6.0,18.8,0.4,12,,,,
06.03.2020 20:00,18.0,748.3,760.0,0.3,97,Wind blowing from the north,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.2,18.3,,,300-600,,,2.2,17.5,0.3,12,,,,
06.03.2020 17:00,17.3,748.0,759.7,,96,Wind blowing from the north-northeast,3,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,17.7,,,300-600,,,2.4,16.7,No precipitation,6,,,,
06.03.2020 14:00,16.4,749.4,761.1,-2.3,93,Wind blowing from the south-southwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.2,16.7,,,600-1000,,,7.0,15.3,0.9,12,,,,
06.03.2020 11:00,15.8,751.7,763.5,,96,Wind blowing from the west,1,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,15.8,,,600-1000,,,5.0,15.2,0.9,6,,,,
06.03.2020 08:00,14.7,750.9,762.7,,97,Wind blowing from the north-northeast,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,15.8,,,300-600,,,0.4,14.2,0.9,12,,,,
06.03.2020 05:00,15.1,750.1,761.8,,90,Wind blowing from the north-northeast,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,,15.8,,,,,,4.4,13.5,No precipitation,6,,,,
06.03.2020 02:00,15.4,751.3,763.1,,85,Wind blowing from the north-northeast,3,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.8,,,2500 or more  or no clouds.,,,21.0,12.9,No precipitation,12,,,,
05.03.2020 20:00,15.1,751.7,763.6,0.2,78,Wind blowing from the north-east,4,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,15.8,,,600-1000,,,30.0,11.3,Trace of precipitation,12,,,,
05.03.2020 17:00,15.0,751.5,763.3,,79,Wind blowing from the north-east,3,,8,100%., ,,,11.9,15.8,,,600-1000,,,30.0,11.4,No precipitation,6,,,,
05.03.2020 14:00,15.0,752.9,764.8,-2.6,79,Wind blowing from the north-east,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,15.2,,,600-1000,,,25.0,11.4,Trace of precipitation,12,,,,
05.03.2020 11:00,13.7,755.5,767.4,,84,Wind blowing from the east-northeast,4,,7,100%., ,,,11.9,13.8,,,600-1000,,,29.0,11.0,No precipitation,6,,,,
05.03.2020 08:00,12.5,754.7,766.6,1.1,89,Wind blowing from the north-east,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,14.2,,,600-1000,,,30.0,10.7,0.1,12,,,,
05.03.2020 05:00,12.0,753.6,765.5,,95,Wind blowing from the east-northeast,1,,7,,Rain (not freezing) not falling as shower(s). ,,,11.9,14.7,,,,,,21.0,11.2,0.1,6,,,,
05.03.2020 02:00,12.2,754.4,766.3,,97,Wind blowing from the south-west,1,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,15.0,,,2500 or more  or no clouds.,,,3.2,11.7,2.0,12,,,,
04.03.2020 20:00,12.9,753.8,765.7,1.0,92,Wind blowing from the north-west,1,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,,,,300-600,,,30.0,11.6,26.0,12,,,,
04.03.2020 17:00,13.3,752.8,764.6,,92,Wind blowing from the east-northeast,3,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,,,,300-600,,,30.0,12.0,15.0,6,,,,
04.03.2020 14:00,13.0,754.3,766.3,,97,Wind blowing from the east-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,12.5,,,,300-600,,,7.0,12.5,25.0,12,,,,
04.03.2020 11:00,13.1,755.1,767.0,,97,Wind blowing from the east,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,,,,300-600,,,4.3,12.6,12.0,6,,,,
04.03.2020 08:00,14.2,753.4,765.2,1.6,90,Wind blowing from the north-northeast,5,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,13.8,,,,600-1000,,,6.0,12.6,18.0,12,,,,
04.03.2020 05:00,14.2,751.8,763.5,,97,Wind blowing from the south-east,1,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,14.0,21.7,,,,,,0.4,13.7,1.0,6,,,,
04.03.2020 02:00,14.6,751.8,763.5,,98,Wind blowing from the east-northeast,2,,8,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,21.7,,,2500 or more  or no clouds.,,,0.7,14.3,24.0,12,,,,
03.03.2020 20:00,16.8,750.8,762.4,1.6,93,Wind blowing from the south-west,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,21.7,,,600-1000,,,16.0,15.7,7.0,12,,,,
03.03.2020 17:00,20.8,749.2,760.8,,91,Wind blowing from the north-east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,21.7,,,300-600,,,8.0,19.3,0.3,6,,,,
03.03.2020 14:00,20.3,750.1,761.7,-1.8,92,Wind blowing from the east,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,21.7,,,300-600,,,3.2,19.0,2.0,12,,,,
03.03.2020 11:00,20.5,751.9,763.4,,88,Wind blowing from the north-northeast,1,,8,100%., ,,,18.9,21.5,,,600-1000,,,6.0,18.4,0.8,6,,,,
03.03.2020 08:00,19.6,750.8,762.4,1.2,94,Wind blowing from the north-northwest,2,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,21.5,,,300-600,,,5.0,18.6,1.0,12,,,,
03.03.2020 05:00,19.2,749.6,761.2,,93,Wind blowing from the north-northeast,2,,10,,Rain (not freezing) not falling as shower(s). ,,,19.1,21.5,,,,,,6.0,18.0,0.6,6,,,,
03.03.2020 02:00,20.6,750.0,761.5,,80,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,21.5,,,2500 or more  or no clouds.,,,18.0,17.0,No precipitation,12,,,,
02.03.2020 20:00,20.9,749.7,761.2,0.8,75,Wind blowing from the north,6,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,22.5,,,600-1000,,,22.0,16.3,Trace of precipitation,12,,,,
02.03.2020 17:00,20.4,748.9,760.4,,77,Wind blowing from the north-northeast,1,,16,100%., ,,,19.1,,,,600-1000,,,19.0,16.2,No precipitation,6,,,,
02.03.2020 14:00,19.7,749.8,761.3,-1.6,78,Wind blowing from the north,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,,,,2500 or more  or no clouds.,,,24.0,15.8,No precipitation,12,,,,
02.03.2020 11:00,20.1,751.4,763.0,,72,Wind blowing from the north-east,8,,16,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,600-1000,,,30.0,14.9,No precipitation,6,,,,
02.03.2020 08:00,20.1,750.4,761.9,1.0,70,Wind blowing from the north-northeast,8,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,600-1000,,,30.0,14.5,No precipitation,12,,,,
02.03.2020 05:00,20.4,749.4,760.8,,74,Wind blowing from the north-east,5,,9,, ,,,19.9,27.9,,,,,,24.0,15.6,No precipitation,6,,,,
02.03.2020 02:00,21.5,750.0,761.4,,71,Wind blowing from the north-northeast,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,27.9,,,2500 or more  or no clouds.,,,25.0,16.0,No precipitation,12,,,,
01.03.2020 20:00,21.8,748.4,759.9,0.7,82,Wind blowing from the north-northwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,27.9,,,1000-1500,,,15.0,18.6,No precipitation,12,,,,
01.03.2020 17:00,26.4,747.7,759.1,,61,Wind blowing from the south-west,5,,8,50%., ,,,19.9,27.9,,,1000-1500,,,30.0,18.3,No precipitation,6,,,,
01.03.2020 14:00,26.9,748.5,759.9,-1.8,62,Wind blowing from the south-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,27.4,,,1500-2000,,,30.0,19.0,No precipitation,12,,,,
01.03.2020 11:00,23.8,750.3,761.8,,76,Wind blowing from the south-southwest,2,,4,70 – 80%., ,,,19.9,24.9,,,1000-1500,,,17.0,19.3,No precipitation,6,,,,
01.03.2020 08:00,20.5,749.5,761.1,1.1,89,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,2500 or more  or no clouds.,,,13.0,18.6,No precipitation,12,,,,
01.03.2020 05:00,21.2,748.4,759.8,,84,Wind blowing from the west,2,,6,, ,,,20.0,24.9,,,,,,16.0,18.4,No precipitation,6,,,,
01.03.2020 02:00,21.1,748.6,760.1,,86,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,24.9,,,2500 or more  or no clouds.,,,13.0,18.7,No precipitation,12,,,,
29.02.2020 20:00,20.9,747.5,759.0,0.2,85,Wind blowing from the north-northwest,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.9,,,600-1000,,,14.0,18.3,No precipitation,12,,,,
29.02.2020 17:00,24.9,747.3,758.7,,66,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%, ,,,19.0,24.9,,,600-1000,,,26.0,18.1,No precipitation,6,,,,
29.02.2020 14:00,24.5,748.6,760.0,-1.9,69,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.4,,,600-1000,,,30.0,18.4,No precipitation,12,,,,
29.02.2020 11:00,22.1,750.5,762.1,,78,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%, ,,,19.0,25.4,,,1500-2000,,,18.0,18.1,No precipitation,6,,,,
29.02.2020 08:00,20.6,750.1,761.7,1.0,82,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,1000-1500,,,24.0,17.4,No precipitation,12,,,,
29.02.2020 05:00,20.4,749.1,760.6,,82,Wind blowing from the west,2,,6,, ,,,19.0,25.4,,,,,,23.0,17.2,No precipitation,6,,,,
29.02.2020 02:00,19.7,749.8,761.2,,81,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,25.4,,,2500 or more  or no clouds.,,,20.0,16.3,No precipitation,12,,,,
28.02.2020 20:00,21.5,749.7,761.2,0.2,76,Wind blowing from the north-northwest,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,25.4,,,1500-2000,,,17.0,17.1,No precipitation,12,,,,
28.02.2020 17:00,24.9,749.5,761.0,,58,Wind blowing from the west,2,,7,70 – 80%., ,,,20.0,28.3,,,1500-2000,,,30.0,16.1,No precipitation,6,,,,
28.02.2020 14:00,24.5,750.8,762.3,-2.0,63,Wind blowing from the west-southwest,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,28.5,,,1500-2000,,,27.0,17.0,No precipitation,12,,,,
28.02.2020 11:00,22.9,752.8,764.3,,70,Wind blowing from the south,1,,11,90  or more  but not 100%, ,,,20.0,,,,1500-2000,,,21.0,17.1,No precipitation,6,,,,
28.02.2020 08:00,20.3,752.1,763.6,1.6,78,Wind blowing from the west,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,1000-1500,,,26.0,16.3,No precipitation,12,,,,
28.02.2020 05:00,20.2,750.5,761.9,,80,Wind blowing from the west,5,,11,, ,,,17.6,28.5,,,,,,22.0,16.6,No precipitation,6,,,,
28.02.2020 02:00,21.4,750.7,762.1,,77,Wind blowing from the west,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,28.5,,,2500 or more  or no clouds.,,,29.0,17.2,No precipitation,12,,,,
27.02.2020 20:00,21.4,750.8,762.4,0.7,76,Wind blowing from the north-northwest,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,28.5,,,1500-2000,,,16.0,17.0,No precipitation,12,,,,
27.02.2020 17:00,28.3,750.1,761.6,,52,Wind blowing from the south-southeast,1,,7,70 – 80%., ,,,17.6,28.5,,,2000-2500,,,22.0,17.5,No precipitation,6,,,,
27.02.2020 14:00,27.8,751.3,762.7,-2.3,54,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,27.8,,,2000-2500,,,21.0,17.6,No precipitation,12,,,,
27.02.2020 11:00,24.0,753.6,765.1,,67,Wind blowing from the east,3,,9,20–30%., ,,,17.6,25.5,,,2500 or more  or no clouds.,,,12.0,17.5,No precipitation,6,,,,
27.02.2020 08:00,19.1,752.7,764.3,1.4,87,Wind blowing from the north-northwest,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,25.5,,,1500-2000,,,15.0,16.9,No precipitation,12,,,,
27.02.2020 05:00,18.0,751.3,762.8,,91,Wind blowing from the west,1,,9,,Mist. ,,,18.0,25.5,,,,,,6.0,16.5,No precipitation,6,,,,
27.02.2020 02:00,20.3,751.4,762.9,,75,Calm  no wind,0,,,, ,,,18.0,25.5,,,,,,28.0,15.7,No precipitation,6,,,,
26.02.2020 20:00,21.6,751.4,763.0,0.3,75,Wind blowing from the north,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.5,,,1000-1500,,,17.0,17.0,No precipitation,12,,,,
26.02.2020 17:00,25.0,751.1,762.7,,60,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,18.0,25.5,,,1000-1500,,,22.0,16.7,No precipitation,6,,,,
26.02.2020 14:00,25.3,752.1,763.6,-2.0,62,Wind blowing from the east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.3,,,1000-1500,,,15.0,17.5,No precipitation,12,,,,
26.02.2020 11:00,23.0,754.1,765.7,,75,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,18.0,24.0,,,1500-2000,,,9.0,18.3,No precipitation,6,,,,
26.02.2020 08:00,18.3,752.9,764.5,1.5,93,Wind blowing from the north-northwest,1,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,24.0,,,1000-1500,,,4.7,17.1,No precipitation,12,,,,
26.02.2020 05:00,18.7,751.4,763.0,,89,Wind blowing from the north-northwest,2,,9,, ,,,18.2,24.0,,,,,,14.0,16.9,No precipitation,6,,,,
26.02.2020 02:00,19.1,751.2,762.7,,83,Wind blowing from the north,6,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,24.0,,,2500 or more  or no clouds.,,,17.0,16.1,No precipitation,12,,,,
25.02.2020 20:00,21.3,750.7,762.2,,77,Wind blowing from the north,5,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,24.0,,,600-1000,,,2.6,17.1,No precipitation,12,,,,
25.02.2020 14:00,23.1,751.1,762.7,-2.0,68,Wind blowing from the south-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,26.1,,,600-1000,,,21.0,16.9,No precipitation,12,,,,
25.02.2020 11:00,22.7,753.1,764.6,,71,Wind blowing from the south-southwest,3,,7,70 – 80%., ,,,18.6,26.1,,,2000-2500,,,19.0,17.2,No precipitation,6,,,,
25.02.2020 08:00,19.8,752.2,763.9,1.5,84,Wind blowing from the west-southwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,19.0,17.0,No precipitation,12,,,,
25.02.2020 05:00,19.5,750.7,762.1,,83,Wind blowing from the north-west,2,,7,, ,,,17.6,26.1,,,,,,20.0,16.5,No precipitation,6,,,,
25.02.2020 02:00,20.1,751.1,762.6,,82,Wind blowing from the west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.1,,,2500 or more  or no clouds.,,,16.0,16.9,No precipitation,12,,,,
24.02.2020 20:00,19.9,751.0,762.6,0.6,72,Wind blowing from the north-northwest,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.1,,,1500-2000,,,13.0,14.7,No precipitation,12,,,,
24.02.2020 17:00,25.3,750.4,761.9,,50,Wind blowing from the west-southwest,4,,10,70 – 80%., ,,,17.6,26.1,,,2000-2500,,,30.0,14.1,No precipitation,6,,,,
24.02.2020 14:00,25.1,752.2,763.7,-2.2,51,Wind blowing from the south-west,6,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.6,,,2500 or more  or no clouds.,,,30.0,14.3,No precipitation,12,,,,
24.02.2020 11:00,21.5,754.4,766.0,,63,Wind blowing from the south-west,4,,7,90  or more  but not 100%, ,,,17.6,26.6,,,2000-2500,,,21.0,14.2,No precipitation,6,,,,
24.02.2020 08:00,18.3,753.7,765.4,0.6,73,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,1500-2000,,,25.0,13.4,No precipitation,12,,,,
24.02.2020 05:00,19.2,753.1,764.6,,71,Wind blowing from the west-northwest,4,,7,, ,,,16.1,26.6,,,,,,23.0,13.8,No precipitation,6,,,,
24.02.2020 02:00,18.9,754.0,765.6,,76,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,26.6,,,2500 or more  or no clouds.,,,15.0,14.6,No precipitation,12,,,,
23.02.2020 20:00,20.6,754.0,765.7,0.3,72,Wind blowing from the north-northwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,26.6,,,1500-2000,,,10.0,15.4,No precipitation,12,,,,
23.02.2020 17:00,25.4,753.7,765.3,,53,Wind blowing from the north,1,,9,20–30%., ,,,16.1,26.6,,,2000-2500,,,15.0,15.1,No precipitation,6,,,,
23.02.2020 14:00,24.8,755.6,767.2,-2.7,54,Wind blowing from the east,2,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,25.0,,,1500-2000,,,13.0,14.9,No precipitation,12,,,,
23.02.2020 11:00,22.0,758.3,770.0,,60,Wind blowing from the north-east,4,,7,70 – 80%., ,,,16.1,24.8,,,1000-1500,,,12.0,13.9,No precipitation,6,,,,
23.02.2020 08:00,17.0,757.1,768.9,1.0,80,Wind blowing from the north,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,,,,1000-1500,,,12.0,13.5,No precipitation,12,,,,
