Local time in Wuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 17:00,17.8,757.2,767.8,,34,Wind blowing from the east,1,,6,no clouds, ,,,7.3,18.3,,,,,,17.0,1.7,No precipitation,6,,,,
18.02.2020 14:00,17.8,758.6,769.2,-3.1,33,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.9,,,,,,17.0,1.3,No precipitation,12,,,,
18.02.2020 11:00,13.6,761.7,772.4,,43,Wind blowing from the south-east,2,,5,no clouds, ,,,7.3,16.0,,,,,,15.0,1.3,No precipitation,6,,,,
18.02.2020 08:00,9.2,761.5,772.2,1.0,60,Wind blowing from the east-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,16.0,,,2500 or more  or no clouds.,,,13.0,1.8,No precipitation,12,,,,
18.02.2020 05:00,7.7,760.5,771.1,,79,Wind blowing from the north-east,3,,4,, ,,,7.3,16.0,,,,,,10.0,4.3,No precipitation,6,,,,
18.02.2020 02:00,7.6,761.5,772.2,-0.3,87,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.0,,,2500 or more  or no clouds.,,,8.0,5.6,No precipitation,12,,,,
17.02.2020 23:00,8.5,761.8,772.5,,81,Wind blowing from the north-northeast,2,,7,, ,,,8.1,16.0,,,,,,9.0,5.3,No precipitation,6,,,,
17.02.2020 20:00,11.5,760.3,771.1,,57,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,16.0,,,,,,11.0,3.3,No precipitation,12,,,,
17.02.2020 17:00,14.7,759.5,770.2,,33,Wind blowing from the south-east,1,,,10%  or less  but not 0, ,,,8.1,16.0,,,2500 or more  or no clouds.,,,15.0,-1.4,No precipitation,6,,,,
17.02.2020 14:00,14.3,760.6,771.3,-2.1,31,Wind blowing from the north-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.7,,,2000-2500,,,16.0,-2.6,No precipitation,12,,,,
17.02.2020 11:00,10.9,762.7,773.5,,44,Wind blowing from the north-east,3,,8,90  or more  but not 100%, ,,,8.1,13.1,,,2000-2500,,,14.0,-0.9,No precipitation,6,,,,
17.02.2020 08:00,8.6,762.2,772.9,,46,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,1500-2000,,,14.0,-2.4,No precipitation,12,,,,
17.02.2020 05:00,8.2,760.6,771.3,,49,Wind blowing from the north-east,3,,8,, ,,,6.0,13.1,,,,,,15.0,-1.9,No precipitation,6,,,,
17.02.2020 02:00,9.0,760.3,771.0,-0.1,47,Wind blowing from the north-east,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,13.1,,,2500 or more  or no clouds.,,,14.0,-1.7,No precipitation,12,,,,
16.02.2020 23:00,9.3,760.4,771.1,,49,Wind blowing from the north-northeast,3,,10,, ,,,6.0,13.1,,,,,,14.0,-1.1,No precipitation,6,,,,
16.02.2020 20:00,10.2,758.8,769.6,1.5,49,Wind blowing from the north,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,13.1,,,,,,14.0,0.0,No precipitation,12,,,,
16.02.2020 17:00,12.5,757.3,768.0,,48,Wind blowing from the north-east,3,,10,90  or more  but not 100%, ,,,6.0,15.8,,,2500 or more  or no clouds.,,,14.0,1.8,No precipitation,6,,,,
16.02.2020 14:00,11.7,758.3,769.0,-2.6,47,Wind blowing from the east-northeast,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,1000-1500,,,15.0,0.8,0.7,12,,,,
16.02.2020 11:00,8.7,760.9,771.7,,64,Wind blowing from the north-east,3,,10,90  or more  but not 100%, ,,,6.0,,,,600-1000,,,16.0,2.3,0.7,6,,,,
16.02.2020 08:00,6.2,760.1,770.9,2.1,77,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,300-600,,,16.0,2.5,0.8,12,,,,
16.02.2020 05:00,7.4,758.0,768.7,,72,Wind blowing from the east-northeast,3,,13,, ,,,7.4,23.3,,,,,,16.0,2.7,No precipitation,6,,,,
16.02.2020 02:00,8.3,756.9,767.3,0.9,72,Wind blowing from the north-east,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,23.3,,,2500 or more  or no clouds.,,,16.0,3.4,6.0,12,,,,
15.02.2020 23:00,9.6,756.0,766.4,,72,Wind blowing from the north-east,3,,13,, ,,,9.6,23.3,,,,,,16.0,4.8,5.0,6,,,,
15.02.2020 20:00,10.4,752.8,763.2,3.5,85,Wind blowing from the east-northeast,6,,13,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,23.3,,,300-600,,,14.0,8.0,14.0,12,,,,
15.02.2020 17:00,15.8,749.3,759.6,,87,Wind blowing from the north-northeast,4,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,23.7,,,300-600,,,7.0,13.6,1.0,6,,,,
15.02.2020 14:00,23.1,747.9,758.0,-1.8,85,Wind blowing from the north-east,1,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,27.0,,,600-1000,,,13.0,20.4,29.0,12,,,,
15.02.2020 11:00,20.8,749.7,759.8,,95,Wind blowing from the north,1,,12,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,,,,300-600,,,6.0,20.0,16.0,6,,,,
15.02.2020 08:00,19.2,748.9,759.1,2.3,94,Wind blowing from the north-west,2,,12,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,27.0,,,2500 or more  or no clouds.,,,2.4,18.2,23.0,12,,,,
15.02.2020 05:00,20.4,746.6,756.7,,95,Wind blowing from the east,3,,9,,Rain  not freezing  intermittent  heavy at time of observation. ,,,18.3,27.0,,,,,,0.3,19.6,16.0,6,,,,
15.02.2020 02:00,21.0,748.0,758.0,-0.6,93,Wind blowing from the east-southeast,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.0,,,2500 or more  or no clouds.,,,4.8,19.8,3.0,12,,,,
14.02.2020 23:00,21.8,748.6,758.7,,85,Wind blowing from the east-southeast,5,,9,, ,,,18.3,27.0,,,,,,11.0,19.2,No precipitation,6,,,,
14.02.2020 20:00,22.5,747.8,757.9,1.0,84,Wind blowing from the east,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.0,,,2000-2500,,,13.0,19.7,3.0,12,,,,
14.02.2020 17:00,23.7,746.8,756.9,,80,Wind blowing from the north-east,3,,8,90  or more  but not 100%, ,,,18.3,27.0,,,600-1000,,,18.0,20.0,No precipitation,6,,,,
14.02.2020 14:00,25.5,747.2,757.3,-2.1,71,Wind blowing from the east,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Shower(s).,Fog or ice fog or thick haze.,18.3,26.1,,,600-1000,,,29.0,19.9,17.0,12,,,,
14.02.2020 11:00,22.0,749.3,759.4,,89,Wind blowing from the east,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Shower(s).,Fog or ice fog or thick haze.,18.3,26.1,,,300-600,,,14.0,20.1,13.0,6,,,,
14.02.2020 08:00,18.8,748.5,758.7,1.0,96,Wind blowing from the east,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.1,,,2500 or more  or no clouds.,,,3.4,18.1,15.0,12,,,,
14.02.2020 05:00,18.8,747.5,757.6,,94,Wind blowing from the south-east,2,,8,,Rain  not freezing  intermittent  heavy at time of observation. ,,,17.4,26.1,,,,,,1.5,17.8,4.0,6,,,,
14.02.2020 02:00,20.2,748.6,758.7,,83,Wind blowing from the east,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,26.1,,,2500 or more  or no clouds.,,,11.0,17.2,No precipitation,12,,,,
13.02.2020 23:00,21.1,749.2,759.4,,79,Wind blowing from the east-southeast,3,,8,, ,,,17.0,26.1,,,,,,13.0,17.3,No precipitation,6,,,,
13.02.2020 20:00,21.9,748.1,758.3,0.1,76,Wind blowing from the east-southeast,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,26.1,,,2500 or more  or no clouds.,,,12.0,17.5,0.6,12,,,,
13.02.2020 17:00,24.4,748.0,758.1,,66,Wind blowing from the east-northeast,2,,9,70 – 80%., ,,,17.0,26.1,,,600-1000,,,20.0,17.6,No precipitation,6,,,,
13.02.2020 14:00,24.3,749.2,759.4,-2.1,62,Wind blowing from the west,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,24.9,,,600-1000,,,20.0,16.6,9.0,12,,,,
13.02.2020 11:00,22.2,751.3,761.5,,82,Wind blowing from the north-northeast,1,,9,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,24.1,,,600-1000,,,8.0,19.0,5.0,6,,,,
13.02.2020 08:00,17.5,751.6,761.8,0.3,97,Wind blowing from the east-southeast,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,16.3,24.1,,,200-300,,,0.6,17.0,9.0,12,,,,
13.02.2020 05:00,17.6,751.3,761.5,,96,Wind blowing from the north-northwest,1,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,16.0,24.1,,,,,,2.2,17.0,4.0,6,,,,
13.02.2020 02:00,17.3,750.8,761.0,-1.1,94,Wind blowing from the north-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,24.1,,,2500 or more  or no clouds.,,,3.6,16.3,No precipitation,12,,,,
12.02.2020 23:00,19.0,751.9,762.2,,88,Wind blowing from the east-northeast,2,,,,Mist. ,,,16.0,24.1,,,,,,6.0,17.0,No precipitation,6,,,,
12.02.2020 20:00,20.2,751.3,761.6,0.3,84,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,24.1,,,2000-2500,,,7.0,17.4,No precipitation,12,,,,
12.02.2020 17:00,23.3,751.0,761.2,,70,Wind blowing from the north-east,1,,4,90  or more  but not 100%, ,,,16.0,24.1,,,2000-2500,,,12.0,17.5,No precipitation,6,,,,
12.02.2020 14:00,22.8,752.0,762.2,-2.2,70,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,24.1,,,1000-1500,,,13.0,17.0,0.1,12,,,,
12.02.2020 11:00,20.2,754.2,764.5,,79,Wind blowing from the east,1,,4,90  or more  but not 100%, ,,,16.0,22.1,,,1500-2000,,,8.0,16.4,No precipitation,6,,,,
12.02.2020 08:00,16.3,754.1,764.5,0.4,96,Wind blowing from the east-southeast,1,,4,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,,,,1500-2000,,,0.4,15.7,0.8,12,,,,
12.02.2020 05:00,16.3,753.7,764.0,,96,Wind blowing from the north-east,2,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,12.4,22.1,,,,,,0.3,15.7,0.8,6,,,,
12.02.2020 02:00,16.8,754.2,764.5,,94,Wind blowing from the west-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,22.1,,,,,,4.0,15.8,0.7,6,,,,
11.02.2020 23:00,17.4,754.3,764.6,,90,Wind blowing from the north-east,2,,4,,Mist. ,,,12.2,22.1,,,,,,6.0,15.7,No precipitation,6,,,,
11.02.2020 20:00,18.1,753.4,763.9,0.3,83,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,22.1,,,1500-2000,,,7.0,15.2,No precipitation,12,,,,
11.02.2020 17:00,19.7,753.1,763.5,,69,Wind blowing from the west-southwest,1,,5,100%., ,,,12.2,22.1,,,1500-2000,,,8.0,13.9,No precipitation,6,,,,
11.02.2020 14:00,22.0,753.9,764.2,-2.0,61,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,22.1,,,1500-2000,,,14.0,14.1,No precipitation,12,,,,
11.02.2020 11:00,18.4,755.9,766.3,,66,Wind blowing from the east,2,,,60%., ,,,12.2,18.4,,,2000-2500,,,13.0,11.9,No precipitation,6,,,,
11.02.2020 08:00,13.0,755.8,766.3,0.6,88,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,16.9,,,1500-2000,,,7.0,11.1,No precipitation,12,,,,
11.02.2020 05:00,12.4,755.2,765.7,,91,Wind blowing from the north-east,2,,5,, ,,,10.8,16.9,,,,,,7.0,11.0,No precipitation,6,,,,
11.02.2020 02:00,12.3,756.0,766.5,-0.5,91,Wind blowing from the north-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.9,,,2500 or more  or no clouds.,,,6.0,10.9,No precipitation,12,,,,
10.02.2020 23:00,13.3,756.5,767.0,,87,Wind blowing from the north-east,2,,5,, ,,,10.8,16.9,,,,,,8.0,11.2,No precipitation,6,,,,
10.02.2020 20:00,14.9,756.1,766.7,0.1,77,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.9,,,1500-2000,,,10.0,10.9,No precipitation,12,,,,
10.02.2020 17:00,16.1,756.0,766.5,,70,Wind blowing from the east-southeast,1,,,100%., ,,,10.8,16.9,,,1500-2000,,,11.0,10.6,No precipitation,6,,,,
10.02.2020 14:00,16.4,757.0,767.5,-1.8,66,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.4,,,600-1000,,,15.0,10.0,No precipitation,12,,,,
10.02.2020 11:00,14.1,758.8,769.3,,70,Wind blowing from the east,3,,6,100%., ,,,10.8,14.6,,,1500-2000,,,15.0,8.7,No precipitation,6,,,,
10.02.2020 08:00,11.1,758.5,769.1,1.5,85,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,,,,1500-2000,,,11.0,8.7,No precipitation,12,,,,
10.02.2020 05:00,11.0,757.0,767.6,,88,Wind blowing from the north-northeast,1,,3,, ,,,9.8,14.6,,,,,,10.0,9.1,No precipitation,6,,,,
10.02.2020 02:00,11.9,758.5,769.0,-1.1,80,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.6,,,2500 or more  or no clouds.,,,12.0,8.6,No precipitation,12,,,,
09.02.2020 23:00,12.0,759.6,770.2,,77,Wind blowing from the east-northeast,2,,,, ,,,9.8,14.6,,,,,,11.0,8.1,No precipitation,6,,,,
09.02.2020 20:00,12.0,759.3,769.9,0.4,81,Wind blowing from the north-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.6,,,2500 or more  or no clouds.,,,12.0,8.8,No precipitation,12,,,,
09.02.2020 17:00,13.8,758.9,769.6,,69,Wind blowing from the west-northwest,2,,6,100%., ,,,9.8,14.6,,,1500-2000,,,16.0,8.2,No precipitation,6,,,,
09.02.2020 14:00,14.2,759.7,770.3,-2.4,64,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.4,,,600-1000,,,19.0,7.5,No precipitation,12,,,,
09.02.2020 11:00,11.7,762.1,772.8,,71,Wind blowing from the north-east,2,,6,100%., ,,,9.8,12.8,,,1500-2000,,,17.0,6.6,No precipitation,6,,,,
09.02.2020 08:00,9.8,761.6,772.3,,79,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,12.8,,,1500-2000,,,16.0,6.3,No precipitation,12,,,,
09.02.2020 05:00,10.1,760.4,771.1,,80,Wind blowing from the north-east,3,,6,, ,,,10.1,12.8,,,,,,15.0,6.8,No precipitation,6,,,,
09.02.2020 02:00,10.4,760.9,771.6,-0.1,79,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,12.8,,,2500 or more  or no clouds.,,,16.0,6.9,No precipitation,12,,,,
08.02.2020 23:00,10.9,761.0,771.7,,77,Wind blowing from the north,2,,8,, ,,,10.9,13.1,,,,,,16.0,7.0,No precipitation,6,,,,
08.02.2020 20:00,11.5,759.8,770.5,,75,Wind blowing from the north-northeast,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,13.7,,,1500-2000,,,14.0,7.2,No precipitation,12,,,,
08.02.2020 17:00,12.1,758.8,769.5,,73,Wind blowing from the north-northeast,2,,8,100%., ,,,11.3,14.4,,,1500-2000,,,15.0,7.4,No precipitation,6,,,,
08.02.2020 14:00,12.5,758.9,769.5,-1.2,75,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,14.8,,,1000-1500,,,16.0,8.2,No precipitation,12,,,,
08.02.2020 11:00,12.4,760.1,770.7,,80,Wind blowing from the north-northeast,2,,8,100%., ,,,11.3,14.8,,,1500-2000,,,15.0,9.1,No precipitation,6,,,,
08.02.2020 08:00,11.3,758.4,769.0,1.1,82,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,14.8,,,1500-2000,,,13.0,8.3,No precipitation,12,,,,
08.02.2020 05:00,11.9,757.3,767.9,,82,Calm  no wind,0,,,, ,,,11.9,14.8,,,,,,13.0,8.9,No precipitation,6,,,,
08.02.2020 02:00,12.7,757.8,768.4,-0.4,79,Wind blowing from the north-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,14.9,,,2500 or more  or no clouds.,,,15.0,9.2,No precipitation,12,,,,
07.02.2020 23:00,13.1,758.2,768.7,,79,Wind blowing from the north,3,,8,, ,,,12.9,15.2,,,,,,15.0,9.5,No precipitation,6,,,,
07.02.2020 20:00,13.6,757.0,767.5,,79,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,15.3,,,1500-2000,,,16.0,10.0,No precipitation,12,,,,
07.02.2020 17:00,14.4,755.8,766.3,,78,Wind blowing from the north-northeast,2,,9,100%., ,,,12.9,16.7,,,1500-2000,,,17.0,10.6,No precipitation,6,,,,
07.02.2020 14:00,14.4,756.1,766.6,-1.8,79,Wind blowing from the north-east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,17.9,,,1500-2000,,,19.0,10.8,0.8,12,,,,
07.02.2020 11:00,13.4,757.9,768.4,,82,Wind blowing from the north-northeast,3,,9,100%., ,,,12.9,17.9,,,1500-2000,,,19.0,10.4,No precipitation,6,,,,
07.02.2020 08:00,12.9,756.6,767.1,1.7,87,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,12.9,17.9,,,1500-2000,,,10.0,10.8,3.0,12,,,,
07.02.2020 05:00,13.5,754.9,765.3,,95,Wind blowing from the north-northeast,2,,7,,Rain (not freezing) not falling as shower(s). ,,,13.5,17.9,,,,,,6.0,12.7,2.0,6,,,,
07.02.2020 02:00,14.9,754.8,765.2,0.3,96,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.9,,,2500 or more  or no clouds.,,,5.0,14.3,2.0,12,,,,
06.02.2020 23:00,15.2,754.5,764.9,,96,Wind blowing from the north-east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.3,17.9,,,,,,4.3,14.6,1.0,6,,,,
06.02.2020 20:00,15.3,753.4,763.8,1.4,95,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,17.9,,,300-600,,,2.6,14.5,2.0,12,,,,
06.02.2020 17:00,16.7,752.0,762.4,,90,Wind blowing from the north,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,17.9,,,1500-2000,,,7.0,15.1,0.2,6,,,,
06.02.2020 14:00,17.1,752.8,763.2,-1.5,89,Wind blowing from the north-east,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,17.1,,,300-600,,,5.0,15.3,3.0,12,,,,
06.02.2020 11:00,15.6,754.3,764.7,,93,Wind blowing from the east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,15.6,,,200-300,,,3.2,14.5,2.0,6,,,,
06.02.2020 08:00,14.7,753.6,764.1,0.8,91,Wind blowing from the east,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,15.0,,,300-600,,,3.4,13.2,0.8,12,,,,
06.02.2020 05:00,14.1,752.8,763.2,,92,Wind blowing from the east-northeast,3,,6,,Mist. ,,,,14.8,,,,,,4.6,12.8,0.1,6,,,,
06.02.2020 02:00,13.8,754.0,764.5,-0.3,93,Wind blowing from the north-east,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,14.1,,,2500 or more  or no clouds.,,,4.3,12.7,No precipitation,12,,,,
05.02.2020 23:00,13.3,754.3,764.8,,93,Wind blowing from the east-northeast,3,,5,, ,,,10.9,13.7,,,,,,7.0,12.2,No precipitation,6,,,,
05.02.2020 20:00,13.2,754.4,765.0,0.7,94,Wind blowing from the north,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,13.7,,,1500-2000,,,7.0,12.3,Trace of precipitation,12,,,,
05.02.2020 17:00,13.6,753.7,764.2,,91,Wind blowing from the east-northeast,2,,5,100%., ,,,10.9,13.7,,,1500-2000,,,9.0,12.2,No precipitation,6,,,,
05.02.2020 14:00,13.5,754.7,765.3,,88,Wind blowing from the north,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,13.5,,,1500-2000,,,9.0,11.6,4.0,12,,,,
05.02.2020 11:00,12.2,756.9,767.5,,93,Wind blowing from the north,1,,5,100%., ,,,10.7,12.2,,,300-600,,,9.0,11.1,4.0,6,,,,
05.02.2020 08:00,11.2,756.2,766.8,0.9,96,Wind blowing from the north-northeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,10.6,4.0,12,,,,
05.02.2020 05:00,11.1,755.3,765.9,,94,Wind blowing from the north-east,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,,11.7,,,,,,6.0,10.2,No precipitation,6,,,,
05.02.2020 02:00,11.3,756.0,766.6,-0.5,92,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.7,,,2500 or more  or no clouds.,,,8.0,10.0,0.6,12,,,,
04.02.2020 23:00,11.1,756.5,767.2,,95,Wind blowing from the north-east,2,,6,,Rain (not freezing) not falling as shower(s). ,,,,11.7,,,,,,6.0,10.3,0.3,6,,,,
