Local time in Nenjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 17:00,-11.8,746.5,771.0,,49,Wind blowing from the south-southeast,1,,,no clouds, ,,,-22.2,-5.8,,,,,,30.0,-20.4,No precipitation,6,,,,
19.02.2020 14:00,-6.3,746.2,770.2,-0.6,35,Wind blowing from the north-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-3.7,,,,,,28.0,-19.3,No precipitation,12,,,,
19.02.2020 11:00,-8.2,746.8,770.9,,46,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-22.2,-3.7,,,,,,30.0,-18.0,No precipitation,6,,,,
19.02.2020 08:00,-19.1,746.2,770.7,1.2,82,Wind blowing from the south-east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-3.7,,,,,,4.6,-21.4,No precipitation,12,,,,
19.02.2020 05:00,-21.4,745.0,769.3,,81,Wind blowing from the south-southeast,1,,3,, ,,,-21.4,-3.7,,,,,,30.0,-23.8,No precipitation,6,,,,
19.02.2020 02:00,-17.5,744.4,768.3,0.6,85,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-3.7,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
18.02.2020 23:00,-15.3,743.8,767.7,,78,Wind blowing from the north-west,1,,,, ,,,-18.8,-3.7,,,,,,14.0,-18.3,No precipitation,6,,,,
18.02.2020 20:00,-13.2,743.0,767.2,1.4,80,Wind blowing from the east,1,,8,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-3.7,,,2500 or more  or no clouds.,,,4.9,-15.9,No precipitation,12,,,,
18.02.2020 17:00,-9.2,741.6,765.6,,65,Wind blowing from the south-east,1,,8,10%  or less  but not 0, ,,,-20.9,-3.7,,,2500 or more  or no clouds.,,,21.0,-14.6,No precipitation,6,,,,
18.02.2020 14:00,-3.9,740.5,764.3,-0.4,56,Wind blowing from the north-northwest,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-3.7,,,2500 or more  or no clouds.,,,30.0,-11.4,0.1,12,,,,
18.02.2020 11:00,-8.0,740.9,764.9,,68,Wind blowing from the south,2,,,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-6.4,,,2500 or more  or no clouds.,,,19.0,-13.0,0.1,6,,,,
18.02.2020 08:00,-17.2,741.1,765.5,0.5,75,Wind blowing from the east-southeast,1,,3,40%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,4.0,-20.6,0.1,12,,,,
18.02.2020 05:00,-17.2,740.6,764.8,,77,Wind blowing from the east-southeast,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-26.1,-6.4,,,,,,10.0,-20.3,No precipitation,6,,,,
18.02.2020 02:00,-17.4,740.8,764.8,-0.4,72,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-6.4,,,2500 or more  or no clouds.,,,29.0,-21.2,No precipitation,12,,,,
17.02.2020 23:00,-18.9,741.2,765.5,,73,Calm  no wind,0,,,, ,,,-26.9,-6.4,,,,,,30.0,-22.5,No precipitation,6,,,,
17.02.2020 20:00,-18.5,742.3,767.2,,73,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-6.4,,,,,,7.0,-22.1,No precipitation,12,,,,
17.02.2020 17:00,-13.3,742.5,767.1,,53,Wind blowing from the south,1,,3,no clouds, ,,,-26.9,-6.4,,,,,,6.0,-20.9,No precipitation,6,,,,
17.02.2020 14:00,-8.6,743.0,767.4,-1.8,50,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-8.6,,,,,,28.0,-17.2,No precipitation,12,,,,
17.02.2020 11:00,-14.0,744.8,769.3,,55,Wind blowing from the south,1,,2,no clouds, ,,,-26.9,-10.9,,,,,,18.0,-21.1,No precipitation,6,,,,
17.02.2020 08:00,-23.3,745.9,770.7,,73,Wind blowing from the east-southeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-10.9,,,,,,8.0,-26.8,No precipitation,12,,,,
17.02.2020 05:00,-24.3,746.2,770.9,,79,Wind blowing from the south-west,1,,5,, ,,,-26.9,-10.9,,,,,,22.0,-26.9,No precipitation,6,,,,
17.02.2020 02:00,-24.7,746.7,771.4,-0.6,75,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-10.9,,,2500 or more  or no clouds.,,,14.0,-27.9,No precipitation,12,,,,
16.02.2020 23:00,-20.6,747.3,771.9,,68,Wind blowing from the west,1,,,, ,,,-27.9,-10.9,,,,,,15.0,-25.0,No precipitation,6,,,,
16.02.2020 20:00,-16.2,747.7,772.5,-0.3,60,Wind blowing from the north-northeast,2,,10,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-10.9,,,,,,7.0,-22.2,No precipitation,12,,,,
16.02.2020 17:00,-12.6,748.0,772.6,,49,Wind blowing from the north-northeast,3,,10,no clouds, ,,,-27.9,-10.9,,,,,,25.0,-21.3,No precipitation,6,,,,
16.02.2020 14:00,-11.2,747.7,772.4,-1.6,45,Wind blowing from the north-northeast,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-7.8,,,,,,30.0,-20.8,No precipitation,12,,,,
16.02.2020 11:00,-13.7,749.3,774.1,,51,Wind blowing from the north,5,,9,no clouds, ,,,-27.9,-7.8,,,,,,30.0,-21.7,No precipitation,6,,,,
16.02.2020 08:00,-20.5,750.0,775.0,0.6,74,Wind blowing from the north-east,3,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.9,-7.8,,,2500 or more  or no clouds.,,,12.0,-23.9,No precipitation,12,,,,
16.02.2020 05:00,-22.4,749.4,774.1,,78,Wind blowing from the north-east,2,,,, ,,,-27.9,-7.8,,,,,,24.0,-25.2,No precipitation,6,,,,
16.02.2020 02:00,-26.8,749.8,774.5,-0.4,77,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.8,-7.8,,,2500 or more  or no clouds.,,,8.0,-29.6,No precipitation,12,,,,
15.02.2020 23:00,-23.0,750.2,775.0,,76,Wind blowing from the west,2,,,,Haze. ,,,-25.7,-7.8,,,,,,4.8,-26.1,No precipitation,6,,,,
15.02.2020 20:00,-19.8,750.0,774.9,0.5,72,Wind blowing from the east-southeast,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-7.8,,,,,,5.0,-23.6,No precipitation,12,,,,
15.02.2020 17:00,-13.6,749.5,774.3,,58,Wind blowing from the east-southeast,1,,5,no clouds, ,,,-25.7,-7.8,,,,,,26.0,-20.1,No precipitation,6,,,,
15.02.2020 14:00,-8.1,749.0,773.5,-2.0,37,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-7.9,,,,,,30.0,-20.2,No precipitation,12,,,,
15.02.2020 11:00,-12.4,751.0,775.6,,49,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-25.7,-9.4,,,,,,22.0,-20.9,No precipitation,6,,,,
15.02.2020 08:00,-19.4,751.6,776.3,0.4,70,Wind blowing from the south,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-9.4,,,,,,6.0,-23.6,No precipitation,12,,,,
15.02.2020 05:00,-23.9,751.2,776.0,,72,Calm  no wind,0,,,, ,,,-26.9,-9.4,,,,,,28.0,-27.5,No precipitation,6,,,,
15.02.2020 02:00,-23.6,751.3,776.0,0.2,71,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-9.4,,,2500 or more  or no clouds.,,,24.0,-27.4,No precipitation,12,,,,
14.02.2020 23:00,-19.2,751.1,775.7,,66,Wind blowing from the west,1,,,, ,,,-26.9,-9.4,,,,,,26.0,-24.0,No precipitation,6,,,,
14.02.2020 20:00,-15.3,750.8,775.7,0.6,54,Wind blowing from the south-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-9.4,,,,,,15.0,-22.5,No precipitation,12,,,,
14.02.2020 17:00,-12.8,750.2,774.7,,51,Wind blowing from the south-southwest,4,,6,no clouds, ,,,-26.9,-9.4,,,,,,30.0,-20.8,No precipitation,6,,,,
14.02.2020 14:00,-10.4,750.9,775.2,-1.3,48,Wind blowing from the south-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-9.4,,,,,,30.0,-19.3,No precipitation,12,,,,
14.02.2020 11:00,-12.9,752.2,776.6,,44,Wind blowing from the west-southwest,2,,8,no clouds, ,,,-26.9,-10.4,,,,,,30.0,-22.6,No precipitation,6,,,,
14.02.2020 08:00,-22.7,752.3,777.1,0.7,62,Wind blowing from the west-southwest,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-9.3,,,,,,3.9,-28.0,No precipitation,12,,,,
14.02.2020 05:00,-18.1,751.6,776.1,,45,Wind blowing from the north-west,2,,9,, ,,,-19.1,-8.7,,,,,,30.0,-27.1,No precipitation,6,,,,
14.02.2020 02:00,-15.4,750.9,775.2,,43,Wind blowing from the north,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-8.0,,,2500 or more  or no clouds.,,,30.0,-25.2,No precipitation,12,,,,
13.02.2020 23:00,-14.7,750.1,774.4,,41,Wind blowing from the north-northwest,4,,,, ,,,-14.9,-8.0,,,,,,27.0,-25.0,No precipitation,6,,,,
13.02.2020 20:00,-13.4,748.7,772.8,2.5,45,Wind blowing from the north,6,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-8.0,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
13.02.2020 17:00,-12.0,746.2,770.1,,46,Wind blowing from the north-northeast,6,,13,90  or more  but not 100%, ,,,-12.0,-8.0,,,,,,30.0,-21.3,No precipitation,6,,,,
13.02.2020 14:00,-11.0,745.0,768.8,-0.1,48,Wind blowing from the north-northeast,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,-8.0,,,2500 or more  or no clouds.,,,30.0,-19.9,0.1,12,,,,
13.02.2020 11:00,-10.4,745.1,769.0,,48,Wind blowing from the north,6,,11,100%., ,,,-11.2,-8.0,,,2500 or more  or no clouds.,,,30.0,-19.3,0.1,6,,,,
13.02.2020 08:00,-9.4,744.0,767.7,1.1,44,Wind blowing from the north-east,7,,10,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.0,,,2500 or more  or no clouds.,,,30.0,-19.4,0.2,12,,,,
13.02.2020 05:00,-9.2,742.9,766.6,,75,Wind blowing from the north-northeast,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-8.0,,,,,,7.0,-12.8,0.1,6,,,,
13.02.2020 02:00,-8.3,742.1,765.8,,73,Wind blowing from the north-northeast,4,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-8.3,,,2500 or more  or no clouds.,,,11.0,-12.3,0.1,12,,,,
12.02.2020 23:00,-9.5,740.2,763.9,,86,Wind blowing from the north-northeast,5,,,,Mist. ,,,-13.2,-8.0,,,,,,5.0,-11.5,No precipitation,6,,,,
12.02.2020 20:00,-9.1,739.5,763.3,1.6,83,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-7.9,,,2500 or more  or no clouds.,,,3.2,-11.5,Trace of precipitation,12,,,,
12.02.2020 17:00,-9.4,737.9,761.6,,82,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-7.3,,,,,,5.0,-11.9,No precipitation,6,,,,
12.02.2020 14:00,-10.7,736.8,760.3,0.3,85,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-7.2,,,2500 or more  or no clouds.,,,5.0,-12.7,Trace of precipitation,12,,,,
12.02.2020 11:00,-11.0,736.5,760.0,,89,Wind blowing from the south,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.2,-7.2,,,2500 or more  or no clouds.,,,4.2,-12.5,No precipitation,6,,,,
12.02.2020 08:00,-12.8,736.0,759.5,1.8,87,Wind blowing from the west,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-7.2,,,2500 or more  or no clouds.,,,2.3,-14.5,No precipitation,12,,,,
12.02.2020 05:00,-12.4,734.2,757.7,,89,Wind blowing from the north-northwest,2,,8,,Mist. ,,,-16.8,-7.2,,,,,,3.8,-13.8,No precipitation,6,,,,
12.02.2020 02:00,-9.3,733.3,756.7,,94,Wind blowing from the west-northwest,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.2,,,,,,1.0,-10.1,No precipitation,6,,,,
11.02.2020 23:00,-8.0,732.5,755.8,,90,Wind blowing from the north,1,,,,Mist. ,,,,-7.2,,,,,,3.7,-9.3,No precipitation,6,,,,
11.02.2020 20:00,-8.0,732.7,756.4,-0.3,92,Wind blowing from the west,2,,10,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.2,,,2500 or more  or no clouds.,,,2.5,-9.1,0.1,12,,,,
11.02.2020 17:00,-7.3,733.0,756.6,,90,Wind blowing from the south-southwest,6,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-7.2,,,2500 or more  or no clouds.,,,2.3,-8.7,0.1,6,,,,
11.02.2020 14:00,-8.1,733.2,756.8,-2.4,78,Wind blowing from the south-southeast,4,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-8.0,,,2500 or more  or no clouds.,,,7.0,-11.3,No precipitation,12,,,,
11.02.2020 11:00,-10.3,735.6,759.4,,69,Wind blowing from the south,3,,11,20–30%., ,,,-17.0,-10.3,,,2500 or more  or no clouds.,,,9.0,-14.9,No precipitation,6,,,,
11.02.2020 08:00,-15.5,736.7,760.7,-0.9,77,Wind blowing from the south-southeast,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.4,,,,,,8.0,-18.6,No precipitation,12,,,,
11.02.2020 05:00,-15.0,737.6,761.5,,74,Wind blowing from the south,6,,13,, ,,,,-12.4,,,,,,10.0,-18.6,No precipitation,6,,,,
11.02.2020 02:00,-15.7,739.4,763.5,-0.9,77,Wind blowing from the south,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.4,,,2500 or more  or no clouds.,,,8.0,-18.8,No precipitation,12,,,,
10.02.2020 23:00,-14.3,740.3,764.5,,78,Wind blowing from the south,8,,,, ,,,,-12.4,,,,,,8.0,-17.3,No precipitation,6,,,,
10.02.2020 20:00,-13.4,741.4,765.9,0.3,75,Wind blowing from the south-southwest,8,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-12.4,,,2500 or more  or no clouds.,,,12.0,-16.9,No precipitation,12,,,,
10.02.2020 17:00,-12.9,741.1,765.6,,71,Wind blowing from the south,6,,,90  or more  but not 100%, ,,,-26.7,-12.4,,,,,,17.0,-17.1,No precipitation,6,,,,
10.02.2020 14:00,-12.8,742.6,767.2,-0.9,68,Wind blowing from the south,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-12.3,,,2500 or more  or no clouds.,,,14.0,-17.6,No precipitation,12,,,,
10.02.2020 11:00,-17.0,743.5,768.2,,70,Wind blowing from the west-southwest,3,,4,no clouds, ,,,-26.7,-12.3,,,,,,7.0,-21.2,No precipitation,6,,,,
10.02.2020 08:00,-24.2,744.1,769.0,0.4,80,Wind blowing from the west-southwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.7,-12.3,,,,,,2.0,-26.7,No precipitation,12,,,,
10.02.2020 05:00,-25.1,743.7,768.4,,76,Wind blowing from the east,1,,6,, ,,,-26.7,-12.3,,,,,,15.0,-28.1,No precipitation,6,,,,
10.02.2020 02:00,-25.6,743.7,768.4,0.7,78,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-12.3,,,2500 or more  or no clouds.,,,14.0,-28.3,No precipitation,12,,,,
09.02.2020 23:00,-21.2,743.0,767.5,,73,Wind blowing from the east-northeast,1,,,, ,,,-21.9,-12.3,,,,,,14.0,-24.8,No precipitation,6,,,,
09.02.2020 20:00,-17.2,742.6,766.9,1.2,70,Wind blowing from the north-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-12.3,,,2500 or more  or no clouds.,,,12.0,-21.4,0.1,12,,,,
09.02.2020 17:00,-13.3,741.4,765.6,,64,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-12.3,,,,,,15.0,-18.7,0.1,6,,,,
09.02.2020 14:00,-12.7,740.0,764.0,0.7,73,Wind blowing from the north,3,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-12.3,,,2500 or more  or no clouds.,,,8.0,-16.5,0.1,12,,,,
09.02.2020 11:00,-12.8,739.3,763.3,,71,Wind blowing from the north-northeast,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-12.3,,,2500 or more  or no clouds.,,,8.0,-17.0,No precipitation,6,,,,
09.02.2020 08:00,-16.5,739.1,763.3,,77,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.9,,,2500 or more  or no clouds.,,,7.0,-19.6,No precipitation,12,,,,
09.02.2020 05:00,-15.9,739.1,763.3,,80,Wind blowing from the south-southwest,3,,8,, ,,,,-12.9,,,,,,20.0,-18.6,No precipitation,6,,,,
09.02.2020 02:00,-13.9,740.6,764.7,-1.7,75,Wind blowing from the south,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.9,,,2500 or more  or no clouds.,,,22.0,-17.4,No precipitation,12,,,,
08.02.2020 23:00,-13.8,742.3,766.9,,70,Wind blowing from the south-west,5,,,, ,,,,-13.8,,,,,,20.0,-18.1,No precipitation,6,,,,
08.02.2020 20:00,-16.1,744.7,769.9,,65,Wind blowing from the south,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.1,-14.0,,,2500 or more  or no clouds.,,,14.0,-21.2,No precipitation,12,,,,
08.02.2020 17:00,-15.2,745.9,771.1,,59,Wind blowing from the south-southwest,5,,8,70 – 80%., ,,,-34.1,-14.0,,,2500 or more  or no clouds.,,,18.0,-21.4,No precipitation,6,,,,
08.02.2020 14:00,-14.9,747.4,772.5,-1.9,56,Wind blowing from the south-west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.1,-14.9,,,,,,21.0,-21.7,No precipitation,12,,,,
08.02.2020 11:00,-22.4,749.3,774.8,,62,Wind blowing from the south-west,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.1,-16.4,,,,,,6.0,-27.7,No precipitation,6,,,,
08.02.2020 08:00,-32.2,750.0,775.9,,70,Wind blowing from the south-east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.1,-16.4,,,,,,4.2,-35.8,No precipitation,12,,,,
08.02.2020 05:00,-33.0,749.8,775.6,,73,Wind blowing from the south,1,,2,, ,,,-33.2,-16.4,,,,,,10.0,-36.2,No precipitation,6,,,,
08.02.2020 02:00,-30.2,749.7,775.0,0.9,75,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.1,-16.4,,,2500 or more  or no clouds.,,,15.0,-33.2,No precipitation,12,,,,
07.02.2020 23:00,-28.3,748.8,774.1,,74,Wind blowing from the west-northwest,1,,,,Haze. ,,,-32.1,-16.4,,,,,,3.8,-31.5,No precipitation,6,,,,
07.02.2020 20:00,-26.0,748.1,773.8,,70,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.1,-16.4,,,,,,8.0,-29.9,No precipitation,12,,,,
07.02.2020 17:00,-22.0,747.0,772.6,,57,Wind blowing from the east-southeast,2,,3,no clouds, ,,,-32.1,-16.4,,,,,,22.0,-28.2,No precipitation,6,,,,
07.02.2020 14:00,-16.9,746.2,771.3,-0.6,53,Wind blowing from the south,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.1,-16.7,,,,,,20.0,-24.2,No precipitation,12,,,,
07.02.2020 11:00,-19.4,746.8,771.9,,50,Wind blowing from the south,1,,2,no clouds, ,,,-32.1,-16.7,,,,,,11.0,-27.2,No precipitation,6,,,,
07.02.2020 08:00,-29.2,746.7,772.1,,73,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.1,-16.7,,,,,,7.0,-32.5,No precipitation,12,,,,
07.02.2020 05:00,-31.5,745.9,771.4,,73,Wind blowing from the east-southeast,1,,,, ,,,-31.5,-16.7,,,,,,14.0,-34.7,No precipitation,6,,,,
07.02.2020 02:00,-28.2,745.6,770.8,0.6,76,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.2,-16.7,,,2500 or more  or no clouds.,,,12.0,-31.1,No precipitation,12,,,,
06.02.2020 23:00,-26.3,745.0,770.1,,74,Wind blowing from the west-southwest,1,,,, ,,,-27.7,-16.7,,,,,,10.0,-29.6,No precipitation,6,,,,
06.02.2020 20:00,-22.5,745.3,770.3,0.4,66,Wind blowing from the south-west,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-16.7,,,,,,7.0,-27.1,No precipitation,12,,,,
06.02.2020 17:00,-21.2,744.9,769.9,,57,Wind blowing from the south,3,,8,20–30%., ,,,-27.7,-16.7,,,2500 or more  or no clouds.,,,22.0,-27.5,No precipitation,6,,,,
06.02.2020 14:00,-17.4,745.1,769.9,-2.6,46,Wind blowing from the south-west,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.7,-16.7,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
06.02.2020 11:00,-18.6,747.7,772.7,,45,Wind blowing from the west-southwest,4,,6,40%., ,,,-27.7,-17.0,,,2500 or more  or no clouds.,,,18.0,-27.6,No precipitation,6,,,,
