Local time in Sanya (weather station),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 17:00,20.7,728.1,764.7,,77,Wind blowing from the east-northeast,5,,11,90  or more  but not 100%, ,,,16.1,23.9,,,,,,21.0,16.5,No precipitation,6,,,,
19.02.2020 14:00,22.1,729.5,766.1,-1.8,78,Wind blowing from the east,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,23.9,,,2500 or more  or no clouds.,,,23.0,18.1,No precipitation,12,,,,
19.02.2020 11:00,22.3,731.3,768.0,,70,Wind blowing from the north-east,5,,14,90  or more  but not 100%, ,,,16.1,22.3,,,,,,26.0,16.6,No precipitation,6,,,,
19.02.2020 08:00,17.7,730.1,767.1,1.3,86,Wind blowing from the north-east,7,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,18.9,,,2500 or more  or no clouds.,,,23.0,15.3,No precipitation,12,,,,
19.02.2020 05:00,16.7,728.8,765.7,,94,Wind blowing from the north-east,5,,16,, ,,,14.0,18.9,,,,,,19.0,15.7,No precipitation,6,,,,
19.02.2020 02:00,17.2,729.5,766.3,-0.6,87,Wind blowing from the north-east,7,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,18.9,,,2500 or more  or no clouds.,,,25.0,15.0,No precipitation,12,,,,
18.02.2020 23:00,16.6,730.1,767.1,,85,Wind blowing from the east-northeast,9,,16,, ,,,14.0,18.9,,,,,,22.0,14.1,No precipitation,6,,,,
18.02.2020 20:00,16.3,729.3,766.4,0.9,84,Wind blowing from the east-northeast,7,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,18.9,,,2500 or more  or no clouds.,,,22.0,13.6,No precipitation,12,,,,
18.02.2020 17:00,18.2,728.4,765.4,,74,Wind blowing from the north-east,6,,19,90  or more  but not 100%, ,,,14.0,18.9,,,,,,30.0,13.5,No precipitation,6,,,,
18.02.2020 14:00,18.5,729.3,766.3,-1.7,71,Wind blowing from the north-east,8,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,18.5,,,2500 or more  or no clouds.,,,28.0,13.1,No precipitation,12,,,,
18.02.2020 11:00,16.8,731.0,768.2,,75,Wind blowing from the north-east,11,,19,90  or more  but not 100%, ,,,14.0,17.0,,,,,,30.0,12.3,No precipitation,6,,,,
18.02.2020 08:00,14.6,730.6,767.9,1.2,81,Wind blowing from the north-east,10,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,,,,2500 or more  or no clouds.,,,29.0,11.4,No precipitation,12,,,,
18.02.2020 05:00,14.1,729.4,766.6,,86,Wind blowing from the north-east,12,,16,, ,,,13.7,17.0,,,,,,30.0,11.8,No precipitation,6,,,,
18.02.2020 02:00,14.2,730.1,767.2,-1.1,87,Wind blowing from the north-east,12,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.0,,,2500 or more  or no clouds.,,,30.0,12.1,No precipitation,12,,,,
17.02.2020 23:00,14.3,731.2,768.4,,87,Wind blowing from the north-east,7,,12,, ,,,13.7,17.0,,,,,,26.0,12.2,No precipitation,6,,,,
17.02.2020 20:00,14.8,730.1,767.4,,90,Wind blowing from the north-east,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.8,,,2500 or more  or no clouds.,,,24.0,13.2,No precipitation,12,,,,
17.02.2020 17:00,15.8,729.1,766.3,,89,Wind blowing from the east-northeast,5,,12,, ,,,13.7,19.3,,,,,,30.0,14.0,No precipitation,6,,,,
17.02.2020 14:00,16.9,729.8,766.9,-1.4,83,Wind blowing from the east-northeast,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,2500 or more  or no clouds.,,,29.0,14.0,0.5,12,,,,
17.02.2020 11:00,16.0,731.2,768.4,,87,Wind blowing from the north-east,7,,11,90  or more  but not 100%, ,,,13.7,,,,,,,30.0,13.8,0.2,6,,,,
17.02.2020 08:00,13.9,730.0,767.2,,99,Wind blowing from the north-northeast,6,,11,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,200-300,,,30.0,13.7,2.0,12,,,,
17.02.2020 05:00,14.0,728.3,765.2,,100,Wind blowing from the north-east,8,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.9,24.8,,,,,,3.8,14.0,0.4,6,,,,
17.02.2020 02:00,14.7,728.2,764.8,-0.3,100,Wind blowing from the north-east,7,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,24.8,,,2500 or more  or no clouds.,,,14.0,14.7,1.0,12,,,,
16.02.2020 23:00,15.1,728.5,765.0,,100,Wind blowing from the north-northeast,6,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.1,24.8,,,,,,9.0,15.1,0.9,6,,,,
16.02.2020 20:00,17.8,727.0,763.4,1.5,89,Wind blowing from the east,6,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,24.8,,,300-600,,,30.0,16.0,No precipitation,12,,,,
16.02.2020 17:00,19.3,725.5,761.8,,95,Wind blowing from the east,6,,9,, ,,,19.3,24.8,,,,,,24.0,18.5,No precipitation,6,,,,
16.02.2020 14:00,23.0,725.8,761.9,-1.5,89,Wind blowing from the east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,24.8,,,300-600,,,26.0,21.1,No precipitation,12,,,,
16.02.2020 11:00,23.6,727.3,763.3,,89,Wind blowing from the east-southeast,4,,,70 – 80%., ,,,21.1,24.8,,,300-600,,,27.0,21.7,No precipitation,6,,,,
16.02.2020 08:00,21.2,726.1,762.2,1.6,100,Wind blowing from the north-east,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,,,,300-600,,,14.0,21.2,No precipitation,12,,,,
16.02.2020 05:00,21.4,724.5,760.6,,100,Wind blowing from the north-east,2,,8,,Mist. ,,,21.0,23.6,,,,,,4.0,21.4,No precipitation,6,,,,
16.02.2020 02:00,21.5,724.6,760.6,-0.2,100,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,23.6,,,2500 or more  or no clouds.,,,15.0,21.5,No precipitation,12,,,,
15.02.2020 23:00,21.9,724.8,760.9,,100,Wind blowing from the east-southeast,3,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,20.8,23.6,,,,,,less than 0.1,21.9,No precipitation,6,,,,
15.02.2020 20:00,21.7,723.6,759.7,1.4,100,Wind blowing from the east-southeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,23.6,,,100-200,,,12.0,21.7,No precipitation,12,,,,
15.02.2020 17:00,22.4,722.2,758.2,,100,Wind blowing from the south-east,3,,8,70 – 80%., ,,,20.8,23.6,,,300-600,,,15.0,22.4,No precipitation,6,,,,
15.02.2020 14:00,23.3,722.9,758.8,-1.9,93,Wind blowing from the south,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,24.1,,,300-600,,,17.0,22.1,No precipitation,12,,,,
15.02.2020 11:00,21.8,724.8,760.9,,100,Wind blowing from the south-east,3,,9,90  or more  but not 100%, ,,,20.8,,,,200-300,,,20.0,21.8,No precipitation,6,,,,
15.02.2020 08:00,21.2,724.1,760.2,0.9,100,Wind blowing from the east-southeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.8,,,,100-200,,,15.0,21.2,No precipitation,12,,,,
15.02.2020 05:00,21.1,723.2,759.1,,100,Wind blowing from the east-southeast,5,,9,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,20.4,24.3,,,,,,0.4,21.1,No precipitation,6,,,,
15.02.2020 02:00,21.3,723.7,759.7,-0.2,100,Wind blowing from the east-southeast,4,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,24.3,,,2500 or more  or no clouds.,,,less than 0.1,21.3,No precipitation,12,,,,
14.02.2020 23:00,21.4,723.9,759.9,,100,Wind blowing from the east-southeast,4,,10,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,20.4,24.3,,,,,,0.2,21.4,No precipitation,6,,,,
14.02.2020 20:00,21.4,722.5,758.6,0.7,100,Wind blowing from the east-southeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,24.3,,,100-200,,,15.0,21.4,No precipitation,12,,,,
14.02.2020 17:00,23.0,721.8,757.7,,96,Wind blowing from the east-southeast,3,,10,70 – 80%., ,,,20.4,24.3,,,300-600,,,13.0,22.3,No precipitation,6,,,,
14.02.2020 14:00,22.6,722.8,758.7,-1.6,95,Wind blowing from the south,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,24.3,,,300-600,,,18.0,21.8,No precipitation,12,,,,
14.02.2020 11:00,23.0,724.4,760.4,,92,Wind blowing from the south,4,,10,70 – 80%., ,,,20.4,23.4,,,300-600,,,17.0,21.6,No precipitation,6,,,,
14.02.2020 08:00,20.8,723.7,759.8,1.6,100,Wind blowing from the south-southeast,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.4,,,,100-200,,,15.0,20.8,No precipitation,12,,,,
14.02.2020 05:00,20.9,722.1,758.1,,100,Wind blowing from the south-east,5,,11,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,20.5,22.7,,,,,,less than 0.1,20.9,No precipitation,6,,,,
14.02.2020 02:00,21.1,723.4,759.4,,100,Wind blowing from the east-southeast,4,,11,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,22.7,,,2500 or more  or no clouds.,,,less than 0.1,21.1,No precipitation,12,,,,
13.02.2020 23:00,21.1,724.1,760.2,,100,Wind blowing from the east,7,,11,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,19.8,22.7,,,,,,less than 0.1,21.1,No precipitation,6,,,,
13.02.2020 20:00,21.1,723.2,759.3,0.1,100,Wind blowing from the east,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.5,22.7,,,100-200,,,1.5,21.1,No precipitation,12,,,,
13.02.2020 17:00,21.7,723.1,759.1,,100,Wind blowing from the east-southeast,3,,9,90  or more  but not 100%, ,,,19.4,22.7,,,100-200,,,15.0,21.7,No precipitation,6,,,,
13.02.2020 14:00,22.4,724.2,760.3,,100,Wind blowing from the south-southeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.4,24.2,,,100-200,,,15.0,22.4,0.1,12,,,,
13.02.2020 11:00,21.4,726.3,762.6,,100,Wind blowing from the south-southeast,5,,9,90  or more  but not 100%, ,,,19.4,,,,100-200,,,15.0,21.4,0.1,6,,,,
13.02.2020 08:00,20.9,725.5,761.8,1.3,100,Wind blowing from the south,5,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,2500 or more  or no clouds.,,,20.0,20.9,0.1,12,,,,
13.02.2020 05:00,20.6,724.2,760.3,,100,Wind blowing from the south-east,5,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,18.2,,,,,,,less than 0.1,20.6,No precipitation,6,,,,
13.02.2020 02:00,20.0,725.3,761.4,-0.8,100,Wind blowing from the east,6,,9,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.6,,,2500 or more  or no clouds.,,,0.3,20.0,No precipitation,12,,,,
12.02.2020 23:00,19.8,726.1,762.2,,100,Wind blowing from the east,6,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,18.2,24.6,,,,,,0.2,19.8,No precipitation,6,,,,
12.02.2020 20:00,19.8,725.3,761.8,0.4,100,Wind blowing from the east,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.6,,,2500 or more  or no clouds.,,,20.0,19.8,No precipitation,12,,,,
12.02.2020 17:00,20.7,724.9,761.3,,97,Wind blowing from the east-southeast,5,,8,60%., ,,,18.2,24.6,,,300-600,,,20.0,20.2,No precipitation,6,,,,
12.02.2020 14:00,23.5,726.2,762.4,-1.9,76,Wind blowing from the south-east,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.6,,,300-600,,,19.0,19.0,No precipitation,12,,,,
12.02.2020 11:00,24.0,728.1,764.4,,69,Wind blowing from the east,3,,9,70 – 80%., ,,,18.2,24.3,,,300-600,,,23.0,18.0,No precipitation,6,,,,
12.02.2020 08:00,18.7,727.6,764.2,1.2,100,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,2500 or more  or no clouds.,,,20.0,18.7,0.1,12,,,,
12.02.2020 05:00,18.2,726.4,762.9,,100,Wind blowing from the east-northeast,4,,9,,Mist. ,,,18.2,22.0,,,,,,4.5,18.2,0.1,6,,,,
12.02.2020 02:00,18.7,726.9,763.3,,100,Wind blowing from the east-northeast,4,,9,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,22.0,,,,,,0.1,18.7,0.1,6,,,,
11.02.2020 23:00,18.9,727.3,763.8,,100,Wind blowing from the east,6,,9,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,17.9,22.0,,,,,,0.2,18.9,No precipitation,6,,,,
11.02.2020 20:00,18.8,726.9,763.4,0.5,100,Wind blowing from the east,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,22.0,,,2500 or more  or no clouds.,,,20.0,18.8,0.1,12,,,,
11.02.2020 17:00,20.8,726.4,762.8,,94,Wind blowing from the east,5,,11,90  or more  but not 100%, ,,,17.9,22.0,,,,,,14.0,19.8,No precipitation,6,,,,
11.02.2020 14:00,21.4,727.4,763.9,-1.6,88,Wind blowing from the east,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,23.2,,,2500 or more  or no clouds.,,,17.0,19.3,0.1,12,,,,
11.02.2020 11:00,21.0,729.0,765.6,,93,Wind blowing from the east-northeast,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,23.2,,,,,,15.0,19.8,0.1,6,,,,
11.02.2020 08:00,18.9,728.1,764.8,1.2,97,Wind blowing from the east-northeast,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,,,,2500 or more  or no clouds.,,,16.0,18.4,No precipitation,12,,,,
11.02.2020 05:00,18.5,726.9,763.4,,97,Wind blowing from the east-northeast,7,,14,, ,,,16.0,,,,,,,17.0,18.0,No precipitation,6,,,,
11.02.2020 02:00,18.1,728.0,764.4,-0.6,98,Wind blowing from the east-northeast,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,23.2,,,2500 or more  or no clouds.,,,15.0,17.8,No precipitation,12,,,,
10.02.2020 23:00,17.9,728.6,765.2,,94,Wind blowing from the north-east,9,,14,,Rain (not freezing) not falling as shower(s). ,,,16.0,23.2,,,,,,19.0,16.9,No precipitation,6,,,,
10.02.2020 20:00,18.3,728.0,764.8,0.6,91,Wind blowing from the east-northeast,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,23.2,,,2500 or more  or no clouds.,,,22.0,16.8,No precipitation,12,,,,
10.02.2020 17:00,19.7,727.4,764.1,,79,Wind blowing from the east,7,,12,90  or more  but not 100%, ,,,16.0,23.2,,,,,,28.0,16.0,No precipitation,6,,,,
10.02.2020 14:00,23.1,728.2,764.6,-2.0,63,Wind blowing from the east-northeast,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,23.1,,,2500 or more  or no clouds.,,,30.0,15.7,No precipitation,12,,,,
10.02.2020 11:00,20.0,730.2,766.9,,78,Wind blowing from the north-east,5,,13,90  or more  but not 100%, ,,,16.0,22.9,,,,,,30.0,16.0,No precipitation,6,,,,
10.02.2020 08:00,16.3,729.1,766.0,0.9,99,Wind blowing from the north-east,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,2500 or more  or no clouds.,,,24.0,16.1,No precipitation,12,,,,
10.02.2020 05:00,16.3,728.2,764.9,,96,Wind blowing from the east-northeast,7,,13,, ,,,16.3,22.9,,,,,,26.0,15.7,No precipitation,6,,,,
10.02.2020 02:00,16.8,729.2,765.7,-1.3,91,Wind blowing from the north-east,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,22.9,,,2500 or more  or no clouds.,,,16.0,15.3,No precipitation,12,,,,
09.02.2020 23:00,17.4,730.5,767.2,,83,Wind blowing from the north-east,9,,18,, ,,,17.0,22.9,,,,,,30.0,14.5,No precipitation,6,,,,
09.02.2020 20:00,17.9,729.7,766.6,1.0,83,Wind blowing from the north-east,8,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.9,,,2500 or more  or no clouds.,,,29.0,15.0,No precipitation,12,,,,
09.02.2020 17:00,20.2,728.7,765.4,,71,Wind blowing from the east-northeast,7,,20,, ,,,17.0,22.9,,,,,,30.0,14.8,No precipitation,6,,,,
09.02.2020 14:00,22.8,729.6,766.1,-1.5,62,Wind blowing from the north-east,7,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,23.2,,,2500 or more  or no clouds.,,,30.0,15.1,No precipitation,12,,,,
09.02.2020 11:00,20.2,731.1,767.8,,71,Wind blowing from the north-east,10,,20,70 – 80%., ,,,17.0,23.2,,,200-300,,,28.0,14.8,No precipitation,6,,,,
09.02.2020 08:00,17.5,730.0,766.8,,89,Wind blowing from the north-east,11,,18,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,,,,300-600,,,24.0,15.7,No precipitation,12,,,,
09.02.2020 05:00,17.2,729.0,765.6,,93,Wind blowing from the north-east,11,,18,, ,,,17.2,23.2,,,,,,26.0,16.1,No precipitation,6,,,,
09.02.2020 02:00,17.5,729.9,766.4,-0.7,98,Wind blowing from the east-northeast,9,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.2,,,2500 or more  or no clouds.,,,19.0,17.2,No precipitation,12,,,,
08.02.2020 23:00,17.9,730.6,767.3,,98,Wind blowing from the east-northeast,6,,15,, ,,,17.9,23.2,,,,,,14.0,17.6,No precipitation,6,,,,
08.02.2020 20:00,18.4,729.6,766.3,,99,Wind blowing from the east-northeast,7,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,23.2,,,300-600,,,11.0,18.2,No precipitation,12,,,,
08.02.2020 17:00,21.2,728.3,764.8,,78,Wind blowing from the east-northeast,6,,16,60%., ,,,18.1,23.2,,,300-600,,,22.0,17.2,No precipitation,6,,,,
08.02.2020 14:00,23.0,728.6,765.0,-1.3,72,Wind blowing from the east-northeast,7,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,23.0,,,300-600,,,21.0,17.7,No precipitation,12,,,,
08.02.2020 11:00,20.7,729.9,766.4,,80,Wind blowing from the north-east,8,,17,70 – 80%., ,,,18.1,23.1,,,300-600,,,21.0,17.1,No precipitation,6,,,,
08.02.2020 08:00,18.5,728.6,765.2,1.3,99,Wind blowing from the north-east,9,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,300-600,,,13.0,18.3,No precipitation,12,,,,
08.02.2020 05:00,18.5,727.3,763.7,,100,Wind blowing from the north-east,10,,17,, ,,,17.5,23.1,,,,,,11.0,18.5,No precipitation,6,,,,
08.02.2020 02:00,19.1,728.0,764.4,-0.5,100,Wind blowing from the east-northeast,10,,15,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.1,,,2500 or more  or no clouds.,,,7.0,19.1,No precipitation,12,,,,
07.02.2020 23:00,19.6,728.5,764.9,,100,Wind blowing from the east-northeast,7,,14,, ,,,17.5,23.1,,,,,,8.0,19.6,No precipitation,6,,,,
07.02.2020 20:00,19.8,727.5,764.1,,100,Wind blowing from the east,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.1,,,100-200,,,15.0,19.8,No precipitation,12,,,,
07.02.2020 17:00,20.8,726.3,762.7,,93,Wind blowing from the east,8,,12,70 – 80%., ,,,17.5,23.1,,,300-600,,,20.0,19.6,No precipitation,6,,,,
07.02.2020 14:00,22.2,727.1,763.5,-1.4,81,Wind blowing from the east,7,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,23.1,,,300-600,,,27.0,18.8,0.2,12,,,,
07.02.2020 11:00,21.9,728.5,765.0,,81,Wind blowing from the east-northeast,6,,11,70 – 80%., ,,,17.5,22.9,,,300-600,,,15.0,18.5,0.2,6,,,,
07.02.2020 08:00,18.0,727.3,763.9,1.5,100,Wind blowing from the east-northeast,6,,11,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,,,,300-600,,,20.0,18.0,0.2,12,,,,
07.02.2020 05:00,17.9,725.8,762.3,,100,Wind blowing from the east-northeast,7,,11,,Mist. ,,,17.8,22.9,,,,,,0.6,17.9,No precipitation,6,,,,
07.02.2020 02:00,18.2,726.4,762.7,-0.3,100,Wind blowing from the east-northeast,6,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,22.9,,,2500 or more  or no clouds.,,,0.2,18.2,No precipitation,12,,,,
06.02.2020 23:00,18.4,726.7,763.2,,100,Wind blowing from the east-northeast,6,,10,,Mist. ,,,18.3,22.9,,,,,,6.0,18.4,No precipitation,6,,,,
06.02.2020 20:00,18.7,725.8,762.4,0.6,100,Wind blowing from the east,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,22.9,,,2500 or more  or no clouds.,,,10.0,18.7,No precipitation,12,,,,
06.02.2020 17:00,20.9,725.2,761.5,,95,Wind blowing from the east-southeast,4,,10,40%., ,,,18.5,22.9,,,300-600,,,14.0,20.1,No precipitation,6,,,,
06.02.2020 14:00,22.3,725.8,762.1,-2.1,86,Wind blowing from the east-southeast,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,22.9,,,2500 or more  or no clouds.,,,19.0,19.8,No precipitation,12,,,,
06.02.2020 11:00,20.2,727.9,764.5,,98,Wind blowing from the east-southeast,6,,10,90  or more  but not 100%, ,,,18.5,,,,,,,13.0,19.9,No precipitation,6,,,,
06.02.2020 08:00,19.0,727.0,763.5,1.2,100,Wind blowing from the east,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,20.0,19.0,No precipitation,12,,,,
06.02.2020 05:00,18.8,725.8,762.2,,100,Wind blowing from the east,6,,10,,Fog or ice fog. ,,,17.6,,,,,,,3.0,18.8,No precipitation,6,,,,
