Local time in Xinyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 08:00,6.4,760.8,771.5,1.5,76,Wind blowing from the east-southeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,16.6,,,2500 or more  or no clouds.,,,15.0,2.5,No precipitation,12,,,,
20.02.2020 05:00,7.2,759.3,769.9,,65,Wind blowing from the south-east,1,,,, ,,,,,,,,,,19.0,0.9,,,,,,
20.02.2020 02:00,9.0,759.7,770.2,,57,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,16.6,,,2500 or more  or no clouds.,,,20.0,0.9,No precipitation,12,,,,
19.02.2020 23:00,9.4,759.4,770.0,,53,Wind blowing from the east-northeast,1,,10,, ,,,7.9,16.6,,,,,,24.0,0.3,No precipitation,6,,,,
19.02.2020 20:00,11.7,757.8,768.4,1.4,43,Wind blowing from the east-southeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,16.6,,,,,,23.0,-0.5,No precipitation,12,,,,
19.02.2020 17:00,15.9,756.4,766.9,,29,Wind blowing from the south-southwest,2,,,no clouds, ,,,,,,,,,,30.0,-2.1,,,,,,
19.02.2020 14:00,15.0,756.6,767.1,-1.7,21,Wind blowing from the south,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,15.8,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,12,,,,
19.02.2020 11:00,13.0,758.3,768.9,,30,Wind blowing from the south,2,,7,90  or more  but not 100%, ,,,7.9,15.8,,,,,,30.0,-4.2,No precipitation,6,,,,
19.02.2020 08:00,9.7,758.0,768.6,0.7,38,Wind blowing from the south,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,26.0,-3.9,No precipitation,12,,,,
19.02.2020 05:00,8.8,757.3,767.9,,36,Wind blowing from the south-west,2,,,, ,,,,,,,,,,28.0,-5.4,,,,,,
19.02.2020 02:00,9.9,758.5,769.0,-0.6,37,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,15.8,,,2500 or more  or no clouds.,,,24.0,-4.1,No precipitation,12,,,,
18.02.2020 23:00,9.4,759.1,769.6,,41,Wind blowing from the east,1,,,, ,,,,,,,,,,30.0,-3.2,,,,,,
18.02.2020 20:00,11.5,759.2,769.9,0.2,30,Wind blowing from the south-west,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,15.8,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
18.02.2020 17:00,13.3,759.0,769.7,,24,Wind blowing from the south-west,5,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-6.8,,,,,,
18.02.2020 14:00,14.8,760.0,770.6,-3.0,19,Wind blowing from the south-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,15.2,,,,,,30.0,-8.6,No precipitation,12,,,,
18.02.2020 11:00,12.5,763.0,773.8,,25,Wind blowing from the south,3,,,no clouds, ,,,,,,,,,,30.0,-7.0,,,,,,
18.02.2020 08:00,2.3,763.3,774.1,0.3,78,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,13.6,,,2500 or more  or no clouds.,,,30.0,-1.1,No precipitation,12,,,,
18.02.2020 05:00,1.6,763.0,773.8,,81,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-1.3,,,,,,
18.02.2020 02:00,4.7,763.8,774.6,-0.6,52,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,13.6,,,2500 or more  or no clouds.,,,30.0,-4.3,No precipitation,12,,,,
17.02.2020 23:00,5.2,764.4,775.2,,55,Wind blowing from the east,1,,9,, ,,,-0.3,13.6,,,,,,28.0,-3.1,No precipitation,6,,,,
17.02.2020 20:00,8.5,763.7,774.6,,38,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,13.6,,,,,,30.0,-5.0,No precipitation,12,,,,
17.02.2020 17:00,13.0,763.3,774.1,,16,Wind blowing from the north-west,2,,,no clouds, ,,,,,,,,,,30.0,-12.2,,,,,,
17.02.2020 14:00,11.8,763.9,774.8,-2.1,19,Wind blowing from the north-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.3,,,,,,30.0,-11.1,No precipitation,12,,,,
17.02.2020 11:00,9.9,766.0,776.8,,22,Wind blowing from the north-west,2,,6,no clouds, ,,,-0.3,9.9,,,,,,30.0,-10.8,No precipitation,6,,,,
17.02.2020 08:00,0.7,765.4,776.5,,73,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.4,,,,,,30.0,-3.6,No precipitation,12,,,,
17.02.2020 05:00,0.1,764.4,775.3,,81,Calm  no wind,0,,,, ,,,-1.9,9.4,,,,,,30.0,-2.8,No precipitation,6,,,,
17.02.2020 02:00,0.2,764.1,775.0,0.2,90,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.4,,,2500 or more  or no clouds.,,,30.0,-1.2,No precipitation,12,,,,
16.02.2020 23:00,1.5,763.9,774.8,,70,Wind blowing from the south-west,1,,7,, ,,,-1.9,9.4,,,,,,20.0,-3.4,No precipitation,6,,,,
16.02.2020 20:00,4.7,763.0,774.1,1.2,45,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,9.4,,,,,,21.0,-6.2,2.0,12,,,,
16.02.2020 17:00,9.2,761.8,772.6,,27,Wind blowing from the west-southwest,2,,,no clouds, ,,,,,,,,,,30.0,-8.8,,,,,,
16.02.2020 14:00,7.1,762.4,773.4,-2.0,23,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,7.4,,,,,,30.0,-12.6,2.0,12,,,,
16.02.2020 11:00,5.0,764.4,775.4,,37,Wind blowing from the west-northwest,1,,,no clouds, ,,,,,,,,,,30.0,-8.5,,,,,,
16.02.2020 08:00,-1.7,764.6,775.8,0.5,85,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
16.02.2020 05:00,-0.8,764.1,775.2,,67,Calm  no wind,0,,,, ,,,-1.3,,,,,,,30.0,-6.2,No precipitation,6,,,,
16.02.2020 02:00,-1.0,763.9,775.1,-0.5,85,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,3.1,,,2500 or more  or no clouds.,,,28.0,-3.2,0.8,12,,,,
15.02.2020 23:00,-0.9,764.4,775.5,,94,Calm  no wind,0,,,, ,,,-1.3,,,,,,,19.0,-1.7,No precipitation,6,,,,
15.02.2020 20:00,0.0,763.8,774.8,1.3,84,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,2500 or more  or no clouds.,,,23.0,-2.4,10.0,12,,,,
15.02.2020 17:00,0.4,762.5,773.5,,85,Wind blowing from the north-northwest,0,,13,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,1500-2000,,,27.0,-1.8,6.0,6,,,,
15.02.2020 14:00,-1.2,763.6,774.6,-0.9,98,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-1.2,,,,300-600,,,1.1,-1.5,11.0,12,,,,
15.02.2020 11:00,0.5,764.5,775.6,,98,Wind blowing from the north-northwest,3,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,,,,300-600,,,0.5,0.2,4.0,6,,,,
15.02.2020 08:00,2.8,763.2,774.0,1.5,90,Wind blowing from the north,5,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,14.0,,,1000-1500,,,15.0,1.3,5.0,12,,,,
15.02.2020 05:00,3.0,761.7,772.4,,96,Wind blowing from the north,3,,11,, ,,,2.7,14.0,,,,,,9.0,2.4,3.0,6,,,,
15.02.2020 02:00,2.9,760.9,771.6,1.1,96,Wind blowing from the north-northwest,4,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,14.1,,,2500 or more  or no clouds.,,,11.0,2.3,3.0,12,,,,
14.02.2020 23:00,5.1,759.8,770.5,,87,Wind blowing from the north-northwest,5,,15,, ,,,5.1,14.7,,,,,,9.0,3.1,1.0,6,,,,
14.02.2020 20:00,10.8,756.7,767.2,3.9,68,Wind blowing from the north-northeast,4,,15,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.4,,,1000-1500,,,4.0,5.1,0.4,12,,,,
14.02.2020 17:00,12.4,752.8,763.3,,72,Wind blowing from the north,6,,15,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,1000-1500,,,5.0,7.5,No precipitation,6,,,,
14.02.2020 14:00,13.9,751.1,761.5,0.0,77,Wind blowing from the north,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,1000-1500,,,6.0,9.9,0.4,12,,,,
14.02.2020 11:00,12.0,751.1,761.5,,98,Wind blowing from the west-southwest,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,1000-1500,,,2.8,11.7,0.4,6,,,,
14.02.2020 08:00,12.8,749.4,759.7,1.7,97,Wind blowing from the north-northeast,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,3.2,12.3,Trace of precipitation,12,,,,
14.02.2020 05:00,13.7,747.7,758.0,,95,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,8.0,12.9,,,,,,
14.02.2020 02:00,14.1,747.8,758.0,,91,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,20.0,,,2500 or more  or no clouds.,,,11.0,12.7,No precipitation,12,,,,
13.02.2020 23:00,14.5,748.3,758.6,,90,Wind blowing from the east-northeast,1,,7,,Rain (not freezing) not falling as shower(s). ,,,7.3,20.0,,,,,,12.0,12.9,No precipitation,6,,,,
13.02.2020 20:00,15.1,747.6,758.0,1.0,89,Wind blowing from the south-east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,20.0,,,1000-1500,,,12.0,13.3,Trace of precipitation,12,,,,
13.02.2020 17:00,17.2,746.6,757.0,,76,Wind blowing from the south,2,,,40%., ,,,,,,,1000-1500,,,14.0,12.9,,,,,,
13.02.2020 14:00,19.3,747.3,757.6,-2.6,64,Wind blowing from the south-southwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,19.3,,,600-1000,,,26.0,12.3,No precipitation,12,,,,
13.02.2020 11:00,13.3,749.9,760.3,,80,Wind blowing from the south-east,1,,11,90  or more  but not 100%, ,,,7.3,17.2,,,,,,12.0,9.9,No precipitation,6,,,,
13.02.2020 08:00,7.7,749.8,760.3,-0.3,96,Wind blowing from the west,1,,11,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,17.2,,,2500 or more  or no clouds.,,,6.0,7.1,No precipitation,12,,,,
13.02.2020 05:00,9.2,750.1,760.6,,95,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,7.0,8.4,,,,,,
13.02.2020 02:00,11.6,750.7,761.1,,84,Wind blowing from the south-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.2,,,2500 or more  or no clouds.,,,11.0,9.0,No precipitation,12,,,,
12.02.2020 23:00,10.5,751.0,761.5,,89,Wind blowing from the south,2,,,, ,,,,,,,,,,12.0,8.8,,,,,,
12.02.2020 20:00,11.6,751.6,762.1,0.5,82,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,17.2,,,,,,14.0,8.6,No precipitation,12,,,,
12.02.2020 17:00,15.9,751.1,761.6,,59,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,17.0,7.9,,,,,,
12.02.2020 14:00,16.0,751.8,762.3,-2.2,59,Wind blowing from the south-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,16.3,,,,,,18.0,8.0,No precipitation,12,,,,
12.02.2020 11:00,14.0,754.0,764.5,,68,Wind blowing from the south-southwest,2,,5,20–30%., ,,,5.4,14.4,,,2500 or more  or no clouds.,,,19.0,8.2,No precipitation,6,,,,
12.02.2020 08:00,6.6,753.7,764.3,0.6,95,Wind blowing from the south,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,14.4,,,,,,8.0,5.9,No precipitation,12,,,,
12.02.2020 05:00,6.9,753.1,763.7,,96,Wind blowing from the south-east,1,,,, ,,,,,,,,,,9.0,6.3,,,,,,
12.02.2020 02:00,7.7,753.7,764.2,,93,Wind blowing from the west,1,,7,, ,,,7.5,14.4,,,,,,8.0,6.6,No precipitation,6,,,,
11.02.2020 23:00,9.2,753.6,764.1,,85,Wind blowing from the south-west,2,,8,, ,,,8.2,14.4,,,,,,12.0,6.8,No precipitation,6,,,,
11.02.2020 20:00,9.9,753.4,764.0,0.7,81,Wind blowing from the south-southeast,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.4,,,2500 or more  or no clouds.,,,14.0,6.8,No precipitation,12,,,,
11.02.2020 17:00,12.7,752.7,763.2,,67,Wind blowing from the south,2,,,40%., ,,,,,,,2500 or more  or no clouds.,,,19.0,6.7,,,,,,
11.02.2020 14:00,13.8,753.1,763.6,-1.8,59,Wind blowing from the south-southwest,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.1,,,2500 or more  or no clouds.,,,20.0,5.9,No precipitation,12,,,,
11.02.2020 11:00,12.9,754.9,765.4,,62,Wind blowing from the south-southeast,2,,9,, ,,,8.2,14.2,,,,,,15.0,5.8,No precipitation,6,,,,
11.02.2020 08:00,8.2,754.5,765.1,0.5,86,Wind blowing from the south,2,,11,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.2,,,2500 or more  or no clouds.,,,6.0,6.0,No precipitation,12,,,,
11.02.2020 05:00,9.0,754.0,764.6,,82,Wind blowing from the south-southwest,3,,,, ,,,,,,,,,,8.0,6.1,,,,,,
11.02.2020 02:00,9.4,754.8,765.3,-0.4,80,Wind blowing from the south-southwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,14.2,,,2500 or more  or no clouds.,,,10.0,6.1,No precipitation,12,,,,
10.02.2020 23:00,10.0,755.2,765.8,,72,Wind blowing from the south,4,,12,, ,,,7.9,14.2,,,,,,16.0,5.2,No precipitation,6,,,,
10.02.2020 20:00,10.6,755.0,765.6,0.4,61,Wind blowing from the south,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,14.2,,,2500 or more  or no clouds.,,,16.0,3.4,No precipitation,12,,,,
10.02.2020 17:00,11.6,754.6,765.2,,51,Wind blowing from the south,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,19.0,1.8,,,,,,
10.02.2020 14:00,14.0,754.9,765.4,-2.1,44,Wind blowing from the south,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.3,,,2500 or more  or no clouds.,,,20.0,2.0,No precipitation,12,,,,
10.02.2020 11:00,12.0,757.0,767.5,,54,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,7.9,17.3,,,,,,15.0,3.0,No precipitation,6,,,,
10.02.2020 08:00,8.5,756.7,767.3,-0.1,66,Wind blowing from the south-east,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,14.0,2.5,No precipitation,12,,,,
10.02.2020 05:00,8.4,756.8,767.3,,64,Wind blowing from the east,2,,,, ,,,,,,,,,,14.0,2.0,,,,,,
10.02.2020 02:00,9.1,758.2,768.7,-0.7,67,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,17.3,,,2500 or more  or no clouds.,,,11.0,3.3,No precipitation,12,,,,
09.02.2020 23:00,9.8,758.9,769.5,,64,Wind blowing from the south,2,,10,, ,,,2.3,17.3,,,,,,12.0,3.3,No precipitation,6,,,,
09.02.2020 20:00,11.1,758.8,769.5,-0.5,52,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,17.3,,,,,,17.0,1.4,No precipitation,12,,,,
09.02.2020 17:00,15.4,759.3,769.9,,37,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,21.0,0.8,,,,,,
09.02.2020 14:00,16.5,760.5,771.1,-3.3,32,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,17.1,,,,,,21.0,-0.2,No precipitation,12,,,,
09.02.2020 11:00,11.7,763.8,774.5,,58,Wind blowing from the west-southwest,1,,2,no clouds, ,,,2.3,11.7,,,,,,14.0,3.7,No precipitation,6,,,,
09.02.2020 08:00,2.8,763.8,774.7,,96,Wind blowing from the west,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.7,,,,,,9.0,2.2,No precipitation,12,,,,
09.02.2020 05:00,3.6,763.4,774.2,,92,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,10.0,2.4,,,,,,
09.02.2020 02:00,3.9,764.3,775.1,-0.4,92,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.7,,,2500 or more  or no clouds.,,,8.0,2.7,No precipitation,12,,,,
08.02.2020 23:00,5.7,764.7,775.6,,82,Wind blowing from the south-east,1,,5,, ,,,0.3,11.7,,,,,,11.0,2.9,No precipitation,6,,,,
08.02.2020 20:00,7.1,764.0,775.0,,73,Wind blowing from the east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,11.7,,,2500 or more  or no clouds.,,,14.0,2.6,No precipitation,12,,,,
08.02.2020 17:00,10.6,763.0,773.8,,54,Wind blowing from the north-east,2,,,no clouds, ,,,,,,,,,,19.0,1.7,,,,,,
08.02.2020 14:00,10.1,763.5,774.3,-1.9,55,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,10.1,,,,,,19.0,1.5,No precipitation,12,,,,
08.02.2020 11:00,7.4,765.4,776.2,,63,Wind blowing from the south-east,1,,3,20–30%., ,,,0.3,7.9,,,2500 or more  or no clouds.,,,21.0,0.8,No precipitation,6,,,,
08.02.2020 08:00,0.7,764.2,775.3,,96,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,4.5,,,2500 or more  or no clouds.,,,9.0,0.1,No precipitation,12,,,,
08.02.2020 05:00,1.9,763.3,774.3,,92,Wind blowing from the south-west,1,,,, ,,,,,,,,,,11.0,0.7,,,,,,
08.02.2020 02:00,3.8,763.9,774.9,-0.1,84,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.5,,,2500 or more  or no clouds.,,,11.0,1.3,No precipitation,12,,,,
07.02.2020 23:00,4.1,764.0,775.0,,81,Wind blowing from the south-west,2,,3,, ,,,0.9,4.5,,,,,,10.0,1.1,No precipitation,6,,,,
07.02.2020 20:00,4.1,763.3,774.4,,87,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,4.5,,,1000-1500,,,6.0,2.1,No precipitation,12,,,,
07.02.2020 17:00,4.4,762.1,773.0,,83,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,8.0,1.8,,,,,,
07.02.2020 14:00,3.4,762.1,773.1,-1.8,90,Wind blowing from the west-northwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,3.5,,,1000-1500,,,4.7,1.9,No precipitation,12,,,,
07.02.2020 11:00,1.6,763.9,774.9,,98,Wind blowing from the north,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,2.5,,,1000-1500,,,2.0,1.3,No precipitation,6,,,,
07.02.2020 08:00,1.0,763.0,774.1,,98,Wind blowing from the north-northwest,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,300-600,,,1.0,0.7,Trace of precipitation,12,,,,
07.02.2020 05:00,1.0,762.3,773.3,,98,Wind blowing from the north,2,,7,,Mist. ,,,0.9,2.5,,,,,,1.4,0.7,No precipitation,6,,,,
07.02.2020 02:00,0.9,762.4,773.4,-0.4,98,Wind blowing from the north,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,2.5,,,2500 or more  or no clouds.,,,0.9,0.6,0.1,12,,,,
06.02.2020 23:00,1.4,762.8,773.8,,98,Wind blowing from the north,3,,9,,Mist. ,,,1.2,3.3,,,,,,4.3,1.1,0.1,6,,,,
06.02.2020 20:00,1.2,762.3,773.3,1.6,98,Wind blowing from the north,4,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,3.3,,,1000-1500,,,3.4,0.9,0.5,12,,,,
06.02.2020 17:00,2.2,760.7,771.7,,91,Wind blowing from the north-northeast,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,1000-1500,,,9.0,0.9,No precipitation,6,,,,
06.02.2020 14:00,2.1,760.3,771.3,-1.2,92,Wind blowing from the north,4,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,1.4,,,,1000-1500,,,9.0,0.9,1.0,12,,,,
06.02.2020 11:00,1.7,761.5,772.4,,97,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.4,3.9,,,1000-1500,,,9.0,1.3,1.0,6,,,,
06.02.2020 08:00,2.0,761.2,772.1,0.6,98,Wind blowing from the north-northeast,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,1.4,3.9,,,1000-1500,,,7.0,1.7,1.0,12,,,,
06.02.2020 05:00,1.7,760.6,771.5,,95,Wind blowing from the north,3,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,1.4,3.9,,,,,,6.0,1.0,0.6,6,,,,
06.02.2020 02:00,1.7,760.6,771.5,0.3,94,Wind blowing from the north,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,4.2,,,2500 or more  or no clouds.,,,4.3,0.8,0.6,12,,,,
05.02.2020 23:00,3.1,760.3,771.3,,95,Wind blowing from the north,3,,6,,Mist. ,,,1.5,,,,,,,2.7,2.4,No precipitation,6,,,,
