Local time in Yong'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,2.2,745.9,764.8,,94,Wind blowing from the north-east,1,,4,, ,,,-0.4,16.3,,,,,,11.0,1.3,No precipitation,6,,,,
19.02.2020 02:00,3.6,747.4,766.3,0.3,89,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,16.3,,,2500 or more  or no clouds.,,,18.0,2.0,No precipitation,12,,,,
18.02.2020 23:00,6.1,747.1,766.1,,75,Wind blowing from the south,2,,6,, ,,,-0.4,16.3,,,,,,21.0,2.0,No precipitation,6,,,,
18.02.2020 20:00,9.4,746.4,765.6,0.5,59,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,16.3,,,2500 or more  or no clouds.,,,30.0,1.6,No precipitation,12,,,,
18.02.2020 17:00,15.4,745.9,764.8,,30,Wind blowing from the north-northeast,2,,6,no clouds, ,,,-0.4,16.3,,,,,,29.0,-2.1,No precipitation,6,,,,
18.02.2020 14:00,15.4,746.8,765.7,-3.3,33,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,15.4,,,,,,23.0,-0.8,No precipitation,12,,,,
18.02.2020 11:00,8.7,750.1,774.1,,52,Wind blowing from the north-northeast,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,13.4,,,,,,5.0,-0.6,No precipitation,6,,,,
18.02.2020 08:00,1.2,751.2,775.5,1.4,97,Wind blowing from the south,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,13.2,,,300-600,,,6.0,0.8,No precipitation,12,,,,
18.02.2020 05:00,0.8,749.8,773.9,,95,Wind blowing from the south,1,,6,, ,,,0.4,13.2,,,,,,10.0,0.1,No precipitation,6,,,,
18.02.2020 02:00,1.4,750.1,774.1,0.3,94,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,13.2,,,2500 or more  or no clouds.,,,11.0,0.5,No precipitation,12,,,,
17.02.2020 23:00,4.1,749.8,773.9,,81,Wind blowing from the south-southeast,2,,,, ,,,1.7,13.2,,,,,,23.0,1.1,No precipitation,6,,,,
17.02.2020 20:00,7.1,749.0,773.2,,66,Wind blowing from the east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,13.2,,,,,,28.0,1.2,No precipitation,12,,,,
17.02.2020 17:00,12.2,748.3,772.2,,36,Wind blowing from the north-east,3,,8,no clouds, ,,,1.7,13.2,,,,,,30.0,-2.4,No precipitation,6,,,,
17.02.2020 14:00,11.7,748.5,772.4,-2.5,40,Wind blowing from the east-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,11.7,,,,,,27.0,-1.4,No precipitation,12,,,,
17.02.2020 11:00,7.1,751.0,775.2,,47,Wind blowing from the north,3,,6,20–30%., ,,,1.7,7.8,,,2500 or more  or no clouds.,,,24.0,-3.7,No precipitation,6,,,,
17.02.2020 08:00,2.9,750.9,775.2,,90,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,7.0,,,2500 or more  or no clouds.,,,14.0,1.4,No precipitation,12,,,,
17.02.2020 05:00,2.3,748.6,772.8,,91,Wind blowing from the east-northeast,2,,,, ,,,2.2,7.0,,,,,,15.0,1.0,No precipitation,6,,,,
17.02.2020 02:00,3.3,748.9,773.2,0.0,87,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,7.0,,,2500 or more  or no clouds.,,,18.0,1.3,No precipitation,12,,,,
16.02.2020 23:00,3.7,748.9,773.1,,90,Wind blowing from the east-northeast,2,,8,, ,,,3.7,8.4,,,,,,15.0,2.2,No precipitation,6,,,,
16.02.2020 20:00,4.7,748.1,772.3,1.3,87,Wind blowing from the east-northeast,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,22.0,2.7,No precipitation,12,,,,
16.02.2020 17:00,6.7,746.8,770.8,,66,Wind blowing from the north-northwest,2,,9,90  or more  but not 100%, ,,,4.5,,,,,,,30.0,0.8,No precipitation,6,,,,
16.02.2020 14:00,5.3,746.5,770.5,-1.7,73,Wind blowing from the north-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,1000-1500,,,28.0,0.7,No precipitation,12,,,,
16.02.2020 11:00,4.8,748.2,772.2,,77,Wind blowing from the north-west,3,,11,100%., ,,,4.5,,,,1000-1500,,,30.0,1.1,No precipitation,6,,,,
16.02.2020 08:00,5.0,747.4,771.1,2.0,82,Wind blowing from the west-northwest,3,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.8,,,1000-1500,,,30.0,2.2,4.0,12,,,,
16.02.2020 05:00,5.6,745.4,769.0,,82,Wind blowing from the north-northwest,4,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.6,16.8,,,,,,15.0,2.8,No precipitation,6,,,,
16.02.2020 02:00,6.7,744.6,768.1,0.8,81,Wind blowing from the north-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,16.8,,,2500 or more  or no clouds.,,,27.0,3.7,11.0,12,,,,
15.02.2020 23:00,8.4,743.8,767.2,,86,Wind blowing from the north-northwest,5,,10,,Rain (not freezing) not falling as shower(s). ,,,8.3,16.8,,,,,,12.0,6.2,10.0,6,,,,
15.02.2020 20:00,16.7,738.6,761.5,2.7,98,Wind blowing from the north-west,3,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.7,16.8,,,300-600,,,2.4,16.4,10.0,12,,,,
15.02.2020 17:00,16.5,735.9,758.8,,97,Wind blowing from the north-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,16.7,,,300-600,,,1.5,16.0,1.0,6,,,,
15.02.2020 14:00,16.5,737.4,760.3,-1.7,96,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.7,16.7,,,1000-1500,,,4.4,15.9,9.0,12,,,,
15.02.2020 11:00,16.0,739.1,762.1,,98,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,14.3,16.3,,,1000-1500,,,5.0,15.7,3.0,6,,,,
15.02.2020 08:00,14.8,739.9,762.9,0.3,99,Wind blowing from the west-northwest,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.1,15.5,,,300-600,,,0.7,14.6,6.0,12,,,,
15.02.2020 05:00,14.7,739.6,762.6,,99,Wind blowing from the west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.0,15.5,,,,,,0.6,14.5,6.0,6,,,,
15.02.2020 02:00,14.9,739.7,762.7,-1.0,99,Wind blowing from the west,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,15.5,,,2500 or more  or no clouds.,,,0.4,14.7,7.0,12,,,,
14.02.2020 23:00,14.9,740.7,763.8,,99,Wind blowing from the north-northwest,2,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,14.0,15.5,,,,,,0.3,14.7,2.0,6,,,,
14.02.2020 20:00,15.3,740.2,763.2,1.2,98,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.0,15.5,,,300-600,,,0.6,15.0,34.0,12,,,,
14.02.2020 17:00,15.3,739.0,762.0,,98,Wind blowing from the south-west,1,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,16.0,,,300-600,,,2.3,15.0,23.0,6,,,,
14.02.2020 14:00,15.0,738.5,761.5,-0.8,98,Wind blowing from the west-southwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.0,16.1,,,300-600,,,3.7,14.7,27.0,12,,,,
14.02.2020 11:00,14.5,739.3,762.4,,99,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.0,,,,300-600,,,1.2,14.3,8.0,6,,,,
14.02.2020 08:00,14.2,739.6,762.6,1.2,98,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,,,,1000-1500,,,0.5,13.9,0.5,12,,,,
14.02.2020 05:00,14.2,738.4,761.3,,98,Wind blowing from the north-northwest,1,,2,,Fog or ice fog. ,,,14.1,16.8,,,,,,0.7,13.9,0.3,6,,,,
14.02.2020 02:00,14.3,739.4,762.4,-0.1,98,Wind blowing from the south-west,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,16.8,,,2500 or more  or no clouds.,,,0.9,14.0,0.7,12,,,,
13.02.2020 23:00,14.2,739.5,762.5,,98,Wind blowing from the south,1,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,14.1,16.8,,,,,,0.3,13.9,No precipitation,6,,,,
13.02.2020 20:00,14.7,739.3,762.3,0.7,97,Wind blowing from the east-southeast,1,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,16.8,,,300-600,,,6.0,14.2,23.0,12,,,,
13.02.2020 17:00,16.0,738.6,761.5,,92,Wind blowing from the south,0,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,18.1,,,300-600,,,11.0,14.7,23.0,6,,,,
13.02.2020 14:00,15.1,739.9,762.9,-0.4,97,Wind blowing from the west-southwest,2,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Shower(s).,Rain.,14.3,,,,300-600,,,1.8,14.6,22.0,12,,,,
13.02.2020 11:00,15.9,740.3,763.3,,98,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,1000-1500,,,2.6,15.6,No precipitation,6,,,,
13.02.2020 08:00,15.1,739.9,762.9,0.4,98,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,,,,300-600,,,1.1,14.8,No precipitation,12,,,,
13.02.2020 05:00,14.7,739.5,762.4,,98,Wind blowing from the south-southeast,2,,6,,Mist. ,,,14.2,,,,,,,4.2,14.4,No precipitation,6,,,,
13.02.2020 02:00,14.5,740.3,763.0,-1.0,98,Wind blowing from the east-northeast,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,24.9,,,2500 or more  or no clouds.,,,0.6,14.2,10.0,12,,,,
12.02.2020 23:00,14.8,741.3,764.2,,98,Wind blowing from the east-northeast,1,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,14.2,24.9,,,,,,0.2,14.5,7.0,6,,,,
12.02.2020 20:00,15.9,740.6,763.6,0.8,97,Wind blowing from the east-northeast,2,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,24.9,,,1000-1500,,,0.4,15.4,10.0,12,,,,
12.02.2020 17:00,18.1,739.8,762.7,,91,Wind blowing from the north-northwest,3,,8,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,24.9,,,300-600,,,2.7,16.6,4.0,6,,,,
12.02.2020 14:00,23.0,739.8,762.4,-2.4,66,Wind blowing from the west,2,,7,60%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,14.2,23.5,,,1000-1500,,,17.0,16.3,8.0,12,,,,
12.02.2020 11:00,17.2,742.2,765.1,,91,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,14.2,21.1,,,,,,8.0,15.7,7.0,6,,,,
12.02.2020 08:00,14.4,742.2,765.2,1.1,98,Wind blowing from the east,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,12.0,21.1,,,300-600,,,0.3,14.1,8.0,12,,,,
12.02.2020 05:00,14.3,741.1,764.0,,97,Wind blowing from the south-southwest,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.2,21.1,,,,,,3.1,13.8,0.6,6,,,,
12.02.2020 02:00,15.4,741.6,764.5,,84,Wind blowing from the north-east,3,,9,, ,,,11.2,21.1,,,,,,11.0,12.7,No precipitation,6,,,,
11.02.2020 23:00,17.9,741.8,764.8,,70,Wind blowing from the south-southwest,3,,9,, ,,,11.0,21.1,,,,,,15.0,12.4,No precipitation,6,,,,
11.02.2020 20:00,18.0,741.5,764.6,-0.1,69,Wind blowing from the south-southwest,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.1,,,1000-1500,,,15.0,12.2,No precipitation,12,,,,
11.02.2020 17:00,18.4,741.6,764.7,,66,Wind blowing from the south,4,,,100%., ,,,11.0,21.1,,,1000-1500,,,17.0,11.9,No precipitation,6,,,,
11.02.2020 14:00,20.4,742.0,765.1,-2.4,58,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,21.2,,,2500 or more  or no clouds.,,,21.0,11.9,No precipitation,12,,,,
11.02.2020 11:00,15.7,744.4,767.7,,61,Wind blowing from the east-northeast,2,,,20–30%., ,,,9.5,21.2,,,1000-1500,,,14.0,8.2,No precipitation,6,,,,
11.02.2020 08:00,12.0,744.8,768.1,1.7,86,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,14.0,9.7,No precipitation,12,,,,
11.02.2020 05:00,11.8,743.1,766.2,,83,Wind blowing from the south-east,1,,4,, ,,,4.1,21.2,,,,,,15.0,9.0,No precipitation,6,,,,
11.02.2020 02:00,11.6,743.5,766.7,-0.6,83,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,21.2,,,2500 or more  or no clouds.,,,18.0,8.8,No precipitation,12,,,,
10.02.2020 23:00,12.2,744.1,767.5,,78,Wind blowing from the east-northeast,1,,6,, ,,,4.1,21.2,,,,,,20.0,8.5,No precipitation,6,,,,
10.02.2020 20:00,14.1,743.0,766.6,0.9,69,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,21.2,,,1000-1500,,,21.0,8.5,No precipitation,12,,,,
10.02.2020 17:00,19.0,742.1,765.4,,46,Wind blowing from the west,2,,6,70 – 80%., ,,,4.1,21.2,,,1000-1500,,,23.0,7.1,No precipitation,6,,,,
10.02.2020 14:00,18.1,742.9,766.3,-3.5,48,Wind blowing from the north-west,2,,5,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,18.2,,,,,,18.0,6.9,No precipitation,12,,,,
10.02.2020 11:00,9.5,746.4,770.2,,86,Wind blowing from the north-east,3,,4,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,1000-1500,,,6.0,7.3,No precipitation,6,,,,
10.02.2020 08:00,5.6,746.4,770.2,0.8,98,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,16.9,,,300-600,,,0.6,5.3,No precipitation,12,,,,
10.02.2020 05:00,4.7,745.6,769.2,,97,Wind blowing from the south,2,,4,,Mist. ,,,4.7,16.9,,,,,,6.0,4.3,No precipitation,6,,,,
10.02.2020 02:00,5.9,746.3,769.9,-0.8,96,Wind blowing from the south,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,16.9,,,2500 or more  or no clouds.,,,7.0,5.3,No precipitation,12,,,,
09.02.2020 23:00,7.5,747.1,770.8,,90,Wind blowing from the south-southeast,2,,6,, ,,,7.5,16.9,,,,,,15.0,6.0,No precipitation,6,,,,
09.02.2020 20:00,10.2,746.8,770.5,0.6,75,Wind blowing from the south-southeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,16.9,,,,,,23.0,6.0,No precipitation,12,,,,
09.02.2020 17:00,16.1,746.2,769.6,,48,Wind blowing from the north-west,1,,6,10%  or less  but not 0, ,,,9.0,16.9,,,1000-1500,,,30.0,5.1,No precipitation,6,,,,
09.02.2020 14:00,14.6,746.7,770.2,-2.7,50,Wind blowing from the north,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,14.9,,,1000-1500,,,28.0,4.3,No precipitation,12,,,,
09.02.2020 11:00,12.5,749.4,773.0,,64,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,9.0,12.5,,,,,,24.0,5.7,No precipitation,6,,,,
09.02.2020 08:00,9.5,748.9,772.6,,85,Wind blowing from the east-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.0,,,1000-1500,,,18.0,7.1,No precipitation,12,,,,
09.02.2020 05:00,9.4,748.7,772.3,,82,Wind blowing from the north-northwest,1,,5,, ,,,9.1,12.0,,,,,,12.0,6.5,No precipitation,6,,,,
09.02.2020 02:00,9.9,748.4,772.0,-0.2,83,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,12.0,,,2500 or more  or no clouds.,,,10.0,7.2,No precipitation,12,,,,
08.02.2020 23:00,10.3,748.6,772.3,,80,Wind blowing from the north-east,2,,7,, ,,,9.9,12.0,,,,,,21.0,7.0,No precipitation,6,,,,
08.02.2020 20:00,11.0,748.2,771.8,,75,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,12.0,,,1000-1500,,,17.0,6.7,Trace of precipitation,12,,,,
08.02.2020 17:00,11.9,746.8,770.4,,75,Wind blowing from the north-northeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,12.6,,,1000-1500,,,27.0,7.6,No precipitation,6,,,,
08.02.2020 14:00,11.8,746.8,770.3,-1.2,75,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,13.7,,,1000-1500,,,23.0,7.5,No precipitation,12,,,,
08.02.2020 11:00,11.4,748.0,771.5,,78,Wind blowing from the north,1,,5,100%., ,,,9.9,13.7,,,1000-1500,,,18.0,7.7,No precipitation,6,,,,
08.02.2020 08:00,10.2,747.2,770.8,0.7,85,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,13.7,,,1000-1500,,,23.0,7.8,No precipitation,12,,,,
08.02.2020 05:00,10.4,746.5,770.1,,86,Wind blowing from the north-northeast,1,,5,, ,,,9.1,13.7,,,,,,26.0,8.2,No precipitation,6,,,,
08.02.2020 02:00,11.1,747.2,770.7,0.3,90,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.7,,,2500 or more  or no clouds.,,,15.0,9.5,No precipitation,12,,,,
07.02.2020 23:00,11.3,746.9,770.5,,94,Calm  no wind,0,,,, ,,,9.0,13.7,,,,,,14.0,10.4,No precipitation,6,,,,
07.02.2020 20:00,11.8,746.2,769.9,,88,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.7,,,1000-1500,,,18.0,9.9,No precipitation,12,,,,
07.02.2020 17:00,12.6,745.3,768.8,,80,Wind blowing from the north-northwest,2,,4,100%., ,,,9.0,13.7,,,1000-1500,,,23.0,9.2,No precipitation,6,,,,
07.02.2020 14:00,13.7,745.3,768.7,-1.6,77,Wind blowing from the north-east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.7,,,2500 or more  or no clouds.,,,15.0,9.7,0.5,12,,,,
07.02.2020 11:00,11.4,746.9,770.5,,86,Wind blowing from the north,1,,3,100%., ,,,9.0,11.6,,,1000-1500,,,9.0,9.1,No precipitation,6,,,,
07.02.2020 08:00,9.3,746.0,769.7,1.3,98,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,300-600,,,3.6,9.0,12.0,12,,,,
07.02.2020 05:00,9.1,744.7,768.3,,98,Wind blowing from the west-southwest,1,,6,,Mist. ,,,9.0,,,,,,,3.0,8.8,8.0,6,,,,
07.02.2020 02:00,9.2,744.7,768.4,0.3,98,Wind blowing from the north-east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,2500 or more  or no clouds.,,,0.7,8.9,13.0,12,,,,
06.02.2020 23:00,9.2,744.4,768.0,,98,Wind blowing from the east-northeast,2,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,9.1,12.3,,,,,,1.9,8.9,5.0,6,,,,
06.02.2020 20:00,9.2,744.0,767.5,2.1,97,Wind blowing from the north-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.3,,,300-600,,,2.1,8.7,2.0,12,,,,
06.02.2020 17:00,9.5,741.9,765.4,,95,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.6,,,300-600,,,3.5,8.7,0.6,6,,,,
06.02.2020 14:00,9.8,742.4,765.9,-1.9,86,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.1,,,300-600,,,10.0,7.6,0.2,12,,,,
06.02.2020 11:00,11.1,744.3,767.8,,70,Wind blowing from the north-west,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,14.1,,,1000-1500,,,13.0,5.8,No precipitation,6,,,,
06.02.2020 08:00,10.3,745.0,768.4,0.9,71,Wind blowing from the south-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,14.1,,,1000-1500,,,18.0,5.3,No precipitation,12,,,,
06.02.2020 05:00,11.1,744.1,767.5,,69,Wind blowing from the south-southeast,2,,6,, ,,,11.0,14.1,,,,,,20.0,5.6,No precipitation,6,,,,
06.02.2020 02:00,11.9,744.6,767.9,-0.3,84,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,14.1,,,2500 or more  or no clouds.,,,11.0,9.3,No precipitation,12,,,,
05.02.2020 23:00,11.5,744.9,768.3,,95,Wind blowing from the east-northeast,1,,,, ,,,11.0,14.1,,,,,,12.0,10.7,No precipitation,6,,,,
05.02.2020 20:00,12.2,744.2,767.6,0.7,92,Wind blowing from the east-northeast,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,14.1,,,1000-1500,,,12.0,10.9,Trace of precipitation,12,,,,
05.02.2020 17:00,13.7,743.5,766.8,,79,Wind blowing from the north-northeast,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,14.1,,,1000-1500,,,19.0,10.1,No precipitation,6,,,,
05.02.2020 14:00,13.5,743.9,767.2,,79,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,13.8,,,1000-1500,,,12.0,9.9,No precipitation,12,,,,
05.02.2020 11:00,13.1,745.6,769.0,,83,Wind blowing from the north-northwest,1,,3,100%., ,,,10.6,13.1,,,1000-1500,,,8.0,10.3,No precipitation,6,,,,
