Local time in Tailai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 17:00,-3.0,758.4,772.1,,44,Wind blowing from the north-west,1,,7,no clouds, ,,,-14.8,-0.2,,,,,,27.0,-13.8,No precipitation,6,,,,
19.02.2020 14:00,-1.7,757.6,771.3,-0.6,44,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,1.3,,,,,,18.0,-12.6,No precipitation,12,,,,
19.02.2020 11:00,-3.7,758.2,772.0,,47,Wind blowing from the north-northwest,4,,7,no clouds, ,,,-14.8,1.3,,,,,,23.0,-13.4,No precipitation,6,,,,
19.02.2020 08:00,-10.2,757.4,771.2,1.3,65,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,,,,,,,7.0,-15.5,No precipitation,12,,,,
19.02.2020 05:00,-12.0,756.1,769.7,,66,Wind blowing from the north-west,2,,4,, ,,,-14.8,1.3,,,,,,30.0,-17.1,No precipitation,6,,,,
19.02.2020 02:00,-11.3,756.0,769.6,,69,Wind blowing from the north-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,1.3,,,2500 or more  or no clouds.,,,28.0,-16.0,No precipitation,12,,,,
18.02.2020 20:00,-8.4,753.7,767.5,1.1,66,Wind blowing from the north-west,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,1.3,,,,,,28.0,-13.6,No precipitation,12,,,,
18.02.2020 17:00,-0.2,752.6,766.2,,40,Wind blowing from the west-northwest,1,,11,no clouds, ,,,-14.2,1.3,,,,,,30.0,-12.2,No precipitation,6,,,,
18.02.2020 14:00,0.7,752.2,765.7,-0.6,38,Wind blowing from the north-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,0.9,,,,,,30.0,-12.0,No precipitation,12,,,,
18.02.2020 11:00,-0.6,752.8,766.3,,46,Wind blowing from the north-northwest,6,,10,no clouds, ,,,-14.2,-0.6,,,,,,30.0,-10.8,No precipitation,6,,,,
18.02.2020 08:00,-9.9,753.1,766.9,0.8,60,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.3,,,,,,8.0,-16.2,No precipitation,12,,,,
18.02.2020 05:00,-12.5,752.3,766.0,,63,Wind blowing from the west,2,,5,, ,,,-18.6,-4.3,,,,,,30.0,-18.1,No precipitation,6,,,,
18.02.2020 02:00,-12.0,752.7,766.3,,58,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-4.3,,,2500 or more  or no clouds.,,,27.0,-18.6,No precipitation,12,,,,
17.02.2020 20:00,-14.0,754.0,768.0,,66,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-4.3,,,,,,14.0,-19.1,No precipitation,12,,,,
17.02.2020 17:00,-5.3,754.3,768.1,,38,Wind blowing from the north-northwest,2,,8,no clouds, ,,,-18.6,-4.3,,,,,,30.0,-17.4,No precipitation,6,,,,
17.02.2020 14:00,-5.1,754.5,768.3,-1.3,35,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-4.8,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
17.02.2020 11:00,-8.4,755.8,769.7,,44,Wind blowing from the north,4,,6,no clouds, ,,,-18.6,-8.3,,,,,,23.0,-18.5,No precipitation,6,,,,
17.02.2020 08:00,-16.2,756.4,770.5,0.1,64,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-8.3,,,,,,21.0,-21.4,No precipitation,12,,,,
17.02.2020 05:00,-18.3,756.3,770.3,,67,Wind blowing from the north-northwest,4,,7,, ,,,-18.6,-8.3,,,,,,24.0,-22.9,No precipitation,6,,,,
17.02.2020 02:00,-16.6,756.9,770.8,,63,Wind blowing from the north-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-8.3,,,2500 or more  or no clouds.,,,25.0,-22.0,No precipitation,12,,,,
16.02.2020 20:00,-14.2,757.7,771.8,0.4,57,Wind blowing from the north,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-8.3,,,,,,22.0,-20.9,No precipitation,12,,,,
16.02.2020 17:00,-10.7,757.3,771.3,,44,Wind blowing from the north-northeast,5,,13,no clouds, ,,,-18.2,-7.9,,,,,,30.0,-20.6,No precipitation,6,,,,
16.02.2020 14:00,-8.8,757.0,771.0,-1.3,39,Wind blowing from the north-northeast,8,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-5.7,,,,,,7.0,-20.3,No precipitation,12,,,,
16.02.2020 11:00,-8.8,758.3,772.3,,47,Wind blowing from the north,8,,11,no clouds, ,,,-18.2,-5.7,,,,,,11.0,-18.1,No precipitation,6,,,,
16.02.2020 08:00,-15.9,759.4,773.5,0.8,63,Wind blowing from the north-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-5.7,,,2500 or more  or no clouds.,,,19.0,-21.3,No precipitation,12,,,,
16.02.2020 05:00,-17.2,758.6,772.6,,69,Wind blowing from the north-northeast,3,,5,, ,,,-19.2,-5.7,,,,,,14.0,-21.5,No precipitation,6,,,,
16.02.2020 02:00,-15.2,758.8,772.7,,66,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-5.7,,,2500 or more  or no clouds.,,,13.0,-20.1,No precipitation,12,,,,
15.02.2020 20:00,-12.3,759.7,773.8,0.9,59,Wind blowing from the east-northeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-5.7,,,,,,16.0,-18.7,No precipitation,12,,,,
15.02.2020 17:00,-7.9,758.8,772.9,,44,Wind blowing from the north,3,,9,no clouds, ,,,-19.5,-5.7,,,,,,25.0,-18.0,No precipitation,6,,,,
15.02.2020 14:00,-6.0,759.8,773.8,-1.5,38,Wind blowing from the north-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-5.9,,,,,,30.0,-18.0,No precipitation,12,,,,
15.02.2020 11:00,-8.7,761.3,775.3,,40,Wind blowing from the north-east,4,,9,20–30%., ,,,-19.5,-7.5,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,6,,,,
15.02.2020 08:00,-14.4,762.1,776.3,0.3,51,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-7.5,,,,,,13.0,-22.3,No precipitation,12,,,,
15.02.2020 05:00,-19.2,761.8,776.0,,63,Wind blowing from the north-northwest,2,,4,, ,,,-19.5,-7.5,,,,,,22.0,-24.6,No precipitation,6,,,,
15.02.2020 02:00,-19.3,763.0,777.1,,68,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-7.5,,,2500 or more  or no clouds.,,,22.0,-23.7,No precipitation,12,,,,
14.02.2020 20:00,-17.4,763.3,777.6,0.3,67,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-7.5,,,,,,15.0,-22.1,No precipitation,12,,,,
14.02.2020 17:00,-9.2,763.0,777.1,,41,Wind blowing from the west-northwest,2,,7,no clouds, ,,,-18.6,-7.5,,,,,,30.0,-20.0,No precipitation,6,,,,
14.02.2020 14:00,-7.9,763.0,777.0,-1.7,39,Wind blowing from the north-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-6.8,,,,,,30.0,-19.4,No precipitation,12,,,,
14.02.2020 11:00,-11.2,764.7,778.7,,45,Wind blowing from the north-northwest,3,,7,40%., ,,,-18.6,-5.2,,,2500 or more  or no clouds.,,,26.0,-21.0,No precipitation,6,,,,
14.02.2020 08:00,-16.3,763.7,777.9,1.0,53,Wind blowing from the north,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-5.2,,,,,,17.0,-23.7,No precipitation,12,,,,
14.02.2020 05:00,-16.2,762.7,776.8,,52,Wind blowing from the north,4,,12,, ,,,-16.3,-5.2,,,,,,30.0,-23.8,No precipitation,6,,,,
14.02.2020 02:00,-13.8,762.0,775.9,,49,Wind blowing from the north,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-5.2,,,2500 or more  or no clouds.,,,30.0,-22.2,Trace of precipitation,12,,,,
13.02.2020 20:00,-11.1,757.9,771.7,3.0,67,Wind blowing from the north,2,,15,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-5.2,,,2500 or more  or no clouds.,,,30.0,-16.0,Trace of precipitation,12,,,,
13.02.2020 17:00,-8.9,754.9,768.6,,72,Wind blowing from the north-northeast,8,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.6,-1.1,,,2500 or more  or no clouds.,,,6.0,-13.0,Trace of precipitation,6,,,,
13.02.2020 14:00,-6.8,751.6,765.3,,71,Wind blowing from the north-northeast,9,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,,,,2500 or more  or no clouds.,,,13.0,-11.3,No precipitation,12,,,,
13.02.2020 11:00,-5.6,750.7,764.2,,61,Wind blowing from the north-northwest,9,,14,90  or more  but not 100%, ,,,-9.6,0.3,,,,,,15.0,-12.1,No precipitation,6,,,,
13.02.2020 08:00,-7.6,749.2,762.7,1.5,76,Wind blowing from the north-east,6,,11,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,,,,2500 or more  or no clouds.,,,6.0,-11.1,No precipitation,12,,,,
13.02.2020 05:00,-8.4,747.7,761.0,,86,Wind blowing from the north-northeast,6,,9,,Mist. ,,,-15.0,0.3,,,,,,2.9,-10.3,No precipitation,6,,,,
13.02.2020 02:00,-9.5,747.4,760.8,,89,Wind blowing from the north-northeast,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.3,,,2500 or more  or no clouds.,,,1.0,-11.0,No precipitation,12,,,,
12.02.2020 20:00,-6.1,747.0,760.6,0.9,80,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.3,,,,,,2.9,-9.0,No precipitation,12,,,,
12.02.2020 17:00,-1.1,746.1,759.6,,67,Wind blowing from the south-west,2,,4,20–30%., ,,,-15.0,0.3,,,2500 or more  or no clouds.,,,4.5,-6.6,No precipitation,6,,,,
12.02.2020 14:00,-0.3,746.5,759.9,-0.6,56,Wind blowing from the south-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.2,,,,,,4.2,-8.0,No precipitation,12,,,,
12.02.2020 11:00,-3.8,747.1,760.6,,64,Wind blowing from the south-southwest,1,,6,no clouds, ,,,-15.0,0.2,,,,,,2.6,-9.6,No precipitation,6,,,,
12.02.2020 08:00,-13.8,746.5,760.0,1.4,83,Wind blowing from the west,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,0.2,,,,,,1.5,-16.1,No precipitation,12,,,,
12.02.2020 05:00,-13.4,745.1,758.6,,84,Wind blowing from the north-northwest,2,,6,,Mist. ,,,-15.2,0.2,,,,,,1.4,-15.5,No precipitation,6,,,,
12.02.2020 02:00,-12.6,743.5,757.0,,82,Wind blowing from the north-northwest,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,0.2,,,,,,2.0,-15.0,No precipitation,6,,,,
11.02.2020 20:00,-1.2,741.3,754.7,-0.6,80,Wind blowing from the south-southwest,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,0.2,,,,,,2.2,-4.2,No precipitation,12,,,,
11.02.2020 17:00,-1.1,741.9,755.3,,80,Wind blowing from the south-southwest,3,,,20–30%., ,,,-15.2,0.2,,,2500 or more  or no clouds.,,,2.1,-4.1,No precipitation,6,,,,
11.02.2020 14:00,-0.4,742.9,756.3,-2.4,71,Wind blowing from the south-southwest,5,,9,40%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.4,,,2500 or more  or no clouds.,,,2.9,-5.0,No precipitation,12,,,,
11.02.2020 11:00,-6.7,745.3,758.9,,88,Wind blowing from the south-southwest,5,,7,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-6.7,,,2500 or more  or no clouds.,,,1.6,-8.4,No precipitation,6,,,,
11.02.2020 08:00,-13.1,746.4,760.2,-1.1,81,Wind blowing from the south-southwest,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,2.4,-15.7,No precipitation,12,,,,
11.02.2020 05:00,-14.9,747.5,761.2,,79,Wind blowing from the south,2,,7,,Haze. ,,,-23.1,-7.0,,,,,,2.7,-17.7,No precipitation,6,,,,
11.02.2020 02:00,-14.6,749.3,763.0,,78,Wind blowing from the south,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-7.0,,,2500 or more  or no clouds.,,,2.6,-17.6,No precipitation,12,,,,
10.02.2020 20:00,-13.1,752.1,766.2,-0.4,74,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-7.0,,,,,,4.3,-16.8,No precipitation,12,,,,
10.02.2020 17:00,-9.3,752.5,766.5,,65,Wind blowing from the south,4,,7,no clouds, ,,,-23.1,-7.0,,,,,,6.0,-14.8,No precipitation,6,,,,
10.02.2020 14:00,-7.6,753.4,767.4,-1.5,55,Wind blowing from the south,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-6.9,,,,,,9.0,-15.1,No precipitation,12,,,,
10.02.2020 11:00,-11.1,754.9,768.9,,66,Wind blowing from the south,3,,4,no clouds, ,,,-23.1,-6.1,,,,,,5.0,-16.2,No precipitation,6,,,,
10.02.2020 08:00,-20.7,755.0,769.2,0.9,75,Wind blowing from the west-southwest,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-6.1,,,,,,6.0,-24.0,No precipitation,12,,,,
10.02.2020 05:00,-22.0,754.1,768.2,,74,Wind blowing from the west,0,,5,,Haze. ,,,-22.0,-6.1,,,,,,6.0,-25.4,No precipitation,6,,,,
10.02.2020 02:00,-19.5,754.2,768.1,,75,Wind blowing from the north-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-6.1,,,2500 or more  or no clouds.,,,7.0,-22.8,No precipitation,12,,,,
09.02.2020 20:00,-14.8,752.6,766.6,1.6,73,Wind blowing from the north-northeast,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-6.1,,,,,,7.0,-18.6,No precipitation,12,,,,
09.02.2020 17:00,-9.7,751.0,764.8,,60,Wind blowing from the north-northeast,4,,11,no clouds, ,,,-15.2,-6.1,,,,,,19.0,-16.0,No precipitation,6,,,,
09.02.2020 14:00,-7.0,749.0,762.7,0.7,56,Wind blowing from the north-northwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-6.1,,,,,,16.0,-14.3,No precipitation,12,,,,
09.02.2020 11:00,-8.8,748.3,762.0,,60,Wind blowing from the north-northwest,4,,8,no clouds, ,,,-15.2,-7.1,,,,,,13.0,-15.2,No precipitation,6,,,,
09.02.2020 08:00,-14.5,747.5,761.4,,76,Wind blowing from the south-west,2,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,9.0,-17.8,No precipitation,12,,,,
09.02.2020 05:00,-13.2,748.5,762.2,,72,Wind blowing from the south-southwest,4,,8,, ,,,,-7.1,,,,,,12.0,-17.3,No precipitation,6,,,,
09.02.2020 02:00,-13.2,751.2,764.9,,72,Wind blowing from the south-southwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.1,,,2500 or more  or no clouds.,,,11.0,-17.2,No precipitation,12,,,,
08.02.2020 20:00,-12.6,756.7,771.0,-1.5,72,Wind blowing from the south-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-7.1,,,,,,11.0,-16.6,No precipitation,12,,,,
08.02.2020 17:00,-9.8,758.2,772.5,,60,Wind blowing from the south-southwest,3,,7,no clouds, ,,,-25.4,-7.1,,,,,,24.0,-16.1,No precipitation,6,,,,
08.02.2020 14:00,-7.9,759.5,773.7,-2.2,50,Wind blowing from the south-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-7.8,,,,,,30.0,-16.7,No precipitation,12,,,,
08.02.2020 11:00,-11.7,761.7,775.9,,55,Wind blowing from the west,2,,4,no clouds, ,,,-25.4,-9.0,,,,,,5.0,-18.9,No precipitation,6,,,,
08.02.2020 08:00,-22.5,761.8,776.1,0.8,73,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-9.0,,,,,,6.0,-26.0,No precipitation,12,,,,
08.02.2020 05:00,-23.7,761.0,775.3,,73,Wind blowing from the north-east,1,,4,, ,,,-25.8,-9.0,,,,,,10.0,-27.2,No precipitation,6,,,,
08.02.2020 02:00,-24.6,760.3,774.6,,71,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-9.0,,,2500 or more  or no clouds.,,,17.0,-28.3,No precipitation,12,,,,
07.02.2020 20:00,-13.1,758.4,772.6,,52,Wind blowing from the south,2,,5,no clouds, ,,,-25.8,-9.0,,,,,,30.0,-20.9,No precipitation,6,,,,
07.02.2020 17:00,-11.0,757.2,771.4,,45,Wind blowing from the south,2,,5,70 – 80%., ,,,-25.8,-9.0,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,6,,,,
07.02.2020 14:00,-9.8,757.0,771.1,-1.2,38,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-9.4,,,,,,23.0,-21.5,No precipitation,12,,,,
07.02.2020 11:00,-12.2,758.2,772.5,,41,Wind blowing from the north,2,,5,50%., ,,,-25.8,-10.8,,,2500 or more  or no clouds.,,,23.0,-22.8,No precipitation,6,,,,
07.02.2020 08:00,-22.7,758.2,772.6,,73,Wind blowing from the north,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-10.8,,,,,,5.0,-26.2,No precipitation,6,,,,
07.02.2020 05:00,-25.6,757.4,771.7,,71,Calm  no wind,0,,,,Haze. ,,,-25.8,-10.8,,,,,,6.0,-29.3,No precipitation,6,,,,
07.02.2020 02:00,-24.5,756.8,771.1,,72,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-10.8,,,2500 or more  or no clouds.,,,9.0,-28.1,No precipitation,12,,,,
06.02.2020 20:00,-16.5,756.0,770.4,-0.1,68,Wind blowing from the south,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-10.8,,,,,,14.0,-21.0,No precipitation,12,,,,
06.02.2020 17:00,-12.7,756.1,770.3,,53,Wind blowing from the south-southwest,3,,13,no clouds, ,,,-25.5,-10.8,,,,,,25.0,-20.3,No precipitation,6,,,,
06.02.2020 14:00,-11.3,757.1,771.3,-2.6,42,Wind blowing from the south-west,7,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-11.1,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
06.02.2020 11:00,-16.0,759.7,774.1,,44,Wind blowing from the south-southwest,6,,,50%., ,,,-25.5,-14.0,,,2500 or more  or no clouds.,,,28.0,-25.5,No precipitation,6,,,,
06.02.2020 08:00,-24.4,761.6,776.2,-0.8,60,Wind blowing from the south-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-14.0,,,2500 or more  or no clouds.,,,11.0,-30.0,No precipitation,12,,,,
06.02.2020 05:00,-23.6,762.4,776.9,,63,Wind blowing from the south-southwest,3,,5,, ,,,-25.2,-14.0,,,,,,21.0,-28.7,No precipitation,6,,,,
06.02.2020 02:00,-22.6,763.6,778.0,,64,Wind blowing from the south-southwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-14.0,,,2500 or more  or no clouds.,,,17.0,-27.5,No precipitation,12,,,,
05.02.2020 20:00,-18.9,764.3,778.9,0.3,53,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-14.0,,,,,,17.0,-26.1,No precipitation,12,,,,
05.02.2020 17:00,-15.6,764.0,778.5,,41,Wind blowing from the south,2,,6,no clouds, ,,,-28.3,-14.0,,,,,,18.0,-25.9,No precipitation,6,,,,
05.02.2020 14:00,-14.9,763.8,778.3,,39,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-14.8,,,,,,30.0,-25.8,No precipitation,12,,,,
05.02.2020 11:00,-17.8,764.4,778.9,,44,Wind blowing from the north-northwest,3,,6,no clouds, ,,,-28.3,-16.1,,,,,,20.0,-27.1,No precipitation,6,,,,
05.02.2020 08:00,-24.0,763.8,778.6,1.0,56,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,,,,,,,6.0,-30.3,No precipitation,12,,,,
05.02.2020 05:00,-23.8,762.8,777.4,,56,Wind blowing from the north-west,4,,5,, ,,,-28.3,-16.1,,,,,,30.0,-30.1,No precipitation,6,,,,
05.02.2020 02:00,-23.2,762.4,776.8,,53,Wind blowing from the north-west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-16.1,,,2500 or more  or no clouds.,,,30.0,-30.1,No precipitation,12,,,,
04.02.2020 20:00,-26.5,760.5,775.2,1.1,64,Wind blowing from the south-southeast,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-16.1,,,,,,30.0,-31.3,No precipitation,12,,,,
04.02.2020 17:00,-18.4,759.4,773.8,,43,Wind blowing from the east,1,,11,no clouds, ,,,-26.0,-13.8,,,,,,10.0,-27.9,No precipitation,6,,,,
