Local time in Xingtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 14:00,13.4,750.4,767.4,-2.7,13,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,14.0,,,2500 or more  or no clouds.,,,25.0,-14.5,No precipitation,12,,,,
18.02.2020 11:00,10.6,753.1,770.1,,16,Wind blowing from the east-southeast,4,,7,50%., ,,,1.6,12.2,,,2500 or more  or no clouds.,,,29.0,-14.2,No precipitation,6,,,,
18.02.2020 08:00,3.4,754.0,771.1,0.1,21,Wind blowing from the west-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.2,,,,,,30.0,-16.9,No precipitation,12,,,,
18.02.2020 05:00,2.1,753.9,771.1,,24,Wind blowing from the west-northwest,4,,10,, ,,,-2.8,11.2,,,,,,30.0,-16.4,No precipitation,6,,,,
18.02.2020 02:00,3.4,754.6,771.7,-0.9,24,Wind blowing from the west-northwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,11.2,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
17.02.2020 23:00,4.0,755.5,772.6,,26,Wind blowing from the west-northwest,3,,10,, ,,,-2.8,11.2,,,,,,27.0,-13.8,No precipitation,6,,,,
17.02.2020 20:00,7.7,754.9,772.3,0.2,19,Wind blowing from the south,6,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,11.2,,,,,,30.0,-14.5,No precipitation,12,,,,
17.02.2020 17:00,10.2,754.7,772.0,,12,Wind blowing from the south-southeast,5,,,70 – 80%., ,,,-2.8,11.2,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,6,,,,
17.02.2020 14:00,10.8,755.2,772.4,-2.2,12,Wind blowing from the south-southeast,4,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,10.8,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
17.02.2020 11:00,7.5,757.4,774.7,,16,Wind blowing from the east,3,,6,70 – 80%., ,,,-2.8,8.0,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,6,,,,
17.02.2020 08:00,-1.6,757.4,775.0,0.4,32,Wind blowing from the west-northwest,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,7.7,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
17.02.2020 05:00,-2.2,757.0,774.4,,36,Wind blowing from the west-northwest,3,,6,, ,,,-3.3,7.7,,,,,,30.0,-15.3,No precipitation,6,,,,
17.02.2020 02:00,0.6,757.2,774.5,0.8,29,Wind blowing from the north-west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,7.7,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
16.02.2020 23:00,1.1,756.4,773.8,,28,Wind blowing from the north-west,2,,12,, ,,,-3.3,7.7,,,,,,30.0,-15.4,No precipitation,6,,,,
16.02.2020 20:00,3.7,755.2,772.6,1.5,22,Wind blowing from the west-southwest,1,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,7.7,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
16.02.2020 17:00,6.6,753.7,771.1,,14,Wind blowing from the east-northeast,4,,12,20–30%., ,,,-3.3,7.7,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,6,,,,
16.02.2020 14:00,7.2,753.8,771.1,-2.0,13,Wind blowing from the north-northwest,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,7.5,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
16.02.2020 11:00,3.9,755.8,773.2,,14,Calm  no wind,0,,,50%., ,,,-3.3,6.0,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,6,,,,
16.02.2020 08:00,0.5,755.7,773.2,0.3,16,Wind blowing from the south-east,1,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,6.0,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,12,,,,
16.02.2020 05:00,-1.1,755.4,772.9,,18,Wind blowing from the north-northwest,3,,17,, ,,,-2.2,6.0,,,,,,30.0,-22.4,No precipitation,6,,,,
16.02.2020 02:00,-0.8,755.9,773.3,-0.4,22,Wind blowing from the north-west,5,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,6.0,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
15.02.2020 23:00,1.0,756.3,773.8,,17,Wind blowing from the north-northwest,6,,17,, ,,,-2.2,6.0,,,,,,30.0,-21.3,No precipitation,6,,,,
15.02.2020 20:00,3.1,755.8,773.4,1.2,14,Wind blowing from the west-northwest,9,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,6.0,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
15.02.2020 17:00,5.0,754.6,772.0,,11,Wind blowing from the north-northwest,6,,11,no clouds, ,,,-2.2,6.0,,,,,,30.0,-23.1,No precipitation,6,,,,
15.02.2020 14:00,5.1,755.2,772.6,-2.3,13,Wind blowing from the west,4,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,5.1,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
15.02.2020 11:00,2.7,757.5,775.0,,24,Wind blowing from the north,2,,9,20–30%., ,,,-2.2,5.1,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,6,,,,
15.02.2020 08:00,-1.8,758.0,775.6,0.9,86,Wind blowing from the east-northeast,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,7.5,,,2500 or more  or no clouds.,,,15.0,-3.8,No precipitation,12,,,,
15.02.2020 05:00,-1.3,757.1,774.7,,88,Wind blowing from the north-northwest,1,,10,, ,,,-1.3,7.5,,,,,,15.0,-3.0,No precipitation,6,,,,
15.02.2020 02:00,0.7,757.0,774.4,0.4,83,Wind blowing from the north,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,7.5,,,2500 or more  or no clouds.,,,16.0,-1.9,No precipitation,12,,,,
14.02.2020 23:00,1.9,756.6,774.0,,85,Calm  no wind,0,,,, ,,,1.8,7.8,,,,,,8.0,-0.4,No precipitation,6,,,,
14.02.2020 20:00,2.2,755.2,772.4,2.9,89,Wind blowing from the north-east,5,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,10.4,,,2500 or more  or no clouds.,,,9.0,0.6,No precipitation,12,,,,
14.02.2020 17:00,2.2,752.3,769.6,,85,Wind blowing from the north-northeast,7,,16,100%., ,,,2.1,11.2,,,2500 or more  or no clouds.,,,16.0,-0.1,No precipitation,6,,,,
14.02.2020 14:00,3.8,749.7,766.8,1.0,84,Wind blowing from the north-northeast,8,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,13.1,,,2500 or more  or no clouds.,,,21.0,1.3,No precipitation,12,,,,
14.02.2020 11:00,5.1,748.7,765.7,,87,Wind blowing from the north-northeast,11,,16,100%., ,,,5.1,,,,2500 or more  or no clouds.,,,10.0,3.1,No precipitation,6,,,,
14.02.2020 08:00,6.9,745.3,762.1,1.1,91,Wind blowing from the north-northeast,4,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.1,,,2500 or more  or no clouds.,,,1.5,5.5,No precipitation,12,,,,
14.02.2020 05:00,6.5,744.2,760.9,,95,Wind blowing from the north-west,1,,8,,Mist. ,,,3.0,13.1,,,,,,1.2,5.8,No precipitation,6,,,,
14.02.2020 02:00,7.5,743.6,760.3,0.7,90,Wind blowing from the north-northeast,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.1,,,2500 or more  or no clouds.,,,1.2,6.0,No precipitation,12,,,,
13.02.2020 23:00,7.8,742.9,759.7,,89,Wind blowing from the north-northeast,4,,7,,Mist. ,,,3.0,13.1,,,,,,1.3,6.1,No precipitation,6,,,,
13.02.2020 20:00,10.4,742.1,758.9,1.9,85,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,13.1,,,2500 or more  or no clouds.,,,2.0,8.0,No precipitation,12,,,,
13.02.2020 17:00,11.2,740.2,757.0,,71,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,14.6,,,2500 or more  or no clouds.,,,2.1,6.1,No precipitation,6,,,,
13.02.2020 14:00,12.0,740.5,757.1,-2.0,50,Wind blowing from the east,3,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.2,,,2500 or more  or no clouds.,,,1.6,1.9,No precipitation,12,,,,
13.02.2020 11:00,9.0,742.5,759.2,,59,Wind blowing from the east,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,15.2,,,,,,1.4,1.4,No precipitation,6,,,,
13.02.2020 08:00,3.2,742.1,758.9,0.6,68,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.2,,,2500 or more  or no clouds.,,,3.4,-2.3,No precipitation,12,,,,
13.02.2020 05:00,3.9,741.5,758.2,,69,Wind blowing from the west-northwest,3,,6,,Mist. ,,,2.4,15.2,,,,,,2.6,-1.3,No precipitation,6,,,,
13.02.2020 02:00,5.8,742.2,758.8,-0.3,62,Wind blowing from the west-northwest,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.2,,,2500 or more  or no clouds.,,,3.2,-0.9,No precipitation,12,,,,
12.02.2020 23:00,8.5,742.5,759.1,,58,Wind blowing from the west-northwest,2,,6,,Haze. ,,,2.4,15.2,,,,,,4.4,0.7,No precipitation,6,,,,
12.02.2020 20:00,12.1,742.8,759.6,0.6,54,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.2,,,2500 or more  or no clouds.,,,7.0,3.1,No precipitation,12,,,,
12.02.2020 17:00,14.7,742.2,758.9,,36,Wind blowing from the east-southeast,2,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.2,,,2500 or more  or no clouds.,,,6.0,-0.2,No precipitation,6,,,,
12.02.2020 14:00,13.8,743.1,759.8,-2.2,36,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.1,,,2500 or more  or no clouds.,,,3.5,-1.0,No precipitation,12,,,,
12.02.2020 11:00,10.7,745.3,762.1,,43,Wind blowing from the east,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,13.5,,,2500 or more  or no clouds.,,,3.6,-1.4,No precipitation,6,,,,
12.02.2020 08:00,3.0,745.5,762.4,0.5,61,Wind blowing from the west-northwest,3,,6,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,13.5,,,2500 or more  or no clouds.,,,4.1,-3.8,No precipitation,12,,,,
12.02.2020 05:00,2.9,745.0,761.8,,59,Wind blowing from the west-northwest,4,,6,,Haze. ,,,2.8,13.5,,,,,,5.0,-4.5,No precipitation,6,,,,
12.02.2020 02:00,4.3,745.8,762.6,-0.2,56,Wind blowing from the west-northwest,4,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,13.5,,,2500 or more  or no clouds.,,,5.0,-3.9,No precipitation,12,,,,
11.02.2020 23:00,7.3,746.0,762.8,,47,Wind blowing from the north-west,2,,5,,Haze. ,,,2.8,13.5,,,,,,6.0,-3.3,No precipitation,6,,,,
11.02.2020 20:00,8.6,745.9,762.8,0.5,47,Wind blowing from the west-northwest,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,13.5,,,2500 or more  or no clouds.,,,5.0,-2.1,No precipitation,12,,,,
11.02.2020 17:00,12.7,745.4,762.2,,37,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,15.4,,,2500 or more  or no clouds.,,,5.0,-1.6,No precipitation,6,,,,
11.02.2020 14:00,12.5,745.8,762.5,-2.2,32,Wind blowing from the east,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,17.6,,,2500 or more  or no clouds.,,,7.0,-3.7,No precipitation,12,,,,
11.02.2020 11:00,10.2,748.0,764.8,,33,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,17.6,,,2500 or more  or no clouds.,,,7.0,-5.3,No precipitation,6,,,,
11.02.2020 08:00,4.9,747.4,764.2,0.8,37,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,17.6,,,2500 or more  or no clouds.,,,14.0,-8.6,No precipitation,12,,,,
11.02.2020 05:00,5.4,746.6,763.3,,35,Wind blowing from the north-northwest,2,,6,, ,,,4.6,17.6,,,,,,14.0,-8.8,No precipitation,6,,,,
11.02.2020 02:00,6.6,746.6,763.3,-0.3,32,Wind blowing from the west-northwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,17.6,,,2500 or more  or no clouds.,,,14.0,-8.9,No precipitation,12,,,,
10.02.2020 23:00,8.3,746.9,763.6,,31,Wind blowing from the west-northwest,3,,10,, ,,,5.6,17.6,,,,,,13.0,-7.8,No precipitation,6,,,,
10.02.2020 20:00,11.9,746.8,763.6,0.7,24,Wind blowing from the south-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,17.6,,,,,,12.0,-8.0,No precipitation,12,,,,
10.02.2020 17:00,15.4,746.1,762.7,,19,Wind blowing from the south-southeast,4,,10,no clouds, ,,,5.6,17.6,,,,,,15.0,-8.1,No precipitation,6,,,,
10.02.2020 14:00,17.1,746.3,762.8,-2.0,13,Wind blowing from the south-east,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,17.6,,,,,,19.0,-11.5,No precipitation,12,,,,
10.02.2020 11:00,15.6,748.3,765.0,,17,Wind blowing from the east,2,,8,no clouds, ,,,5.6,17.6,,,,,,25.0,-9.4,No precipitation,6,,,,
10.02.2020 08:00,6.8,748.1,765.0,0.7,23,Wind blowing from the west-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,,,,30.0,-12.9,No precipitation,12,,,,
10.02.2020 05:00,7.7,747.4,764.1,,22,Wind blowing from the west-northwest,4,,8,, ,,,,17.6,,,,,,30.0,-12.7,No precipitation,6,,,,
10.02.2020 02:00,9.9,748.4,765.0,-0.5,20,Wind blowing from the west-northwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.6,,,2500 or more  or no clouds.,,,28.0,-12.0,No precipitation,12,,,,
09.02.2020 23:00,8.6,748.9,765.7,,26,Wind blowing from the west-northwest,5,,10,, ,,,,17.6,,,,,,18.0,-9.8,No precipitation,6,,,,
09.02.2020 20:00,9.6,749.1,766.0,0.5,26,Wind blowing from the west-northwest,2,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.6,,,2500 or more  or no clouds.,,,15.0,-9.0,No precipitation,12,,,,
09.02.2020 17:00,16.2,748.6,765.6,,13,Wind blowing from the east,3,,10,90  or more  but not 100%, ,,,,17.6,,,2500 or more  or no clouds.,,,23.0,-12.2,No precipitation,6,,,,
09.02.2020 14:00,16.3,749.5,766.5,-2.6,18,Wind blowing from the east-southeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,17.6,,,2500 or more  or no clouds.,,,10.0,-8.1,No precipitation,12,,,,
09.02.2020 11:00,14.5,752.1,769.1,,29,Wind blowing from the south-west,2,,9,90  or more  but not 100%, ,,,-4.8,15.9,,,2500 or more  or no clouds.,,,23.0,-3.3,No precipitation,6,,,,
09.02.2020 08:00,5.9,753.0,770.2,-0.8,33,Wind blowing from the west,6,,7,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,9.4,,,2500 or more  or no clouds.,,,7.0,-9.1,No precipitation,12,,,,
09.02.2020 05:00,-1.2,753.8,771.1,,76,Wind blowing from the west-northwest,3,,5,,Mist. ,,,-3.8,9.4,,,,,,1.8,-4.9,No precipitation,6,,,,
09.02.2020 02:00,-0.2,755.4,772.6,-0.9,82,Wind blowing from the north-west,1,,6,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.4,,,2500 or more  or no clouds.,,,1.7,-2.9,No precipitation,12,,,,
08.02.2020 23:00,1.3,756.3,773.6,,89,Wind blowing from the west-southwest,1,,6,,Mist. ,,,-3.0,9.4,,,,,,1.1,-0.3,No precipitation,6,,,,
08.02.2020 20:00,2.8,756.4,773.9,0.1,82,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.4,,,2500 or more  or no clouds.,,,1.3,0.0,No precipitation,12,,,,
08.02.2020 17:00,7.1,756.3,773.7,,52,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.4,,,2500 or more  or no clouds.,,,2.8,-2.1,No precipitation,6,,,,
08.02.2020 14:00,8.9,755.9,773.2,-1.7,40,Wind blowing from the east,3,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.3,,,2500 or more  or no clouds.,,,3.4,-4.0,No precipitation,12,,,,
08.02.2020 11:00,6.7,757.6,775.1,,55,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,6.9,,,2500 or more  or no clouds.,,,2.1,-1.9,No precipitation,6,,,,
08.02.2020 08:00,-2.1,756.8,774.5,0.1,90,Wind blowing from the west-northwest,4,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,,,,2500 or more  or no clouds.,,,1.4,-3.5,No precipitation,12,,,,
08.02.2020 05:00,-2.5,756.7,774.2,,94,Wind blowing from the west-northwest,3,,4,,Mist. ,,,-3.0,4.4,,,,,,1.0,-3.3,No precipitation,6,,,,
08.02.2020 02:00,-2.2,757.0,774.5,0.6,93,Wind blowing from the west-northwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,4.4,,,2500 or more  or no clouds.,,,1.1,-3.2,No precipitation,12,,,,
07.02.2020 23:00,-1.3,756.4,774.1,,90,Wind blowing from the north-west,2,,5,,Mist. ,,,-2.8,4.4,,,,,,1.2,-2.7,No precipitation,6,,,,
07.02.2020 20:00,0.0,755.6,773.2,1.3,86,Wind blowing from the west-northwest,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.4,,,2500 or more  or no clouds.,,,1.5,-2.1,No precipitation,12,,,,
07.02.2020 17:00,3.4,754.3,771.7,,67,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.4,,,2500 or more  or no clouds.,,,1.9,-2.3,No precipitation,6,,,,
07.02.2020 14:00,3.6,754.4,771.9,-1.7,62,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,4.0,,,2500 or more  or no clouds.,,,2.2,-3.0,No precipitation,12,,,,
07.02.2020 11:00,0.0,756.1,773.8,,78,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,0.0,,,2500 or more  or no clouds.,,,2.0,-3.4,No precipitation,6,,,,
07.02.2020 08:00,-1.5,755.8,773.5,0.3,85,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,-0.5,,,2500 or more  or no clouds.,,,2.1,-3.7,No precipitation,12,,,,
07.02.2020 05:00,-1.7,755.5,773.1,,85,Wind blowing from the south-southeast,1,,4,,Mist. ,,,-3.1,-0.5,,,,,,3.8,-4.0,No precipitation,6,,,,
07.02.2020 02:00,-2.2,756.1,773.8,-0.7,81,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,-0.5,,,2500 or more  or no clouds.,,,5.0,-5.0,No precipitation,12,,,,
06.02.2020 23:00,-2.8,756.8,774.6,,83,Wind blowing from the west-northwest,2,,5,,Mist. ,,,-3.1,-0.5,,,,,,4.6,-5.4,No precipitation,6,,,,
06.02.2020 20:00,-2.2,756.6,774.4,0.5,77,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,-0.5,,,2500 or more  or no clouds.,,,6.0,-5.7,No precipitation,12,,,,
06.02.2020 17:00,-1.1,756.1,773.8,,71,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,-0.5,,,2500 or more  or no clouds.,,,7.0,-5.7,No precipitation,6,,,,
06.02.2020 14:00,-1.2,756.6,774.3,-2.4,72,Wind blowing from the east-southeast,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,-0.2,,,2500 or more  or no clouds.,,,6.0,-5.6,No precipitation,12,,,,
06.02.2020 11:00,-1.7,759.0,776.8,,79,Wind blowing from the south-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,-0.1,,,2500 or more  or no clouds.,,,6.0,-4.9,No precipitation,6,,,,
06.02.2020 08:00,-3.1,759.3,777.1,0.8,83,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,-0.1,,,2500 or more  or no clouds.,,,10.0,-5.6,No precipitation,12,,,,
06.02.2020 05:00,-2.7,758.5,776.3,,74,Wind blowing from the north-east,1,,4,, ,,,,-0.1,,,,,,13.0,-6.7,No precipitation,6,,,,
06.02.2020 02:00,-2.3,759.3,777.1,0.0,66,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-0.1,,,2500 or more  or no clouds.,,,18.0,-7.8,No precipitation,12,,,,
05.02.2020 23:00,-1.9,759.3,777.1,,61,Wind blowing from the north,1,,5,, ,,,,-0.1,,,,,,23.0,-8.6,No precipitation,6,,,,
