Local time in Nanchong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 11:00,8.5,739.0,770.8,,81,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%, ,,,7.6,,,,,,,15.0,5.4,No precipitation,6,,,,
20.02.2020 08:00,7.7,737.4,769.0,2.0,86,Wind blowing from the north,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.2,,,1500-2000,,,18.0,5.5,No precipitation,12,,,,
20.02.2020 05:00,7.8,735.4,766.9,,77,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,15.0,4.0,,,,,,
20.02.2020 02:00,7.9,735.7,767.2,,75,Wind blowing from the north-northeast,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.2,,,2500 or more  or no clouds.,,,16.0,3.7,No precipitation,12,,,,
19.02.2020 23:00,9.1,736.9,768.6,,71,Wind blowing from the west-northwest,1,,5,, ,,,4.5,12.2,,,,,,14.0,4.1,No precipitation,6,,,,
19.02.2020 20:00,10.2,735.7,767.4,0.2,63,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.2,,,2500 or more  or no clouds.,,,16.0,3.3,No precipitation,12,,,,
19.02.2020 17:00,11.4,735.5,767.1,,56,Wind blowing from the east,1,,,100%., ,,,,,,,2000-2500,,,26.0,2.9,,,,,,
19.02.2020 14:00,11.5,737.2,768.8,-2.4,60,Wind blowing from the south-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,11.8,,,2500 or more  or no clouds.,,,25.0,4.0,0.1,12,,,,
19.02.2020 11:00,8.7,739.6,771.4,,79,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%, ,,,4.5,10.4,,,,,,30.0,5.3,No precipitation,6,,,,
19.02.2020 08:00,4.5,739.0,770.9,0.9,99,Wind blowing from the north,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.4,,,2500 or more  or no clouds.,,,12.0,4.4,0.2,12,,,,
19.02.2020 05:00,6.5,738.1,769.9,,88,Wind blowing from the south,2,,3,,Rain (not freezing) not falling as shower(s). ,,,6.3,10.4,,,,,,18.0,4.7,0.2,6,,,,
19.02.2020 02:00,6.9,739.1,770.9,,94,Wind blowing from the south,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.4,,,2500 or more  or no clouds.,,,10.0,6.0,0.1,12,,,,
18.02.2020 23:00,8.0,738.6,770.4,,70,Wind blowing from the south,1,,4,, ,,,6.3,10.4,,,,,,15.0,2.9,No precipitation,6,,,,
18.02.2020 20:00,9.1,737.8,769.6,0.9,61,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.3,,,2000-2500,,,13.0,1.8,No precipitation,12,,,,
18.02.2020 17:00,10.1,736.9,768.6,,56,Wind blowing from the north,2,,,100%., ,,,,,,,1500-2000,,,17.0,1.7,,,,,,
18.02.2020 14:00,10.1,738.1,769.8,-2.5,52,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,14.4,,,2000-2500,,,19.0,0.7,No precipitation,12,,,,
18.02.2020 11:00,7.6,740.6,772.4,,65,Wind blowing from the north-northeast,1,,3,100%., ,,,6.3,14.4,,,1500-2000,,,21.0,1.4,No precipitation,6,,,,
18.02.2020 08:00,6.5,740.4,772.2,0.5,61,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,14.4,,,1500-2000,,,21.0,-0.5,No precipitation,12,,,,
18.02.2020 05:00,6.3,739.9,771.6,,59,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,28.0,-1.1,,,,,,
18.02.2020 02:00,8.0,741.4,773.0,,44,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,14.4,,,2500 or more  or no clouds.,,,30.0,-3.5,No precipitation,12,,,,
17.02.2020 23:00,9.6,742.6,774.3,,41,Wind blowing from the south,1,,6,, ,,,2.2,14.4,,,,,,27.0,-3.0,No precipitation,6,,,,
17.02.2020 20:00,11.3,741.8,773.9,,35,Wind blowing from the south,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,14.4,,,2000-2500,,,28.0,-3.6,No precipitation,12,,,,
17.02.2020 17:00,13.6,741.2,773.0,,26,Wind blowing from the south,3,,,70 – 80%., ,,,,,,,1500-2000,,,30.0,-5.5,,,,,,
17.02.2020 14:00,13.9,742.5,774.3,,22,Wind blowing from the west-southwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,14.4,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,12,,,,
17.02.2020 11:00,10.6,744.5,776.5,,41,Wind blowing from the west-southwest,2,,3,60%., ,,,2.2,13.1,,,600-1000,,,27.0,-2.1,No precipitation,6,,,,
17.02.2020 08:00,2.3,744.0,776.4,1.1,72,Wind blowing from the south,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,13.1,,,,,,25.0,-2.2,No precipitation,12,,,,
17.02.2020 05:00,3.9,742.9,774.9,,58,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-3.8,,,,,,
17.02.2020 02:00,4.8,743.6,775.6,1.1,57,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,13.1,,,2500 or more  or no clouds.,,,26.0,-3.2,No precipitation,12,,,,
16.02.2020 23:00,6.2,742.5,774.6,,46,Wind blowing from the south,1,,6,, ,,,2.8,13.1,,,,,,30.0,-4.8,No precipitation,6,,,,
16.02.2020 20:00,7.8,741.0,773.2,1.5,39,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,13.1,,,,,,30.0,-5.3,No precipitation,12,,,,
16.02.2020 17:00,12.5,739.5,771.4,,23,Wind blowing from the south,3,,,no clouds, ,,,,,,,,,,30.0,-8.1,,,,,,
16.02.2020 14:00,11.4,740.6,772.5,-3.2,27,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,11.9,,,,,,30.0,-6.9,No precipitation,12,,,,
16.02.2020 11:00,8.1,743.8,775.9,,51,Wind blowing from the south-southwest,2,,4,no clouds, ,,,2.8,8.9,,,,,,28.0,-1.4,No precipitation,6,,,,
16.02.2020 08:00,2.8,743.3,775.7,0.1,91,Wind blowing from the south,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,8.9,,,600-1000,,,26.0,1.5,No precipitation,12,,,,
16.02.2020 05:00,3.2,743.2,775.5,,90,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,28.0,1.7,,,,,,
16.02.2020 02:00,4.5,744.1,776.4,0.2,78,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,11.2,,,2500 or more  or no clouds.,,,26.0,1.0,No precipitation,12,,,,
15.02.2020 23:00,4.9,743.9,776.2,,71,Wind blowing from the south,2,,14,, ,,,4.9,12.0,,,,,,26.0,0.1,No precipitation,6,,,,
15.02.2020 20:00,6.3,742.4,774.5,2.5,55,Wind blowing from the south,2,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,12.6,,,2500 or more  or no clouds.,,,30.0,-2.1,No precipitation,12,,,,
15.02.2020 17:00,8.9,739.9,771.7,,19,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-13.5,,,,,,
15.02.2020 14:00,7.9,740.5,772.3,-0.9,19,Wind blowing from the north-west,3,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.6,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
15.02.2020 11:00,6.3,741.4,773.2,,41,Wind blowing from the north-northeast,7,,19,100%., ,,,6.2,17.6,,,1500-2000,,,30.0,-6.0,No precipitation,6,,,,
15.02.2020 08:00,7.4,738.4,769.9,,45,Wind blowing from the north-northeast,6,,19,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,17.6,,,2500 or more  or no clouds.,,,30.0,-4.0,Trace of precipitation,12,,,,
15.02.2020 05:00,7.9,735.6,766.8,,50,Wind blowing from the north-northeast,7,,19,,Rain (not freezing) not falling as shower(s). ,,,7.9,17.6,,,,,,30.0,-2.1,No precipitation,6,,,,
15.02.2020 02:00,11.2,733.9,764.9,0.9,33,Wind blowing from the north,9,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,17.6,,,2500 or more  or no clouds.,,,30.0,-4.5,No precipitation,12,,,,
14.02.2020 23:00,12.0,733.0,764.1,,36,Wind blowing from the north,7,,13,, ,,,10.1,17.6,,,,,,30.0,-2.6,No precipitation,6,,,,
14.02.2020 20:00,12.6,730.9,761.9,,53,Wind blowing from the north-northeast,9,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,17.6,,,2000-2500,,,28.0,3.3,No precipitation,12,,,,
14.02.2020 17:00,16.4,727.6,758.2,,49,Wind blowing from the north-northeast,7,,12,100%., ,,,10.1,17.8,,,1500-2000,,,16.0,5.7,No precipitation,6,,,,
14.02.2020 14:00,16.3,726.8,757.4,-1.3,51,Wind blowing from the north,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,18.2,,,2500 or more  or no clouds.,,,21.0,6.2,No precipitation,12,,,,
14.02.2020 11:00,13.2,728.1,758.9,,70,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%, ,,,10.1,,,,,,,15.0,7.9,No precipitation,6,,,,
14.02.2020 08:00,11.1,726.4,757.2,1.0,84,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,18.2,,,1500-2000,,,13.0,8.5,No precipitation,12,,,,
14.02.2020 05:00,10.8,725.4,755.9,,87,Wind blowing from the north,2,,,, ,,,,,,,,,,12.0,8.7,,,,,,
14.02.2020 02:00,12.0,727.1,757.7,-0.3,72,Wind blowing from the north-northeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,18.2,,,2500 or more  or no clouds.,,,13.0,7.1,No precipitation,12,,,,
13.02.2020 23:00,12.0,727.4,758.3,,73,Wind blowing from the north,3,,6,, ,,,9.2,18.2,,,,,,13.0,7.3,No precipitation,6,,,,
13.02.2020 20:00,14.1,726.4,757.3,,61,Wind blowing from the north-northeast,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,18.2,,,,,,16.0,6.7,No precipitation,12,,,,
13.02.2020 17:00,17.8,725.7,756.3,,47,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,23.0,6.3,,,,,,
13.02.2020 14:00,16.5,727.0,757.7,-2.7,55,Wind blowing from the north,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,18.2,,,2500 or more  or no clouds.,,,17.0,7.4,No precipitation,12,,,,
13.02.2020 11:00,11.5,729.7,760.6,,83,Wind blowing from the north,3,,5,100%., ,,,9.2,,,,2000-2500,,,12.0,8.7,No precipitation,6,,,,
13.02.2020 08:00,9.3,729.1,760.1,0.1,93,Wind blowing from the north,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.2,,,2500 or more  or no clouds.,,,12.0,8.2,No precipitation,12,,,,
13.02.2020 05:00,9.4,729.0,759.7,,93,Wind blowing from the south-east,1,,,, ,,,,,,,,,,13.0,8.3,,,,,,
13.02.2020 02:00,10.6,730.4,761.2,-0.6,77,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.2,,,2500 or more  or no clouds.,,,15.0,6.6,No precipitation,12,,,,
12.02.2020 23:00,11.9,731.0,762.1,,65,Wind blowing from the north,2,,6,, ,,,6.1,18.2,,,,,,18.0,5.5,No precipitation,6,,,,
12.02.2020 20:00,12.7,730.1,761.4,1.0,63,Wind blowing from the north-northeast,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.2,,,600-1000,,,18.0,5.8,No precipitation,12,,,,
12.02.2020 17:00,17.5,729.1,760.1,,45,Wind blowing from the north-east,4,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,29.0,5.4,,,,,,
12.02.2020 14:00,17.0,731.1,762.1,,46,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.6,,,2500 or more  or no clouds.,,,23.0,5.3,No precipitation,12,,,,
12.02.2020 11:00,11.6,733.3,764.5,,87,Wind blowing from the north,2,,4,20–30%., ,,,6.1,17.3,,,600-1000,,,14.0,9.5,No precipitation,6,,,,
12.02.2020 08:00,6.2,732.9,764.3,0.1,100,Wind blowing from the west-southwest,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.3,,,2500 or more  or no clouds.,,,4.6,6.2,No precipitation,12,,,,
12.02.2020 05:00,6.7,732.8,763.9,,100,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,8.0,6.7,,,,,,
12.02.2020 02:00,8.2,734.0,765.2,,95,Wind blowing from the south-east,1,,4,, ,,,6.5,17.3,,,,,,14.0,7.4,No precipitation,6,,,,
11.02.2020 23:00,10.7,734.0,765.2,,73,Wind blowing from the north-northeast,1,,4,, ,,,6.5,17.3,,,,,,18.0,6.1,No precipitation,6,,,,
11.02.2020 20:00,12.5,733.0,764.4,1.2,64,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,17.3,,,,,,19.0,5.9,No precipitation,12,,,,
11.02.2020 17:00,16.9,731.8,762.8,,43,Wind blowing from the north-west,2,,,40%., ,,,,,,,600-1000,,,30.0,4.3,,,,,,
11.02.2020 14:00,15.2,732.7,763.9,-1.8,57,Wind blowing from the west-southwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,15.9,,,600-1000,,,19.0,6.7,No precipitation,12,,,,
11.02.2020 11:00,12.7,734.5,765.7,,83,Wind blowing from the west,1,,3,40%., ,,,6.5,12.7,,,600-1000,,,12.0,9.9,No precipitation,6,,,,
11.02.2020 08:00,6.7,733.7,765.2,0.4,100,Wind blowing from the north-northeast,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,12.0,,,1500-2000,,,4.8,6.7,No precipitation,12,,,,
11.02.2020 05:00,7.9,733.3,764.6,,99,Wind blowing from the west,1,,3,,Mist. ,,,7.9,12.0,,,,,,6.0,7.8,No precipitation,6,,,,
11.02.2020 02:00,8.4,733.7,765.1,-0.6,100,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,12.0,,,2500 or more  or no clouds.,,,4.0,8.4,No precipitation,12,,,,
10.02.2020 23:00,10.4,734.3,765.7,,87,Wind blowing from the north,1,,3,, ,,,9.1,12.0,,,,,,11.0,8.3,No precipitation,6,,,,
10.02.2020 20:00,10.7,733.4,764.8,0.7,90,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.5,,,2000-2500,,,10.0,9.1,Trace of precipitation,12,,,,
10.02.2020 17:00,11.7,732.7,764.0,,81,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.1,15.2,,,300-600,,,13.0,8.6,No precipitation,6,,,,
10.02.2020 14:00,11.7,733.7,764.9,-2.6,82,Wind blowing from the south-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,300-600,,,13.0,8.7,Trace of precipitation,12,,,,
10.02.2020 11:00,10.0,736.3,767.7,,96,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,300-600,,,8.0,9.4,No precipitation,6,,,,
10.02.2020 08:00,9.1,735.7,767.1,0.3,96,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.4,,,2500 or more  or no clouds.,,,11.0,8.5,Trace of precipitation,12,,,,
10.02.2020 05:00,9.6,735.4,766.6,,92,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,13.0,8.4,,,,,,
10.02.2020 02:00,10.7,737.5,768.7,,81,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.4,,,2500 or more  or no clouds.,,,15.0,7.6,No precipitation,12,,,,
09.02.2020 23:00,11.5,738.1,769.4,,70,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,17.0,6.2,,,,,,
09.02.2020 20:00,12.5,738.2,769.8,0.5,65,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.4,,,2500 or more  or no clouds.,,,17.0,6.1,No precipitation,12,,,,
09.02.2020 17:00,15.1,737.7,769.1,,47,Wind blowing from the south-southwest,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,3.9,,,,,,
09.02.2020 14:00,15.4,739.9,771.3,,47,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,15.5,,,2500 or more  or no clouds.,,,30.0,4.2,No precipitation,12,,,,
09.02.2020 11:00,12.0,743.1,774.8,,80,Wind blowing from the west-southwest,2,,3,no clouds, ,,,6.9,12.8,,,,,,16.0,8.7,No precipitation,6,,,,
09.02.2020 08:00,6.9,742.5,774.4,0.2,100,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.8,,,1500-2000,,,4.3,6.9,No precipitation,12,,,,
09.02.2020 05:00,7.2,742.3,774.1,,100,Wind blowing from the south,1,,,, ,,,,,,,,,,8.0,7.2,,,,,,
09.02.2020 02:00,7.9,743.1,774.9,,99,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,12.8,,,2500 or more  or no clouds.,,,12.0,7.8,No precipitation,12,,,,
08.02.2020 23:00,8.4,742.9,774.8,,96,Calm  no wind,0,,,, ,,,6.6,12.8,,,,,,14.0,7.8,No precipitation,6,,,,
08.02.2020 20:00,10.0,741.6,773.5,,86,Wind blowing from the south-southwest,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,12.8,,,2500 or more  or no clouds.,,,16.0,7.8,No precipitation,12,,,,
08.02.2020 17:00,12.3,739.9,771.7,,71,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,,,,,,,,24.0,7.2,,,,,,
08.02.2020 14:00,12.1,740.6,772.3,,78,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,12.1,,,2500 or more  or no clouds.,,,20.0,8.4,No precipitation,12,,,,
08.02.2020 11:00,8.7,742.3,774.1,,94,Wind blowing from the north,2,,4,100%., ,,,6.2,11.8,,,1500-2000,,,16.0,7.8,No precipitation,6,,,,
08.02.2020 08:00,7.2,740.6,772.6,1.0,98,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.8,,,1500-2000,,,17.0,6.9,No precipitation,12,,,,
08.02.2020 05:00,6.7,739.6,771.4,,99,Wind blowing from the south-east,1,,,, ,,,,,,,,,,14.0,6.6,,,,,,
08.02.2020 02:00,7.9,740.2,772.0,0.1,93,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,11.8,,,2500 or more  or no clouds.,,,21.0,6.8,No precipitation,12,,,,
07.02.2020 23:00,8.8,740.1,772.0,,89,Wind blowing from the north-northeast,1,,3,, ,,,2.9,11.8,,,,,,26.0,7.1,No precipitation,6,,,,
07.02.2020 20:00,8.4,738.8,770.9,,89,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,11.8,,,1500-2000,,,24.0,6.7,No precipitation,12,,,,
07.02.2020 17:00,11.2,737.5,769.3,,75,Wind blowing from the west-northwest,2,,,100%., ,,,,,,,1500-2000,,,30.0,6.9,,,,,,
07.02.2020 14:00,9.7,737.8,769.6,-1.7,88,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,12.3,,,1500-2000,,,26.0,7.8,No precipitation,12,,,,
07.02.2020 11:00,6.2,739.5,771.5,,100,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,12.3,,,,,,10.0,6.2,No precipitation,6,,,,
07.02.2020 08:00,3.0,738.2,770.3,1.0,100,Wind blowing from the north,2,,5,70 – 80%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,12.3,,,2500 or more  or no clouds.,,,0.2,3.0,No precipitation,12,,,,
07.02.2020 05:00,4.5,737.2,769.0,,100,Wind blowing from the north,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,4.5,12.3,,,,,,0.3,4.5,No precipitation,6,,,,
07.02.2020 02:00,5.4,737.5,769.1,-0.3,100,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,12.3,,,2500 or more  or no clouds.,,,12.0,5.4,No precipitation,12,,,,
06.02.2020 23:00,6.7,737.8,769.5,,97,Wind blowing from the south-southeast,2,,6,, ,,,6.6,12.3,,,,,,19.0,6.3,No precipitation,6,,,,
06.02.2020 20:00,7.8,736.4,768.1,,90,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,12.3,,,1500-2000,,,30.0,6.3,No precipitation,12,,,,
06.02.2020 17:00,10.8,734.8,766.3,,69,Wind blowing from the north-east,3,,6,100%., ,,,7.2,12.3,,,1500-2000,,,30.0,5.3,No precipitation,6,,,,
06.02.2020 14:00,12.3,734.4,765.8,-1.8,66,Wind blowing from the north-northeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,12.3,,,600-1000,,,30.0,6.1,0.1,12,,,,
06.02.2020 11:00,9.8,736.2,767.8,,94,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%, ,,,7.2,10.1,,,,,,19.0,8.9,No precipitation,6,,,,
06.02.2020 08:00,7.4,734.8,766.4,0.9,100,Wind blowing from the north-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.1,,,300-600,,,3.9,7.4,1.0,12,,,,
06.02.2020 05:00,7.3,733.9,765.4,,100,Wind blowing from the north,1,,7,,Mist. ,,,7.2,10.1,,,,,,1.0,7.3,0.8,6,,,,
