Local time in Hohhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 17:00,2.5,666.7,770.5,,29,Wind blowing from the south-southwest,3,,5,, ,,,-11.0,2.9,,,,,,28.0,-13.7,No precipitation,6,,,,
18.02.2020 14:00,1.6,667.5,771.5,-2.3,31,Wind blowing from the south-southeast,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.6,,,2500 or more  or no clouds.,,,24.0,-13.7,No precipitation,12,,,,
18.02.2020 11:00,-1.9,669.8,774.8,,45,Wind blowing from the east-southeast,2,,5,10%  or less  but not 0, ,,,-11.0,-0.1,,,2500 or more  or no clouds.,,,27.0,-12.5,No precipitation,6,,,,
18.02.2020 08:00,-10.1,670.6,777.1,0.1,66,Wind blowing from the north-west,4,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
18.02.2020 05:00,-9.6,670.5,775.6,,65,Wind blowing from the north-west,4,,5,, ,,,-15.6,-0.1,,,,,,30.0,-15.1,No precipitation,6,,,,
18.02.2020 02:00,-8.7,671.8,777.1,-0.6,63,Wind blowing from the north-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-0.1,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
17.02.2020 23:00,-8.3,672.4,778.6,,60,Wind blowing from the north-west,3,,8,, ,,,-15.6,-0.1,,,,,,30.0,-14.7,No precipitation,6,,,,
17.02.2020 20:00,-6.2,672.3,780.1,-0.2,51,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-0.1,,,,,,30.0,-14.7,No precipitation,12,,,,
17.02.2020 17:00,-0.3,672.5,778.7,,36,Wind blowing from the south,3,,8,no clouds, ,,,-15.6,-0.1,,,,,,30.0,-13.6,No precipitation,6,,,,
17.02.2020 14:00,-1.5,673.3,779.2,-1.2,43,Wind blowing from the south,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.5,,,,,,30.0,-12.7,No precipitation,12,,,,
17.02.2020 11:00,-5.8,674.5,781.6,,50,Wind blowing from the south,4,,11,no clouds, ,,,-15.6,-2.5,,,,,,30.0,-14.6,No precipitation,6,,,,
17.02.2020 08:00,-15.3,674.3,783.0,0.5,80,Wind blowing from the north-northwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-2.5,,,,,,14.0,-18.0,No precipitation,12,,,,
17.02.2020 05:00,-13.5,673.8,781.0,,72,Wind blowing from the west-northwest,2,,13,, ,,,-14.8,-2.5,,,,,,30.0,-17.5,No precipitation,6,,,,
17.02.2020 02:00,-10.3,674.2,780.5,0.0,62,Wind blowing from the north-northeast,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.5,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
16.02.2020 23:00,-10.3,674.2,781.1,,60,Wind blowing from the north-northeast,6,,14,, ,,,-14.8,-2.5,,,,,,30.0,-16.6,No precipitation,6,,,,
16.02.2020 20:00,-8.7,673.8,782.1,0.9,51,Wind blowing from the north,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.5,,,,,,30.0,-17.2,No precipitation,12,,,,
16.02.2020 17:00,-3.8,672.9,779.6,,39,Wind blowing from the north,6,,14,20–30%., ,,,-14.8,-2.5,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,6,,,,
16.02.2020 14:00,-2.9,671.8,778.0,-1.0,34,Wind blowing from the north-west,8,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.7,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
16.02.2020 11:00,-5.9,672.8,780.1,,34,Wind blowing from the north-northwest,7,,11,40%., ,,,-14.8,-5.9,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,6,,,,
16.02.2020 08:00,-14.1,672.6,781.5,0.2,66,Wind blowing from the south-southeast,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,,,,,,,30.0,-19.2,No precipitation,12,,,,
16.02.2020 05:00,-12.4,672.4,780.1,,55,Wind blowing from the south-southwest,2,,14,, ,,,-17.3,-7.0,,,,,,30.0,-19.6,No precipitation,6,,,,
16.02.2020 02:00,-11.7,672.9,780.4,-0.4,48,Wind blowing from the south-east,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-7.0,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
15.02.2020 23:00,-12.9,673.3,781.6,,55,Wind blowing from the north,6,,14,, ,,,-17.3,-7.0,,,,,,30.0,-20.1,No precipitation,6,,,,
15.02.2020 20:00,-12.2,673.4,783.0,0.4,51,Wind blowing from the north,6,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-7.0,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
15.02.2020 17:00,-8.1,673.0,781.5,,34,Wind blowing from the north-northwest,4,,14,no clouds, ,,,-17.3,-7.0,,,,,,30.0,-21.2,No precipitation,6,,,,
15.02.2020 14:00,-8.1,673.3,781.4,-1.1,35,Wind blowing from the north-west,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-8.1,,,,,,30.0,-20.9,No precipitation,12,,,,
15.02.2020 11:00,-10.2,674.4,783.4,,40,Wind blowing from the north,5,,16,no clouds, ,,,-17.3,-9.7,,,,,,30.0,-21.2,No precipitation,6,,,,
15.02.2020 08:00,-16.5,674.8,785.2,0.1,64,Wind blowing from the north-west,2,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,,,,,,,30.0,-21.7,No precipitation,12,,,,
15.02.2020 05:00,-16.1,674.7,784.3,,51,Wind blowing from the north,1,,17,, ,,,-16.1,-9.7,,,,,,30.0,-23.9,No precipitation,6,,,,
15.02.2020 02:00,-14.1,675.1,784.0,0.0,44,Wind blowing from the north-northwest,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-6.6,,,2500 or more  or no clouds.,,,30.0,-23.7,No precipitation,12,,,,
14.02.2020 23:00,-15.0,675.1,784.6,,50,Wind blowing from the north-northwest,8,,17,, ,,,-15.1,-3.4,,,,,,30.0,-23.1,No precipitation,6,,,,
14.02.2020 20:00,-14.5,674.0,783.7,1.7,50,Wind blowing from the north-northwest,6,,20,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
14.02.2020 17:00,-11.7,672.3,780.2,,44,Wind blowing from the north-northwest,9,,21,no clouds, ,,,-14.0,,,,,,,30.0,-21.5,No precipitation,6,,,,
14.02.2020 14:00,-9.8,670.4,776.8,0.4,40,Wind blowing from the north,8,,21,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
14.02.2020 11:00,-12.1,670.0,776.1,,42,Wind blowing from the north-northwest,12,,21,70 – 80%., ,,,-14.0,,,,2500 or more  or no clouds.,,,30.0,-22.4,No precipitation,6,,,,
14.02.2020 08:00,-14.0,667.7,773.7,2.7,52,Wind blowing from the north-northwest,12,,21,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,12,,,,
14.02.2020 05:00,-10.4,665.0,769.4,,51,Wind blowing from the north-northwest,13,,,, ,,,-10.4,9.3,,,,,,30.0,-18.6,No precipitation,6,,,,
14.02.2020 02:00,-6.5,663.7,765.1,1.2,56,Wind blowing from the north-northwest,11,,21,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,9.3,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
13.02.2020 23:00,-3.3,662.5,763.5,,60,Wind blowing from the north,9,,21,, ,,,-3.3,9.3,,,,,,30.0,-10.0,No precipitation,6,,,,
13.02.2020 20:00,-2.5,660.6,761.8,1.6,58,Wind blowing from the north,10,,21,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,9.3,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
13.02.2020 17:00,-0.5,659.0,760.6,,54,Wind blowing from the north,15,,21,100%., ,,,-2.3,9.3,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,6,,,,
13.02.2020 14:00,9.3,657.8,757.5,-2.0,17,Wind blowing from the east,3,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,9.3,,,2500 or more  or no clouds.,,,25.0,-14.5,No precipitation,12,,,,
13.02.2020 11:00,7.4,659.8,759.8,,20,Wind blowing from the north-east,3,,14,40%., ,,,-2.3,8.3,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,6,,,,
13.02.2020 08:00,3.7,659.3,759.8,0.2,25,Wind blowing from the north,8,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,8.3,,,2500 or more  or no clouds.,,,26.0,-14.5,No precipitation,12,,,,
13.02.2020 05:00,-1.5,659.1,759.1,,55,Wind blowing from the north-west,4,,5,, ,,,-5.1,8.3,,,,,,16.0,-9.4,No precipitation,6,,,,
13.02.2020 02:00,-2.0,659.3,759.6,-0.1,54,Wind blowing from the north-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.3,,,2500 or more  or no clouds.,,,16.0,-10.1,No precipitation,12,,,,
12.02.2020 23:00,-0.1,659.4,760.0,,48,Wind blowing from the north-northwest,4,,5,, ,,,-5.1,8.3,,,,,,16.0,-9.8,No precipitation,6,,,,
12.02.2020 20:00,0.4,659.6,761.9,0.1,41,Wind blowing from the north-west,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.3,,,,,,19.0,-11.3,No precipitation,12,,,,
12.02.2020 17:00,8.1,659.5,759.8,,21,Wind blowing from the south,1,,5,no clouds, ,,,-5.1,8.3,,,,,,22.0,-12.9,No precipitation,6,,,,
12.02.2020 14:00,7.2,660.2,760.6,-1.7,30,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,7.9,,,,,,18.0,-9.2,No precipitation,12,,,,
12.02.2020 11:00,3.9,661.9,763.3,,39,Wind blowing from the east-southeast,2,,,no clouds, ,,,-5.1,7.9,,,,,,15.0,-8.8,No precipitation,6,,,,
12.02.2020 08:00,-5.0,662.0,764.9,0.3,58,Wind blowing from the north-northwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,,,,,,,19.0,-12.0,No precipitation,12,,,,
12.02.2020 05:00,-3.0,661.7,762.4,,48,Wind blowing from the north-west,4,,6,, ,,,-5.9,7.9,,,,,,21.0,-12.5,No precipitation,6,,,,
12.02.2020 02:00,-1.9,662.2,763.0,-0.4,45,Wind blowing from the north-west,5,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.9,,,2500 or more  or no clouds.,,,23.0,-12.5,No precipitation,12,,,,
11.02.2020 23:00,-2.4,662.6,764.1,,45,Wind blowing from the north-west,4,,5,, ,,,-5.9,7.9,,,,,,20.0,-12.7,No precipitation,6,,,,
11.02.2020 20:00,-0.9,662.7,765.8,0.3,51,Wind blowing from the north-west,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.9,,,,,,16.0,-9.8,No precipitation,12,,,,
11.02.2020 17:00,7.8,662.4,763.7,,29,Wind blowing from the south-southeast,1,,5,no clouds, ,,,-5.9,7.8,,,,,,16.0,-9.1,No precipitation,6,,,,
11.02.2020 14:00,7.3,662.7,763.8,-1.3,29,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,7.3,,,,,,17.0,-9.6,No precipitation,12,,,,
11.02.2020 11:00,4.3,664.0,765.8,,33,Wind blowing from the south-east,2,,6,, ,,,-5.9,5.0,,,,,,18.0,-10.6,No precipitation,6,,,,
11.02.2020 08:00,-5.4,663.7,767.3,0.2,55,Wind blowing from the north-west,5,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,,,,,,,19.0,-13.2,No precipitation,12,,,,
11.02.2020 05:00,-5.6,663.5,765.7,,50,Wind blowing from the north-west,4,,6,, ,,,-9.1,5.0,,,,,,30.0,-14.6,No precipitation,6,,,,
11.02.2020 02:00,-3.6,664.0,765.8,-0.2,43,Wind blowing from the north-west,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,5.0,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,12,,,,
10.02.2020 23:00,-3.5,664.2,766.7,,44,Wind blowing from the north-west,5,,6,, ,,,-9.1,5.0,,,,,,28.0,-14.0,No precipitation,6,,,,
10.02.2020 20:00,-2.5,664.0,768.3,0.2,48,Wind blowing from the north-west,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,5.0,,,,,,20.0,-12.0,No precipitation,12,,,,
10.02.2020 17:00,4.4,663.8,766.6,,32,Wind blowing from the east,2,,6,no clouds, ,,,-9.1,5.0,,,,,,20.0,-10.9,No precipitation,6,,,,
10.02.2020 14:00,4.3,664.3,766.8,-1.7,32,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,4.3,,,,,,16.0,-10.9,No precipitation,12,,,,
10.02.2020 11:00,1.2,666.0,769.3,,35,Wind blowing from the east,2,,,no clouds, ,,,-9.1,1.2,,,,,,18.0,-12.6,No precipitation,6,,,,
10.02.2020 08:00,-8.4,665.7,770.8,0.5,68,Wind blowing from the north-west,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,,,,,,,9.0,-13.4,No precipitation,12,,,,
10.02.2020 05:00,-8.1,665.2,769.0,,65,Wind blowing from the north-west,4,,5,, ,,,-11.1,1.2,,,,,,9.0,-13.5,No precipitation,6,,,,
10.02.2020 02:00,-6.5,666.1,769.7,-0.4,61,Wind blowing from the north-west,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.2,,,2500 or more  or no clouds.,,,9.0,-12.8,No precipitation,12,,,,
09.02.2020 23:00,-6.0,666.5,771.0,,68,Wind blowing from the north-west,3,,5,,Haze. ,,,-11.1,1.2,,,,,,5.0,-11.1,No precipitation,6,,,,
09.02.2020 20:00,-5.5,666.8,772.6,-0.5,66,Wind blowing from the north-west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.2,,,,,,4.3,-11.0,No precipitation,12,,,,
09.02.2020 17:00,0.8,667.3,771.9,,46,Wind blowing from the south,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,1.2,,,,,,5.0,-9.5,No precipitation,6,,,,
09.02.2020 14:00,0.0,668.5,773.2,-2.1,47,Wind blowing from the south-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.0,,,,,,3.6,-10.0,No precipitation,12,,,,
09.02.2020 11:00,-4.1,670.6,776.5,,61,Wind blowing from the east-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.5,,,,,,3.0,-10.5,No precipitation,6,,,,
09.02.2020 08:00,-10.7,670.6,777.3,0.0,82,Wind blowing from the north-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.5,,,2500 or more  or no clouds.,,,2.2,-13.2,No precipitation,12,,,,
09.02.2020 05:00,-11.0,670.6,776.4,,85,Wind blowing from the north-west,4,,4,,Mist. ,,,-12.7,-1.5,,,,,,1.5,-13.0,No precipitation,6,,,,
09.02.2020 02:00,-10.0,671.2,776.7,-0.6,85,Wind blowing from the north-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-1.5,,,2500 or more  or no clouds.,,,1.5,-12.0,No precipitation,12,,,,
08.02.2020 23:00,-9.3,671.8,777.8,,81,Wind blowing from the north-west,2,,5,,Mist. ,,,-12.7,-1.5,,,,,,1.9,-12.0,No precipitation,6,,,,
08.02.2020 20:00,-7.1,671.9,778.6,0.1,72,Wind blowing from the north-west,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-1.5,,,,,,3.0,-11.3,No precipitation,12,,,,
08.02.2020 17:00,-2.5,671.8,778.1,,60,Wind blowing from the south,2,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-0.2,,,2500 or more  or no clouds.,,,4.1,-9.2,No precipitation,6,,,,
08.02.2020 14:00,-1.6,671.9,777.9,-1.2,52,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,0.1,,,,,,7.0,-10.4,No precipitation,12,,,,
08.02.2020 11:00,-4.4,673.1,778.9,,48,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-12.7,0.1,,,,,,14.0,-14.0,No precipitation,6,,,,
08.02.2020 08:00,-9.8,672.5,778.6,0.2,59,Wind blowing from the north-west,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,0.1,,,2500 or more  or no clouds.,,,29.0,-16.3,No precipitation,12,,,,
08.02.2020 05:00,-12.1,672.3,778.1,,72,Wind blowing from the north-northwest,2,,9,, ,,,-12.2,0.1,,,,,,11.0,-16.1,No precipitation,6,,,,
08.02.2020 02:00,-11.5,672.7,778.5,0.5,64,Wind blowing from the north-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.1,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
07.02.2020 23:00,-6.9,672.2,777.6,,48,Calm  no wind,0,,,, ,,,-11.9,0.1,,,,,,30.0,-16.3,No precipitation,6,,,,
07.02.2020 20:00,-3.5,671.4,777.7,1.4,40,Wind blowing from the north,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,0.1,,,,,,30.0,-15.2,No precipitation,12,,,,
07.02.2020 17:00,-0.2,670.0,775.4,,39,Wind blowing from the south,3,,7,no clouds, ,,,-11.9,0.1,,,,,,18.0,-12.5,No precipitation,6,,,,
07.02.2020 14:00,-0.4,669.9,774.7,-0.7,41,Wind blowing from the south,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-0.4,,,,,,13.0,-12.3,No precipitation,12,,,,
07.02.2020 11:00,-3.4,670.6,776.2,,43,Wind blowing from the south,2,,4,no clouds, ,,,-11.9,-1.2,,,,,,16.0,-14.2,No precipitation,6,,,,
07.02.2020 08:00,-11.6,669.9,776.6,0.6,65,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.2,,,,,,25.0,-17.0,No precipitation,12,,,,
07.02.2020 05:00,-11.6,669.3,774.8,,64,Wind blowing from the north-west,2,,4,, ,,,-14.2,-1.2,,,,,,30.0,-17.2,No precipitation,6,,,,
07.02.2020 02:00,-8.5,669.1,774.0,0.3,55,Wind blowing from the north-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-1.2,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
06.02.2020 23:00,-9.0,668.8,774.4,,63,Wind blowing from the north-west,4,,6,, ,,,-14.2,-1.2,,,,,,14.0,-14.9,No precipitation,6,,,,
06.02.2020 20:00,-6.8,668.5,775.5,1.0,54,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-1.2,,,,,,16.0,-14.6,No precipitation,12,,,,
06.02.2020 17:00,-1.5,667.5,772.8,,42,Wind blowing from the south,1,,6,no clouds, ,,,-14.2,1.1,,,,,,20.0,-13.0,No precipitation,6,,,,
06.02.2020 14:00,-1.6,667.4,772.3,-1.2,41,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,1.5,,,,,,16.0,-13.4,No precipitation,12,,,,
06.02.2020 11:00,-4.5,668.6,773.8,,46,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-14.2,1.5,,,,,,16.0,-14.6,No precipitation,6,,,,
06.02.2020 08:00,-13.8,668.2,775.0,0.6,69,Wind blowing from the north-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,1.5,,,,,,22.0,-18.3,No precipitation,12,,,,
06.02.2020 05:00,-11.9,667.6,772.3,,65,Wind blowing from the north-northwest,2,,5,, ,,,-13.1,1.5,,,,,,30.0,-17.3,No precipitation,6,,,,
06.02.2020 02:00,-9.5,667.4,771.8,0.1,53,Wind blowing from the north-west,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.5,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
05.02.2020 23:00,-7.5,667.3,772.0,,45,Wind blowing from the north-west,4,,5,, ,,,-13.1,1.5,,,,,,30.0,-17.4,No precipitation,6,,,,
05.02.2020 20:00,-5.8,667.0,772.9,1.0,42,Wind blowing from the north-west,4,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,1.5,,,,,,30.0,-16.9,No precipitation,12,,,,
05.02.2020 17:00,1.1,666.0,770.7,,25,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-13.1,1.5,,,,,,30.0,-16.7,No precipitation,6,,,,
05.02.2020 14:00,0.3,666.4,771.3,-1.8,19,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,0.3,,,,,,30.0,-20.6,No precipitation,12,,,,
05.02.2020 11:00,-3.4,668.2,773.8,,23,Wind blowing from the south-east,1,,5,no clouds, ,,,-13.1,-2.2,,,,,,28.0,-21.6,No precipitation,6,,,,
05.02.2020 08:00,-11.3,668.1,774.9,-0.2,45,Wind blowing from the north-west,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,,,,,,,30.0,-21.1,No precipitation,12,,,,
05.02.2020 05:00,-12.8,668.3,774.4,,49,Wind blowing from the north-west,5,,5,, ,,,-13.0,-2.2,,,,,,30.0,-21.3,No precipitation,6,,,,
