Local time in Heyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,6.9,762.4,769.0,,83,Wind blowing from the north-east,2,,,, ,,,6.9,19.5,,,,,,30.0,4.2,No precipitation,6,,,,
19.02.2020 02:00,8.6,763.3,769.9,0.0,85,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,19.5,,,2500 or more  or no clouds.,,,30.0,6.2,No precipitation,12,,,,
18.02.2020 23:00,10.0,763.3,769.9,,73,Wind blowing from the south-southeast,1,,4,, ,,,7.1,19.5,,,,,,30.0,5.3,No precipitation,6,,,,
18.02.2020 20:00,13.3,762.4,769.0,0.6,53,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,19.5,,,,,,30.0,3.9,No precipitation,12,,,,
18.02.2020 17:00,18.5,761.8,768.4,,24,Wind blowing from the south-east,2,,6,no clouds, ,,,7.1,19.5,,,,,,30.0,-2.4,No precipitation,6,,,,
18.02.2020 14:00,16.9,762.8,769.4,-3.2,27,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,17.6,,,,,,30.0,-2.2,No precipitation,12,,,,
18.02.2020 11:00,13.2,766.0,772.6,,32,Wind blowing from the east,2,,7,no clouds, ,,,7.1,15.6,,,,,,30.0,-3.1,No precipitation,6,,,,
18.02.2020 08:00,7.7,766.5,773.2,1.1,61,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.6,,,,,,30.0,0.6,No precipitation,12,,,,
18.02.2020 05:00,8.4,765.4,772.0,,50,Wind blowing from the east-northeast,3,,9,, ,,,6.4,15.6,,,,,,30.0,-1.4,No precipitation,6,,,,
18.02.2020 02:00,9.4,765.5,772.1,-0.7,44,Wind blowing from the north-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.6,,,2500 or more  or no clouds.,,,30.0,-2.5,No precipitation,12,,,,
17.02.2020 23:00,10.9,766.2,772.9,,39,Wind blowing from the east-northeast,2,,12,, ,,,6.4,15.6,,,,,,30.0,-2.8,No precipitation,6,,,,
17.02.2020 20:00,12.5,765.2,771.9,,34,Wind blowing from the west,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.6,,,,,,30.0,-2.9,No precipitation,12,,,,
17.02.2020 17:00,15.1,763.9,770.5,,29,Wind blowing from the north-northeast,4,,12,no clouds, ,,,6.4,15.6,,,,,,30.0,-2.7,No precipitation,6,,,,
17.02.2020 14:00,14.2,764.0,770.6,-2.8,32,Wind blowing from the north-northeast,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,14.4,,,,,,30.0,-2.2,No precipitation,12,,,,
17.02.2020 11:00,10.6,766.8,773.5,,43,Wind blowing from the north-east,4,,12,no clouds, ,,,6.4,10.6,,,,,,30.0,-1.7,No precipitation,6,,,,
17.02.2020 08:00,6.8,767.2,773.9,,59,Wind blowing from the north-east,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,10.6,,,2500 or more  or no clouds.,,,30.0,-0.8,No precipitation,12,,,,
17.02.2020 05:00,6.6,765.1,771.7,,60,Wind blowing from the east-northeast,3,,12,, ,,,6.6,10.6,,,,,,30.0,-0.6,No precipitation,6,,,,
17.02.2020 02:00,7.4,765.1,771.8,0.0,60,Wind blowing from the north-east,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,11.4,,,2500 or more  or no clouds.,,,30.0,0.0,No precipitation,12,,,,
16.02.2020 23:00,8.0,765.1,771.7,,59,Wind blowing from the north-east,4,,15,, ,,,8.0,,,,,,,30.0,0.4,No precipitation,6,,,,
16.02.2020 20:00,8.8,763.9,770.5,1.9,60,Wind blowing from the north-northeast,5,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,2500 or more  or no clouds.,,,30.0,1.4,No precipitation,12,,,,
16.02.2020 17:00,9.8,762.0,768.7,,61,Wind blowing from the north-east,5,,15,90  or more  but not 100%, ,,,8.8,,,,,,,30.0,2.6,No precipitation,6,,,,
16.02.2020 14:00,10.1,762.0,768.6,-1.7,57,Wind blowing from the east-northeast,5,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,600-1000,,,30.0,1.9,2.0,12,,,,
16.02.2020 11:00,10.0,763.7,770.3,,57,Wind blowing from the east-northeast,7,,14,100%., ,,,8.8,20.3,,,600-1000,,,30.0,1.8,No precipitation,6,,,,
16.02.2020 08:00,8.8,763.2,769.8,2.1,77,Wind blowing from the east-northeast,4,,12,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,20.3,,,600-1000,,,30.0,4.9,6.0,12,,,,
16.02.2020 05:00,9.8,761.1,767.6,,77,Wind blowing from the east-northeast,4,,12,, ,,,9.7,20.3,,,,,,30.0,5.9,5.0,6,,,,
16.02.2020 02:00,11.4,759.5,766.0,1.8,83,Wind blowing from the east-northeast,4,,12,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,20.3,,,2500 or more  or no clouds.,,,30.0,8.6,27.0,12,,,,
15.02.2020 23:00,14.6,757.7,764.2,,81,Wind blowing from the east-northeast,6,,12,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.6,20.3,,,,,,30.0,11.3,9.0,6,,,,
15.02.2020 20:00,18.5,754.9,761.2,1.5,100,Wind blowing from the north-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,20.3,,,600-1000,,,15.0,18.5,37.0,12,,,,
15.02.2020 17:00,19.0,753.4,759.7,,100,Wind blowing from the east,1,,8,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,20.3,,,,,,1.9,19.0,28.0,6,,,,
15.02.2020 14:00,20.0,753.2,759.6,-1.7,100,Wind blowing from the west-southwest,2,,8,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Shower(s).,Rain.,18.4,20.4,,,600-1000,,,1.3,20.0,16.0,12,,,,
15.02.2020 11:00,20.0,754.9,761.2,,100,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,20.4,,,600-1000,,,21.0,20.0,0.1,6,,,,
15.02.2020 08:00,19.0,754.3,760.6,0.3,100,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,15.0,19.0,14.0,12,,,,
15.02.2020 05:00,18.6,754.0,760.4,,100,Wind blowing from the east,1,,4,,Rain (not freezing) not falling as shower(s). ,,,16.2,20.4,,,,,,9.0,18.6,12.0,6,,,,
15.02.2020 02:00,18.5,754.7,761.1,-1.1,100,Wind blowing from the east-northeast,1,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.4,,,2500 or more  or no clouds.,,,8.0,18.5,12.0,12,,,,
14.02.2020 23:00,18.6,755.8,762.2,,100,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,16.0,20.4,,,,,,6.0,18.6,2.0,6,,,,
14.02.2020 20:00,19.1,754.9,761.2,1.1,100,Wind blowing from the north-east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.4,,,600-1000,,,30.0,19.1,6.0,12,,,,
14.02.2020 17:00,20.0,753.8,760.2,,99,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.8,,,600-1000,,,30.0,19.8,0.4,6,,,,
14.02.2020 14:00,19.1,753.3,759.7,-1.9,99,Wind blowing from the east-northeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.8,,,600-1000,,,23.0,18.9,6.0,12,,,,
14.02.2020 11:00,17.2,755.2,761.7,,100,Wind blowing from the north-east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,600-1000,,,30.0,17.2,5.0,6,,,,
14.02.2020 08:00,16.5,754.1,760.5,0.3,100,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,20.8,,,600-1000,,,24.0,16.5,No precipitation,12,,,,
14.02.2020 05:00,16.2,753.8,760.2,,100,Wind blowing from the north-east,1,,4,, ,,,16.0,20.8,,,,,,8.0,16.2,No precipitation,6,,,,
14.02.2020 02:00,16.3,754.3,760.7,,100,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,20.8,,,2500 or more  or no clouds.,,,1.2,16.3,No precipitation,12,,,,
13.02.2020 23:00,17.0,755.5,761.9,,100,Wind blowing from the north-east,1,,4,, ,,,16.3,20.8,,,,,,16.0,17.0,No precipitation,6,,,,
13.02.2020 20:00,18.8,755.0,761.4,0.7,99,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,20.8,,,2500 or more  or no clouds.,,,27.0,18.6,10.0,12,,,,
13.02.2020 17:00,20.5,754.3,760.7,,89,Wind blowing from the west-southwest,1,,4,100%., ,,,16.3,25.4,,,600-1000,,,30.0,18.6,2.0,6,,,,
13.02.2020 14:00,18.9,754.4,760.8,,99,Wind blowing from the east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,,,,600-1000,,,30.0,18.7,10.0,12,,,,
13.02.2020 11:00,18.1,757.9,764.4,,100,Wind blowing from the east,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,,,,600-1000,,,4.6,18.1,9.0,6,,,,
13.02.2020 08:00,17.4,756.6,763.0,1.8,100,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,25.7,,,600-1000,,,15.0,17.4,No precipitation,12,,,,
13.02.2020 05:00,16.5,754.8,761.1,,100,Wind blowing from the east-northeast,1,,,, ,,,16.3,25.7,,,,,,9.0,16.5,No precipitation,6,,,,
13.02.2020 02:00,17.2,755.9,762.3,-0.9,100,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,25.7,,,2500 or more  or no clouds.,,,14.0,17.2,No precipitation,12,,,,
12.02.2020 23:00,18.6,756.8,763.2,,99,Wind blowing from the south-west,0,,6,, ,,,16.8,25.7,,,,,,12.0,18.4,No precipitation,6,,,,
12.02.2020 20:00,20.6,756.1,762.5,1.0,93,Wind blowing from the east,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,25.7,,,600-1000,,,19.0,19.4,Trace of precipitation,12,,,,
12.02.2020 17:00,25.4,755.1,761.4,,62,Wind blowing from the west-southwest,2,,6,no clouds, ,,,16.8,25.7,,,,,,30.0,17.5,No precipitation,6,,,,
12.02.2020 14:00,23.3,756.1,762.4,-2.4,77,Wind blowing from the west,3,,6,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,23.9,,,600-1000,,,30.0,19.0,1.0,12,,,,
12.02.2020 11:00,19.2,758.5,764.9,,97,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,19.2,,,600-1000,,,10.0,18.7,No precipitation,6,,,,
12.02.2020 08:00,17.1,758.6,765.1,1.0,100,Wind blowing from the south,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,5.0,17.1,2.0,12,,,,
12.02.2020 05:00,16.9,757.6,764.0,,100,Wind blowing from the east-southeast,1,,3,,Mist. ,,,,17.5,,,,,,4.2,16.9,2.0,6,,,,
12.02.2020 02:00,16.9,758.4,764.8,,100,Wind blowing from the west,0,,2,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,17.5,,,,,,2.5,16.9,1.0,6,,,,
11.02.2020 23:00,16.9,759.1,765.5,,100,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,,17.5,,,,,,3.1,16.9,0.5,6,,,,
11.02.2020 20:00,17.0,758.7,765.1,0.6,100,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,17.5,,,600-1000,,,3.6,17.0,2.0,12,,,,
11.02.2020 17:00,17.4,758.1,764.5,,99,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,18.8,,,1500-2000,,,14.0,17.2,0.8,6,,,,
11.02.2020 14:00,16.9,758.9,765.4,-1.7,97,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,,,,1500-2000,,,4.0,16.4,0.7,12,,,,
11.02.2020 11:00,16.6,760.6,767.1,,83,Wind blowing from the north-east,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,,,,1500-2000,,,25.0,13.7,0.4,6,,,,
11.02.2020 08:00,15.6,760.5,766.9,1.0,90,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,25.0,13.9,No precipitation,12,,,,
11.02.2020 05:00,15.9,759.5,766.0,,86,Calm  no wind,0,,,, ,,,,20.6,,,,,,29.0,13.5,No precipitation,6,,,,
11.02.2020 02:00,16.3,760.2,766.6,-0.9,75,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.6,,,2500 or more  or no clouds.,,,30.0,11.8,No precipitation,12,,,,
10.02.2020 23:00,16.8,761.1,767.5,,69,Wind blowing from the north-northwest,1,,7,, ,,,,20.6,,,,,,30.0,11.0,No precipitation,6,,,,
10.02.2020 20:00,17.4,760.9,767.4,0.9,66,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,20.6,,,1500-2000,,,30.0,10.9,No precipitation,12,,,,
10.02.2020 17:00,18.8,760.0,766.5,,55,Wind blowing from the west,2,,7,100%., ,,,9.8,20.6,,,600-1000,,,30.0,9.5,No precipitation,6,,,,
10.02.2020 14:00,19.0,760.3,766.8,-2.4,50,Wind blowing from the west-southwest,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,19.0,,,2500 or more  or no clouds.,,,30.0,8.3,No precipitation,12,,,,
10.02.2020 11:00,16.4,762.7,769.3,,56,Wind blowing from the east-southeast,1,,4,no clouds, ,,,9.8,16.4,,,,,,30.0,7.6,No precipitation,6,,,,
10.02.2020 08:00,10.1,762.6,769.2,1.1,90,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,14.4,,,,,,30.0,8.5,No precipitation,12,,,,
10.02.2020 05:00,11.3,761.5,768.1,,89,Wind blowing from the north-east,2,,5,, ,,,11.1,14.4,,,,,,30.0,9.5,No precipitation,6,,,,
10.02.2020 02:00,12.3,763.0,769.6,-1.1,68,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,14.4,,,2500 or more  or no clouds.,,,30.0,6.5,No precipitation,12,,,,
09.02.2020 23:00,12.8,764.1,770.7,,66,Wind blowing from the north-east,1,,7,, ,,,11.0,14.4,,,,,,30.0,6.6,No precipitation,6,,,,
09.02.2020 20:00,12.9,763.7,770.3,0.7,68,Wind blowing from the north-east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,14.4,,,1500-2000,,,30.0,7.1,No precipitation,12,,,,
09.02.2020 17:00,13.6,763.0,769.6,,65,Wind blowing from the east-northeast,4,,7,100%., ,,,11.0,16.4,,,1500-2000,,,30.0,7.1,No precipitation,6,,,,
09.02.2020 14:00,13.5,763.6,770.2,-2.4,67,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,17.0,,,1500-2000,,,30.0,7.5,No precipitation,12,,,,
09.02.2020 11:00,12.0,766.0,772.6,,69,Wind blowing from the north-northeast,3,,7,100%., ,,,11.0,,,,600-1000,,,30.0,6.4,No precipitation,6,,,,
09.02.2020 08:00,11.2,765.6,772.2,,72,Wind blowing from the east-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,,,,1500-2000,,,30.0,6.3,No precipitation,12,,,,
09.02.2020 05:00,11.1,764.5,771.1,,77,Wind blowing from the north-east,2,,7,, ,,,11.0,17.0,,,,,,30.0,7.2,No precipitation,6,,,,
09.02.2020 02:00,11.2,765.3,771.9,0.1,77,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,17.0,,,2500 or more  or no clouds.,,,30.0,7.3,No precipitation,12,,,,
08.02.2020 23:00,11.5,765.2,771.8,,74,Wind blowing from the east-northeast,2,,8,, ,,,11.5,17.0,,,,,,30.0,7.0,No precipitation,6,,,,
08.02.2020 20:00,13.0,763.6,770.2,,70,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.0,,,,,,30.0,7.6,No precipitation,12,,,,
08.02.2020 17:00,16.3,762.2,768.7,,58,Wind blowing from the east-northeast,4,,8,90  or more  but not 100%, ,,,12.1,17.0,,,,,,30.0,8.0,No precipitation,6,,,,
08.02.2020 14:00,15.7,762.7,769.2,-1.7,60,Wind blowing from the east-northeast,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,15.8,,,1500-2000,,,30.0,7.9,No precipitation,12,,,,
08.02.2020 11:00,12.7,764.4,771.0,,73,Wind blowing from the east-northeast,3,,7,100%., ,,,12.1,16.3,,,1500-2000,,,30.0,7.9,No precipitation,6,,,,
08.02.2020 08:00,12.1,763.4,770.0,1.3,79,Wind blowing from the north-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,16.3,,,600-1000,,,30.0,8.5,No precipitation,12,,,,
08.02.2020 05:00,12.4,762.1,768.6,,82,Wind blowing from the north-northeast,2,,7,, ,,,12.4,16.3,,,,,,30.0,9.4,No precipitation,6,,,,
08.02.2020 02:00,13.3,762.8,769.3,0.1,78,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,16.3,,,2500 or more  or no clouds.,,,30.0,9.5,No precipitation,12,,,,
07.02.2020 23:00,13.8,762.7,769.2,,80,Wind blowing from the north-east,2,,7,, ,,,13.8,16.3,,,,,,30.0,10.4,No precipitation,6,,,,
07.02.2020 20:00,14.8,761.7,768.2,,79,Wind blowing from the north-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,16.3,,,600-1000,,,30.0,11.2,0.1,12,,,,
07.02.2020 17:00,15.8,760.4,766.9,,82,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%, ,,,13.9,16.9,,,,,,30.0,12.7,No precipitation,6,,,,
07.02.2020 14:00,15.4,760.8,767.3,-1.5,81,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,17.0,,,600-1000,,,30.0,12.1,1.0,12,,,,
07.02.2020 11:00,14.7,762.3,768.8,,92,Wind blowing from the north-northeast,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,17.0,,,600-1000,,,30.0,13.4,1.0,6,,,,
07.02.2020 08:00,14.7,761.2,767.7,1.8,100,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,17.0,,,600-1000,,,19.0,14.7,1.0,12,,,,
07.02.2020 05:00,14.9,759.4,765.8,,100,Wind blowing from the east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.8,17.0,,,,,,4.4,14.9,0.2,6,,,,
07.02.2020 02:00,15.8,759.2,765.7,-0.2,95,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,17.0,,,2500 or more  or no clouds.,,,30.0,15.0,No precipitation,12,,,,
06.02.2020 23:00,16.0,759.4,765.9,,93,Calm  no wind,0,,,, ,,,15.3,17.0,,,,,,30.0,14.8,No precipitation,6,,,,
06.02.2020 20:00,16.2,758.5,764.9,1.0,87,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,17.3,,,1500-2000,,,30.0,14.0,No precipitation,12,,,,
06.02.2020 17:00,16.9,757.5,763.9,,76,Wind blowing from the west-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,18.1,,,600-1000,,,30.0,12.6,No precipitation,6,,,,
06.02.2020 14:00,16.4,757.9,764.4,-2.0,77,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,,,,600-1000,,,30.0,12.3,No precipitation,12,,,,
06.02.2020 11:00,15.9,759.9,766.3,,76,Wind blowing from the east-northeast,2,,,100%., ,,,15.3,,,,600-1000,,,30.0,11.6,No precipitation,6,,,,
06.02.2020 08:00,15.3,759.4,765.9,0.3,75,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,18.8,,,600-1000,,,30.0,10.9,No precipitation,12,,,,
06.02.2020 05:00,15.5,759.1,765.5,,88,Wind blowing from the south,1,,4,, ,,,12.5,18.8,,,,,,30.0,13.5,No precipitation,6,,,,
06.02.2020 02:00,15.8,759.5,766.0,-0.4,96,Wind blowing from the west-northwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,18.8,,,2500 or more  or no clouds.,,,30.0,15.1,No precipitation,12,,,,
05.02.2020 23:00,16.2,759.9,766.3,,93,Wind blowing from the south-west,1,,6,, ,,,12.5,18.8,,,,,,30.0,15.0,No precipitation,6,,,,
05.02.2020 20:00,17.3,759.2,765.7,0.8,78,Wind blowing from the south-southeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,18.8,,,600-1000,,,30.0,13.4,No precipitation,12,,,,
05.02.2020 17:00,18.1,758.4,764.8,,70,Wind blowing from the east,2,,6,100%., ,,,12.5,18.8,,,600-1000,,,30.0,12.5,No precipitation,6,,,,
05.02.2020 14:00,18.5,758.9,765.4,,67,Wind blowing from the north-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,18.6,,,2500 or more  or no clouds.,,,30.0,12.2,0.5,12,,,,
05.02.2020 11:00,15.9,761.5,768.0,,76,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,12.5,16.0,,,,,,30.0,11.6,No precipitation,6,,,,
