Local time in Suifenhe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 05:00,-10.2,719.2,773.5,,75,Wind blowing from the west,4,,8,, ,,,-10.4,-2.3,,,,,,29.0,-13.8,No precipitation,6,,,,
20.02.2020 02:00,-9.3,718.2,772.1,,72,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-2.3,,,2500 or more  or no clouds.,,,29.0,-13.4,No precipitation,12,,,,
19.02.2020 20:00,-7.4,716.9,771.1,1.1,72,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-2.3,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
19.02.2020 17:00,-4.8,715.8,769.8,,51,Wind blowing from the west,3,,11,10%  or less  but not 0, ,,,-9.9,-2.3,,,1000-1500,,,30.0,-13.6,No precipitation,6,,,,
19.02.2020 14:00,-2.8,715.0,768.5,-0.5,44,Wind blowing from the west,6,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-2.3,,,600-1000,,,30.0,-13.6,No precipitation,12,,,,
19.02.2020 11:00,-5.0,715.5,769.3,,50,Wind blowing from the west,5,,12,, ,,,-9.9,-5.0,,,,,,30.0,-13.8,No precipitation,6,,,,
19.02.2020 08:00,-8.7,715.0,769.3,1.5,70,Wind blowing from the west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-13.2,No precipitation,12,,,,
19.02.2020 05:00,-9.6,713.5,767.5,,74,Wind blowing from the west,5,,12,, ,,,,-5.6,,,,,,30.0,-13.4,No precipitation,6,,,,
19.02.2020 02:00,-8.4,713.0,766.8,,71,Wind blowing from the west,5,,11,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.6,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,12,,,,
18.02.2020 20:00,-8.8,711.9,766.5,0.8,51,Wind blowing from the west,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-5.6,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
18.02.2020 17:00,-7.6,711.1,765.7,,46,Wind blowing from the west-northwest,4,,10,70 – 80%., ,,,-16.1,-5.6,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,6,,,,
18.02.2020 14:00,-6.0,710.5,764.6,-0.8,43,Wind blowing from the west,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-6.0,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
18.02.2020 11:00,-9.5,711.3,765.6,,50,Wind blowing from the west,5,,11,no clouds, ,,,-16.1,-9.4,,,,,,30.0,-18.2,No precipitation,6,,,,
18.02.2020 08:00,-14.6,711.1,765.9,1.5,60,Wind blowing from the west,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-10.6,,,,,,30.0,-20.8,No precipitation,12,,,,
18.02.2020 05:00,-16.0,709.6,764.5,,65,Wind blowing from the west,4,,12,, ,,,-16.0,-10.6,,,,,,30.0,-21.2,No precipitation,6,,,,
18.02.2020 02:00,-13.9,708.4,763.0,,55,Wind blowing from the west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-10.6,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
17.02.2020 20:00,-11.1,707.5,762.1,1.0,52,Wind blowing from the north-west,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-10.6,,,2500 or more  or no clouds.,,,30.0,-19.2,2.0,12,,,,
17.02.2020 17:00,-11.1,706.5,761.0,,55,Wind blowing from the north-west,5,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-10.6,,,,,,30.0,-18.4,0.4,6,,,,
17.02.2020 14:00,-11.1,705.2,759.7,-0.4,65,Wind blowing from the north-west,6,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-10.9,,,1000-1500,,,9.0,-16.4,3.0,12,,,,
17.02.2020 11:00,-12.4,705.6,760.2,,76,Wind blowing from the north-west,4,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-12.3,,,1000-1500,,,2.4,-15.8,2.0,6,,,,
17.02.2020 08:00,-15.1,706.0,760.8,-0.8,79,Wind blowing from the west-northwest,7,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,,,,1000-1500,,,3.2,-17.9,2.0,12,,,,
17.02.2020 05:00,-15.3,706.8,761.7,,76,Wind blowing from the west-northwest,5,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-15.4,-12.3,,,,,,7.0,-18.6,0.5,6,,,,
17.02.2020 02:00,-15.3,707.2,762.0,,74,Wind blowing from the north-west,5,,10,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-12.3,,,2500 or more  or no clouds.,,,9.0,-19.0,4.0,12,,,,
16.02.2020 20:00,-14.3,709.7,764.6,-0.8,78,Wind blowing from the north,2,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-11.8,,,2500 or more  or no clouds.,,,3.6,-17.3,4.0,12,,,,
16.02.2020 17:00,-13.9,710.5,765.5,,80,Wind blowing from the north,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,,,,2500 or more  or no clouds.,,,2.8,-16.7,2.0,6,,,,
16.02.2020 14:00,-12.6,709.1,763.8,-2.0,71,Wind blowing from the north,3,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,,,,2500 or more  or no clouds.,,,4.6,-16.8,1.0,12,,,,
16.02.2020 11:00,-13.4,711.1,765.9,,78,Wind blowing from the east,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,,,,2500 or more  or no clouds.,,,3.9,-16.4,0.2,6,,,,
16.02.2020 08:00,-13.0,711.6,766.4,-1.0,48,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,,,,2500 or more  or no clouds.,,,30.0,-21.7,No precipitation,12,,,,
16.02.2020 05:00,-13.7,712.6,767.2,,57,Wind blowing from the east,3,,7,, ,,,-14.0,-6.9,,,,,,30.0,-20.4,No precipitation,6,,,,
16.02.2020 02:00,-13.2,713.7,768.1,,65,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-6.9,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
15.02.2020 20:00,-12.3,715.1,770.1,0.0,64,Wind blowing from the east-southeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-6.9,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
15.02.2020 17:00,-9.5,715.1,769.9,,59,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,-14.0,-6.6,,,,,,30.0,-16.2,No precipitation,6,,,,
15.02.2020 14:00,-7.2,715.9,770.3,-1.5,34,Wind blowing from the north-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.6,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
15.02.2020 11:00,-8.0,717.4,772.0,,36,Wind blowing from the west,3,,7,70 – 80%., ,,,-14.0,-3.3,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,6,,,,
15.02.2020 08:00,-12.0,718.3,773.1,0.0,60,Wind blowing from the west,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.3,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
15.02.2020 05:00,-13.5,718.3,773.0,,70,Wind blowing from the west,3,,7,, ,,,-13.5,-3.3,,,,,,30.0,-17.8,No precipitation,6,,,,
15.02.2020 02:00,-11.7,719.1,773.4,,46,Wind blowing from the west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-3.3,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
14.02.2020 20:00,-8.8,718.4,772.6,1.5,49,Wind blowing from the north-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-3.3,,,,,,30.0,-17.8,No precipitation,12,,,,
14.02.2020 17:00,-6.6,716.9,770.5,,48,Wind blowing from the north-west,4,,10,, ,,,-6.6,-1.5,,,,,,30.0,-16.0,No precipitation,6,,,,
14.02.2020 14:00,-3.6,716.0,769.3,0.1,51,Wind blowing from the west,4,,10,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,600-1000,,,30.0,-12.3,Trace of precipitation,12,,,,
14.02.2020 11:00,-4.4,715.9,769.3,,59,Wind blowing from the west-northwest,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,600-1000,,,30.0,-11.4,Trace of precipitation,6,,,,
14.02.2020 08:00,-5.9,716.0,769.5,2.2,77,Wind blowing from the west,2,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,2500 or more  or no clouds.,,,24.0,-9.3,Trace of precipitation,12,,,,
14.02.2020 05:00,-4.0,713.8,766.6,,80,Wind blowing from the west-northwest,5,,10,, ,,,-5.6,2.2,,,,,,30.0,-6.9,No precipitation,6,,,,
14.02.2020 02:00,-4.3,711.9,764.3,,84,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,2.2,,,2500 or more  or no clouds.,,,12.0,-6.7,No precipitation,12,,,,
13.02.2020 20:00,-3.9,710.4,763.2,1.3,83,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,2.3,,,2500 or more  or no clouds.,,,12.0,-6.4,No precipitation,12,,,,
13.02.2020 17:00,-1.5,709.1,761.7,,86,Wind blowing from the east,4,,6,90  or more  but not 100%, ,,,-4.9,4.3,,,,,,7.0,-3.5,No precipitation,6,,,,
13.02.2020 14:00,2.1,708.7,760.7,-1.1,75,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,6.7,,,2500 or more  or no clouds.,,,10.0,-2.0,No precipitation,12,,,,
13.02.2020 11:00,-0.6,709.8,761.8,,87,Wind blowing from the east,4,,6,90  or more  but not 100%, ,,,-4.9,,,,,,,7.0,-2.6,No precipitation,6,,,,
13.02.2020 08:00,-2.9,709.7,761.8,1.0,94,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,7.3,,,2500 or more  or no clouds.,,,6.0,-3.7,No precipitation,12,,,,
13.02.2020 05:00,-4.1,708.7,760.6,,94,Wind blowing from the west-northwest,2,,6,,Mist. ,,,-4.8,7.3,,,,,,4.7,-4.9,No precipitation,6,,,,
13.02.2020 02:00,-3.1,709.0,760.7,,87,Wind blowing from the west-northwest,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,7.3,,,2500 or more  or no clouds.,,,6.0,-5.0,No precipitation,12,,,,
12.02.2020 20:00,1.9,709.6,761.2,1.1,68,Wind blowing from the west,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.3,,,2500 or more  or no clouds.,,,16.0,-3.4,No precipitation,12,,,,
12.02.2020 17:00,4.2,708.5,760.0,,57,Wind blowing from the west,4,,,90  or more  but not 100%, ,,,-3.4,7.3,,,,,,19.0,-3.6,No precipitation,6,,,,
12.02.2020 14:00,6.5,708.1,759.3,,50,Wind blowing from the west,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,7.3,,,2500 or more  or no clouds.,,,22.0,-3.4,No precipitation,12,,,,
12.02.2020 11:00,5.2,708.2,759.5,,48,Wind blowing from the west,8,,12,60%., ,,,-4.0,5.2,,,2500 or more  or no clouds.,,,21.0,-4.9,No precipitation,6,,,,
12.02.2020 08:00,2.0,708.8,760.8,0.1,55,Wind blowing from the west,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.0,,,600-1000,,,23.0,-6.1,No precipitation,12,,,,
12.02.2020 05:00,0.7,708.7,760.9,,56,Wind blowing from the west,3,,7,, ,,,,1.6,,,,,,30.0,-7.1,No precipitation,6,,,,
12.02.2020 02:00,0.8,709.5,761.6,,55,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,2500 or more  or no clouds.,,,30.0,-7.4,No precipitation,12,,,,
11.02.2020 20:00,-1.9,710.8,764.7,-0.6,58,Wind blowing from the east-southeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,0.5,,,1000-1500,,,30.0,-9.1,No precipitation,12,,,,
11.02.2020 17:00,-2.6,711.4,765.5,,53,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%, ,,,-18.4,-0.9,,,1000-1500,,,30.0,-10.9,No precipitation,6,,,,
11.02.2020 14:00,-1.6,712.0,766.1,-1.8,46,Wind blowing from the east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-1.0,,,600-1000,,,30.0,-11.7,No precipitation,12,,,,
11.02.2020 11:00,-4.0,713.8,768.3,,50,Wind blowing from the north-northwest,2,,4,60%., ,,,-18.4,-3.9,,,600-1000,,,30.0,-13.1,No precipitation,6,,,,
11.02.2020 08:00,-15.6,714.5,770.2,-0.3,81,Wind blowing from the north-west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,,,,,,,24.0,-18.1,No precipitation,12,,,,
11.02.2020 05:00,-16.8,714.8,770.4,,83,Wind blowing from the north-west,2,,6,, ,,,-19.3,-7.2,,,,,,25.0,-19.1,No precipitation,6,,,,
11.02.2020 02:00,-17.0,715.3,770.5,,84,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-7.2,,,2500 or more  or no clouds.,,,19.0,-19.1,No precipitation,12,,,,
10.02.2020 20:00,-16.0,716.0,772.0,0.8,76,Wind blowing from the east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-7.2,,,1000-1500,,,30.0,-19.3,No precipitation,12,,,,
10.02.2020 17:00,-13.4,715.2,771.0,,69,Wind blowing from the east,4,,6,20–30%., ,,,-19.3,-7.2,,,1000-1500,,,30.0,-17.9,No precipitation,6,,,,
10.02.2020 14:00,-8.6,714.1,769.2,0.2,58,Wind blowing from the east-southeast,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-7.2,,,600-1000,,,30.0,-15.4,0.1,12,,,,
10.02.2020 11:00,-11.2,713.9,769.1,,67,Wind blowing from the west,1,,4,20–30%., ,,,-19.3,-10.0,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,6,,,,
10.02.2020 08:00,-17.2,713.4,769.0,1.7,82,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.0,,,,,,24.0,-19.5,0.1,12,,,,
10.02.2020 05:00,-18.3,711.7,767.2,,82,Wind blowing from the north,1,,5,, ,,,-20.3,-10.0,,,,,,23.0,-20.6,No precipitation,6,,,,
10.02.2020 02:00,-17.0,710.7,765.7,,85,Wind blowing from the south-east,1,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-10.0,,,2500 or more  or no clouds.,,,7.0,-18.9,Trace of precipitation,12,,,,
09.02.2020 20:00,-14.0,710.2,765.6,0.1,68,Wind blowing from the south-east,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-10.0,,,2500 or more  or no clouds.,,,11.0,-18.6,Trace of precipitation,12,,,,
09.02.2020 17:00,-13.7,710.1,765.7,,53,Wind blowing from the east,4,,8,100%., ,,,-20.6,-10.0,,,1500-2000,,,30.0,-21.4,No precipitation,6,,,,
09.02.2020 14:00,-10.8,710.6,765.7,-1.7,42,Wind blowing from the east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-10.0,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
09.02.2020 11:00,-11.2,712.3,767.6,,40,Wind blowing from the east-southeast,2,,7,70 – 80%., ,,,-20.6,-11.2,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,6,,,,
09.02.2020 08:00,-17.7,713.8,769.8,-0.7,56,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-12.5,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
09.02.2020 05:00,-20.4,714.5,770.6,,66,Wind blowing from the west-northwest,3,,8,, ,,,-20.6,-12.5,,,,,,30.0,-25.1,No precipitation,6,,,,
09.02.2020 02:00,-18.4,715.4,771.2,,57,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-12.5,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,12,,,,
08.02.2020 20:00,-16.1,716.5,772.7,0.3,50,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-12.5,,,,,,30.0,-24.1,No precipitation,12,,,,
08.02.2020 17:00,-14.4,716.2,772.3,,48,Wind blowing from the west-northwest,4,,11,no clouds, ,,,-19.2,-11.7,,,,,,30.0,-23.0,No precipitation,6,,,,
08.02.2020 14:00,-12.9,715.9,771.6,-0.3,42,Wind blowing from the west,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-9.1,,,,,,30.0,-23.1,No precipitation,12,,,,
08.02.2020 11:00,-14.1,716.2,771.8,,47,Wind blowing from the west,5,,,no clouds, ,,,,,,,,,,30.0,-23.0,,,,,,
08.02.2020 08:00,-18.0,716.2,772.3,0.9,69,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,,,,,,,16.0,-22.3,No precipitation,12,,,,
08.02.2020 05:00,-18.5,715.3,771.0,,65,Wind blowing from the west-northwest,4,,8,, ,,,-18.6,-9.1,,,,,,27.0,-23.5,No precipitation,6,,,,
08.02.2020 02:00,-17.3,714.7,769.9,,71,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-9.1,,,2500 or more  or no clouds.,,,17.0,-21.3,No precipitation,12,,,,
07.02.2020 20:00,-15.6,714.0,769.7,0.6,64,Wind blowing from the west-northwest,2,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-9.1,,,2500 or more  or no clouds.,,,25.0,-20.9,No precipitation,12,,,,
07.02.2020 17:00,-11.7,713.4,768.8,,48,Wind blowing from the north-west,3,,13,90  or more  but not 100%, ,,,-18.3,-9.1,,,,,,27.0,-20.5,No precipitation,6,,,,
07.02.2020 14:00,-9.6,713.1,768.1,-0.7,44,Wind blowing from the west-northwest,4,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-9.6,,,2500 or more  or no clouds.,,,28.0,-19.8,No precipitation,12,,,,
07.02.2020 11:00,-11.6,713.8,769.2,,51,Wind blowing from the west,6,,12,20–30%., ,,,-18.3,-11.6,,,2500 or more  or no clouds.,,,24.0,-19.7,No precipitation,6,,,,
07.02.2020 08:00,-16.0,714.4,770.1,0.4,53,Wind blowing from the west-northwest,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.3,,,,,,30.0,-23.4,No precipitation,12,,,,
07.02.2020 05:00,-17.8,714.0,769.8,,51,Wind blowing from the west-northwest,4,,6,, ,,,,-12.3,,,,,,30.0,-25.5,No precipitation,6,,,,
07.02.2020 02:00,-16.3,714.2,769.6,,48,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-12.3,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,12,,,,
06.02.2020 20:00,-15.5,716.3,772.8,-1.3,53,Wind blowing from the west-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-12.3,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
06.02.2020 17:00,-15.1,717.6,774.2,,48,Wind blowing from the west,3,,11,70 – 80%., ,,,-22.8,-12.3,,,1000-1500,,,30.0,-23.7,No precipitation,6,,,,
06.02.2020 14:00,-12.5,718.2,774.6,-1.3,45,Wind blowing from the west,4,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-12.5,,,1000-1500,,,30.0,-22.0,No precipitation,12,,,,
06.02.2020 11:00,-16.5,719.5,776.5,,55,Wind blowing from the west,5,,,no clouds, ,,,-22.8,-16.5,,,,,,30.0,-23.4,No precipitation,6,,,,
06.02.2020 08:00,-21.6,719.8,777.2,0.5,66,Wind blowing from the west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,,,,,,,30.0,-26.3,No precipitation,12,,,,
06.02.2020 05:00,-22.5,719.3,776.6,,68,Wind blowing from the west,7,,14,, ,,,-25.1,-17.9,,,,,,30.0,-26.8,No precipitation,6,,,,
06.02.2020 02:00,-22.3,719.2,776.3,,67,Wind blowing from the west,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-17.9,,,2500 or more  or no clouds.,,,30.0,-26.8,No precipitation,12,,,,
05.02.2020 20:00,-21.2,718.1,775.7,1.2,57,Wind blowing from the west,5,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-17.9,,,2500 or more  or no clouds.,,,30.0,-27.5,No precipitation,12,,,,
05.02.2020 17:00,-19.7,716.9,774.3,,52,Wind blowing from the west-northwest,6,,,20–30%., ,,,-25.1,-16.4,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,6,,,,
