Local time in Shaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 14:00,10.4,743.1,771.7,-2.5,42,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,13.4,,,2500 or more  or no clouds.,,,10.0,-2.0,No precipitation,12,,,,
18.02.2020 11:00,10.0,745.6,774.3,,38,Wind blowing from the south-southeast,1,,4,, ,,,3.6,13.4,,,,,,10.0,-3.7,0.2,6,,,,
18.02.2020 08:00,5.0,745.4,774.3,0.1,61,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.4,,,,,,13.0,-1.9,No precipitation,12,,,,
18.02.2020 05:00,4.5,745.3,774.1,,65,Wind blowing from the north-east,0,,,, ,,,,,,,,,,13.0,-1.5,,,,,,
18.02.2020 02:00,6.5,746.3,775.0,,50,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.4,,,2500 or more  or no clouds.,,,12.0,-3.4,No precipitation,12,,,,
17.02.2020 20:00,8.4,745.8,774.8,0.8,41,Wind blowing from the east-northeast,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.4,,,2500 or more  or no clouds.,,,11.0,-4.1,No precipitation,12,,,,
17.02.2020 17:00,12.4,745.0,773.7,,32,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,10.0,-3.8,,,,,,
17.02.2020 14:00,12.4,746.2,775.0,-2.4,34,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,12.7,,,,,,10.0,-3.0,No precipitation,12,,,,
17.02.2020 11:00,9.8,748.6,777.6,,41,Wind blowing from the east,2,,,no clouds, ,,,2.7,10.1,,,,,,10.0,-2.8,No precipitation,6,,,,
17.02.2020 08:00,3.2,747.6,776.8,0.7,68,Wind blowing from the west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.1,,,2500 or more  or no clouds.,,,13.0,-2.3,No precipitation,12,,,,
17.02.2020 05:00,3.3,746.9,775.9,,70,Wind blowing from the west-northwest,1,,6,, ,,,2.4,10.1,,,,,,14.0,-1.8,No precipitation,6,,,,
17.02.2020 02:00,3.4,746.5,775.5,,55,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,10.1,,,2500 or more  or no clouds.,,,15.0,-4.8,No precipitation,12,,,,
16.02.2020 20:00,5.7,745.0,774.2,1.5,41,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,10.1,,,,,,14.0,-6.5,No precipitation,12,,,,
16.02.2020 17:00,9.6,743.5,772.4,,30,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,11.0,-7.1,,,,,,
16.02.2020 14:00,9.0,744.2,773.2,-3.4,29,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,9.1,,,,,,11.0,-8.1,0.3,12,,,,
16.02.2020 11:00,5.7,747.6,776.8,,41,Wind blowing from the east-northeast,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,13.0,-6.8,,,,,,
16.02.2020 08:00,2.8,747.9,777.4,1.4,49,Wind blowing from the north-northeast,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,2500 or more  or no clouds.,,,17.0,-6.9,No precipitation,12,,,,
16.02.2020 05:00,2.6,746.5,775.8,,52,Wind blowing from the north,4,,11,, ,,,1.9,,,,,,,18.0,-6.5,No precipitation,6,,,,
16.02.2020 02:00,2.4,746.2,775.5,,58,Wind blowing from the north,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,2500 or more  or no clouds.,,,18.0,-5.2,No precipitation,12,,,,
15.02.2020 20:00,2.2,745.0,774.1,1.6,72,Wind blowing from the north-northeast,5,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,,,,2500 or more  or no clouds.,,,20.0,-2.3,2.0,12,,,,
15.02.2020 17:00,3.0,743.4,772.3,,74,Wind blowing from the north-northeast,6,,17,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,300-600,,,18.0,-1.2,No precipitation,6,,,,
15.02.2020 14:00,4.3,741.6,770.2,1.2,73,Wind blowing from the north,5,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,,,,2500 or more  or no clouds.,,,15.0,-0.1,15.0,12,,,,
15.02.2020 11:00,5.3,740.4,768.5,,82,Wind blowing from the north-northeast,5,,17,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,,,,10.0,2.5,3.0,6,,,,
15.02.2020 08:00,6.2,737.6,765.6,2.6,89,Wind blowing from the north-northeast,8,,17,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Shower(s).,Rain.,6.2,25.2,,,300-600,,,5.0,4.5,15.0,12,,,,
15.02.2020 05:00,8.4,735.0,762.6,,96,Wind blowing from the north-east,7,,15,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.4,25.2,,,,,,5.0,7.8,14.0,6,,,,
15.02.2020 02:00,12.7,734.2,761.5,,98,Wind blowing from the north-east,6,,13,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,25.2,,,2500 or more  or no clouds.,,,3.5,12.4,2.0,12,,,,
14.02.2020 20:00,19.6,731.7,759.1,2.0,77,Wind blowing from the east-northeast,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,25.2,,,2500 or more  or no clouds.,,,10.0,15.5,No precipitation,12,,,,
14.02.2020 17:00,23.3,729.7,756.7,,63,Wind blowing from the east-southeast,2,,8,100%., ,,,13.4,25.2,,,2000-2500,,,11.0,15.9,No precipitation,6,,,,
14.02.2020 14:00,24.8,729.4,756.4,-2.0,56,Wind blowing from the south-southeast,4,,7,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,24.9,,,1000-1500,,,11.0,15.4,No precipitation,12,,,,
14.02.2020 11:00,20.6,731.4,758.5,,73,Wind blowing from the east-northeast,2,,,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,21.0,,,2000-2500,,,7.0,15.6,No precipitation,6,,,,
14.02.2020 08:00,13.5,730.7,758.2,1.1,100,Wind blowing from the east,1,,4,90  or more  but not 100%,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,21.0,,,1500-2000,,,0.1,13.5,No precipitation,12,,,,
14.02.2020 05:00,14.6,729.6,756.8,,100,Wind blowing from the west,1,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,12.3,21.0,,,,,,0.5,14.6,No precipitation,6,,,,
14.02.2020 02:00,15.5,730.6,757.9,,100,Wind blowing from the north-west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,21.0,,,2500 or more  or no clouds.,,,3.3,15.5,No precipitation,12,,,,
13.02.2020 20:00,17.6,730.6,758.1,0.7,89,Wind blowing from the north-east,2,,6,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,21.0,,,1500-2000,,,6.0,15.8,No precipitation,12,,,,
13.02.2020 17:00,20.1,729.9,757.3,,75,Wind blowing from the east,1,,4,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,21.0,,,1500-2000,,,8.0,15.5,No precipitation,6,,,,
13.02.2020 14:00,18.5,731.1,758.5,-2.9,80,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,18.5,,,1500-2000,,,7.0,15.0,No precipitation,12,,,,
13.02.2020 11:00,14.0,734.0,761.8,,100,Wind blowing from the west-northwest,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.9,,,1500-2000,,,2.1,14.0,No precipitation,6,,,,
13.02.2020 08:00,12.4,733.6,761.4,0.6,100,Wind blowing from the south-east,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,0.2,12.4,No precipitation,12,,,,
13.02.2020 05:00,12.4,733.0,760.7,,100,Wind blowing from the south-southwest,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,9.2,15.9,,,,,,0.2,12.4,No precipitation,6,,,,
13.02.2020 02:00,12.7,734.2,761.9,,100,Wind blowing from the west,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.9,,,2500 or more  or no clouds.,,,0.4,12.7,3.0,12,,,,
12.02.2020 20:00,13.2,734.8,762.8,0.6,100,Wind blowing from the north-northeast,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.9,,,300-600,,,0.9,13.2,3.0,12,,,,
12.02.2020 17:00,15.3,734.2,762.1,,87,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.9,,,1000-1500,,,6.0,13.2,No precipitation,6,,,,
12.02.2020 14:00,14.3,735.1,763.0,-2.0,92,Wind blowing from the north,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,14.3,,,1500-2000,,,6.0,13.0,0.1,12,,,,
12.02.2020 11:00,10.8,737.1,765.3,,100,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,10.8,,,300-600,,,2.8,10.8,No precipitation,6,,,,
12.02.2020 08:00,9.4,736.9,765.1,0.6,100,Wind blowing from the north-northwest,1,,3,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,,,,,2500 or more  or no clouds.,,,0.1,9.4,1.0,12,,,,
12.02.2020 05:00,9.3,736.3,764.5,,100,Calm  no wind,0,,,,Fog or ice fog. ,,,,10.0,,,,,,0.8,9.3,0.3,6,,,,
12.02.2020 02:00,9.3,737.1,765.4,,100,Wind blowing from the west,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.0,,,2500 or more  or no clouds.,,,0.2,9.3,4.0,12,,,,
11.02.2020 20:00,9.5,736.6,765.0,0.9,100,Wind blowing from the north-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,7.6,10.0,,,300-600,,,1.3,9.5,4.0,12,,,,
11.02.2020 17:00,9.7,735.7,764.0,,100,Wind blowing from the north-east,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,10.0,,,300-600,,,2.4,9.7,3.0,6,,,,
11.02.2020 14:00,9.9,736.2,764.5,-1.9,100,Wind blowing from the north,0,,3,100%.,Rain (not freezing) not falling as shower(s). ,Drizzle.,Fog or ice fog or thick haze.,7.6,9.9,,,300-600,,,4.7,9.9,2.0,12,,,,
11.02.2020 11:00,8.8,738.1,766.6,,100,Wind blowing from the west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,7.6,9.5,,,300-600,,,2.2,8.8,0.9,6,,,,
11.02.2020 08:00,7.7,737.8,766.3,0.6,100,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,,,,300-600,,,0.7,7.7,0.9,12,,,,
11.02.2020 05:00,7.7,737.2,765.7,,100,Wind blowing from the east-northeast,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.4,9.5,,,,,,1.4,7.7,0.3,6,,,,
11.02.2020 02:00,8.0,737.8,766.3,,100,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.5,,,2500 or more  or no clouds.,,,3.7,8.0,0.4,12,,,,
10.02.2020 20:00,8.3,738.1,766.6,0.2,100,Wind blowing from the east-northeast,2,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.5,,,300-600,,,3.5,8.3,0.4,12,,,,
10.02.2020 17:00,9.4,737.9,766.4,,80,Wind blowing from the east-northeast,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.3,,,1500-2000,,,6.0,6.1,No precipitation,6,,,,
10.02.2020 14:00,9.3,738.8,767.3,-2.3,78,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,13.4,,,1500-2000,,,6.0,5.7,0.3,12,,,,
10.02.2020 11:00,7.8,741.1,769.8,,90,Wind blowing from the east,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,1500-2000,,,7.0,6.3,No precipitation,6,,,,
10.02.2020 08:00,6.7,740.3,768.9,-0.1,100,Wind blowing from the east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,1500-2000,,,3.6,6.7,0.3,12,,,,
10.02.2020 05:00,6.5,740.4,768.8,,100,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,3.7,13.4,,,,,,3.7,6.5,0.3,6,,,,
10.02.2020 02:00,6.8,741.4,769.9,,87,Wind blowing from the east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,13.4,,,2500 or more  or no clouds.,,,7.0,4.8,No precipitation,12,,,,
09.02.2020 20:00,8.7,742.9,771.8,0.3,76,Wind blowing from the east-southeast,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,13.4,,,,,,6.0,4.7,0.1,12,,,,
09.02.2020 17:00,12.3,742.6,771.3,,57,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,7.0,4.0,,,,,,
09.02.2020 14:00,11.9,744.0,772.7,-2.9,60,Wind blowing from the east-northeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.0,,,,,,7.0,4.2,1.0,12,,,,
09.02.2020 11:00,8.6,746.9,775.9,,77,Wind blowing from the north-northeast,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,8.6,,,1000-1500,,,5.0,4.8,0.1,6,,,,
09.02.2020 08:00,4.0,746.5,775.6,0.5,100,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.5,,,2500 or more  or no clouds.,,,0.7,4.0,2.0,12,,,,
09.02.2020 05:00,4.2,746.0,775.0,,100,Wind blowing from the east-northeast,0,,5,,Mist. ,,,3.9,7.5,,,,,,1.0,4.2,2.0,6,,,,
09.02.2020 02:00,4.4,746.6,775.7,,100,Wind blowing from the south-east,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.5,,,2500 or more  or no clouds.,,,2.9,4.4,0.6,12,,,,
08.02.2020 20:00,6.2,745.7,774.8,1.0,87,Wind blowing from the east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.5,,,1500-2000,,,5.0,4.2,0.6,12,,,,
08.02.2020 17:00,7.2,744.7,773.7,,84,Wind blowing from the east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.5,,,1500-2000,,,5.0,4.7,No precipitation,6,,,,
08.02.2020 14:00,6.4,744.7,773.8,-1.7,94,Wind blowing from the east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.5,,,1500-2000,,,5.0,5.5,3.0,12,,,,
08.02.2020 11:00,5.1,746.4,775.5,,100,Wind blowing from the east,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.4,,,1500-2000,,,2.8,5.1,3.0,6,,,,
08.02.2020 08:00,4.0,745.3,774.4,1.2,100,Wind blowing from the south-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,3.9,6.4,,,300-600,,,0.6,4.0,6.0,12,,,,
08.02.2020 05:00,3.9,744.1,773.2,,100,Wind blowing from the east-northeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.9,6.4,,,,,,1.5,3.9,4.0,6,,,,
08.02.2020 02:00,4.0,744.6,773.6,,100,Wind blowing from the east-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.4,,,2500 or more  or no clouds.,,,1.2,4.0,4.0,12,,,,
07.02.2020 20:00,5.2,743.6,772.6,1.0,100,Wind blowing from the east,2,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.4,,,2500 or more  or no clouds.,,,3.4,5.2,0.2,12,,,,
07.02.2020 17:00,5.9,742.6,771.5,,86,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,1500-2000,,,9.0,3.7,,,,,,
07.02.2020 14:00,6.2,743.0,772.0,-2.0,83,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.7,,,600-1000,,,10.0,3.5,0.1,12,,,,
07.02.2020 11:00,4.8,745.0,774.1,,100,Wind blowing from the east-northeast,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,300-600,,,3.9,4.8,0.1,6,,,,
07.02.2020 08:00,3.9,744.0,773.0,1.6,100,Wind blowing from the east-northeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,8.8,,,300-600,,,3.8,3.9,Trace of precipitation,12,,,,
07.02.2020 05:00,4.4,742.4,771.3,,95,Wind blowing from the north-east,3,,,, ,,,,,,,,,,9.0,3.7,,,,,,
07.02.2020 02:00,4.6,742.9,771.7,,100,Wind blowing from the north-east,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,9.5,,,2500 or more  or no clouds.,,,4.0,4.6,0.1,12,,,,
06.02.2020 20:00,5.9,741.2,769.9,2.3,96,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.6,,,1500-2000,,,12.0,5.3,18.0,12,,,,
06.02.2020 17:00,6.9,738.9,767.4,,100,Wind blowing from the north-northeast,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,10.7,,,300-600,,,11.0,6.9,8.0,6,,,,
06.02.2020 14:00,7.7,738.1,766.5,-0.4,100,Wind blowing from the north-northeast,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,2500 or more  or no clouds.,,,3.8,7.7,29.0,12,,,,
06.02.2020 11:00,7.8,738.5,766.9,,100,Wind blowing from the north-east,2,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,300-600,,,2.1,7.8,15.0,6,,,,
06.02.2020 08:00,8.8,737.5,765.8,1.2,100,Wind blowing from the north-northeast,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,3.0,8.8,24.0,12,,,,
06.02.2020 05:00,9.3,736.3,764.5,,100,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,,,,,,,,1.9,9.3,19.0,6,,,,
06.02.2020 02:00,9.4,736.6,764.6,,100,Wind blowing from the north-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.9,,,2500 or more  or no clouds.,,,1.3,9.4,17.0,12,,,,
05.02.2020 20:00,9.5,737.8,766.4,0.5,100,Wind blowing from the north,0,,5,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Drizzle.,3.2,13.9,,,300-600,,,0.6,9.5,4.0,12,,,,
05.02.2020 17:00,10.7,737.3,765.7,,89,Wind blowing from the east,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.9,,,300-600,,,3.3,9.0,1.0,6,,,,
05.02.2020 14:00,13.5,737.9,766.2,-3.2,62,Wind blowing from the east,2,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.9,,,1500-2000,,,6.0,6.4,No precipitation,12,,,,
05.02.2020 11:00,8.9,741.1,769.6,,100,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.4,,,1500-2000,,,4.8,8.9,No precipitation,6,,,,
05.02.2020 08:00,5.0,740.5,769.1,0.6,100,Wind blowing from the south-southeast,1,,2,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,13.4,,,1500-2000,,,0.5,5.0,No precipitation,12,,,,
05.02.2020 05:00,5.3,739.9,768.4,,100,Calm  no wind,0,,,,Fog or ice fog. ,,,5.2,13.4,,,,,,1.5,5.3,No precipitation,6,,,,
05.02.2020 02:00,6.5,740.5,769.0,,100,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,13.4,,,2500 or more  or no clouds.,,,2.9,6.5,No precipitation,12,,,,
04.02.2020 20:00,10.1,739.8,768.4,1.0,75,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,13.4,,,1500-2000,,,5.0,5.9,No precipitation,12,,,,
04.02.2020 17:00,12.2,738.8,767.2,,61,Wind blowing from the east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,13.4,,,1500-2000,,,6.0,4.9,No precipitation,6,,,,
04.02.2020 14:00,12.0,739.5,767.9,-1.8,60,Wind blowing from the south-southeast,1,,4,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,12.1,,,1500-2000,,,5.0,4.5,No precipitation,12,,,,
04.02.2020 11:00,11.1,741.3,769.8,,68,Wind blowing from the east-northeast,2,,3,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,11.2,,,1500-2000,,,4.8,5.4,No precipitation,6,,,,
04.02.2020 08:00,6.0,740.7,769.4,0.5,100,Wind blowing from the north,0,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,8.8,,,2500 or more  or no clouds.,,,0.3,6.0,No precipitation,12,,,,
04.02.2020 05:00,5.9,740.2,768.8,,100,Wind blowing from the west-northwest,2,,3,,Mist. ,,,5.6,8.8,,,,,,2.5,5.9,No precipitation,6,,,,
04.02.2020 02:00,6.8,741.0,769.6,,100,Wind blowing from the south-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,8.8,,,2500 or more  or no clouds.,,,3.6,6.8,0.1,12,,,,
