Local time in Lenghu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 17:00,-3.0,550.8,780.5,,29,Wind blowing from the west-southwest,5,,11,, ,,,-15.2,-1.9,,,,,,15.0,-18.5,No precipitation,6,,,,
20.02.2020 14:00,-6.6,551.7,782.7,-0.3,39,Wind blowing from the south-southwest,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,0.9,,,2500 or more  or no clouds.,,,13.0,-18.3,No precipitation,12,,,,
20.02.2020 11:00,-10.9,552.0,784.3,,57,Wind blowing from the west-southwest,5,,,, ,,,,,,,,,,11.0,-17.8,,,,,,
20.02.2020 08:00,-15.2,550.5,783.2,0.6,72,Wind blowing from the south-southeast,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,0.9,,,2500 or more  or no clouds.,,,16.0,-19.1,No precipitation,12,,,,
20.02.2020 05:00,-13.6,549.9,778.6,,72,Wind blowing from the west,8,,,, ,,,,,,,,,,15.0,-17.6,,,,,,
20.02.2020 02:00,-11.8,549.0,775.6,,51,Wind blowing from the west,8,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,0.9,,,2500 or more  or no clouds.,,,21.0,-19.9,No precipitation,12,,,,
19.02.2020 23:00,-10.0,547.2,775.2,,42,Wind blowing from the west,8,,,, ,,,,,,,,,,21.0,-20.5,,,,,,
19.02.2020 20:00,-7.5,546.0,774.8,3.0,30,Wind blowing from the west-northwest,5,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,0.9,,,2500 or more  or no clouds.,,,10.0,-22.1,No precipitation,12,,,,
19.02.2020 17:00,-2.0,543.0,767.4,,21,Wind blowing from the west,9,,,,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,2.0,,,,,,3.5,-21.4,No precipitation,6,,,,
19.02.2020 14:00,0.0,543.1,766.7,0.0,14,Wind blowing from the west-northwest,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,2.0,,,2500 or more  or no clouds.,,,16.0,-24.4,No precipitation,12,,,,
19.02.2020 11:00,-6.2,543.1,768.7,,24,Wind blowing from the north-northwest,5,,,, ,,,,,,,,,,18.0,-23.5,,,,,,
19.02.2020 08:00,-11.3,542.3,768.0,0.1,32,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,2.0,,,2500 or more  or no clouds.,,,10.0,-24.7,No precipitation,12,,,,
19.02.2020 05:00,-10.6,542.2,765.1,,30,Wind blowing from the north-northwest,3,,4,, ,,,-18.7,2.0,,,,,,7.0,-24.8,No precipitation,6,,,,
19.02.2020 02:00,-10.7,543.3,767.9,-0.9,28,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,2.0,,,2500 or more  or no clouds.,,,18.0,-25.7,No precipitation,12,,,,
18.02.2020 23:00,-8.8,544.2,774.1,,15,Wind blowing from the north-northwest,1,,6,, ,,,-18.7,2.0,,,,,,28.0,-30.8,No precipitation,6,,,,
18.02.2020 20:00,-4.5,544.8,774.7,-0.8,12,Wind blowing from the north-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,2.0,,,2500 or more  or no clouds.,,,20.0,-29.7,No precipitation,12,,,,
18.02.2020 17:00,0.6,545.6,771.8,,8,Wind blowing from the south-southeast,1,,6,, ,,,-18.7,1.0,,,,,,26.0,-30.0,No precipitation,6,,,,
18.02.2020 14:00,-1.9,547.1,773.0,-1.3,13,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-0.1,,,2500 or more  or no clouds.,,,12.0,-26.7,No precipitation,12,,,,
18.02.2020 11:00,-13.9,548.4,779.1,,36,Wind blowing from the west,1,,,, ,,,,,,,,,,9.0,-25.8,,,,,,
18.02.2020 08:00,-17.6,548.0,779.3,0.5,46,Wind blowing from the south-southeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-0.1,,,2500 or more  or no clouds.,,,15.0,-26.4,No precipitation,12,,,,
18.02.2020 05:00,-14.7,547.5,775.1,,20,Calm  no wind,0,,,, ,,,-16.0,-0.1,,,,,,14.0,-32.7,No precipitation,6,,,,
18.02.2020 02:00,-10.2,548.1,774.4,-0.5,17,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-0.1,,,2500 or more  or no clouds.,,,12.0,-30.6,No precipitation,12,,,,
17.02.2020 23:00,-6.7,548.6,777.4,,15,Wind blowing from the west-northwest,5,,,, ,,,,,,,,,,12.0,-29.1,,,,,,
17.02.2020 20:00,-4.6,548.1,778.2,,16,Wind blowing from the west-northwest,9,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-0.1,,,2500 or more  or no clouds.,,,7.0,-26.6,No precipitation,12,,,,
17.02.2020 17:00,-0.4,547.6,773.2,,13,Wind blowing from the west-southwest,4,,10,, ,,,-16.0,1.0,,,,,,10.0,-25.5,No precipitation,6,,,,
17.02.2020 14:00,-1.9,548.7,775.7,-0.9,17,Wind blowing from the west-southwest,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,1.0,,,2500 or more  or no clouds.,,,10.0,-23.7,No precipitation,12,,,,
17.02.2020 11:00,-10.2,549.6,780.0,,39,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,13.0,-21.5,,,,,,
17.02.2020 08:00,-15.2,548.6,778.8,,55,Wind blowing from the east-southeast,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,1.0,,,2500 or more  or no clouds.,,,3.9,-22.2,No precipitation,12,,,,
17.02.2020 05:00,-10.5,547.9,772.9,,44,Wind blowing from the north-west,6,,10,,Haze. ,,,-16.3,1.0,,,,,,2.6,-20.4,No precipitation,6,,,,
17.02.2020 02:00,-11.1,547.4,773.5,-0.5,43,Wind blowing from the north-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,1.0,,,2500 or more  or no clouds.,,,8.0,-21.2,No precipitation,12,,,,
16.02.2020 23:00,-8.7,547.9,776.8,,32,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,21.0,-22.4,,,,,,
16.02.2020 20:00,-4.3,546.9,776.6,0.4,21,Wind blowing from the west-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,1.0,,,2500 or more  or no clouds.,,,21.0,-23.4,No precipitation,12,,,,
16.02.2020 17:00,0.9,546.5,771.4,,15,Wind blowing from the west,1,,4,, ,,,-16.3,1.0,,,,,,17.0,-22.8,No precipitation,6,,,,
16.02.2020 14:00,-1.2,546.9,771.4,-0.6,18,Wind blowing from the north-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-1.2,,,2500 or more  or no clouds.,,,19.0,-22.5,No precipitation,12,,,,
16.02.2020 11:00,-8.9,547.5,775.1,,41,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,19.0,-19.8,,,,,,
16.02.2020 08:00,-15.6,546.6,776.4,0.6,61,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-1.2,,,2500 or more  or no clouds.,,,23.0,-21.4,No precipitation,12,,,,
16.02.2020 05:00,-11.6,546.0,772.0,,52,Wind blowing from the south-southeast,1,,5,, ,,,-17.4,-1.2,,,,,,26.0,-19.5,No precipitation,6,,,,
16.02.2020 02:00,-8.2,546.2,770.8,-0.7,32,Wind blowing from the south-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.2,,,2500 or more  or no clouds.,,,18.0,-22.0,No precipitation,12,,,,
15.02.2020 23:00,-6.5,546.9,774.5,,30,Wind blowing from the north,0,,,, ,,,,,,,,,,15.0,-21.2,,,,,,
15.02.2020 20:00,-4.9,546.9,776.6,-0.4,30,Wind blowing from the north-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-1.2,,,2500 or more  or no clouds.,,,14.0,-19.8,No precipitation,12,,,,
15.02.2020 17:00,-1.8,547.3,773.9,,29,Wind blowing from the west,2,,7,, ,,,-17.4,2.5,,,,,,15.0,-17.5,No precipitation,6,,,,
15.02.2020 14:00,-1.9,548.2,775.0,-0.9,17,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,2.5,,,2500 or more  or no clouds.,,,22.0,-23.7,No precipitation,12,,,,
15.02.2020 11:00,-9.1,549.1,778.4,,16,Wind blowing from the north-northeast,3,,,, ,,,,,,,,,,30.0,-30.4,,,,,,
15.02.2020 08:00,-15.2,548.7,779.5,0.5,30,Wind blowing from the north,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,2.5,,,2500 or more  or no clouds.,,,30.0,-28.9,No precipitation,12,,,,
15.02.2020 05:00,-11.6,548.2,773.2,,46,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,19.0,-20.9,,,,,,
15.02.2020 02:00,-11.1,548.1,773.8,0.3,17,Wind blowing from the north-west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,2.5,,,2500 or more  or no clouds.,,,30.0,-31.4,No precipitation,12,,,,
14.02.2020 23:00,-8.2,547.8,776.7,,34,Wind blowing from the west-northwest,6,,,, ,,,,,,,,,,12.0,-21.3,,,,,,
14.02.2020 20:00,-5.3,546.3,776.5,1.1,8,Wind blowing from the west-northwest,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,2.5,,,2500 or more  or no clouds.,,,30.0,-34.5,No precipitation,12,,,,
14.02.2020 17:00,2.3,545.2,769.9,,3,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,30.0,-38.7,,,,,,
14.02.2020 14:00,0.5,545.1,769.0,0.0,5,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,4.2,,,2500 or more  or no clouds.,,,30.0,-34.9,No precipitation,12,,,,
14.02.2020 11:00,-9.2,545.1,771.8,,18,Wind blowing from the north,3,,,, ,,,,,,,,,,18.0,-29.2,,,,,,
14.02.2020 08:00,-15.9,543.7,771.7,0.9,28,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,4.2,,,2500 or more  or no clouds.,,,30.0,-30.3,No precipitation,12,,,,
14.02.2020 05:00,-13.5,542.8,766.0,,27,Wind blowing from the north-west,3,,16,, ,,,-13.7,4.2,,,,,,30.0,-28.5,No precipitation,6,,,,
14.02.2020 02:00,-10.0,542.9,764.5,,20,Wind blowing from the west,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,4.2,,,2500 or more  or no clouds.,,,30.0,-28.7,No precipitation,12,,,,
13.02.2020 23:00,-6.1,542.4,766.1,,17,Wind blowing from the west,5,,16,, ,,,-13.7,4.2,,,,,,30.0,-27.2,No precipitation,6,,,,
13.02.2020 20:00,-3.3,542.4,765.9,0.2,17,Wind blowing from the west,6,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,4.2,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
13.02.2020 17:00,3.5,542.2,764.6,,11,Wind blowing from the north-west,9,,14,, ,,,-13.7,4.2,,,,,,13.0,-24.2,No precipitation,6,,,,
13.02.2020 14:00,3.3,542.8,764.4,-1.0,13,Wind blowing from the west-northwest,8,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,3.9,,,2500 or more  or no clouds.,,,24.0,-22.5,No precipitation,12,,,,
13.02.2020 11:00,-5.6,543.8,767.6,,21,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,30.0,-24.5,,,,,,
13.02.2020 08:00,-8.0,543.2,766.5,0.0,20,Wind blowing from the west-southwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,3.9,,,2500 or more  or no clouds.,,,30.0,-27.0,No precipitation,12,,,,
13.02.2020 05:00,-12.5,543.2,766.0,,22,Wind blowing from the east,2,,7,, ,,,-18.1,3.9,,,,,,30.0,-29.9,No precipitation,6,,,,
13.02.2020 02:00,-10.0,543.4,766.1,,18,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.9,,,2500 or more  or no clouds.,,,30.0,-29.9,No precipitation,12,,,,
12.02.2020 23:00,-5.0,543.6,768.4,,14,Wind blowing from the south,2,,,, ,,,,,,,,,,30.0,-28.4,,,,,,
12.02.2020 20:00,-2.1,542.8,770.1,0.1,12,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,3.9,,,2500 or more  or no clouds.,,,30.0,-27.7,No precipitation,12,,,,
12.02.2020 17:00,3.4,542.7,766.3,,8,Wind blowing from the south-southeast,3,,6,, ,,,-18.1,3.4,,,,,,30.0,-27.8,No precipitation,6,,,,
12.02.2020 14:00,1.4,544.5,769.5,-0.9,11,Wind blowing from the east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,2.5,,,2500 or more  or no clouds.,,,29.0,-25.9,No precipitation,12,,,,
12.02.2020 11:00,-8.0,545.4,773.7,,24,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,16.0,-25.0,,,,,,
12.02.2020 08:00,-16.4,544.9,774.0,0.1,41,Wind blowing from the north,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,2.5,,,2500 or more  or no clouds.,,,14.0,-26.6,No precipitation,12,,,,
12.02.2020 05:00,-14.4,544.8,769.9,,42,Wind blowing from the south,1,,4,, ,,,-19.7,2.5,,,,,,27.0,-24.5,No precipitation,6,,,,
12.02.2020 02:00,-14.0,545.4,771.5,,29,Wind blowing from the west,1,,5,, ,,,-19.7,2.5,,,,,,30.0,-28.2,No precipitation,6,,,,
11.02.2020 23:00,-10.5,545.7,776.2,,19,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,-29.7,,,,,,
11.02.2020 20:00,-4.0,545.4,775.6,0.0,12,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,2.5,,,2500 or more  or no clouds.,,,30.0,-29.3,No precipitation,12,,,,
11.02.2020 17:00,2.2,545.4,771.6,,8,Wind blowing from the north-northeast,1,,5,, ,,,-19.7,2.2,,,,,,30.0,-28.7,No precipitation,6,,,,
11.02.2020 14:00,-0.1,546.3,773.2,-0.3,10,Wind blowing from the west-northwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.7,1.3,,,2500 or more  or no clouds.,,,30.0,-28.1,No precipitation,12,,,,
11.02.2020 11:00,-11.8,546.6,777.5,,30,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,10.0,-25.9,,,,,,
11.02.2020 08:00,-18.4,545.5,776.3,0.1,44,Wind blowing from the south-southwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,1.3,,,2500 or more  or no clouds.,,,6.0,-27.7,No precipitation,12,,,,
11.02.2020 05:00,-16.4,545.4,772.0,,42,Wind blowing from the south-west,2,,,, ,,,,,,,,,,10.0,-26.3,,,,,,
11.02.2020 02:00,-14.8,545.2,772.3,0.0,31,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,1.3,,,2500 or more  or no clouds.,,,30.0,-28.2,No precipitation,12,,,,
10.02.2020 23:00,-10.9,545.2,775.3,,19,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,30.0,-30.0,,,,,,
10.02.2020 20:00,-4.8,544.8,775.0,0.3,14,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,1.3,,,2500 or more  or no clouds.,,,30.0,-28.3,No precipitation,12,,,,
10.02.2020 17:00,1.2,544.5,771.4,,9,Wind blowing from the south,1,,5,, ,,,-19.8,1.2,,,,,,30.0,-28.2,No precipitation,6,,,,
10.02.2020 14:00,-1.2,545.5,773.1,-0.7,12,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-0.4,,,2500 or more  or no clouds.,,,30.0,-27.0,No precipitation,12,,,,
10.02.2020 11:00,-11.2,546.2,777.4,,26,Wind blowing from the south-east,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-0.4,,,,,,7.0,-26.9,No precipitation,6,,,,
10.02.2020 08:00,-18.1,545.7,776.8,0.2,41,Wind blowing from the north-west,3,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-0.4,,,2500 or more  or no clouds.,,,5.0,-28.2,No precipitation,12,,,,
10.02.2020 05:00,-17.5,545.5,773.7,,50,Wind blowing from the south-southwest,2,,6,, ,,,-19.9,-0.4,,,,,,17.0,-25.4,No precipitation,6,,,,
10.02.2020 02:00,-15.7,546.3,775.3,-0.3,37,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-0.4,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
09.02.2020 23:00,-12.3,546.6,779.2,,21,Wind blowing from the west-southwest,1,,6,, ,,,-19.9,-0.4,,,,,,30.0,-30.2,No precipitation,6,,,,
09.02.2020 20:00,-5.8,546.7,779.1,-0.5,14,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-0.4,,,2500 or more  or no clouds.,,,30.0,-29.1,No precipitation,12,,,,
09.02.2020 17:00,-0.6,547.2,775.9,,12,Wind blowing from the south-east,3,,6,, ,,,-19.9,0.1,,,,,,30.0,-26.5,No precipitation,6,,,,
09.02.2020 14:00,-3.5,548.9,778.2,-1.5,15,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,0.1,,,2500 or more  or no clouds.,,,30.0,-26.4,No precipitation,12,,,,
09.02.2020 11:00,-13.8,550.4,783.6,,36,Wind blowing from the west-southwest,1,,,, ,,,,,,,,,,8.0,-25.7,,,,,,
09.02.2020 08:00,-19.6,549.9,783.4,,47,Wind blowing from the south-west,1,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,0.1,,,2500 or more  or no clouds.,,,5.0,-28.1,No precipitation,12,,,,
09.02.2020 05:00,-17.0,550.3,780.1,,45,Wind blowing from the south,2,,,, ,,,-17.8,0.1,,,,,,9.0,-26.1,No precipitation,6,,,,
09.02.2020 02:00,-14.0,550.9,780.6,-0.4,41,Wind blowing from the north-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,0.1,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
08.02.2020 23:00,-10.1,551.3,783.7,,26,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,-26.0,,,,,,
08.02.2020 20:00,-5.1,550.5,782.2,,19,Wind blowing from the west-northwest,6,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,0.1,,,2500 or more  or no clouds.,,,24.0,-25.2,No precipitation,12,,,,
08.02.2020 17:00,-0.4,550.0,778.6,,13,Wind blowing from the north-west,4,,8,, ,,,-17.8,1.1,,,,,,30.0,-25.5,No precipitation,6,,,,
08.02.2020 14:00,-2.6,550.6,779.1,-0.6,12,Wind blowing from the north-west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,1.1,,,2500 or more  or no clouds.,,,30.0,-28.1,No precipitation,12,,,,
08.02.2020 11:00,-11.5,551.2,784.4,,27,Wind blowing from the north,2,,,, ,,,,,,,,,,17.0,-26.8,,,,,,
08.02.2020 08:00,-15.8,549.8,781.6,,36,Wind blowing from the north-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,1.1,,,2500 or more  or no clouds.,,,19.0,-27.5,No precipitation,12,,,,
08.02.2020 05:00,-14.7,549.2,776.7,,39,Wind blowing from the north-northwest,3,,9,, ,,,-18.6,1.1,,,,,,30.0,-25.6,No precipitation,6,,,,
08.02.2020 02:00,-11.8,549.3,776.3,0.3,28,Wind blowing from the north-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,1.1,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
07.02.2020 23:00,-11.7,549.0,781.6,,29,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,30.0,-26.2,,,,,,
07.02.2020 20:00,-6.0,547.8,779.6,,19,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,1.1,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
07.02.2020 17:00,1.1,546.6,773.9,,9,Wind blowing from the west-northwest,3,,7,, ,,,-18.6,1.7,,,,,,30.0,-28.3,No precipitation,6,,,,
07.02.2020 14:00,-0.9,546.8,773.3,-0.7,10,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,1.7,,,2500 or more  or no clouds.,,,26.0,-28.8,No precipitation,12,,,,
07.02.2020 11:00,-12.1,547.5,778.8,,27,Wind blowing from the north,3,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,,,,,,,7.0,-27.3,No precipitation,6,,,,
07.02.2020 08:00,-17.4,546.4,777.9,,40,Wind blowing from the north-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,1.7,,,2500 or more  or no clouds.,,,13.0,-27.8,No precipitation,12,,,,
07.02.2020 05:00,-16.4,545.7,772.8,,41,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,17.0,-26.6,,,,,,
07.02.2020 02:00,-12.7,545.4,772.2,0.3,35,Wind blowing from the north,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,1.7,,,2500 or more  or no clouds.,,,30.0,-25.0,No precipitation,12,,,,
06.02.2020 23:00,-10.6,545.1,775.9,,21,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,-28.7,,,,,,
06.02.2020 20:00,-6.5,544.0,775.7,0.6,14,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,1.7,,,2500 or more  or no clouds.,,,30.0,-29.6,No precipitation,12,,,,
06.02.2020 17:00,0.6,543.4,770.9,,9,Wind blowing from the west-southwest,1,,3,, ,,,-20.0,1.0,,,,,,30.0,-28.7,No precipitation,6,,,,
