Local time in Karamay,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.02.2020 11:00,-8.6,735.2,779.3,,57,Wind blowing from the south-southeast,0,,,90  or more  but not 100%, ,,,-12.1,,,,2500 or more  or no clouds.,,,30.0,-15.6,No precipitation,6,,,,
16.02.2020 08:00,-11.3,733.8,777.7,0.5,63,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-3.6,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
16.02.2020 05:00,-11.6,733.3,776.9,,61,Calm  no wind,0,,,, ,,,-12.0,-3.6,,,,,,30.0,-17.6,No precipitation,6,,,,
16.02.2020 02:00,-10.1,733.0,776.8,-0.3,56,Wind blowing from the north-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-3.6,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
15.02.2020 23:00,-10.6,733.3,777.4,,59,Wind blowing from the north,1,,,, ,,,-12.0,-3.6,,,,,,30.0,-17.1,No precipitation,6,,,,
15.02.2020 20:00,-6.4,733.6,777.4,-0.5,54,Wind blowing from the north-east,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-3.6,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
15.02.2020 17:00,-3.6,734.1,777.7,,37,Wind blowing from the east-northeast,2,,,20–30%., ,,,-12.0,-3.6,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,6,,,,
15.02.2020 14:00,-6.3,736.1,780.0,-1.2,58,Wind blowing from the east-northeast,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-6.2,,,2500 or more  or no clouds.,,,29.0,-13.2,No precipitation,12,,,,
15.02.2020 11:00,-10.4,737.3,781.7,,73,Wind blowing from the east-northeast,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,24.0,-14.3,No precipitation,6,,,,
15.02.2020 08:00,-10.8,737.5,781.8,-0.8,68,Wind blowing from the north-east,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.5,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
15.02.2020 05:00,-11.0,738.3,782.5,,79,Wind blowing from the north-west,1,,,, ,,,-16.1,-7.5,,,,,,19.0,-13.9,No precipitation,6,,,,
15.02.2020 02:00,-9.6,739.6,784.0,-0.5,77,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.5,,,2500 or more  or no clouds.,,,18.0,-13.0,No precipitation,12,,,,
14.02.2020 23:00,-10.4,740.1,784.9,,78,Wind blowing from the west-northwest,1,,,, ,,,-16.1,-7.5,,,,,,20.0,-13.5,No precipitation,6,,,,
14.02.2020 20:00,-8.9,739.7,784.5,0.0,73,Wind blowing from the east,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-7.5,,,2000-2500,,,25.0,-12.9,No precipitation,12,,,,
14.02.2020 17:00,-7.5,739.7,784.3,,66,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,-16.1,-6.7,,,2000-2500,,,27.0,-12.9,No precipitation,6,,,,
14.02.2020 14:00,-10.0,739.8,784.4,0.8,68,Wind blowing from the east,0,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-6.7,,,2000-2500,,,29.0,-14.8,No precipitation,12,,,,
14.02.2020 11:00,-12.9,739.0,783.9,,77,Wind blowing from the east,1,,,70 – 80%., ,,,-16.1,,,,2000-2500,,,28.0,-16.1,No precipitation,6,,,,
14.02.2020 08:00,-15.3,737.2,782.1,1.2,82,Wind blowing from the east,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-6.7,,,2500 or more  or no clouds.,,,27.0,-17.7,No precipitation,12,,,,
14.02.2020 05:00,-14.6,736.0,780.4,,84,Wind blowing from the north-west,1,,,, ,,,-17.2,-6.7,,,,,,24.0,-16.8,No precipitation,6,,,,
14.02.2020 02:00,-12.5,735.1,779.4,0.6,82,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-6.7,,,2500 or more  or no clouds.,,,27.0,-14.9,No precipitation,12,,,,
13.02.2020 23:00,-13.3,734.5,779.2,,80,Calm  no wind,0,,,, ,,,-17.2,-6.7,,,,,,28.0,-16.0,No precipitation,6,,,,
13.02.2020 20:00,-11.1,733.6,778.3,0.8,76,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-6.7,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
13.02.2020 17:00,-7.2,732.8,777.0,,62,Wind blowing from the south-west,2,,,20–30%., ,,,-17.2,-6.7,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,6,,,,
13.02.2020 14:00,-9.8,733.3,777.8,-0.6,67,Wind blowing from the west-southwest,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-7.8,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
13.02.2020 11:00,-13.2,733.9,778.6,,82,Calm  no wind,0,,,20–30%., ,,,-17.2,,,,2500 or more  or no clouds.,,,27.0,-15.6,No precipitation,6,,,,
13.02.2020 08:00,-16.4,733.4,778.2,0.1,81,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-7.4,,,2500 or more  or no clouds.,,,30.0,-18.9,No precipitation,12,,,,
13.02.2020 05:00,-14.3,733.3,777.7,,82,Calm  no wind,0,,,, ,,,-16.2,-4.4,,,,,,28.0,-16.8,No precipitation,6,,,,
13.02.2020 02:00,-15.9,733.8,778.4,0.0,82,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-4.0,,,2500 or more  or no clouds.,,,29.0,-18.3,No precipitation,12,,,,
12.02.2020 23:00,-14.7,733.8,778.3,,84,Wind blowing from the west-northwest,1,,,, ,,,-14.7,-4.0,,,,,,30.0,-16.9,No precipitation,6,,,,
12.02.2020 20:00,-11.8,733.0,776.9,1.2,79,Wind blowing from the north-northwest,1,,7,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-1.7,,,2000-2500,,,30.0,-14.7,0.9,12,,,,
12.02.2020 17:00,-8.7,731.8,775.1,,75,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-0.6,,,2500 or more  or no clouds.,,,30.0,-12.3,0.2,6,,,,
12.02.2020 14:00,-10.1,732.1,775.6,0.3,78,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.5,-0.6,,,2000-2500,,,9.0,-13.2,1.0,12,,,,
12.02.2020 11:00,-9.7,731.8,775.3,,84,Wind blowing from the east,4,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-0.6,,,2000-2500,,,4.2,-11.9,1.0,6,,,,
12.02.2020 08:00,-7.4,730.7,774.0,1.2,88,Wind blowing from the east-northeast,2,,9,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-0.6,,,2000-2500,,,4.9,-9.0,0.4,12,,,,
12.02.2020 05:00,-4.4,729.5,772.5,,61,Wind blowing from the south-west,1,,,, ,,,,,,,,,,23.0,-10.8,No precipitation,6,,,,
12.02.2020 02:00,-4.8,729.0,772.0,2.0,79,Wind blowing from the west-northwest,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,-8.0,No precipitation,12,,,,
11.02.2020 23:00,-4.4,727.0,769.9,,65,Wind blowing from the south-southwest,3,,,, ,,,-10.9,-0.6,,,,,,9.0,-10.0,No precipitation,6,,,,
11.02.2020 20:00,-5.6,725.5,768.5,2.1,78,Wind blowing from the east,2,,9,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-0.6,,,2000-2500,,,7.0,-8.8,No precipitation,12,,,,
11.02.2020 17:00,-5.6,723.4,766.5,,75,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,-10.9,-5.5,,,2000-2500,,,7.0,-9.3,No precipitation,6,,,,
11.02.2020 14:00,-5.8,722.5,765.6,0.7,70,Wind blowing from the east,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-5.8,,,2000-2500,,,9.0,-10.4,No precipitation,12,,,,
11.02.2020 11:00,-7.5,721.8,764.9,,73,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,-10.9,-4.6,,,2000-2500,,,8.0,-11.5,No precipitation,6,,,,
11.02.2020 08:00,-7.9,721.3,764.3,-0.4,76,Calm  no wind,0,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-4.6,,,2000-2500,,,10.0,-11.5,No precipitation,12,,,,
11.02.2020 05:00,-9.4,721.7,764.8,,77,Wind blowing from the west-northwest,1,,,, ,,,-14.0,-4.6,,,,,,8.0,-12.8,No precipitation,6,,,,
11.02.2020 02:00,-10.8,721.9,765.1,-0.5,79,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.6,,,2500 or more  or no clouds.,,,8.0,-13.7,No precipitation,12,,,,
10.02.2020 23:00,-9.8,722.4,765.7,,77,Wind blowing from the east,1,,,, ,,,-14.0,-4.6,,,,,,7.0,-13.1,No precipitation,6,,,,
10.02.2020 20:00,-9.1,723.0,766.5,0.3,75,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.6,,,2000-2500,,,8.0,-12.7,No precipitation,12,,,,
10.02.2020 17:00,-7.1,722.7,766.2,,66,Wind blowing from the south-west,1,,,70 – 80%., ,,,-14.0,-4.6,,,2000-2500,,,7.0,-12.4,No precipitation,6,,,,
10.02.2020 14:00,-7.1,722.5,765.9,0.2,66,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-4.6,,,2000-2500,,,8.0,-12.4,No precipitation,12,,,,
10.02.2020 11:00,-9.2,722.3,765.9,,74,Calm  no wind,0,,,90  or more  but not 100%, ,,,-14.0,-5.4,,,2000-2500,,,8.0,-13.0,No precipitation,6,,,,
10.02.2020 08:00,-11.8,721.7,765.3,0.6,79,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,,,,2000-2500,,,9.0,-14.7,No precipitation,12,,,,
10.02.2020 05:00,-13.5,721.1,764.5,,79,Calm  no wind,0,,,, ,,,-14.4,-5.4,,,,,,8.0,-16.4,No precipitation,6,,,,
10.02.2020 02:00,-13.1,721.4,764.8,-0.2,83,Wind blowing from the south-southwest,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-5.4,,,2500 or more  or no clouds.,,,6.0,-15.4,No precipitation,12,,,,
09.02.2020 23:00,-12.6,721.6,765.3,,79,Wind blowing from the west-northwest,1,,,,Mist. ,,,-14.8,-5.4,,,,,,6.0,-15.5,No precipitation,6,,,,
09.02.2020 20:00,-10.7,721.5,765.1,-0.3,76,Wind blowing from the south-west,2,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-5.4,,,2500 or more  or no clouds.,,,8.0,-14.1,No precipitation,12,,,,
09.02.2020 17:00,-8.1,721.8,765.4,,68,Wind blowing from the west-southwest,2,,,20–30%., ,,,-14.8,-5.4,,,2500 or more  or no clouds.,,,8.0,-13.0,No precipitation,6,,,,
09.02.2020 14:00,-6.6,722.9,766.4,-0.8,65,Wind blowing from the south-west,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-6.1,,,2500 or more  or no clouds.,,,11.0,-12.1,No precipitation,12,,,,
09.02.2020 11:00,-11.8,723.7,767.4,,83,Wind blowing from the north-northeast,1,,,40%., ,,,-14.8,-5.5,,,2500 or more  or no clouds.,,,9.0,-14.2,No precipitation,6,,,,
09.02.2020 08:00,-13.1,724.1,767.8,-1.1,79,Wind blowing from the north-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-5.5,,,2000-2500,,,11.0,-16.0,No precipitation,12,,,,
09.02.2020 05:00,-14.4,725.2,769.0,,82,Wind blowing from the north-northwest,2,,,, ,,,-14.8,-5.5,,,,,,9.0,-16.9,No precipitation,6,,,,
09.02.2020 02:00,-13.9,727.0,771.0,-1.2,81,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-5.5,,,2500 or more  or no clouds.,,,6.0,-16.5,No precipitation,12,,,,
08.02.2020 23:00,-10.7,728.2,772.1,,74,Wind blowing from the east-northeast,1,,,, ,,,-14.0,-5.5,,,,,,7.0,-14.4,No precipitation,6,,,,
08.02.2020 20:00,-9.7,729.2,773.3,-0.8,73,Wind blowing from the west,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-5.5,,,2500 or more  or no clouds.,,,7.0,-13.6,No precipitation,12,,,,
08.02.2020 17:00,-8.2,730.0,773.9,,67,Wind blowing from the south-west,2,,,20–30%., ,,,-14.0,-5.5,,,2500 or more  or no clouds.,,,8.0,-13.4,No precipitation,6,,,,
08.02.2020 14:00,-10.5,731.6,775.9,-0.8,70,Wind blowing from the west-southwest,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-5.5,,,2500 or more  or no clouds.,,,6.0,-14.9,No precipitation,12,,,,
08.02.2020 11:00,-10.8,732.4,776.7,,72,Calm  no wind,0,,,20–30%., ,,,-14.0,-7.6,,,2500 or more  or no clouds.,,,11.0,-15.0,No precipitation,6,,,,
08.02.2020 08:00,-13.8,732.2,776.5,-0.7,77,Wind blowing from the west,0,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.6,,,2000-2500,,,9.0,-17.0,No precipitation,12,,,,
08.02.2020 05:00,-12.1,732.9,776.9,,72,Wind blowing from the north-northwest,2,,,, ,,,-14.2,-7.6,,,,,,10.0,-16.1,No precipitation,6,,,,
08.02.2020 02:00,-12.9,733.9,778.0,-0.3,77,Wind blowing from the north-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.6,,,2500 or more  or no clouds.,,,8.0,-16.2,No precipitation,12,,,,
07.02.2020 23:00,-12.1,734.2,778.7,,74,Wind blowing from the west-northwest,1,,,, ,,,-14.2,-7.6,,,,,,8.0,-15.8,No precipitation,6,,,,
07.02.2020 20:00,-9.4,734.0,778.4,0.1,68,Wind blowing from the north-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.6,,,2500 or more  or no clouds.,,,8.0,-14.2,No precipitation,12,,,,
07.02.2020 17:00,-7.8,733.9,778.1,,66,Wind blowing from the south-west,2,,,40%., ,,,-14.2,-7.8,,,2500 or more  or no clouds.,,,7.0,-13.2,No precipitation,6,,,,
07.02.2020 14:00,-8.5,734.6,778.9,-0.2,63,Wind blowing from the south-west,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-7.8,,,2500 or more  or no clouds.,,,7.0,-14.3,No precipitation,12,,,,
07.02.2020 11:00,-12.7,734.8,779.4,,77,Wind blowing from the north-east,1,,,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-10.6,,,2500 or more  or no clouds.,,,6.0,-15.9,No precipitation,6,,,,
07.02.2020 08:00,-13.7,733.7,778.3,0.4,79,Wind blowing from the north-northeast,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.6,,,2500 or more  or no clouds.,,,7.0,-16.6,No precipitation,12,,,,
07.02.2020 05:00,-12.9,733.3,777.7,,79,Wind blowing from the west-southwest,1,,,,Mist. ,,,,-10.6,,,,,,6.0,-15.8,No precipitation,6,,,,
07.02.2020 02:00,-13.3,733.2,777.7,0.4,82,Wind blowing from the north,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.6,,,2500 or more  or no clouds.,,,7.0,-15.7,No precipitation,12,,,,
06.02.2020 23:00,-12.3,732.8,777.4,,79,Wind blowing from the east-northeast,1,,,, ,,,-18.2,-10.6,,,,,,8.0,-15.2,No precipitation,6,,,,
06.02.2020 20:00,-11.3,731.5,776.3,1.2,76,Wind blowing from the south-southwest,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-10.6,,,2500 or more  or no clouds.,,,5.0,-14.8,No precipitation,12,,,,
06.02.2020 17:00,-10.8,730.3,774.8,,72,Wind blowing from the south-west,3,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-10.7,,,2500 or more  or no clouds.,,,5.0,-15.0,No precipitation,6,,,,
06.02.2020 14:00,-12.4,729.8,774.4,0.7,75,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-7.9,,,2000-2500,,,5.0,-15.9,No precipitation,12,,,,
06.02.2020 11:00,-14.7,729.1,773.9,,84,Wind blowing from the east-northeast,1,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,,,,2000-2500,,,4.3,-16.8,No precipitation,6,,,,
06.02.2020 08:00,-18.1,728.1,772.8,0.6,78,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-7.9,,,2000-2500,,,4.9,-21.0,No precipitation,12,,,,
06.02.2020 05:00,-17.4,727.5,771.9,,80,Wind blowing from the north-northwest,1,,,,Mist. ,,,-17.5,-7.9,,,,,,4.6,-20.0,No precipitation,6,,,,
06.02.2020 02:00,-16.8,727.5,771.7,-0.4,79,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-7.9,,,2500 or more  or no clouds.,,,4.5,-19.6,No precipitation,12,,,,
05.02.2020 23:00,-16.1,727.9,772.6,,79,Wind blowing from the west-southwest,1,,,,Mist. ,,,-17.0,-7.9,,,,,,5.0,-19.0,No precipitation,6,,,,
05.02.2020 20:00,-13.1,728.0,772.6,0.4,78,Wind blowing from the west-southwest,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-7.9,,,2500 or more  or no clouds.,,,4.3,-16.1,No precipitation,12,,,,
05.02.2020 17:00,-10.9,727.6,772.0,,71,Wind blowing from the south-west,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-7.9,,,2000-2500,,,5.0,-15.1,No precipitation,6,,,,
05.02.2020 14:00,-8.5,728.2,772.3,-0.9,62,Wind blowing from the north,0,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-8.5,,,2500 or more  or no clouds.,,,11.0,-14.5,No precipitation,12,,,,
05.02.2020 11:00,-14.6,729.1,773.7,,82,Wind blowing from the east-southeast,0,,,70 – 80%., ,,,-17.0,,,,2000-2500,,,7.0,-17.0,No precipitation,6,,,,
05.02.2020 08:00,-16.0,728.6,773.3,-0.2,77,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-12.0,,,2500 or more  or no clouds.,,,15.0,-19.1,No precipitation,12,,,,
05.02.2020 05:00,-16.2,728.8,773.4,,82,Wind blowing from the north-west,1,,,,Mist. ,,,-18.4,-12.0,,,,,,6.0,-18.6,No precipitation,6,,,,
05.02.2020 02:00,-15.8,729.7,774.3,-0.4,78,Wind blowing from the west,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-12.0,,,2500 or more  or no clouds.,,,9.0,-18.8,No precipitation,12,,,,
04.02.2020 23:00,-15.3,730.1,775.0,,79,Wind blowing from the north-west,1,,,, ,,,-18.4,-12.0,,,,,,8.0,-18.1,No precipitation,6,,,,
04.02.2020 20:00,-14.4,730.0,775.0,0.5,78,Wind blowing from the south-west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-12.0,,,2000-2500,,,9.0,-17.5,No precipitation,12,,,,
04.02.2020 17:00,-12.9,729.5,774.1,,69,Wind blowing from the east,1,,,70 – 80%., ,,,-18.4,-12.0,,,2000-2500,,,9.0,-17.4,No precipitation,6,,,,
04.02.2020 14:00,-13.6,730.1,775.0,-0.3,70,Wind blowing from the south-west,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-13.4,,,2000-2500,,,9.0,-17.9,No precipitation,12,,,,
04.02.2020 11:00,-16.4,730.4,775.5,,79,Calm  no wind,0,,,70 – 80%., ,,,-18.4,-13.4,,,2500 or more  or no clouds.,,,9.0,-19.2,No precipitation,6,,,,
04.02.2020 08:00,-18.1,729.4,774.4,0.3,80,Wind blowing from the east-northeast,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-13.4,,,2000-2500,,,11.0,-20.7,No precipitation,12,,,,
04.02.2020 05:00,-16.2,729.1,773.7,,77,Wind blowing from the north-west,1,,,, ,,,-20.3,-13.4,,,,,,14.0,-19.3,No precipitation,6,,,,
04.02.2020 02:00,-17.6,729.2,774.1,0.1,79,Wind blowing from the south-west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-13.4,,,2500 or more  or no clouds.,,,10.0,-20.4,No precipitation,12,,,,
03.02.2020 23:00,-17.2,729.1,774.3,,80,Wind blowing from the west-southwest,1,,,, ,,,-20.3,-13.4,,,,,,9.0,-19.8,No precipitation,6,,,,
03.02.2020 20:00,-15.5,728.7,773.8,0.0,74,Wind blowing from the south-west,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-13.4,,,2000-2500,,,14.0,-19.1,No precipitation,12,,,,
03.02.2020 17:00,-13.6,728.7,773.5,,67,Wind blowing from the south-west,2,,,60%., ,,,-20.3,-12.5,,,2000-2500,,,16.0,-18.4,No precipitation,6,,,,
03.02.2020 14:00,-15.0,729.5,774.5,-0.2,69,Wind blowing from the south-west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-11.4,,,2500 or more  or no clouds.,,,14.0,-19.4,No precipitation,12,,,,
03.02.2020 11:00,-17.9,729.7,774.8,,79,Calm  no wind,0,,,40%., ,,,-20.3,,,,2500 or more  or no clouds.,,,16.0,-20.7,No precipitation,6,,,,
