Local time in Jinghe,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.02.2020 14:00,-5.5,747.5,779.3,-0.5,73,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,0.9,,,1500-2000,,,14.0,-9.7,No precipitation,12,,,,
17.02.2020 11:00,-6.8,748.0,779.9,,78,Wind blowing from the west-northwest,1,,,90  or more  but not 100%, ,,,-9.4,0.9,,,1500-2000,,,14.0,-10.0,No precipitation,6,,,,
17.02.2020 08:00,-5.3,747.7,779.5,-0.7,76,Wind blowing from the north,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,0.9,,,1500-2000,,,15.0,-9.0,No precipitation,12,,,,
17.02.2020 05:00,-2.1,748.4,780.0,,69,Wind blowing from the west-northwest,2,,,, ,,,,0.9,,,,,,20.0,-7.0,No precipitation,6,,,,
17.02.2020 02:00,-1.1,749.3,781.0,,69,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.9,,,2500 or more  or no clouds.,,,23.0,-6.1,No precipitation,12,,,,
16.02.2020 20:00,-0.1,749.8,781.9,1.3,48,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,0.9,,,1500-2000,,,21.0,-9.8,No precipitation,12,,,,
16.02.2020 17:00,0.8,748.5,780.6,,41,Wind blowing from the north-west,1,,,90  or more  but not 100%, ,,,-12.5,0.9,,,1500-2000,,,23.0,-11.0,No precipitation,6,,,,
16.02.2020 14:00,-1.6,748.2,780.4,1.0,52,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.5,,,1500-2000,,,16.0,-10.4,No precipitation,12,,,,
16.02.2020 11:00,-9.4,747.2,779.8,,79,Wind blowing from the south-southeast,1,,,70 – 80%., ,,,-12.5,,,,1500-2000,,,8.0,-12.4,No precipitation,6,,,,
16.02.2020 08:00,-10.9,745.8,778.0,0.9,82,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-1.7,,,1500-2000,,,9.0,-13.4,No precipitation,12,,,,
16.02.2020 05:00,-11.4,744.9,777.1,,82,Wind blowing from the south-southeast,1,,,, ,,,-11.7,-1.7,,,,,,11.0,-13.9,No precipitation,6,,,,
16.02.2020 02:00,-11.4,744.5,776.8,,80,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.7,,,2500 or more  or no clouds.,,,9.0,-14.2,No precipitation,12,,,,
15.02.2020 20:00,-4.3,745.1,777.3,-0.1,66,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-1.7,,,1500-2000,,,10.0,-9.7,No precipitation,12,,,,
15.02.2020 17:00,-2.5,745.2,777.2,,59,Wind blowing from the west-northwest,1,,,no clouds, ,,,-10.0,-2.5,,,,,,12.0,-9.4,No precipitation,6,,,,
15.02.2020 14:00,-5.0,746.8,779.1,-2.0,68,Wind blowing from the north,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-4.3,,,1500-2000,,,10.0,-10.0,No precipitation,12,,,,
15.02.2020 11:00,-9.5,748.8,781.3,,86,Wind blowing from the west,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,,,,1500-2000,,,4.1,-11.5,No precipitation,6,,,,
15.02.2020 08:00,-10.0,749.4,781.9,-0.7,85,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-4.3,,,1500-2000,,,9.0,-12.0,No precipitation,12,,,,
15.02.2020 05:00,-8.7,750.1,782.4,,85,Wind blowing from the west,3,,,, ,,,-9.1,-4.3,,,,,,11.0,-10.8,No precipitation,6,,,,
15.02.2020 02:00,-9.1,750.5,783.1,,84,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-4.3,,,2500 or more  or no clouds.,,,11.0,-11.3,No precipitation,12,,,,
14.02.2020 20:00,-5.4,750.8,783.1,0.6,69,Wind blowing from the west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-4.3,,,1500-2000,,,19.0,-10.2,No precipitation,12,,,,
14.02.2020 17:00,-4.6,750.2,782.6,,68,Wind blowing from the south-southwest,1,,,90  or more  but not 100%, ,,,-10.5,-4.3,,,1500-2000,,,18.0,-9.6,No precipitation,6,,,,
14.02.2020 14:00,-7.5,750.2,782.8,1.0,75,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-4.2,,,1500-2000,,,16.0,-11.3,No precipitation,12,,,,
14.02.2020 11:00,-6.3,749.2,781.6,,80,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,-10.5,-4.2,,,1500-2000,,,15.0,-9.3,No precipitation,6,,,,
14.02.2020 08:00,-7.5,748.0,780.3,0.4,83,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-4.2,,,1500-2000,,,15.0,-9.9,No precipitation,12,,,,
14.02.2020 05:00,-9.1,747.6,779.8,,81,Wind blowing from the west-southwest,1,,,, ,,,-10.5,-4.2,,,,,,17.0,-11.8,No precipitation,6,,,,
14.02.2020 02:00,-10.1,747.2,779.7,,80,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-4.2,,,2500 or more  or no clouds.,,,19.0,-13.0,No precipitation,12,,,,
13.02.2020 20:00,-6.0,745.9,778.2,1.8,75,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-4.2,,,1000-1500,,,23.0,-9.7,0.3,12,,,,
13.02.2020 17:00,-4.4,744.1,776.2,,67,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,-8.6,-2.3,,,1000-1500,,,19.0,-9.6,0.3,6,,,,
13.02.2020 14:00,-6.8,744.8,777.0,-0.2,76,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,,,,1500-2000,,,15.0,-10.3,0.5,12,,,,
13.02.2020 11:00,-8.4,745.0,777.2,,87,Wind blowing from the north-west,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,,,,1500-2000,,,2.8,-10.2,Trace of precipitation,6,,,,
13.02.2020 08:00,-8.3,744.4,776.5,0.1,88,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-2.1,,,1500-2000,,,18.0,-9.9,0.2,12,,,,
13.02.2020 05:00,-7.5,744.3,776.2,,88,Wind blowing from the south-southwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-9.2,-2.1,,,,,,8.0,-9.1,0.2,6,,,,
13.02.2020 02:00,-7.0,744.4,776.2,,86,Wind blowing from the west-southwest,3,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-2.1,,,2500 or more  or no clouds.,,,8.0,-8.9,No precipitation,12,,,,
12.02.2020 20:00,-4.6,742.4,774.4,1.1,79,Wind blowing from the north-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-2.1,,,1500-2000,,,27.0,-7.8,No precipitation,12,,,,
12.02.2020 17:00,-2.3,741.3,773.1,,66,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,-9.2,-0.3,,,1500-2000,,,21.0,-7.8,No precipitation,6,,,,
12.02.2020 14:00,-3.1,741.7,773.5,,63,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,2.0,,,2500 or more  or no clouds.,,,22.0,-9.3,No precipitation,12,,,,
12.02.2020 11:00,-5.4,741.5,773.3,,69,Wind blowing from the north-northeast,1,,,90  or more  but not 100%, ,,,-9.2,,,,1500-2000,,,22.0,-10.2,No precipitation,6,,,,
12.02.2020 08:00,-8.6,741.1,773.0,0.1,65,Wind blowing from the south-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,2.0,,,1500-2000,,,30.0,-14.0,No precipitation,12,,,,
12.02.2020 05:00,-8.4,741.0,772.7,,69,Wind blowing from the east,3,,,, ,,,-8.7,2.0,,,,,,30.0,-13.1,No precipitation,6,,,,
12.02.2020 02:00,-6.2,740.5,772.0,,64,Wind blowing from the east,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,2.0,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
11.02.2020 20:00,-4.3,737.6,769.3,2.5,63,Wind blowing from the north-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,2.0,,,1500-2000,,,17.0,-10.3,No precipitation,12,,,,
11.02.2020 17:00,-0.6,735.1,766.6,,59,Wind blowing from the north-northeast,6,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,2.0,,,2500 or more  or no clouds.,,,5.0,-7.8,No precipitation,6,,,,
11.02.2020 14:00,-0.2,734.2,765.7,0.1,68,Wind blowing from the east,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,0.6,,,1500-2000,,,11.0,-5.4,No precipitation,12,,,,
11.02.2020 11:00,-4.7,734.1,765.8,,76,Wind blowing from the south,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-1.1,,,1500-2000,,,4.6,-8.4,No precipitation,6,,,,
11.02.2020 08:00,-7.9,733.3,764.9,-0.3,79,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-1.1,,,1500-2000,,,4.0,-10.9,No precipitation,12,,,,
11.02.2020 05:00,-8.7,733.6,765.0,,80,Wind blowing from the south-southwest,2,,,,Mist. ,,,-14.5,-1.1,,,,,,4.2,-11.5,No precipitation,6,,,,
11.02.2020 02:00,-9.9,733.5,765.3,,80,Wind blowing from the west-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.1,,,2500 or more  or no clouds.,,,4.2,-12.7,No precipitation,12,,,,
10.02.2020 20:00,-4.2,733.3,765.0,0.3,63,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.1,,,1500-2000,,,5.0,-10.2,No precipitation,12,,,,
10.02.2020 17:00,-1.3,733.0,764.7,,54,Wind blowing from the north-northeast,1,,,20–30%., ,,,-14.5,-1.1,,,2500 or more  or no clouds.,,,6.0,-9.4,No precipitation,6,,,,
10.02.2020 14:00,-5.6,733.6,765.6,-0.6,68,Wind blowing from the west,2,,7,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.7,,,1500-2000,,,5.0,-10.7,No precipitation,12,,,,
10.02.2020 11:00,-10.3,734.2,766.3,,82,Wind blowing from the west-southwest,3,,,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,,,,1500-2000,,,3.8,-12.8,No precipitation,6,,,,
10.02.2020 08:00,-11.3,733.6,765.6,0.7,82,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.7,,,1500-2000,,,3.6,-13.8,No precipitation,12,,,,
10.02.2020 05:00,-14.2,732.9,764.7,,85,Wind blowing from the south,2,,,,Mist. ,,,-16.6,-1.7,,,,,,3.1,-16.2,No precipitation,6,,,,
10.02.2020 02:00,-13.3,732.4,764.3,,85,Wind blowing from the south-southwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.7,,,2500 or more  or no clouds.,,,3.2,-15.3,No precipitation,12,,,,
09.02.2020 20:00,-6.9,732.1,764.2,-0.7,68,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.7,,,1500-2000,,,4.3,-11.8,No precipitation,12,,,,
09.02.2020 17:00,-2.2,732.8,764.6,,55,Wind blowing from the north-northwest,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-1.7,,,1500-2000,,,4.9,-10.2,No precipitation,6,,,,
09.02.2020 14:00,-4.3,734.2,766.2,-1.3,59,Wind blowing from the south-west,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-3.9,,,1500-2000,,,4.1,-11.1,No precipitation,12,,,,
09.02.2020 11:00,-13.7,735.5,768.1,,82,Wind blowing from the south-southwest,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,,,,1500-2000,,,3.6,-16.1,No precipitation,6,,,,
09.02.2020 08:00,-15.9,736.0,768.4,-0.8,83,Wind blowing from the west-southwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-3.9,,,,,,3.0,-18.1,No precipitation,12,,,,
09.02.2020 05:00,-14.3,736.8,769.0,,83,Wind blowing from the west-northwest,1,,,,Mist. ,,,-17.8,-3.9,,,,,,3.3,-16.6,No precipitation,6,,,,
09.02.2020 02:00,-13.6,738.0,770.2,,81,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-3.9,,,2500 or more  or no clouds.,,,4.6,-16.2,No precipitation,12,,,,
08.02.2020 20:00,-7.2,740.9,773.5,-0.4,65,Wind blowing from the north,1,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-3.9,,,2500 or more  or no clouds.,,,4.4,-12.8,No precipitation,12,,,,
08.02.2020 17:00,-5.0,741.3,773.8,,57,Wind blowing from the north,1,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-4.8,,,2500 or more  or no clouds.,,,4.3,-12.2,No precipitation,6,,,,
08.02.2020 14:00,-6.0,742.6,775.0,-1.2,62,Wind blowing from the north,2,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-6.0,,,2500 or more  or no clouds.,,,4.2,-12.1,No precipitation,12,,,,
08.02.2020 11:00,-14.3,743.8,776.8,,83,Wind blowing from the east-northeast,1,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,,,,2500 or more  or no clouds.,,,3.4,-16.6,No precipitation,6,,,,
08.02.2020 08:00,-16.9,743.9,776.8,-0.6,83,Wind blowing from the west-southwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-6.5,,,,,,3.4,-19.1,No precipitation,12,,,,
08.02.2020 05:00,-16.6,744.5,777.3,,80,Wind blowing from the south-southwest,1,,,,Mist. ,,,-17.0,-6.5,,,,,,4.4,-19.2,No precipitation,6,,,,
08.02.2020 02:00,-14.9,745.1,778.0,,80,Wind blowing from the south-southeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-6.5,,,2500 or more  or no clouds.,,,3.8,-17.6,No precipitation,12,,,,
07.02.2020 20:00,-9.2,745.7,778.6,,70,Wind blowing from the north-northwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-6.5,,,,,,4.0,-13.7,No precipitation,12,,,,
07.02.2020 17:00,-7.0,745.5,778.2,,63,Wind blowing from the north-northwest,1,,,20–30%., ,,,-17.0,-6.0,,,1500-2000,,,4.4,-13.0,No precipitation,6,,,,
07.02.2020 14:00,-10.5,746.4,779.3,0.1,75,Wind blowing from the west-northwest,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-5.9,,,1500-2000,,,4.0,-14.1,No precipitation,12,,,,
07.02.2020 11:00,-15.7,746.3,779.5,,84,Wind blowing from the west,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,,,,1500-2000,,,2.7,-17.8,No precipitation,6,,,,
07.02.2020 08:00,-16.1,745.2,778.0,0.2,85,Wind blowing from the west-southwest,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-5.9,,,1500-2000,,,2.3,-18.0,No precipitation,12,,,,
07.02.2020 05:00,-14.8,745.0,777.6,,85,Wind blowing from the west-southwest,2,,,,Mist. ,,,-18.8,-5.9,,,,,,2.4,-16.8,No precipitation,6,,,,
07.02.2020 02:00,-14.4,744.4,777.1,,82,Wind blowing from the south-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-5.9,,,2500 or more  or no clouds.,,,2.9,-16.8,No precipitation,12,,,,
06.02.2020 20:00,-8.7,742.9,775.8,1.5,65,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-5.9,,,1500-2000,,,4.2,-14.1,No precipitation,12,,,,
06.02.2020 17:00,-6.8,741.4,774.0,,60,Wind blowing from the north-northeast,3,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-5.9,,,1500-2000,,,5.0,-13.3,No precipitation,6,,,,
06.02.2020 14:00,-6.8,741.2,773.8,0.5,61,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-6.0,,,1500-2000,,,4.6,-13.1,No precipitation,12,,,,
06.02.2020 11:00,-14.2,740.7,773.6,,83,Wind blowing from the south-southwest,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,,,,1500-2000,,,4.0,-16.5,No precipitation,6,,,,
06.02.2020 08:00,-17.8,739.3,772.1,0.6,81,Wind blowing from the north,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.0,,,1500-2000,,,5.0,-20.3,No precipitation,12,,,,
06.02.2020 05:00,-17.5,738.7,771.3,,79,Wind blowing from the south,2,,,,Mist. ,,,-17.8,-6.0,,,,,,6.0,-20.3,No precipitation,6,,,,
06.02.2020 02:00,-16.2,739.0,771.7,,81,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-6.0,,,2500 or more  or no clouds.,,,4.2,-18.8,No precipitation,12,,,,
05.02.2020 20:00,-10.0,739.4,772.0,0.7,67,Wind blowing from the north-east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-6.0,,,1500-2000,,,4.8,-15.1,No precipitation,12,,,,
05.02.2020 17:00,-6.7,738.7,771.1,,56,Wind blowing from the north-east,1,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-6.1,,,2500 or more  or no clouds.,,,5.0,-14.2,No precipitation,6,,,,
05.02.2020 14:00,-9.9,740.2,772.7,-0.7,66,Wind blowing from the north-east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-9.9,,,2500 or more  or no clouds.,,,4.6,-15.2,No precipitation,12,,,,
05.02.2020 11:00,-14.8,740.9,773.8,,81,Wind blowing from the south-southeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-10.0,,,1500-2000,,,4.0,-17.3,No precipitation,6,,,,
05.02.2020 08:00,-15.1,740.5,773.2,0.0,82,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-10.0,,,1500-2000,,,3.6,-17.5,No precipitation,12,,,,
05.02.2020 05:00,-15.6,740.5,773.2,,82,Wind blowing from the south-west,2,,,,Mist. ,,,-19.0,-10.0,,,,,,3.9,-18.0,No precipitation,6,,,,
05.02.2020 02:00,-13.4,741.2,774.0,,78,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.0,,,2500 or more  or no clouds.,,,4.0,-16.4,No precipitation,12,,,,
04.02.2020 20:00,-12.2,742.0,775.0,1.4,72,Wind blowing from the north,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-10.0,,,1500-2000,,,4.8,-16.2,No precipitation,12,,,,
04.02.2020 17:00,-10.4,740.6,773.5,,65,Wind blowing from the east,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-10.2,,,1500-2000,,,5.0,-15.7,No precipitation,6,,,,
04.02.2020 14:00,-12.5,741.7,774.7,-0.5,72,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-10.3,,,1500-2000,,,4.2,-16.5,No precipitation,12,,,,
04.02.2020 11:00,-16.9,742.2,775.4,,82,Wind blowing from the south-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,,,,1500-2000,,,4.4,-19.2,No precipitation,6,,,,
04.02.2020 08:00,-18.0,741.1,774.1,0.6,83,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-10.3,,,1500-2000,,,4.5,-20.2,No precipitation,12,,,,
04.02.2020 05:00,-18.2,740.5,773.5,,82,Wind blowing from the south-southwest,1,,3,,Mist. ,,,-19.3,-10.3,,,,,,4.6,-20.5,No precipitation,6,,,,
04.02.2020 02:00,-16.7,740.8,773.8,,81,Wind blowing from the east-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.3,,,2500 or more  or no clouds.,,,4.8,-19.2,No precipitation,12,,,,
