Local time in East Ujimqin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.02.2020 20:00,-10.0,692.6,772.1,1.1,75,Wind blowing from the north-west,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-6.1,,,2500 or more  or no clouds.,,,27.0,-13.6,Trace of precipitation,12,,,,
21.02.2020 17:00,-8.5,691.5,770.4,,70,Wind blowing from the west-northwest,8,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-3.3,,,,,,25.0,-13.0,No precipitation,6,,,,
21.02.2020 14:00,-8.3,690.9,769.5,,61,Wind blowing from the west-northwest,7,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-3.3,,,2500 or more  or no clouds.,,,30.0,-14.5,Trace of precipitation,12,,,,
21.02.2020 11:00,-10.5,691.4,770.2,,61,Wind blowing from the west,6,,11,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-3.3,,,1000-1500,,,30.0,-16.6,No precipitation,6,,,,
21.02.2020 08:00,-12.1,690.9,769.6,1.6,76,Wind blowing from the north-west,3,,11,20–30%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-3.3,,,2500 or more  or no clouds.,,,23.0,-15.5,Trace of precipitation,12,,,,
21.02.2020 05:00,-10.4,689.3,767.2,,72,Wind blowing from the west-southwest,3,,11,, ,,,-20.0,-3.3,,,,,,23.0,-14.5,No precipitation,6,,,,
21.02.2020 02:00,-9.4,689.6,768.4,-0.8,74,Wind blowing from the south-west,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.3,,,2500 or more  or no clouds.,,,19.0,-13.3,No precipitation,12,,,,
20.02.2020 23:00,-7.6,690.4,769.7,,72,Wind blowing from the south-west,5,,12,, ,,,-20.0,-3.3,,,,,,19.0,-11.8,No precipitation,6,,,,
20.02.2020 20:00,-6.1,690.8,770.6,,72,Wind blowing from the south-west,4,,12,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.3,,,2500 or more  or no clouds.,,,26.0,-10.3,Trace of precipitation,12,,,,
20.02.2020 17:00,-3.3,690.3,769.6,,74,Wind blowing from the south-west,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.3,,,,,,22.0,-7.3,No precipitation,6,,,,
20.02.2020 14:00,-10.7,691.6,771.8,-2.1,73,Wind blowing from the south-east,3,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.1,,,2500 or more  or no clouds.,,,6.0,-14.6,Trace of precipitation,12,,,,
20.02.2020 11:00,-14.8,693.7,774.5,,76,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%, ,,,-20.0,,,,,,,29.0,-18.1,No precipitation,6,,,,
20.02.2020 08:00,-19.2,694.9,775.9,-0.3,83,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.1,,,2500 or more  or no clouds.,,,26.0,-21.4,No precipitation,12,,,,
20.02.2020 05:00,-19.1,695.2,775.4,,79,Calm  no wind,0,,,, ,,,-21.0,-4.1,,,,,,25.0,-21.8,No precipitation,6,,,,
20.02.2020 02:00,-17.0,695.8,775.6,,75,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-4.1,,,2500 or more  or no clouds.,,,22.0,-20.4,No precipitation,12,,,,
19.02.2020 23:00,-14.3,695.8,776.0,,78,Wind blowing from the south-west,1,,6,, ,,,-21.0,-4.1,,,,,,18.0,-17.4,No precipitation,6,,,,
19.02.2020 20:00,-10.4,695.7,776.8,0.8,69,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-4.1,,,,,,30.0,-15.0,No precipitation,12,,,,
19.02.2020 17:00,-5.4,694.9,775.1,,48,Wind blowing from the north-northeast,2,,4,no clouds, ,,,-21.0,-3.9,,,,,,30.0,-14.7,No precipitation,6,,,,
19.02.2020 14:00,-4.5,695.1,775.1,,44,Wind blowing from the west,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-2.3,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
19.02.2020 11:00,-9.8,696.0,776.1,,66,Wind blowing from the west,1,,3,20–30%., ,,,-21.0,-2.3,,,2500 or more  or no clouds.,,,22.0,-15.0,No precipitation,6,,,,
19.02.2020 08:00,-19.8,695.8,776.8,0.8,79,Wind blowing from the north-northeast,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-2.3,,,2500 or more  or no clouds.,,,20.0,-22.5,No precipitation,12,,,,
19.02.2020 05:00,-19.4,695.0,775.0,,77,Wind blowing from the north-northeast,0,,5,, ,,,-19.4,-2.3,,,,,,26.0,-22.4,No precipitation,6,,,,
19.02.2020 02:00,-18.9,695.1,774.8,,75,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-2.3,,,2500 or more  or no clouds.,,,25.0,-22.2,No precipitation,12,,,,
18.02.2020 23:00,-13.5,694.9,774.4,,77,Calm  no wind,0,,,, ,,,-15.6,-2.3,,,,,,8.0,-16.7,No precipitation,6,,,,
18.02.2020 20:00,-9.5,694.3,774.4,0.6,66,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-2.3,,,,,,27.0,-14.7,No precipitation,12,,,,
18.02.2020 17:00,-3.8,693.7,772.8,,50,Wind blowing from the north,2,,7,10%  or less  but not 0, ,,,-15.6,-2.3,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,6,,,,
18.02.2020 14:00,-2.6,693.4,772.0,,43,Wind blowing from the west,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.5,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
18.02.2020 11:00,-7.4,694.4,773.8,,64,Wind blowing from the west-northwest,2,,4,no clouds, ,,,-15.6,-1.5,,,,,,28.0,-13.2,No precipitation,6,,,,
18.02.2020 08:00,-14.6,694.9,775.0,0.6,81,Wind blowing from the south-southwest,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-1.5,,,,,,15.0,-17.1,No precipitation,12,,,,
18.02.2020 05:00,-15.2,694.3,773.4,,76,Calm  no wind,0,,,, ,,,-19.3,-1.5,,,,,,18.0,-18.5,No precipitation,6,,,,
18.02.2020 02:00,-13.3,694.4,773.2,-0.3,78,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.5,,,2500 or more  or no clouds.,,,26.0,-16.3,No precipitation,12,,,,
17.02.2020 23:00,-12.3,694.7,774.1,,79,Calm  no wind,0,,,, ,,,-19.4,-1.5,,,,,,23.0,-15.3,No precipitation,6,,,,
17.02.2020 20:00,-9.6,694.6,775.2,,72,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-1.5,,,,,,30.0,-13.7,No precipitation,12,,,,
17.02.2020 17:00,-2.8,694.0,773.5,,52,Wind blowing from the north,3,,9,no clouds, ,,,-19.4,-1.5,,,,,,30.0,-11.5,No precipitation,6,,,,
17.02.2020 14:00,-3.2,694.0,773.5,-1.1,46,Wind blowing from the west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-3.2,,,,,,30.0,-13.2,No precipitation,12,,,,
17.02.2020 11:00,-8.0,695.1,775.0,,54,Wind blowing from the west,3,,5,no clouds, ,,,-19.4,-8.0,,,,,,30.0,-15.7,No precipitation,6,,,,
17.02.2020 08:00,-17.9,695.8,777.1,-0.1,80,Wind blowing from the west-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-9.1,,,,,,24.0,-20.5,No precipitation,12,,,,
17.02.2020 05:00,-18.6,695.9,776.9,,78,Wind blowing from the west-southwest,1,,11,, ,,,-19.9,-9.1,,,,,,25.0,-21.5,No precipitation,6,,,,
17.02.2020 02:00,-18.3,696.7,777.5,-1.1,78,Wind blowing from the north,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-9.1,,,2500 or more  or no clouds.,,,22.0,-21.2,No precipitation,12,,,,
16.02.2020 23:00,-15.1,697.8,778.9,,71,Wind blowing from the west-northwest,2,,11,, ,,,-19.9,-9.1,,,,,,30.0,-19.2,No precipitation,6,,,,
16.02.2020 20:00,-13.3,697.7,779.5,,75,Wind blowing from the north-west,4,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-9.1,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
16.02.2020 17:00,-10.3,697.5,778.7,,58,Wind blowing from the north-west,4,,11,no clouds, ,,,-19.9,-9.1,,,,,,30.0,-17.0,No precipitation,6,,,,
16.02.2020 14:00,-9.4,697.2,778.0,-0.6,51,Wind blowing from the north-northwest,6,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-8.8,,,1000-1500,,,30.0,-17.7,No precipitation,12,,,,
16.02.2020 11:00,-13.5,697.8,778.6,,64,Wind blowing from the north,5,,10,90  or more  but not 100%, ,,,-19.9,-8.8,,,2500 or more  or no clouds.,,,29.0,-18.9,No precipitation,6,,,,
16.02.2020 08:00,-19.1,697.9,779.7,0.8,69,Wind blowing from the north,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-8.8,,,2500 or more  or no clouds.,,,26.0,-23.4,No precipitation,12,,,,
16.02.2020 05:00,-19.2,697.1,778.3,,72,Wind blowing from the north,2,,,, ,,,-21.0,-8.8,,,,,,29.0,-23.0,No precipitation,6,,,,
16.02.2020 02:00,-17.8,697.0,777.8,0.8,76,Wind blowing from the north-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-8.8,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
15.02.2020 23:00,-13.5,696.2,777.0,,75,Wind blowing from the north-northwest,4,,9,, ,,,-21.1,-8.8,,,,,,30.0,-17.1,No precipitation,6,,,,
15.02.2020 20:00,-13.5,697.3,779.0,,64,Wind blowing from the north-northwest,2,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-8.8,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
15.02.2020 17:00,-10.2,697.0,778.3,,53,Wind blowing from the north-west,3,,9,70 – 80%., ,,,-21.1,-8.8,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,6,,,,
15.02.2020 14:00,-9.4,697.2,778.6,-1.7,40,Wind blowing from the north-west,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-9.4,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
15.02.2020 11:00,-14.0,698.9,780.9,,50,Wind blowing from the west-southwest,1,,5,70 – 80%., ,,,-21.1,-13.6,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,6,,,,
15.02.2020 08:00,-19.3,699.2,781.9,-0.3,70,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-13.6,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
15.02.2020 05:00,-20.1,699.5,781.9,,71,Wind blowing from the north-northeast,2,,,, ,,,-21.1,-13.6,,,,,,29.0,-24.0,No precipitation,6,,,,
15.02.2020 02:00,-21.1,700.9,783.4,0.0,68,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-13.6,,,2500 or more  or no clouds.,,,29.0,-25.4,No precipitation,12,,,,
14.02.2020 23:00,-18.6,700.9,783.3,,67,Wind blowing from the north-west,1,,13,, ,,,-18.7,-13.6,,,,,,26.0,-23.2,No precipitation,6,,,,
14.02.2020 20:00,-17.5,700.9,783.7,1.2,66,Wind blowing from the north-northeast,3,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-13.6,,,1000-1500,,,30.0,-22.3,No precipitation,12,,,,
14.02.2020 17:00,-15.1,699.7,781.6,,56,Wind blowing from the north-northeast,6,,13,70 – 80%., ,,,-18.7,-11.8,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,6,,,,
14.02.2020 14:00,-14.0,699.1,780.7,-0.5,50,Wind blowing from the north-northeast,8,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-10.2,,,1000-1500,,,30.0,-22.2,No precipitation,12,,,,
14.02.2020 11:00,-15.5,699.6,781.1,,56,Wind blowing from the north-northeast,7,,14,60%., ,,,-18.7,-9.6,,,1000-1500,,,30.0,-22.3,No precipitation,6,,,,
14.02.2020 08:00,-18.6,699.2,781.2,1.9,66,Wind blowing from the north-northeast,5,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-9.2,,,1000-1500,,,30.0,-23.5,No precipitation,12,,,,
14.02.2020 05:00,-17.2,697.3,778.4,,67,Wind blowing from the north-east,5,,,, ,,,-17.2,-7.9,,,,,,30.0,-21.9,No precipitation,6,,,,
14.02.2020 02:00,-15.8,697.1,777.7,,72,Wind blowing from the north-northeast,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-7.7,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
13.02.2020 23:00,-14.3,696.7,777.1,,73,Wind blowing from the north-northeast,3,,13,, ,,,-14.3,-7.7,,,,,,30.0,-18.1,No precipitation,6,,,,
13.02.2020 20:00,-13.9,695.4,775.4,1.6,71,Wind blowing from the north,4,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-4.0,,,2500 or more  or no clouds.,,,30.0,-18.0,Trace of precipitation,12,,,,
13.02.2020 17:00,-11.7,693.8,773.1,,60,Wind blowing from the north,4,,13,70 – 80%., ,,,-11.7,,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,6,,,,
13.02.2020 14:00,-10.2,691.3,770.3,1.2,56,Wind blowing from the north,6,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,,,,2500 or more  or no clouds.,,,30.0,-17.3,Trace of precipitation,12,,,,
13.02.2020 11:00,-10.1,690.1,768.8,,73,Wind blowing from the north-northwest,6,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,,,,2500 or more  or no clouds.,,,15.0,-14.0,No precipitation,6,,,,
13.02.2020 08:00,-9.3,687.4,764.9,2.4,77,Wind blowing from the north,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,,,,2500 or more  or no clouds.,,,29.0,-12.6,Trace of precipitation,12,,,,
13.02.2020 05:00,-8.0,685.0,761.3,,85,Wind blowing from the north-northeast,5,,12,,Intermittent fall of snowflakes  slight at time of observation. ,,,-14.9,4.2,,,,,,15.0,-10.1,No precipitation,6,,,,
13.02.2020 02:00,-9.3,684.2,760.3,,85,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,4.2,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
12.02.2020 23:00,-8.6,683.8,760.6,,84,Wind blowing from the north-northeast,5,,9,, ,,,-14.9,4.2,,,,,,28.0,-10.8,No precipitation,6,,,,
12.02.2020 20:00,-4.0,683.0,760.8,0.1,76,Wind blowing from the north-northeast,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,4.2,,,2500 or more  or no clouds.,,,13.0,-7.6,No precipitation,12,,,,
12.02.2020 17:00,1.0,682.9,759.9,,60,Wind blowing from the west-southwest,1,,8,50%., ,,,-14.9,4.2,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,6,,,,
12.02.2020 14:00,3.0,683.6,759.7,,43,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,3.0,,,,,,30.0,-8.4,No precipitation,12,,,,
12.02.2020 11:00,-3.2,685.5,762.5,,51,Wind blowing from the south-east,2,,4,no clouds, ,,,-14.9,2.2,,,,,,24.0,-11.9,No precipitation,6,,,,
12.02.2020 08:00,-13.9,685.6,763.6,0.3,80,Wind blowing from the south-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,2.2,,,,,,8.0,-16.7,No precipitation,12,,,,
12.02.2020 05:00,-14.4,685.3,762.7,,75,Calm  no wind,0,,,, ,,,-14.6,2.2,,,,,,22.0,-17.9,No precipitation,6,,,,
12.02.2020 02:00,-9.4,685.3,761.8,,77,Wind blowing from the north-east,1,,18,, ,,,-9.4,2.2,,,,,,18.0,-12.8,No precipitation,6,,,,
11.02.2020 23:00,-8.2,684.4,761.0,,77,Wind blowing from the east-northeast,1,,19,, ,,,-8.2,2.2,,,,,,9.0,-11.5,No precipitation,6,,,,
11.02.2020 20:00,-3.3,683.6,759.9,1.2,66,Wind blowing from the south-west,4,,19,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.2,,,2500 or more  or no clouds.,,,27.0,-8.9,No precipitation,12,,,,
11.02.2020 17:00,-0.3,682.4,758.2,,56,Wind blowing from the south-west,7,,19,50%., ,,,-5.8,2.2,,,2500 or more  or no clouds.,,,30.0,-8.0,No precipitation,6,,,,
11.02.2020 14:00,2.1,681.2,756.4,,48,Wind blowing from the west-southwest,11,,19,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.1,,,2500 or more  or no clouds.,,,18.0,-7.8,No precipitation,12,,,,
11.02.2020 11:00,-1.3,683.1,759.1,,54,Wind blowing from the south-southwest,4,,12,no clouds, ,,,-7.8,0.5,,,,,,28.0,-9.4,No precipitation,6,,,,
11.02.2020 08:00,-4.6,682.9,759.2,-0.4,58,Wind blowing from the west-southwest,4,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
11.02.2020 05:00,-4.9,683.3,759.2,,64,Wind blowing from the west-southwest,3,,,, ,,,,0.5,,,,,,30.0,-10.7,No precipitation,6,,,,
11.02.2020 02:00,-4.1,684.2,760.2,-0.5,62,Wind blowing from the south-west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.5,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
10.02.2020 23:00,-5.5,684.7,762.0,,67,Wind blowing from the west-southwest,4,,11,, ,,,-16.5,0.5,,,,,,30.0,-10.8,No precipitation,6,,,,
10.02.2020 20:00,-4.1,684.7,763.0,-0.3,63,Wind blowing from the west-southwest,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,0.5,,,,,,30.0,-10.1,No precipitation,12,,,,
10.02.2020 17:00,-0.6,685.0,762.5,,60,Wind blowing from the south,3,,10,no clouds, ,,,-16.5,0.5,,,,,,30.0,-7.4,No precipitation,6,,,,
10.02.2020 14:00,-1.0,685.4,762.6,,59,Wind blowing from the south-west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-1.0,,,,,,30.0,-8.2,No precipitation,12,,,,
10.02.2020 11:00,-7.9,686.4,764.5,,66,Wind blowing from the west-southwest,2,,7,10%  or less  but not 0, ,,,-16.5,-2.6,,,2500 or more  or no clouds.,,,17.0,-13.3,No precipitation,6,,,,
10.02.2020 08:00,-16.1,686.8,765.7,0.5,81,Wind blowing from the south-southeast,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-2.6,,,2500 or more  or no clouds.,,,29.0,-18.6,No precipitation,12,,,,
10.02.2020 05:00,-14.2,686.3,764.3,,80,Calm  no wind,0,,,, ,,,-15.7,-2.6,,,,,,30.0,-16.9,No precipitation,6,,,,
10.02.2020 02:00,-11.3,687.1,764.8,-0.6,77,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.6,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
09.02.2020 23:00,-10.3,687.7,766.0,,73,Wind blowing from the south-west,3,,9,, ,,,-15.3,-2.6,,,,,,30.0,-14.2,No precipitation,6,,,,
09.02.2020 20:00,-6.7,688.3,767.3,-0.3,67,Wind blowing from the south-southwest,2,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.6,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
09.02.2020 17:00,-2.9,688.6,766.3,,63,Wind blowing from the south,1,,7,60%., ,,,-15.3,-2.6,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,6,,,,
09.02.2020 14:00,-3.4,689.2,766.9,-1.8,56,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-3.3,,,,,,30.0,-11.1,No precipitation,12,,,,
09.02.2020 11:00,-7.4,691.0,769.9,,59,Wind blowing from the south-west,3,,9,no clouds, ,,,-15.3,-7.1,,,,,,30.0,-14.2,No precipitation,6,,,,
09.02.2020 08:00,-15.1,690.4,770.3,,76,Wind blowing from the south-west,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-7.1,,,,,,28.0,-18.4,No precipitation,12,,,,
09.02.2020 05:00,-10.4,689.8,768.4,,62,Wind blowing from the west,2,,11,, ,,,,-7.1,,,,,,30.0,-16.3,No precipitation,6,,,,
09.02.2020 02:00,-9.1,690.2,768.7,-0.5,64,Wind blowing from the west-northwest,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.1,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,12,,,,
08.02.2020 23:00,-12.8,690.7,770.5,,70,Wind blowing from the south-west,5,,,, ,,,-21.4,-7.1,,,,,,30.0,-17.1,No precipitation,6,,,,
08.02.2020 20:00,-10.9,692.4,773.2,,65,Wind blowing from the south-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-7.1,,,,,,30.0,-16.2,No precipitation,12,,,,
08.02.2020 17:00,-7.4,693.4,773.8,,66,Wind blowing from the west-southwest,3,,10,no clouds, ,,,-21.4,-7.1,,,,,,30.0,-12.7,No precipitation,6,,,,
