Local time in Dengqen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 23:00,-0.8,475.2,763.8,,34,Calm  no wind,0,,,, ,,,-14.6,4.8,,,,,,16.0,-14.7,No precipitation,6,,,,
19.02.2020 20:00,1.1,474.4,766.3,0.8,24,Wind blowing from the west,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,4.8,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
19.02.2020 17:00,3.0,473.6,762.7,,19,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,-14.6,4.8,,,,,,14.0,-18.4,No precipitation,6,,,,
19.02.2020 14:00,0.3,475.3,765.8,-2.0,18,Wind blowing from the south-east,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,3.2,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
19.02.2020 11:00,-6.7,477.3,771.8,,23,Wind blowing from the south,1,,3,10%  or less  but not 0, ,,,-14.6,3.2,,,1000-1500,,,3.3,-24.4,No precipitation,6,,,,
19.02.2020 08:00,-14.3,476.9,773.3,0.0,47,Wind blowing from the west,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,3.2,,,1000-1500,,,30.0,-23.2,No precipitation,12,,,,
19.02.2020 05:00,-12.8,476.9,769.3,,41,Wind blowing from the west-northwest,1,,11,, ,,,-12.8,3.2,,,,,,30.0,-23.3,No precipitation,6,,,,
19.02.2020 02:00,-10.7,477.6,768.7,-0.3,35,Wind blowing from the north-west,2,,21,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.2,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
18.02.2020 23:00,-7.9,477.9,769.1,,26,Wind blowing from the west-northwest,1,,21,, ,,,-7.9,3.2,,,,,,16.0,-24.1,No precipitation,6,,,,
18.02.2020 20:00,-3.4,477.0,766.8,0.0,14,Wind blowing from the west-northwest,2,,21,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,3.2,,,1000-1500,,,4.4,-27.1,No precipitation,12,,,,
18.02.2020 17:00,0.9,477.0,763.2,,14,Wind blowing from the north-west,5,,21,, ,,,-4.8,6.4,,,,,,30.0,-23.6,No precipitation,6,,,,
18.02.2020 14:00,1.6,475.9,759.7,-0.2,11,Wind blowing from the west-northwest,11,,20,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,7.0,,,2500 or more  or no clouds.,,,12.0,-25.7,No precipitation,12,,,,
18.02.2020 11:00,-1.1,476.1,762.1,,58,Wind blowing from the south-southeast,1,,7,, ,,,-4.8,,,,,,,21.0,-8.5,No precipitation,6,,,,
18.02.2020 08:00,-4.4,475.4,761.2,0.4,80,Wind blowing from the east,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,7.0,,,2500 or more  or no clouds.,,,30.0,-7.3,No precipitation,12,,,,
18.02.2020 05:00,-3.1,475.0,756.5,,73,Wind blowing from the east-southeast,2,,13,, ,,,-5.3,7.0,,,,,,30.0,-7.4,No precipitation,6,,,,
18.02.2020 02:00,-0.9,475.5,757.0,-0.3,49,Wind blowing from the east-southeast,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,7.0,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
17.02.2020 23:00,-1.4,475.8,759.4,,29,Wind blowing from the south-southeast,1,,14,, ,,,-5.3,7.0,,,,,,12.0,-17.1,No precipitation,6,,,,
17.02.2020 20:00,1.4,475.0,760.6,0.7,21,Wind blowing from the north-west,3,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,7.0,,,1000-1500,,,22.0,-18.6,No precipitation,12,,,,
17.02.2020 17:00,6.5,474.3,754.9,,9,Wind blowing from the north-west,4,,14,90  or more  but not 100%, ,,,-5.3,7.0,,,1000-1500,,,30.0,-24.2,No precipitation,6,,,,
17.02.2020 14:00,5.0,474.9,757.0,-1.3,12,Wind blowing from the west-northwest,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,7.0,,,1000-1500,,,28.0,-22.1,No precipitation,12,,,,
17.02.2020 11:00,2.4,476.2,760.5,,30,Wind blowing from the south-east,2,,3,40%., ,,,-5.3,7.0,,,1000-1500,,,17.0,-13.4,No precipitation,6,,,,
17.02.2020 08:00,-4.5,475.2,760.7,0.4,47,Wind blowing from the west-northwest,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,7.0,,,1000-1500,,,30.0,-14.1,No precipitation,12,,,,
17.02.2020 05:00,-2.2,474.8,755.5,,35,Wind blowing from the west-northwest,1,,9,, ,,,-12.4,7.0,,,,,,30.0,-15.6,No precipitation,6,,,,
17.02.2020 02:00,-2.6,475.2,757.3,-0.4,31,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,7.0,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
16.02.2020 23:00,-2.3,475.6,763.4,,26,Wind blowing from the west-northwest,1,,12,, ,,,-12.4,7.0,,,,,,27.0,-19.2,No precipitation,6,,,,
16.02.2020 20:00,1.8,474.7,764.8,0.4,14,Wind blowing from the north-west,1,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,7.0,,,2500 or more  or no clouds.,,,9.0,-22.9,No precipitation,12,,,,
16.02.2020 17:00,6.8,474.3,759.7,,7,Wind blowing from the north-west,5,,12,20–30%., ,,,-12.4,7.0,,,1000-1500,,,30.0,-26.7,No precipitation,6,,,,
16.02.2020 14:00,5.3,475.5,760.0,-1.5,8,Wind blowing from the north-west,5,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,5.4,,,1000-1500,,,30.0,-26.4,No precipitation,12,,,,
16.02.2020 11:00,-3.6,477.0,766.2,,22,Wind blowing from the south,1,,7,no clouds, ,,,-12.4,5.2,,,,,,15.0,-22.3,No precipitation,6,,,,
16.02.2020 08:00,-12.1,476.2,768.1,0.4,44,Wind blowing from the west-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,5.2,,,,,,25.0,-21.9,No precipitation,12,,,,
16.02.2020 05:00,-10.3,475.8,764.4,,36,Wind blowing from the north-west,2,,13,, ,,,-10.4,5.2,,,,,,30.0,-22.5,No precipitation,6,,,,
16.02.2020 02:00,-6.3,476.4,762.0,-0.2,24,Wind blowing from the east,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.2,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
15.02.2020 23:00,-3.1,476.6,763.6,,19,Wind blowing from the west-northwest,2,,16,, ,,,-8.7,5.2,,,,,,23.0,-23.5,No precipitation,6,,,,
15.02.2020 20:00,0.4,475.2,764.3,1.5,13,Wind blowing from the north-west,5,,16,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.2,,,1000-1500,,,16.0,-24.9,No precipitation,12,,,,
15.02.2020 17:00,3.4,473.7,758.7,,14,Wind blowing from the west-northwest,6,,16,90  or more  but not 100%, ,,,-8.7,6.2,,,1000-1500,,,23.0,-21.6,No precipitation,6,,,,
15.02.2020 14:00,4.6,473.7,756.8,-1.2,13,Wind blowing from the north-west,6,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,8.0,,,1000-1500,,,26.0,-21.5,No precipitation,12,,,,
15.02.2020 11:00,-0.8,474.9,761.0,,31,Wind blowing from the east-southeast,1,,3,, ,,,-8.7,8.0,,,,,,16.0,-15.8,No precipitation,6,,,,
15.02.2020 08:00,-8.6,474.0,761.8,0.7,53,Wind blowing from the north-northwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,,,,2500 or more  or no clouds.,,,7.0,-16.5,No precipitation,12,,,,
15.02.2020 05:00,-6.8,473.3,756.4,,44,Calm  no wind,0,,,, ,,,-8.0,8.0,,,,,,30.0,-17.0,No precipitation,6,,,,
15.02.2020 02:00,-5.1,473.4,756.1,0.1,41,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,8.0,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
14.02.2020 23:00,-3.3,473.3,759.4,,35,Wind blowing from the north-west,2,,13,, ,,,-8.0,8.0,,,,,,20.0,-16.6,No precipitation,6,,,,
14.02.2020 17:00,6.1,471.3,753.4,,13,Wind blowing from the west-northwest,6,,13,60%., ,,,-8.0,8.0,,,1000-1500,,,30.0,-20.3,No precipitation,6,,,,
14.02.2020 14:00,5.2,471.7,752.7,-1.5,19,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,5.6,,,1000-1500,,,27.0,-16.6,No precipitation,12,,,,
14.02.2020 11:00,-2.3,473.2,759.7,,40,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,-8.0,5.6,,,1000-1500,,,10.0,-14.1,No precipitation,6,,,,
14.02.2020 08:00,-6.5,473.0,759.6,0.1,56,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,5.6,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
14.02.2020 05:00,-7.1,472.9,756.6,,59,Wind blowing from the west-northwest,1,,13,, ,,,-12.6,5.6,,,,,,30.0,-13.8,No precipitation,6,,,,
14.02.2020 02:00,-4.1,474.6,757.9,-1.0,50,Wind blowing from the west-northwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,5.6,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
13.02.2020 23:00,-3.9,475.6,763.6,,50,Calm  no wind,0,,,, ,,,-12.6,5.6,,,,,,12.0,-13.0,No precipitation,6,,,,
13.02.2020 20:00,0.0,475.2,764.8,0.3,40,Wind blowing from the north-west,5,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,5.6,,,1000-1500,,,10.0,-12.0,No precipitation,12,,,,
13.02.2020 17:00,5.1,474.9,759.9,,12,Wind blowing from the north-west,6,,14,90  or more  but not 100%, ,,,-12.6,5.6,,,,,,30.0,-22.0,No precipitation,6,,,,
13.02.2020 14:00,4.1,476.2,761.9,-1.7,15,Wind blowing from the west-northwest,5,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,4.6,,,1000-1500,,,30.0,-20.2,No precipitation,12,,,,
13.02.2020 11:00,-2.4,477.9,767.5,,24,Wind blowing from the south,1,,3,no clouds, ,,,-12.6,4.0,,,,,,9.0,-20.2,No precipitation,6,,,,
13.02.2020 08:00,-9.1,477.2,769.0,0.3,39,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,4.0,,,,,,30.0,-20.5,No precipitation,12,,,,
13.02.2020 05:00,-7.2,476.9,764.6,,36,Wind blowing from the south-west,0,,10,, ,,,-14.9,4.0,,,,,,30.0,-19.7,No precipitation,6,,,,
13.02.2020 02:00,-6.2,476.9,765.3,0.2,32,Wind blowing from the west-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,4.0,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
12.02.2020 23:00,-4.0,476.7,768.4,,25,Wind blowing from the west-northwest,2,,10,, ,,,-14.9,4.0,,,,,,25.0,-21.1,No precipitation,6,,,,
12.02.2020 20:00,-1.5,475.8,770.4,-0.2,16,Wind blowing from the north-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,4.0,,,2500 or more  or no clouds.,,,8.0,-24.1,No precipitation,12,,,,
12.02.2020 17:00,2.6,476.0,766.9,,10,Wind blowing from the west,6,,10,70 – 80%., ,,,-14.9,4.0,,,1000-1500,,,30.0,-26.0,No precipitation,6,,,,
12.02.2020 14:00,0.5,477.5,769.3,-1.6,13,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,2.1,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,12,,,,
12.02.2020 11:00,-6.9,479.1,775.0,,24,Wind blowing from the south-southeast,1,,4,20–30%., ,,,-14.9,2.1,,,1000-1500,,,12.0,-24.1,No precipitation,6,,,,
12.02.2020 08:00,-14.6,478.5,775.6,0.3,48,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,2.1,,,,,,30.0,-23.2,No precipitation,12,,,,
12.02.2020 05:00,-12.9,478.2,771.3,,41,Wind blowing from the west-northwest,1,,,, ,,,-15.6,2.1,,,,,,30.0,-23.4,No precipitation,6,,,,
12.02.2020 02:00,-10.8,478.7,771.4,0.4,34,Wind blowing from the west-northwest,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,2.1,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
11.02.2020 23:00,-7.9,478.3,774.0,,27,Wind blowing from the north-west,2,,,, ,,,-15.6,2.1,,,,,,30.0,-23.6,No precipitation,6,,,,
11.02.2020 20:00,-2.6,477.2,773.5,0.4,15,Wind blowing from the north-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,2.1,,,2500 or more  or no clouds.,,,7.0,-25.7,No precipitation,12,,,,
11.02.2020 17:00,1.2,476.8,769.3,,7,Wind blowing from the north-west,7,,,, ,,,-15.6,2.1,,,,,,30.0,-30.9,No precipitation,6,,,,
11.02.2020 14:00,0.2,477.1,769.5,-1.4,14,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,0.4,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
11.02.2020 11:00,-7.5,478.5,774.5,,26,Wind blowing from the south-southwest,1,,3,10%  or less  but not 0, ,,,-15.6,0.0,,,1000-1500,,,11.0,-23.7,No precipitation,6,,,,
11.02.2020 08:00,-14.7,477.6,775.3,0.5,48,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,0.0,,,2500 or more  or no clouds.,,,25.0,-23.3,No precipitation,12,,,,
11.02.2020 05:00,-13.2,477.1,770.8,,42,Wind blowing from the west,1,,10,, ,,,-13.6,0.0,,,,,,30.0,-23.4,No precipitation,6,,,,
11.02.2020 02:00,-11.7,477.0,770.7,0.4,38,Wind blowing from the north-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,0.0,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
10.02.2020 23:00,-8.1,476.6,770.7,,27,Wind blowing from the north-west,2,,10,, ,,,-13.6,0.0,,,,,,17.0,-23.8,No precipitation,6,,,,
10.02.2020 20:00,-4.3,475.9,771.6,0.5,18,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,0.0,,,,,,12.0,-25.1,No precipitation,12,,,,
10.02.2020 17:00,-0.2,475.4,766.0,,10,Wind blowing from the west-northwest,5,,10,no clouds, ,,,-13.6,0.0,,,,,,30.0,-28.2,No precipitation,6,,,,
10.02.2020 14:00,-2.0,476.1,766.5,-1.4,12,Wind blowing from the north-west,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,0.6,,,,,,30.0,-27.7,No precipitation,12,,,,
10.02.2020 11:00,-6.5,477.5,771.1,,25,Wind blowing from the north-west,3,,6,, ,,,-13.6,0.6,,,,,,11.0,-23.3,No precipitation,6,,,,
10.02.2020 08:00,-13.2,476.9,774.1,0.4,50,Wind blowing from the north-northwest,0,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,0.6,,,,,,28.0,-21.4,No precipitation,12,,,,
10.02.2020 05:00,-10.3,476.5,768.1,,41,Wind blowing from the west-northwest,3,,15,, ,,,-13.4,0.6,,,,,,30.0,-21.0,No precipitation,6,,,,
10.02.2020 02:00,-7.4,477.0,766.6,0.3,36,Wind blowing from the north-west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,0.6,,,2500 or more  or no clouds.,,,30.0,-19.9,Trace of precipitation,12,,,,
09.02.2020 23:00,-6.6,476.7,769.9,,57,Wind blowing from the west,2,,15,, ,,,-13.4,0.6,,,,,,21.0,-13.9,Trace of precipitation,6,,,,
09.02.2020 20:00,-5.6,475.9,772.4,1.8,61,Wind blowing from the north-west,7,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,0.6,,,600-1000,,,14.0,-12.1,Trace of precipitation,12,,,,
09.02.2020 17:00,-0.5,474.1,765.1,,11,Wind blowing from the west,3,,10,90  or more  but not 100%, ,,,-13.4,0.7,,,,,,26.0,-27.4,No precipitation,6,,,,
09.02.2020 14:00,-0.1,474.9,764.6,-2.1,15,Wind blowing from the north-west,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,1.0,,,1000-1500,,,30.0,-23.7,No precipitation,12,,,,
09.02.2020 11:00,-6.4,477.0,770.3,,32,Wind blowing from the west,1,,4,no clouds, ,,,-13.4,1.1,,,,,,21.0,-20.4,No precipitation,6,,,,
09.02.2020 08:00,-13.2,476.7,771.4,0.2,52,Wind blowing from the north-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.1,,,,,,30.0,-21.0,No precipitation,12,,,,
09.02.2020 05:00,-11.8,476.5,768.5,,48,Wind blowing from the north-west,1,,,, ,,,-11.8,1.1,,,,,,30.0,-20.6,No precipitation,6,,,,
09.02.2020 02:00,-9.4,477.0,767.3,0.2,40,Wind blowing from the west-northwest,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,1.1,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
08.02.2020 23:00,-6.5,476.8,767.8,,30,Wind blowing from the north,1,,15,, ,,,-10.7,1.1,,,,,,30.0,-21.2,No precipitation,6,,,,
08.02.2020 20:00,-2.3,475.4,767.2,1.5,18,Wind blowing from the south-east,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,1.1,,,2500 or more  or no clouds.,,,,-23.4,No precipitation,12,,,,
08.02.2020 17:00,0.3,473.9,760.7,,14,Wind blowing from the east-northeast,3,,8,, ,,,-10.7,1.1,,,,,,30.0,-24.1,No precipitation,6,,,,
08.02.2020 14:00,0.8,474.9,760.9,-1.2,16,Wind blowing from the south-east,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,2.2,,,1000-1500,,,29.0,-22.2,No precipitation,12,,,,
08.02.2020 11:00,-3.3,476.1,765.4,,26,Wind blowing from the south-southeast,1,,3,10%  or less  but not 0, ,,,-10.7,2.2,,,1000-1500,,,13.0,-20.1,No precipitation,6,,,,
08.02.2020 08:00,-9.9,475.1,766.8,0.5,47,Wind blowing from the west-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,2.2,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
08.02.2020 05:00,-6.4,474.6,762.0,,38,Wind blowing from the west-northwest,1,,10,, ,,,-12.2,2.2,,,,,,30.0,-18.4,No precipitation,6,,,,
08.02.2020 02:00,-4.7,475.0,761.3,0.2,49,Wind blowing from the north-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,2.2,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
07.02.2020 23:00,-4.7,474.8,764.5,,54,Calm  no wind,0,,,, ,,,-12.2,2.2,,,,,,19.0,-12.8,No precipitation,6,,,,
07.02.2020 20:00,-2.5,473.7,765.7,1.4,38,Wind blowing from the north-west,1,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,2.2,,,1000-1500,,,6.0,-14.9,No precipitation,12,,,,
07.02.2020 17:00,0.2,472.3,761.0,,20,Wind blowing from the south-east,4,,8,90  or more  but not 100%, ,,,-12.2,2.2,,,,,,19.0,-20.1,No precipitation,6,,,,
07.02.2020 14:00,0.5,473.5,762.5,-1.5,19,Wind blowing from the south-southeast,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,0.9,,,1000-1500,,,30.0,-20.5,No precipitation,12,,,,
07.02.2020 11:00,-4.9,475.0,766.9,,30,Wind blowing from the south-west,1,,3,10%  or less  but not 0, ,,,-12.2,0.9,,,1000-1500,,,12.0,-19.8,No precipitation,6,,,,
07.02.2020 08:00,-11.6,474.0,767.3,0.5,49,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,0.9,,,1000-1500,,,30.0,-20.2,No precipitation,12,,,,
07.02.2020 05:00,-10.6,473.5,762.8,,41,Calm  no wind,0,,,, ,,,-11.3,0.9,,,,,,30.0,-21.3,No precipitation,6,,,,
07.02.2020 02:00,-10.2,473.7,763.9,0.0,35,Wind blowing from the north-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.9,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
06.02.2020 23:00,-7.9,473.7,764.7,,27,Wind blowing from the north-west,2,,10,, ,,,-11.3,0.9,,,,,,28.0,-23.6,No precipitation,6,,,,
06.02.2020 20:00,-4.1,472.9,764.9,0.2,13,Wind blowing from the north,2,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.9,,,1000-1500,,,20.0,-28.5,No precipitation,12,,,,
06.02.2020 17:00,0.4,472.7,760.8,,7,Wind blowing from the north-northwest,2,,10,50%., ,,,-11.3,0.9,,,1000-1500,,,30.0,-31.5,No precipitation,6,,,,
06.02.2020 14:00,-1.0,474.5,763.6,-1.0,9,Wind blowing from the north-west,4,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.0,,,1000-1500,,,30.0,-30.0,No precipitation,12,,,,
06.02.2020 11:00,-4.8,475.5,766.8,,30,Wind blowing from the south-east,2,,3,no clouds, ,,,-11.3,0.0,,,,,,20.0,-19.7,No precipitation,6,,,,
06.02.2020 08:00,-10.8,474.5,768.9,0.8,76,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,0.0,,,2500 or more  or no clouds.,,,24.0,-14.2,No precipitation,12,,,,
06.02.2020 05:00,-9.6,473.7,765.3,,74,Wind blowing from the north,1,,8,, ,,,-13.7,0.0,,,,,,30.0,-13.5,No precipitation,6,,,,
