Local time in Hoboksar,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 02:00,-14.0,656.5,777.5,0.8,73,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-3.3,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
18.02.2020 23:00,-9.9,655.7,776.4,,80,Wind blowing from the south-west,1,,,, ,,,-12.4,-3.3,,,,,,15.0,-12.8,No precipitation,6,,,,
18.02.2020 20:00,-7.7,654.6,775.5,1.1,72,Wind blowing from the east,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.3,,,1500-2000,,,21.0,-11.9,No precipitation,12,,,,
18.02.2020 17:00,-3.9,653.5,773.5,,47,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,-12.4,-1.5,,,1500-2000,,,30.0,-13.8,No precipitation,6,,,,
18.02.2020 14:00,-4.3,654.4,774.4,-0.6,56,Wind blowing from the east-southeast,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-1.0,,,1500-2000,,,28.0,-11.8,No precipitation,12,,,,
18.02.2020 11:00,-7.6,655.0,775.6,,59,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,-12.4,-1.0,,,1500-2000,,,29.0,-14.4,No precipitation,6,,,,
18.02.2020 08:00,-11.5,654.8,775.5,-0.8,73,Wind blowing from the north,4,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-1.0,,,1500-2000,,,30.0,-15.5,No precipitation,12,,,,
18.02.2020 05:00,-12.4,655.6,775.4,,74,Wind blowing from the west,1,,,, ,,,-12.9,-1.0,,,,,,30.0,-16.1,No precipitation,6,,,,
18.02.2020 02:00,-11.1,656.5,776.7,-0.7,65,Wind blowing from the north-west,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-1.0,,,2500 or more  or no clouds.,,,28.0,-16.4,No precipitation,12,,,,
17.02.2020 23:00,-10.1,657.2,778.6,,63,Wind blowing from the north-northeast,2,,,, ,,,-12.9,-1.0,,,,,,29.0,-15.8,No precipitation,6,,,,
17.02.2020 20:00,-6.7,657.4,778.6,,58,Wind blowing from the east-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-1.0,,,,,,25.0,-13.6,No precipitation,12,,,,
17.02.2020 17:00,-1.7,657.4,777.4,,34,Wind blowing from the south-southeast,2,,,no clouds, ,,,-12.9,-1.0,,,,,,27.0,-15.5,No precipitation,6,,,,
17.02.2020 14:00,-3.5,658.6,779.3,-0.9,42,Wind blowing from the west-southwest,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.8,,,1500-2000,,,30.0,-14.6,No precipitation,12,,,,
17.02.2020 11:00,-9.3,659.5,781.4,,63,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,-12.9,,,,1500-2000,,,30.0,-15.2,No precipitation,6,,,,
17.02.2020 08:00,-11.6,659.8,781.6,,64,Wind blowing from the north-east,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.8,,,1500-2000,,,30.0,-17.2,No precipitation,12,,,,
17.02.2020 05:00,-11.6,660.3,781.4,,56,Wind blowing from the north,3,,,, ,,,-13.0,-2.8,,,,,,30.0,-18.6,No precipitation,6,,,,
17.02.2020 02:00,-12.0,660.4,781.4,-0.4,67,Wind blowing from the north,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-2.8,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
16.02.2020 23:00,-10.5,660.8,782.8,,61,Wind blowing from the north-northwest,4,,,, ,,,-13.2,-2.8,,,,,,30.0,-16.6,No precipitation,6,,,,
16.02.2020 20:00,-7.4,660.2,782.2,0.9,44,Wind blowing from the east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-2.8,,,,,,30.0,-17.8,No precipitation,12,,,,
16.02.2020 17:00,-4.2,659.3,780.1,,35,Wind blowing from the east,3,,,70 – 80%., ,,,-13.2,-2.8,,,1500-2000,,,30.0,-17.4,No precipitation,6,,,,
16.02.2020 14:00,-3.6,659.2,779.8,0.9,28,Wind blowing from the east-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-3.4,,,1500-2000,,,30.0,-19.5,No precipitation,12,,,,
16.02.2020 11:00,-8.6,658.3,780.4,,49,Wind blowing from the north,2,,,90  or more  but not 100%, ,,,-13.2,-4.0,,,1500-2000,,,30.0,-17.4,No precipitation,6,,,,
16.02.2020 08:00,-12.0,657.2,778.7,0.4,50,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-4.0,,,,,,30.0,-20.3,No precipitation,12,,,,
16.02.2020 05:00,-11.1,656.8,777.3,,50,Wind blowing from the north-northeast,5,,,, ,,,-13.3,-4.0,,,,,,30.0,-19.5,No precipitation,6,,,,
16.02.2020 02:00,-11.0,656.8,777.4,0.2,50,Wind blowing from the north-northeast,5,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-4.0,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,12,,,,
15.02.2020 23:00,-12.8,656.6,778.6,,65,Wind blowing from the north-west,1,,,, ,,,-13.3,-4.0,,,,,,30.0,-18.0,No precipitation,6,,,,
15.02.2020 20:00,-7.6,656.8,778.2,-0.6,46,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-4.0,,,,,,30.0,-17.2,No precipitation,12,,,,
15.02.2020 17:00,-5.0,657.4,777.8,,30,Wind blowing from the south-east,3,,,20–30%., ,,,-13.3,-1.8,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,6,,,,
15.02.2020 14:00,-5.8,658.9,779.6,-1.5,29,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.3,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
15.02.2020 11:00,-9.4,660.4,782.5,,54,Wind blowing from the east-northeast,1,,,70 – 80%., ,,,-13.3,,,,1500-2000,,,30.0,-17.0,No precipitation,6,,,,
15.02.2020 08:00,-11.9,660.4,782.5,-0.6,59,Wind blowing from the north,4,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
15.02.2020 05:00,-9.9,661.0,781.2,,57,Wind blowing from the north,4,,,, ,,,-14.5,-1.3,,,,,,30.0,-16.8,No precipitation,6,,,,
15.02.2020 02:00,-9.5,662.0,782.5,-0.3,63,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.3,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
14.02.2020 23:00,-10.7,662.3,784.5,,66,Wind blowing from the north-northeast,1,,,, ,,,-14.5,-1.3,,,,,,30.0,-15.8,No precipitation,6,,,,
14.02.2020 20:00,-7.7,661.8,784.2,0.5,60,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.3,,,,,,29.0,-14.1,No precipitation,12,,,,
14.02.2020 17:00,-1.9,661.3,781.9,,35,Wind blowing from the south-east,3,,,no clouds, ,,,-14.5,-1.2,,,,,,30.0,-15.3,No precipitation,6,,,,
14.02.2020 14:00,-2.6,661.3,782.1,0.6,32,Wind blowing from the east-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-0.8,,,,,,30.0,-17.0,No precipitation,12,,,,
14.02.2020 11:00,-8.0,660.7,782.7,,48,Wind blowing from the north-northeast,2,,,no clouds, ,,,-14.5,,,,,,,30.0,-17.3,No precipitation,6,,,,
14.02.2020 08:00,-12.3,659.5,781.4,1.3,50,Wind blowing from the north-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
14.02.2020 05:00,-11.2,658.2,778.3,,49,Wind blowing from the north-east,5,,,, ,,,-16.5,-0.8,,,,,,30.0,-20.0,No precipitation,6,,,,
14.02.2020 02:00,-11.3,657.2,777.4,,49,Wind blowing from the north-northeast,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-0.8,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,12,,,,
13.02.2020 23:00,-11.1,656.8,778.5,,55,Wind blowing from the north-northwest,5,,,, ,,,-16.5,-0.8,,,,,,30.0,-18.4,No precipitation,6,,,,
13.02.2020 20:00,-7.6,655.9,778.1,0.9,54,Wind blowing from the north-northeast,5,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-0.8,,,,,,30.0,-15.3,No precipitation,12,,,,
13.02.2020 17:00,-1.8,655.0,775.1,,26,Wind blowing from the east-southeast,2,,,no clouds, ,,,-16.5,-0.8,,,,,,30.0,-18.8,No precipitation,6,,,,
13.02.2020 14:00,-2.8,655.1,775.9,0.2,24,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-2.2,,,,,,30.0,-20.6,No precipitation,12,,,,
13.02.2020 11:00,-9.8,654.9,776.9,,45,Wind blowing from the north-east,3,,,no clouds, ,,,-16.5,-5.7,,,,,,30.0,-19.5,No precipitation,6,,,,
13.02.2020 08:00,-16.2,654.7,777.5,-0.3,60,Wind blowing from the north,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.7,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
13.02.2020 05:00,-14.2,655.0,776.3,,52,Wind blowing from the north,4,,,, ,,,-19.2,-5.7,,,,,,30.0,-21.9,No precipitation,6,,,,
13.02.2020 02:00,-15.5,655.0,777.4,,60,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.7,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
12.02.2020 23:00,-13.8,654.9,778.0,,65,Wind blowing from the north-west,4,,,, ,,,-19.2,-5.7,,,,,,30.0,-19.1,No precipitation,6,,,,
12.02.2020 20:00,-10.4,654.1,777.1,1.2,64,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.7,,,,,,28.0,-15.9,No precipitation,12,,,,
12.02.2020 17:00,-6.7,652.9,774.8,,40,Wind blowing from the east,2,,,no clouds, ,,,-19.2,-3.7,,,,,,30.0,-18.1,No precipitation,6,,,,
12.02.2020 14:00,-9.2,652.6,774.4,-0.3,42,Wind blowing from the west,3,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-0.3,,,,,,30.0,-19.8,No precipitation,12,,,,
12.02.2020 11:00,-14.1,652.9,775.4,,58,Wind blowing from the north,1,,,no clouds, ,,,-19.2,,,,,,,30.0,-20.6,No precipitation,6,,,,
12.02.2020 08:00,-17.5,651.8,774.0,0.2,56,Wind blowing from the south-southwest,2,,22,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,,,,1500-2000,,,30.0,-24.2,No precipitation,12,,,,
12.02.2020 05:00,-18.1,651.6,772.6,,59,Wind blowing from the west,1,,,, ,,,-18.3,1.8,,,,,,30.0,-24.3,No precipitation,6,,,,
12.02.2020 02:00,-15.0,651.1,770.4,,60,Wind blowing from the west,8,,,, ,,,-15.1,1.8,,,,,,30.0,-21.0,No precipitation,6,,,,
11.02.2020 23:00,-13.1,649.3,767.5,,51,Wind blowing from the south-west,14,,,, ,,,-13.3,1.8,,,,,,30.0,-21.1,No precipitation,6,,,,
11.02.2020 20:00,-9.0,647.8,765.1,0.3,39,Wind blowing from the west-southwest,14,,27,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,1.9,,,1500-2000,,,30.0,-20.4,No precipitation,12,,,,
11.02.2020 17:00,-3.7,647.5,763.7,,53,Wind blowing from the west,17,,,90  or more  but not 100%, ,,,-5.4,1.9,,,1500-2000,,,30.0,-11.9,No precipitation,6,,,,
11.02.2020 14:00,-0.4,646.6,762.8,1.0,56,Wind blowing from the west,15,,23,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,1.9,,,1500-2000,,,30.0,-8.3,No precipitation,12,,,,
11.02.2020 11:00,0.9,645.6,760.0,,62,Wind blowing from the west,11,,,90  or more  but not 100%, ,,,-5.4,1.9,,,1500-2000,,,30.0,-5.6,No precipitation,6,,,,
11.02.2020 08:00,-0.5,645.1,760.6,-0.6,74,Wind blowing from the west-southwest,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,1.9,,,1500-2000,,,30.0,-4.7,No precipitation,12,,,,
11.02.2020 05:00,-1.1,645.7,760.9,,75,Wind blowing from the west-northwest,6,,,, ,,,-8.8,1.9,,,,,,30.0,-5.1,No precipitation,6,,,,
11.02.2020 02:00,-5.1,646.3,762.6,-0.6,82,Wind blowing from the north-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,1.9,,,2500 or more  or no clouds.,,,16.0,-7.8,No precipitation,12,,,,
10.02.2020 23:00,0.3,646.9,762.7,,73,Wind blowing from the south-west,3,,,, ,,,-8.8,1.9,,,,,,30.0,-4.1,No precipitation,6,,,,
10.02.2020 20:00,-3.0,647.2,764.2,0.7,69,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,0.0,,,1500-2000,,,13.0,-7.9,No precipitation,12,,,,
10.02.2020 17:00,-0.9,646.5,763.6,,63,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,-8.8,2.3,,,1500-2000,,,15.0,-7.1,No precipitation,6,,,,
10.02.2020 14:00,-1.0,646.4,762.7,0.2,59,Wind blowing from the east-northeast,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,3.9,,,1500-2000,,,22.0,-8.0,No precipitation,12,,,,
10.02.2020 11:00,-3.7,646.2,763.3,,58,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-8.8,3.9,,,1500-2000,,,19.0,-10.8,No precipitation,6,,,,
10.02.2020 08:00,-5.5,646.1,763.0,0.1,62,Wind blowing from the west-northwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,3.9,,,1500-2000,,,17.0,-11.8,No precipitation,12,,,,
10.02.2020 05:00,-8.7,646.0,762.3,,69,Wind blowing from the north-west,2,,,, ,,,-8.8,3.9,,,,,,19.0,-13.5,No precipitation,6,,,,
10.02.2020 02:00,-5.1,646.4,761.9,-0.6,59,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.9,,,2500 or more  or no clouds.,,,15.0,-11.9,No precipitation,12,,,,
09.02.2020 23:00,-6.1,647.0,764.6,,58,Wind blowing from the north,5,,,, ,,,-7.9,3.9,,,,,,13.0,-13.2,No precipitation,6,,,,
09.02.2020 20:00,-3.3,647.2,764.2,0.3,59,Wind blowing from the north-northeast,5,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.9,,,1500-2000,,,20.0,-10.2,No precipitation,12,,,,
09.02.2020 17:00,2.4,646.9,762.9,,41,Wind blowing from the north-west,2,,,90  or more  but not 100%, ,,,-7.9,3.9,,,1500-2000,,,28.0,-9.5,No precipitation,6,,,,
09.02.2020 14:00,2.3,648.1,763.9,-0.7,37,Wind blowing from the south-east,1,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,3.4,,,1500-2000,,,26.0,-10.9,No precipitation,12,,,,
09.02.2020 11:00,-5.1,648.8,766.3,,54,Wind blowing from the north-northeast,4,,,40%., ,,,-7.9,,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,6,,,,
09.02.2020 08:00,-5.0,648.8,765.9,,49,Wind blowing from the north-northwest,6,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,,,,1500-2000,,,30.0,-14.1,No precipitation,12,,,,
09.02.2020 05:00,-7.1,650.2,766.8,,55,Wind blowing from the north,5,,,, ,,,-9.4,3.5,,,,,,30.0,-14.6,No precipitation,6,,,,
09.02.2020 02:00,-5.0,651.8,768.1,-1.4,53,Wind blowing from the north-west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.5,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
08.02.2020 23:00,-4.3,653.2,771.7,,52,Wind blowing from the north-west,5,,,, ,,,-9.4,3.5,,,,,,30.0,-12.9,No precipitation,6,,,,
08.02.2020 20:00,-2.6,654.0,772.8,,55,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.5,,,1500-2000,,,30.0,-10.6,No precipitation,12,,,,
08.02.2020 17:00,2.4,654.5,771.9,,50,Wind blowing from the west-northwest,2,,,90  or more  but not 100%, ,,,-9.4,3.5,,,1500-2000,,,30.0,-7.0,No precipitation,6,,,,
08.02.2020 14:00,3.0,655.6,773.2,-0.4,45,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,3.5,,,1500-2000,,,30.0,-7.8,No precipitation,12,,,,
08.02.2020 11:00,-6.4,656.0,775.3,,70,Wind blowing from the north,2,,,60%., ,,,-9.4,,,,1500-2000,,,30.0,-11.0,No precipitation,6,,,,
08.02.2020 08:00,-8.4,655.8,775.3,,73,Wind blowing from the north,4,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.4,,,1500-2000,,,30.0,-12.5,No precipitation,12,,,,
08.02.2020 05:00,-7.1,656.4,774.5,,69,Wind blowing from the north,3,,,, ,,,-8.3,1.4,,,,,,30.0,-11.8,No precipitation,6,,,,
08.02.2020 02:00,-7.8,657.0,775.9,-0.3,70,Wind blowing from the north,4,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.4,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
07.02.2020 23:00,-5.0,657.3,776.7,,65,Wind blowing from the west-northwest,1,,,, ,,,-7.7,1.4,,,,,,30.0,-10.7,No precipitation,6,,,,
07.02.2020 20:00,-4.5,657.1,776.2,,76,Wind blowing from the north-northeast,0,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,1.4,,,1500-2000,,,30.0,-8.1,No precipitation,12,,,,
07.02.2020 17:00,0.7,656.6,773.6,,64,Wind blowing from the north-northwest,1,,,70 – 80%., ,,,-7.9,0.9,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,6,,,,
07.02.2020 14:00,-1.5,657.2,775.7,0.2,67,Wind blowing from the east-northeast,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,0.4,,,2500 or more  or no clouds.,,,29.0,-7.0,No precipitation,12,,,,
07.02.2020 11:00,-5.9,657.0,776.5,,73,Wind blowing from the north-east,1,,,60%., ,,,-8.1,1.3,,,1500-2000,,,29.0,-10.0,No precipitation,6,,,,
07.02.2020 08:00,-5.6,655.9,774.8,,65,Wind blowing from the north-northwest,5,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,30.0,-11.3,No precipitation,12,,,,
07.02.2020 05:00,-1.9,655.4,772.5,,71,Wind blowing from the west-northwest,6,,,, ,,,-10.8,1.3,,,,,,30.0,-6.5,No precipitation,6,,,,
07.02.2020 02:00,-5.9,655.3,773.2,0.6,71,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,1.3,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
06.02.2020 23:00,-5.8,654.7,774.4,,74,Wind blowing from the north,3,,,, ,,,-10.8,1.3,,,,,,30.0,-9.7,No precipitation,6,,,,
06.02.2020 20:00,-4.4,653.7,773.4,1.3,72,Wind blowing from the east,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,1.3,,,1500-2000,,,30.0,-8.7,No precipitation,12,,,,
06.02.2020 17:00,-0.5,652.4,770.8,,57,Wind blowing from the east-southeast,1,,,90  or more  but not 100%, ,,,-10.8,1.3,,,1500-2000,,,30.0,-8.0,No precipitation,6,,,,
06.02.2020 14:00,-0.2,652.0,770.1,0.6,54,Wind blowing from the south-southeast,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.3,,,1500-2000,,,30.0,-8.4,No precipitation,12,,,,
06.02.2020 11:00,-8.1,651.4,770.9,,69,Calm  no wind,0,,,no clouds, ,,,-10.8,,,,,,,30.0,-12.8,No precipitation,6,,,,
06.02.2020 08:00,-10.6,650.6,769.9,0.2,75,Wind blowing from the north,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.3,,,1500-2000,,,30.0,-14.2,No precipitation,12,,,,
06.02.2020 05:00,-10.1,650.4,768.2,,80,Wind blowing from the north-northwest,2,,,, ,,,-10.5,2.3,,,,,,30.0,-13.0,No precipitation,6,,,,
06.02.2020 02:00,-9.1,650.5,768.0,-0.5,78,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,2.3,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
05.02.2020 23:00,-7.8,651.0,769.5,,78,Wind blowing from the north-northwest,2,,,, ,,,-9.4,2.3,,,,,,30.0,-11.0,No precipitation,6,,,,
05.02.2020 20:00,-5.1,651.1,770.2,0.6,72,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,2.3,,,1500-2000,,,30.0,-9.4,No precipitation,12,,,,
05.02.2020 17:00,0.4,650.5,768.1,,64,Wind blowing from the east-southeast,1,,,90  or more  but not 100%, ,,,-9.6,2.3,,,1500-2000,,,30.0,-5.8,No precipitation,6,,,,
05.02.2020 14:00,0.7,651.4,768.7,,56,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.1,,,1500-2000,,,30.0,-7.1,No precipitation,12,,,,
05.02.2020 11:00,-4.4,651.9,770.2,,71,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,-11.0,-2.8,,,1500-2000,,,30.0,-8.9,No precipitation,6,,,,
