Local time in Wenzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,3.1,768.9,772.6,,83,Wind blowing from the west,1,,7,, ,,,2.9,12.0,,,,,,17.0,0.5,No precipitation,6,,,,
19.02.2020 02:00,4.1,769.2,772.8,-1.0,73,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,12.0,,,2500 or more  or no clouds.,,,18.0,-0.3,No precipitation,12,,,,
18.02.2020 23:00,5.1,770.2,773.8,,74,Wind blowing from the west,2,,,, ,,,2.9,12.0,,,,,,19.0,0.7,No precipitation,6,,,,
18.02.2020 20:00,6.6,770.1,773.8,0.9,61,Wind blowing from the north-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,12.0,,,,,,20.0,-0.4,No precipitation,12,,,,
18.02.2020 17:00,8.9,769.2,772.9,,43,Wind blowing from the east,3,,8,no clouds, ,,,2.9,12.8,,,,,,20.0,-3.0,No precipitation,6,,,,
18.02.2020 14:00,11.9,769.4,773.0,-1.9,33,Wind blowing from the east-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,13.8,,,,,,19.0,-3.9,No precipitation,12,,,,
18.02.2020 11:00,11.0,771.3,774.9,,20,Wind blowing from the north-northeast,2,,6,no clouds, ,,,2.9,13.8,,,,,,20.0,-11.1,No precipitation,6,,,,
18.02.2020 08:00,4.0,772.0,775.6,1.4,70,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,13.8,,,,,,19.0,-1.0,No precipitation,12,,,,
18.02.2020 05:00,3.3,770.6,774.2,,68,Wind blowing from the west-southwest,2,,6,, ,,,3.1,13.8,,,,,,20.0,-2.2,No precipitation,6,,,,
18.02.2020 02:00,4.3,770.4,774.0,-0.3,63,Wind blowing from the west-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,13.8,,,2500 or more  or no clouds.,,,20.0,-2.3,No precipitation,12,,,,
17.02.2020 23:00,5.8,770.7,774.3,,63,Wind blowing from the west,2,,,, ,,,4.0,13.8,,,,,,20.0,-0.7,No precipitation,6,,,,
17.02.2020 20:00,7.5,770.6,774.3,2.3,56,Wind blowing from the north-east,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,13.8,,,,,,20.0,-0.9,No precipitation,12,,,,
17.02.2020 17:00,12.8,768.3,771.9,,21,Wind blowing from the west,3,,11,no clouds, ,,,4.0,13.8,,,,,,20.0,-9.0,No precipitation,6,,,,
17.02.2020 14:00,12.9,768.2,771.8,-1.9,22,Wind blowing from the west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,13.0,,,,,,20.0,-8.3,No precipitation,12,,,,
17.02.2020 11:00,9.7,770.1,773.7,,33,Calm  no wind,0,,,no clouds, ,,,4.0,9.7,,,,,,20.0,-5.8,No precipitation,6,,,,
17.02.2020 08:00,5.2,770.2,773.8,1.8,43,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,2500 or more  or no clouds.,,,19.0,-6.4,No precipitation,12,,,,
17.02.2020 05:00,4.7,768.4,772.1,,51,Wind blowing from the north-west,3,,9,, ,,,4.3,7.9,,,,,,20.0,-4.6,No precipitation,6,,,,
17.02.2020 02:00,5.2,768.1,771.7,-0.5,51,Wind blowing from the west-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,8.4,,,2500 or more  or no clouds.,,,20.0,-4.1,No precipitation,12,,,,
16.02.2020 23:00,4.8,768.6,772.3,,57,Wind blowing from the west-northwest,1,,,, ,,,4.8,11.6,,,,,,20.0,-3.2,No precipitation,6,,,,
16.02.2020 20:00,5.6,768.0,771.6,1.8,49,Wind blowing from the west-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,,,,2500 or more  or no clouds.,,,20.0,-4.5,0.1,12,,,,
16.02.2020 17:00,7.0,766.2,769.8,,48,Calm  no wind,0,,,90  or more  but not 100%, ,,,6.2,,,,,,,20.0,-3.3,0.1,6,,,,
16.02.2020 14:00,7.6,765.6,769.2,-1.0,47,Wind blowing from the north,3,,14,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,6.2,,,,600-1000,,,20.0,-3.0,0.2,12,,,,
16.02.2020 11:00,6.7,766.6,770.2,,64,Wind blowing from the west,3,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,6.4,16.2,,,600-1000,,,20.0,0.4,No precipitation,6,,,,
16.02.2020 08:00,7.1,764.8,768.4,2.1,69,Wind blowing from the north-northwest,5,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,16.3,,,600-1000,,,19.0,1.8,15.0,12,,,,
16.02.2020 05:00,7.7,762.7,766.2,,68,Wind blowing from the north-northwest,4,,14,, ,,,7.7,16.3,,,,,,20.0,2.2,11.0,6,,,,
16.02.2020 02:00,8.4,761.6,765.1,1.8,85,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,16.3,,,2500 or more  or no clouds.,,,19.0,6.0,19.0,12,,,,
15.02.2020 23:00,11.6,759.8,763.3,,98,Wind blowing from the east,2,,,,Mist. ,,,11.6,16.3,,,,,,3.8,11.3,8.0,6,,,,
15.02.2020 20:00,13.7,758.3,761.8,0.0,98,Wind blowing from the east-northeast,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,16.3,,,1000-1500,,,2.2,13.4,5.0,12,,,,
15.02.2020 17:00,15.6,758.3,761.8,,98,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,16.3,,,1000-1500,,,4.3,15.3,1.0,6,,,,
15.02.2020 14:00,15.4,758.5,761.9,-1.8,99,Wind blowing from the east-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.2,17.0,,,1000-1500,,,2.0,15.2,1.0,12,,,,
15.02.2020 11:00,16.1,760.3,763.8,,99,Wind blowing from the south-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,17.1,,,1000-1500,,,14.0,15.9,No precipitation,6,,,,
15.02.2020 08:00,14.4,761.3,764.8,1.9,100,Wind blowing from the west-southwest,2,,5,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,14.2,,,,300-600,,,0.2,14.4,3.0,12,,,,
15.02.2020 05:00,14.3,759.4,763.0,,100,Wind blowing from the north-northwest,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,14.2,,,,,,,0.2,14.3,No precipitation,6,,,,
15.02.2020 02:00,14.3,760.0,763.5,-0.3,99,Wind blowing from the west-southwest,1,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,17.1,,,2500 or more  or no clouds.,,,0.1,14.1,11.0,12,,,,
14.02.2020 23:00,14.5,760.3,763.8,,99,Wind blowing from the west,1,,,,Rain (not freezing) not falling as shower(s). ,,,14.2,17.1,,,,,,2.4,14.3,9.0,6,,,,
14.02.2020 20:00,14.4,759.8,763.3,0.4,98,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,17.1,,,300-600,,,2.3,14.1,8.0,12,,,,
14.02.2020 17:00,14.6,759.4,763.0,,96,Wind blowing from the north-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,17.1,,,300-600,,,2.4,14.0,3.0,6,,,,
14.02.2020 14:00,16.9,758.0,761.5,-1.7,87,Wind blowing from the south-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,17.1,,,1000-1500,,,9.0,14.7,No precipitation,12,,,,
14.02.2020 11:00,16.8,759.7,763.1,,85,Wind blowing from the west-southwest,1,,5,100%., ,,,14.2,16.8,,,1000-1500,,,20.0,14.3,No precipitation,6,,,,
14.02.2020 08:00,14.6,759.7,763.2,,100,Wind blowing from the west,2,,3,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,13.7,,,,1000-1500,,,2.6,14.6,Trace of precipitation,12,,,,
14.02.2020 02:00,14.3,758.8,762.3,0.0,99,Wind blowing from the north-east,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,16.5,,,2500 or more  or no clouds.,,,0.2,14.1,6.0,12,,,,
13.02.2020 23:00,14.4,758.8,762.3,,99,Wind blowing from the west,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,13.5,16.5,,,,,,0.1,14.2,1.0,6,,,,
13.02.2020 20:00,14.9,759.4,762.9,0.1,98,Wind blowing from the west,0,,3,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,16.5,,,300-600,,,0.5,14.6,6.0,12,,,,
13.02.2020 17:00,15.2,759.3,762.8,,96,Wind blowing from the west-southwest,2,,3,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,17.1,,,300-600,,,0.9,14.6,5.0,6,,,,
13.02.2020 14:00,16.0,758.7,762.1,-1.9,91,Wind blowing from the south-southwest,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,18.2,,,1000-1500,,,5.0,14.5,Trace of precipitation,12,,,,
13.02.2020 11:00,15.1,760.6,764.1,,96,Wind blowing from the east,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,,,,1000-1500,,,6.0,14.5,No precipitation,6,,,,
13.02.2020 08:00,13.7,761.3,764.8,0.8,99,Wind blowing from the north,0,,4,100%.,Fog or ice fog. ,Rain.,Drizzle.,12.5,,,,1000-1500,,,0.9,13.5,Trace of precipitation,12,,,,
13.02.2020 05:00,13.5,760.5,763.9,,99,Wind blowing from the east-southeast,1,,4,,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,,,12.3,18.2,,,,,,0.5,13.3,No precipitation,6,,,,
13.02.2020 02:00,13.9,760.8,764.2,-0.7,99,Wind blowing from the south,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,18.2,,,2500 or more  or no clouds.,,,0.1,13.7,5.0,12,,,,
12.02.2020 23:00,13.7,761.5,765.1,,98,Wind blowing from the east,1,,,,Rain (not freezing) not falling as shower(s). ,,,12.2,18.2,,,,,,0.9,13.4,5.0,6,,,,
12.02.2020 20:00,14.7,760.4,763.9,0.7,98,Wind blowing from the west-southwest,2,,4,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,18.2,,,1500-2000,,,0.1,14.4,5.0,12,,,,
12.02.2020 17:00,17.1,759.7,763.3,,89,Wind blowing from the east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,18.2,,,1000-1500,,,4.4,15.3,0.1,6,,,,
12.02.2020 14:00,17.4,759.5,763.0,-1.9,84,Wind blowing from the east,2,,3,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,17.5,,,2500 or more  or no clouds.,,,4.5,14.7,3.0,12,,,,
12.02.2020 11:00,14.8,761.4,764.9,,97,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,17.5,,,1000-1500,,,3.6,14.3,0.2,6,,,,
12.02.2020 08:00,12.6,761.3,764.8,0.7,98,Wind blowing from the west,2,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,,,,,1000-1500,,,1.2,12.3,4.0,12,,,,
12.02.2020 05:00,12.3,760.6,764.1,,98,Wind blowing from the south,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.9,17.5,,,,,,0.9,12.0,4.0,6,,,,
12.02.2020 02:00,12.6,761.3,764.8,-0.5,94,Wind blowing from the north-east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,17.5,,,2500 or more  or no clouds.,,,1.6,11.7,1.0,12,,,,
11.02.2020 23:00,12.6,761.8,765.4,,90,Wind blowing from the east-northeast,1,,,,Mist. ,,,10.9,17.5,,,,,,3.5,11.0,No precipitation,6,,,,
11.02.2020 20:00,13.0,762.3,765.8,0.0,87,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,17.5,,,1000-1500,,,4.5,10.9,Trace of precipitation,12,,,,
11.02.2020 17:00,15.4,762.3,765.8,,79,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,17.5,,,1500-2000,,,5.0,11.8,No precipitation,6,,,,
11.02.2020 14:00,16.7,762.5,766.0,-2.4,70,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,16.7,,,1000-1500,,,8.0,11.2,Trace of precipitation,12,,,,
11.02.2020 11:00,13.0,764.9,768.4,,73,Wind blowing from the west,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.5,,,1000-1500,,,6.0,8.3,No precipitation,6,,,,
11.02.2020 08:00,11.1,765.8,769.3,1.2,78,Wind blowing from the west-southwest,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,6.0,7.4,Trace of precipitation,12,,,,
11.02.2020 05:00,10.9,764.6,768.1,,78,Wind blowing from the west-southwest,2,,3,,Mist. ,,,,,,,,,,6.0,7.2,No precipitation,6,,,,
11.02.2020 02:00,11.1,765.1,768.7,-1.1,76,Wind blowing from the west-southwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.5,,,2500 or more  or no clouds.,,,6.0,7.0,No precipitation,12,,,,
10.02.2020 23:00,11.3,766.2,769.7,,71,Wind blowing from the west,1,,,,Mist. ,,,,15.5,,,,,,6.0,6.2,No precipitation,6,,,,
10.02.2020 20:00,11.6,766.3,769.9,0.3,66,Wind blowing from the east,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.5,,,2500 or more  or no clouds.,,,6.0,5.5,No precipitation,12,,,,
10.02.2020 17:00,12.5,766.0,769.6,,64,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.5,,,,,,7.0,5.9,No precipitation,6,,,,
10.02.2020 14:00,14.3,766.2,769.8,-2.0,52,Wind blowing from the east,3,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.5,,,2500 or more  or no clouds.,,,8.0,4.6,No precipitation,12,,,,
10.02.2020 11:00,12.3,768.2,771.8,,55,Wind blowing from the west-southwest,1,,5,no clouds, ,,,4.5,13.5,,,,,,7.0,3.5,No precipitation,6,,,,
10.02.2020 08:00,5.3,767.8,771.4,0.4,88,Wind blowing from the west-southwest,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,,,,5.0,3.5,No precipitation,12,,,,
10.02.2020 05:00,4.7,767.4,771.0,,90,Wind blowing from the west,2,,5,,Mist. ,,,4.6,13.5,,,,,,4.4,3.2,No precipitation,6,,,,
10.02.2020 02:00,5.5,767.9,771.5,-0.8,87,Wind blowing from the west,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,13.5,,,2500 or more  or no clouds.,,,4.5,3.5,No precipitation,12,,,,
09.02.2020 23:00,6.6,768.7,772.3,,86,Wind blowing from the west,2,,,,Mist. ,,,5.8,13.5,,,,,,4.2,4.4,No precipitation,6,,,,
09.02.2020 20:00,8.2,768.6,772.2,0.7,73,Wind blowing from the south,1,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,13.5,,,,,,6.0,3.5,No precipitation,12,,,,
09.02.2020 17:00,10.3,767.9,771.5,,60,Wind blowing from the east-southeast,3,,7,no clouds, ,,,5.8,13.5,,,,,,7.0,2.9,No precipitation,6,,,,
09.02.2020 14:00,12.3,768.1,771.7,-2.3,49,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,13.5,,,,,,10.0,1.9,No precipitation,12,,,,
09.02.2020 11:00,11.2,770.4,774.0,,48,Wind blowing from the north-northeast,3,,7,no clouds, ,,,5.8,13.9,,,,,,15.0,0.6,No precipitation,6,,,,
09.02.2020 08:00,7.5,770.9,774.5,0.7,63,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,13.9,,,2500 or more  or no clouds.,,,17.0,0.9,No precipitation,12,,,,
09.02.2020 05:00,6.9,770.2,773.8,,76,Wind blowing from the north-east,1,,6,, ,,,6.9,13.9,,,,,,8.0,3.0,No precipitation,6,,,,
09.02.2020 02:00,8.9,770.2,773.8,-0.2,58,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.9,,,2500 or more  or no clouds.,,,20.0,0.9,No precipitation,12,,,,
08.02.2020 23:00,9.8,770.4,774.0,,57,Calm  no wind,0,,,, ,,,7.3,13.9,,,,,,20.0,1.7,No precipitation,6,,,,
08.02.2020 20:00,10.2,769.9,773.5,1.1,60,Wind blowing from the north,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.9,,,1500-2000,,,20.0,2.6,No precipitation,12,,,,
08.02.2020 17:00,10.8,768.8,772.4,,66,Wind blowing from the north-east,1,,7,100%., ,,,7.3,13.9,,,1500-2000,,,19.0,4.7,No precipitation,6,,,,
08.02.2020 14:00,10.9,768.3,771.9,-1.0,64,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.9,,,600-1000,,,19.0,4.4,No precipitation,12,,,,
08.02.2020 11:00,13.7,769.3,772.9,,51,Wind blowing from the east-northeast,3,,6,50%., ,,,7.3,13.9,,,600-1000,,,20.0,3.8,No precipitation,6,,,,
08.02.2020 08:00,8.3,769.3,772.9,0.9,82,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,13.9,,,,,,17.0,5.4,No precipitation,12,,,,
08.02.2020 05:00,9.1,768.4,772.0,,76,Wind blowing from the north-west,2,,8,, ,,,8.0,13.9,,,,,,20.0,5.1,No precipitation,6,,,,
08.02.2020 02:00,9.4,768.0,771.6,0.5,83,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,13.9,,,2500 or more  or no clouds.,,,18.0,6.7,No precipitation,12,,,,
07.02.2020 23:00,10.0,767.5,771.1,,80,Wind blowing from the east,2,,,, ,,,7.2,13.9,,,,,,20.0,6.7,No precipitation,6,,,,
07.02.2020 20:00,10.9,767.2,770.8,1.5,75,Wind blowing from the east-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.9,,,1000-1500,,,20.0,6.6,No precipitation,12,,,,
07.02.2020 17:00,11.9,765.7,769.3,,73,Wind blowing from the east-northeast,2,,7,100%., ,,,7.2,13.9,,,1000-1500,,,20.0,7.2,No precipitation,6,,,,
07.02.2020 14:00,13.4,765.4,769.0,-1.6,64,Wind blowing from the north-east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.4,,,1500-2000,,,20.0,6.7,No precipitation,12,,,,
07.02.2020 11:00,12.2,767.0,770.6,,71,Calm  no wind,0,,,, ,,,7.2,12.2,,,,,,20.0,7.1,No precipitation,6,,,,
07.02.2020 08:00,8.7,766.6,770.2,1.3,86,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.0,,,600-1000,,,20.0,6.5,8.0,12,,,,
07.02.2020 05:00,8.0,765.3,768.9,,90,Wind blowing from the north-northwest,1,,6,, ,,,7.2,,,,,,,20.0,6.5,0.5,6,,,,
07.02.2020 02:00,7.5,765.4,769.0,-0.7,92,Wind blowing from the north-west,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,2500 or more  or no clouds.,,,20.0,6.3,18.0,12,,,,
06.02.2020 23:00,7.2,766.1,769.7,,95,Wind blowing from the west-northwest,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,10.0,,,,,,10.0,6.5,12.0,6,,,,
06.02.2020 20:00,7.4,766.0,769.6,0.6,95,Wind blowing from the west,1,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.3,10.1,,,600-1000,,,9.0,6.7,12.0,12,,,,
06.02.2020 17:00,7.6,765.4,769.0,,94,Wind blowing from the north-northeast,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.6,11.7,,,600-1000,,,7.0,6.7,7.0,6,,,,
06.02.2020 14:00,8.1,765.7,769.3,-2.0,90,Wind blowing from the north,1,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,,,,600-1000,,,7.0,6.6,2.0,12,,,,
06.02.2020 11:00,9.9,767.7,771.3,,69,Wind blowing from the north-east,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,,,,600-1000,,,12.0,4.5,No precipitation,6,,,,
06.02.2020 08:00,10.0,767.9,771.5,0.5,69,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,,,,1500-2000,,,9.0,4.6,0.1,12,,,,
06.02.2020 05:00,9.7,767.4,771.0,,71,Wind blowing from the east-northeast,2,,10,, ,,,8.6,14.8,,,,,,10.0,4.7,0.1,6,,,,
06.02.2020 02:00,8.6,769.0,772.6,-0.5,72,Wind blowing from the west,1,,10,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,14.8,,,2500 or more  or no clouds.,,,7.0,3.8,No precipitation,12,,,,
05.02.2020 23:00,8.8,769.5,773.1,,62,Wind blowing from the north-east,1,,,, ,,,8.8,14.8,,,,,,9.0,1.9,No precipitation,6,,,,
05.02.2020 20:00,10.1,768.9,772.5,1.7,57,Wind blowing from the east-northeast,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,14.8,,,600-1000,,,11.0,2.0,Trace of precipitation,12,,,,
05.02.2020 17:00,11.7,767.2,770.8,,54,Wind blowing from the east,4,,10,20–30%., ,,,9.7,14.8,,,600-1000,,,12.0,2.7,No precipitation,6,,,,
05.02.2020 14:00,14.1,766.6,770.1,-1.5,45,Wind blowing from the east,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,14.8,,,2500 or more  or no clouds.,,,16.0,2.4,No precipitation,12,,,,
05.02.2020 11:00,13.0,768.1,771.7,,61,Wind blowing from the east-northeast,1,,,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.0,,,600-1000,,,16.0,5.7,No precipitation,6,,,,
05.02.2020 08:00,9.9,767.7,771.3,1.6,84,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.2,,,1500-2000,,,8.0,7.3,No precipitation,12,,,,
