Local time in Changbai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 05:00,-20.7,703.3,777.8,,82,Wind blowing from the north-northeast,2,,4,, ,,,-20.7,-1.1,,,,,,30.0,-23.0,No precipitation,6,,,,
20.02.2020 02:00,-18.0,702.7,776.7,,83,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-1.1,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
19.02.2020 20:00,-9.9,700.3,775.1,1.2,76,Wind blowing from the north-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-1.1,,,,,,30.0,-13.4,No precipitation,12,,,,
19.02.2020 17:00,-2.6,699.1,772.9,,36,Wind blowing from the south-southeast,1,,9,no clouds, ,,,-18.8,-1.1,,,,,,30.0,-15.9,No precipitation,6,,,,
19.02.2020 14:00,-2.2,698.5,771.8,-1.8,51,Wind blowing from the west-southwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-2.2,,,600-1000,,,13.0,-11.1,No precipitation,12,,,,
19.02.2020 11:00,-8.8,700.3,774.8,,59,Wind blowing from the south-southwest,1,,4,50%., ,,,-18.8,-7.6,,,600-1000,,,10.0,-15.5,No precipitation,6,,,,
19.02.2020 08:00,-16.8,700.8,776.5,1.3,77,Wind blowing from the north-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,,,,600-1000,,,29.0,-19.9,No precipitation,12,,,,
19.02.2020 05:00,-18.7,699.5,774.6,,84,Wind blowing from the north-east,2,,4,, ,,,-26.3,-7.6,,,,,,30.0,-20.8,No precipitation,6,,,,
19.02.2020 02:00,-16.1,698.8,773.2,,81,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-7.6,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
18.02.2020 20:00,-15.6,697.7,774.1,1.7,80,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-7.6,,,,,,30.0,-18.3,No precipitation,12,,,,
18.02.2020 17:00,-10.6,696.0,771.7,,66,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,30.0,-15.8,,,,,,
18.02.2020 14:00,-10.2,696.0,771.2,-1.7,49,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-10.1,,,,,,30.0,-19.0,No precipitation,12,,,,
18.02.2020 11:00,-15.9,697.7,773.4,,54,Calm  no wind,0,,,no clouds, ,,,-26.3,-11.1,,,,,,30.0,-23.2,No precipitation,6,,,,
18.02.2020 08:00,-23.4,698.8,775.1,2.1,67,Wind blowing from the east-northeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,-11.1,,,600-1000,,,30.0,-27.9,No precipitation,12,,,,
18.02.2020 05:00,-25.3,696.7,772.9,,77,Wind blowing from the north-east,2,,7,, ,,,-25.3,-11.1,,,,,,30.0,-28.2,No precipitation,6,,,,
18.02.2020 02:00,-22.7,695.5,770.9,,81,Wind blowing from the north-east,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.7,-11.1,,,2500 or more  or no clouds.,,,30.0,-25.1,No precipitation,12,,,,
17.02.2020 20:00,-14.8,693.3,767.8,2.0,64,Wind blowing from the west-southwest,2,,15,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-10.2,,,600-1000,,,30.0,-20.2,Trace of precipitation,12,,,,
17.02.2020 17:00,-13.2,691.3,765.2,,59,Wind blowing from the west-southwest,3,,15,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-8.6,,,600-1000,,,30.0,-19.6,No precipitation,6,,,,
17.02.2020 14:00,-11.5,688.9,762.1,-0.3,62,Wind blowing from the west-southwest,5,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-5.5,,,600-1000,,,30.0,-17.4,No precipitation,12,,,,
17.02.2020 11:00,-12.4,689.2,762.4,,64,Wind blowing from the west-southwest,4,,7,20–30%., ,,,-16.8,,,,600-1000,,,30.0,-17.9,No precipitation,6,,,,
17.02.2020 08:00,-15.9,689.8,763.3,0.7,73,Wind blowing from the south-southwest,2,,7,40%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-3.6,,,600-1000,,,0.9,-19.7,Trace of precipitation,12,,,,
17.02.2020 05:00,-14.9,689.1,762.1,,77,Wind blowing from the west,3,,8,,Haze. ,,,-14.9,-2.9,,,,,,0.7,-18.1,No precipitation,6,,,,
17.02.2020 02:00,-12.9,689.0,761.3,,75,Wind blowing from the west-northwest,4,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-2.7,,,2500 or more  or no clouds.,,,0.7,-16.5,2.0,12,,,,
16.02.2020 20:00,-10.2,688.6,760.6,1.8,82,Wind blowing from the west,4,,10,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-10.2,-1.7,,,300-600,,,0.2,-12.7,4.0,12,,,,
16.02.2020 17:00,-8.5,686.8,757.9,,85,Wind blowing from the west,5,,10,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-8.5,-0.8,,,300-600,,,0.1,-10.6,2.0,6,,,,
16.02.2020 14:00,-5.5,684.3,754.7,-0.6,86,Wind blowing from the west,5,,9,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-6.5,-0.1,,,300-600,,,0.2,-7.5,10.0,12,,,,
16.02.2020 11:00,-5.1,684.9,755.2,,84,Wind blowing from the north-east,4,,8,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-6.5,-0.1,,,300-600,,,0.1,-7.4,5.0,6,,,,
16.02.2020 08:00,-5.9,685.7,756.2,-0.1,93,Wind blowing from the north-east,5,,7,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-5.9,0.5,,,300-600,,,0.1,-6.9,15.0,12,,,,
16.02.2020 05:00,-2.9,685.8,755.8,,97,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-2.9,0.5,,,,,,0.1,-3.3,9.0,6,,,,
16.02.2020 02:00,-2.7,687.9,757.9,,97,Wind blowing from the south-west,1,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,0.5,,,2500 or more  or no clouds.,,,0.1,-3.1,10.0,12,,,,
15.02.2020 20:00,-1.7,692.1,762.4,-0.7,96,Wind blowing from the north,0,,4,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-1.7,1.4,,,300-600,,,0.2,-2.2,13.0,12,,,,
15.02.2020 17:00,-0.8,692.8,763.1,,93,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-1.0,,,,600-1000,,,0.2,-1.8,6.0,6,,,,
15.02.2020 14:00,-0.2,693.4,763.8,-2.9,91,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-1.0,,,,600-1000,,,less than 0.1,-1.5,13.0,12,,,,
15.02.2020 11:00,-0.2,696.3,766.8,,96,Wind blowing from the south,1,,4,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-1.0,,,,2500 or more  or no clouds.,,,0.7,-0.7,7.0,6,,,,
15.02.2020 08:00,-0.4,696.0,766.3,-0.9,98,Wind blowing from the east-northeast,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,,,,600-1000,,,1.2,-0.7,6.0,12,,,,
15.02.2020 05:00,-0.8,696.9,767.1,,98,Calm  no wind,0,,,,Mist. ,,,-1.5,7.3,,,,,,1.4,-1.1,5.0,6,,,,
15.02.2020 02:00,-0.5,698.1,767.9,,96,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,7.3,,,2500 or more  or no clouds.,,,1.0,-1.0,3.0,12,,,,
14.02.2020 20:00,1.4,698.1,768.7,2.4,77,Wind blowing from the west-southwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.3,,,600-1000,,,30.0,-2.3,No precipitation,12,,,,
14.02.2020 17:00,3.7,695.7,765.8,,62,Wind blowing from the west,1,,5,70 – 80%., ,,,-2.4,7.3,,,600-1000,,,29.0,-3.0,No precipitation,6,,,,
14.02.2020 14:00,6.9,695.2,764.8,-1.3,48,Wind blowing from the east-southeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.2,,,600-1000,,,21.0,-3.6,No precipitation,12,,,,
14.02.2020 11:00,5.3,696.5,766.6,,57,Wind blowing from the south-west,3,,5,70 – 80%., ,,,-3.9,5.3,,,600-1000,,,20.0,-2.7,No precipitation,6,,,,
14.02.2020 08:00,-0.3,697.0,767.8,0.9,80,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,3.6,-3.4,No precipitation,12,,,,
14.02.2020 05:00,-1.4,696.1,766.7,,81,Calm  no wind,0,,,,Haze. ,,,,5.2,,,,,,4.2,-4.3,No precipitation,6,,,,
14.02.2020 02:00,-1.4,695.5,765.6,,82,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.2,,,2500 or more  or no clouds.,,,1.8,-4.1,No precipitation,12,,,,
13.02.2020 20:00,-1.1,694.8,766.9,2.3,68,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.2,,,600-1000,,,30.0,-6.4,No precipitation,12,,,,
13.02.2020 17:00,1.0,692.5,764.2,,61,Calm  no wind,0,,,no clouds, ,,,-13.3,5.2,,,,,,27.0,-5.8,No precipitation,6,,,,
13.02.2020 14:00,3.7,692.0,763.0,-1.6,44,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.4,,,,,,15.0,-7.6,No precipitation,12,,,,
13.02.2020 11:00,-3.8,693.6,765.4,,62,Wind blowing from the south,1,,3,no clouds, ,,,-13.3,5.4,,,,,,8.0,-10.1,No precipitation,6,,,,
13.02.2020 08:00,-11.1,694.1,766.5,1.1,88,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.4,,,,,,15.0,-12.7,No precipitation,12,,,,
13.02.2020 05:00,-12.3,693.0,764.7,,91,Wind blowing from the north-northwest,0,,4,, ,,,-14.9,5.4,,,,,,25.0,-13.5,No precipitation,6,,,,
13.02.2020 02:00,-9.9,692.9,764.0,,92,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,5.4,,,2500 or more  or no clouds.,,,27.0,-11.0,No precipitation,12,,,,
12.02.2020 20:00,-4.0,692.2,764.7,0.7,82,Wind blowing from the north-northwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,5.4,,,2500 or more  or no clouds.,,,27.0,-6.7,No precipitation,12,,,,
12.02.2020 17:00,1.3,691.5,763.3,,60,Wind blowing from the north-east,1,,,50%., ,,,-14.9,5.4,,,2500 or more  or no clouds.,,,14.0,-5.7,No precipitation,6,,,,
12.02.2020 14:00,3.2,692.6,764.1,,43,Wind blowing from the south,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,3.2,,,2500 or more  or no clouds.,,,5.0,-8.4,No precipitation,12,,,,
12.02.2020 11:00,-5.0,695.4,768.0,,60,Wind blowing from the south-southwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,0.8,,,2500 or more  or no clouds.,,,7.0,-11.7,No precipitation,6,,,,
12.02.2020 08:00,-12.9,697.0,770.3,0.6,86,Calm  no wind,0,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,0.8,,,600-1000,,,11.0,-14.8,No precipitation,12,,,,
12.02.2020 05:00,-14.7,696.4,769.3,,88,Calm  no wind,0,,,, ,,,-17.5,0.8,,,,,,26.0,-16.3,No precipitation,6,,,,
12.02.2020 02:00,-12.9,696.8,769.3,,89,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,0.8,,,2500 or more  or no clouds.,,,9.0,-14.4,No precipitation,12,,,,
11.02.2020 20:00,-7.0,696.8,770.5,0.1,79,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,0.8,,,,,,7.0,-10.1,No precipitation,12,,,,
11.02.2020 17:00,-2.6,696.7,769.9,,61,Calm  no wind,0,,,no clouds, ,,,-17.5,0.8,,,,,,29.0,-9.2,No precipitation,6,,,,
11.02.2020 14:00,-0.8,697.3,770.0,-2.3,46,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,0.1,,,,,,18.0,-11.2,No precipitation,12,,,,
11.02.2020 11:00,-7.9,699.6,773.2,,59,Wind blowing from the south,1,,4,no clouds, ,,,-17.5,0.1,,,,,,11.0,-14.6,No precipitation,6,,,,
11.02.2020 08:00,-15.3,700.8,775.0,0.6,77,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,0.1,,,,,,30.0,-18.5,No precipitation,12,,,,
11.02.2020 05:00,-16.4,700.2,773.6,,85,Wind blowing from the north-northeast,2,,4,, ,,,-16.4,0.1,,,,,,30.0,-18.4,No precipitation,6,,,,
11.02.2020 02:00,-14.4,700.0,773.1,,84,Wind blowing from the north-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,0.1,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
10.02.2020 20:00,-7.9,697.7,770.8,1.3,72,Wind blowing from the north-east,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,0.1,,,,,,30.0,-12.1,No precipitation,12,,,,
10.02.2020 17:00,-1.4,696.4,768.1,,44,Wind blowing from the west-southwest,2,,10,no clouds, ,,,-11.3,0.1,,,,,,30.0,-12.3,No precipitation,6,,,,
10.02.2020 14:00,-1.1,695.3,766.7,-0.4,47,Wind blowing from the west-southwest,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-0.9,,,600-1000,,,30.0,-11.2,No precipitation,12,,,,
10.02.2020 11:00,-3.3,695.7,767.7,,57,Wind blowing from the west-southwest,4,,9,20–30%., ,,,-15.6,-3.3,,,600-1000,,,30.0,-10.7,No precipitation,6,,,,
10.02.2020 08:00,-9.2,695.3,768.5,1.3,79,Wind blowing from the north-east,1,,9,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.1,,,600-1000,,,29.0,-12.2,Trace of precipitation,12,,,,
10.02.2020 05:00,-7.0,694.0,766.3,,75,Wind blowing from the south-west,5,,9,, ,,,,-6.1,,,,,,29.0,-10.8,No precipitation,6,,,,
10.02.2020 02:00,-6.1,693.2,765.4,,71,Wind blowing from the west-southwest,5,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.1,,,2500 or more  or no clouds.,,,20.0,-10.6,No precipitation,12,,,,
09.02.2020 20:00,-10.6,692.1,766.9,0.9,65,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-6.8,,,,,,9.0,-16.0,No precipitation,12,,,,
09.02.2020 17:00,-8.3,691.2,765.8,,51,Wind blowing from the west-southwest,1,,3,70 – 80%., ,,,-25.4,-6.8,,,2500 or more  or no clouds.,,,24.0,-16.8,No precipitation,6,,,,
09.02.2020 14:00,-8.7,692.2,766.8,-3.4,43,Wind blowing from the west-southwest,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-7.0,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
09.02.2020 11:00,-15.5,695.6,771.1,,52,Wind blowing from the south-west,2,,5,no clouds, ,,,-25.4,-7.0,,,,,,30.0,-23.3,No precipitation,6,,,,
09.02.2020 08:00,-22.1,697.9,774.1,-0.9,64,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.4,-7.0,,,,,,30.0,-27.1,No precipitation,12,,,,
09.02.2020 05:00,-24.1,698.8,774.4,,76,Wind blowing from the north-northeast,2,,5,, ,,,-24.1,-7.0,,,,,,30.0,-27.2,No precipitation,6,,,,
09.02.2020 02:00,-22.4,699.8,775.0,,74,Wind blowing from the north-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.4,-7.0,,,2500 or more  or no clouds.,,,30.0,-25.8,No precipitation,12,,,,
08.02.2020 20:00,-16.1,699.4,775.0,0.7,60,Wind blowing from the north-east,2,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-7.0,,,600-1000,,,30.0,-22.2,No precipitation,12,,,,
08.02.2020 17:00,-8.7,698.7,773.3,,32,Wind blowing from the south-west,2,,12,20–30%., ,,,-18.6,-7.0,,,600-1000,,,30.0,-22.4,No precipitation,6,,,,
08.02.2020 14:00,-7.4,697.6,771.7,-0.3,47,Wind blowing from the west-southwest,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-6.2,,,600-1000,,,30.0,-17.0,No precipitation,12,,,,
08.02.2020 11:00,-8.9,697.9,772.0,,53,Wind blowing from the west-southwest,6,,10,20–30%., ,,,-18.6,-6.2,,,600-1000,,,29.0,-16.9,No precipitation,6,,,,
08.02.2020 08:00,-16.9,698.5,773.4,1.3,77,Wind blowing from the east-northeast,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-6.2,,,600-1000,,,30.0,-20.0,No precipitation,12,,,,
08.02.2020 05:00,-18.4,697.2,771.4,,83,Wind blowing from the north-northeast,1,,5,, ,,,-27.2,-6.2,,,,,,30.0,-20.6,No precipitation,6,,,,
08.02.2020 02:00,-16.8,696.8,770.7,,83,Wind blowing from the north-east,2,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.2,,,2500 or more  or no clouds.,,,5.0,-19.0,No precipitation,12,,,,
07.02.2020 20:00,-12.2,696.7,772.5,,74,Wind blowing from the north-northeast,1,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-6.2,,,600-1000,,,30.0,-16.0,No precipitation,12,,,,
07.02.2020 17:00,-7.5,696.1,771.5,,50,Wind blowing from the south-west,4,,,no clouds, ,,,-27.2,-6.2,,,,,,30.0,-16.3,No precipitation,6,,,,
07.02.2020 14:00,-6.8,696.1,771.4,-2.5,50,Wind blowing from the west-southwest,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-6.8,,,,,,30.0,-15.6,No precipitation,12,,,,
07.02.2020 11:00,-16.7,698.6,775.3,,48,Wind blowing from the south,1,,3,no clouds, ,,,-27.2,-14.0,,,,,,7.0,-25.1,No precipitation,6,,,,
07.02.2020 08:00,-23.7,700.0,777.7,0.3,68,Wind blowing from the south,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.3,-14.0,,,,,,13.0,-27.9,No precipitation,12,,,,
07.02.2020 05:00,-26.9,699.7,777.3,,76,Wind blowing from the north-east,1,,,, ,,,-32.6,-14.0,,,,,,30.0,-29.9,No precipitation,6,,,,
07.02.2020 02:00,-26.0,700.0,777.1,,75,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.6,-14.0,,,2500 or more  or no clouds.,,,30.0,-29.2,No precipitation,12,,,,
06.02.2020 20:00,-21.9,700.3,779.2,0.3,66,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.6,-14.0,,,2500 or more  or no clouds.,,,30.0,-26.6,No precipitation,12,,,,
06.02.2020 17:00,-18.1,700.0,778.4,,48,Calm  no wind,0,,,no clouds, ,,,-32.6,-14.0,,,,,,30.0,-26.4,No precipitation,6,,,,
06.02.2020 14:00,-16.2,701.4,779.2,-2.3,39,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.6,-16.2,,,,,,30.0,-26.9,No precipitation,12,,,,
06.02.2020 11:00,-23.0,703.7,782.5,,49,Wind blowing from the south,1,,6,no clouds, ,,,-32.6,-17.1,,,,,,17.0,-30.7,No precipitation,6,,,,
06.02.2020 08:00,-30.4,705.6,785.2,0.6,63,Wind blowing from the east-northeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.6,-17.1,,,600-1000,,,30.0,-35.2,No precipitation,12,,,,
06.02.2020 05:00,-31.8,705.0,784.0,,72,Wind blowing from the north-east,2,,6,, ,,,-31.8,-17.1,,,,,,30.0,-35.2,No precipitation,6,,,,
06.02.2020 02:00,-29.5,704.5,782.9,,71,Wind blowing from the north-east,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-17.1,,,2500 or more  or no clouds.,,,30.0,-33.1,No precipitation,12,,,,
05.02.2020 20:00,-23.6,702.1,781.0,1.5,67,Wind blowing from the north-east,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-17.1,,,,,,30.0,-28.1,No precipitation,12,,,,
05.02.2020 17:00,-18.8,700.6,778.6,,59,Wind blowing from the west-southwest,3,,11,no clouds, ,,,-30.1,-12.7,,,,,,30.0,-24.9,No precipitation,6,,,,
05.02.2020 14:00,-17.5,699.0,776.1,-0.8,46,Wind blowing from the west-southwest,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,-9.8,,,,,,30.0,-26.5,No precipitation,12,,,,
05.02.2020 11:00,-19.9,699.8,777.0,,54,Wind blowing from the west-southwest,5,,8,20–30%., ,,,-30.1,,,,600-1000,,,30.0,-26.9,No precipitation,6,,,,
05.02.2020 08:00,-28.3,700.2,778.0,1.3,65,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.1,,,,,,,30.0,-32.9,No precipitation,12,,,,
