Local time in Jinghong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.03.2020 17:00,34.8,703.3,751.4,,18,Wind blowing from the west-northwest,1,,8,10%  or less  but not 0, ,,,15.2,35.0,,,1500-2000,,,26.0,7.0,No precipitation,6,,,,
09.03.2020 14:00,32.5,705.7,754.1,-2.9,22,Wind blowing from the south-east,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,34.2,,,1500-2000,,,21.0,8.1,No precipitation,12,,,,
09.03.2020 11:00,25.2,708.6,757.6,,38,Wind blowing from the south-east,1,,2,10%  or less  but not 0, ,,,15.2,34.2,,,1500-2000,,,14.0,9.9,No precipitation,6,,,,
09.03.2020 08:00,15.2,707.7,756.9,1.1,73,Wind blowing from the north-west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,34.2,,,1500-2000,,,9.0,10.4,No precipitation,12,,,,
09.03.2020 05:00,17.4,706.6,755.2,,63,Wind blowing from the north-east,1,,12,, ,,,15.0,34.2,,,,,,23.0,10.3,No precipitation,6,,,,
09.03.2020 02:00,19.4,706.9,755.4,,55,Wind blowing from the east,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,34.2,,,2500 or more  or no clouds.,,,22.0,10.1,No precipitation,12,,,,
08.03.2020 20:00,28.3,704.8,753.9,0.6,27,Wind blowing from the west,1,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,34.2,,,1500-2000,,,9.0,7.5,No precipitation,12,,,,
08.03.2020 17:00,33.5,704.2,752.7,,20,Wind blowing from the west,5,,12,20–30%., ,,,15.0,34.2,,,1500-2000,,,19.0,7.5,No precipitation,6,,,,
08.03.2020 14:00,32.8,706.6,755.1,-3.0,23,Wind blowing from the west,5,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,33.8,,,1500-2000,,,18.0,9.0,No precipitation,12,,,,
08.03.2020 11:00,23.0,709.6,758.8,,50,Wind blowing from the east-southeast,1,,4,20–30%., ,,,15.0,,,,1500-2000,,,10.0,12.0,No precipitation,6,,,,
08.03.2020 08:00,15.1,708.7,758.0,,79,Wind blowing from the south-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,33.8,,,1500-2000,,,8.0,11.5,No precipitation,12,,,,
08.03.2020 05:00,16.5,707.5,756.2,,73,Wind blowing from the south-southwest,1,,8,, ,,,15.2,33.8,,,,,,11.0,11.6,No precipitation,6,,,,
08.03.2020 02:00,18.5,708.4,757.3,,64,Wind blowing from the west-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,33.8,,,2500 or more  or no clouds.,,,12.0,11.6,No precipitation,12,,,,
07.03.2020 20:00,27.9,706.8,756.0,0.6,29,Wind blowing from the north-west,1,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,33.8,,,1500-2000,,,19.0,8.2,No precipitation,12,,,,
07.03.2020 17:00,33.7,706.2,754.7,,22,Wind blowing from the west,3,,10,50%., ,,,15.2,33.8,,,1500-2000,,,18.0,9.0,No precipitation,6,,,,
07.03.2020 14:00,29.3,708.7,757.6,-3.0,33,Wind blowing from the east-southeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,32.9,,,1500-2000,,,12.0,11.4,No precipitation,12,,,,
07.03.2020 11:00,23.2,711.7,761.1,,52,Wind blowing from the east-southeast,1,,2,20–30%., ,,,15.2,32.9,,,1500-2000,,,8.0,12.8,No precipitation,6,,,,
07.03.2020 08:00,15.2,710.7,760.3,1.3,82,Wind blowing from the west-northwest,1,,2,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,32.9,,,1500-2000,,,6.0,12.2,No precipitation,12,,,,
07.03.2020 05:00,17.1,709.4,758.2,,73,Wind blowing from the south-southwest,1,,7,, ,,,15.7,32.9,,,,,,9.0,12.2,No precipitation,6,,,,
07.03.2020 02:00,19.1,709.9,758.7,,62,Wind blowing from the west-southwest,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,32.9,,,2500 or more  or no clouds.,,,13.0,11.7,No precipitation,12,,,,
06.03.2020 20:00,26.9,708.0,757.3,1.2,34,Wind blowing from the north-west,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,32.9,,,1500-2000,,,14.0,9.7,No precipitation,12,,,,
06.03.2020 17:00,32.5,706.8,755.5,,23,Wind blowing from the west-northwest,3,,7,70 – 80%., ,,,15.7,32.9,,,1500-2000,,,16.0,8.7,No precipitation,6,,,,
06.03.2020 14:00,30.4,708.6,757.3,-3.2,34,Wind blowing from the south-east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,30.4,,,1500-2000,,,13.0,12.8,No precipitation,12,,,,
06.03.2020 11:00,23.4,711.8,761.2,,56,Wind blowing from the south-west,1,,2,10%  or less  but not 0, ,,,15.7,30.4,,,1500-2000,,,9.0,14.1,No precipitation,6,,,,
06.03.2020 08:00,15.7,710.5,760.0,1.6,84,Wind blowing from the west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,30.4,,,1500-2000,,,7.0,13.0,No precipitation,12,,,,
06.03.2020 05:00,16.9,708.9,757.9,,80,Wind blowing from the west,1,,7,, ,,,15.8,30.4,,,,,,8.0,13.4,No precipitation,6,,,,
06.03.2020 02:00,18.9,708.9,757.9,,72,Wind blowing from the west,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,30.4,,,2500 or more  or no clouds.,,,5.0,13.7,No precipitation,12,,,,
05.03.2020 20:00,26.7,706.6,755.8,0.9,46,Wind blowing from the east,1,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,30.4,,,1500-2000,,,11.0,14.1,No precipitation,12,,,,
05.03.2020 17:00,29.8,705.7,754.5,,36,Wind blowing from the south-east,3,,6,70 – 80%., ,,,15.8,31.3,,,1500-2000,,,14.0,13.1,No precipitation,6,,,,
05.03.2020 14:00,28.8,708.8,757.9,-2.9,39,Wind blowing from the south-southwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,32.3,,,1500-2000,,,16.0,13.5,No precipitation,12,,,,
05.03.2020 11:00,22.2,711.7,761.2,,48,Wind blowing from the south,1,,2,40%., ,,,15.8,32.3,,,1500-2000,,,10.0,10.7,No precipitation,6,,,,
05.03.2020 08:00,15.8,710.3,759.9,1.5,76,Wind blowing from the north-northwest,0,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,32.3,,,1500-2000,,,10.0,11.6,No precipitation,12,,,,
05.03.2020 05:00,16.8,708.8,757.7,,69,Wind blowing from the south-southwest,0,,2,, ,,,16.5,32.3,,,,,,11.0,11.1,No precipitation,6,,,,
05.03.2020 02:00,17.5,708.9,757.8,,63,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,32.3,,,2500 or more  or no clouds.,,,12.0,10.4,No precipitation,12,,,,
04.03.2020 20:00,25.7,706.7,755.9,0.5,43,Wind blowing from the south-southeast,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,32.3,,,1500-2000,,,9.0,12.2,No precipitation,12,,,,
04.03.2020 17:00,31.3,706.2,754.7,,27,Wind blowing from the west-southwest,1,,4,70 – 80%., ,,,17.1,32.3,,,1500-2000,,,21.0,10.1,No precipitation,6,,,,
04.03.2020 14:00,30.3,708.7,757.2,,31,Wind blowing from the north-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,32.8,,,1500-2000,,,19.0,11.3,No precipitation,12,,,,
04.03.2020 11:00,24.0,711.4,760.6,,45,Wind blowing from the south,1,,4,20–30%., ,,,17.1,32.8,,,1500-2000,,,25.0,11.3,No precipitation,6,,,,
04.03.2020 08:00,17.1,710.2,759.6,2.0,71,Wind blowing from the west-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,32.8,,,2500 or more  or no clouds.,,,22.0,11.8,Trace of precipitation,12,,,,
04.03.2020 05:00,19.2,708.2,756.8,,65,Wind blowing from the east-northeast,1,,8,, ,,,16.4,32.8,,,,,,18.0,12.5,No precipitation,6,,,,
04.03.2020 02:00,21.9,708.7,757.2,,54,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,32.8,,,2500 or more  or no clouds.,,,15.0,12.2,No precipitation,12,,,,
03.03.2020 20:00,26.8,705.9,755.0,1.1,31,Wind blowing from the south-west,0,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,32.8,,,1500-2000,,,6.0,8.3,No precipitation,12,,,,
03.03.2020 17:00,32.0,704.8,753.4,,23,Wind blowing from the south,1,,5,70 – 80%., ,,,16.4,32.8,,,1500-2000,,,13.0,8.3,No precipitation,6,,,,
03.03.2020 14:00,30.8,707.5,756.1,-3.3,31,Wind blowing from the east,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.4,32.5,,,1500-2000,,,12.0,11.7,No precipitation,12,,,,
03.03.2020 11:00,22.4,710.8,760.3,,56,Wind blowing from the south-west,1,,2,40%., ,,,16.4,,,,1500-2000,,,9.0,13.2,No precipitation,6,,,,
03.03.2020 08:00,16.4,709.6,759.0,1.8,76,Wind blowing from the west-southwest,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,32.5,,,1500-2000,,,8.0,12.2,No precipitation,12,,,,
03.03.2020 05:00,17.6,707.8,756.4,,72,Wind blowing from the south-southwest,1,,2,, ,,,14.0,32.5,,,,,,9.0,12.5,No precipitation,6,,,,
03.03.2020 02:00,18.8,708.1,756.8,,66,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,32.5,,,2500 or more  or no clouds.,,,10.0,12.3,No precipitation,12,,,,
02.03.2020 20:00,26.1,706.3,755.8,0.6,40,Wind blowing from the west,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,32.5,,,1500-2000,,,12.0,11.5,No precipitation,12,,,,
02.03.2020 17:00,32.3,705.7,754.4,,25,Wind blowing from the east-northeast,2,,,50%., ,,,14.0,33.9,,,1500-2000,,,17.0,9.8,No precipitation,6,,,,
02.03.2020 14:00,30.1,708.0,756.9,-3.1,26,Wind blowing from the south-southeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,33.9,,,1500-2000,,,21.0,8.5,No precipitation,12,,,,
02.03.2020 11:00,22.1,711.1,760.6,,51,Wind blowing from the east-northeast,1,,2,no clouds, ,,,14.0,,,,,,,15.0,11.5,No precipitation,6,,,,
02.03.2020 08:00,14.2,710.2,759.8,1.6,79,Wind blowing from the west-northwest,0,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,,,,1500-2000,,,13.0,10.6,No precipitation,12,,,,
02.03.2020 05:00,15.3,708.6,757.4,,75,Calm  no wind,0,,,, ,,,13.2,33.9,,,,,,12.0,10.9,No precipitation,6,,,,
02.03.2020 02:00,17.4,708.9,757.9,,64,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,33.9,,,2500 or more  or no clouds.,,,16.0,10.5,No precipitation,12,,,,
01.03.2020 20:00,26.6,706.5,755.9,0.5,33,Wind blowing from the north-east,1,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,33.9,,,1500-2000,,,17.0,9.0,No precipitation,12,,,,
01.03.2020 17:00,33.5,706.0,754.6,,18,Wind blowing from the west-southwest,4,,8,no clouds, ,,,13.2,33.8,,,,,,22.0,5.9,No precipitation,6,,,,
01.03.2020 14:00,29.7,708.8,757.8,-2.8,28,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,33.5,,,,,,18.0,9.3,No precipitation,12,,,,
01.03.2020 11:00,21.3,711.6,761.2,,50,Wind blowing from the south,1,,3,no clouds, ,,,13.2,,,,,,,13.0,10.5,No precipitation,6,,,,
01.03.2020 08:00,13.3,710.5,760.3,1.2,84,Wind blowing from the west-southwest,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,1500-2000,,,8.0,10.7,No precipitation,12,,,,
01.03.2020 05:00,14.8,709.3,758.3,,73,Wind blowing from the west,1,,8,, ,,,14.8,33.5,,,,,,13.0,10.0,No precipitation,6,,,,
01.03.2020 02:00,17.5,709.3,758.3,,62,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,33.5,,,2500 or more  or no clouds.,,,13.0,10.1,No precipitation,12,,,,
29.02.2020 20:00,26.9,707.0,756.4,1.4,37,Wind blowing from the west-northwest,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,33.5,,,1500-2000,,,9.0,11.0,No precipitation,12,,,,
29.02.2020 17:00,33.1,705.6,754.2,,20,Wind blowing from the west-northwest,3,,8,20–30%., ,,,14.8,33.5,,,1500-2000,,,19.0,7.2,No precipitation,6,,,,
29.02.2020 14:00,29.2,708.0,757.0,-2.8,33,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,29.2,,,1500-2000,,,10.0,11.3,No precipitation,12,,,,
29.02.2020 11:00,21.0,710.8,760.6,,69,Wind blowing from the south-east,1,,2,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,26.0,,,1500-2000,,,5.0,15.1,No precipitation,6,,,,
29.02.2020 08:00,14.9,709.7,759.7,1.3,93,Wind blowing from the west-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,26.0,,,600-1000,,,2.9,13.8,No precipitation,12,,,,
29.02.2020 05:00,15.6,708.4,757.9,,91,Wind blowing from the west-northwest,1,,2,,Mist. ,,,15.6,26.0,,,,,,3.5,14.1,No precipitation,6,,,,
29.02.2020 02:00,17.2,708.8,758.3,,86,Wind blowing from the west,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,26.0,,,2500 or more  or no clouds.,,,4.3,14.8,No precipitation,12,,,,
28.02.2020 20:00,22.1,708.1,757.7,0.4,67,Wind blowing from the north,0,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,26.9,,,1500-2000,,,6.0,15.7,No precipitation,12,,,,
28.02.2020 17:00,25.6,707.7,757.0,,51,Wind blowing from the south-east,1,,2,100%., ,,,16.0,29.9,,,1500-2000,,,7.0,14.7,No precipitation,6,,,,
28.02.2020 14:00,23.6,709.7,759.2,-1.7,56,Wind blowing from the south-southeast,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,30.0,,,1500-2000,,,6.0,14.3,No precipitation,12,,,,
28.02.2020 11:00,19.6,711.4,761.1,,74,Wind blowing from the south-southwest,0,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,,,,1500-2000,,,4.6,14.8,No precipitation,6,,,,
28.02.2020 08:00,16.6,709.9,759.2,1.1,86,Wind blowing from the south-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,30.0,,,600-1000,,,4.2,14.3,No precipitation,12,,,,
28.02.2020 05:00,16.4,708.8,757.9,,86,Wind blowing from the west-southwest,1,,6,,Mist. ,,,15.6,30.0,,,,,,5.0,14.1,No precipitation,6,,,,
28.02.2020 02:00,18.4,709.3,758.5,,77,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,30.0,,,2500 or more  or no clouds.,,,8.0,14.3,No precipitation,12,,,,
27.02.2020 20:00,26.9,708.2,757.6,0.6,42,Wind blowing from the south-southeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,30.0,,,1500-2000,,,10.0,12.9,No precipitation,12,,,,
27.02.2020 17:00,30.0,707.6,756.5,,37,Wind blowing from the south-southeast,1,,3,100%., ,,,15.6,30.0,,,1500-2000,,,10.0,13.7,No precipitation,6,,,,
27.02.2020 14:00,26.4,709.9,759.2,-2.4,48,Wind blowing from the west-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,29.2,,,1500-2000,,,11.0,14.5,No precipitation,12,,,,
27.02.2020 11:00,21.4,712.3,761.9,,67,Wind blowing from the south-east,1,,2,100%., ,,,15.6,29.2,,,1500-2000,,,8.0,15.0,No precipitation,6,,,,
27.02.2020 08:00,15.6,710.9,760.6,1.3,89,Wind blowing from the south-southwest,1,,2,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,29.2,,,1500-2000,,,6.0,13.8,No precipitation,12,,,,
27.02.2020 05:00,17.1,709.6,758.7,,83,Wind blowing from the west-southwest,1,,3,, ,,,16.2,29.2,,,,,,7.0,14.2,No precipitation,6,,,,
27.02.2020 02:00,18.5,710.4,759.7,,79,Wind blowing from the north-northwest,0,,4,, ,,,16.2,29.2,,,,,,9.0,14.8,No precipitation,6,,,,
26.02.2020 20:00,25.8,709.0,758.5,0.5,48,Wind blowing from the east-southeast,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,29.2,,,1500-2000,,,11.0,14.0,No precipitation,12,,,,
26.02.2020 17:00,28.8,708.5,757.6,,47,Wind blowing from the east,1,,4,100%., ,,,16.2,28.8,,,1500-2000,,,12.0,16.4,No precipitation,6,,,,
26.02.2020 14:00,26.4,710.9,760.2,-2.1,53,Wind blowing from the south-southeast,2,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,28.5,,,1500-2000,,,12.0,16.1,No precipitation,12,,,,
26.02.2020 11:00,21.2,713.0,762.7,,72,Wind blowing from the south-east,1,,2,100%., ,,,16.2,28.5,,,1500-2000,,,8.0,16.0,No precipitation,6,,,,
26.02.2020 08:00,16.2,711.7,761.5,1.2,93,Wind blowing from the south-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,28.5,,,1500-2000,,,3.7,15.1,No precipitation,12,,,,
26.02.2020 05:00,17.4,710.5,759.7,,91,Calm  no wind,0,,,,Mist. ,,,17.2,28.5,,,,,,6.0,15.9,No precipitation,6,,,,
26.02.2020 02:00,18.8,710.7,760.1,,87,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,28.5,,,2500 or more  or no clouds.,,,7.0,16.6,No precipitation,12,,,,
25.02.2020 20:00,24.1,709.0,758.5,0.5,63,Wind blowing from the north,0,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,28.5,,,1500-2000,,,8.0,16.6,0.1,12,,,,
25.02.2020 17:00,28.3,708.5,757.6,,45,Wind blowing from the south,1,,3,20–30%., ,,,17.2,28.4,,,1500-2000,,,14.0,15.2,No precipitation,6,,,,
25.02.2020 14:00,24.7,710.9,760.4,-2.4,59,Wind blowing from the east-southeast,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.6,,,1500-2000,,,13.0,16.2,3.0,12,,,,
25.02.2020 11:00,19.2,713.3,763.3,,85,Wind blowing from the north-east,0,,,100%., ,,,17.2,,,,1500-2000,,,9.0,16.6,2.0,6,,,,
25.02.2020 08:00,17.4,711.7,761.4,1.2,96,Wind blowing from the north,1,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,27.6,,,1500-2000,,,3.0,16.8,3.0,12,,,,
25.02.2020 05:00,17.5,710.5,759.8,,93,Wind blowing from the west,1,,3,,Rain (not freezing) not falling as shower(s). ,,,17.5,27.6,,,,,,3.5,16.4,1.0,6,,,,
25.02.2020 02:00,17.8,711.1,760.6,,81,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,27.6,,,2500 or more  or no clouds.,,,10.0,14.5,0.1,12,,,,
24.02.2020 20:00,23.5,709.6,759.0,0.4,56,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.6,,,1500-2000,,,11.0,14.2,0.1,12,,,,
24.02.2020 17:00,27.4,709.2,758.2,,43,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,29.6,,,1500-2000,,,19.0,13.7,0.1,6,,,,
24.02.2020 14:00,26.5,711.5,760.7,-2.0,44,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,29.8,,,1500-2000,,,17.0,13.3,No precipitation,12,,,,
24.02.2020 11:00,22.7,713.5,762.9,,61,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,18.5,,,,1500-2000,,,12.0,14.8,No precipitation,6,,,,
24.02.2020 08:00,18.9,712.2,761.7,0.6,76,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,29.8,,,600-1000,,,13.0,14.6,No precipitation,12,,,,
24.02.2020 05:00,19.0,711.6,760.6,,75,Wind blowing from the west,0,,4,, ,,,15.4,29.8,,,,,,15.0,14.5,No precipitation,6,,,,
24.02.2020 02:00,20.6,712.4,761.5,,64,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,29.8,,,2500 or more  or no clouds.,,,17.0,13.6,No precipitation,12,,,,
23.02.2020 20:00,25.1,710.8,760.6,-0.2,44,Wind blowing from the west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,29.8,,,1500-2000,,,19.0,12.0,No precipitation,12,,,,
23.02.2020 17:00,29.6,711.0,760.3,,31,Wind blowing from the east-northeast,1,,5,50%., ,,,15.4,29.8,,,1500-2000,,,19.0,10.7,No precipitation,6,,,,
23.02.2020 14:00,27.4,713.8,763.3,-3.0,37,Wind blowing from the east,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,28.9,,,1500-2000,,,19.0,11.4,No precipitation,12,,,,
23.02.2020 11:00,21.7,716.8,766.8,,60,Wind blowing from the west-southwest,1,,2,20–30%., ,,,15.4,28.9,,,1500-2000,,,11.0,13.6,No precipitation,6,,,,
