Local time in Zhongxiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,11.3,764.0,774.1,,45,Wind blowing from the south,4,,6,20–30%., ,,,3.3,13.7,,,2500 or more  or no clouds.,,,30.0,-0.2,No precipitation,6,,,,
18.02.2020 08:00,4.8,763.8,774.0,0.2,65,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.7,,,2500 or more  or no clouds.,,,30.0,-1.2,No precipitation,12,,,,
18.02.2020 05:00,4.1,763.6,773.7,,70,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,30.0,-0.9,,,,,,
18.02.2020 02:00,4.9,764.6,774.7,,65,Wind blowing from the south-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,13.7,,,2500 or more  or no clouds.,,,30.0,-1.3,No precipitation,12,,,,
17.02.2020 20:00,10.1,764.2,774.5,0.3,43,Wind blowing from the west-northwest,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,13.7,,,2500 or more  or no clouds.,,,30.0,-1.9,No precipitation,12,,,,
17.02.2020 17:00,13.2,763.9,774.1,,26,Wind blowing from the north-northwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-5.9,,,,,,
17.02.2020 14:00,12.8,765.3,775.5,-1.7,31,Wind blowing from the north-northwest,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.8,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
17.02.2020 11:00,7.6,767.0,777.3,,63,Wind blowing from the west,2,,4,no clouds, ,,,-0.3,9.6,,,,,,30.0,1.0,No precipitation,6,,,,
17.02.2020 08:00,1.7,766.3,776.7,0.9,83,Wind blowing from the east-northeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,9.6,,,2500 or more  or no clouds.,,,30.0,-0.9,No precipitation,12,,,,
17.02.2020 05:00,3.0,765.4,775.7,,68,Wind blowing from the south,1,,3,, ,,,-0.2,9.6,,,,,,30.0,-2.3,No precipitation,6,,,,
17.02.2020 02:00,2.3,765.1,775.3,,74,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,9.6,,,2500 or more  or no clouds.,,,30.0,-1.9,No precipitation,12,,,,
16.02.2020 20:00,6.1,763.9,774.3,1.5,46,Wind blowing from the south-southwest,0,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,9.6,,,2500 or more  or no clouds.,,,30.0,-4.9,No precipitation,12,,,,
16.02.2020 17:00,9.0,762.4,772.7,,35,Wind blowing from the north,2,,,40%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-5.6,,,,,,
16.02.2020 14:00,7.8,763.6,773.9,-2.3,40,Wind blowing from the north-northwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.0,,,2500 or more  or no clouds.,,,30.0,-5.0,No precipitation,12,,,,
16.02.2020 11:00,5.1,765.9,776.2,,81,Wind blowing from the south-west,1,,3,20–30%., ,,,-0.3,5.4,,,2500 or more  or no clouds.,,,15.0,2.1,No precipitation,6,,,,
16.02.2020 08:00,-0.2,765.6,776.1,-0.1,99,Wind blowing from the east,1,,3,50%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,1.8,,,2500 or more  or no clouds.,,,3.1,-0.3,No precipitation,12,,,,
16.02.2020 05:00,-0.3,765.7,776.2,,99,Wind blowing from the south,2,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-0.3,4.1,,,,,,0.2,-0.4,No precipitation,6,,,,
16.02.2020 02:00,-0.1,765.4,775.9,,99,Wind blowing from the south,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,,,,2500 or more  or no clouds.,,,10.0,-0.2,2.0,12,,,,
15.02.2020 20:00,1.0,764.6,775.0,1.6,96,Wind blowing from the north-northeast,1,,13,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,,,,2500 or more  or no clouds.,,,30.0,0.4,14.0,12,,,,
15.02.2020 17:00,1.7,763.0,773.4,,94,Wind blowing from the north-northeast,2,,15,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,,,,2500 or more  or no clouds.,,,30.0,0.8,6.0,6,,,,
15.02.2020 14:00,0.7,763.6,774.0,-1.2,99,Wind blowing from the north,7,,19,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,,,,2500 or more  or no clouds.,,,1.1,0.6,16.0,12,,,,
15.02.2020 11:00,1.1,764.8,775.1,,99,Wind blowing from the north,6,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Fog or ice fog or thick haze.,1.1,,,,2500 or more  or no clouds.,,,2.7,1.0,11.0,6,,,,
15.02.2020 08:00,1.4,762.8,773.0,2.7,99,Wind blowing from the north,7,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,17.1,,,2500 or more  or no clouds.,,,4.0,1.3,7.0,12,,,,
15.02.2020 05:00,3.9,760.1,770.2,,99,Wind blowing from the north,9,,19,,Intermittent fall of snowflakes  slight at time of observation. ,,,3.9,17.1,,,,,,8.0,3.8,0.1,6,,,,
15.02.2020 02:00,5.8,759.1,769.1,,84,Wind blowing from the north,11,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,17.1,,,2500 or more  or no clouds.,,,30.0,3.3,3.0,12,,,,
14.02.2020 20:00,10.8,755.8,765.8,4.8,61,Wind blowing from the north-northwest,7,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.1,,,2500 or more  or no clouds.,,,16.0,3.4,0.3,12,,,,
14.02.2020 17:00,16.5,751.0,760.7,,40,Wind blowing from the north,4,,10,70 – 80%., ,,,12.0,17.1,,,2500 or more  or no clouds.,,,18.0,2.9,No precipitation,6,,,,
14.02.2020 14:00,16.6,750.1,759.9,-0.7,75,Wind blowing from the north-northwest,6,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,16.6,,,2500 or more  or no clouds.,,,8.0,12.2,No precipitation,12,,,,
14.02.2020 11:00,14.3,750.8,760.6,,91,Wind blowing from the north,6,,9,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,15.6,,,2500 or more  or no clouds.,,,6.0,12.9,No precipitation,6,,,,
14.02.2020 08:00,12.1,749.5,759.4,1.4,99,Wind blowing from the north-west,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.6,,,2500 or more  or no clouds.,,,3.4,11.9,No precipitation,12,,,,
14.02.2020 05:00,13.4,748.1,757.9,,99,Wind blowing from the north-west,3,,8,,Mist. ,,,10.6,15.6,,,,,,1.1,13.2,No precipitation,6,,,,
14.02.2020 02:00,14.6,748.0,757.7,,99,Wind blowing from the north-west,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.6,,,2500 or more  or no clouds.,,,3.6,14.4,No precipitation,12,,,,
13.02.2020 20:00,14.7,748.2,758.0,1.5,99,Wind blowing from the west-northwest,1,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,15.6,,,2500 or more  or no clouds.,,,4.0,14.5,0.1,12,,,,
13.02.2020 17:00,15.3,746.7,756.4,,90,Wind blowing from the south-southeast,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,7.0,13.7,,,,,,
13.02.2020 14:00,14.0,748.2,758.0,-2.6,92,Wind blowing from the south,4,,6,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,10.5,14.2,,,2500 or more  or no clouds.,,,6.0,12.7,0.1,12,,,,
13.02.2020 11:00,11.9,750.8,760.7,,99,Wind blowing from the south,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.5,,,,300-600,,,1.6,11.7,0.1,6,,,,
13.02.2020 08:00,10.7,750.7,760.6,0.0,99,Wind blowing from the south,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,,,,2500 or more  or no clouds.,,,0.9,10.5,No precipitation,12,,,,
13.02.2020 05:00,10.7,750.7,760.6,,99,Wind blowing from the south-southeast,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,10.4,14.2,,,,,,0.2,10.5,No precipitation,6,,,,
13.02.2020 02:00,11.2,751.6,761.4,,99,Wind blowing from the south,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,14.2,,,2500 or more  or no clouds.,,,7.0,11.0,No precipitation,12,,,,
12.02.2020 20:00,10.5,752.2,762.1,0.3,98,Wind blowing from the south,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.2,,,2500 or more  or no clouds.,,,5.0,10.2,No precipitation,12,,,,
12.02.2020 17:00,13.8,751.9,761.7,,81,Wind blowing from the south,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,11.0,10.6,,,,,,
12.02.2020 14:00,13.6,752.7,762.6,-2.2,83,Wind blowing from the south-southeast,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.7,,,2500 or more  or no clouds.,,,8.0,10.8,No precipitation,12,,,,
12.02.2020 11:00,12.1,754.9,764.9,,96,Wind blowing from the south,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.3,,,2500 or more  or no clouds.,,,6.0,11.5,No precipitation,6,,,,
12.02.2020 08:00,10.7,754.3,764.3,0.7,99,Wind blowing from the south,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.3,,,2500 or more  or no clouds.,,,5.0,10.5,No precipitation,12,,,,
12.02.2020 05:00,10.7,753.6,763.5,,97,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,10.0,10.2,,,,,,
12.02.2020 02:00,10.0,754.4,764.4,,97,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.3,,,2500 or more  or no clouds.,,,10.0,9.5,No precipitation,12,,,,
11.02.2020 20:00,11.1,754.5,764.5,1.1,90,Wind blowing from the south,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.3,,,2500 or more  or no clouds.,,,11.0,9.5,No precipitation,12,,,,
11.02.2020 17:00,12.1,753.4,763.3,,83,Wind blowing from the south,4,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,9.3,,,,,,
11.02.2020 14:00,11.5,754.1,764.1,-1.8,90,Wind blowing from the south-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,13.4,,,2500 or more  or no clouds.,,,9.0,9.9,No precipitation,12,,,,
11.02.2020 11:00,10.2,755.9,765.9,,97,Wind blowing from the south,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,,,,2500 or more  or no clouds.,,,6.0,9.7,No precipitation,6,,,,
11.02.2020 08:00,9.0,755.2,765.2,0.4,98,Wind blowing from the south-southeast,2,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,,,,2500 or more  or no clouds.,,,7.0,8.7,No precipitation,12,,,,
11.02.2020 05:00,8.9,754.8,764.8,,96,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,7.0,8.3,,,,,,
11.02.2020 02:00,8.9,755.4,765.4,,96,Wind blowing from the south-southeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.4,,,2500 or more  or no clouds.,,,11.0,8.3,No precipitation,12,,,,
10.02.2020 20:00,10.0,755.4,765.4,0.3,84,Wind blowing from the south-southeast,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,13.4,,,2500 or more  or no clouds.,,,17.0,7.4,No precipitation,12,,,,
10.02.2020 17:00,11.7,755.1,765.1,,67,Wind blowing from the south-southeast,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,12.0,5.8,,,,,,
10.02.2020 14:00,12.2,756.1,766.0,-2.2,68,Wind blowing from the south,6,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,15.2,,,2500 or more  or no clouds.,,,14.0,6.5,No precipitation,12,,,,
10.02.2020 11:00,11.2,758.3,768.4,,73,Wind blowing from the south,5,,7,, ,,,8.2,15.2,,,,,,13.0,6.5,No precipitation,6,,,,
10.02.2020 08:00,9.3,758.0,768.1,0.4,78,Wind blowing from the south-southeast,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,12.0,5.7,No precipitation,12,,,,
10.02.2020 05:00,9.0,757.6,767.6,,79,Wind blowing from the south-east,3,,,, ,,,,,,,,,,12.0,5.6,,,,,,
10.02.2020 02:00,8.6,759.3,769.3,,80,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,15.2,,,2500 or more  or no clouds.,,,12.0,5.3,No precipitation,12,,,,
09.02.2020 20:00,9.5,760.1,770.3,-0.4,76,Wind blowing from the south-southeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,15.2,,,2500 or more  or no clouds.,,,10.0,5.5,No precipitation,12,,,,
09.02.2020 17:00,14.3,760.5,770.6,,58,Wind blowing from the south,4,,,no clouds, ,,,,,,,,,,17.0,6.2,,,,,,
09.02.2020 14:00,13.9,762.1,772.2,-3.2,61,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,14.1,,,,,,15.0,6.5,No precipitation,12,,,,
09.02.2020 11:00,9.7,765.3,775.5,,75,Wind blowing from the south,4,,6,20–30%., ,,,3.3,12.9,,,2500 or more  or no clouds.,,,11.0,5.5,No precipitation,6,,,,
09.02.2020 08:00,3.7,764.9,775.2,0.1,98,Wind blowing from the east-southeast,2,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,12.9,,,2500 or more  or no clouds.,,,7.0,3.4,No precipitation,12,,,,
09.02.2020 05:00,3.4,764.8,775.0,,99,Wind blowing from the south-east,2,,6,,Mist. ,,,1.5,12.9,,,,,,4.6,3.3,No precipitation,6,,,,
09.02.2020 02:00,4.5,765.2,775.4,,98,Wind blowing from the east-southeast,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,12.9,,,2500 or more  or no clouds.,,,6.0,4.2,No precipitation,12,,,,
08.02.2020 20:00,8.2,764.6,774.9,1.2,81,Wind blowing from the south,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,12.9,,,2500 or more  or no clouds.,,,14.0,5.1,No precipitation,12,,,,
08.02.2020 17:00,12.4,763.4,773.6,,59,Wind blowing from the west,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,17.0,4.6,,,,,,
08.02.2020 14:00,11.0,763.9,774.1,-2.4,65,Wind blowing from the west-northwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,11.4,,,2500 or more  or no clouds.,,,14.0,4.7,No precipitation,12,,,,
08.02.2020 11:00,6.3,766.3,776.5,,99,Wind blowing from the west,2,,3,40%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.4,,,2500 or more  or no clouds.,,,8.0,6.2,No precipitation,6,,,,
08.02.2020 08:00,1.8,764.8,775.2,0.9,99,Wind blowing from the east,1,,3,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.4,,,2500 or more  or no clouds.,,,2.0,1.7,No precipitation,12,,,,
08.02.2020 05:00,2.0,763.9,774.2,,99,Wind blowing from the south-east,1,,3,,Fog or ice fog. ,,,1.4,7.4,,,,,,2.2,1.9,No precipitation,6,,,,
08.02.2020 02:00,3.4,764.4,774.7,,99,Wind blowing from the east-southeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,7.4,,,2500 or more  or no clouds.,,,6.0,3.3,No precipitation,12,,,,
07.02.2020 20:00,5.1,763.8,774.1,1.6,91,Wind blowing from the south-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,7.4,,,2500 or more  or no clouds.,,,10.0,3.8,No precipitation,12,,,,
07.02.2020 17:00,6.8,762.2,772.5,,74,Wind blowing from the west-northwest,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,20.0,2.5,,,,,,
07.02.2020 14:00,7.3,762.4,772.6,-1.8,71,Wind blowing from the north,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.4,,,2500 or more  or no clouds.,,,24.0,2.4,No precipitation,12,,,,
07.02.2020 11:00,4.6,764.2,774.6,,87,Wind blowing from the north,3,,8,60%., ,,,1.0,4.6,,,2500 or more  or no clouds.,,,10.0,2.6,No precipitation,6,,,,
07.02.2020 08:00,1.6,763.6,774.1,1.2,99,Wind blowing from the north-northwest,3,,10,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.9,,,2500 or more  or no clouds.,,,4.2,1.5,0.1,12,,,,
07.02.2020 05:00,1.4,762.4,772.9,,99,Wind blowing from the north-northwest,3,,10,,Mist. ,,,1.0,2.1,,,,,,3.1,1.3,No precipitation,6,,,,
07.02.2020 02:00,1.6,763.1,773.5,,99,Wind blowing from the north-northwest,4,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,2500 or more  or no clouds.,,,2.4,1.5,2.0,12,,,,
06.02.2020 20:00,1.6,762.4,772.7,1.8,99,Wind blowing from the north-northwest,5,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,1.0,,,,2500 or more  or no clouds.,,,3.0,1.5,2.0,12,,,,
06.02.2020 17:00,1.3,760.6,770.9,,99,Wind blowing from the north-northwest,6,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,1.0,,,,2500 or more  or no clouds.,,,1.9,1.2,2.0,6,,,,
06.02.2020 14:00,1.0,760.0,770.3,-1.0,99,Wind blowing from the north-northwest,6,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,2500 or more  or no clouds.,,,1.4,0.9,4.0,12,,,,
06.02.2020 11:00,1.8,761.0,771.4,,99,Wind blowing from the north-northwest,6,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,2500 or more  or no clouds.,,,3.1,1.7,0.9,6,,,,
06.02.2020 08:00,1.7,760.2,770.5,0.9,99,Wind blowing from the north-northwest,5,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.1,,,2500 or more  or no clouds.,,,2.0,1.6,6.0,12,,,,
06.02.2020 05:00,2.1,759.3,769.5,,99,Wind blowing from the north-west,5,,12,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.1,12.1,,,,,,2.3,2.0,3.0,6,,,,
06.02.2020 02:00,2.9,759.1,769.3,,99,Wind blowing from the north-west,5,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.1,,,2500 or more  or no clouds.,,,1.6,2.8,3.0,12,,,,
05.02.2020 20:00,6.4,758.6,768.8,1.3,82,Wind blowing from the north-west,5,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,12.1,,,2500 or more  or no clouds.,,,3.2,3.6,No precipitation,12,,,,
05.02.2020 17:00,10.8,757.3,767.5,,68,Wind blowing from the north-west,4,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,14.8,,,,,,3.8,5.1,No precipitation,6,,,,
05.02.2020 14:00,11.7,758.6,768.7,-2.4,65,Wind blowing from the north-west,4,,8,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,15.5,,,2500 or more  or no clouds.,,,4.0,5.3,No precipitation,12,,,,
05.02.2020 11:00,7.5,761.0,771.1,,79,Wind blowing from the north-west,4,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,15.5,,,,,,3.0,4.1,No precipitation,6,,,,
05.02.2020 08:00,2.6,760.8,771.0,1.6,96,Wind blowing from the north-west,4,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,15.5,,,,,,1.8,2.0,No precipitation,12,,,,
05.02.2020 05:00,3.5,759.2,769.3,,99,Wind blowing from the west-northwest,4,,7,,Mist. ,,,3.5,15.5,,,,,,2.1,3.4,No precipitation,6,,,,
05.02.2020 02:00,8.2,758.9,768.9,,77,Wind blowing from the east,2,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,15.5,,,2500 or more  or no clouds.,,,4.7,4.4,No precipitation,12,,,,
04.02.2020 20:00,11.0,758.2,768.3,1.5,74,Wind blowing from the south,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,15.5,,,,,,3.0,6.4,No precipitation,12,,,,
04.02.2020 17:00,14.9,756.7,766.6,,53,Wind blowing from the south-southwest,3,,,no clouds, ,,,,,,,,,,8.0,5.4,,,,,,
04.02.2020 14:00,14.6,757.2,767.2,-2.2,53,Wind blowing from the south-southwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.7,,,,,,7.0,5.1,No precipitation,12,,,,
04.02.2020 11:00,11.2,759.4,769.5,,73,Wind blowing from the south,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.6,,,,,,3.7,6.5,No precipitation,6,,,,
04.02.2020 08:00,5.8,758.5,768.6,0.6,89,Wind blowing from the east-southeast,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,13.6,,,2500 or more  or no clouds.,,,3.2,4.1,No precipitation,12,,,,
04.02.2020 05:00,5.6,757.9,768.0,,87,Wind blowing from the east-southeast,2,,4,,Mist. ,,,5.0,13.6,,,,,,3.5,3.6,No precipitation,6,,,,
04.02.2020 02:00,6.5,758.8,768.8,,81,Wind blowing from the south-southeast,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.6,,,2500 or more  or no clouds.,,,4.2,3.5,No precipitation,12,,,,
03.02.2020 20:00,10.2,759.1,769.3,0.4,61,Wind blowing from the south-east,2,,5,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,13.6,,,2500 or more  or no clouds.,,,5.0,3.0,No precipitation,12,,,,
