Local time in Wulate Zhongqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 08:00,-11.4,655.3,771.6,0.3,58,Wind blowing from the east-northeast,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.8,,,,,,5.0,-18.0,No precipitation,12,,,,
19.02.2020 05:00,-10.9,655.0,770.5,,62,Wind blowing from the east-northeast,1,,10,,Haze. ,,,-11.8,1.8,,,,,,5.0,-16.8,No precipitation,6,,,,
19.02.2020 02:00,-9.1,655.6,771.2,,55,Wind blowing from the north-east,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,1.8,,,2500 or more  or no clouds.,,,3.5,-16.5,No precipitation,12,,,,
18.02.2020 23:00,-6.3,656.0,771.8,,45,Wind blowing from the south-southeast,1,,10,,Haze. ,,,-12.4,1.8,,,,,,5.0,-16.3,No precipitation,6,,,,
18.02.2020 20:00,-1.7,655.7,771.9,0.5,31,Wind blowing from the north-west,4,,10,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,1.8,,,2500 or more  or no clouds.,,,6.0,-16.6,No precipitation,12,,,,
18.02.2020 17:00,1.0,655.2,770.8,,25,Wind blowing from the west-northwest,6,,10,90  or more  but not 100%, ,,,-12.4,1.8,,,2500 or more  or no clouds.,,,10.0,-16.8,No precipitation,6,,,,
18.02.2020 14:00,-1.2,655.6,771.3,,37,Wind blowing from the south,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,0.0,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
18.02.2020 11:00,-4.3,657.2,773.6,,45,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%, ,,,-12.4,0.0,,,2500 or more  or no clouds.,,,30.0,-14.7,No precipitation,6,,,,
18.02.2020 08:00,-10.7,657.4,774.7,-0.3,66,Wind blowing from the north,0,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,0.0,,,2500 or more  or no clouds.,,,3.8,-15.8,No precipitation,12,,,,
18.02.2020 05:00,-11.2,657.7,774.0,,70,Wind blowing from the east-northeast,1,,5,, ,,,-15.6,0.0,,,,,,14.0,-15.6,No precipitation,6,,,,
18.02.2020 02:00,-9.5,659.2,775.9,-1.2,67,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,0.0,,,2500 or more  or no clouds.,,,11.0,-14.5,No precipitation,12,,,,
17.02.2020 23:00,-7.9,660.4,777.6,,68,Wind blowing from the east-northeast,2,,5,,Haze. ,,,-15.6,0.0,,,,,,2.2,-12.9,No precipitation,6,,,,
17.02.2020 20:00,-5.3,660.1,778.8,,57,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,0.0,,,,,,7.0,-12.5,No precipitation,12,,,,
17.02.2020 17:00,-0.5,660.4,778.1,,38,Wind blowing from the south-southeast,3,,5,no clouds, ,,,-15.6,0.0,,,,,,30.0,-13.1,No precipitation,6,,,,
17.02.2020 14:00,-2.4,661.7,779.8,-1.1,40,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-2.0,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
17.02.2020 11:00,-5.4,662.8,781.3,,41,Wind blowing from the south,1,,3,no clouds, ,,,-15.6,-2.9,,,,,,30.0,-16.6,No precipitation,6,,,,
17.02.2020 08:00,-14.4,662.8,782.2,0.2,66,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-2.9,,,,,,14.0,-19.5,No precipitation,12,,,,
17.02.2020 05:00,-14.7,662.6,781.3,,70,Calm  no wind,0,,,, ,,,-15.0,-2.9,,,,,,9.0,-19.0,No precipitation,6,,,,
17.02.2020 02:00,-13.5,663.1,781.8,-0.2,70,Wind blowing from the south,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.9,,,2500 or more  or no clouds.,,,4.7,-17.8,No precipitation,12,,,,
16.02.2020 23:00,-11.3,663.3,782.2,,64,Wind blowing from the south,1,,11,,Haze. ,,,-12.8,-2.9,,,,,,4.3,-16.9,No precipitation,6,,,,
16.02.2020 20:00,-6.5,663.0,781.9,,45,Wind blowing from the north-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.9,,,,,,30.0,-16.7,No precipitation,12,,,,
16.02.2020 17:00,-3.4,662.2,780.2,,44,Wind blowing from the north-west,5,,11,no clouds, ,,,-12.8,-2.9,,,,,,30.0,-13.9,No precipitation,6,,,,
16.02.2020 14:00,-3.9,661.7,779.7,-0.5,39,Wind blowing from the north-west,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-3.9,,,,,,30.0,-15.8,No precipitation,12,,,,
16.02.2020 11:00,-6.8,662.2,780.7,,35,Wind blowing from the north-west,5,,13,no clouds, ,,,-12.8,-6.8,,,,,,30.0,-19.7,No precipitation,6,,,,
16.02.2020 08:00,-11.9,661.6,781.2,0.0,43,Wind blowing from the north-northwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.8,,,,,,30.0,-22.0,No precipitation,12,,,,
16.02.2020 05:00,-12.1,661.6,781.0,,44,Wind blowing from the west,2,,,, ,,,,-8.8,,,,,,30.0,-21.9,No precipitation,6,,,,
16.02.2020 02:00,-11.6,661.9,781.1,-0.3,56,Wind blowing from the north-northwest,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.8,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
15.02.2020 23:00,-11.0,662.2,781.6,,53,Wind blowing from the north-west,6,,14,, ,,,,-8.8,,,,,,30.0,-18.9,No precipitation,6,,,,
15.02.2020 20:00,-10.6,662.4,783.3,,50,Wind blowing from the north-northwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-8.8,,,,,,30.0,-19.2,No precipitation,12,,,,
15.02.2020 17:00,-9.5,662.4,782.9,,47,Wind blowing from the north-west,8,,14,no clouds, ,,,-17.3,-8.8,,,,,,28.0,-18.7,No precipitation,6,,,,
15.02.2020 14:00,-9.2,662.8,783.4,-1.0,46,Wind blowing from the north-west,8,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-8.9,,,,,,30.0,-18.7,No precipitation,12,,,,
15.02.2020 11:00,-10.5,663.8,784.5,,46,Wind blowing from the west-northwest,7,,13,no clouds, ,,,-17.3,-10.5,,,,,,30.0,-19.9,No precipitation,6,,,,
15.02.2020 08:00,-16.4,664.0,786.3,0.2,66,Wind blowing from the west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-12.8,,,,,,28.0,-21.3,No precipitation,12,,,,
15.02.2020 05:00,-16.1,663.8,785.7,,60,Wind blowing from the north-west,6,,14,, ,,,-17.2,-12.8,,,,,,30.0,-22.1,No precipitation,6,,,,
15.02.2020 02:00,-16.5,664.7,786.8,-0.8,66,Wind blowing from the north-west,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-12.8,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
14.02.2020 23:00,-14.6,665.5,787.6,,67,Wind blowing from the north-west,5,,14,, ,,,-16.7,,,,,,,30.0,-19.5,No precipitation,6,,,,
14.02.2020 20:00,-14.9,664.7,787.2,2.2,58,Wind blowing from the north-west,4,,14,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-9.8,,,,,,30.0,-21.3,No precipitation,12,,,,
14.02.2020 17:00,-13.7,662.5,783.8,,57,Wind blowing from the north-northwest,6,,14,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,,,,2500 or more  or no clouds.,,,18.0,-20.4,No precipitation,6,,,,
14.02.2020 14:00,-13.7,661.4,782.2,0.2,54,Wind blowing from the north,6,,14,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,,,,2500 or more  or no clouds.,,,15.0,-21.0,No precipitation,12,,,,
14.02.2020 11:00,-15.1,661.2,781.5,,58,Wind blowing from the north,6,,,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-4.2,,,2500 or more  or no clouds.,,,16.0,-21.5,No precipitation,6,,,,
14.02.2020 08:00,-16.7,659.1,779.2,1.4,67,Wind blowing from the north,4,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-3.5,,,2500 or more  or no clouds.,,,26.0,-21.4,0.2,12,,,,
14.02.2020 05:00,-14.9,657.7,776.4,,65,Wind blowing from the north,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-14.9,-0.9,,,,,,26.0,-20.0,No precipitation,6,,,,
14.02.2020 02:00,-13.4,656.5,774.1,,65,Wind blowing from the north,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,1.6,,,2500 or more  or no clouds.,,,30.0,-18.6,0.4,12,,,,
13.02.2020 23:00,-10.5,655.0,771.9,,70,Wind blowing from the north-northeast,4,,14,, ,,,-10.6,1.6,,,,,,30.0,-14.9,0.4,6,,,,
13.02.2020 20:00,-9.9,653.8,770.2,3.0,73,Wind blowing from the north,6,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,1.6,,,1000-1500,,,4.1,-13.8,0.2,12,,,,
13.02.2020 17:00,-6.5,650.8,764.9,,58,Wind blowing from the north-northeast,5,,10,90  or more  but not 100%, ,,,-6.5,3.4,,,1000-1500,,,30.0,-13.4,No precipitation,6,,,,
13.02.2020 14:00,-4.5,649.6,762.7,-0.6,61,Wind blowing from the north-northeast,5,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,4.0,,,1000-1500,,,30.0,-10.9,No precipitation,12,,,,
13.02.2020 11:00,-5.6,650.2,764.3,,69,Wind blowing from the north-northwest,5,,15,90  or more  but not 100%, ,,,-5.7,4.0,,,1000-1500,,,23.0,-10.4,No precipitation,6,,,,
13.02.2020 08:00,-5.0,648.7,762.5,1.2,68,Wind blowing from the north-west,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,4.0,,,1000-1500,,,18.0,-10.0,No precipitation,12,,,,
13.02.2020 05:00,-0.9,647.5,758.8,,41,Wind blowing from the north,3,,15,, ,,,-11.0,4.0,,,,,,20.0,-12.5,No precipitation,6,,,,
13.02.2020 02:00,1.3,648.1,759.2,,34,Wind blowing from the north-west,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,4.0,,,2500 or more  or no clouds.,,,9.0,-12.8,No precipitation,12,,,,
12.02.2020 23:00,-1.9,647.6,760.0,,57,Wind blowing from the north-northeast,3,,7,,Haze. ,,,-11.0,4.0,,,,,,7.0,-9.3,No precipitation,6,,,,
12.02.2020 20:00,-2.6,647.4,762.2,0.5,68,Wind blowing from the south,1,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,4.0,,,2500 or more  or no clouds.,,,1.3,-7.7,No precipitation,12,,,,
12.02.2020 17:00,3.5,646.9,759.9,,41,Wind blowing from the south,3,,7,70 – 80%., ,,,-11.0,4.0,,,2500 or more  or no clouds.,,,10.0,-8.8,No precipitation,6,,,,
12.02.2020 14:00,3.1,647.7,760.8,,36,Wind blowing from the south,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,3.3,,,2500 or more  or no clouds.,,,10.0,-10.5,No precipitation,12,,,,
12.02.2020 11:00,0.1,649.5,763.2,,43,Wind blowing from the south-east,1,,3,no clouds, ,,,-11.0,3.0,,,,,,11.0,-11.0,No precipitation,6,,,,
12.02.2020 08:00,-10.4,649.3,764.0,-0.3,75,Wind blowing from the north-east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,3.0,,,,,,2.7,-14.0,No precipitation,12,,,,
12.02.2020 05:00,-9.1,649.6,763.2,,70,Wind blowing from the north-east,1,,4,, ,,,-9.5,3.0,,,,,,10.0,-13.6,No precipitation,6,,,,
12.02.2020 02:00,-8.3,650.5,764.5,,76,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,3.0,,,,,,2.2,-11.9,No precipitation,6,,,,
11.02.2020 23:00,-6.5,650.4,764.5,,71,Wind blowing from the north-northeast,1,,5,,Haze. ,,,-10.8,3.0,,,,,,1.7,-10.9,No precipitation,6,,,,
11.02.2020 20:00,-0.9,650.8,765.1,0.6,51,Wind blowing from the north-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,3.0,,,,,,5.0,-10.0,No precipitation,12,,,,
11.02.2020 17:00,3.0,650.2,763.9,,39,Wind blowing from the south-southeast,2,,5,no clouds, ,,,-10.8,3.0,,,,,,10.0,-9.9,No precipitation,6,,,,
11.02.2020 14:00,1.4,650.4,764.6,,41,Wind blowing from the south,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.3,,,2500 or more  or no clouds.,,,10.0,-10.7,No precipitation,12,,,,
11.02.2020 11:00,-1.0,651.3,766.0,,39,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-10.8,2.3,,,,,,11.0,-13.2,No precipitation,6,,,,
11.02.2020 08:00,-7.3,650.8,765.7,0.2,59,Wind blowing from the north-east,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.3,,,,,,7.0,-14.1,No precipitation,12,,,,
11.02.2020 05:00,-9.3,650.6,764.7,,70,Wind blowing from the north-east,2,,,,Haze. ,,,-11.2,2.3,,,,,,5.0,-13.9,No precipitation,6,,,,
11.02.2020 02:00,-9.5,651.1,765.5,-0.6,74,Wind blowing from the north-east,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,2.3,,,2500 or more  or no clouds.,,,1.5,-13.4,No precipitation,12,,,,
10.02.2020 23:00,-8.3,651.7,766.5,,73,Wind blowing from the north-northwest,0,,5,,Haze. ,,,-11.2,2.3,,,,,,0.9,-12.3,No precipitation,6,,,,
10.02.2020 20:00,-3.4,651.5,766.7,0.4,57,Wind blowing from the north,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,2.3,,,,,,4.0,-10.7,No precipitation,12,,,,
10.02.2020 17:00,2.2,651.1,764.8,,33,Wind blowing from the south-southeast,2,,5,no clouds, ,,,-11.2,2.3,,,,,,14.0,-12.4,No precipitation,6,,,,
10.02.2020 14:00,0.8,651.6,765.8,-1.3,31,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.9,,,,,,17.0,-14.4,No precipitation,12,,,,
10.02.2020 11:00,-1.3,652.9,767.4,,33,Wind blowing from the south-southeast,2,,4,no clouds, ,,,-11.2,0.8,,,,,,19.0,-15.5,No precipitation,6,,,,
10.02.2020 08:00,-8.1,652.3,767.8,0.1,50,Wind blowing from the north-east,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,0.8,,,,,,21.0,-16.7,No precipitation,12,,,,
10.02.2020 05:00,-7.4,652.2,766.4,,54,Wind blowing from the north-east,3,,4,, ,,,-13.3,0.8,,,,,,25.0,-15.3,No precipitation,6,,,,
10.02.2020 02:00,-7.8,653.2,768.4,-0.8,69,Wind blowing from the north-east,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.8,,,2500 or more  or no clouds.,,,2.3,-12.5,No precipitation,12,,,,
09.02.2020 23:00,-6.1,654.0,769.3,,64,Wind blowing from the north-east,2,,5,,Haze. ,,,-13.3,0.8,,,,,,4.4,-11.8,No precipitation,6,,,,
09.02.2020 20:00,-4.0,654.3,771.0,-0.2,62,Wind blowing from the east-northeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.8,,,,,,1.5,-10.2,No precipitation,12,,,,
09.02.2020 17:00,0.6,654.5,769.7,,44,Wind blowing from the south-southeast,2,,5,no clouds, ,,,-13.3,0.8,,,,,,18.0,-10.5,No precipitation,6,,,,
09.02.2020 14:00,-2.4,656.1,772.4,-1.8,51,Wind blowing from the south,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.9,,,,,,24.0,-11.2,No precipitation,12,,,,
09.02.2020 11:00,-4.1,657.9,774.8,,50,Wind blowing from the south-southeast,1,,4,, ,,,-13.3,-2.0,,,,,,21.0,-13.2,No precipitation,6,,,,
09.02.2020 08:00,-11.8,658.0,775.9,,79,Wind blowing from the north-east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-2.0,,,,,,4.1,-14.7,No precipitation,12,,,,
09.02.2020 05:00,-9.8,658.6,775.3,,65,Wind blowing from the north-east,1,,4,, ,,,-14.5,-2.0,,,,,,10.0,-15.3,No precipitation,6,,,,
09.02.2020 02:00,-10.4,659.6,776.7,-0.4,76,Wind blowing from the east,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-2.0,,,2500 or more  or no clouds.,,,2.4,-13.8,No precipitation,12,,,,
08.02.2020 23:00,-10.0,660.0,777.2,,77,Calm  no wind,0,,,,Haze. ,,,-14.5,-2.0,,,,,,1.0,-13.3,No precipitation,6,,,,
08.02.2020 20:00,-6.4,659.8,778.6,,67,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-2.0,,,,,,7.0,-11.5,No precipitation,12,,,,
08.02.2020 17:00,-3.1,659.8,777.5,,57,Wind blowing from the south-east,2,,5,no clouds, ,,,-14.5,-1.1,,,,,,15.0,-10.6,No precipitation,6,,,,
08.02.2020 14:00,-2.9,660.1,777.7,-0.9,48,Wind blowing from the south-southeast,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,0.7,,,,,,27.0,-12.6,No precipitation,12,,,,
08.02.2020 11:00,-3.8,661.0,778.3,,41,Wind blowing from the south-southeast,1,,2,, ,,,-14.5,0.7,,,,,,28.0,-15.4,No precipitation,6,,,,
08.02.2020 08:00,-14.0,660.3,779.2,,73,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,0.7,,,,,,5.0,-17.8,No precipitation,12,,,,
08.02.2020 05:00,-13.0,660.0,777.3,,72,Wind blowing from the north-east,1,,,, ,,,-15.8,0.7,,,,,,30.0,-17.0,No precipitation,6,,,,
08.02.2020 02:00,-12.3,660.2,777.1,-0.1,74,Wind blowing from the north-east,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,0.7,,,2500 or more  or no clouds.,,,5.0,-16.0,No precipitation,12,,,,
07.02.2020 23:00,-9.6,660.3,777.7,,67,Wind blowing from the east-northeast,1,,5,,Haze. ,,,-15.8,0.7,,,,,,2.6,-14.6,No precipitation,6,,,,
07.02.2020 20:00,-6.6,659.7,778.8,,57,Wind blowing from the north-northeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,0.7,,,,,,1.1,-13.7,No precipitation,12,,,,
07.02.2020 17:00,-1.0,658.8,776.2,,34,Wind blowing from the south,2,,5,no clouds, ,,,-15.8,0.7,,,,,,30.0,-14.9,No precipitation,6,,,,
07.02.2020 14:00,-0.1,658.6,775.3,-0.7,34,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,0.6,,,,,,30.0,-14.1,No precipitation,12,,,,
07.02.2020 11:00,-4.4,659.3,776.2,,44,Wind blowing from the south-southeast,1,,2,no clouds, ,,,-15.8,-1.7,,,,,,9.0,-14.8,No precipitation,6,,,,
07.02.2020 08:00,-15.2,658.3,777.6,0.9,74,Wind blowing from the north-west,0,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-1.7,,,,,,2.5,-18.8,No precipitation,12,,,,
07.02.2020 05:00,-14.4,657.4,774.9,,71,Wind blowing from the north,1,,3,, ,,,-17.0,-1.7,,,,,,12.0,-18.5,No precipitation,6,,,,
07.02.2020 02:00,-12.8,657.4,774.4,0.1,68,Wind blowing from the north-west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-1.7,,,2500 or more  or no clouds.,,,5.0,-17.5,No precipitation,12,,,,
06.02.2020 23:00,-8.6,657.3,774.2,,52,Wind blowing from the east-northeast,2,,5,, ,,,-17.0,-1.7,,,,,,11.0,-16.7,No precipitation,6,,,,
06.02.2020 20:00,-8.4,656.5,775.9,,68,Wind blowing from the north,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-1.7,,,,,,1.5,-13.4,No precipitation,12,,,,
06.02.2020 17:00,-2.3,655.6,773.2,,39,Wind blowing from the south,1,,5,no clouds, ,,,-17.0,-1.7,,,,,,20.0,-14.4,No precipitation,6,,,,
06.02.2020 14:00,-2.0,655.6,772.6,-0.9,39,Wind blowing from the south,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-1.8,,,,,,22.0,-14.1,No precipitation,12,,,,
06.02.2020 11:00,-5.8,656.5,774.4,,42,Wind blowing from the east-northeast,1,,2,no clouds, ,,,-17.0,-2.2,,,,,,12.0,-16.7,No precipitation,6,,,,
06.02.2020 08:00,-16.8,655.9,775.4,,75,Wind blowing from the south-east,1,,2,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-2.2,,,2500 or more  or no clouds.,,,2.5,-20.3,No precipitation,12,,,,
06.02.2020 05:00,-15.9,655.5,773.2,,73,Wind blowing from the east-southeast,1,,3,, ,,,-17.1,-2.2,,,,,,13.0,-19.6,No precipitation,6,,,,
06.02.2020 02:00,-14.1,655.9,773.2,-0.1,71,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.2,,,2500 or more  or no clouds.,,,12.0,-18.2,No precipitation,12,,,,
05.02.2020 23:00,-13.0,656.0,773.8,,74,Calm  no wind,0,,,,Haze. ,,,-17.1,-2.2,,,,,,2.5,-16.7,No precipitation,6,,,,
05.02.2020 20:00,-9.2,655.6,774.9,1.2,64,Wind blowing from the south,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.2,,,2500 or more  or no clouds.,,,1.3,-14.9,No precipitation,12,,,,
05.02.2020 17:00,-3.1,654.4,771.6,,36,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-17.1,-2.2,,,,,,17.0,-16.1,No precipitation,6,,,,
05.02.2020 14:00,-3.1,654.3,771.6,-1.2,38,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,-2.4,,,,,,30.0,-15.4,No precipitation,12,,,,
