Local time in Wanyuan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 17:00,10.4,707.7,768.1,,48,Wind blowing from the south-east,3,,,90  or more  but not 100%, ,,,,,,,,,,17.0,-0.1,,,,,,
19.02.2020 14:00,10.1,708.4,768.8,-2.1,49,Wind blowing from the south-east,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,11.7,,,2500 or more  or no clouds.,,,16.0,-0.1,No precipitation,12,,,,
19.02.2020 11:00,9.8,710.5,771.0,,49,Wind blowing from the south-east,3,,4,90  or more  but not 100%, ,,,3.1,11.7,,,1500-2000,,,17.0,-0.4,No precipitation,6,,,,
19.02.2020 08:00,3.2,710.0,771.0,0.4,73,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,11.7,,,2000-2500,,,19.0,-1.2,No precipitation,12,,,,
19.02.2020 05:00,3.3,709.6,770.0,,72,Wind blowing from the north-west,1,,,, ,,,,,,,,,,22.0,-1.4,,,,,,
19.02.2020 02:00,4.1,710.1,770.5,,68,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.7,,,2500 or more  or no clouds.,,,22.0,-1.3,No precipitation,12,,,,
18.02.2020 20:00,7.3,709.4,770.5,0.8,51,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.7,,,2000-2500,,,13.0,-2.4,No precipitation,12,,,,
18.02.2020 17:00,11.3,708.6,769.2,,31,Wind blowing from the south-west,2,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-5.2,,,,,,
18.02.2020 14:00,10.9,709.6,770.2,-3.1,37,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.6,,,2000-2500,,,21.0,-3.2,No precipitation,12,,,,
18.02.2020 11:00,6.0,712.7,773.9,,54,Wind blowing from the east-southeast,1,,,100%., ,,,,,,,2000-2500,,,21.0,-2.6,,,,,,
18.02.2020 08:00,2.1,713.0,774.3,0.4,67,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,14.6,,,2000-2500,,,27.0,-3.4,No precipitation,12,,,,
18.02.2020 05:00,1.3,712.6,773.3,,70,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,-3.6,,,,,,
18.02.2020 02:00,2.7,713.8,774.4,,64,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,14.6,,,2500 or more  or no clouds.,,,30.0,-3.6,No precipitation,12,,,,
17.02.2020 20:00,7.8,713.0,774.7,1.2,37,Wind blowing from the north,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,14.6,,,2500 or more  or no clouds.,,,25.0,-6.0,No precipitation,12,,,,
17.02.2020 17:00,13.5,711.8,772.7,,17,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-11.1,,,,,,
17.02.2020 14:00,13.3,713.2,774.1,-2.6,15,Wind blowing from the south-east,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,13.7,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
17.02.2020 11:00,8.0,715.8,777.3,,34,Wind blowing from the south-southeast,1,,,no clouds, ,,,,,,,,,,29.0,-6.9,,,,,,
17.02.2020 08:00,-1.6,715.9,778.1,0.5,71,Wind blowing from the north-west,1,,2,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.4,,,2500 or more  or no clouds.,,,30.0,-6.3,No precipitation,12,,,,
17.02.2020 05:00,-0.8,715.4,776.8,,68,Wind blowing from the west-northwest,1,,3,, ,,,-1.7,12.4,,,,,,30.0,-6.0,No precipitation,6,,,,
17.02.2020 02:00,0.5,715.1,776.5,,64,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.4,,,2500 or more  or no clouds.,,,30.0,-5.7,No precipitation,12,,,,
16.02.2020 20:00,5.2,712.4,774.4,1.8,39,Wind blowing from the north-west,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.4,,,1000-1500,,,25.0,-7.6,No precipitation,12,,,,
16.02.2020 17:00,11.7,710.6,771.4,,15,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,30.0,-14.1,,,,,,
16.02.2020 14:00,10.4,711.5,772.3,-2.9,16,Wind blowing from the south-southeast,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,11.1,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
16.02.2020 11:00,6.6,714.4,775.9,,28,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,30.0,-10.6,,,,,,
16.02.2020 08:00,-1.6,714.9,777.2,0.3,62,Wind blowing from the north-west,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,5.5,,,1000-1500,,,26.0,-8.1,No precipitation,12,,,,
16.02.2020 05:00,0.8,714.6,776.5,,51,Wind blowing from the west,1,,,, ,,,,,,,,,,30.0,-8.2,,,,,,
16.02.2020 02:00,2.2,715.0,776.8,,45,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,5.5,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
15.02.2020 20:00,4.1,713.6,775.4,1.3,29,Wind blowing from the north-northwest,3,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,6.0,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
15.02.2020 17:00,4.5,712.3,773.8,,27,Wind blowing from the north-northwest,5,,14,90  or more  but not 100%, ,,,1.4,6.8,,,,,,30.0,-12.9,No precipitation,6,,,,
15.02.2020 14:00,4.8,711.7,773.3,-1.5,28,Wind blowing from the north-northwest,8,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,2500 or more  or no clouds.,,,30.0,-12.2,0.5,12,,,,
15.02.2020 11:00,2.8,713.2,774.8,,33,Wind blowing from the north-northwest,8,,,90  or more  but not 100%, ,,,1.4,,,,,,,30.0,-11.9,No precipitation,6,,,,
15.02.2020 08:00,2.1,711.4,772.8,1.5,56,Wind blowing from the north-northwest,8,,,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.0,,,2500 or more  or no clouds.,,,30.0,-5.8,3.0,12,,,,
15.02.2020 05:00,2.6,709.9,770.9,,59,Wind blowing from the north-northwest,9,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.4,13.0,,,,,,30.0,-4.8,2.0,6,,,,
15.02.2020 02:00,1.6,709.6,770.4,,85,Wind blowing from the north-northwest,7,,13,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,13.0,,,2500 or more  or no clouds.,,,6.0,-0.6,4.0,12,,,,
14.02.2020 20:00,6.0,706.0,766.2,2.8,62,Wind blowing from the north-northwest,8,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,13.0,,,2000-2500,,,30.0,-0.9,1.0,12,,,,
14.02.2020 17:00,6.9,703.2,762.9,,66,Wind blowing from the north-northwest,7,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.9,15.9,,,2000-2500,,,13.0,1.0,0.8,6,,,,
14.02.2020 14:00,10.7,701.2,760.3,0.0,49,Wind blowing from the north-northwest,6,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,15.9,,,2000-2500,,,20.0,0.4,Trace of precipitation,12,,,,
14.02.2020 11:00,12.9,701.2,760.0,,48,Wind blowing from the north-northwest,5,,7,100%., ,,,7.6,15.9,,,2000-2500,,,18.0,2.2,No precipitation,6,,,,
14.02.2020 08:00,8.0,699.9,759.0,0.8,90,Wind blowing from the west-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,15.9,,,2000-2500,,,10.0,6.5,No precipitation,12,,,,
14.02.2020 05:00,9.4,699.1,757.5,,81,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,12.0,6.3,,,,,,
14.02.2020 02:00,10.2,700.2,759.0,,79,Wind blowing from the south-southeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,15.9,,,2500 or more  or no clouds.,,,10.0,6.7,No precipitation,12,,,,
13.02.2020 20:00,11.6,699.5,758.8,0.8,68,Wind blowing from the north,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,15.9,,,2500 or more  or no clouds.,,,9.0,5.9,No precipitation,12,,,,
13.02.2020 17:00,15.9,698.7,757.6,,49,Wind blowing from the south,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,14.0,5.2,,,,,,
13.02.2020 14:00,12.6,700.0,759.2,-2.2,62,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,18.5,,,2500 or more  or no clouds.,,,9.0,5.5,No precipitation,12,,,,
13.02.2020 11:00,9.0,702.2,761.8,,74,Wind blowing from the south,0,,,90  or more  but not 100%, ,,,,,,,,,,12.0,4.6,,,,,,
13.02.2020 08:00,5.4,702.4,762.1,0.0,88,Wind blowing from the west-northwest,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.5,,,2500 or more  or no clouds.,,,13.0,3.6,No precipitation,12,,,,
13.02.2020 05:00,4.4,702.4,761.5,,92,Wind blowing from the north-west,1,,,, ,,,,,,,,,,14.0,3.2,,,,,,
13.02.2020 02:00,5.4,703.5,762.6,,89,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.5,,,2500 or more  or no clouds.,,,15.0,3.7,No precipitation,12,,,,
12.02.2020 20:00,10.5,702.1,762.0,0.6,65,Wind blowing from the west,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.5,,,2500 or more  or no clouds.,,,16.0,4.2,No precipitation,12,,,,
12.02.2020 17:00,17.8,701.5,760.4,,37,Wind blowing from the south-southwest,2,,,10%  or less  but not 0, ,,,,,,,1000-1500,,,25.0,2.9,,,,,,
12.02.2020 14:00,16.9,703.0,762.1,-3.0,38,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,17.3,,,,,,27.0,2.5,No precipitation,12,,,,
12.02.2020 11:00,10.5,706.0,766.0,,64,Wind blowing from the north-east,1,,2,50%., ,,,3.1,14.5,,,2500 or more  or no clouds.,,,16.0,4.0,No precipitation,6,,,,
12.02.2020 08:00,3.1,706.0,766.3,0.0,95,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,14.5,,,2500 or more  or no clouds.,,,14.0,2.4,No precipitation,12,,,,
12.02.2020 05:00,4.0,706.0,765.8,,91,Wind blowing from the north-west,1,,,, ,,,,,,,,,,19.0,2.7,,,,,,
12.02.2020 02:00,4.3,706.7,766.6,,90,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,14.5,,,2500 or more  or no clouds.,,,19.0,2.8,No precipitation,12,,,,
11.02.2020 20:00,9.6,705.1,765.4,1.2,64,Wind blowing from the west-southwest,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,14.5,,,,,,20.0,3.1,No precipitation,12,,,,
11.02.2020 17:00,14.2,703.9,763.4,,46,Wind blowing from the south-southwest,1,,,50%., ,,,,,,,1500-2000,,,30.0,2.8,,,,,,
11.02.2020 14:00,13.9,704.7,764.1,-2.1,48,Wind blowing from the east-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,14.2,,,1000-1500,,,30.0,3.1,No precipitation,12,,,,
11.02.2020 11:00,8.2,706.8,766.8,,76,Wind blowing from the south-southeast,1,,2,60%., ,,,3.4,11.6,,,1500-2000,,,14.0,4.2,No precipitation,6,,,,
11.02.2020 08:00,3.6,706.2,766.5,0.8,96,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,11.6,,,2500 or more  or no clouds.,,,11.0,3.0,No precipitation,12,,,,
11.02.2020 05:00,4.2,705.4,765.4,,95,Wind blowing from the north-west,1,,,, ,,,,,,,,,,12.0,3.5,,,,,,
11.02.2020 02:00,6.7,705.7,765.6,,88,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.6,,,2500 or more  or no clouds.,,,14.0,4.9,No precipitation,12,,,,
10.02.2020 20:00,9.6,705.6,765.5,0.8,72,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.6,,,2000-2500,,,8.0,4.8,Trace of precipitation,12,,,,
10.02.2020 17:00,11.2,704.8,764.5,,63,Wind blowing from the south-southeast,0,,,100%., ,,,,,,,2000-2500,,,20.0,4.4,,,,,,
10.02.2020 14:00,10.8,705.7,765.5,-2.7,66,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,16.3,,,2000-2500,,,16.0,4.7,Trace of precipitation,12,,,,
10.02.2020 11:00,7.5,708.4,768.8,,74,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,2000-2500,,,10.0,3.2,Trace of precipitation,6,,,,
10.02.2020 08:00,6.5,708.1,768.3,0.3,74,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,2000-2500,,,18.0,2.2,Trace of precipitation,12,,,,
10.02.2020 05:00,6.5,707.8,767.4,,75,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,21.0,2.4,,,,,,
10.02.2020 02:00,7.2,709.5,769.1,,68,Wind blowing from the north-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,16.3,,,2500 or more  or no clouds.,,,23.0,1.7,No precipitation,12,,,,
09.02.2020 20:00,9.3,709.7,770.7,0.5,55,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,16.3,,,,,,17.0,0.7,No precipitation,12,,,,
09.02.2020 17:00,15.1,709.2,769.3,,29,Wind blowing from the south-west,2,,,20–30%., ,,,,,,,1500-2000,,,30.0,-2.8,,,,,,
09.02.2020 14:00,15.0,711.1,771.3,-3.3,30,Wind blowing from the south-west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,15.8,,,1500-2000,,,30.0,-2.4,No precipitation,12,,,,
09.02.2020 11:00,9.6,714.4,775.1,,46,Wind blowing from the south-east,1,,,10%  or less  but not 0, ,,,,,,,1500-2000,,,30.0,-1.7,,,,,,
09.02.2020 08:00,0.9,714.9,776.2,0.2,80,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,15.2,,,,,,27.0,-2.2,No precipitation,12,,,,
09.02.2020 05:00,2.3,714.7,775.3,,71,Wind blowing from the north-west,1,,5,, ,,,0.4,15.2,,,,,,30.0,-2.4,No precipitation,6,,,,
09.02.2020 02:00,3.6,714.6,775.1,,65,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.2,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,12,,,,
08.02.2020 20:00,10.6,712.8,773.9,1.7,35,Wind blowing from the north-west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.2,,,2500 or more  or no clouds.,,,30.0,-4.2,No precipitation,12,,,,
08.02.2020 17:00,14.2,711.1,771.6,,30,Wind blowing from the north-northwest,2,,,40%., ,,,,,,,1500-2000,,,30.0,-3.1,,,,,,
08.02.2020 14:00,14.2,711.8,772.3,-2.2,33,Wind blowing from the north-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,14.2,,,1500-2000,,,30.0,-1.8,No precipitation,12,,,,
08.02.2020 11:00,8.9,714.0,775.0,,56,Wind blowing from the south-southeast,1,,2,20–30%., ,,,0.4,13.9,,,2500 or more  or no clouds.,,,21.0,0.4,No precipitation,6,,,,
08.02.2020 08:00,0.5,713.1,774.6,0.5,92,Wind blowing from the north-west,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,13.9,,,2500 or more  or no clouds.,,,23.0,-0.6,No precipitation,12,,,,
08.02.2020 05:00,1.1,712.6,773.5,,91,Wind blowing from the north-west,1,,,, ,,,,,,,,,,26.0,-0.2,,,,,,
08.02.2020 02:00,2.5,712.9,773.6,,84,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,13.9,,,2500 or more  or no clouds.,,,30.0,0.1,No precipitation,12,,,,
07.02.2020 20:00,7.3,711.1,772.0,2.3,59,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,13.9,,,,,,22.0,-0.2,No precipitation,12,,,,
07.02.2020 17:00,11.1,708.8,769.1,,49,Wind blowing from the north-northeast,2,,,60%., ,,,,,,,1000-1500,,,30.0,0.8,,,,,,
07.02.2020 14:00,12.3,709.1,769.3,-2.5,43,Wind blowing from the north,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.9,,,1000-1500,,,30.0,0.1,0.1,12,,,,
07.02.2020 11:00,7.5,711.6,772.5,,62,Calm  no wind,0,,,10%  or less  but not 0, ,,,3.6,7.5,,,1000-1500,,,28.0,0.5,0.1,6,,,,
07.02.2020 08:00,3.7,710.9,772.2,1.0,80,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,6.9,,,2000-2500,,,30.0,0.6,0.1,12,,,,
07.02.2020 05:00,4.6,709.9,770.8,,67,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-1.0,,,,,,
07.02.2020 02:00,4.5,710.3,771.3,,65,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,6.9,,,2500 or more  or no clouds.,,,30.0,-1.5,No precipitation,12,,,,
06.02.2020 20:00,4.9,709.6,770.5,2.0,62,Wind blowing from the north-northwest,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,6.9,,,2000-2500,,,30.0,-1.8,Trace of precipitation,12,,,,
06.02.2020 17:00,5.7,707.6,768.3,,62,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,2000-2500,,,30.0,-1.2,Trace of precipitation,6,,,,
06.02.2020 14:00,5.9,707.5,768.1,-1.2,62,Wind blowing from the north,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,2000-2500,,,24.0,-0.8,Trace of precipitation,12,,,,
06.02.2020 11:00,6.3,708.7,769.3,,59,Wind blowing from the north,4,,8,100%., ,,,5.3,,,,2000-2500,,,24.0,-1.3,No precipitation,6,,,,
06.02.2020 08:00,5.5,707.1,767.6,0.8,66,Wind blowing from the north-northwest,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,8.1,,,2000-2500,,,21.0,-0.5,0.8,12,,,,
06.02.2020 05:00,5.7,706.3,766.6,,68,Wind blowing from the north-northwest,3,,,, ,,,,,,,,,,27.0,0.1,,,,,,
06.02.2020 02:00,6.2,706.8,767.1,,69,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,8.1,,,2500 or more  or no clouds.,,,22.0,0.9,0.8,12,,,,
05.02.2020 20:00,6.9,706.0,766.6,2.0,76,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,8.1,,,2000-2500,,,15.0,3.0,Trace of precipitation,12,,,,
05.02.2020 17:00,7.6,704.0,764.3,,76,Calm  no wind,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,10.9,,,2000-2500,,,7.0,3.5,No precipitation,6,,,,
05.02.2020 14:00,7.9,705.0,765.4,-2.9,64,Wind blowing from the north-west,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,11.2,,,2000-2500,,,17.0,1.5,No precipitation,12,,,,
05.02.2020 11:00,6.2,707.9,768.7,,72,Calm  no wind,0,,,100%., ,,,2.7,,,,2000-2500,,,16.0,1.5,No precipitation,6,,,,
05.02.2020 08:00,4.3,707.6,768.3,-0.3,78,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,11.5,,,2000-2500,,,20.0,0.8,No precipitation,12,,,,
05.02.2020 05:00,4.2,707.9,768.2,,77,Wind blowing from the north-west,1,,,, ,,,,,,,,,,23.0,0.5,,,,,,
05.02.2020 02:00,3.5,709.0,769.5,,82,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,11.5,,,2500 or more  or no clouds.,,,22.0,0.6,No precipitation,12,,,,
04.02.2020 20:00,6.7,708.1,768.7,1.3,65,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.5,,,2500 or more  or no clouds.,,,19.0,0.6,No precipitation,12,,,,
04.02.2020 17:00,10.9,706.8,766.8,,48,Wind blowing from the south,1,,,100%., ,,,,,,,1500-2000,,,30.0,0.3,,,,,,
04.02.2020 14:00,11.1,707.5,767.4,-2.0,52,Wind blowing from the south-east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.5,,,1500-2000,,,30.0,1.4,No precipitation,12,,,,
04.02.2020 11:00,8.4,709.5,769.8,,66,Wind blowing from the south-east,1,,2,100%., ,,,5.4,11.9,,,1500-2000,,,16.0,2.4,No precipitation,6,,,,
04.02.2020 08:00,5.5,708.6,769.0,0.4,82,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,11.9,,,1500-2000,,,17.0,2.7,No precipitation,12,,,,
