Local time in Yichang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.02.2020 17:00,11.5,749.9,773.8,,32,Wind blowing from the south-east,4,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-4.6,,,,,,
17.02.2020 14:00,12.7,751.6,775.5,-1.5,32,Wind blowing from the south-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.8,,,2500 or more  or no clouds.,,,30.0,-3.6,No precipitation,12,,,,
17.02.2020 11:00,8.9,753.1,777.1,,43,Wind blowing from the east-southeast,3,,,no clouds, ,,,1.0,10.5,,,,,,25.0,-3.0,No precipitation,6,,,,
17.02.2020 08:00,2.2,752.5,776.8,0.9,90,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,10.5,,,,,,18.0,0.7,No precipitation,12,,,,
17.02.2020 05:00,1.4,751.6,775.6,,92,Wind blowing from the north-west,1,,,, ,,,,,,,,,,27.0,0.2,,,,,,
17.02.2020 02:00,1.8,751.7,775.9,0.4,80,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.5,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,12,,,,
16.02.2020 23:00,4.4,751.3,775.3,,56,Wind blowing from the south,1,,7,, ,,,0.6,10.5,,,,,,30.0,-3.8,No precipitation,6,,,,
16.02.2020 20:00,4.9,750.1,774.4,1.8,60,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.5,,,,,,30.0,-2.2,No precipitation,12,,,,
16.02.2020 17:00,9.4,748.3,772.3,,44,Wind blowing from the south-east,3,,,no clouds, ,,,,,,,,,,30.0,-2.2,,,,,,
16.02.2020 14:00,7.5,749.3,773.4,-2.4,56,Wind blowing from the east-northeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.2,,,1000-1500,,,30.0,-0.9,No precipitation,12,,,,
16.02.2020 11:00,5.6,751.7,775.9,,71,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,,,,,1000-1500,,,26.0,0.6,,,,,,
16.02.2020 08:00,1.3,751.8,776.2,-0.1,99,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,,,,2500 or more  or no clouds.,,,4.9,1.2,No precipitation,12,,,,
16.02.2020 05:00,1.2,751.9,776.4,,99,Wind blowing from the north-east,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,0.8,,,,,,,0.2,1.1,No precipitation,6,,,,
16.02.2020 02:00,1.3,751.5,775.9,-0.4,99,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,,,,2500 or more  or no clouds.,,,11.0,1.2,0.6,12,,,,
15.02.2020 23:00,1.0,751.9,776.4,,99,Wind blowing from the east,1,,9,,Fog or ice fog. ,,,0.8,,,,,,,1.2,0.9,No precipitation,6,,,,
15.02.2020 20:00,1.1,751.3,775.6,1.8,99,Wind blowing from the south,1,,11,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,1.0,,,,300-600,,,10.0,1.0,6.0,12,,,,
15.02.2020 17:00,1.9,749.5,773.6,,99,Wind blowing from the south-southwest,2,,13,100%.,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,300-600,,,12.0,1.8,3.0,6,,,,
15.02.2020 14:00,2.5,749.0,773.0,-1.2,99,Wind blowing from the north-northeast,2,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.5,18.7,,,300-600,,,30.0,2.4,13.0,12,,,,
15.02.2020 11:00,2.0,750.2,774.2,,99,Wind blowing from the north-east,4,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.8,18.7,,,300-600,,,9.0,1.9,10.0,6,,,,
15.02.2020 08:00,1.8,748.0,771.9,2.1,99,Wind blowing from the north-northeast,4,,13,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,18.7,,,300-600,,,9.0,1.7,9.0,12,,,,
15.02.2020 05:00,5.4,745.9,769.3,,70,Wind blowing from the north-northeast,4,,13,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,18.7,,,,,,18.0,0.4,0.5,6,,,,
15.02.2020 02:00,8.7,743.9,767.1,-0.2,56,Wind blowing from the north-northeast,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,18.7,,,2500 or more  or no clouds.,,,22.0,0.4,1.0,12,,,,
14.02.2020 23:00,10.0,744.1,767.3,,68,Wind blowing from the north-northeast,2,,9,, ,,,9.9,18.7,,,,,,16.0,4.2,1.0,6,,,,
14.02.2020 20:00,11.6,741.9,765.1,4.8,64,Wind blowing from the north-northeast,1,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,18.7,,,300-600,,,11.0,5.0,0.8,12,,,,
14.02.2020 17:00,16.6,737.1,760.0,,41,Wind blowing from the east,4,,9,100%., ,,,11.2,18.7,,,2500 or more  or no clouds.,,,13.0,3.3,No precipitation,6,,,,
14.02.2020 14:00,18.2,736.2,759.0,-1.0,56,Wind blowing from the south-southwest,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,18.5,,,2000-2500,,,10.0,9.3,No precipitation,12,,,,
14.02.2020 11:00,17.0,737.2,760.0,,73,Wind blowing from the west,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,17.5,,,2500 or more  or no clouds.,,,6.0,12.1,No precipitation,6,,,,
14.02.2020 08:00,11.7,736.3,759.3,,99,Wind blowing from the north-west,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.9,11.5,No precipitation,12,,,,
14.02.2020 02:00,12.2,734.9,757.7,-0.5,99,Wind blowing from the west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.5,,,2500 or more  or no clouds.,,,3.9,12.0,No precipitation,12,,,,
13.02.2020 23:00,12.4,735.4,758.5,,99,Wind blowing from the west-northwest,2,,7,,Mist. ,,,9.6,17.5,,,,,,4.7,12.2,No precipitation,6,,,,
13.02.2020 20:00,12.2,735.1,758.2,1.8,99,Wind blowing from the north-northeast,3,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.5,,,,,,4.4,12.0,No precipitation,12,,,,
13.02.2020 17:00,14.8,733.3,756.1,,76,Wind blowing from the east,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.5,,,,,,5.0,10.6,No precipitation,6,,,,
13.02.2020 14:00,16.6,734.2,757.1,-3.0,64,Wind blowing from the south-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.2,,,,,,7.0,9.8,No precipitation,12,,,,
13.02.2020 11:00,11.3,737.2,760.4,,93,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,2500 or more  or no clouds.,,,4.9,10.2,No precipitation,6,,,,
13.02.2020 08:00,9.8,737.1,760.3,-0.1,99,Wind blowing from the north-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.3,9.7,No precipitation,12,,,,
13.02.2020 05:00,9.9,737.2,760.3,,99,Wind blowing from the south-southwest,1,,8,,Mist. ,,,7.6,17.2,,,,,,3.1,9.8,No precipitation,6,,,,
13.02.2020 02:00,9.8,738.3,761.3,-0.9,99,Wind blowing from the west-northwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.2,,,2500 or more  or no clouds.,,,1.3,9.7,No precipitation,12,,,,
12.02.2020 23:00,10.0,739.2,762.4,,99,Wind blowing from the north-east,1,,8,,Mist. ,,,7.6,17.2,,,,,,4.5,9.9,No precipitation,6,,,,
12.02.2020 20:00,9.8,739.2,762.6,0.9,99,Wind blowing from the east-southeast,3,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.2,,,,,,4.3,9.7,No precipitation,12,,,,
12.02.2020 17:00,14.3,738.3,761.4,,72,Wind blowing from the east-southeast,5,,,no clouds, ,,,,,,,,,,10.0,9.3,,,,,,
12.02.2020 14:00,16.6,738.8,761.8,-2.3,58,Wind blowing from the east-southeast,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.8,,,,,,6.0,8.3,No precipitation,12,,,,
12.02.2020 11:00,12.6,741.1,764.4,,75,Wind blowing from the east-southeast,3,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,15.0,,,2500 or more  or no clouds.,,,5.0,8.3,No precipitation,6,,,,
12.02.2020 08:00,8.1,741.1,764.5,0.7,99,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,2500 or more  or no clouds.,,,3.0,8.0,No precipitation,12,,,,
12.02.2020 05:00,9.2,740.4,763.6,,99,Wind blowing from the west-northwest,2,,7,,Mist. ,,,6.5,15.0,,,,,,3.0,9.1,No precipitation,6,,,,
12.02.2020 02:00,9.9,741.4,764.6,-0.2,97,Wind blowing from the south-west,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.0,,,2500 or more  or no clouds.,,,5.0,9.4,No precipitation,12,,,,
11.02.2020 23:00,10.2,741.6,765.1,,94,Wind blowing from the west-northwest,1,,8,,Mist. ,,,6.4,15.0,,,,,,5.0,9.3,No precipitation,6,,,,
11.02.2020 20:00,9.7,740.9,764.4,1.4,98,Wind blowing from the east,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.0,,,2500 or more  or no clouds.,,,2.2,9.4,No precipitation,12,,,,
11.02.2020 17:00,12.7,739.5,762.8,,73,Wind blowing from the east-southeast,5,,8,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.0,,,2500 or more  or no clouds.,,,5.0,8.0,No precipitation,6,,,,
11.02.2020 14:00,13.1,739.9,763.3,-2.3,65,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,13.6,,,2500 or more  or no clouds.,,,8.0,6.7,No precipitation,12,,,,
11.02.2020 11:00,7.7,742.2,765.7,,99,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,1000-1500,,,4.0,7.6,No precipitation,6,,,,
11.02.2020 08:00,6.6,741.6,765.1,0.4,99,Wind blowing from the west-northwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,2500 or more  or no clouds.,,,2.2,6.5,No precipitation,12,,,,
11.02.2020 05:00,6.5,741.2,764.6,,99,Wind blowing from the east,1,,7,,Mist. ,,,6.4,13.6,,,,,,2.7,6.4,No precipitation,6,,,,
11.02.2020 02:00,7.3,741.6,765.0,-0.7,99,Wind blowing from the east-northeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,13.6,,,2500 or more  or no clouds.,,,5.0,7.2,No precipitation,12,,,,
10.02.2020 23:00,8.2,742.3,765.7,,91,Wind blowing from the east-northeast,3,,7,, ,,,6.9,13.6,,,,,,8.0,6.8,No precipitation,6,,,,
10.02.2020 20:00,9.1,741.8,765.3,0.5,78,Wind blowing from the east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,13.6,,,2500 or more  or no clouds.,,,8.0,5.5,Trace of precipitation,12,,,,
10.02.2020 17:00,12.7,741.3,764.6,,55,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,,,,,,,,15.0,3.9,,,,,,
10.02.2020 14:00,11.6,742.0,765.4,-2.4,66,Wind blowing from the east-southeast,3,,4,90  or more  but not 100%,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.2,,,2500 or more  or no clouds.,,,6.0,5.5,Trace of precipitation,12,,,,
10.02.2020 11:00,9.0,744.4,767.9,,80,Wind blowing from the east,1,,3,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,2500 or more  or no clouds.,,,5.0,5.7,No precipitation,6,,,,
10.02.2020 08:00,7.5,744.2,767.8,0.3,89,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,5.8,No precipitation,12,,,,
10.02.2020 05:00,8.4,743.9,767.2,,73,Wind blowing from the west,1,,,, ,,,,,,,,,,7.0,3.8,,,,,,
10.02.2020 02:00,8.2,745.6,768.9,-1.2,79,Wind blowing from the north-west,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,16.2,,,2500 or more  or no clouds.,,,7.0,4.8,No precipitation,12,,,,
09.02.2020 23:00,9.2,746.8,770.4,,67,Wind blowing from the north-east,2,,,, ,,,,,,,,,,9.0,3.4,,,,,,
09.02.2020 20:00,9.8,746.8,770.7,0.3,64,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,16.2,,,2500 or more  or no clouds.,,,9.0,3.3,No precipitation,12,,,,
09.02.2020 17:00,14.0,746.5,770.2,,37,Wind blowing from the east-southeast,5,,,no clouds, ,,,,,,,,,,16.0,-0.4,,,,,,
09.02.2020 14:00,15.0,748.2,771.7,-3.4,42,Wind blowing from the south-east,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.5,,,,,,20.0,2.2,No precipitation,12,,,,
09.02.2020 11:00,9.1,751.6,775.5,,70,Wind blowing from the west-northwest,1,,3,no clouds, ,,,3.1,12.1,,,,,,9.0,3.9,No precipitation,6,,,,
09.02.2020 08:00,3.2,751.3,775.3,0.3,99,Wind blowing from the north-northeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.1,,,,,,2.5,3.1,No precipitation,12,,,,
09.02.2020 05:00,3.7,751.0,775.0,,99,Wind blowing from the north-west,2,,5,,Mist. ,,,3.7,12.1,,,,,,2.4,3.6,No precipitation,6,,,,
09.02.2020 02:00,5.1,751.6,775.4,-0.5,99,Wind blowing from the south-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,12.1,,,2500 or more  or no clouds.,,,4.4,5.0,No precipitation,12,,,,
08.02.2020 23:00,6.6,752.1,776.0,,79,Wind blowing from the east-southeast,2,,5,,Haze. ,,,3.8,12.1,,,,,,7.0,3.2,No precipitation,6,,,,
08.02.2020 20:00,7.6,751.0,775.0,1.2,71,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,12.1,,,2500 or more  or no clouds.,,,8.0,2.7,No precipitation,12,,,,
08.02.2020 17:00,10.5,749.8,773.6,,57,Wind blowing from the south-southeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,17.0,2.3,,,,,,
08.02.2020 14:00,11.3,750.0,773.8,-2.2,54,Wind blowing from the east-southeast,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,12.1,,,1000-1500,,,16.0,2.3,No precipitation,12,,,,
08.02.2020 11:00,8.5,752.2,776.2,,65,Wind blowing from the west,1,,3,50%., ,,,3.5,8.6,,,1000-1500,,,10.0,2.3,No precipitation,6,,,,
08.02.2020 08:00,4.2,751.1,775.3,0.8,95,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,5.0,3.5,No precipitation,12,,,,
08.02.2020 05:00,3.9,750.3,774.4,,97,Wind blowing from the east-southeast,1,,,,Mist. ,,,1.5,7.7,,,,,,6.0,3.5,No precipitation,6,,,,
08.02.2020 02:00,4.0,750.6,774.7,-0.3,94,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.7,,,2500 or more  or no clouds.,,,7.0,3.1,No precipitation,12,,,,
07.02.2020 23:00,4.3,750.9,775.0,,88,Wind blowing from the east-southeast,2,,,, ,,,1.5,7.7,,,,,,8.0,2.5,No precipitation,6,,,,
07.02.2020 20:00,4.8,749.8,774.0,1.6,82,Wind blowing from the east,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.7,,,2500 or more  or no clouds.,,,9.0,2.0,No precipitation,12,,,,
07.02.2020 17:00,6.6,748.2,772.3,,69,Wind blowing from the south-east,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,11.0,1.3,,,,,,
07.02.2020 14:00,5.8,748.6,772.8,-1.8,73,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.3,,,2500 or more  or no clouds.,,,11.0,1.3,No precipitation,12,,,,
07.02.2020 11:00,3.6,750.4,774.7,,91,Wind blowing from the east-southeast,2,,5,100%., ,,,1.5,6.3,,,2500 or more  or no clouds.,,,8.0,2.3,No precipitation,6,,,,
07.02.2020 08:00,1.7,749.9,774.2,1.3,99,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2500 or more  or no clouds.,,,7.0,1.6,No precipitation,12,,,,
07.02.2020 05:00,1.6,748.6,772.9,,98,Wind blowing from the east,2,,,, ,,,,,,,,,,10.0,1.3,,,,,,
07.02.2020 02:00,1.6,749.2,773.4,0.0,95,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,6.3,,,2500 or more  or no clouds.,,,14.0,0.9,0.1,12,,,,
06.02.2020 23:00,1.9,749.2,773.3,,99,Wind blowing from the south-east,2,,6,, ,,,1.9,7.2,,,,,,9.0,1.8,No precipitation,6,,,,
06.02.2020 20:00,2.5,748.0,772.1,2.2,99,Wind blowing from the east-southeast,3,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,9.1,,,2500 or more  or no clouds.,,,4.5,2.4,1.0,12,,,,
06.02.2020 17:00,3.9,745.8,769.8,,99,Wind blowing from the east-southeast,4,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,300-600,,,6.0,3.8,0.5,6,,,,
06.02.2020 14:00,6.2,745.6,769.4,-1.5,89,Wind blowing from the east-northeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.4,,,,300-600,,,13.0,4.5,5.0,12,,,,
06.02.2020 11:00,4.9,747.1,770.9,,99,Wind blowing from the north-east,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.4,,,,300-600,,,1.0,4.8,1.0,6,,,,
06.02.2020 08:00,4.5,746.0,769.8,1.6,99,Wind blowing from the north,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.4,13.5,,,300-600,,,3.0,4.4,7.0,12,,,,
06.02.2020 05:00,4.7,744.4,768.1,,99,Wind blowing from the north-east,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.7,13.5,,,,,,2.7,4.6,5.0,6,,,,
06.02.2020 02:00,6.3,745.0,768.4,0.0,99,Wind blowing from the east,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,13.5,,,2500 or more  or no clouds.,,,1.2,6.2,4.0,12,,,,
05.02.2020 23:00,7.2,745.0,768.7,,99,Wind blowing from the west,2,,8,,Rain (not freezing) not falling as shower(s). ,,,5.5,13.5,,,,,,1.5,7.1,2.0,6,,,,
05.02.2020 20:00,9.2,744.3,767.9,1.2,71,Wind blowing from the east-southeast,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,13.5,,,300-600,,,3.7,4.2,Trace of precipitation,12,,,,
05.02.2020 17:00,11.9,743.1,766.6,,54,Wind blowing from the east,5,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,14.0,,,,,,5.0,2.9,No precipitation,6,,,,
05.02.2020 14:00,13.0,744.3,767.7,-2.8,54,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,16.1,,,2500 or more  or no clouds.,,,6.0,3.9,No precipitation,12,,,,
05.02.2020 11:00,9.7,747.1,770.7,,71,Wind blowing from the west,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,16.1,,,,,,4.9,4.7,No precipitation,6,,,,
05.02.2020 08:00,6.3,746.4,770.0,1.3,81,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,16.1,,,2500 or more  or no clouds.,,,5.0,3.3,No precipitation,12,,,,
05.02.2020 05:00,5.9,745.1,768.6,,84,Wind blowing from the north-northwest,2,,8,,Mist. ,,,2.3,16.1,,,,,,4.7,3.4,No precipitation,6,,,,
05.02.2020 02:00,7.4,745.3,768.7,-0.7,73,Wind blowing from the north-west,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,16.1,,,2500 or more  or no clouds.,,,5.0,2.9,No precipitation,12,,,,
04.02.2020 23:00,9.6,746.0,769.6,,67,Wind blowing from the north,1,,8,,Haze. ,,,2.3,16.1,,,,,,5.0,3.8,No precipitation,6,,,,
04.02.2020 20:00,10.3,744.6,768.4,1.8,63,Wind blowing from the east,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,16.1,,,,,,5.0,3.6,No precipitation,12,,,,
04.02.2020 17:00,14.0,742.8,766.3,,42,Wind blowing from the east,5,,,no clouds, ,,,,,,,,,,10.0,1.3,,,,,,
04.02.2020 14:00,14.9,743.1,766.5,-2.3,40,Wind blowing from the east-southeast,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,15.4,,,1000-1500,,,11.0,1.4,No precipitation,12,,,,
04.02.2020 11:00,10.0,745.4,769.0,,54,Wind blowing from the south-east,1,,4,20–30%., ,,,2.3,14.7,,,2500 or more  or no clouds.,,,7.0,1.1,No precipitation,6,,,,
04.02.2020 08:00,2.9,745.2,769.0,0.8,84,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,14.7,,,2500 or more  or no clouds.,,,4.9,0.5,No precipitation,12,,,,
04.02.2020 05:00,3.6,744.4,768.0,,82,Wind blowing from the north-west,2,,6,,Mist. ,,,3.6,14.7,,,,,,5.0,0.8,No precipitation,6,,,,
04.02.2020 02:00,4.9,745.3,768.9,-0.8,72,Wind blowing from the north-west,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,14.7,,,2500 or more  or no clouds.,,,6.0,0.3,No precipitation,12,,,,
