Local time in Chuxiong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,12.8,617.2,766.4,,62,Wind blowing from the south,2,,5,no clouds, ,,,7.2,13.0,,,,,,19.0,5.7,No precipitation,6,,,,
19.02.2020 08:00,7.3,615.9,766.3,0.6,90,Wind blowing from the south,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,10.5,,,2500 or more  or no clouds.,,,13.0,5.8,No precipitation,12,,,,
19.02.2020 05:00,8.0,615.3,764.9,,88,Wind blowing from the south,1,,7,, ,,,6.8,10.5,,,,,,14.0,6.1,No precipitation,6,,,,
19.02.2020 02:00,8.6,615.6,765.1,,85,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.5,,,2500 or more  or no clouds.,,,17.0,6.2,No precipitation,12,,,,
18.02.2020 20:00,8.2,614.3,764.5,0.7,86,Wind blowing from the south,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.5,,,1000-1500,,,12.0,6.0,No precipitation,12,,,,
18.02.2020 17:00,9.7,613.6,763.2,,77,Wind blowing from the south,4,,,70 – 80%., ,,,6.8,10.5,,,1000-1500,,,13.0,5.9,No precipitation,6,,,,
18.02.2020 14:00,9.7,615.3,765.1,-1.8,75,Wind blowing from the south-southwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.1,,,2500 or more  or no clouds.,,,15.0,5.5,No precipitation,12,,,,
18.02.2020 11:00,8.0,617.1,767.6,,82,Wind blowing from the south-east,1,,5,100%., ,,,6.8,,,,1000-1500,,,17.0,5.1,No precipitation,6,,,,
18.02.2020 08:00,6.9,616.3,766.7,0.3,88,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.1,,,1000-1500,,,16.0,5.1,No precipitation,12,,,,
18.02.2020 05:00,6.9,616.0,766.1,,91,Wind blowing from the south,2,,5,, ,,,6.1,10.1,,,,,,9.0,5.5,No precipitation,6,,,,
18.02.2020 02:00,7.4,616.9,767.2,,89,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.1,,,2500 or more  or no clouds.,,,8.0,5.7,No precipitation,12,,,,
17.02.2020 20:00,9.1,616.0,766.2,0.4,75,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,12.4,,,1000-1500,,,11.0,4.9,No precipitation,12,,,,
17.02.2020 17:00,9.9,615.6,765.7,,72,Wind blowing from the east-southeast,2,,5,100%., ,,,6.1,14.2,,,1000-1500,,,12.0,5.1,No precipitation,6,,,,
17.02.2020 14:00,9.4,617.0,767.3,-1.5,73,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,,,,1000-1500,,,16.0,4.8,No precipitation,12,,,,
17.02.2020 11:00,7.7,618.5,769.0,,80,Wind blowing from the south-east,2,,5,100%., ,,,6.1,,,,1000-1500,,,12.0,4.5,No precipitation,6,,,,
17.02.2020 08:00,7.5,617.2,766.6,1.4,87,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,14.6,,,1000-1500,,,9.0,5.5,No precipitation,12,,,,
17.02.2020 05:00,6.2,615.8,764.8,,82,Wind blowing from the north-west,0,,3,, ,,,6.1,14.6,,,,,,11.0,3.4,No precipitation,6,,,,
17.02.2020 02:00,7.5,615.9,764.6,,76,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,14.6,,,2500 or more  or no clouds.,,,12.0,3.5,No precipitation,12,,,,
16.02.2020 20:00,12.4,614.2,762.6,0.7,57,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,14.8,,,2500 or more  or no clouds.,,,18.0,4.1,No precipitation,12,,,,
16.02.2020 17:00,14.2,613.5,761.2,,52,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,8.4,16.9,,,,,,14.0,4.5,No precipitation,6,,,,
16.02.2020 14:00,13.8,614.6,762.5,-2.2,51,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,17.7,,,1000-1500,,,16.0,3.8,No precipitation,12,,,,
16.02.2020 11:00,9.6,616.8,765.7,,64,Wind blowing from the east-northeast,2,,5,100%., ,,,8.4,,,,1000-1500,,,14.0,3.1,No precipitation,6,,,,
16.02.2020 08:00,8.9,615.3,763.2,1.1,67,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,17.7,,,2500 or more  or no clouds.,,,17.0,3.1,No precipitation,12,,,,
16.02.2020 05:00,8.7,614.2,761.4,,70,Wind blowing from the west,1,,7,, ,,,5.8,17.7,,,,,,30.0,3.5,No precipitation,6,,,,
16.02.2020 02:00,9.4,614.3,761.4,,66,Wind blowing from the west-southwest,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,17.7,,,2500 or more  or no clouds.,,,30.0,3.4,No precipitation,12,,,,
15.02.2020 20:00,14.8,612.1,760.0,1.5,42,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,17.7,,,2500 or more  or no clouds.,,,30.0,2.0,No precipitation,12,,,,
15.02.2020 17:00,16.4,610.6,757.4,,36,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,5.8,17.7,,,,,,30.0,1.3,No precipitation,6,,,,
15.02.2020 14:00,16.3,611.3,757.3,-1.4,38,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,18.9,,,2500 or more  or no clouds.,,,30.0,2.0,No precipitation,12,,,,
15.02.2020 11:00,9.6,612.7,760.4,,60,Wind blowing from the north,1,,4,100%., ,,,5.8,18.9,,,1000-1500,,,24.0,2.2,No precipitation,6,,,,
15.02.2020 08:00,6.0,611.5,759.6,0.9,75,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,18.9,,,2500 or more  or no clouds.,,,29.0,1.9,No precipitation,12,,,,
15.02.2020 05:00,7.3,610.6,757.5,,71,Wind blowing from the west-southwest,1,,11,, ,,,5.3,18.9,,,,,,30.0,2.4,No precipitation,6,,,,
15.02.2020 02:00,10.6,611.4,757.3,,57,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,18.9,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
14.02.2020 20:00,13.8,610.0,757.9,1.5,44,Wind blowing from the south-west,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,18.9,,,2500 or more  or no clouds.,,,30.0,1.8,No precipitation,12,,,,
14.02.2020 17:00,15.9,608.5,754.9,,36,Wind blowing from the west-southwest,4,,10,100%., ,,,5.3,19.0,,,1000-1500,,,30.0,0.9,No precipitation,6,,,,
14.02.2020 14:00,17.0,608.6,754.3,-2.3,34,Wind blowing from the south-southwest,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,19.5,,,1000-1500,,,30.0,1.0,No precipitation,12,,,,
14.02.2020 11:00,13.1,610.9,757.2,,47,Wind blowing from the north,0,,5,no clouds, ,,,5.3,19.5,,,,,,30.0,2.1,No precipitation,6,,,,
14.02.2020 08:00,5.4,610.5,758.2,0.3,75,Wind blowing from the west,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,19.5,,,1000-1500,,,30.0,1.3,No precipitation,12,,,,
14.02.2020 05:00,7.0,610.2,756.3,,68,Wind blowing from the west-southwest,1,,11,, ,,,5.7,19.5,,,,,,30.0,1.5,No precipitation,6,,,,
14.02.2020 02:00,9.0,611.4,757.3,,59,Wind blowing from the east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.5,,,2500 or more  or no clouds.,,,30.0,1.4,No precipitation,12,,,,
13.02.2020 20:00,15.0,610.4,758.0,1.0,34,Wind blowing from the west-southwest,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.5,,,1000-1500,,,30.0,-0.7,No precipitation,12,,,,
13.02.2020 17:00,18.9,609.4,755.3,,25,Wind blowing from the south-southwest,4,,,10%  or less  but not 0, ,,,5.7,19.5,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-1.5,No precipitation,6,,,,
13.02.2020 14:00,18.7,611.1,757.0,-2.5,28,Wind blowing from the south-southeast,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.0,,,,,,30.0,-0.2,No precipitation,12,,,,
13.02.2020 11:00,13.0,613.6,760.6,,49,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,5.7,19.0,,,,,,30.0,2.5,No precipitation,6,,,,
13.02.2020 08:00,5.7,613.5,761.8,0.5,73,Wind blowing from the west-southwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.0,,,1000-1500,,,30.0,1.2,No precipitation,12,,,,
13.02.2020 05:00,7.1,613.0,759.8,,67,Wind blowing from the south-west,0,,9,, ,,,5.7,19.0,,,,,,30.0,1.4,No precipitation,6,,,,
13.02.2020 02:00,8.5,613.6,760.4,,57,Wind blowing from the east-northeast,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.0,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
12.02.2020 20:00,15.2,612.4,760.4,0.8,32,Wind blowing from the west-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,19.0,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,12,,,,
12.02.2020 17:00,18.7,611.6,757.9,,24,Wind blowing from the west-southwest,4,,9,40%., ,,,5.7,19.0,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-2.3,No precipitation,6,,,,
12.02.2020 14:00,17.4,613.1,759.3,-2.3,28,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,18.8,,,2500 or more  or no clouds.,,,30.0,-1.3,No precipitation,12,,,,
12.02.2020 11:00,12.1,615.4,762.7,,50,Wind blowing from the north-northeast,1,,9,, ,,,5.7,18.8,,,,,,30.0,2.0,No precipitation,6,,,,
12.02.2020 08:00,5.8,614.9,763.6,0.8,76,Wind blowing from the south-west,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,18.8,,,1000-1500,,,30.0,1.9,No precipitation,12,,,,
12.02.2020 05:00,7.8,614.1,761.2,,65,Wind blowing from the north-west,0,,11,, ,,,7.8,18.8,,,,,,30.0,1.6,No precipitation,6,,,,
12.02.2020 02:00,10.5,614.6,760.9,,54,Wind blowing from the east-southeast,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.8,,,2500 or more  or no clouds.,,,30.0,1.6,No precipitation,12,,,,
11.02.2020 20:00,15.1,613.5,760.8,0.8,31,Wind blowing from the west-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.8,,,,,,30.0,-1.9,No precipitation,12,,,,
11.02.2020 17:00,17.5,612.7,758.7,,26,Wind blowing from the south-west,5,,12,20–30%., ,,,8.4,18.8,,,1000-1500,,,30.0,-2.2,No precipitation,6,,,,
11.02.2020 14:00,18.2,613.6,759.4,-1.8,27,Wind blowing from the south-west,3,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.2,,,1000-1500,,,30.0,-1.1,No precipitation,12,,,,
11.02.2020 11:00,14.1,615.4,762.6,,34,Wind blowing from the west-southwest,3,,10,no clouds, ,,,8.4,18.1,,,,,,30.0,-1.5,No precipitation,6,,,,
11.02.2020 08:00,9.2,614.3,762.1,1.0,61,Wind blowing from the south,0,,10,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.1,,,,,,30.0,2.1,Trace of precipitation,12,,,,
11.02.2020 05:00,10.6,613.3,759.6,,67,Wind blowing from the north,1,,13,, ,,,10.0,18.1,,,,,,30.0,4.7,No precipitation,6,,,,
11.02.2020 02:00,11.5,614.0,760.3,,66,Wind blowing from the west,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,18.1,,,2500 or more  or no clouds.,,,30.0,5.2,No precipitation,12,,,,
10.02.2020 20:00,13.9,613.3,760.5,1.1,55,Wind blowing from the south-west,2,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,18.1,,,1000-1500,,,30.0,5.0,0.1,12,,,,
10.02.2020 17:00,17.4,612.2,758.0,,39,Wind blowing from the west-southwest,8,,15,no clouds, ,,,10.7,18.1,,,,,,30.0,3.3,No precipitation,6,,,,
10.02.2020 14:00,17.0,613.3,759.3,-1.7,46,Wind blowing from the south-west,4,,15,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,18.6,,,1000-1500,,,30.0,5.3,4.0,12,,,,
10.02.2020 11:00,14.9,615.0,761.7,,64,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,18.6,,,,,,30.0,8.2,0.7,6,,,,
10.02.2020 08:00,10.8,614.0,761.4,0.6,92,Wind blowing from the east-southeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,1000-1500,,,16.0,9.6,5.0,12,,,,
10.02.2020 05:00,11.2,613.4,759.5,,93,Wind blowing from the south-southwest,2,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,,,8.9,18.6,,,,,,9.0,10.1,5.0,6,,,,
10.02.2020 02:00,11.6,614.3,760.5,,93,Wind blowing from the south,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,18.6,,,2500 or more  or no clouds.,,,14.0,10.5,1.0,12,,,,
09.02.2020 20:00,13.6,614.3,762.3,0.4,79,Wind blowing from the south-east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,18.6,,,1000-1500,,,30.0,10.0,No precipitation,12,,,,
09.02.2020 17:00,17.2,613.9,760.6,,61,Wind blowing from the south-southeast,4,,9,70 – 80%., ,,,8.9,18.6,,,1000-1500,,,30.0,9.6,No precipitation,6,,,,
09.02.2020 14:00,17.3,615.7,762.4,-2.3,59,Wind blowing from the south-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,18.0,,,1000-1500,,,30.0,9.2,No precipitation,12,,,,
09.02.2020 11:00,12.6,618.0,765.9,,71,Wind blowing from the east-northeast,0,,2,100%., ,,,8.9,17.6,,,1000-1500,,,17.0,7.5,No precipitation,6,,,,
09.02.2020 08:00,9.1,617.0,765.4,0.3,77,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,17.6,,,1000-1500,,,24.0,5.3,No precipitation,12,,,,
09.02.2020 05:00,9.5,616.7,764.5,,76,Wind blowing from the west,1,,7,, ,,,5.2,17.6,,,,,,23.0,5.5,No precipitation,6,,,,
09.02.2020 02:00,10.7,617.4,764.7,,72,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,17.6,,,2500 or more  or no clouds.,,,22.0,5.9,No precipitation,12,,,,
08.02.2020 20:00,14.4,616.3,765.6,1.2,55,Wind blowing from the south,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,17.6,,,2500 or more  or no clouds.,,,30.0,5.5,Trace of precipitation,12,,,,
08.02.2020 17:00,15.7,615.1,763.4,,51,Wind blowing from the south,4,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,18.8,,,1000-1500,,,30.0,5.6,No precipitation,6,,,,
08.02.2020 14:00,16.8,615.9,763.5,-1.4,42,Wind blowing from the south,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,19.6,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,12,,,,
08.02.2020 11:00,11.1,617.3,765.8,,55,Calm  no wind,0,,,60%., ,,,5.2,19.6,,,1000-1500,,,19.0,2.2,No precipitation,6,,,,
08.02.2020 08:00,5.2,616.2,765.1,1.2,75,Wind blowing from the west-southwest,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,19.6,,,1000-1500,,,18.0,1.0,No precipitation,12,,,,
08.02.2020 05:00,6.5,615.0,762.4,,70,Wind blowing from the west-southwest,1,,10,, ,,,4.3,19.6,,,,,,24.0,1.4,No precipitation,6,,,,
08.02.2020 02:00,8.4,615.4,762.4,,60,Wind blowing from the west-northwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,19.6,,,2500 or more  or no clouds.,,,29.0,1.1,No precipitation,12,,,,
07.02.2020 20:00,15.5,614.2,762.9,1.2,31,Wind blowing from the west-southwest,1,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,19.6,,,2500 or more  or no clouds.,,,30.0,-1.5,No precipitation,12,,,,
07.02.2020 17:00,18.7,613.0,760.3,,23,Wind blowing from the west-southwest,7,,14,20–30%., ,,,4.3,19.6,,,1000-1500,,,30.0,-2.8,No precipitation,6,,,,
07.02.2020 14:00,18.7,613.9,760.7,-2.2,26,Wind blowing from the south-southwest,3,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,18.7,,,1000-1500,,,30.0,-1.2,No precipitation,12,,,,
07.02.2020 11:00,11.5,616.1,764.8,,46,Wind blowing from the east-northeast,1,,2,no clouds, ,,,4.3,18.3,,,,,,20.0,0.3,No precipitation,6,,,,
07.02.2020 08:00,4.4,615.2,764.7,1.3,72,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,18.3,,,2500 or more  or no clouds.,,,21.0,-0.2,No precipitation,12,,,,
07.02.2020 05:00,5.2,613.9,761.8,,70,Wind blowing from the north-west,1,,11,, ,,,5.2,18.3,,,,,,25.0,0.2,No precipitation,6,,,,
07.02.2020 02:00,7.4,614.2,761.9,,58,Wind blowing from the west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.3,,,2500 or more  or no clouds.,,,27.0,-0.3,No precipitation,12,,,,
06.02.2020 20:00,13.7,612.5,760.7,1.1,31,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.3,,,,,,30.0,-3.1,No precipitation,12,,,,
06.02.2020 17:00,17.5,611.4,757.6,,23,Wind blowing from the south-west,6,,13,no clouds, ,,,6.2,18.3,,,,,,30.0,-3.8,No precipitation,6,,,,
06.02.2020 14:00,16.2,612.6,758.7,-1.9,25,Wind blowing from the west-southwest,6,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.5,,,1000-1500,,,30.0,-3.8,No precipitation,12,,,,
06.02.2020 11:00,13.2,614.5,761.5,,31,Wind blowing from the west,2,,12,20–30%., ,,,6.2,18.5,,,1000-1500,,,30.0,-3.5,No precipitation,6,,,,
06.02.2020 08:00,6.5,613.3,761.4,0.9,41,Wind blowing from the west,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,18.5,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,12,,,,
06.02.2020 05:00,9.1,612.4,758.8,,28,Wind blowing from the south-southwest,4,,13,, ,,,2.2,18.5,,,,,,30.0,-8.4,No precipitation,6,,,,
06.02.2020 02:00,11.5,613.0,758.9,,28,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,18.5,,,2500 or more  or no clouds.,,,30.0,-6.4,No precipitation,12,,,,
05.02.2020 20:00,15.1,610.4,758.8,1.2,28,Wind blowing from the west-southwest,4,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,18.5,,,1000-1500,,,30.0,-3.3,No precipitation,12,,,,
05.02.2020 17:00,17.8,609.2,756.2,,26,Wind blowing from the south-southwest,6,,11,70 – 80%., ,,,2.2,19.0,,,1000-1500,,,30.0,-1.9,No precipitation,6,,,,
05.02.2020 14:00,17.1,610.9,757.9,-2.7,30,Wind blowing from the west-southwest,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,19.1,,,1000-1500,,,30.0,-0.6,No precipitation,12,,,,
05.02.2020 11:00,7.9,613.6,762.7,,47,Wind blowing from the north-west,0,,3,60%., ,,,2.2,,,,1000-1500,,,27.0,-2.7,No precipitation,6,,,,
05.02.2020 08:00,2.6,612.8,762.1,0.4,68,Wind blowing from the west-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,19.1,,,1000-1500,,,29.0,-2.7,No precipitation,12,,,,
05.02.2020 05:00,3.9,612.4,759.8,,62,Wind blowing from the west-northwest,1,,8,, ,,,2.9,19.1,,,,,,23.0,-2.7,No precipitation,6,,,,
05.02.2020 02:00,6.2,613.4,760.8,,59,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,19.1,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,12,,,,
04.02.2020 20:00,14.1,612.4,761.5,1.1,29,Wind blowing from the south-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,19.1,,,,,,30.0,-3.7,No precipitation,12,,,,
04.02.2020 17:00,18.9,611.3,758.3,,19,Wind blowing from the south-southwest,3,,9,no clouds, ,,,2.9,19.1,,,,,,30.0,-5.2,No precipitation,6,,,,
04.02.2020 14:00,17.9,613.0,760.1,-2.1,23,Wind blowing from the south,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,17.9,,,,,,30.0,-3.5,No precipitation,12,,,,
04.02.2020 11:00,9.5,615.1,764.3,,53,Wind blowing from the west-northwest,0,,2,no clouds, ,,,2.9,17.0,,,,,,24.0,0.4,No precipitation,6,,,,
